[2022-03-21 09:40:39.578654]Total energy: 56636240.21886762
[2022-03-21 09:41:54.808309]Total energy: 56181792.738825366
[2022-03-21 09:43:10.428160]Total energy: 55584975.52860639
[2022-03-21 09:44:23.475598]Total energy: 55429613.36223404
[2022-03-21 09:45:40.363707]Total energy: 54583812.32929498
[2022-03-21 09:46:57.700548]Total energy: 54775889.920146495
[2022-03-21 09:48:15.534536]Total energy: 53819379.99806309
[2022-03-21 09:49:32.253019]Total energy: 53837798.185217716
[2022-03-21 09:50:48.759920]Total energy: 53831143.55429346
[2022-03-21 09:52:07.493395]Total energy: 52370977.441765234
[2022-03-21 09:53:25.487550]Total energy: 52622399.0500658
[2022-03-21 09:54:42.162133]Total energy: 52650263.08252996
[2022-03-21 09:55:58.510210]Total energy: 52269990.937367804
[2022-03-21 09:57:16.155893]Total energy: 52646344.75153979
[2022-03-21 09:58:34.444903]Total energy: 52356519.70076553
[2022-03-21 09:59:51.993431]Total energy: 52387721.35663542
[2022-03-21 10:01:11.319854]Total energy: 52901721.41790295
[2022-03-21 10:02:30.158155]Total energy: 53031856.12069702
[2022-03-21 10:03:47.264966]Total energy: 53836234.82850706
[2022-03-21 10:05:03.039790]Total energy: 53440107.09361279
[2022-03-21 10:06:19.093183]Total energy: 53443739.808249496
[2022-03-21 10:07:35.359217]Total energy: 54155840.675542004
[2022-03-21 10:08:54.275727]Total energy: 54463146.96672795
[2022-03-21 10:10:11.194924]Total energy: 54758740.44125427
[2022-03-21 10:11:28.920068]Total energy: 54888061.247154124
[2022-03-21 10:12:48.645155]Total energy: 55518102.39010091
[2022-03-21 10:14:05.633608]Total energy: 55114209.73296397
[2022-03-21 10:15:18.341246]Total energy: 55585703.54065474
[2022-03-21 10:16:33.695586]Total energy: 56540606.88552524
[2022-03-21 10:17:50.780658]Total energy: 56387257.80329288
[2022-03-21 10:19:09.745120]Total energy: 55587144.37288489
[2022-03-21 10:20:28.451861]Total energy: 55119414.713170715
[2022-03-21 10:21:50.264781]Total energy: 55115105.97850905
[2022-03-21 10:23:07.941749]Total energy: 56424320.45942956
[2022-03-21 10:24:21.153868]Total energy: 56178312.34774059
[2022-03-21 10:25:37.891024]Total energy: 56467718.59999162
[2022-03-21 10:26:55.854535]Total energy: 56165416.1148477
[2022-03-21 10:28:13.705152]Total energy: 55549954.72841669
[2022-03-21 10:29:30.712808]Total energy: 55360591.440358125
[2022-03-21 10:30:50.165979]Total energy: 55762751.22218323
[2022-03-21 10:32:08.758193]Total energy: 56050599.097527996
[2022-03-21 10:33:23.869626]Total energy: 55544258.28045819
[2022-03-21 10:34:39.880685]Total energy: 55397963.03863037
[2022-03-21 10:35:58.108982]Total energy: 55466576.21366048
[2022-03-21 10:37:17.504281]Total energy: 55896267.68194666
[2022-03-21 10:38:35.854630]Total energy: 56374362.66422388
[2022-03-21 10:39:52.175198]Total energy: 55659903.7903913
[2022-03-21 10:41:09.419436]Total energy: 55832243.889611445
[2022-03-21 10:42:25.839560]Total energy: 56376434.657271035
[2022-03-21 10:43:44.580263]Total energy: 55322692.34868538
[2022-03-21 10:45:01.460870]Total energy: 56104588.36178528
[2022-03-21 10:46:19.472874]Total energy: 56428930.66174509
[2022-03-21 10:47:36.710987]Total energy: 55591250.33744195
[2022-03-21 10:48:52.430303]Total energy: 56027711.84039429
[2022-03-21 10:50:05.795134]Total energy: 55926726.90924222
[2022-03-21 10:51:24.598193]Total energy: 55732237.213817604
[2022-03-21 10:52:42.667640]Total energy: 55817053.28976852
[2022-03-21 10:54:01.140640]Total energy: 56563338.15302155
[2022-03-21 10:55:18.322418]Total energy: 56293032.157755174
[2022-03-21 10:56:38.053423]Total energy: 56356647.34932513
[2022-03-21 10:57:54.146669]Total energy: 55703810.72119291
[2022-03-21 10:59:09.068343]Total energy: 55889450.88266046
[2022-03-21 11:00:25.084081]Total energy: 56377441.4289576
[2022-03-21 11:01:44.742831]Total energy: 56215981.12798334
[2022-03-21 11:03:02.509604]Total energy: 55540154.53710179
[2022-03-21 11:04:20.851657]Total energy: 57385005.645312905
[2022-03-21 11:05:37.093291]Total energy: 57657762.042429976
[2022-03-21 11:06:54.499098]Total energy: 58230891.2103858
[2022-03-21 11:08:10.258610]Total energy: 57862865.18097902
[2022-03-21 11:09:25.703616]Total energy: 57955011.57120146
[2022-03-21 11:10:43.733529]Total energy: 58718430.47694409
[2022-03-21 11:12:03.485613]Total energy: 59356183.554088846
[2022-03-21 11:13:21.860831]Total energy: 59511496.98323121
[2022-03-21 11:14:39.125662]Total energy: 58367880.65312785
[2022-03-21 11:15:55.021804]Total energy: 58172898.75323597
[2022-03-21 11:17:10.243189]Total energy: 58200591.3376445
[2022-03-21 11:18:26.126514]Total energy: 58531438.724981114
[2022-03-21 11:19:42.473192]Total energy: 58664660.724813946
[2022-03-21 11:21:02.264565]Total energy: 59350261.35103064
[2022-03-21 11:22:21.050846]Total energy: 59631370.37514238
[2022-03-21 11:23:39.341560]Total energy: 58871808.51488952
[2022-03-21 11:24:56.485767]Total energy: 58848344.6577369
[2022-03-21 11:26:13.766922]Total energy: 58611819.2346334
[2022-03-21 11:27:31.001576]Total energy: 58629858.77708019
[2022-03-21 11:28:46.693303]Total energy: 58648126.926131606
[2022-03-21 11:30:04.025185]Total energy: 57846458.78659788
[2022-03-21 11:31:23.775514]Total energy: 58159966.53426504
[2022-03-21 11:32:43.680525]Total energy: 58616351.966166824
[2022-03-21 11:34:01.222322]Total energy: 58655455.158703
[2022-03-21 11:35:17.515079]Total energy: 58347833.48601896
[2022-03-21 11:36:34.238214]Total energy: 58806234.44642021
[2022-03-21 11:37:49.904853]Total energy: 58655089.75175654
[2022-03-21 11:39:07.611561]Total energy: 58132187.98739325
[2022-03-21 11:40:26.323921]Total energy: 58039476.5621988
[2022-03-21 11:41:48.327857]Total energy: 57902773.52879826
[2022-03-21 11:43:02.953808]Total energy: 58584205.97262884
[2022-03-21 11:44:19.632021]Total energy: 57974116.47636303
[2022-03-21 11:45:36.177064]Total energy: 57971720.94188616
[2022-03-21 11:46:52.505844]Total energy: 57343678.86242925
[2022-03-21 11:48:09.911427]Total energy: 57464444.02238102
[2022-03-21 11:49:26.498815]Total energy: 57171356.031698436
[2022-03-21 11:50:44.785967]Total energy: 56691948.44763341
[2022-03-21 11:52:02.659825]Total energy: 57485561.74360625
[2022-03-21 11:53:19.124179]Total energy: 56631940.731510565
[2022-03-21 11:54:34.987133]Total energy: 57381061.18548507
[2022-03-21 11:55:50.394259]Total energy: 56956111.59526023
[2022-03-21 11:57:07.768074]Total energy: 56525289.414190196
[2022-03-21 11:58:26.899120]Total energy: 56233705.48201162
[2022-03-21 11:59:46.770405]Total energy: 55847341.43194324
[2022-03-21 12:01:02.857074]Total energy: 55979069.261437386
[2022-03-21 12:02:21.501807]Total energy: 55993577.67315263
[2022-03-21 12:03:36.879097]Total energy: 55354441.3810962
[2022-03-21 12:04:51.850531]Total energy: 54686354.49188675
[2022-03-21 12:06:09.653515]Total energy: 54490792.555029966
[2022-03-21 12:07:26.977288]Total energy: 53318474.09429557
[2022-03-21 12:08:45.557574]Total energy: 54466158.92972291
[2022-03-21 12:10:00.403642]Total energy: 54111711.20267441
[2022-03-21 12:11:17.533419]Total energy: 53900549.333120994
[2022-03-21 12:12:35.101650]Total energy: 53708760.10384735
[2022-03-21 12:13:51.259407]Total energy: 53847503.81514953
[2022-03-21 12:15:08.419626]Total energy: 54171324.208477266
[2022-03-21 12:16:28.396351]Total energy: 54488286.93996459
[2022-03-21 12:17:43.868667]Total energy: 53846127.57362899
[2022-03-21 12:18:59.603427]Total energy: 53603554.669944145
[2022-03-21 12:20:16.698642]Total energy: 53916693.73831299
[2022-03-21 12:21:34.913851]Total energy: 53701620.71890873
[2022-03-21 12:22:52.750189]Total energy: 53546709.90014635
[2022-03-21 12:24:09.564392]Total energy: 54234668.90874403
[2022-03-21 12:25:26.380012]Total energy: 55136748.03761637
[2022-03-21 12:26:44.605152]Total energy: 54391450.903532326
[2022-03-21 12:28:00.312859]Total energy: 55164796.23472744
[2022-03-21 12:29:18.971778]Total energy: 54772302.14404571
[2022-03-21 12:30:33.690763]Total energy: 55357453.171147846
[2022-03-21 12:31:50.528590]Total energy: 54583063.903503746
[2022-03-21 12:33:07.958014]Total energy: 55166371.14738585
[2022-03-21 12:34:23.483665]Total energy: 54709054.916281626
[2022-03-21 12:35:39.531657]Total energy: 54593569.96518347
[2022-03-21 12:36:54.701086]Total energy: 54431049.963848084
[2022-03-21 12:38:13.090836]Total energy: 54766704.7334252
[2022-03-21 12:39:28.177061]Total energy: 55369410.83662062
[2022-03-21 12:40:46.182637]Total energy: 55689549.25611448
[2022-03-21 12:42:00.798185]Total energy: 55797932.16498275
[2022-03-21 12:43:19.413689]Total energy: 56254884.52386099
[2022-03-21 12:44:36.130582]Total energy: 55778421.688151576
[2022-03-21 12:45:49.871614]Total energy: 56233167.03555754
[2022-03-21 12:47:06.918880]Total energy: 56176427.22795885
[2022-03-21 12:48:23.764267]Total energy: 55937753.73911573
