[2022-03-21 09:40:26.176053]Total energy: 58469171.20234049
[2022-03-21 09:41:48.225812]Total energy: 58662254.33521711
[2022-03-21 09:42:58.762639]Total energy: 58466389.72818396
[2022-03-21 09:44:09.139200]Total energy: 59167375.36506212
[2022-03-21 09:45:19.522761]Total energy: 58761137.34261799
[2022-03-21 09:46:29.435856]Total energy: 58756857.86585809
[2022-03-21 09:47:40.072671]Total energy: 58907209.55925584
[2022-03-21 09:48:51.336946]Total energy: 58957261.88162685
[2022-03-21 09:50:05.735593]Total energy: 58243373.24809963
[2022-03-21 09:51:18.834883]Total energy: 58130737.88515497
[2022-03-21 09:52:33.103312]Total energy: 58204641.61278025
[2022-03-21 09:53:47.561183]Total energy: 58291567.200605206
[2022-03-21 09:54:57.524616]Total energy: 57812196.06996018
[2022-03-21 09:56:08.980545]Total energy: 58791133.894811384
[2022-03-21 09:57:22.302115]Total energy: 58191476.81369192
[2022-03-21 09:58:35.912033]Total energy: 58245625.489515744
[2022-03-21 09:59:47.315281]Total energy: 57618555.0076323
[2022-03-21 10:01:02.559114]Total energy: 57759707.771451876
[2022-03-21 10:02:17.738771]Total energy: 59174015.00521122
[2022-03-21 10:03:30.984898]Total energy: 59179157.942000546
[2022-03-21 10:04:44.369108]Total energy: 58689482.505613
[2022-03-21 10:05:56.305239]Total energy: 57833766.09336535
[2022-03-21 10:07:08.170647]Total energy: 56713446.97131768
[2022-03-21 10:08:17.906515]Total energy: 56666897.832564056
[2022-03-21 10:09:30.465271]Total energy: 55821080.05297834
[2022-03-21 10:10:41.737166]Total energy: 56510561.27040649
[2022-03-21 10:11:54.142693]Total energy: 56641865.065146394
[2022-03-21 10:13:06.761590]Total energy: 56506555.20897654
[2022-03-21 10:14:18.147359]Total energy: 57324951.73770833
[2022-03-21 10:15:28.544344]Total energy: 57419112.21164499
[2022-03-21 10:16:41.589163]Total energy: 57587582.78404698
[2022-03-21 10:17:52.199535]Total energy: 57030344.64995092
[2022-03-21 10:19:02.552004]Total energy: 56303012.26488649
[2022-03-21 10:20:13.332481]Total energy: 57221408.25889805
[2022-03-21 10:21:25.772544]Total energy: 57183488.110049434
[2022-03-21 10:22:39.194132]Total energy: 57690054.07443548
[2022-03-21 10:23:50.676916]Total energy: 57816845.81416484
[2022-03-21 10:25:02.098539]Total energy: 58073587.25815258
[2022-03-21 10:26:14.671451]Total energy: 57856125.62223075
[2022-03-21 10:27:25.516545]Total energy: 57737656.796510264
[2022-03-21 10:28:38.366663]Total energy: 57489712.704223454
[2022-03-21 10:29:49.456086]Total energy: 57006229.9821344
[2022-03-21 10:31:01.774599]Total energy: 56602946.5150132
[2022-03-21 10:32:13.707758]Total energy: 56291390.157247506
[2022-03-21 10:33:23.364379]Total energy: 56597495.66050458
[2022-03-21 10:34:34.708791]Total energy: 56917855.1043917
[2022-03-21 10:35:45.602416]Total energy: 56263197.095221594
[2022-03-21 10:36:57.785486]Total energy: 56254847.60542774
[2022-03-21 10:38:09.592013]Total energy: 56120854.06602412
[2022-03-21 10:39:21.834642]Total energy: 56874212.50357545
[2022-03-21 10:40:34.560493]Total energy: 57040019.15449267
[2022-03-21 10:41:49.487337]Total energy: 56663110.34611611
[2022-03-21 10:42:59.963132]Total energy: 56951715.07790377
[2022-03-21 10:44:11.698494]Total energy: 56731820.33587564
[2022-03-21 10:45:24.179048]Total energy: 57397995.6221995
[2022-03-21 10:46:38.281650]Total energy: 56679633.27800624
[2022-03-21 10:47:49.153156]Total energy: 55781017.689270005
[2022-03-21 10:49:02.990921]Total energy: 56047399.221087515
[2022-03-21 10:50:14.666111]Total energy: 56629960.46771575
[2022-03-21 10:51:30.559387]Total energy: 56397652.93409336
[2022-03-21 10:52:41.459042]Total energy: 57207072.57223681
[2022-03-21 10:53:55.369632]Total energy: 56899799.38002461
[2022-03-21 10:55:06.222505]Total energy: 57361642.0558238
[2022-03-21 10:56:18.219987]Total energy: 57848796.86524439
[2022-03-21 10:57:30.541544]Total energy: 58289351.3989822
[2022-03-21 10:58:41.960496]Total energy: 57913017.89647367
[2022-03-21 10:59:53.645881]Total energy: 58734787.67699154
[2022-03-21 11:01:04.769943]Total energy: 58232103.62662193
[2022-03-21 11:02:16.900039]Total energy: 58761437.8855657
[2022-03-21 11:03:27.881570]Total energy: 59045964.12284713
[2022-03-21 11:04:38.512714]Total energy: 58389291.07436434
[2022-03-21 11:05:48.438357]Total energy: 57900944.7708941
[2022-03-21 11:06:59.359736]Total energy: 58724966.39032394
[2022-03-21 11:08:09.684416]Total energy: 58734316.686858095
[2022-03-21 11:09:22.279218]Total energy: 58492077.29492498
[2022-03-21 11:10:40.206915]Total energy: 58281288.296812296
[2022-03-21 11:11:54.992455]Total energy: 58725415.68404014
[2022-03-21 11:13:05.483853]Total energy: 59143487.91046914
[2022-03-21 11:14:16.727742]Total energy: 59209368.39426419
[2022-03-21 11:15:30.646330]Total energy: 58425459.37501661
[2022-03-21 11:16:40.242756]Total energy: 58067811.08924055
[2022-03-21 11:17:51.712196]Total energy: 59393518.55482513
[2022-03-21 11:19:03.641902]Total energy: 59686090.5685797
[2022-03-21 11:20:14.890832]Total energy: 60161987.424297266
[2022-03-21 11:21:28.458008]Total energy: 59156735.67742904
[2022-03-21 11:22:38.878567]Total energy: 59935845.783703454
[2022-03-21 11:23:53.052876]Total energy: 59933440.87091017
[2022-03-21 11:25:05.582956]Total energy: 59959683.76354626
[2022-03-21 11:26:16.299698]Total energy: 60005237.16940394
[2022-03-21 11:27:26.744141]Total energy: 60374843.08415837
[2022-03-21 11:28:38.045251]Total energy: 60841945.32086817
[2022-03-21 11:29:48.962083]Total energy: 60302141.156605795
[2022-03-21 11:31:02.397328]Total energy: 60270963.89491551
[2022-03-21 11:32:15.337558]Total energy: 60567022.88696741
[2022-03-21 11:33:28.587410]Total energy: 59678024.02471038
[2022-03-21 11:34:38.965270]Total energy: 59024415.01010956
[2022-03-21 11:35:50.009533]Total energy: 59591524.47050417
[2022-03-21 11:37:00.609012]Total energy: 58690887.89273621
[2022-03-21 11:38:10.741080]Total energy: 59090380.04365557
[2022-03-21 11:39:21.437239]Total energy: 58755517.165362105
[2022-03-21 11:40:32.251148]Total energy: 58900341.35303615
[2022-03-21 11:41:45.487476]Total energy: 58516392.33634641
[2022-03-21 11:42:55.934024]Total energy: 58281447.88572641
[2022-03-21 11:44:07.206615]Total energy: 59462018.3670793
[2022-03-21 11:45:16.961330]Total energy: 59812980.93854003
[2022-03-21 11:46:27.822721]Total energy: 60671848.77155576
[2022-03-21 11:47:38.539269]Total energy: 60265195.07236109
[2022-03-21 11:48:49.973467]Total energy: 60376699.31139804
[2022-03-21 11:50:01.403584]Total energy: 60527507.11194546
[2022-03-21 11:51:12.578986]Total energy: 60150613.41568249
[2022-03-21 11:52:24.490871]Total energy: 60440939.110531315
[2022-03-21 11:53:35.281381]Total energy: 59285035.79607857
[2022-03-21 11:54:46.321187]Total energy: 58985179.90243856
[2022-03-21 11:55:57.283549]Total energy: 59121553.74159893
[2022-03-21 11:57:07.015660]Total energy: 58975739.562250234
[2022-03-21 11:58:19.311126]Total energy: 59201352.53464169
[2022-03-21 11:59:35.240659]Total energy: 58562258.97080176
[2022-03-21 12:00:51.776969]Total energy: 58528789.0917973
[2022-03-21 12:02:08.406041]Total energy: 59025882.200868644
[2022-03-21 12:03:23.186318]Total energy: 60109519.25341694
[2022-03-21 12:04:37.702389]Total energy: 60342990.74976982
[2022-03-21 12:05:50.322642]Total energy: 60735396.744333595
[2022-03-21 12:07:02.102812]Total energy: 61795952.17387058
[2022-03-21 12:08:12.661855]Total energy: 60963946.861955896
[2022-03-21 12:09:24.998358]Total energy: 61126617.68063512
[2022-03-21 12:10:36.943676]Total energy: 61362716.22959612
[2022-03-21 12:11:49.034098]Total energy: 61186988.409077086
[2022-03-21 12:13:01.282645]Total energy: 61038152.766275786
[2022-03-21 12:14:14.091351]Total energy: 61510949.57714834
[2022-03-21 12:15:27.516181]Total energy: 61166106.19363432
[2022-03-21 12:16:40.010861]Total energy: 60884917.89439906
[2022-03-21 12:17:50.446750]Total energy: 60978989.58734202
[2022-03-21 12:19:03.546302]Total energy: 61430257.263245955
[2022-03-21 12:20:19.064955]Total energy: 60987526.10793442
[2022-03-21 12:21:33.067708]Total energy: 60964031.91294058
[2022-03-21 12:22:44.663073]Total energy: 61326401.97596263
[2022-03-21 12:23:54.661870]Total energy: 61437218.745838106
[2022-03-21 12:25:04.608364]Total energy: 61102895.99764594
