[2022-03-21 09:40:36.868590]Total energy: 51485374.409031376
[2022-03-21 09:41:54.191189]Total energy: 51219444.22868883
[2022-03-21 09:43:09.729631]Total energy: 51054011.05555899
[2022-03-21 09:44:21.498602]Total energy: 51908072.86971936
[2022-03-21 09:45:39.319781]Total energy: 51301768.77307249
[2022-03-21 09:46:55.701359]Total energy: 51484513.92608088
[2022-03-21 09:48:12.702150]Total energy: 51243953.66857093
[2022-03-21 09:49:28.981537]Total energy: 52040718.11583379
[2022-03-21 09:50:45.330335]Total energy: 52388018.65957687
[2022-03-21 09:52:01.711390]Total energy: 52964473.567123875
[2022-03-21 09:53:20.165345]Total energy: 52615263.3620157
[2022-03-21 09:54:35.669354]Total energy: 53657517.258174576
[2022-03-21 09:55:51.901747]Total energy: 53682110.76042526
[2022-03-21 09:57:09.931216]Total energy: 53491966.141591795
[2022-03-21 09:58:26.070109]Total energy: 53671129.109606564
[2022-03-21 09:59:41.734002]Total energy: 53550796.34991734
[2022-03-21 10:01:00.187372]Total energy: 53059765.07649767
[2022-03-21 10:02:18.437035]Total energy: 52805413.0746243
[2022-03-21 10:03:34.466055]Total energy: 53590955.002514265
[2022-03-21 10:04:47.388087]Total energy: 53276320.705921665
[2022-03-21 10:06:02.447516]Total energy: 53629363.7375158
[2022-03-21 10:07:14.454618]Total energy: 53920094.72844874
[2022-03-21 10:08:30.885485]Total energy: 54491618.63096366
[2022-03-21 10:09:47.241571]Total energy: 54812006.408740364
[2022-03-21 10:11:01.421438]Total energy: 54880666.47465122
[2022-03-21 10:12:20.879867]Total energy: 54378594.12689324
[2022-03-21 10:13:37.325280]Total energy: 54467499.5834321
[2022-03-21 10:14:51.944811]Total energy: 54329176.91320824
[2022-03-21 10:16:05.187339]Total energy: 54656694.91785977
[2022-03-21 10:17:21.113970]Total energy: 55206944.80238367
[2022-03-21 10:18:37.590844]Total energy: 56031202.598499
[2022-03-21 10:19:52.119866]Total energy: 55993849.79539464
[2022-03-21 10:21:07.865655]Total energy: 56698093.30683943
