[2022-03-21 09:34:44.900580]Total energy: 20692216.365926277
[2022-03-21 09:36:01.463867]Total energy: 20688008.77541953
[2022-03-21 09:37:17.248661]Total energy: 20684980.73885081
[2022-03-21 09:38:33.760262]Total energy: 20685020.301650904
[2022-03-21 09:39:49.899640]Total energy: 20681770.504931957
[2022-03-21 09:41:08.953483]Total energy: 20677822.924869616
[2022-03-21 09:42:25.911302]Total energy: 20682276.31977435
[2022-03-21 09:43:41.625018]Total energy: 20685394.159891788
[2022-03-21 09:44:58.324764]Total energy: 20682494.350015484
[2022-03-21 09:46:14.572433]Total energy: 20684283.690470856
[2022-03-21 09:47:32.870820]Total energy: 20669813.415910713
[2022-03-21 09:48:50.208649]Total energy: 20683782.959407553
[2022-03-21 09:50:07.134887]Total energy: 20677719.292951852
[2022-03-21 09:51:25.944833]Total energy: 20670707.479307465
[2022-03-21 09:52:47.226906]Total energy: 20680036.545327175
[2022-03-21 09:54:05.090149]Total energy: 20679992.25891108
[2022-03-21 09:55:22.020522]Total energy: 20679134.362201087
[2022-03-21 09:56:38.481436]Total energy: 20677265.601379827
[2022-03-21 09:57:54.972511]Total energy: 20682817.59811266
[2022-03-21 09:59:13.565615]Total energy: 20682848.28898265
[2022-03-21 10:00:34.410376]Total energy: 20683134.825866878
[2022-03-21 10:02:03.045970]Total energy: 20672039.610690635
[2022-03-21 10:03:20.487745]Total energy: 20677585.812086117
[2022-03-21 10:04:37.112075]Total energy: 20678456.874618776
[2022-03-21 10:05:54.978398]Total energy: 20691838.05879868
[2022-03-21 10:07:12.436331]Total energy: 20682124.662045542
[2022-03-21 10:08:29.852615]Total energy: 20676859.462799363
[2022-03-21 10:09:46.724343]Total energy: 20680058.70904973
[2022-03-21 10:11:04.175949]Total energy: 20678213.48429821
[2022-03-21 10:12:22.687972]Total energy: 20682159.378158607
[2022-03-21 10:13:39.414414]Total energy: 20697091.39428225
[2022-03-21 10:14:57.252058]Total energy: 20695399.289485794
[2022-03-21 10:16:15.296675]Total energy: 20697655.69684093
[2022-03-21 10:17:32.168197]Total energy: 20695619.79246507
[2022-03-21 10:18:52.043720]Total energy: 20694839.1388848
[2022-03-21 10:20:09.120014]Total energy: 20686736.996046
[2022-03-21 10:21:27.980990]Total energy: 20693030.385779966
[2022-03-21 10:22:45.653237]Total energy: 20682375.46021481
[2022-03-21 10:24:02.578190]Total energy: 20684918.426350255
[2022-03-21 10:25:19.360166]Total energy: 20687129.59112891
[2022-03-21 10:26:36.193337]Total energy: 20695261.030443437
[2022-03-21 10:27:52.336935]Total energy: 20683827.693101723
[2022-03-21 10:29:10.363259]Total energy: 20693192.51484419
[2022-03-21 10:30:34.011074]Total energy: 20690485.011676367
[2022-03-21 10:32:04.483072]Total energy: 20699075.331325013
[2022-03-21 10:33:20.577742]Total energy: 20688570.328215886
[2022-03-21 10:34:37.144300]Total energy: 20707367.029905815
[2022-03-21 10:35:54.278088]Total energy: 20700432.942337327
[2022-03-21 10:37:12.516854]Total energy: 20693594.7825704
[2022-03-21 10:38:29.672568]Total energy: 20702969.83073803
[2022-03-21 10:39:46.527598]Total energy: 20711835.676926147
[2022-03-21 10:41:08.150610]Total energy: 20704028.60325426
[2022-03-21 10:42:33.722636]Total energy: 20697083.214139473
[2022-03-21 10:43:51.663516]Total energy: 20708157.92063722
[2022-03-21 10:45:09.246939]Total energy: 20703742.267052703
[2022-03-21 10:46:27.564322]Total energy: 20688990.112692453
[2022-03-21 10:47:44.899303]Total energy: 20701951.80838448
[2022-03-21 10:49:02.580661]Total energy: 20701782.527987026
[2022-03-21 10:50:21.805251]Total energy: 20704480.204764884
