initial: 117 - diverse_no_blind_seed
[2022-04-09 16:37:04.939477]Total energy: 27378748.611251026
[2022-04-09 16:38:24.890297]Total energy: 27310788.38208883
[2022-04-09 16:39:43.580622]Total energy: 27337262.23021543
[2022-04-09 16:41:16.660227]Total energy: 27385011.19634301
[2022-04-09 16:42:51.924456]Total energy: 27377648.01494347
[2022-04-09 16:44:28.594391]Total energy: 27351969.057261508
[2022-04-09 16:45:51.943727]Total energy: 27301984.00705198
[2022-04-09 16:47:12.892071]Total energy: 27229952.627671503
[2022-04-09 16:48:33.086732]Total energy: 27365767.887621768
[2022-04-09 16:49:52.615497]Total energy: 27263799.747805234
[2022-04-09 16:51:19.301033]Total energy: 27480049.17112005
[2022-04-09 16:52:40.518670]Total energy: 27439509.352988075
[2022-04-09 16:53:59.518513]Total energy: 27492034.594086282
[2022-04-09 16:55:19.114417]Total energy: 27362904.933560323
[2022-04-09 16:56:41.489267]Total energy: 27333173.053750847
[2022-04-09 16:58:02.947462]Total energy: 27220724.63657456
[2022-04-09 16:59:22.887854]Total energy: 27305239.885994304
[2022-04-09 17:00:46.918622]Total energy: 27246603.44765358
[2022-04-09 17:02:15.078384]Total energy: 27342745.749294702
[2022-04-09 17:03:38.813583]Total energy: 27311400.277421173
[2022-04-09 17:04:58.378937]Total energy: 27295496.07503499
[2022-04-09 17:06:19.273564]Total energy: 27223718.756018102
[2022-04-09 17:07:39.347448]Total energy: 27211896.143311016
[2022-04-09 17:08:59.497709]Total energy: 27472019.30017769
[2022-04-09 17:10:21.687640]Total energy: 27360032.259562403
[2022-04-09 17:11:57.196396]Total energy: 27372824.88381949
[2022-04-09 17:13:23.700597]Total energy: 27392606.528671034
[2022-04-09 17:14:45.716362]Total energy: 27418035.108410712
[2022-04-09 17:16:06.028886]Total energy: 27330270.1944502
[2022-04-09 17:17:25.809961]Total energy: 27331350.62967921
[2022-04-09 17:18:45.402321]Total energy: 27343856.481960732
[2022-04-09 17:20:03.426253]Total energy: 27221033.456735704
[2022-04-09 17:21:44.944442]Total energy: 27427428.528060492
[2022-04-09 17:23:16.539828]Total energy: 27406113.298493322
[2022-04-09 17:24:44.654426]Total energy: 27278870.92207075
[2022-04-09 17:26:04.303255]Total energy: 27485156.017188706
[2022-04-09 17:27:23.579915]Total energy: 27385657.998470645
[2022-04-09 17:28:41.978195]Total energy: 27253983.559421178
[2022-04-09 17:30:01.907281]Total energy: 27451070.092381723
[2022-04-09 17:31:44.663505]Total energy: 27237998.937000852
[2022-04-09 17:33:15.875472]Total energy: 27243584.439322162
[2022-04-09 17:34:35.827149]Total energy: 27402987.5285632
[2022-04-09 17:35:56.444637]Total energy: 27358812.047470186
[2022-04-09 17:37:15.735718]Total energy: 27488996.764805548
[2022-04-09 17:38:36.001557]Total energy: 27454954.79306626
[2022-04-09 17:39:56.253492]Total energy: 27484117.886917748
[2022-04-09 17:41:40.556028]Total energy: 27225791.067962714
[2022-04-09 17:43:17.974587]Total energy: 27482725.97938879
[2022-04-09 17:44:40.815317]Total energy: 27182002.055717647
[2022-04-09 17:46:03.045781]Total energy: 27340643.355837807
[2022-04-09 17:47:27.806553]Total energy: 27199676.18778589
[2022-04-09 17:48:48.399073]Total energy: 27476019.487017725
[2022-04-09 17:50:06.722713]Total energy: 27098998.535613835
[2022-04-09 17:51:44.038408]Total energy: 27525979.94513915
[2022-04-09 17:53:27.419991]Total energy: 27268410.21549135
[2022-04-09 17:54:51.185997]Total energy: 27397528.6799818
[2022-04-09 17:56:11.606999]Total energy: 27261015.542914614
[2022-04-09 17:57:31.525754]Total energy: 27160277.982729435
[2022-04-09 17:58:51.198762]Total energy: 27313787.72685249
[2022-04-09 18:00:11.601576]Total energy: 27302598.530146897
[2022-04-09 18:01:42.737024]Total energy: 27474218.167052213
[2022-04-09 18:03:07.243604]Total energy: 27354903.529592186
[2022-04-09 18:04:25.865087]Total energy: 27369330.592642054
[2022-04-09 18:05:44.899863]Total energy: 27260824.294354625
[2022-04-09 18:07:06.367712]Total energy: 27243037.23382171
[2022-04-09 18:08:25.781620]Total energy: 27393154.09328345
[2022-04-09 18:09:45.166666]Total energy: 27324792.441705488
[2022-04-09 18:11:10.335765]Total energy: 27221740.733725127
[2022-04-09 18:12:32.450530]Total energy: 27026453.693106033
[2022-04-09 18:13:51.999403]Total energy: 27176566.751535796
[2022-04-09 18:15:10.776186]Total energy: 27314834.654786285
[2022-04-09 18:16:28.877767]Total energy: 27227411.492708277
[2022-04-09 18:17:48.876956]Total energy: 27238709.685719423
[2022-04-09 18:19:07.726728]Total energy: 27274445.067307595
[2022-04-09 18:20:55.781035]Total energy: 27454682.648372054
[2022-04-09 18:22:38.128856]Total energy: 27236731.800670188
[2022-04-09 18:24:01.592321]Total energy: 27372440.331373524
[2022-04-09 18:25:20.468191]Total energy: 27292105.404605117
[2022-04-09 18:26:39.943550]Total energy: 27268453.696926016
[2022-04-09 18:27:57.208410]Total energy: 27102071.251127142
[2022-04-09 18:29:17.491976]Total energy: 27380302.58025985
[2022-04-09 18:31:08.039993]Total energy: 27310249.766731963
[2022-04-09 18:32:52.977377]Total energy: 27266884.22195093
[2022-04-09 18:34:21.988609]Total energy: 27402700.79180663
[2022-04-09 18:35:43.747802]Total energy: 27229326.884926073
[2022-04-09 18:37:04.575590]Total energy: 27225543.133440513
[2022-04-09 18:38:26.187585]Total energy: 27357704.762245275
[2022-04-09 18:39:45.148731]Total energy: 27191341.302713573
[2022-04-09 18:41:28.316614]Total energy: 27307594.230559178
[2022-04-09 18:42:48.589756]Total energy: 27242938.82068552
[2022-04-09 18:44:09.072870]Total energy: 27207882.302857436
[2022-04-09 18:45:28.441982]Total energy: 27491325.601933036
[2022-04-09 18:46:48.043115]Total energy: 27392967.801478315
[2022-04-09 18:48:11.225034]Total energy: 27394378.07016321
[2022-04-09 18:49:30.597770]Total energy: 27234587.603748318
[2022-04-09 18:51:40.424679]Total energy: 27313577.701613404
[2022-04-09 18:53:24.553704]Total energy: 27446355.386832435
[2022-04-09 18:54:45.322205]Total energy: 27305750.72206112
[2022-04-09 18:56:05.247129]Total energy: 27522638.42896116
[2022-04-09 18:57:24.601662]Total energy: 27441499.11196349
[2022-04-09 18:58:43.942550]Total energy: 27324035.17121226
[2022-04-09 19:00:05.046065]Total energy: 27270009.085570525
[2022-04-09 19:01:55.149710]Total energy: 27365009.079466563
[2022-04-09 19:03:42.525020]Total energy: 27272812.08395541
[2022-04-09 19:05:19.926951]Total energy: 27269356.5916896
[2022-04-09 19:06:40.998169]Total energy: 27529951.964934938
[2022-04-09 19:08:00.886422]Total energy: 27287522.229830526
[2022-04-09 19:09:19.089544]Total energy: 27368653.51004461
[2022-04-09 19:10:59.541656]Total energy: 27257222.622007508
[2022-04-09 19:12:41.778130]Total energy: 27236352.709551226
[2022-04-09 19:14:12.198273]Total energy: 27305907.572968617
[2022-04-09 19:15:38.259319]Total energy: 27316828.914129388
[2022-04-09 19:17:35.452976]Total energy: 27507466.26222287
[2022-04-09 19:20:12.595057]Total energy: 27187198.677962385
[2022-04-09 19:21:46.060390]Total energy: 27454821.547634717
[2022-04-09 19:23:08.424469]Total energy: 27171346.997442573
[2022-04-09 19:24:26.703498]Total energy: 27441751.093534943
[2022-04-09 19:25:44.729852]Total energy: 27327106.36073971
[2022-04-09 19:27:03.456032]Total energy: 27416337.884555213
[2022-04-09 19:28:22.844585]Total energy: 27284455.661746264
[2022-04-09 19:29:44.024081]Total energy: 27350816.579061963
[2022-04-09 19:31:26.088598]Total energy: 27293657.560879603
[2022-04-09 19:32:58.267558]Total energy: 27242526.80017606
[2022-04-09 19:34:32.590994]Total energy: 27231412.85888987
[2022-04-09 19:35:59.833163]Total energy: 27305176.602518864
[2022-04-09 19:37:18.508633]Total energy: 27384916.684459824
[2022-04-09 19:38:37.521746]Total energy: 27227396.18347112
[2022-04-09 19:39:55.661579]Total energy: 27319067.903461143
[2022-04-09 19:41:20.235716]Total energy: 27273952.470038388
[2022-04-09 19:42:41.176884]Total energy: 27438015.122299444
[2022-04-09 19:44:01.900985]Total energy: 27274771.225048427
[2022-04-09 19:45:22.021035]Total energy: 27330892.94841197
[2022-04-09 19:46:41.332117]Total energy: 27401007.228739638
[2022-04-09 19:47:59.978547]Total energy: 27231618.516461436
[2022-04-09 19:49:20.052758]Total energy: 27235219.947421867
[2022-04-09 19:50:59.895302]Total energy: 27240187.48321013
[2022-04-09 19:52:39.994730]Total energy: 27213491.82016104
[2022-04-09 19:54:09.063049]Total energy: 27341869.607783604
[2022-04-09 19:55:32.924253]Total energy: 27347537.094965164
[2022-04-09 19:56:50.549651]Total energy: 27108681.393829726
[2022-04-09 19:58:10.328084]Total energy: 27287893.368599486
[2022-04-09 19:59:30.426592]Total energy: 27378646.481506545
[2022-04-09 20:01:08.130466]Total energy: 27221269.056588907
[2022-04-09 20:02:32.003569]Total energy: 27256834.87520858
[2022-04-09 20:03:52.047742]Total energy: 27222191.813396007
[2022-04-09 20:05:11.400296]Total energy: 27377570.95285731
[2022-04-09 20:06:29.955611]Total energy: 27347474.693086766
[2022-04-09 20:07:49.129188]Total energy: 27364893.239167098
[2022-04-09 20:09:10.080049]Total energy: 27328058.327282503
[2022-04-09 20:11:06.391950]Total energy: 27287197.632808357
[2022-04-09 20:13:13.493346]Total energy: 27209390.52770368
[2022-04-09 20:15:01.067710]Total energy: 27291558.820038773
[2022-04-09 20:16:32.842959]Total energy: 27431836.860025156
[2022-04-09 20:17:53.735698]Total energy: 27267012.236543305
[2022-04-09 20:19:13.382479]Total energy: 27322419.926979974
[2022-04-09 20:20:53.355514]Total energy: 27364700.926541097
[2022-04-09 20:22:37.669158]Total energy: 27400092.80172276
[2022-04-09 20:24:02.715662]Total energy: 27236095.58581745
[2022-04-09 20:25:20.886063]Total energy: 27243911.640883718
[2022-04-09 20:26:39.109155]Total energy: 27272346.581148766
[2022-04-09 20:27:59.694649]Total energy: 27336902.306777652
[2022-04-09 20:29:18.659029]Total energy: 27428074.175979335
[2022-04-09 20:30:59.297325]Total energy: 27107073.134356223
[2022-04-09 20:32:26.049574]Total energy: 27311688.847573012
[2022-04-09 20:33:49.013521]Total energy: 27173832.039805032
[2022-04-09 20:35:07.780290]Total energy: 26985080.950430576
[2022-04-09 20:36:26.729265]Total energy: 26975063.783029415
[2022-04-09 20:37:44.978205]Total energy: 27116518.820157092
[2022-04-09 20:39:04.486824]Total energy: 27110029.711608656
[2022-04-09 20:40:26.354462]Total energy: 27176678.44630173
[2022-04-09 20:42:23.324725]Total energy: 27168851.900618713
[2022-04-09 20:44:05.682214]Total energy: 27054990.97997194
[2022-04-09 20:45:37.267107]Total energy: 27136603.485427532
[2022-04-09 20:46:55.593609]Total energy: 27009079.338917013
[2022-04-09 20:48:14.252539]Total energy: 27167482.14700926
[2022-04-09 20:49:32.903370]Total energy: 27117619.366739813
[2022-04-09 20:50:56.000772]Total energy: 27150560.191897
[2022-04-09 20:52:28.285329]Total energy: 27155797.43765083
[2022-04-09 20:53:59.701018]Total energy: 27265474.69580027
[2022-04-09 20:55:23.408358]Total energy: 27072616.34793163
[2022-04-09 20:56:42.171773]Total energy: 27099574.513433434
[2022-04-09 20:58:04.505688]Total energy: 27211251.0310244
[2022-04-09 20:59:28.699035]Total energy: 26940145.499911048
[2022-04-09 21:01:07.755861]Total energy: 27081640.53929605
[2022-04-09 21:02:34.716537]Total energy: 26823717.3662705
[2022-04-09 21:04:08.436867]Total energy: 26852370.38008899
[2022-04-09 21:05:41.591467]Total energy: 26968020.516645283
[2022-04-09 21:07:13.459708]Total energy: 26964972.936259698
[2022-04-09 21:08:48.930623]Total energy: 27105517.24310254
[2022-04-09 21:10:16.230452]Total energy: 27031842.3713111
[2022-04-09 21:11:34.460900]Total energy: 26885747.853881564
[2022-04-09 21:12:55.641403]Total energy: 26974324.214120712
[2022-04-09 21:14:14.807642]Total energy: 26930843.71102348
[2022-04-09 21:15:36.053590]Total energy: 26973165.154449377
[2022-04-09 21:16:56.183729]Total energy: 26798651.95011867
[2022-04-09 21:18:16.330198]Total energy: 26863847.51159042
[2022-04-09 21:19:34.819209]Total energy: 26977089.589952245
[2022-04-09 21:21:30.163709]Total energy: 26839743.431366384
[2022-04-09 21:23:14.213915]Total energy: 26852003.473102838
[2022-04-09 21:24:47.893415]Total energy: 26825867.327603906
[2022-04-09 21:26:12.955905]Total energy: 27063307.126328427
[2022-04-09 21:27:33.852958]Total energy: 26835032.887650922
[2022-04-09 21:28:54.277446]Total energy: 26884970.66519267
[2022-04-09 21:30:13.361642]Total energy: 27100982.034582116
[2022-04-09 21:31:54.143455]Total energy: 26904256.847008206
[2022-04-09 21:33:43.348081]Total energy: 26826288.657113012
[2022-04-09 21:35:23.428097]Total energy: 26826327.734232273
[2022-04-09 21:36:59.024314]Total energy: 26983244.476986933
[2022-04-09 21:38:17.881848]Total energy: 26885175.47558007
[2022-04-09 21:39:36.934492]Total energy: 26973382.24914743
[2022-04-09 21:41:22.797947]Total energy: 26930682.300487123
[2022-04-09 21:43:01.762359]Total energy: 26790826.611561988
[2022-04-09 21:44:30.231257]Total energy: 26733871.747317158
[2022-04-09 21:45:48.561358]Total energy: 26828837.458127007
[2022-04-09 21:47:07.462428]Total energy: 26780880.99106715
[2022-04-09 21:48:26.741525]Total energy: 26763243.88080426
[2022-04-09 21:49:45.334834]Total energy: 26706526.69834731
[2022-04-09 21:51:27.507824]Total energy: 26921126.461777397
[2022-04-09 21:53:06.698984]Total energy: 26767625.9713857
[2022-04-09 21:54:33.267888]Total energy: 26772080.634690493
[2022-04-09 21:55:54.262753]Total energy: 26944892.013549965
[2022-04-09 21:57:20.785790]Total energy: 26721529.56312013
[2022-04-09 21:58:41.586299]Total energy: 26881238.935157653
[2022-04-09 21:59:59.852124]Total energy: 26822864.79832066
[2022-04-09 22:01:28.753081]Total energy: 26834329.50402098
[2022-04-09 22:03:00.684557]Total energy: 26852960.483685028
[2022-04-09 22:04:35.557109]Total energy: 26792932.14788279
[2022-04-09 22:06:12.198322]Total energy: 26933563.449129462
[2022-04-09 22:07:40.687197]Total energy: 26972551.16306373
[2022-04-09 22:09:02.033615]Total energy: 26641613.159797926
[2022-04-09 22:10:20.274874]Total energy: 26992595.04245457
[2022-04-09 22:12:22.531614]Total energy: 26918755.449537084
[2022-04-09 22:13:55.620605]Total energy: 26945586.21254434
[2022-04-09 22:15:23.373357]Total energy: 26857690.704761557
[2022-04-09 22:16:43.791962]Total energy: 26772713.33789497
[2022-04-09 22:18:02.680766]Total energy: 26828097.6019556
[2022-04-09 22:19:25.022512]Total energy: 26950175.219222307
[2022-04-09 22:21:21.987214]Total energy: 26905269.63071947
[2022-04-09 22:22:57.069600]Total energy: 26723237.625528004
[2022-04-09 22:24:23.365068]Total energy: 26895974.1594511
[2022-04-09 22:25:42.126430]Total energy: 26984852.27922144
[2022-04-09 22:27:05.005309]Total energy: 26689000.09573704
[2022-04-09 22:28:24.069134]Total energy: 26754088.469969045
[2022-04-09 22:29:43.561676]Total energy: 26967629.788652934
[2022-04-09 22:31:24.485370]Total energy: 27077176.860812332
[2022-04-09 22:33:02.141839]Total energy: 26951129.938718744
[2022-04-09 22:34:19.883435]Total energy: 26905755.51949514
[2022-04-09 22:35:37.882890]Total energy: 26885418.67243966
[2022-04-09 22:36:54.908041]Total energy: 26894201.96589111
[2022-04-09 22:38:12.412513]Total energy: 26864501.505165733
[2022-04-09 22:39:30.442620]Total energy: 26885658.306422204
[2022-04-09 22:41:11.632673]Total energy: 26837363.71371951
[2022-04-09 22:43:00.364330]Total energy: 26984367.28784966
[2022-04-09 22:44:24.061684]Total energy: 26799148.05576795
[2022-04-09 22:45:42.614473]Total energy: 26905802.859257475
[2022-04-09 22:47:01.935163]Total energy: 26845970.932713225
[2022-04-09 22:48:19.794500]Total energy: 26945813.758097794
[2022-04-09 22:49:37.233887]Total energy: 26901616.197179977
[2022-04-09 22:51:05.737960]Total energy: 27050313.872896966
[2022-04-09 22:52:29.597732]Total energy: 26947939.967568763
[2022-04-09 22:53:45.584418]Total energy: 26885793.66336703
[2022-04-09 22:55:03.105407]Total energy: 26792507.132757086
[2022-04-09 22:56:24.935496]Total energy: 26768450.29250926
[2022-04-09 22:57:46.133479]Total energy: 26730545.923670363
[2022-04-09 22:59:04.846045]Total energy: 26776972.70280024
[2022-04-09 23:00:35.125462]Total energy: 26679606.956881054
[2022-04-09 23:02:23.140088]Total energy: 26605288.082638703
[2022-04-09 23:03:56.575643]Total energy: 26613038.412891924
[2022-04-09 23:05:30.326942]Total energy: 26758708.692884535
[2022-04-09 23:07:08.148953]Total energy: 26668590.609097194
[2022-04-09 23:08:35.368522]Total energy: 26700418.32920773
[2022-04-09 23:09:53.783287]Total energy: 26777941.593742993
[2022-04-09 23:11:11.468780]Total energy: 26561075.340150595
[2022-04-09 23:12:31.107979]Total energy: 26536543.034972914
[2022-04-09 23:13:48.837416]Total energy: 26654357.668175485
[2022-04-09 23:15:11.658521]Total energy: 26545989.477665056
[2022-04-09 23:16:30.018511]Total energy: 26756128.18176051
[2022-04-09 23:17:48.200937]Total energy: 26689702.54874408
[2022-04-09 23:19:07.377390]Total energy: 26604039.26772605
[2022-04-09 23:20:42.968880]Total energy: 26450168.64405512
[2022-04-09 23:22:22.603544]Total energy: 26561706.607439607
[2022-04-09 23:23:53.552367]Total energy: 26686693.865171958
[2022-04-09 23:25:26.653371]Total energy: 26613591.477795836
[2022-04-09 23:26:45.726625]Total energy: 26747342.51502415
[2022-04-09 23:28:06.394123]Total energy: 26769681.522434857
[2022-04-09 23:29:26.038992]Total energy: 26986231.419361368
[2022-04-09 23:31:15.189550]Total energy: 26757922.549415044
[2022-04-09 23:32:59.079398]Total energy: 26513868.314559985
[2022-04-09 23:34:46.194547]Total energy: 26692128.12593964
[2022-04-09 23:36:24.455504]Total energy: 26725781.992833093
[2022-04-09 23:38:02.875913]Total energy: 26660011.26035097
[2022-04-09 23:39:31.551375]Total energy: 26820634.731583934
[2022-04-09 23:40:51.416059]Total energy: 26746475.73618544
[2022-04-09 23:42:09.421073]Total energy: 26728853.389642227
[2022-04-09 23:43:28.442023]Total energy: 26736745.647303097
[2022-04-09 23:44:45.957848]Total energy: 26574318.562403396
[2022-04-09 23:46:03.399675]Total energy: 26758409.19863797
[2022-04-09 23:47:21.024588]Total energy: 26668860.57566086
[2022-04-09 23:48:39.944995]Total energy: 26661637.863083776
[2022-04-09 23:49:57.657268]Total energy: 26707364.79769039
[2022-04-09 23:51:23.276199]Total energy: 26697747.655364547
[2022-04-09 23:52:55.887771]Total energy: 26544970.017871737
[2022-04-09 23:54:23.883492]Total energy: 26717694.908915367
[2022-04-09 23:55:42.277653]Total energy: 26619661.046557933
[2022-04-09 23:57:00.441436]Total energy: 26755889.49560618
[2022-04-09 23:58:18.091960]Total energy: 26919949.19629042
[2022-04-09 23:59:37.837316]Total energy: 27019397.345626134
[2022-04-10 00:01:01.375256]Total energy: 26699210.901675045
[2022-04-10 00:02:28.373070]Total energy: 26709142.423444666
[2022-04-10 00:04:00.153051]Total energy: 26709518.26987564
[2022-04-10 00:05:25.547007]Total energy: 26524075.712065812
[2022-04-10 00:06:44.951354]Total energy: 26651574.531637322
[2022-04-10 00:08:02.463538]Total energy: 26621817.38175103
[2022-04-10 00:09:19.939787]Total energy: 26771807.97545371
[2022-04-10 00:11:09.381475]Total energy: 26569705.357521027
[2022-04-10 00:12:44.599533]Total energy: 26712274.462259818
[2022-04-10 00:14:23.472254]Total energy: 26629713.92575919
[2022-04-10 00:15:55.050402]Total energy: 26714310.831470348
[2022-04-10 00:17:13.793558]Total energy: 26804385.181384787
[2022-04-10 00:18:33.492951]Total energy: 26627748.619716477
[2022-04-10 00:19:51.907541]Total energy: 26775489.813598886
[2022-04-10 00:21:43.029056]Total energy: 26712280.82847823
[2022-04-10 00:23:16.193386]Total energy: 26630106.15518511
[2022-04-10 00:24:46.494259]Total energy: 26739462.79524181
[2022-04-10 00:26:12.539537]Total energy: 26616432.23001424
[2022-04-10 00:27:29.824293]Total energy: 26772076.293964304
[2022-04-10 00:28:47.960372]Total energy: 26674251.85780975
[2022-04-10 00:30:07.215679]Total energy: 26681250.760143265
[2022-04-10 00:31:27.020582]Total energy: 26812004.28884963
[2022-04-10 00:32:45.153518]Total energy: 26781164.46353683
[2022-04-10 00:34:03.969114]Total energy: 26588633.364603024
[2022-04-10 00:35:24.602831]Total energy: 26698165.598643683
[2022-04-10 00:36:44.418390]Total energy: 26652062.746765822
[2022-04-10 00:38:02.482853]Total energy: 26724954.000189967
[2022-04-10 00:39:20.545446]Total energy: 26604107.46687362
[2022-04-10 00:41:11.235580]Total energy: 26755181.678908747
[2022-04-10 00:42:56.588251]Total energy: 26666661.88490957
[2022-04-10 00:44:33.973765]Total energy: 26722357.226327628
[2022-04-10 00:46:01.605668]Total energy: 26634823.956356388
[2022-04-10 00:47:25.865926]Total energy: 26726091.30648146
[2022-04-10 00:48:44.116018]Total energy: 26838355.75102074
[2022-04-10 00:50:02.328661]Total energy: 26849489.43187771
[2022-04-10 00:51:44.716523]Total energy: 26642137.069669344
[2022-04-10 00:53:16.764381]Total energy: 26791772.617095035
[2022-04-10 00:54:46.129372]Total energy: 26631567.76017265
[2022-04-10 00:56:18.071338]Total energy: 26795205.472048372
[2022-04-10 00:57:52.609248]Total energy: 26718916.882153906
[2022-04-10 00:59:20.170306]Total energy: 26591337.105627734
[2022-04-10 01:00:39.480022]Total energy: 26775627.545191202
[2022-04-10 01:01:58.042831]Total energy: 26794862.57605417
[2022-04-10 01:03:16.094368]Total energy: 26669885.60505276
[2022-04-10 01:04:35.186852]Total energy: 26721719.673149902
[2022-04-10 01:05:53.995591]Total energy: 26751586.76159182
[2022-04-10 01:07:12.739955]Total energy: 26616417.1555902
[2022-04-10 01:08:31.464428]Total energy: 26836188.51004112
[2022-04-10 01:09:49.356136]Total energy: 26757178.342592373
[2022-04-10 01:11:32.733405]Total energy: 26681126.41432153
[2022-04-10 01:13:31.460629]Total energy: 26717389.483384453
[2022-04-10 01:15:21.660601]Total energy: 26630496.509879775
[2022-04-10 01:16:48.590924]Total energy: 26832417.306961183
[2022-04-10 01:18:07.029098]Total energy: 26704647.7760054
[2022-04-10 01:19:26.422179]Total energy: 26767100.76601801
[2022-04-10 01:20:44.528333]Total energy: 26630997.301176153
[2022-04-10 01:22:02.850404]Total energy: 26531739.592943184
[2022-04-10 01:23:21.365331]Total energy: 26651839.853686955
[2022-04-10 01:24:39.543087]Total energy: 26534697.526336443
[2022-04-10 01:25:58.419083]Total energy: 26595411.705709305
[2022-04-10 01:27:16.899201]Total energy: 26668384.263093565
[2022-04-10 01:28:38.861617]Total energy: 26550125.454163942
[2022-04-10 01:30:01.799740]Total energy: 26497396.530938234
[2022-04-10 01:31:45.774828]Total energy: 26592272.5655602
[2022-04-10 01:33:23.724902]Total energy: 26577515.482594576
[2022-04-10 01:34:45.011295]Total energy: 26538296.06568056
[2022-04-10 01:36:03.471537]Total energy: 26650851.7534566
[2022-04-10 01:37:21.789677]Total energy: 26669895.954701856
[2022-04-10 01:38:43.701130]Total energy: 26472728.9107034
[2022-04-10 01:40:01.716905]Total energy: 26646872.05634055
[2022-04-10 01:41:51.506685]Total energy: 26581899.707382683
[2022-04-10 01:43:16.460993]Total energy: 26658781.391649958
[2022-04-10 01:44:37.308430]Total energy: 26528407.556586873
[2022-04-10 01:45:56.254558]Total energy: 26499592.818728164
[2022-04-10 01:47:19.700976]Total energy: 26542419.33258192
[2022-04-10 01:48:39.132258]Total energy: 26435134.376738507
[2022-04-10 01:49:57.547811]Total energy: 26453622.932476155
[2022-04-10 01:51:15.200210]Total energy: 26673178.664005525
[2022-04-10 01:52:32.597269]Total energy: 26569340.14275582
[2022-04-10 01:53:49.223106]Total energy: 26712117.923296425
[2022-04-10 01:55:06.406076]Total energy: 26435246.41621235
[2022-04-10 01:56:23.549556]Total energy: 26559469.410867773
[2022-04-10 01:57:40.658038]Total energy: 26455689.57475628
[2022-04-10 01:59:00.051633]Total energy: 26608418.769717086
[2022-04-10 02:00:18.522605]Total energy: 26526159.12557806
[2022-04-10 02:02:00.943633]Total energy: 26497125.057751786
[2022-04-10 02:03:48.778052]Total energy: 26625458.80975977
[2022-04-10 02:05:23.845683]Total energy: 26469445.081219524
[2022-04-10 02:06:59.735303]Total energy: 26618588.035477273
[2022-04-10 02:08:17.616230]Total energy: 26484910.21181362
[2022-04-10 02:09:35.248871]Total energy: 26453978.9859697
[2022-04-10 02:10:54.447496]Total energy: 26459735.158361867
[2022-04-10 02:12:12.502625]Total energy: 26581984.472479496
[2022-04-10 02:13:30.072522]Total energy: 26455402.070265565
[2022-04-10 02:14:47.558788]Total energy: 26517985.892249767
[2022-04-10 02:16:06.951806]Total energy: 26626228.29880828
[2022-04-10 02:17:24.229240]Total energy: 26708202.802223828
[2022-04-10 02:18:42.735077]Total energy: 26396102.212663956
[2022-04-10 02:20:00.963389]Total energy: 26304548.98221072
[2022-04-10 02:21:54.999304]Total energy: 26500644.31841035
[2022-04-10 02:23:39.455708]Total energy: 26503937.811282333
[2022-04-10 02:25:02.817523]Total energy: 26465388.850410447
[2022-04-10 02:26:18.649268]Total energy: 26347595.07920243
[2022-04-10 02:27:33.974982]Total energy: 26325025.88450469
[2022-04-10 02:28:50.299130]Total energy: 26386704.0990475
