initial: all - diverse_no_blind_all
[2022-04-10 01:52:06.767879]Total energy: 16870721.358017877
[2022-04-10 01:52:54.970900]Total energy: 16880998.176089954
[2022-04-10 01:53:42.780040]Total energy: 16881520.259756356
[2022-04-10 01:54:31.510664]Total energy: 16875129.95704663
[2022-04-10 01:55:19.398514]Total energy: 16891491.041319557
[2022-04-10 01:56:07.448347]Total energy: 16859418.477663774
[2022-04-10 01:56:55.897682]Total energy: 16861345.03818808
[2022-04-10 01:57:45.439976]Total energy: 16830763.766335815
[2022-04-10 01:58:33.082775]Total energy: 16855846.260677386
[2022-04-10 01:59:22.282817]Total energy: 16906599.22088955
[2022-04-10 02:00:10.688006]Total energy: 16897849.893937025
[2022-04-10 02:01:24.772495]Total energy: 16845252.789581623
[2022-04-10 02:02:37.838593]Total energy: 16856433.692558598
[2022-04-10 02:03:42.655345]Total energy: 16863445.80688089
[2022-04-10 02:04:42.604295]Total energy: 16881527.47711811
[2022-04-10 02:05:45.066251]Total energy: 16851228.629690956
[2022-04-10 02:06:47.188017]Total energy: 16834906.71764777
[2022-04-10 02:07:43.900840]Total energy: 16835775.20908076
[2022-04-10 02:08:33.103278]Total energy: 16844405.422988225
[2022-04-10 02:09:22.258007]Total energy: 16847612.914902344
[2022-04-10 02:10:10.479040]Total energy: 16873222.07279194
[2022-04-10 02:10:59.979017]Total energy: 16867854.947651614
[2022-04-10 02:11:48.680298]Total energy: 16860812.913107585
[2022-04-10 02:12:36.482525]Total energy: 16843477.69102112
[2022-04-10 02:13:26.177966]Total energy: 16893845.23193104
[2022-04-10 02:14:13.914109]Total energy: 16839722.146001518
[2022-04-10 02:15:01.789359]Total energy: 16846874.192736648
[2022-04-10 02:15:50.546605]Total energy: 16837371.08552252
[2022-04-10 02:16:38.719657]Total energy: 16836937.78710934
[2022-04-10 02:17:26.753803]Total energy: 16849547.40290329
[2022-04-10 02:18:15.706167]Total energy: 16900236.890133955
[2022-04-10 02:19:05.347095]Total energy: 16856657.128771886
[2022-04-10 02:19:52.786095]Total energy: 16866755.118617658
[2022-04-10 02:21:22.319424]Total energy: 16851308.75562229
[2022-04-10 02:22:48.699491]Total energy: 16874603.249081105
[2022-04-10 02:23:54.340048]Total energy: 16857801.30168446
[2022-04-10 02:24:52.531676]Total energy: 16860973.9489529
[2022-04-10 02:25:43.364972]Total energy: 16873175.63913728
[2022-04-10 02:26:32.129987]Total energy: 16850536.661565308
[2022-04-10 02:27:21.001430]Total energy: 16824685.368996568
[2022-04-10 02:28:10.152729]Total energy: 16863828.121558003
[2022-04-10 02:28:59.206773]Total energy: 16825245.93467084
[2022-04-10 02:29:47.783406]Total energy: 16832763.561681204
[2022-04-10 02:30:45.516706]Total energy: 16857980.189147033
[2022-04-10 02:31:44.356569]Total energy: 16840960.608986884
[2022-04-10 02:32:45.478408]Total energy: 16823902.734240044
[2022-04-10 02:33:50.401730]Total energy: 16871521.47765955
[2022-04-10 02:34:54.125576]Total energy: 16841302.630179718
[2022-04-10 02:36:03.008747]Total energy: 16849304.80733452
[2022-04-10 02:36:58.974029]Total energy: 16879637.197344996
[2022-04-10 02:37:47.051033]Total energy: 16838937.30274604
[2022-04-10 02:38:35.275138]Total energy: 16868376.435018905
[2022-04-10 02:39:22.861621]Total energy: 16870918.992881782
[2022-04-10 02:40:11.271326]Total energy: 16839318.145756505
[2022-04-10 02:41:00.042125]Total energy: 16835992.243502717
[2022-04-10 02:41:48.279647]Total energy: 16858597.30368684
[2022-04-10 02:42:37.073171]Total energy: 16877443.633339558
[2022-04-10 02:43:26.501321]Total energy: 16821855.205470458
[2022-04-10 02:44:14.801786]Total energy: 16858629.417644512
[2022-04-10 02:45:02.988480]Total energy: 16866488.843705576
[2022-04-10 02:45:50.956947]Total energy: 16860626.524220787
[2022-04-10 02:46:38.604379]Total energy: 16843324.500989743
[2022-04-10 02:47:27.524809]Total energy: 16848841.513870064
[2022-04-10 02:48:15.281947]Total energy: 16862227.007170774
[2022-04-10 02:49:03.230553]Total energy: 16851787.49929355
[2022-04-10 02:49:51.734707]Total energy: 16841602.370267544
[2022-04-10 02:50:48.811032]Total energy: 16852504.307992823
[2022-04-10 02:51:52.932266]Total energy: 16862863.31447517
[2022-04-10 02:53:00.943881]Total energy: 16867959.993575633
[2022-04-10 02:54:08.287364]Total energy: 16848968.73371962
[2022-04-10 02:55:08.143496]Total energy: 16874798.17284738
[2022-04-10 02:55:56.416705]Total energy: 16859097.726270642
[2022-04-10 02:56:44.204178]Total energy: 16857715.420871764
[2022-04-10 02:57:33.482961]Total energy: 16852553.217274804
[2022-04-10 02:58:23.191074]Total energy: 16844103.556287184
[2022-04-10 02:59:11.435503]Total energy: 16858669.901447173
[2022-04-10 02:59:59.837509]Total energy: 16839413.039144065
[2022-04-10 03:01:30.414060]Total energy: 16856905.53211915
[2022-04-10 03:02:59.136081]Total energy: 16878669.74775131
[2022-04-10 03:03:57.441888]Total energy: 16875009.888472073
[2022-04-10 03:04:54.136189]Total energy: 16872026.54661085
[2022-04-10 03:05:54.397083]Total energy: 16843162.283268057
[2022-04-10 03:06:55.688981]Total energy: 16877393.20726512
[2022-04-10 03:07:56.539253]Total energy: 16877336.70809126
[2022-04-10 03:08:52.970967]Total energy: 16872309.4891041
[2022-04-10 03:09:42.006534]Total energy: 16849458.226006567
[2022-04-10 03:10:29.749500]Total energy: 16875959.698620792
[2022-04-10 03:11:18.823844]Total energy: 16869023.216338884
[2022-04-10 03:12:06.608842]Total energy: 16859639.0630067
[2022-04-10 03:12:54.568150]Total energy: 16874518.260031175
[2022-04-10 03:13:42.789116]Total energy: 16857613.985057425
[2022-04-10 03:14:31.589325]Total energy: 16847456.75586317
[2022-04-10 03:15:19.666411]Total energy: 16836877.262193892
[2022-04-10 03:16:08.097017]Total energy: 16857798.993740793
[2022-04-10 03:16:57.378437]Total energy: 16849674.938804585
[2022-04-10 03:17:45.973097]Total energy: 16874977.17957406
[2022-04-10 03:18:34.207206]Total energy: 16860367.24729852
[2022-04-10 03:19:22.159696]Total energy: 16858017.746884722
[2022-04-10 03:20:10.973955]Total energy: 16827967.84644409
[2022-04-10 03:21:26.495064]Total energy: 16870433.30507715
[2022-04-10 03:22:47.177130]Total energy: 16834582.735580254
[2022-04-10 03:23:53.570202]Total energy: 16828641.746662434
[2022-04-10 03:25:02.816058]Total energy: 16851696.649869412
[2022-04-10 03:26:10.389409]Total energy: 16876483.82983948
[2022-04-10 03:27:19.826835]Total energy: 16838409.62166679
[2022-04-10 03:28:27.746927]Total energy: 16847044.10649277
[2022-04-10 03:29:33.861535]Total energy: 16826762.947535902
[2022-04-10 03:30:30.117051]Total energy: 16849587.299104016
[2022-04-10 03:31:18.736944]Total energy: 16849114.778329954
[2022-04-10 03:32:09.455537]Total energy: 16820532.272111524
[2022-04-10 03:33:00.781480]Total energy: 16848586.870294012
[2022-04-10 03:33:52.047744]Total energy: 16838787.764368687
[2022-04-10 03:34:42.095344]Total energy: 16843361.97973119
[2022-04-10 03:35:32.640146]Total energy: 16840189.436463233
[2022-04-10 03:36:22.736311]Total energy: 16862871.80702009
[2022-04-10 03:37:17.520920]Total energy: 16800957.867091402
[2022-04-10 03:38:08.001009]Total energy: 16882794.43879483
[2022-04-10 03:39:00.506287]Total energy: 16892008.82431678
[2022-04-10 03:39:48.635399]Total energy: 16882842.652617898
[2022-04-10 03:41:03.989988]Total energy: 16888021.274063334
[2022-04-10 03:42:17.959471]Total energy: 16850655.93049735
[2022-04-10 03:43:23.506202]Total energy: 16883168.63592749
[2022-04-10 03:44:34.326478]Total energy: 16872213.97132437
[2022-04-10 03:45:44.195030]Total energy: 16867041.176288616
[2022-04-10 03:46:55.367898]Total energy: 16840447.269040108
[2022-04-10 03:48:01.630430]Total energy: 16854669.340474017
[2022-04-10 03:49:10.883761]Total energy: 16844823.33099045
[2022-04-10 03:50:21.611951]Total energy: 16877188.487258684
[2022-04-10 03:51:29.731176]Total energy: 16877025.68724224
[2022-04-10 03:52:29.425736]Total energy: 16857218.12829652
[2022-04-10 03:53:19.284522]Total energy: 16849930.23860728
[2022-04-10 03:54:09.327010]Total energy: 16875784.0212245
[2022-04-10 03:54:59.185835]Total energy: 16845622.9119437
[2022-04-10 03:55:47.769304]Total energy: 16839090.097388912
[2022-04-10 03:56:35.820114]Total energy: 16891017.485887874
[2022-04-10 03:57:24.385777]Total energy: 16870234.557855207
[2022-04-10 03:58:12.366766]Total energy: 16885030.231234804
[2022-04-10 03:59:01.180480]Total energy: 16890572.033075944
[2022-04-10 03:59:48.409023]Total energy: 16888177.284373682
[2022-04-10 04:00:56.499804]Total energy: 16860200.928571764
[2022-04-10 04:01:57.225107]Total energy: 16895896.244258076
[2022-04-10 04:02:56.959053]Total energy: 16865240.80390009
[2022-04-10 04:03:57.951332]Total energy: 16903058.61029848
[2022-04-10 04:04:58.860363]Total energy: 16882092.61652042
[2022-04-10 04:06:00.567385]Total energy: 16889160.280261457
[2022-04-10 04:07:00.330320]Total energy: 16879534.223645784
[2022-04-10 04:07:59.083714]Total energy: 16875907.810607396
[2022-04-10 04:08:58.672001]Total energy: 16862043.99514172
[2022-04-10 04:09:48.215871]Total energy: 16868651.797066238
[2022-04-10 04:10:36.205512]Total energy: 16861487.495365404
[2022-04-10 04:11:24.560173]Total energy: 16905535.03060584
[2022-04-10 04:12:14.946077]Total energy: 16872581.8727095
[2022-04-10 04:13:03.377392]Total energy: 16887402.81566589
[2022-04-10 04:13:50.885038]Total energy: 16868904.564855307
[2022-04-10 04:14:38.881937]Total energy: 16872684.478059854
[2022-04-10 04:15:27.521659]Total energy: 16870360.68773429
[2022-04-10 04:16:16.574736]Total energy: 16897776.786085803
[2022-04-10 04:17:05.019797]Total energy: 16829094.493443564
[2022-04-10 04:17:54.638893]Total energy: 16882500.30310623
[2022-04-10 04:18:42.525452]Total energy: 16887454.415008273
[2022-04-10 04:19:30.395661]Total energy: 16880954.707193
[2022-04-10 04:20:19.721075]Total energy: 16854541.008682806
[2022-04-10 04:21:46.829063]Total energy: 16849184.715791583
[2022-04-10 04:23:01.442752]Total energy: 16888735.162901692
[2022-04-10 04:24:05.821439]Total energy: 16856957.291248154
[2022-04-10 04:25:10.615573]Total energy: 16868818.54861295
[2022-04-10 04:26:18.721524]Total energy: 16900703.542145215
[2022-04-10 04:27:29.048064]Total energy: 16876675.787312936
[2022-04-10 04:28:40.714373]Total energy: 16841979.556051604
[2022-04-10 04:29:53.204743]Total energy: 16849630.833355904
[2022-04-10 04:30:49.067594]Total energy: 16878208.97762803
[2022-04-10 04:31:38.193162]Total energy: 16872525.534874167
[2022-04-10 04:32:29.184055]Total energy: 16870910.01283779
[2022-04-10 04:33:17.642995]Total energy: 16910572.172817603
[2022-04-10 04:34:05.230274]Total energy: 16867737.448854662
[2022-04-10 04:34:53.220871]Total energy: 16860613.33781591
[2022-04-10 04:35:42.190553]Total energy: 16908892.414218925
[2022-04-10 04:36:31.232877]Total energy: 16859823.502761323
[2022-04-10 04:37:19.645252]Total energy: 16914160.585802935
[2022-04-10 04:38:07.916988]Total energy: 16886216.40955193
[2022-04-10 04:38:56.752788]Total energy: 16893791.981896147
[2022-04-10 04:39:45.182239]Total energy: 16877354.248059317
[2022-04-10 04:40:58.157388]Total energy: 16897810.654754236
[2022-04-10 04:42:15.193202]Total energy: 16893203.65443366
[2022-04-10 04:43:18.343303]Total energy: 16874361.00274367
[2022-04-10 04:44:20.386762]Total energy: 16875028.44414052
[2022-04-10 04:45:23.565167]Total energy: 16892247.29473438
[2022-04-10 04:46:27.515870]Total energy: 16860571.948469933
[2022-04-10 04:47:22.516452]Total energy: 16915302.23654948
[2022-04-10 04:48:10.781472]Total energy: 16861402.547153987
[2022-04-10 04:48:58.946549]Total energy: 16874315.653959606
[2022-04-10 04:49:46.452308]Total energy: 16870441.55359692
[2022-04-10 04:50:34.360854]Total energy: 16878773.160446554
[2022-04-10 04:51:22.589899]Total energy: 16874838.411119863
[2022-04-10 04:52:10.304841]Total energy: 16883234.512247775
[2022-04-10 04:52:58.790345]Total energy: 16841981.16421427
[2022-04-10 04:53:46.559267]Total energy: 16873292.04897352
[2022-04-10 04:54:34.831937]Total energy: 16864887.409882803
[2022-04-10 04:55:30.085692]Total energy: 16896315.207454182
[2022-04-10 04:56:18.290524]Total energy: 16867069.004653923
[2022-04-10 04:57:06.335293]Total energy: 16879298.633716155
[2022-04-10 04:57:54.090536]Total energy: 16874921.26796922
[2022-04-10 04:58:42.025106]Total energy: 16862326.275351714
[2022-04-10 04:59:29.489915]Total energy: 16890594.570099626
[2022-04-10 05:00:17.435793]Total energy: 16860934.19713654
[2022-04-10 05:01:31.392511]Total energy: 16896387.19699045
[2022-04-10 05:02:49.224032]Total energy: 16829723.047691405
[2022-04-10 05:03:55.733589]Total energy: 16862370.788681675
[2022-04-10 05:05:01.107071]Total energy: 16899074.695278414
[2022-04-10 05:06:13.954520]Total energy: 16918219.69924643
[2022-04-10 05:07:20.004023]Total energy: 16845878.01605837
[2022-04-10 05:08:15.634724]Total energy: 16875274.086194728
[2022-04-10 05:09:03.747956]Total energy: 16836000.253135066
[2022-04-10 05:09:51.676710]Total energy: 16854075.693708718
[2022-04-10 05:10:39.252973]Total energy: 16870051.955022573
[2022-04-10 05:11:28.101439]Total energy: 16862207.405230656
[2022-04-10 05:12:16.735601]Total energy: 16846081.768292505
[2022-04-10 05:13:04.074867]Total energy: 16863715.55754894
[2022-04-10 05:13:51.806170]Total energy: 16847499.20287343
[2022-04-10 05:14:40.066993]Total energy: 16871483.56719086
[2022-04-10 05:15:27.839995]Total energy: 16867364.269069735
[2022-04-10 05:16:16.353361]Total energy: 16844907.94245267
[2022-04-10 05:17:05.314261]Total energy: 16873077.792479742
[2022-04-10 05:17:53.614476]Total energy: 16882981.3997449
[2022-04-10 05:18:41.362462]Total energy: 16886634.771550074
[2022-04-10 05:19:29.328540]Total energy: 16824251.561937388
[2022-04-10 05:20:17.529115]Total energy: 16851263.633679643
[2022-04-10 05:21:15.103264]Total energy: 16829802.590579826
[2022-04-10 05:22:19.104229]Total energy: 16870580.078176618
[2022-04-10 05:23:24.885476]Total energy: 16841272.955458183
[2022-04-10 05:24:29.605647]Total energy: 16843194.74871182
[2022-04-10 05:25:30.612155]Total energy: 16855195.63117177
[2022-04-10 05:26:36.927716]Total energy: 16832818.076868497
[2022-04-10 05:27:47.369070]Total energy: 16856075.344273094
[2022-04-10 05:28:45.922440]Total energy: 16847863.226272475
[2022-04-10 05:29:36.723313]Total energy: 16843574.569082532
[2022-04-10 05:30:25.250479]Total energy: 16876134.149639815
[2022-04-10 05:31:15.205791]Total energy: 16843318.37766957
[2022-04-10 05:32:03.835247]Total energy: 16837854.621205304
[2022-04-10 05:32:52.031242]Total energy: 16844000.606319353
[2022-04-10 05:33:39.972865]Total energy: 16850110.000924416
[2022-04-10 05:34:28.509361]Total energy: 16859070.998160146
[2022-04-10 05:35:17.422837]Total energy: 16869803.957971733
[2022-04-10 05:36:05.149821]Total energy: 16875247.96759731
[2022-04-10 05:36:53.698266]Total energy: 16841622.890551697
[2022-04-10 05:37:41.980275]Total energy: 16851228.87490054
[2022-04-10 05:38:29.579952]Total energy: 16846199.462502822
[2022-04-10 05:39:18.655644]Total energy: 16850678.064779636
[2022-04-10 05:40:06.621513]Total energy: 16878634.394283127
[2022-04-10 05:41:20.397121]Total energy: 16862557.751663286
[2022-04-10 05:42:34.856363]Total energy: 16840702.180218875
[2022-04-10 05:43:37.676419]Total energy: 16849970.540720046
[2022-04-10 05:44:38.529394]Total energy: 16850436.876725644
[2022-04-10 05:45:40.529461]Total energy: 16873571.226639535
[2022-04-10 05:46:42.074219]Total energy: 16840848.204787515
[2022-04-10 05:47:48.015973]Total energy: 16823545.549765076
[2022-04-10 05:48:49.132845]Total energy: 16892406.29603996
[2022-04-10 05:49:37.542887]Total energy: 16850755.970494013
[2022-04-10 05:50:25.736304]Total energy: 16832173.375722043
[2022-04-10 05:51:13.284959]Total energy: 16858711.430283412
[2022-04-10 05:52:01.472773]Total energy: 16849742.964432474
[2022-04-10 05:52:49.488109]Total energy: 16835354.72373328
[2022-04-10 05:53:37.927863]Total energy: 16870332.489111755
[2022-04-10 05:54:25.820767]Total energy: 16857748.994728137
[2022-04-10 05:55:13.538797]Total energy: 16859517.004720923
[2022-04-10 05:56:01.100160]Total energy: 16880963.82375493
[2022-04-10 05:56:49.329341]Total energy: 16846870.28716891
[2022-04-10 05:57:38.572652]Total energy: 16862868.51909225
[2022-04-10 05:58:27.200559]Total energy: 16859877.125305846
[2022-04-10 05:59:15.015969]Total energy: 16832264.25707245
[2022-04-10 06:00:05.084441]Total energy: 16853584.50581484
[2022-04-10 06:01:18.098444]Total energy: 16873005.48179927
[2022-04-10 06:02:34.566486]Total energy: 16846986.691220567
[2022-04-10 06:03:44.437063]Total energy: 16855130.60243417
[2022-04-10 06:04:44.790966]Total energy: 16873264.07245962
[2022-04-10 06:05:33.447195]Total energy: 16868554.191794567
[2022-04-10 06:06:22.867454]Total energy: 16861983.043251846
[2022-04-10 06:07:12.307334]Total energy: 16845727.65911113
[2022-04-10 06:08:02.537730]Total energy: 16837994.704359386
[2022-04-10 06:08:50.422428]Total energy: 16848266.205257993
[2022-04-10 06:09:39.520542]Total energy: 16896703.93643495
[2022-04-10 06:10:27.833366]Total energy: 16814745.103443306
[2022-04-10 06:11:15.654076]Total energy: 16861695.344627265
[2022-04-10 06:12:04.462504]Total energy: 16848173.975723088
[2022-04-10 06:12:52.384677]Total energy: 16851313.566745482
[2022-04-10 06:13:40.042923]Total energy: 16884731.69317242
[2022-04-10 06:14:28.361414]Total energy: 16858583.188960377
[2022-04-10 06:15:15.889990]Total energy: 16865333.230350383
[2022-04-10 06:16:03.299863]Total energy: 16865951.37842858
[2022-04-10 06:16:51.563815]Total energy: 16873608.017845787
[2022-04-10 06:17:39.579486]Total energy: 16845668.225149076
[2022-04-10 06:18:27.415105]Total energy: 16841493.023803767
[2022-04-10 06:19:15.796323]Total energy: 16855609.613239646
[2022-04-10 06:20:03.405584]Total energy: 16879051.198449936
[2022-04-10 06:21:14.499379]Total energy: 16840721.581672855
[2022-04-10 06:22:41.190357]Total energy: 16827818.20148764
[2022-04-10 06:23:46.461211]Total energy: 16860870.718372066
[2022-04-10 06:24:34.438201]Total energy: 16863706.687596958
[2022-04-10 06:25:26.757852]Total energy: 16856156.920852173
[2022-04-10 06:26:13.882192]Total energy: 16860546.86498824
[2022-04-10 06:27:02.287358]Total energy: 16858207.24027741
[2022-04-10 06:27:50.593829]Total energy: 16847285.499125846
[2022-04-10 06:28:38.235956]Total energy: 16874807.062480837
[2022-04-10 06:29:26.034740]Total energy: 16864700.669753306
[2022-04-10 06:30:14.359899]Total energy: 16854036.664659675
[2022-04-10 06:31:27.508528]Total energy: 16858291.45490772
[2022-04-10 06:32:40.078410]Total energy: 16845536.538769454
[2022-04-10 06:33:28.042258]Total energy: 16842700.296808418
[2022-04-10 06:34:16.159618]Total energy: 16845015.868554626
[2022-04-10 06:35:03.901968]Total energy: 16875448.018294312
[2022-04-10 06:35:55.325409]Total energy: 16831169.722844165
[2022-04-10 06:36:44.250059]Total energy: 16854426.68685266
[2022-04-10 06:37:31.792312]Total energy: 16848022.710216615
[2022-04-10 06:38:19.783842]Total energy: 16836363.204226777
[2022-04-10 06:39:08.227975]Total energy: 16863693.778252102
[2022-04-10 06:39:56.165046]Total energy: 16830141.739847273
[2022-04-10 06:40:53.366415]Total energy: 16822811.852062654
[2022-04-10 06:41:56.390357]Total energy: 16833143.088312533
[2022-04-10 06:43:00.441698]Total energy: 16829599.32251333
[2022-04-10 06:44:06.370210]Total energy: 16828378.11820504
[2022-04-10 06:45:13.704006]Total energy: 16844245.735678222
[2022-04-10 06:46:22.416993]Total energy: 16877634.561442595
[2022-04-10 06:47:29.881669]Total energy: 16836033.724370107
[2022-04-10 06:48:26.962562]Total energy: 16837971.10894248
[2022-04-10 06:49:14.936144]Total energy: 16857383.872557957
[2022-04-10 06:50:02.545575]Total energy: 16844276.061199095
[2022-04-10 06:50:50.016851]Total energy: 16828604.695030052
[2022-04-10 06:51:37.778032]Total energy: 16858280.217645485
[2022-04-10 06:52:26.563823]Total energy: 16850953.468289316
[2022-04-10 06:53:15.144192]Total energy: 16819732.24695135
[2022-04-10 06:54:02.704995]Total energy: 16814224.645831488
[2022-04-10 06:54:50.200211]Total energy: 16822756.817390062
[2022-04-10 06:55:38.465975]Total energy: 16822448.35515029
[2022-04-10 06:56:25.655161]Total energy: 16838566.907429185
[2022-04-10 06:57:14.180393]Total energy: 16836725.825102303
[2022-04-10 06:58:01.701467]Total energy: 16855891.569842875
[2022-04-10 06:58:49.713806]Total energy: 16843259.438230537
[2022-04-10 06:59:37.458479]Total energy: 16857269.418549325
[2022-04-10 07:00:48.622361]Total energy: 16884175.95263895
[2022-04-10 07:02:19.562553]Total energy: 16836442.479241613
[2022-04-10 07:03:34.483455]Total energy: 16851833.896459863
[2022-04-10 07:04:37.727548]Total energy: 16845790.158964116
[2022-04-10 07:05:38.617664]Total energy: 16844316.66882645
[2022-04-10 07:06:32.831005]Total energy: 16839233.051407836
[2022-04-10 07:07:20.816195]Total energy: 16845981.850813203
[2022-04-10 07:08:08.808123]Total energy: 16832032.732750032
[2022-04-10 07:08:57.048779]Total energy: 16850905.654703245
[2022-04-10 07:09:44.443465]Total energy: 16826388.35315502
[2022-04-10 07:10:31.946314]Total energy: 16845800.032617047
[2022-04-10 07:11:19.693856]Total energy: 16836279.725960158
[2022-04-10 07:12:08.180429]Total energy: 16831375.73729447
[2022-04-10 07:12:56.125813]Total energy: 16820270.611992415
[2022-04-10 07:13:43.245766]Total energy: 16822379.768593166
[2022-04-10 07:14:31.242872]Total energy: 16854562.14410435
[2022-04-10 07:15:20.237308]Total energy: 16872337.553813238
[2022-04-10 07:16:08.109267]Total energy: 16846242.98175125
[2022-04-10 07:16:57.254181]Total energy: 16810738.28429658
[2022-04-10 07:17:44.923477]Total energy: 16839799.822241444
[2022-04-10 07:18:34.116011]Total energy: 16838589.522252254
[2022-04-10 07:19:22.309565]Total energy: 16835554.770058095
[2022-04-10 07:20:09.673654]Total energy: 16834792.09325665
[2022-04-10 07:20:58.639882]Total energy: 16834855.764554143
[2022-04-10 07:21:47.056635]Total energy: 16859753.620035436
[2022-04-10 07:22:35.802422]Total energy: 16818975.424289018
[2022-04-10 07:23:23.912513]Total energy: 16819921.177126486
[2022-04-10 07:24:12.563115]Total energy: 16856604.27892442
[2022-04-10 07:25:00.289485]Total energy: 16817207.910704803
[2022-04-10 07:25:48.051544]Total energy: 16826919.824686117
[2022-04-10 07:26:35.828390]Total energy: 16848639.66974531
[2022-04-10 07:27:24.357218]Total energy: 16835124.236565366
[2022-04-10 07:28:12.458922]Total energy: 16837137.855358504
[2022-04-10 07:29:00.089447]Total energy: 16820827.223964468
[2022-04-10 07:29:48.330459]Total energy: 16856961.227431957
[2022-04-10 07:30:57.643067]Total energy: 16869333.123396195
[2022-04-10 07:32:02.096153]Total energy: 16845693.530320607
[2022-04-10 07:32:50.525940]Total energy: 16850382.139599368
[2022-04-10 07:33:38.326138]Total energy: 16847229.913336862
[2022-04-10 07:34:26.932517]Total energy: 16816681.49450894
[2022-04-10 07:35:14.898184]Total energy: 16827787.583575238
[2022-04-10 07:36:03.201793]Total energy: 16838264.10795187
[2022-04-10 07:36:51.161328]Total energy: 16836179.962933995
[2022-04-10 07:37:39.081685]Total energy: 16824330.722263042
[2022-04-10 07:38:27.903396]Total energy: 16830282.335827928
[2022-04-10 07:39:16.089501]Total energy: 16851647.324715357
[2022-04-10 07:40:03.783491]Total energy: 16854759.902495503
[2022-04-10 07:41:00.300780]Total energy: 16826143.691478163
[2022-04-10 07:42:01.261565]Total energy: 16863796.935596935
[2022-04-10 07:43:01.203893]Total energy: 16836052.24484798
[2022-04-10 07:43:59.276631]Total energy: 16832821.394543808
[2022-04-10 07:45:00.298575]Total energy: 16834565.3162832
[2022-04-10 07:46:02.504010]Total energy: 16824060.968738157
[2022-04-10 07:47:05.348328]Total energy: 16824008.074362975
[2022-04-10 07:48:06.395837]Total energy: 16826320.486492272
[2022-04-10 07:49:08.145441]Total energy: 16826204.863536175
[2022-04-10 07:50:14.884650]Total energy: 16859879.631868012
[2022-04-10 07:51:20.028749]Total energy: 16840274.539325733
[2022-04-10 07:52:26.808297]Total energy: 16849083.323076215
[2022-04-10 07:53:32.546560]Total energy: 16824167.381591644
[2022-04-10 07:54:40.575538]Total energy: 16885057.258127093
[2022-04-10 07:55:51.105586]Total energy: 16840499.63411488
[2022-04-10 07:56:51.606947]Total energy: 16851470.66448731
[2022-04-10 07:57:41.814350]Total energy: 16836484.688752063
[2022-04-10 07:58:30.925311]Total energy: 16826744.22303043
[2022-04-10 07:59:19.350662]Total energy: 16842552.812560413
[2022-04-10 08:00:07.185233]Total energy: 16832542.2690408
[2022-04-10 08:00:57.210161]Total energy: 16839907.60941189
[2022-04-10 08:01:45.840924]Total energy: 16832936.07353146
[2022-04-10 08:02:34.018279]Total energy: 16847431.18157519
[2022-04-10 08:03:22.987299]Total energy: 16837928.441608805
[2022-04-10 08:04:11.476090]Total energy: 16845987.578742135
[2022-04-10 08:04:59.973189]Total energy: 16820359.551210247
[2022-04-10 08:05:48.237453]Total energy: 16817290.517400604
[2022-04-10 08:06:36.726692]Total energy: 16803159.563488863
[2022-04-10 08:07:24.743097]Total energy: 16816728.544850167
[2022-04-10 08:08:14.264502]Total energy: 16800722.162363756
[2022-04-10 08:09:04.096728]Total energy: 16854353.6046235
[2022-04-10 08:09:52.247732]Total energy: 16835925.074479293
[2022-04-10 08:11:04.915829]Total energy: 16855023.3750085
[2022-04-10 08:12:24.171232]Total energy: 16832257.00384909
[2022-04-10 08:13:22.601714]Total energy: 16826238.348076373
[2022-04-10 08:14:11.456076]Total energy: 16845649.746052004
[2022-04-10 08:14:59.365580]Total energy: 16850714.179646097
[2022-04-10 08:15:46.915591]Total energy: 16849984.57512458
[2022-04-10 08:16:34.590874]Total energy: 16844422.81859455
[2022-04-10 08:17:22.586963]Total energy: 16838590.315872364
[2022-04-10 08:18:11.474411]Total energy: 16842755.83895724
[2022-04-10 08:19:02.853837]Total energy: 16841669.486163996
[2022-04-10 08:19:51.115400]Total energy: 16820593.019377414
[2022-04-10 08:20:52.803593]Total energy: 16832750.746511243
[2022-04-10 08:21:59.827980]Total energy: 16848492.90589743
[2022-04-10 08:22:54.333798]Total energy: 16847682.899475336
[2022-04-10 08:23:42.122877]Total energy: 16837979.33969504
[2022-04-10 08:24:30.155656]Total energy: 16828426.4008515
[2022-04-10 08:25:18.421703]Total energy: 16851009.371816367
[2022-04-10 08:26:06.397742]Total energy: 16843958.647230223
[2022-04-10 08:26:54.617072]Total energy: 16841594.944222454
[2022-04-10 08:27:42.387089]Total energy: 16852323.640345592
[2022-04-10 08:28:31.211836]Total energy: 16847473.43624863
[2022-04-10 08:29:19.622028]Total energy: 16867343.396569513
[2022-04-10 08:30:07.835498]Total energy: 16844310.582144696
[2022-04-10 08:31:20.090471]Total energy: 16839475.495886907
[2022-04-10 08:32:26.120657]Total energy: 16860850.94190029
[2022-04-10 08:33:28.119204]Total energy: 16833007.92482542
[2022-04-10 08:34:32.717343]Total energy: 16857323.023136914
[2022-04-10 08:35:23.489733]Total energy: 16824957.491258584
[2022-04-10 08:36:10.971073]Total energy: 16849102.906061925
[2022-04-10 08:36:59.642848]Total energy: 16843533.263234776
[2022-04-10 08:37:48.035490]Total energy: 16851433.567459065
[2022-04-10 08:38:35.757891]Total energy: 16839956.687065903
[2022-04-10 08:39:23.483906]Total energy: 16817671.8122088
[2022-04-10 08:40:15.225175]Total energy: 16835827.734803017
