initial: 113 - optimal_only_seed
[2022-04-08 17:45:17.818069]Total energy: 71707430.279871
[2022-04-08 17:46:33.425441]Total energy: 71688202.35348
[2022-04-08 17:47:49.165767]Total energy: 71727071.8989359
[2022-04-08 17:49:06.210330]Total energy: 71672223.81544039
[2022-04-08 17:50:22.717897]Total energy: 71671663.94659814
[2022-04-08 17:51:37.667071]Total energy: 71698609.10544954
[2022-04-08 17:52:53.385767]Total energy: 71716094.46766768
[2022-04-08 17:54:14.646241]Total energy: 71684186.99830477
[2022-04-08 17:55:34.189640]Total energy: 71694212.32305732
[2022-04-08 17:56:49.890146]Total energy: 71729203.84329979
[2022-04-08 17:58:07.863864]Total energy: 71664968.30053566
[2022-04-08 17:59:23.110061]Total energy: 71667766.61759062
[2022-04-08 18:00:53.305415]Total energy: 71655373.4486116
[2022-04-08 18:02:13.809251]Total energy: 71724957.84660272
[2022-04-08 18:03:30.392144]Total energy: 71661279.08877951
[2022-04-08 18:04:47.349586]Total energy: 71660614.48153026
[2022-04-08 18:06:03.037637]Total energy: 71684869.4203851
[2022-04-08 18:07:24.824146]Total energy: 71677925.78210336
[2022-04-08 18:08:41.133529]Total energy: 71729524.14097774
[2022-04-08 18:09:56.741852]Total energy: 71717604.90798713
[2022-04-08 18:11:23.219441]Total energy: 71720506.38280992
[2022-04-08 18:12:41.178263]Total energy: 71708842.1278761
[2022-04-08 18:13:58.719492]Total energy: 71713715.36865394
[2022-04-08 18:15:15.008683]Total energy: 71649572.21090092
[2022-04-08 18:16:30.791395]Total energy: 71654863.14335506
[2022-04-08 18:17:46.897060]Total energy: 71663320.9902609
[2022-04-08 18:19:05.354350]Total energy: 71689575.94135764
[2022-04-08 18:20:23.792312]Total energy: 71648731.4449023
[2022-04-08 18:21:42.633717]Total energy: 71650594.96829897
[2022-04-08 18:22:58.116128]Total energy: 71667759.55249335
[2022-04-08 18:24:15.352999]Total energy: 71663821.09926486
[2022-04-08 18:25:30.706931]Total energy: 71717023.55947545
[2022-04-08 18:26:50.953067]Total energy: 71725361.08611181
[2022-04-08 18:28:06.893390]Total energy: 71685520.72932483
[2022-04-08 18:29:22.720797]Total energy: 71706494.92322913
[2022-04-08 18:30:38.957735]Total energy: 71697096.74052677
[2022-04-08 18:31:54.916691]Total energy: 71631482.33052538
[2022-04-08 18:33:14.022572]Total energy: 71683442.41074342
[2022-04-08 18:34:29.964734]Total energy: 71687745.74953106
[2022-04-08 18:35:46.972438]Total energy: 71660671.45118791
[2022-04-08 18:37:05.238606]Total energy: 71695457.73467276
[2022-04-08 18:38:21.309249]Total energy: 71763912.01632248
[2022-04-08 18:39:41.543498]Total energy: 71663379.82654451
[2022-04-08 18:41:09.029068]Total energy: 71665905.89112267
[2022-04-08 18:42:30.889099]Total energy: 71753839.29539844
[2022-04-08 18:43:51.865094]Total energy: 71705390.628299
[2022-04-08 18:45:06.839411]Total energy: 71657232.80635841
[2022-04-08 18:46:21.600878]Total energy: 71694974.78298157
[2022-04-08 18:47:37.739069]Total energy: 71742028.21693665
[2022-04-08 18:48:52.870413]Total energy: 71718023.02136564
[2022-04-08 18:50:08.328087]Total energy: 71738850.90731075
[2022-04-08 18:51:24.436867]Total energy: 71715518.00208804
[2022-04-08 18:52:41.644425]Total energy: 71739858.72557567
[2022-04-08 18:53:58.679661]Total energy: 71697936.11040606
[2022-04-08 18:55:16.076761]Total energy: 71732783.20992972
[2022-04-08 18:56:30.091595]Total energy: 71704563.85201286
[2022-04-08 18:57:44.672641]Total energy: 71726339.60033996
[2022-04-08 18:59:01.589127]Total energy: 71708435.90549314
[2022-04-08 19:00:16.537793]Total energy: 71700555.67176777
[2022-04-08 19:01:32.669937]Total energy: 71672016.29437092
[2022-04-08 19:02:47.264952]Total energy: 71710561.53114013
[2022-04-08 19:04:08.212003]Total energy: 71696973.21784805
[2022-04-08 19:05:24.685109]Total energy: 71716600.3054326
[2022-04-08 19:06:40.878734]Total energy: 71731999.15823698
[2022-04-08 19:07:55.257635]Total energy: 71673550.83307315
[2022-04-08 19:09:09.578378]Total energy: 71679489.5833473
[2022-04-08 19:10:29.411909]Total energy: 71679606.42886342
[2022-04-08 19:11:44.204640]Total energy: 71706258.79340419
[2022-04-08 19:12:58.682911]Total energy: 71701537.72161742
[2022-04-08 19:14:13.881844]Total energy: 71688469.09477364
[2022-04-08 19:15:28.309473]Total energy: 71703064.73151577
[2022-04-08 19:16:43.201498]Total energy: 71735694.83553903
[2022-04-08 19:17:58.131815]Total energy: 71671582.34981239
[2022-04-08 19:19:13.819485]Total energy: 71681021.36239597
[2022-04-08 19:20:38.742429]Total energy: 71702306.08481176
[2022-04-08 19:22:03.752117]Total energy: 71710534.49421354
[2022-04-08 19:23:20.000842]Total energy: 71659125.40325648
[2022-04-08 19:24:35.424903]Total energy: 71677129.17436656
[2022-04-08 19:25:49.760130]Total energy: 71732388.2915831
[2022-04-08 19:27:04.614655]Total energy: 71704368.44574909
[2022-04-08 19:28:19.467140]Total energy: 71713825.29956283
[2022-04-08 19:29:33.761698]Total energy: 71726471.41103135
[2022-04-08 19:30:53.120446]Total energy: 71702841.0911485
[2022-04-08 19:32:08.478651]Total energy: 71661110.9999509
[2022-04-08 19:33:23.227775]Total energy: 71708653.497865
[2022-04-08 19:34:39.470553]Total energy: 71688819.72714937
[2022-04-08 19:35:54.275723]Total energy: 71679182.74270056
[2022-04-08 19:37:10.338343]Total energy: 71657922.04780006
[2022-04-08 19:38:25.663073]Total energy: 71702269.51666902
[2022-04-08 19:39:40.817107]Total energy: 71700811.95824374
[2022-04-08 19:40:56.966447]Total energy: 71695547.98550032
[2022-04-08 19:42:12.037591]Total energy: 71690636.5462394
[2022-04-08 19:43:27.163155]Total energy: 71656316.31775525
[2022-04-08 19:44:43.110115]Total energy: 71752092.56811526
[2022-04-08 19:45:59.914606]Total energy: 71660280.06351717
[2022-04-08 19:47:15.515394]Total energy: 71716461.6749182
[2022-04-08 19:48:31.030554]Total energy: 71663616.45137666
[2022-04-08 19:49:46.190093]Total energy: 71700802.9449031
[2022-04-08 19:51:03.307127]Total energy: 71701204.9159615
[2022-04-08 19:52:19.117647]Total energy: 71711374.73376636
[2022-04-08 19:53:34.607540]Total energy: 71723331.1268394
[2022-04-08 19:54:50.293372]Total energy: 71715768.17613567
[2022-04-08 19:56:07.757496]Total energy: 71714192.55953503
[2022-04-08 19:57:24.898300]Total energy: 71698301.66264425
[2022-04-08 19:58:40.340428]Total energy: 71705221.28471076
[2022-04-08 19:59:56.012445]Total energy: 71718478.73028632
[2022-04-08 20:01:11.877621]Total energy: 71692542.9550844
[2022-04-08 20:02:31.150875]Total energy: 71719112.90890689
[2022-04-08 20:03:45.766815]Total energy: 71672316.9464463
[2022-04-08 20:05:04.018691]Total energy: 71685780.9912621
[2022-04-08 20:06:17.464973]Total energy: 71652244.99851267
[2022-04-08 20:07:33.522678]Total energy: 71690210.6276844
[2022-04-08 20:08:49.972764]Total energy: 71689620.62970674
[2022-04-08 20:10:07.437110]Total energy: 71714633.72598673
[2022-04-08 20:11:24.805683]Total energy: 71726584.74167846
[2022-04-08 20:12:46.526546]Total energy: 71662377.09137984
[2022-04-08 20:14:18.247546]Total energy: 71671152.00208414
[2022-04-08 20:15:32.682916]Total energy: 71731158.53062531
[2022-04-08 20:16:48.487756]Total energy: 71689195.79527493
[2022-04-08 20:18:04.019436]Total energy: 71678937.54891966
[2022-04-08 20:19:18.952637]Total energy: 71710891.39879815
[2022-04-08 20:20:37.262203]Total energy: 71721689.42843702
[2022-04-08 20:21:52.572079]Total energy: 71717138.69604883
[2022-04-08 20:23:11.620735]Total energy: 71691450.05858465
[2022-04-08 20:24:25.937394]Total energy: 71664775.22890538
[2022-04-08 20:25:41.126988]Total energy: 71675774.05542909
[2022-04-08 20:26:58.367789]Total energy: 71700137.04546507
[2022-04-08 20:28:13.489550]Total energy: 71734466.11026828
[2022-04-08 20:29:28.843647]Total energy: 71723609.08381929
[2022-04-08 20:30:45.234099]Total energy: 71728400.40731588
[2022-04-08 20:31:59.541730]Total energy: 71707961.7164518
[2022-04-08 20:33:18.102407]Total energy: 71711589.41341527
[2022-04-08 20:34:36.082016]Total energy: 71711373.62492527
[2022-04-08 20:35:50.883467]Total energy: 71713608.22582935
[2022-04-08 20:37:10.221423]Total energy: 71683717.7370524
[2022-04-08 20:38:26.333361]Total energy: 71734459.82895637
[2022-04-08 20:39:42.349396]Total energy: 71712663.67676109
[2022-04-08 20:41:04.577815]Total energy: 71704763.17412388
[2022-04-08 20:42:31.277856]Total energy: 71674953.41361155
[2022-04-08 20:43:47.507550]Total energy: 71726664.9217599
[2022-04-08 20:45:03.349097]Total energy: 71724760.86398162
[2022-04-08 20:46:19.529169]Total energy: 71727782.32162644
[2022-04-08 20:47:34.772529]Total energy: 71678585.44265144
[2022-04-08 20:48:52.121358]Total energy: 71701000.62626147
[2022-04-08 20:50:07.976572]Total energy: 71681240.13048436
[2022-04-08 20:51:29.106103]Total energy: 71769751.39106344
[2022-04-08 20:52:45.048814]Total energy: 71728608.97914676
[2022-04-08 20:54:00.155356]Total energy: 71713716.94463323
[2022-04-08 20:55:15.008915]Total energy: 71712388.71751855
[2022-04-08 20:56:30.203846]Total energy: 71764623.39182998
[2022-04-08 20:57:45.783985]Total energy: 71711839.53481852
[2022-04-08 20:59:00.141573]Total energy: 71781462.65787643
[2022-04-08 21:00:14.861700]Total energy: 71769520.85470979
[2022-04-08 21:01:31.523834]Total energy: 71749778.87076452
[2022-04-08 21:02:48.235322]Total energy: 71725884.21906424
[2022-04-08 21:04:03.526950]Total energy: 71719161.14205496
[2022-04-08 21:05:18.558715]Total energy: 71730711.21366006
[2022-04-08 21:06:34.430909]Total energy: 71737061.88110611
[2022-04-08 21:07:51.598443]Total energy: 71713367.14669083
[2022-04-08 21:09:07.433402]Total energy: 71750934.69174168
[2022-04-08 21:10:29.599505]Total energy: 71777838.75883694
[2022-04-08 21:11:59.335423]Total energy: 71684571.85974512
[2022-04-08 21:13:22.002706]Total energy: 71697135.2563995
[2022-04-08 21:14:36.431544]Total energy: 71748853.77588353
[2022-04-08 21:15:50.845612]Total energy: 71640327.93641363
[2022-04-08 21:17:04.386561]Total energy: 71668106.0628382
[2022-04-08 21:18:19.778761]Total energy: 71700905.02961618
[2022-04-08 21:19:34.988584]Total energy: 71736630.0516169
[2022-04-08 21:20:50.873779]Total energy: 71678597.16855739
[2022-04-08 21:22:07.428296]Total energy: 71733284.11425987
[2022-04-08 21:23:23.427274]Total energy: 71710450.3448294
[2022-04-08 21:24:45.332659]Total energy: 71696986.79176395
[2022-04-08 21:25:59.935336]Total energy: 71756096.8639815
[2022-04-08 21:27:14.827936]Total energy: 71733661.61473002
[2022-04-08 21:28:30.313236]Total energy: 71719986.91898076
[2022-04-08 21:29:45.117302]Total energy: 71784959.24760006
[2022-04-08 21:31:14.055895]Total energy: 71724092.86313684
[2022-04-08 21:32:48.421632]Total energy: 71768746.92149833
[2022-04-08 21:34:09.541088]Total energy: 71753702.30559509
[2022-04-08 21:35:24.700759]Total energy: 71740683.23396967
[2022-04-08 21:36:41.159702]Total energy: 71759527.01820077
[2022-04-08 21:37:56.721147]Total energy: 71738355.3775233
[2022-04-08 21:39:14.406285]Total energy: 71740554.73504862
[2022-04-08 21:40:30.023050]Total energy: 71743605.21592787
[2022-04-08 21:41:46.541438]Total energy: 71734001.19362876
[2022-04-08 21:43:01.441477]Total energy: 71705024.9250176
[2022-04-08 21:44:16.664541]Total energy: 71728047.13562897
[2022-04-08 21:45:31.211903]Total energy: 71729368.90851028
[2022-04-08 21:46:46.086686]Total energy: 71765627.73446605
[2022-04-08 21:48:00.800956]Total energy: 71715073.22580504
[2022-04-08 21:49:15.449258]Total energy: 71736593.40363935
[2022-04-08 21:50:48.425561]Total energy: 71718130.44651742
[2022-04-08 21:52:21.717377]Total energy: 71707626.91649817
[2022-04-08 21:53:46.788169]Total energy: 71686797.04435664
[2022-04-08 21:55:02.349018]Total energy: 71695305.24380946
[2022-04-08 21:56:17.301586]Total energy: 71726874.50852096
[2022-04-08 21:57:32.202134]Total energy: 71755673.29434136
[2022-04-08 21:58:46.545690]Total energy: 71722004.03689098
[2022-04-08 22:00:01.790299]Total energy: 71757105.69132663
[2022-04-08 22:01:43.132705]Total energy: 71704728.97637185
[2022-04-08 22:03:26.343040]Total energy: 71708229.33348662
[2022-04-08 22:04:50.378675]Total energy: 71721155.13436896
[2022-04-08 22:06:07.890597]Total energy: 71761656.620048
[2022-04-08 22:07:25.007536]Total energy: 71707492.41959728
[2022-04-08 22:08:41.370974]Total energy: 71705018.93149823
[2022-04-08 22:09:57.145615]Total energy: 71669154.49647556
[2022-04-08 22:11:21.123087]Total energy: 71737347.54005031
[2022-04-08 22:12:46.530635]Total energy: 71689933.7985566
[2022-04-08 22:14:02.258468]Total energy: 71700565.03804591
[2022-04-08 22:15:18.504659]Total energy: 71707479.22864375
[2022-04-08 22:16:32.653975]Total energy: 71735463.7381973
[2022-04-08 22:17:46.981867]Total energy: 71736466.31612845
[2022-04-08 22:19:00.987645]Total energy: 71700747.2191325
[2022-04-08 22:20:14.436805]Total energy: 71745714.11170805
[2022-04-08 22:21:28.876483]Total energy: 71708626.92839627
[2022-04-08 22:22:43.911612]Total energy: 71736242.75699653
[2022-04-08 22:23:57.993958]Total energy: 71750298.1696039
[2022-04-08 22:25:12.624993]Total energy: 71741219.61817527
[2022-04-08 22:26:25.622827]Total energy: 71698278.26608509
[2022-04-08 22:27:38.488528]Total energy: 71716403.34570438
[2022-04-08 22:28:53.643442]Total energy: 71723761.69526064
[2022-04-08 22:30:07.331202]Total energy: 71708168.71452871
[2022-04-08 22:31:30.283838]Total energy: 71758205.37956978
[2022-04-08 22:33:00.344381]Total energy: 71679997.1411633
[2022-04-08 22:34:28.000692]Total energy: 71736424.6643437
[2022-04-08 22:35:59.645344]Total energy: 71689092.85851218
[2022-04-08 22:37:21.906057]Total energy: 71705640.19856566
[2022-04-08 22:38:36.000685]Total energy: 71713385.99438669
[2022-04-08 22:39:49.819108]Total energy: 71717904.70297702
[2022-04-08 22:41:15.408755]Total energy: 71688271.53851084
[2022-04-08 22:42:38.175883]Total energy: 71738184.23767656
[2022-04-08 22:43:51.927091]Total energy: 71713290.68703474
[2022-04-08 22:45:06.600909]Total energy: 71733741.5310662
[2022-04-08 22:46:20.473962]Total energy: 71737302.5665212
[2022-04-08 22:47:34.871961]Total energy: 71709052.59514235
[2022-04-08 22:48:48.703675]Total energy: 71706219.5114799
[2022-04-08 22:50:03.162570]Total energy: 71732731.58486532
[2022-04-08 22:51:26.424805]Total energy: 71715838.80440828
[2022-04-08 22:52:47.576322]Total energy: 71688874.24155606
[2022-04-08 22:54:01.533630]Total energy: 71685649.60271625
[2022-04-08 22:55:14.943661]Total energy: 71733906.55499175
[2022-04-08 22:56:28.092944]Total energy: 71739035.57931791
[2022-04-08 22:57:41.354534]Total energy: 71707486.29321586
[2022-04-08 22:58:55.584072]Total energy: 71732481.25278138
[2022-04-08 23:00:09.286350]Total energy: 71769713.05138429
[2022-04-08 23:01:34.750314]Total energy: 71709155.64547224
[2022-04-08 23:02:55.122279]Total energy: 71753200.19717939
[2022-04-08 23:04:10.233168]Total energy: 71748452.3703697
[2022-04-08 23:05:24.246280]Total energy: 71758950.46841201
[2022-04-08 23:06:38.324641]Total energy: 71743986.76951495
[2022-04-08 23:07:52.047889]Total energy: 71725846.23254676
[2022-04-08 23:09:05.023877]Total energy: 71718203.94003755
[2022-04-08 23:10:18.618628]Total energy: 71709568.50545317
[2022-04-08 23:11:43.943293]Total energy: 71676465.375345
[2022-04-08 23:13:09.850861]Total energy: 71717395.08885089
[2022-04-08 23:14:25.162319]Total energy: 71721887.61270268
[2022-04-08 23:15:40.022796]Total energy: 71727946.62195793
[2022-04-08 23:16:53.961038]Total energy: 71712563.58942623
[2022-04-08 23:18:08.385532]Total energy: 71765580.3357379
[2022-04-08 23:19:22.659937]Total energy: 71740742.92035735
[2022-04-08 23:20:41.861228]Total energy: 71737065.61490387
[2022-04-08 23:22:02.770356]Total energy: 71714880.6819661
[2022-04-08 23:23:17.106013]Total energy: 71696301.64114617
[2022-04-08 23:24:31.764761]Total energy: 71767795.50525902
[2022-04-08 23:25:48.959513]Total energy: 71749255.12659183
[2022-04-08 23:27:03.783497]Total energy: 71714277.32022968
[2022-04-08 23:28:19.532654]Total energy: 71720978.55538097
[2022-04-08 23:29:33.620440]Total energy: 71718623.81737188
[2022-04-08 23:31:01.724656]Total energy: 71734756.6737693
[2022-04-08 23:32:25.031378]Total energy: 71747874.389696
[2022-04-08 23:33:41.191638]Total energy: 71762813.28969553
[2022-04-08 23:34:54.978342]Total energy: 71745096.03988083
[2022-04-08 23:36:09.258165]Total energy: 71700109.86733921
[2022-04-08 23:37:23.135265]Total energy: 71713840.20609425
[2022-04-08 23:38:36.526206]Total energy: 71751102.65100077
[2022-04-08 23:39:49.759361]Total energy: 71721133.66797702
[2022-04-08 23:41:11.747100]Total energy: 71706669.92496
[2022-04-08 23:42:40.627718]Total energy: 71720998.10825859
[2022-04-08 23:44:01.418230]Total energy: 71767101.57965228
[2022-04-08 23:45:17.379338]Total energy: 71740952.08998257
[2022-04-08 23:46:31.415897]Total energy: 71726576.86952281
[2022-04-08 23:47:45.795412]Total energy: 71721887.10834984
[2022-04-08 23:49:00.184198]Total energy: 71737005.9552283
[2022-04-08 23:50:14.754314]Total energy: 71723642.45767005
[2022-04-08 23:51:38.863015]Total energy: 71739048.54621284
[2022-04-08 23:53:09.970962]Total energy: 71711179.04992004
[2022-04-08 23:54:29.712696]Total energy: 71754640.41432372
[2022-04-08 23:55:46.428568]Total energy: 71726560.19178636
[2022-04-08 23:57:01.560611]Total energy: 71720232.19678839
[2022-04-08 23:58:14.608787]Total energy: 71703030.32810007
[2022-04-08 23:59:35.503054]Total energy: 71730262.2170596
[2022-04-09 00:00:53.337478]Total energy: 71716292.49690293
[2022-04-09 00:02:10.395233]Total energy: 71752035.52395087
[2022-04-09 00:03:23.184629]Total energy: 71745994.96149042
[2022-04-09 00:04:36.329294]Total energy: 71745842.56187864
[2022-04-09 00:05:50.069486]Total energy: 71716797.53594017
[2022-04-09 00:07:03.163290]Total energy: 71712753.34171407
[2022-04-09 00:08:16.318567]Total energy: 71736542.15987776
[2022-04-09 00:09:29.548141]Total energy: 71717012.82428832
[2022-04-09 00:11:08.785626]Total energy: 71723608.88122863
[2022-04-09 00:12:47.923817]Total energy: 71727163.97434512
[2022-04-09 00:14:10.771305]Total energy: 71722072.45980029
[2022-04-09 00:15:25.269476]Total energy: 71739148.82419127
[2022-04-09 00:16:40.871562]Total energy: 71777801.81532937
[2022-04-09 00:17:55.380379]Total energy: 71736324.86297627
[2022-04-09 00:19:09.049864]Total energy: 71731353.84526658
[2022-04-09 00:20:23.599738]Total energy: 71704070.37642981
[2022-04-09 00:21:37.724081]Total energy: 71734114.63096583
[2022-04-09 00:22:53.114618]Total energy: 71705224.00089523
[2022-04-09 00:24:09.094786]Total energy: 71740809.63306184
[2022-04-09 00:25:23.809695]Total energy: 71697240.679953
[2022-04-09 00:26:38.214842]Total energy: 71734290.59088662
[2022-04-09 00:27:52.521823]Total energy: 71722919.70594855
[2022-04-09 00:29:07.011144]Total energy: 71739029.2951264
[2022-04-09 00:30:22.372110]Total energy: 71719730.19960569
[2022-04-09 00:32:14.770225]Total energy: 71757359.20109354
[2022-04-09 00:33:43.017822]Total energy: 71738220.73335862
[2022-04-09 00:34:58.612897]Total energy: 71732171.86205725
[2022-04-09 00:36:13.898315]Total energy: 71745775.64764924
[2022-04-09 00:37:28.396838]Total energy: 71749861.79033858
[2022-04-09 00:38:44.792600]Total energy: 71730560.92324576
[2022-04-09 00:39:59.266605]Total energy: 71726358.21302687
[2022-04-09 00:41:20.679922]Total energy: 71752451.39917567
[2022-04-09 00:42:50.523402]Total energy: 71742642.73180433
[2022-04-09 00:44:10.252234]Total energy: 71755735.05836807
[2022-04-09 00:45:25.394814]Total energy: 71736392.00733355
[2022-04-09 00:46:38.911477]Total energy: 71741235.17995743
[2022-04-09 00:47:53.097363]Total energy: 71735561.29855345
[2022-04-09 00:49:06.907890]Total energy: 71684865.49578637
[2022-04-09 00:50:36.265211]Total energy: 71708167.68570395
[2022-04-09 00:52:06.637249]Total energy: 71743661.07729623
[2022-04-09 00:53:21.733315]Total energy: 71739650.94190799
[2022-04-09 00:54:37.208217]Total energy: 71710156.38842992
[2022-04-09 00:55:51.923391]Total energy: 71721164.68472855
[2022-04-09 00:57:07.633437]Total energy: 71749406.37626974
[2022-04-09 00:58:22.592529]Total energy: 71719801.61274704
[2022-04-09 00:59:36.659983]Total energy: 71726549.06331116
[2022-04-09 01:01:04.521647]Total energy: 71726070.98478222
[2022-04-09 01:02:23.147994]Total energy: 71724971.14588341
[2022-04-09 01:03:37.801617]Total energy: 71712244.03891279
[2022-04-09 01:04:51.975576]Total energy: 71714060.02654025
[2022-04-09 01:06:07.343771]Total energy: 71745371.83990143
[2022-04-09 01:07:21.463393]Total energy: 71757446.68766089
[2022-04-09 01:08:36.780599]Total energy: 71744429.33586687
[2022-04-09 01:09:52.521653]Total energy: 71752995.71853238
[2022-04-09 01:11:09.443927]Total energy: 71736698.47466196
[2022-04-09 01:12:23.945383]Total energy: 71716528.73613653
[2022-04-09 01:13:39.135733]Total energy: 71724269.44168255
[2022-04-09 01:14:54.258572]Total energy: 71760123.80792609
[2022-04-09 01:16:09.694336]Total energy: 71738645.83230838
[2022-04-09 01:17:24.436807]Total energy: 71742616.94051594
[2022-04-09 01:18:38.914041]Total energy: 71738317.43380219
[2022-04-09 01:19:54.694645]Total energy: 71724024.72107314
[2022-04-09 01:21:19.322953]Total energy: 71734426.4362058
[2022-04-09 01:22:42.104989]Total energy: 71759669.20742413
[2022-04-09 01:23:56.920631]Total energy: 71729488.95703164
[2022-04-09 01:25:13.210785]Total energy: 71740594.6988252
[2022-04-09 01:26:27.725700]Total energy: 71721141.82439075
[2022-04-09 01:27:43.181968]Total energy: 71738471.06018047
[2022-04-09 01:28:58.286836]Total energy: 71737215.77036141
[2022-04-09 01:30:13.568404]Total energy: 71738547.13935305
[2022-04-09 01:31:35.524953]Total energy: 71726980.26705903
[2022-04-09 01:33:05.408902]Total energy: 71755210.30665733
[2022-04-09 01:34:19.617199]Total energy: 71747762.48584819
[2022-04-09 01:35:34.681239]Total energy: 71722654.15346043
[2022-04-09 01:36:50.051579]Total energy: 71755086.45839842
[2022-04-09 01:38:04.477424]Total energy: 71733608.0826079
[2022-04-09 01:39:19.262630]Total energy: 71735347.77520889
[2022-04-09 01:40:58.071774]Total energy: 71755513.44058198
[2022-04-09 01:42:42.652112]Total energy: 71744738.56007567
[2022-04-09 01:44:04.201270]Total energy: 71748652.1609844
[2022-04-09 01:45:19.113668]Total energy: 71728358.19008504
[2022-04-09 01:46:36.157707]Total energy: 71739113.90191552
[2022-04-09 01:47:49.523525]Total energy: 71694021.5431143
[2022-04-09 01:49:04.193972]Total energy: 71705840.79353805
[2022-04-09 01:50:17.955237]Total energy: 71715148.19600803
[2022-04-09 01:51:34.857587]Total energy: 71765217.42217185
[2022-04-09 01:52:49.994062]Total energy: 71721755.80834727
[2022-04-09 01:54:04.918308]Total energy: 71765781.63179192
[2022-04-09 01:55:20.109103]Total energy: 71764282.51576765
[2022-04-09 01:56:36.640570]Total energy: 71758716.59980123
[2022-04-09 01:57:51.064750]Total energy: 71734631.44858651
[2022-04-09 01:59:05.171569]Total energy: 71755292.11726537
[2022-04-09 02:00:19.079960]Total energy: 71728466.91162187
[2022-04-09 02:01:44.056351]Total energy: 71711358.7718559
[2022-04-09 02:03:06.116885]Total energy: 71750813.76279102
[2022-04-09 02:04:21.196450]Total energy: 71760611.12066105
[2022-04-09 02:05:36.572664]Total energy: 71699548.68168637
[2022-04-09 02:06:51.576828]Total energy: 71762108.56075513
[2022-04-09 02:08:07.481268]Total energy: 71762986.45991082
[2022-04-09 02:09:21.018480]Total energy: 71739420.75742708
[2022-04-09 02:10:41.414263]Total energy: 71736199.5106518
[2022-04-09 02:12:03.435631]Total energy: 71758242.7921179
[2022-04-09 02:13:17.797159]Total energy: 71761290.74177061
[2022-04-09 02:14:32.996892]Total energy: 71748426.78656127
[2022-04-09 02:15:46.545552]Total energy: 71737208.57970215
[2022-04-09 02:17:00.590541]Total energy: 71739427.24077064
[2022-04-09 02:18:15.127397]Total energy: 71733733.00127615
[2022-04-09 02:19:29.475450]Total energy: 71748593.51764037
[2022-04-09 02:20:59.014004]Total energy: 71760284.69922572
[2022-04-09 02:22:21.520699]Total energy: 71778794.92122483
[2022-04-09 02:23:35.924581]Total energy: 71754237.39141531
[2022-04-09 02:24:50.028447]Total energy: 71723371.44571623
[2022-04-09 02:26:05.072983]Total energy: 71761854.62404665
[2022-04-09 02:27:20.583686]Total energy: 71730732.61638635
[2022-04-09 02:28:35.154839]Total energy: 71740455.59493706
[2022-04-09 02:29:49.781673]Total energy: 71736944.08500278
[2022-04-09 02:31:13.408761]Total energy: 71758607.18550657
[2022-04-09 02:32:42.722805]Total energy: 71741080.5604326
[2022-04-09 02:34:06.768346]Total energy: 71721207.56670633
[2022-04-09 02:35:21.450180]Total energy: 71722886.43486048
[2022-04-09 02:36:36.717796]Total energy: 71699931.07439055
[2022-04-09 02:37:51.562902]Total energy: 71737519.87066665
[2022-04-09 02:39:08.792304]Total energy: 71733543.01632874
[2022-04-09 02:40:28.384346]Total energy: 71763522.41087046
[2022-04-09 02:42:13.429448]Total energy: 71740475.74835609
[2022-04-09 02:43:27.858760]Total energy: 71752878.23826611
[2022-04-09 02:44:41.679754]Total energy: 71724230.49384975
[2022-04-09 02:45:54.817792]Total energy: 71766409.57999417
[2022-04-09 02:47:09.815694]Total energy: 71715464.62157686
[2022-04-09 02:48:24.461555]Total energy: 71744900.38637403
[2022-04-09 02:49:38.896352]Total energy: 71726366.45281488
[2022-04-09 02:51:12.526272]Total energy: 71732769.69247156
[2022-04-09 02:52:31.234847]Total energy: 71763748.50283481
[2022-04-09 02:53:45.344527]Total energy: 71752612.29305832
[2022-04-09 02:54:59.947792]Total energy: 71744500.45363276
[2022-04-09 02:56:14.193069]Total energy: 71740139.45609197
[2022-04-09 02:57:28.228509]Total energy: 71746620.29905811
[2022-04-09 02:58:41.937461]Total energy: 71722241.86141817
[2022-04-09 02:59:59.630931]Total energy: 71747622.81274033
[2022-04-09 03:01:30.227942]Total energy: 71743485.98434089
[2022-04-09 03:02:50.407870]Total energy: 71755547.95439965
[2022-04-09 03:04:05.860807]Total energy: 71761050.4844398
[2022-04-09 03:05:21.127142]Total energy: 71754193.04483157
[2022-04-09 03:06:35.218369]Total energy: 71706055.57594338
[2022-04-09 03:07:49.698267]Total energy: 71739217.05481675
[2022-04-09 03:09:04.117179]Total energy: 71768034.93847838
[2022-04-09 03:10:17.958223]Total energy: 71687329.13390721
[2022-04-09 03:11:31.386000]Total energy: 71773909.26299375
[2022-04-09 03:12:44.820963]Total energy: 71721432.24491218
[2022-04-09 03:13:58.719252]Total energy: 71762265.22301987
[2022-04-09 03:15:13.129958]Total energy: 71741706.658338
[2022-04-09 03:16:26.641188]Total energy: 71764857.30463806
[2022-04-09 03:17:42.227755]Total energy: 71764888.27105895
[2022-04-09 03:18:57.215646]Total energy: 71748859.67724283
[2022-04-09 03:20:13.292426]Total energy: 71761394.164079
[2022-04-09 03:21:37.944351]Total energy: 71751479.27534483
[2022-04-09 03:22:59.420651]Total energy: 71723442.41370341
[2022-04-09 03:24:13.680616]Total energy: 71754153.17022301
[2022-04-09 03:25:29.921857]Total energy: 71748707.0729048
[2022-04-09 03:26:44.261558]Total energy: 71746493.46254086
