initial: 115 - diverse_no_blind_seed
[2022-04-09 16:42:38.513817]Total energy: 27365356.272557404
[2022-04-09 16:44:06.502624]Total energy: 27354900.30209895
[2022-04-09 16:45:36.928672]Total energy: 27331064.522964824
[2022-04-09 16:46:54.913891]Total energy: 27359357.790286373
[2022-04-09 16:48:14.174424]Total energy: 27344273.044836823
[2022-04-09 16:49:34.534345]Total energy: 27449491.132514447
[2022-04-09 16:51:10.098231]Total energy: 27408172.624541815
[2022-04-09 16:52:38.891178]Total energy: 27272316.594821423
[2022-04-09 16:54:00.039325]Total energy: 27282848.525692046
[2022-04-09 16:55:18.851051]Total energy: 27538104.83666157
[2022-04-09 16:56:38.601598]Total energy: 27543691.449575264
[2022-04-09 16:57:56.602735]Total energy: 27303187.463568576
[2022-04-09 16:59:14.946396]Total energy: 27439230.62263639
[2022-04-09 17:00:49.595745]Total energy: 27405047.237542875
[2022-04-09 17:02:29.050705]Total energy: 27432015.672525533
[2022-04-09 17:03:52.776728]Total energy: 27433546.417594623
[2022-04-09 17:05:10.816234]Total energy: 27553342.856088035
[2022-04-09 17:06:28.339546]Total energy: 27349091.90347557
[2022-04-09 17:07:46.820429]Total energy: 27385639.587231662
[2022-04-09 17:09:05.883142]Total energy: 27388028.782213416
[2022-04-09 17:10:31.077519]Total energy: 27168560.41577948
[2022-04-09 17:12:04.401658]Total energy: 27508043.15801591
[2022-04-09 17:13:24.831685]Total energy: 27417771.054785132
[2022-04-09 17:14:41.625522]Total energy: 27370942.110600147
[2022-04-09 17:15:58.275950]Total energy: 27429567.34719642
[2022-04-09 17:17:17.003888]Total energy: 27486676.806109056
[2022-04-09 17:18:36.456794]Total energy: 27394850.421439447
[2022-04-09 17:19:55.271551]Total energy: 27345453.056691773
[2022-04-09 17:21:27.534916]Total energy: 27329494.99314241
[2022-04-09 17:23:06.592747]Total energy: 27306668.678497877
[2022-04-09 17:24:34.323015]Total energy: 27555371.65668019
[2022-04-09 17:25:52.346382]Total energy: 27297843.800865717
[2022-04-09 17:27:10.581582]Total energy: 27443613.453471523
[2022-04-09 17:28:28.092737]Total energy: 27377635.923371784
[2022-04-09 17:29:47.034553]Total energy: 27414469.130934197
[2022-04-09 17:31:09.445086]Total energy: 27335027.81093564
[2022-04-09 17:32:38.365355]Total energy: 27305607.305970915
[2022-04-09 17:34:03.241897]Total energy: 27412287.026553098
[2022-04-09 17:35:22.344773]Total energy: 27405018.955735255
[2022-04-09 17:36:43.445094]Total energy: 27354253.332187444
[2022-04-09 17:38:00.003880]Total energy: 27422344.89059374
[2022-04-09 17:39:20.225093]Total energy: 27294683.32002257
[2022-04-09 17:41:05.675347]Total energy: 27440036.454791367
[2022-04-09 17:42:31.338047]Total energy: 27487721.988702416
[2022-04-09 17:43:52.292881]Total energy: 27490407.146153007
[2022-04-09 17:45:11.565936]Total energy: 27408696.719362024
[2022-04-09 17:46:35.435842]Total energy: 27311286.17194689
[2022-04-09 17:47:55.727604]Total energy: 27421550.11949872
[2022-04-09 17:49:14.034282]Total energy: 27457648.954393066
[2022-04-09 17:51:07.789971]Total energy: 27485504.82477144
[2022-04-09 17:52:51.973670]Total energy: 27348322.32608682
[2022-04-09 17:54:15.507034]Total energy: 27467048.8080625
[2022-04-09 17:55:35.106340]Total energy: 27351459.695329595
[2022-04-09 17:56:54.770959]Total energy: 27484840.835399095
[2022-04-09 17:58:15.090011]Total energy: 27318120.499892566
[2022-04-09 17:59:36.327207]Total energy: 27429685.53948105
[2022-04-09 18:01:04.685838]Total energy: 27334244.069576606
[2022-04-09 18:02:36.335822]Total energy: 27287815.506757226
[2022-04-09 18:03:56.480497]Total energy: 27358179.23432546
[2022-04-09 18:05:15.208028]Total energy: 27262272.696883332
[2022-04-09 18:06:35.423634]Total energy: 27310930.01896942
[2022-04-09 18:07:54.479881]Total energy: 27405135.03076079
[2022-04-09 18:09:14.358910]Total energy: 27310063.571815282
[2022-04-09 18:10:55.820965]Total energy: 27103189.87961724
[2022-04-09 18:12:13.422122]Total energy: 27413967.307709366
[2022-04-09 18:13:31.246579]Total energy: 27304780.461131442
[2022-04-09 18:14:50.076095]Total energy: 27370971.936708592
[2022-04-09 18:16:11.102130]Total energy: 27255100.22111385
[2022-04-09 18:17:31.642681]Total energy: 27431822.646664377
[2022-04-09 18:18:51.695872]Total energy: 27250462.412880905
[2022-04-09 18:20:11.370304]Total energy: 27275945.46806472
[2022-04-09 18:21:51.836790]Total energy: 27270324.81289503
[2022-04-09 18:23:30.554582]Total energy: 27259405.249546394
[2022-04-09 18:24:53.892843]Total energy: 27354616.278885648
[2022-04-09 18:26:14.022544]Total energy: 27304423.252666194
[2022-04-09 18:27:31.840569]Total energy: 27326672.607647754
[2022-04-09 18:28:50.894496]Total energy: 27365744.82008925
[2022-04-09 18:30:19.409600]Total energy: 27267546.27559421
[2022-04-09 18:31:58.468421]Total energy: 27363777.636562668
[2022-04-09 18:33:30.539668]Total energy: 27410161.732054994
[2022-04-09 18:34:58.425900]Total energy: 27217711.76362221
[2022-04-09 18:36:17.025016]Total energy: 27350298.88584468
[2022-04-09 18:37:37.388486]Total energy: 27361231.029216703
[2022-04-09 18:38:56.081758]Total energy: 27352690.25871683
[2022-04-09 18:40:13.860081]Total energy: 27448801.673338313
[2022-04-09 18:41:35.819399]Total energy: 27184933.77220051
[2022-04-09 18:42:55.305083]Total energy: 27413117.127977908
[2022-04-09 18:44:13.668909]Total energy: 27263177.955045424
[2022-04-09 18:45:34.526071]Total energy: 27274378.219258096
[2022-04-09 18:46:54.257794]Total energy: 27283110.5176066
[2022-04-09 18:48:11.381307]Total energy: 27340599.444048192
[2022-04-09 18:49:29.631564]Total energy: 27292488.980237927
[2022-04-09 18:51:14.715824]Total energy: 27394921.375302486
[2022-04-09 18:52:53.313402]Total energy: 27266184.678696495
[2022-04-09 18:54:10.899846]Total energy: 27298514.519443378
[2022-04-09 18:55:32.077748]Total energy: 27350777.44601799
[2022-04-09 18:56:51.250704]Total energy: 27329709.433013782
[2022-04-09 18:58:10.274839]Total energy: 27355414.573237736
[2022-04-09 18:59:27.186181]Total energy: 27130073.224372957
[2022-04-09 19:01:22.231937]Total energy: 27278750.5056773
[2022-04-09 19:03:04.829556]Total energy: 27364741.17642396
[2022-04-09 19:04:39.278267]Total energy: 27391334.211831413
[2022-04-09 19:06:06.745265]Total energy: 27282406.718288045
[2022-04-09 19:07:26.147785]Total energy: 27353964.65533337
[2022-04-09 19:08:46.432203]Total energy: 27276137.79134271
[2022-04-09 19:10:03.026268]Total energy: 27269554.027227603
[2022-04-09 19:11:33.083490]Total energy: 27224181.135493632
[2022-04-09 19:13:01.807396]Total energy: 27282891.877539195
[2022-04-09 19:14:31.240775]Total energy: 27354788.364005342
[2022-04-09 19:15:50.136120]Total energy: 27225469.207981758
[2022-04-09 19:18:07.187329]Total energy: 27354295.795828227
[2022-04-09 19:20:19.392621]Total energy: 27231943.679546516
[2022-04-09 19:21:50.278604]Total energy: 27336132.60269036
[2022-04-09 19:23:17.629945]Total energy: 27342348.70727106
[2022-04-09 19:24:37.198917]Total energy: 27250102.641997773
[2022-04-09 19:25:58.640019]Total energy: 27287091.552966096
[2022-04-09 19:27:17.726017]Total energy: 27220819.666040942
[2022-04-09 19:28:38.745318]Total energy: 27230195.031489007
[2022-04-09 19:29:57.655483]Total energy: 27285631.276249047
[2022-04-09 19:31:32.026958]Total energy: 27251415.47688329
[2022-04-09 19:32:56.193723]Total energy: 27285293.96594884
[2022-04-09 19:34:29.895825]Total energy: 27345116.65587517
[2022-04-09 19:35:54.249053]Total energy: 27204691.27912582
[2022-04-09 19:37:12.649744]Total energy: 27197575.784129895
[2022-04-09 19:38:31.427360]Total energy: 27268303.181168873
[2022-04-09 19:39:51.237562]Total energy: 27301864.36872762
[2022-04-09 19:41:17.000778]Total energy: 27214756.879684806
[2022-04-09 19:42:39.609970]Total energy: 27290135.01794101
[2022-04-09 19:43:57.298247]Total energy: 27437659.053276535
[2022-04-09 19:45:16.306556]Total energy: 27338909.187803145
[2022-04-09 19:46:34.926595]Total energy: 27421342.81822522
[2022-04-09 19:47:52.196925]Total energy: 27291877.85126446
[2022-04-09 19:49:08.558050]Total energy: 27279154.691619307
[2022-04-09 19:50:59.202790]Total energy: 27309521.761761025
[2022-04-09 19:52:43.671930]Total energy: 27347850.94399367
[2022-04-09 19:54:18.898075]Total energy: 27378719.80460386
[2022-04-09 19:55:45.277083]Total energy: 27372504.59168375
[2022-04-09 19:57:03.267092]Total energy: 27352643.4983555
[2022-04-09 19:58:21.767228]Total energy: 27284947.941822354
[2022-04-09 19:59:41.007731]Total energy: 27270920.635333028
[2022-04-09 20:01:11.936835]Total energy: 27324728.341445968
[2022-04-09 20:02:34.462753]Total energy: 27353662.088344056
[2022-04-09 20:03:52.106618]Total energy: 27520499.593386065
[2022-04-09 20:05:12.176989]Total energy: 27473375.211835384
[2022-04-09 20:06:31.983423]Total energy: 27236152.24017723
[2022-04-09 20:07:50.892863]Total energy: 27193967.255266227
[2022-04-09 20:09:09.718544]Total energy: 27266131.604487516
[2022-04-09 20:10:52.506176]Total energy: 27360352.99602823
[2022-04-09 20:12:38.723665]Total energy: 27240315.06815897
[2022-04-09 20:14:10.013234]Total energy: 27236160.180826105
[2022-04-09 20:15:42.214923]Total energy: 27215925.934901617
[2022-04-09 20:17:08.832612]Total energy: 27217114.869018342
[2022-04-09 20:18:24.790085]Total energy: 27374756.631892048
[2022-04-09 20:19:42.735576]Total energy: 27353330.30975494
[2022-04-09 20:21:14.630533]Total energy: 27249864.785630964
[2022-04-09 20:23:00.847403]Total energy: 27295824.73985014
[2022-04-09 20:24:30.997471]Total energy: 27234799.13355033
[2022-04-09 20:25:52.418289]Total energy: 27321704.419958938
[2022-04-09 20:27:13.773727]Total energy: 27272778.29780557
[2022-04-09 20:28:31.799639]Total energy: 27224976.985876363
[2022-04-09 20:29:52.518112]Total energy: 27137282.5678831
[2022-04-09 20:31:18.052548]Total energy: 27208450.878422715
[2022-04-09 20:32:42.325865]Total energy: 27197201.866671525
[2022-04-09 20:34:08.124293]Total energy: 27233166.44347568
[2022-04-09 20:35:30.212457]Total energy: 27214322.738409974
[2022-04-09 20:36:48.256936]Total energy: 27239964.777458336
[2022-04-09 20:38:07.247600]Total energy: 27208416.02816746
[2022-04-09 20:39:28.489242]Total energy: 27158986.39280246
[2022-04-09 20:41:22.504095]Total energy: 27032894.934407692
[2022-04-09 20:43:11.008920]Total energy: 27222306.997259915
[2022-04-09 20:44:44.806619]Total energy: 27166726.547473192
[2022-04-09 20:46:14.709268]Total energy: 27174304.439011402
[2022-04-09 20:47:36.317347]Total energy: 27243706.080587763
[2022-04-09 20:48:57.677529]Total energy: 27281819.648146257
[2022-04-09 20:50:18.857428]Total energy: 27234523.93261344
[2022-04-09 20:52:01.795709]Total energy: 27271917.552337874
[2022-04-09 20:53:40.168142]Total energy: 27377872.095927212
[2022-04-09 20:55:06.055024]Total energy: 27203565.30582925
[2022-04-09 20:56:24.882760]Total energy: 27115582.31586151
[2022-04-09 20:57:46.876771]Total energy: 27320620.389653165
[2022-04-09 20:59:05.303480]Total energy: 27272729.4836912
[2022-04-09 21:00:58.302506]Total energy: 27256467.721665584
[2022-04-09 21:02:39.319520]Total energy: 27281243.074216112
[2022-04-09 21:04:21.166646]Total energy: 27241571.49880785
[2022-04-09 21:06:02.372942]Total energy: 27201876.153535474
[2022-04-09 21:07:43.156431]Total energy: 27387854.99830173
[2022-04-09 21:09:20.667412]Total energy: 27213198.55807218
[2022-04-09 21:10:48.805885]Total energy: 27269877.967002288
[2022-04-09 21:12:10.187121]Total energy: 27208726.9290467
[2022-04-09 21:13:31.643004]Total energy: 27196793.193423077
[2022-04-09 21:14:53.061372]Total energy: 27199826.026234347
[2022-04-09 21:16:14.880477]Total energy: 27153012.235721216
[2022-04-09 21:17:31.021491]Total energy: 27260332.485252094
[2022-04-09 21:18:50.267656]Total energy: 27171832.999241095
[2022-04-09 21:20:12.373045]Total energy: 27133467.68585744
[2022-04-09 21:21:57.859991]Total energy: 27133358.93268579
[2022-04-09 21:23:45.129467]Total energy: 27273357.801013358
[2022-04-09 21:25:11.061915]Total energy: 27300437.908823114
[2022-04-09 21:26:31.222570]Total energy: 27212580.080164764
[2022-04-09 21:27:53.417892]Total energy: 27208614.3615878
[2022-04-09 21:29:14.718782]Total energy: 27338485.15491286
[2022-04-09 21:31:03.443747]Total energy: 27225334.68021005
[2022-04-09 21:32:52.428284]Total energy: 27399137.97218902
[2022-04-09 21:34:37.813023]Total energy: 27331855.76030619
[2022-04-09 21:36:20.946917]Total energy: 27241805.672594223
[2022-04-09 21:37:47.197664]Total energy: 27286468.371035688
[2022-04-09 21:39:08.719901]Total energy: 27278649.1163515
[2022-04-09 21:40:35.125422]Total energy: 27139391.567296438
[2022-04-09 21:42:09.227374]Total energy: 27138932.863285527
[2022-04-09 21:43:40.942493]Total energy: 27181214.960720077
[2022-04-09 21:45:03.713151]Total energy: 27234647.804393593
[2022-04-09 21:46:19.686119]Total energy: 27272398.53886278
[2022-04-09 21:47:37.168027]Total energy: 27175005.554443873
[2022-04-09 21:48:52.814171]Total energy: 27247733.306835476
[2022-04-09 21:50:07.581566]Total energy: 27214355.9538342
[2022-04-09 21:51:38.567700]Total energy: 27250304.64113888
[2022-04-09 21:53:06.961605]Total energy: 27314539.911438674
[2022-04-09 21:54:32.152787]Total energy: 27221136.92396388
[2022-04-09 21:55:48.873635]Total energy: 27248522.13086041
[2022-04-09 21:57:08.936816]Total energy: 27192563.853535336
[2022-04-09 21:58:26.354054]Total energy: 27186137.113939043
[2022-04-09 21:59:45.989877]Total energy: 27258034.82230363
[2022-04-09 22:01:08.486364]Total energy: 27282516.945512526
[2022-04-09 22:02:34.435488]Total energy: 27254054.87876068
[2022-04-09 22:04:02.378783]Total energy: 27276856.339982968
[2022-04-09 22:05:35.809911]Total energy: 27190714.259045538
[2022-04-09 22:07:00.286087]Total energy: 27366192.965695903
[2022-04-09 22:08:15.833098]Total energy: 27255776.059346437
[2022-04-09 22:09:32.118628]Total energy: 27291247.036713555
[2022-04-09 22:11:19.733631]Total energy: 27343768.11463595
[2022-04-09 22:13:04.832838]Total energy: 27174586.67027934
[2022-04-09 22:14:30.638980]Total energy: 27159218.461856727
[2022-04-09 22:15:46.171407]Total energy: 27290809.953522086
[2022-04-09 22:17:03.982645]Total energy: 27358901.526932426
[2022-04-09 22:18:26.586815]Total energy: 27283047.88037523
[2022-04-09 22:19:43.005571]Total energy: 27296126.127114367
[2022-04-09 22:21:11.413576]Total energy: 27242970.23951759
[2022-04-09 22:22:43.056589]Total energy: 27235943.908131104
[2022-04-09 22:24:14.911369]Total energy: 27229305.7875256
[2022-04-09 22:25:31.662031]Total energy: 27186407.53062143
[2022-04-09 22:26:51.228627]Total energy: 27161157.22799242
[2022-04-09 22:28:06.032376]Total energy: 27241524.027469087
[2022-04-09 22:29:22.920174]Total energy: 27284313.207029097
[2022-04-09 22:31:01.712165]Total energy: 27332328.61797008
[2022-04-09 22:32:47.393898]Total energy: 27138432.53556711
[2022-04-09 22:34:12.771661]Total energy: 27258498.31881744
[2022-04-09 22:35:28.887010]Total energy: 27219306.601446953
[2022-04-09 22:36:44.455902]Total energy: 27280795.885801967
[2022-04-09 22:38:00.935194]Total energy: 27203745.697827313
[2022-04-09 22:39:15.740237]Total energy: 27212923.26773699
[2022-04-09 22:40:54.849999]Total energy: 27247657.337340318
[2022-04-09 22:42:36.213004]Total energy: 27255687.889132313
[2022-04-09 22:43:58.361204]Total energy: 27150806.235513203
[2022-04-09 22:45:14.368563]Total energy: 27327165.406590145
[2022-04-09 22:46:30.140620]Total energy: 27178423.785131518
[2022-04-09 22:47:44.901166]Total energy: 27118449.826890934
[2022-04-09 22:49:01.714553]Total energy: 27329913.557415366
[2022-04-09 22:50:18.689021]Total energy: 27262985.38164291
[2022-04-09 22:51:40.042510]Total energy: 27316776.494864464
[2022-04-09 22:52:55.514466]Total energy: 27103961.74685527
[2022-04-09 22:54:12.208420]Total energy: 27180705.94378014
[2022-04-09 22:55:29.085992]Total energy: 27236122.859130982
[2022-04-09 22:56:49.766973]Total energy: 27219215.174125202
[2022-04-09 22:58:05.884009]Total energy: 27162067.94658606
[2022-04-09 22:59:23.157912]Total energy: 27146847.213890478
[2022-04-09 23:00:59.003983]Total energy: 27143010.16764899
[2022-04-09 23:02:36.159729]Total energy: 27145602.11957994
[2022-04-09 23:04:03.585281]Total energy: 27091232.019845705
[2022-04-09 23:05:31.783196]Total energy: 27192070.000889204
[2022-04-09 23:07:01.214228]Total energy: 27124679.836408813
[2022-04-09 23:08:24.314635]Total energy: 27122584.9761288
[2022-04-09 23:09:42.037655]Total energy: 27137989.887900468
[2022-04-09 23:10:57.366600]Total energy: 27271131.301016886
[2022-04-09 23:12:15.118720]Total energy: 27093303.84463703
[2022-04-09 23:13:33.263418]Total energy: 27157321.449229434
[2022-04-09 23:14:54.528770]Total energy: 27138868.583616372
[2022-04-09 23:16:12.035026]Total energy: 27088680.131058544
[2022-04-09 23:17:29.197021]Total energy: 27206125.371799838
[2022-04-09 23:18:47.543073]Total energy: 27201761.233147863
[2022-04-09 23:20:05.900722]Total energy: 27221542.31960659
[2022-04-09 23:21:37.656650]Total energy: 27181917.703625206
[2022-04-09 23:23:08.691040]Total energy: 27245956.437064577
[2022-04-09 23:24:41.576012]Total energy: 27116194.09148789
[2022-04-09 23:26:07.138390]Total energy: 27157862.65479779
[2022-04-09 23:27:25.183090]Total energy: 27286594.032202188
[2022-04-09 23:28:43.324806]Total energy: 27127174.923554663
[2022-04-09 23:30:00.608213]Total energy: 27239598.87903467
[2022-04-09 23:31:29.645485]Total energy: 27150271.673487954
[2022-04-09 23:33:00.010714]Total energy: 27215910.999893803
[2022-04-09 23:34:43.924120]Total energy: 27207327.895265706
[2022-04-09 23:36:20.050233]Total energy: 27263024.299996376
[2022-04-09 23:37:54.872155]Total energy: 27077757.972226642
[2022-04-09 23:39:29.990857]Total energy: 27173558.904578265
[2022-04-09 23:40:49.157316]Total energy: 27042279.218169138
[2022-04-09 23:42:08.635232]Total energy: 27186466.738988284
[2022-04-09 23:43:27.020922]Total energy: 27185032.83708952
[2022-04-09 23:44:45.397724]Total energy: 27043641.322581183
[2022-04-09 23:46:04.877376]Total energy: 27163519.992497176
[2022-04-09 23:47:22.523631]Total energy: 27187486.572441652
[2022-04-09 23:48:42.763001]Total energy: 27062018.938546885
[2022-04-09 23:50:00.399469]Total energy: 27200979.86802513
[2022-04-09 23:51:38.671819]Total energy: 27165490.34626895
[2022-04-09 23:53:13.514317]Total energy: 27107996.945850533
[2022-04-09 23:54:35.388422]Total energy: 27237290.7821623
[2022-04-09 23:55:53.702344]Total energy: 27090595.180334646
[2022-04-09 23:57:10.129079]Total energy: 27110273.219500832
[2022-04-09 23:58:27.709583]Total energy: 27237463.37513281
[2022-04-09 23:59:45.377586]Total energy: 27176056.620082945
[2022-04-10 00:01:20.748706]Total energy: 27112264.558899377
[2022-04-10 00:03:01.565832]Total energy: 27261472.743941374
[2022-04-10 00:04:36.225425]Total energy: 27185780.97668008
[2022-04-10 00:06:03.962233]Total energy: 27101869.209626667
[2022-04-10 00:07:24.824878]Total energy: 27112370.971115105
[2022-04-10 00:08:43.529602]Total energy: 27190940.734194797
[2022-04-10 00:10:02.547124]Total energy: 27155053.062872786
[2022-04-10 00:11:41.982479]Total energy: 27156246.94825766
[2022-04-10 00:13:18.903939]Total energy: 27085388.588114463
[2022-04-10 00:14:52.981139]Total energy: 27101600.75424614
[2022-04-10 00:16:09.148413]Total energy: 27085157.91649395
[2022-04-10 00:17:23.776998]Total energy: 27170558.620119035
[2022-04-10 00:18:41.516235]Total energy: 27077498.835721172
[2022-04-10 00:19:57.758646]Total energy: 27176407.031533312
[2022-04-10 00:21:39.612785]Total energy: 27173320.72897056
[2022-04-10 00:23:18.821191]Total energy: 27144842.167213023
[2022-04-10 00:24:48.883250]Total energy: 27222193.511522368
[2022-04-10 00:26:17.269916]Total energy: 27118922.952780664
[2022-04-10 00:27:33.428270]Total energy: 27175286.566968594
[2022-04-10 00:28:51.797669]Total energy: 27114825.15018994
[2022-04-10 00:30:09.216641]Total energy: 27129793.39929725
[2022-04-10 00:31:27.134024]Total energy: 27119467.089008674
[2022-04-10 00:32:44.176481]Total energy: 27163334.965435106
[2022-04-10 00:34:01.614234]Total energy: 27142583.709519245
[2022-04-10 00:35:19.938456]Total energy: 27207677.15387711
[2022-04-10 00:36:39.155578]Total energy: 27145907.73424148
[2022-04-10 00:37:57.496815]Total energy: 27152153.305993017
[2022-04-10 00:39:16.518084]Total energy: 27254810.51649239
[2022-04-10 00:40:55.419897]Total energy: 27125261.60497063
[2022-04-10 00:42:40.000358]Total energy: 27109725.46559414
[2022-04-10 00:44:16.586373]Total energy: 27098249.468408927
[2022-04-10 00:45:44.955602]Total energy: 27139673.075550903
[2022-04-10 00:47:03.137082]Total energy: 27173736.918686606
[2022-04-10 00:48:19.335189]Total energy: 27118295.333534192
[2022-04-10 00:49:34.656755]Total energy: 27166021.126581818
[2022-04-10 00:51:19.067765]Total energy: 27153756.699325517
[2022-04-10 00:53:01.622363]Total energy: 27057611.7940521
[2022-04-10 00:54:33.088344]Total energy: 27190083.822720494
[2022-04-10 00:56:07.071276]Total energy: 27119130.09455203
[2022-04-10 00:57:36.483313]Total energy: 27229458.680106133
[2022-04-10 00:59:01.247119]Total energy: 27062446.59564094
[2022-04-10 01:00:19.842311]Total energy: 27115802.92525761
[2022-04-10 01:01:38.462686]Total energy: 27124961.229589168
[2022-04-10 01:02:57.826456]Total energy: 27137874.78866791
[2022-04-10 01:04:16.796000]Total energy: 27154503.157448262
[2022-04-10 01:05:36.738416]Total energy: 27113594.7281312
[2022-04-10 01:06:55.816870]Total energy: 27163582.735916894
[2022-04-10 01:08:14.016551]Total energy: 27091670.220039297
[2022-04-10 01:09:30.552115]Total energy: 27158510.03966793
[2022-04-10 01:11:14.462729]Total energy: 27168740.229445938
[2022-04-10 01:13:00.237890]Total energy: 26951494.15827077
[2022-04-10 01:14:35.173382]Total energy: 27007540.940725204
[2022-04-10 01:16:04.493248]Total energy: 27113301.1539009
[2022-04-10 01:17:28.716918]Total energy: 27122822.5134471
[2022-04-10 01:18:48.354491]Total energy: 27073966.284925785
[2022-04-10 01:20:05.041355]Total energy: 27023257.30909315
[2022-04-10 01:21:23.711524]Total energy: 27082830.709574517
[2022-04-10 01:22:40.228679]Total energy: 27042793.047389057
[2022-04-10 01:23:58.030304]Total energy: 27069508.17555305
[2022-04-10 01:25:17.116479]Total energy: 27031568.305435646
[2022-04-10 01:26:34.907541]Total energy: 27050055.02083127
[2022-04-10 01:27:52.815026]Total energy: 27088549.214495283
[2022-04-10 01:29:11.733999]Total energy: 26986156.987058222
[2022-04-10 01:30:40.636326]Total energy: 27108607.936018057
[2022-04-10 01:32:09.809837]Total energy: 27078288.643524233
[2022-04-10 01:33:49.909833]Total energy: 27138966.75617986
[2022-04-10 01:35:15.913124]Total energy: 27059188.95860276
[2022-04-10 01:36:33.108376]Total energy: 26989692.35972532
[2022-04-10 01:37:49.889127]Total energy: 27002178.6205813
[2022-04-10 01:39:13.889942]Total energy: 27207191.097105876
[2022-04-10 01:40:52.444501]Total energy: 27130534.781359956
[2022-04-10 01:42:36.363408]Total energy: 27101188.720549606
[2022-04-10 01:44:01.432233]Total energy: 27041154.723441225
[2022-04-10 01:45:21.127525]Total energy: 27079555.041173127
[2022-04-10 01:46:41.927163]Total energy: 27013464.473249763
[2022-04-10 01:48:01.075227]Total energy: 27036527.29643554
[2022-04-10 01:49:17.344180]Total energy: 27134071.390944425
[2022-04-10 01:50:33.366198]Total energy: 27057078.684040695
[2022-04-10 01:51:50.887788]Total energy: 27142127.47113529
[2022-04-10 01:53:10.246110]Total energy: 27083037.87714967
[2022-04-10 01:54:30.371051]Total energy: 27110446.035534002
[2022-04-10 01:55:49.951489]Total energy: 27037912.714723174
[2022-04-10 01:57:06.137258]Total energy: 27046529.59513864
[2022-04-10 01:58:24.979542]Total energy: 26996046.206058364
[2022-04-10 01:59:42.940038]Total energy: 27053434.25205046
[2022-04-10 02:01:26.024175]Total energy: 27084466.565454837
[2022-04-10 02:03:08.885199]Total energy: 27035832.334558234
[2022-04-10 02:04:40.584223]Total energy: 27134290.79752212
[2022-04-10 02:06:14.774120]Total energy: 27047479.458308876
[2022-04-10 02:07:41.134944]Total energy: 26995783.73755305
[2022-04-10 02:08:59.712563]Total energy: 27009273.279169563
[2022-04-10 02:10:20.548872]Total energy: 27022547.05015634
[2022-04-10 02:11:41.042299]Total energy: 27107464.72211166
[2022-04-10 02:13:01.035887]Total energy: 27030294.022487
[2022-04-10 02:14:18.236702]Total energy: 27105023.747040104
[2022-04-10 02:15:36.452236]Total energy: 27130982.78070287
[2022-04-10 02:16:55.749008]Total energy: 27031531.007559698
[2022-04-10 02:18:12.520389]Total energy: 27096721.29272219
[2022-04-10 02:19:28.611188]Total energy: 27094973.705357097
[2022-04-10 02:21:26.211709]Total energy: 27065852.058988888
