initial: 118 - diverse_seed
[2022-04-08 02:09:30.367966]Total energy: 38060236.541822575
[2022-04-08 02:10:34.317394]Total energy: 38058022.26689034
[2022-04-08 02:11:38.806849]Total energy: 38191531.12809046
[2022-04-08 02:12:32.063826]Total energy: 38184928.0310012
[2022-04-08 02:13:22.725334]Total energy: 38089603.10539952
[2022-04-08 02:14:12.782589]Total energy: 38201927.99608068
[2022-04-08 02:15:04.443461]Total energy: 38107927.85318495
[2022-04-08 02:15:53.539131]Total energy: 38181328.41687967
[2022-04-08 02:16:43.224301]Total energy: 38129564.15192978
[2022-04-08 02:17:35.275682]Total energy: 38051051.497252755
[2022-04-08 02:18:36.801261]Total energy: 38061968.75842256
[2022-04-08 02:19:32.455879]Total energy: 38183506.879783556
[2022-04-08 02:20:46.152800]Total energy: 38101055.033953935
[2022-04-08 02:22:02.268484]Total energy: 38097371.43494375
[2022-04-08 02:23:03.767203]Total energy: 38108740.11531059
[2022-04-08 02:24:03.700329]Total energy: 38237134.19597437
[2022-04-08 02:25:06.832564]Total energy: 38042232.51271855
[2022-04-08 02:26:12.208795]Total energy: 38153728.87353085
[2022-04-08 02:27:11.100786]Total energy: 38064478.41160763
[2022-04-08 02:28:09.718936]Total energy: 38097284.44642338
[2022-04-08 02:29:06.800663]Total energy: 38084062.55214726
[2022-04-08 02:30:06.234297]Total energy: 38163669.93840825
[2022-04-08 02:31:08.494136]Total energy: 38125785.993026994
[2022-04-08 02:32:06.720179]Total energy: 38161669.516769096
[2022-04-08 02:33:03.379271]Total energy: 38150949.68202159
[2022-04-08 02:33:59.560547]Total energy: 38283994.45522448
[2022-04-08 02:34:55.771489]Total energy: 38161048.82949017
[2022-04-08 02:35:51.105386]Total energy: 38140986.995171055
[2022-04-08 02:36:45.693311]Total energy: 38140334.713225484
[2022-04-08 02:37:40.532862]Total energy: 38181782.81384102
[2022-04-08 02:38:35.476328]Total energy: 38128886.632225804
[2022-04-08 02:39:30.914993]Total energy: 38368580.01752605
[2022-04-08 02:40:57.049103]Total energy: 38369452.58162658
[2022-04-08 02:42:15.306947]Total energy: 38081456.78858573
[2022-04-08 02:43:15.414503]Total energy: 38039148.28053141
[2022-04-08 02:44:08.902462]Total energy: 38068502.92052707
[2022-04-08 02:44:59.698826]Total energy: 38379979.89366068
[2022-04-08 02:45:51.412374]Total energy: 38108888.895231165
[2022-04-08 02:46:41.796172]Total energy: 38066838.031572744
[2022-04-08 02:47:32.139255]Total energy: 38064736.46623581
[2022-04-08 02:48:22.707654]Total energy: 38211791.798893355
[2022-04-08 02:49:12.900186]Total energy: 38176170.81629096
[2022-04-08 02:50:04.860662]Total energy: 38253420.01550726
[2022-04-08 02:51:04.590263]Total energy: 38124233.200121135
[2022-04-08 02:52:00.339436]Total energy: 38077013.214843825
[2022-04-08 02:52:58.151078]Total energy: 38232817.89949638
[2022-04-08 02:53:51.288327]Total energy: 38260582.65587344
[2022-04-08 02:54:40.745239]Total energy: 38230738.49694157
[2022-04-08 02:55:31.933182]Total energy: 38145922.46276102
[2022-04-08 02:56:22.335849]Total energy: 38258271.64614898
[2022-04-08 02:57:13.141756]Total energy: 38020241.75767479
[2022-04-08 02:58:03.955754]Total energy: 38078209.51131635
[2022-04-08 02:58:52.949529]Total energy: 37945647.76294344
[2022-04-08 02:59:42.790590]Total energy: 38029242.55674705
[2022-04-08 03:01:00.098547]Total energy: 38074075.15573992
[2022-04-08 03:02:16.337611]Total energy: 38227247.63207997
[2022-04-08 03:03:10.127480]Total energy: 38018650.10703111
[2022-04-08 03:03:59.726024]Total energy: 38190769.667250246
[2022-04-08 03:04:50.829450]Total energy: 38190504.36006668
[2022-04-08 03:05:41.176307]Total energy: 38230412.50984402
[2022-04-08 03:06:32.708262]Total energy: 38099067.97292301
[2022-04-08 03:07:22.524822]Total energy: 37932507.90943099
[2022-04-08 03:08:13.482840]Total energy: 38146613.12491219
[2022-04-08 03:09:03.623232]Total energy: 38074528.055950664
[2022-04-08 03:09:54.066824]Total energy: 38276263.24828432
[2022-04-08 03:10:49.766521]Total energy: 38220016.528543934
[2022-04-08 03:11:41.172450]Total energy: 38115378.5671454
[2022-04-08 03:12:30.383960]Total energy: 38198180.395396635
[2022-04-08 03:13:19.491902]Total energy: 38012392.04726702
[2022-04-08 03:14:08.299767]Total energy: 38207479.51389896
[2022-04-08 03:14:59.075974]Total energy: 38046815.493336335
[2022-04-08 03:15:48.124499]Total energy: 38059527.56224816
[2022-04-08 03:16:37.035716]Total energy: 38149781.86494454
[2022-04-08 03:17:26.168190]Total energy: 37899053.32996793
[2022-04-08 03:18:15.503760]Total energy: 37918077.856218204
[2022-04-08 03:19:04.299438]Total energy: 37883389.50891782
[2022-04-08 03:19:54.873173]Total energy: 38208657.07310785
[2022-04-08 03:21:01.859063]Total energy: 37925052.42679806
[2022-04-08 03:22:02.608870]Total energy: 38204345.52234503
[2022-04-08 03:23:00.620096]Total energy: 38072308.235816814
[2022-04-08 03:24:00.062715]Total energy: 38089398.124122836
[2022-04-08 03:25:01.072494]Total energy: 37891819.39857713
[2022-04-08 03:25:54.155297]Total energy: 38039190.19184367
[2022-04-08 03:26:49.261316]Total energy: 38183232.910679065
[2022-04-08 03:27:40.110898]Total energy: 37990862.765238665
[2022-04-08 03:28:30.456836]Total energy: 38194532.600930184
[2022-04-08 03:29:21.321619]Total energy: 38024434.297780335
[2022-04-08 03:30:10.731990]Total energy: 38020902.59534836
[2022-04-08 03:31:08.249278]Total energy: 38004324.9592604
[2022-04-08 03:32:17.828975]Total energy: 37999756.205911785
[2022-04-08 03:33:11.137425]Total energy: 38056970.50312309
[2022-04-08 03:33:59.665150]Total energy: 37971795.85727161
[2022-04-08 03:34:50.889566]Total energy: 38039561.38571824
[2022-04-08 03:35:40.515571]Total energy: 38021549.85044829
[2022-04-08 03:36:30.123269]Total energy: 38083318.892178014
[2022-04-08 03:37:19.175428]Total energy: 38010080.2541806
[2022-04-08 03:38:09.543137]Total energy: 38066664.47925933
[2022-04-08 03:38:58.471563]Total energy: 37994593.945094705
[2022-04-08 03:39:47.731341]Total energy: 37965849.9576114
[2022-04-08 03:40:51.048307]Total energy: 37973373.18162197
[2022-04-08 03:41:42.992595]Total energy: 37986518.0782377
[2022-04-08 03:42:32.517684]Total energy: 38143050.37050618
[2022-04-08 03:43:22.676192]Total energy: 37907128.262259156
[2022-04-08 03:44:12.507512]Total energy: 37995276.089997284
[2022-04-08 03:45:04.226549]Total energy: 38058806.927291654
[2022-04-08 03:45:53.609122]Total energy: 38014756.518323615
[2022-04-08 03:46:46.797152]Total energy: 38137284.33723385
[2022-04-08 03:47:36.113790]Total energy: 38143738.003378324
[2022-04-08 03:48:25.983875]Total energy: 38039185.76512504
[2022-04-08 03:49:15.953616]Total energy: 37945785.02681976
[2022-04-08 03:50:04.482830]Total energy: 38151840.1482987
[2022-04-08 03:51:02.261181]Total energy: 38162530.092056595
[2022-04-08 03:51:52.474089]Total energy: 37966104.962787166
[2022-04-08 03:52:42.157975]Total energy: 37943339.11447799
[2022-04-08 03:53:32.140168]Total energy: 37993938.07305785
[2022-04-08 03:54:20.861172]Total energy: 37983250.29678388
[2022-04-08 03:55:15.025677]Total energy: 38086441.52227646
[2022-04-08 03:56:17.844144]Total energy: 37860459.11725826
[2022-04-08 03:57:07.274909]Total energy: 38007567.232447036
[2022-04-08 03:57:56.828589]Total energy: 37986891.72183483
[2022-04-08 03:58:46.528800]Total energy: 38060186.90518347
[2022-04-08 03:59:40.049333]Total energy: 37907454.59362406
[2022-04-08 04:00:49.628509]Total energy: 38200549.82543442
[2022-04-08 04:01:44.408612]Total energy: 38031710.47444934
[2022-04-08 04:02:38.603311]Total energy: 38057081.53874036
[2022-04-08 04:03:27.685153]Total energy: 38041267.90957212
[2022-04-08 04:04:17.620348]Total energy: 38259739.377699316
[2022-04-08 04:05:07.510868]Total energy: 38045211.91021783
[2022-04-08 04:05:58.826769]Total energy: 37978717.4103315
[2022-04-08 04:06:47.806846]Total energy: 37955067.639679894
[2022-04-08 04:07:37.119056]Total energy: 37982227.141367756
[2022-04-08 04:08:27.356745]Total energy: 38021780.01220432
[2022-04-08 04:09:17.643297]Total energy: 37995168.7608093
[2022-04-08 04:10:07.700452]Total energy: 37935758.9463371
[2022-04-08 04:11:07.349904]Total energy: 37922719.67851287
[2022-04-08 04:11:58.180408]Total energy: 38143758.12703216
[2022-04-08 04:12:47.581238]Total energy: 38023898.26773092
[2022-04-08 04:13:37.092530]Total energy: 38060529.00350618
[2022-04-08 04:14:27.893841]Total energy: 37944367.09963046
[2022-04-08 04:15:19.161210]Total energy: 38159906.61946133
[2022-04-08 04:16:09.738221]Total energy: 38075096.23672252
[2022-04-08 04:16:58.692194]Total energy: 37984785.85356495
[2022-04-08 04:17:47.977553]Total energy: 38167518.412426755
[2022-04-08 04:18:40.338299]Total energy: 37991359.57432625
[2022-04-08 04:19:29.859713]Total energy: 38138717.058719054
[2022-04-08 04:20:25.245711]Total energy: 38073095.94342844
[2022-04-08 04:21:22.454172]Total energy: 37991168.761048935
[2022-04-08 04:22:21.580071]Total energy: 37973960.11268411
[2022-04-08 04:23:13.618263]Total energy: 37999155.00242311
[2022-04-08 04:24:03.774187]Total energy: 37854916.375590056
[2022-04-08 04:24:57.187273]Total energy: 38018000.770500585
[2022-04-08 04:25:46.588574]Total energy: 37876831.40952951
[2022-04-08 04:26:36.152862]Total energy: 38161395.02410154
[2022-04-08 04:27:25.784354]Total energy: 38137255.48418358
[2022-04-08 04:28:16.390441]Total energy: 37944609.4405374
[2022-04-08 04:29:07.032744]Total energy: 38139328.71628782
[2022-04-08 04:29:56.115323]Total energy: 37907506.03410492
[2022-04-08 04:30:48.907078]Total energy: 37871285.449274234
[2022-04-08 04:31:53.325463]Total energy: 38041577.162600495
[2022-04-08 04:32:46.553198]Total energy: 37933492.66368016
[2022-04-08 04:33:36.348864]Total energy: 38066829.95982426
[2022-04-08 04:34:25.573507]Total energy: 37892523.536898926
[2022-04-08 04:35:16.441952]Total energy: 37762147.64428446
[2022-04-08 04:36:05.730903]Total energy: 38134709.84104223
[2022-04-08 04:36:55.291186]Total energy: 38044014.65860557
[2022-04-08 04:37:44.918288]Total energy: 38029630.413849756
[2022-04-08 04:38:36.214926]Total energy: 37951434.64451797
[2022-04-08 04:39:25.137938]Total energy: 38080000.17632696
[2022-04-08 04:40:13.945013]Total energy: 37980265.35274606
[2022-04-08 04:41:11.886833]Total energy: 38236725.98274747
[2022-04-08 04:42:11.480448]Total energy: 37745669.45268863
[2022-04-08 04:43:14.187754]Total energy: 37982043.26022326
[2022-04-08 04:44:16.957949]Total energy: 37864823.41135475
[2022-04-08 04:45:20.814182]Total energy: 37971166.995733604
[2022-04-08 04:46:10.126084]Total energy: 37919779.932093844
[2022-04-08 04:46:59.041906]Total energy: 37904690.8964586
[2022-04-08 04:47:47.981770]Total energy: 37861213.214222334
[2022-04-08 04:48:39.666913]Total energy: 37872888.264331564
[2022-04-08 04:49:30.278451]Total energy: 37942185.95262513
[2022-04-08 04:50:20.110433]Total energy: 37872213.75556257
[2022-04-08 04:51:30.275845]Total energy: 37895876.45307355
[2022-04-08 04:52:36.966121]Total energy: 37965517.090349995
[2022-04-08 04:53:34.605585]Total energy: 37840492.71490173
[2022-04-08 04:54:33.281005]Total energy: 37842321.68852502
[2022-04-08 04:55:24.861129]Total energy: 38014672.93034712
[2022-04-08 04:56:14.032351]Total energy: 37837534.59690707
[2022-04-08 04:57:04.786396]Total energy: 37969336.10752432
[2022-04-08 04:57:54.531001]Total energy: 37832199.728981815
[2022-04-08 04:58:44.686042]Total energy: 37910377.32814462
[2022-04-08 04:59:34.453574]Total energy: 37808689.66497518
[2022-04-08 05:00:29.354392]Total energy: 37849824.1178678
[2022-04-08 05:01:19.035978]Total energy: 37845469.26282498
[2022-04-08 05:02:08.032838]Total energy: 37954829.13671748
[2022-04-08 05:02:56.855133]Total energy: 37927224.841682404
[2022-04-08 05:03:46.156261]Total energy: 37981810.17600819
[2022-04-08 05:04:36.330594]Total energy: 37883236.17609015
[2022-04-08 05:05:29.120906]Total energy: 37753754.81022511
[2022-04-08 05:06:17.690748]Total energy: 37857452.305945866
[2022-04-08 05:07:06.440005]Total energy: 37894057.13877464
[2022-04-08 05:07:56.736886]Total energy: 37748619.88623859
[2022-04-08 05:08:45.867730]Total energy: 37954385.54170956
[2022-04-08 05:09:38.405259]Total energy: 37906389.56188874
[2022-04-08 05:10:38.482121]Total energy: 37956812.53919918
[2022-04-08 05:11:36.679001]Total energy: 38060456.04819791
[2022-04-08 05:12:39.313168]Total energy: 37985489.815700494
[2022-04-08 05:13:32.753162]Total energy: 38053021.965113215
[2022-04-08 05:14:25.785873]Total energy: 37946162.867344454
[2022-04-08 05:15:16.857144]Total energy: 37886373.27013977
[2022-04-08 05:16:08.172454]Total energy: 37801076.40701291
[2022-04-08 05:17:00.083950]Total energy: 37868444.97389837
[2022-04-08 05:17:52.182195]Total energy: 37862234.31236872
[2022-04-08 05:18:43.961306]Total energy: 37875896.92609315
[2022-04-08 05:19:37.246016]Total energy: 37783670.511006735
[2022-04-08 05:20:35.491690]Total energy: 37878015.7815916
[2022-04-08 05:21:27.522901]Total energy: 37937628.169165246
[2022-04-08 05:22:16.947392]Total energy: 37831726.3382767
[2022-04-08 05:23:06.346872]Total energy: 37905962.555156246
[2022-04-08 05:23:55.257428]Total energy: 38106106.43052935
[2022-04-08 05:24:45.502071]Total energy: 37824670.051631525
[2022-04-08 05:25:34.834924]Total energy: 37833658.02601291
[2022-04-08 05:26:23.600924]Total energy: 37759028.46162493
[2022-04-08 05:27:13.144859]Total energy: 37826743.81887103
[2022-04-08 05:28:02.294647]Total energy: 37932200.700607136
[2022-04-08 05:28:51.431139]Total energy: 37882190.30009874
[2022-04-08 05:29:41.233692]Total energy: 37863222.24770655
[2022-04-08 05:30:37.406328]Total energy: 37900061.041649885
[2022-04-08 05:31:30.150583]Total energy: 38044994.385274865
[2022-04-08 05:32:20.818880]Total energy: 37996023.946956985
[2022-04-08 05:33:10.195854]Total energy: 37824107.49901097
[2022-04-08 05:34:00.741503]Total energy: 37950945.5002722
[2022-04-08 05:34:50.010728]Total energy: 38049015.03475119
[2022-04-08 05:35:45.871134]Total energy: 37807211.477541566
[2022-04-08 05:36:36.736978]Total energy: 37958628.74035235
[2022-04-08 05:37:31.427671]Total energy: 37970494.602848984
[2022-04-08 05:38:23.044770]Total energy: 38091392.3538403
[2022-04-08 05:39:15.215063]Total energy: 37915100.94255447
[2022-04-08 05:40:05.559940]Total energy: 38001982.90746395
[2022-04-08 05:41:14.808319]Total energy: 37933419.897857316
[2022-04-08 05:42:17.767425]Total energy: 37999225.82219766
[2022-04-08 05:43:11.731408]Total energy: 37789513.91558139
[2022-04-08 05:44:11.687915]Total energy: 38026949.77149038
[2022-04-08 05:45:01.856707]Total energy: 37871363.106337674
[2022-04-08 05:45:52.147156]Total energy: 37966521.97307462
[2022-04-08 05:46:42.734731]Total energy: 37959499.27713609
[2022-04-08 05:47:33.674363]Total energy: 38081960.960325554
[2022-04-08 05:48:22.544798]Total energy: 37794435.315388314
[2022-04-08 05:49:13.050210]Total energy: 37882251.342772424
[2022-04-08 05:50:02.578644]Total energy: 38038496.78778576
[2022-04-08 05:50:56.532895]Total energy: 37819729.42799554
[2022-04-08 05:51:55.650410]Total energy: 37982188.22983243
[2022-04-08 05:52:52.451237]Total energy: 37910991.43112255
[2022-04-08 05:53:43.110772]Total energy: 37823120.51032552
[2022-04-08 05:54:34.599956]Total energy: 37921086.11663559
[2022-04-08 05:55:23.527579]Total energy: 37946273.67477695
[2022-04-08 05:56:12.834320]Total energy: 37827818.94314688
[2022-04-08 05:57:01.588818]Total energy: 37896863.16447977
[2022-04-08 05:57:50.779523]Total energy: 37852097.64744401
[2022-04-08 05:58:39.886478]Total energy: 37954291.66433827
[2022-04-08 05:59:30.497300]Total energy: 37882579.52284463
[2022-04-08 06:00:31.252169]Total energy: 37834687.699256495
[2022-04-08 06:01:22.246469]Total energy: 37827393.67468101
[2022-04-08 06:02:13.437907]Total energy: 37689973.245078266
[2022-04-08 06:03:02.725142]Total energy: 37867295.31692729
[2022-04-08 06:03:53.277688]Total energy: 37910116.62279847
[2022-04-08 06:04:43.526153]Total energy: 38035417.5884413
[2022-04-08 06:05:32.718129]Total energy: 37906416.65898669
[2022-04-08 06:06:22.033614]Total energy: 38023138.45125464
[2022-04-08 06:07:13.019991]Total energy: 37792966.09358154
[2022-04-08 06:08:02.780104]Total energy: 37967879.330811396
[2022-04-08 06:08:54.427095]Total energy: 37943356.75243602
[2022-04-08 06:09:44.338783]Total energy: 37820708.282206565
[2022-04-08 06:10:43.223799]Total energy: 37727676.05391928
[2022-04-08 06:11:33.676667]Total energy: 37726240.26146818
[2022-04-08 06:12:22.348560]Total energy: 37784130.06703948
[2022-04-08 06:13:11.721332]Total energy: 37950874.817231596
[2022-04-08 06:14:00.881949]Total energy: 37928285.00786271
[2022-04-08 06:14:56.987479]Total energy: 37758369.482277624
[2022-04-08 06:16:02.859667]Total energy: 37797934.1346319
[2022-04-08 06:16:53.078519]Total energy: 37767966.038382456
[2022-04-08 06:17:42.367053]Total energy: 37879341.12100587
[2022-04-08 06:18:31.851166]Total energy: 37701447.18012316
[2022-04-08 06:19:28.057244]Total energy: 37915283.55983338
[2022-04-08 06:20:22.720697]Total energy: 37857926.68387433
[2022-04-08 06:21:21.523076]Total energy: 37778175.02774511
[2022-04-08 06:22:18.389010]Total energy: 37768336.28178348
[2022-04-08 06:24:02.413527]Total energy: 37753729.06316095
[2022-04-08 06:24:55.524202]Total energy: 37793099.09298028
[2022-04-08 06:25:51.990210]Total energy: 37829283.68125162
[2022-04-08 06:26:44.887377]Total energy: 37851801.87925589
[2022-04-08 06:27:38.062429]Total energy: 37776241.99949779
[2022-04-08 06:28:30.548487]Total energy: 37820523.25419068
[2022-04-08 06:29:24.113836]Total energy: 37797445.85035161
[2022-04-08 06:30:17.157301]Total energy: 37807382.915290475
[2022-04-08 06:31:10.935008]Total energy: 37814596.24659999
[2022-04-08 06:32:05.093354]Total energy: 37906866.846395046
[2022-04-08 06:32:59.552058]Total energy: 37755202.31964815
[2022-04-08 06:33:50.433947]Total energy: 37952294.06036473
[2022-04-08 06:34:41.470352]Total energy: 37707695.39213584
[2022-04-08 06:35:34.820301]Total energy: 37808583.456478134
[2022-04-08 06:36:24.924497]Total energy: 37842729.22064083
[2022-04-08 06:37:14.315678]Total energy: 37605067.55923878
[2022-04-08 06:38:04.267622]Total energy: 37848419.94543451
[2022-04-08 06:38:55.819422]Total energy: 37716921.20451541
[2022-04-08 06:39:44.823341]Total energy: 37718864.35411726
[2022-04-08 06:40:39.085989]Total energy: 37787400.65197672
[2022-04-08 06:41:29.540091]Total energy: 37874287.94944352
[2022-04-08 06:42:18.375915]Total energy: 37842223.36180768
[2022-04-08 06:43:07.811765]Total energy: 37873267.390256144
[2022-04-08 06:43:57.625425]Total energy: 37870061.16812763
[2022-04-08 06:44:48.556002]Total energy: 37811690.75246142
[2022-04-08 06:45:37.381464]Total energy: 37769565.01081369
[2022-04-08 06:46:25.934922]Total energy: 37823109.98727625
[2022-04-08 06:47:14.770893]Total energy: 37586649.89047409
[2022-04-08 06:48:06.596865]Total energy: 37666708.56763821
[2022-04-08 06:48:55.437465]Total energy: 37821237.90885126
[2022-04-08 06:49:45.566593]Total energy: 37849833.03727671
[2022-04-08 06:50:42.075107]Total energy: 37876747.9239064
[2022-04-08 06:51:36.483422]Total energy: 37875822.07336128
[2022-04-08 06:52:31.516038]Total energy: 37793115.94183368
[2022-04-08 06:53:26.686105]Total energy: 37853474.60969835
