initial: 114 - diverse_no_blind_seed
[2022-04-09 16:40:48.260809]Total energy: 18735006.83663785
[2022-04-09 16:42:16.252673]Total energy: 18765413.46290422
[2022-04-09 16:43:40.452806]Total energy: 18777667.268783756
[2022-04-09 16:45:05.019684]Total energy: 18717636.262230437
[2022-04-09 16:46:25.043276]Total energy: 18749741.720824692
[2022-04-09 16:47:44.392610]Total energy: 18802973.127927978
[2022-04-09 16:49:03.108173]Total energy: 18689271.218636688
[2022-04-09 16:50:22.162688]Total energy: 18823030.91649535
[2022-04-09 16:51:47.481272]Total energy: 18795888.981512014
[2022-04-09 16:53:07.340185]Total energy: 18741956.490338884
[2022-04-09 16:54:24.398209]Total energy: 18734839.98907479
[2022-04-09 16:55:42.535154]Total energy: 18788786.814716272
[2022-04-09 16:56:59.871011]Total energy: 18705976.152922012
[2022-04-09 16:58:17.911775]Total energy: 18827264.00082642
[2022-04-09 16:59:36.258400]Total energy: 18796405.28478279
[2022-04-09 17:01:00.093707]Total energy: 18719708.461408388
[2022-04-09 17:02:23.940763]Total energy: 18730887.40582547
[2022-04-09 17:03:43.928564]Total energy: 18744992.351371374
[2022-04-09 17:05:01.900252]Total energy: 18709368.303153586
[2022-04-09 17:06:21.794648]Total energy: 18741853.720656466
[2022-04-09 17:07:40.652760]Total energy: 18709205.518190354
[2022-04-09 17:08:58.510803]Total energy: 18729828.726520274
[2022-04-09 17:10:16.242820]Total energy: 18709715.624095745
[2022-04-09 17:11:39.013260]Total energy: 18730981.008518025
[2022-04-09 17:13:03.907050]Total energy: 18752626.529551167
[2022-04-09 17:14:24.958633]Total energy: 18782606.142197236
[2022-04-09 17:15:43.563794]Total energy: 18707853.138167042
[2022-04-09 17:17:02.436560]Total energy: 18681550.953736257
[2022-04-09 17:18:21.155561]Total energy: 18684737.750151716
[2022-04-09 17:19:40.303893]Total energy: 18702406.06934557
[2022-04-09 17:21:04.985700]Total energy: 18776957.79607387
[2022-04-09 17:22:36.852041]Total energy: 18722197.740352344
[2022-04-09 17:23:58.609108]Total energy: 18740490.418151874
[2022-04-09 17:25:16.500279]Total energy: 18718804.553237725
[2022-04-09 17:26:35.171927]Total energy: 18692025.85273276
[2022-04-09 17:27:53.342909]Total energy: 18761289.90087297
[2022-04-09 17:29:11.427917]Total energy: 18770492.48664271
[2022-04-09 17:30:47.867274]Total energy: 18681540.42736782
[2022-04-09 17:32:14.964613]Total energy: 18707546.91613952
[2022-04-09 17:33:41.419631]Total energy: 18700555.680618044
[2022-04-09 17:34:59.999044]Total energy: 18714907.09781599
[2022-04-09 17:36:19.671925]Total energy: 18719024.088205792
[2022-04-09 17:37:37.989625]Total energy: 18658345.23797927
[2022-04-09 17:38:56.796823]Total energy: 18770863.05374362
[2022-04-09 17:40:14.641324]Total energy: 18709130.978021067
[2022-04-09 17:41:51.609169]Total energy: 18679314.355329394
[2022-04-09 17:43:14.385688]Total energy: 18675796.2682834
[2022-04-09 17:44:34.177081]Total energy: 18807953.477948446
[2022-04-09 17:45:54.757241]Total energy: 18711790.946025155
[2022-04-09 17:47:18.145459]Total energy: 18750472.427146394
[2022-04-09 17:48:36.852837]Total energy: 18757543.439810015
[2022-04-09 17:49:58.045229]Total energy: 18711083.975037836
[2022-04-09 17:51:33.950200]Total energy: 18729144.33404822
[2022-04-09 17:53:13.187061]Total energy: 18809763.017790467
[2022-04-09 17:54:38.787779]Total energy: 18764492.892386712
[2022-04-09 17:55:57.394279]Total energy: 18750536.965336137
[2022-04-09 17:57:15.276804]Total energy: 18722592.152378332
[2022-04-09 17:58:33.006909]Total energy: 18824863.74507831
[2022-04-09 17:59:53.070077]Total energy: 18782213.506031476
[2022-04-09 18:01:29.549150]Total energy: 18734965.493616514
[2022-04-09 18:02:58.888241]Total energy: 18753224.069193035
[2022-04-09 18:04:16.901618]Total energy: 18729791.157460093
[2022-04-09 18:05:35.409768]Total energy: 18746565.571317255
[2022-04-09 18:06:53.716951]Total energy: 18733186.15476408
[2022-04-09 18:08:12.591475]Total energy: 18697045.949938428
[2022-04-09 18:09:31.199014]Total energy: 18714719.694660172
[2022-04-09 18:10:59.383285]Total energy: 18706356.409245417
[2022-04-09 18:12:20.537304]Total energy: 18730283.26900455
[2022-04-09 18:13:39.019044]Total energy: 18757633.9433474
[2022-04-09 18:14:57.575319]Total energy: 18712013.134563617
[2022-04-09 18:16:17.091913]Total energy: 18689393.405483253
[2022-04-09 18:17:36.050845]Total energy: 18721806.88511854
[2022-04-09 18:18:54.779479]Total energy: 18762483.755550597
[2022-04-09 18:20:12.564783]Total energy: 18693701.902172934
[2022-04-09 18:21:51.112900]Total energy: 18691452.970741373
[2022-04-09 18:23:24.012585]Total energy: 18742347.25500126
[2022-04-09 18:24:44.931964]Total energy: 18690471.011246823
[2022-04-09 18:26:03.421889]Total energy: 18714658.344333388
[2022-04-09 18:27:23.744634]Total energy: 18722011.827329606
[2022-04-09 18:28:42.061911]Total energy: 18732636.714251466
[2022-04-09 18:30:11.252888]Total energy: 18734340.94915819
[2022-04-09 18:31:52.171130]Total energy: 18723865.05058656
[2022-04-09 18:33:22.577113]Total energy: 18708554.902444996
[2022-04-09 18:34:45.037308]Total energy: 18721566.54424161
[2022-04-09 18:36:03.458235]Total energy: 18717162.204609506
[2022-04-09 18:37:21.303295]Total energy: 18708803.580426726
[2022-04-09 18:38:40.776172]Total energy: 18679436.768971886
[2022-04-09 18:39:58.851610]Total energy: 18723780.08180689
[2022-04-09 18:41:30.853809]Total energy: 18751411.90678366
[2022-04-09 18:42:53.714938]Total energy: 18698531.14326819
[2022-04-09 18:44:12.316835]Total energy: 18716520.12385916
[2022-04-09 18:45:30.190225]Total energy: 18689974.203311812
[2022-04-09 18:46:49.718299]Total energy: 18650685.187366374
[2022-04-09 18:48:09.918972]Total energy: 18643059.026279863
[2022-04-09 18:49:27.369364]Total energy: 18663522.208283294
[2022-04-09 18:51:23.157751]Total energy: 18613390.23169472
[2022-04-09 18:53:08.396463]Total energy: 18672535.495903995
[2022-04-09 18:54:28.388010]Total energy: 18666479.528887622
[2022-04-09 18:55:46.141369]Total energy: 18622437.010663386
[2022-04-09 18:57:05.094375]Total energy: 18637905.585019846
[2022-04-09 18:58:22.600884]Total energy: 18647506.937735867
[2022-04-09 18:59:41.247798]Total energy: 18612665.134655073
[2022-04-09 19:01:28.270991]Total energy: 18641531.0919518
[2022-04-09 19:03:01.776163]Total energy: 18637558.870460294
[2022-04-09 19:04:29.978957]Total energy: 18651591.691084836
[2022-04-09 19:05:50.631524]Total energy: 18627683.183806922
[2022-04-09 19:07:10.569844]Total energy: 18653730.010830283
[2022-04-09 19:08:28.935591]Total energy: 18602439.929902196
[2022-04-09 19:09:46.917477]Total energy: 18666402.517052516
[2022-04-09 19:11:28.848651]Total energy: 18723684.942851767
[2022-04-09 19:12:56.555778]Total energy: 18644410.65208449
[2022-04-09 19:14:21.753971]Total energy: 18615203.56376884
[2022-04-09 19:15:41.896011]Total energy: 18710241.294298135
[2022-04-09 19:17:52.811536]Total energy: 18687806.050606385
[2022-04-09 19:20:14.313216]Total energy: 18638681.577509675
[2022-04-09 19:21:46.727070]Total energy: 18650672.565965552
[2022-04-09 19:23:07.312699]Total energy: 18656551.187430702
[2022-04-09 19:24:25.484999]Total energy: 18636048.20632967
[2022-04-09 19:25:44.168762]Total energy: 18654236.616325397
[2022-04-09 19:27:02.054717]Total energy: 18680141.09037372
[2022-04-09 19:28:20.098844]Total energy: 18656729.157855865
[2022-04-09 19:29:38.938360]Total energy: 18603340.960753303
[2022-04-09 19:31:19.202160]Total energy: 18687103.129509665
[2022-04-09 19:32:52.530625]Total energy: 18670967.061528888
[2022-04-09 19:34:23.106059]Total energy: 18639057.75920366
[2022-04-09 19:35:43.765612]Total energy: 18636244.6937365
[2022-04-09 19:37:01.598650]Total energy: 18632260.18870787
[2022-04-09 19:38:21.049053]Total energy: 18630034.927125834
[2022-04-09 19:39:38.510038]Total energy: 18678480.05508322
[2022-04-09 19:41:01.983565]Total energy: 18598371.901539616
[2022-04-09 19:42:22.192006]Total energy: 18695277.014286377
[2022-04-09 19:43:41.673532]Total energy: 18737184.608964268
[2022-04-09 19:45:00.607592]Total energy: 18676994.654917806
[2022-04-09 19:46:19.043881]Total energy: 18716762.394236855
[2022-04-09 19:47:35.852781]Total energy: 18718336.302820202
[2022-04-09 19:48:53.734043]Total energy: 18693466.472342063
[2022-04-09 19:50:12.774079]Total energy: 18670973.81762223
[2022-04-09 19:51:53.003766]Total energy: 18702225.741604082
[2022-04-09 19:53:24.547043]Total energy: 18652776.69189674
[2022-04-09 19:54:49.911813]Total energy: 18707928.426790085
[2022-04-09 19:56:09.040096]Total energy: 18782271.735788
[2022-04-09 19:57:26.522263]Total energy: 18737387.159013674
[2022-04-09 19:58:44.173640]Total energy: 18730376.522463046
[2022-04-09 20:00:05.548641]Total energy: 18697762.654932704
[2022-04-09 20:01:31.871313]Total energy: 18670078.481046166
[2022-04-09 20:02:51.516257]Total energy: 18675089.772361644
[2022-04-09 20:04:09.281881]Total energy: 18707474.875843633
[2022-04-09 20:05:27.521755]Total energy: 18646242.892071772
[2022-04-09 20:06:44.748407]Total energy: 18695422.199244276
[2022-04-09 20:08:03.739517]Total energy: 18660366.301878374
[2022-04-09 20:09:23.753846]Total energy: 18701291.718736105
[2022-04-09 20:11:18.674516]Total energy: 18766650.12032207
[2022-04-09 20:13:10.677375]Total energy: 18664209.874357793
[2022-04-09 20:14:42.841634]Total energy: 18693897.2220722
[2022-04-09 20:16:14.759407]Total energy: 18658522.02892354
[2022-04-09 20:17:37.798251]Total energy: 18656181.382232714
[2022-04-09 20:18:57.718681]Total energy: 18687449.02240636
[2022-04-09 20:20:16.184393]Total energy: 18717543.438759692
[2022-04-09 20:21:56.890969]Total energy: 18647322.31089903
[2022-04-09 20:23:21.259476]Total energy: 18696367.32747769
[2022-04-09 20:24:38.766349]Total energy: 18651687.276286855
[2022-04-09 20:25:57.263198]Total energy: 18670283.978660997
[2022-04-09 20:27:15.505611]Total energy: 18645344.49768518
[2022-04-09 20:28:33.983932]Total energy: 18599808.00309922
[2022-04-09 20:29:52.424007]Total energy: 18717784.097801037
[2022-04-09 20:31:22.019425]Total energy: 18679437.08908048
[2022-04-09 20:32:42.652131]Total energy: 18666571.779407687
[2022-04-09 20:34:07.323602]Total energy: 18645344.640120775
[2022-04-09 20:35:25.254303]Total energy: 18627722.390838284
[2022-04-09 20:36:44.254528]Total energy: 18656345.449284136
[2022-04-09 20:38:02.356840]Total energy: 18700914.78533743
[2022-04-09 20:39:21.418034]Total energy: 18627282.50189985
[2022-04-09 20:40:50.732230]Total energy: 18568981.696101967
[2022-04-09 20:42:30.503351]Total energy: 18629551.183637742
[2022-04-09 20:43:58.899984]Total energy: 18651011.01866758
[2022-04-09 20:45:26.698596]Total energy: 18597908.53252798
[2022-04-09 20:46:46.523170]Total energy: 18618114.832423683
[2022-04-09 20:48:05.152582]Total energy: 18670159.554801423
[2022-04-09 20:49:23.612862]Total energy: 18667825.650554847
[2022-04-09 20:50:46.136027]Total energy: 18611775.16007217
[2022-04-09 20:52:17.342403]Total energy: 18678359.0621224
[2022-04-09 20:53:45.123237]Total energy: 18702288.554267798
[2022-04-09 20:55:04.368638]Total energy: 18682726.991818327
[2022-04-09 20:56:22.430868]Total energy: 18609138.979102325
[2022-04-09 20:57:40.696751]Total energy: 18655016.975438666
[2022-04-09 20:58:59.992895]Total energy: 18675122.585947156
[2022-04-09 21:00:33.885210]Total energy: 18637597.80690982
[2022-04-09 21:02:10.640583]Total energy: 18650618.761276174
[2022-04-09 21:03:38.690142]Total energy: 18669686.58656251
[2022-04-09 21:05:07.037333]Total energy: 18646869.612659477
[2022-04-09 21:06:37.715123]Total energy: 18602133.646148864
[2022-04-09 21:08:13.503433]Total energy: 18635225.643174943
[2022-04-09 21:09:45.959432]Total energy: 18655597.16109455
[2022-04-09 21:11:14.363037]Total energy: 18633659.740475334
[2022-04-09 21:12:32.883039]Total energy: 18658780.51089653
[2022-04-09 21:13:51.157285]Total energy: 18646932.11895548
[2022-04-09 21:15:09.706917]Total energy: 18634055.11978561
[2022-04-09 21:16:29.492649]Total energy: 18624083.88492872
[2022-04-09 21:17:48.158357]Total energy: 18570420.03661672
[2022-04-09 21:19:06.820885]Total energy: 18648332.592848253
[2022-04-09 21:20:52.820779]Total energy: 18626499.580789343
[2022-04-09 21:22:23.679094]Total energy: 18649486.587329745
[2022-04-09 21:23:50.305330]Total energy: 18658793.8348516
[2022-04-09 21:25:09.769265]Total energy: 18632744.071135376
[2022-04-09 21:26:28.009525]Total energy: 18671517.559772424
[2022-04-09 21:27:46.576283]Total energy: 18735519.36599698
[2022-04-09 21:29:04.175291]Total energy: 18631735.31853631
[2022-04-09 21:30:26.339791]Total energy: 18617264.44857692
[2022-04-09 21:32:09.184812]Total energy: 18728789.11317572
[2022-04-09 21:33:41.011530]Total energy: 18633908.744450256
[2022-04-09 21:35:10.480238]Total energy: 18724031.199439026
[2022-04-09 21:36:36.120496]Total energy: 18653005.851864234
[2022-04-09 21:37:57.324108]Total energy: 18690302.642459
[2022-04-09 21:39:15.856623]Total energy: 18716301.876209296
[2022-04-09 21:41:02.332337]Total energy: 18685758.70934296
[2022-04-09 21:42:31.545694]Total energy: 18680578.607984222
[2022-04-09 21:44:02.838276]Total energy: 18679022.29151242
[2022-04-09 21:45:23.726982]Total energy: 18610665.935978916
[2022-04-09 21:46:41.621985]Total energy: 18634141.979949202
[2022-04-09 21:47:59.667921]Total energy: 18718943.610259455
[2022-04-09 21:49:17.303448]Total energy: 18697220.832905818
[2022-04-09 21:51:06.528112]Total energy: 18655282.64901791
[2022-04-09 21:52:48.023527]Total energy: 18647716.276981533
[2022-04-09 21:54:13.092138]Total energy: 18697469.472392134
[2022-04-09 21:55:31.318274]Total energy: 18636433.541332368
[2022-04-09 21:56:51.280190]Total energy: 18653740.044291053
[2022-04-09 21:58:09.063824]Total energy: 18682157.58994622
[2022-04-09 21:59:26.679655]Total energy: 18719931.317187384
[2022-04-09 22:00:52.605194]Total energy: 18699931.319310278
[2022-04-09 22:02:18.455365]Total energy: 18599707.34896359
[2022-04-09 22:03:48.764763]Total energy: 18624260.192795563
[2022-04-09 22:05:18.571562]Total energy: 18653643.326326523
[2022-04-09 22:06:50.383638]Total energy: 18704632.998168655
[2022-04-09 22:08:10.328353]Total energy: 18619721.430858266
[2022-04-09 22:09:28.384163]Total energy: 18685107.03042454
[2022-04-09 22:11:09.623221]Total energy: 18722995.732860766
[2022-04-09 22:12:43.141119]Total energy: 18632651.56425307
[2022-04-09 22:14:16.766670]Total energy: 18707354.506632183
[2022-04-09 22:15:41.535428]Total energy: 18655811.91684005
[2022-04-09 22:17:00.598786]Total energy: 18632459.818760827
[2022-04-09 22:18:22.659879]Total energy: 18641255.587365124
[2022-04-09 22:19:39.827817]Total energy: 18640990.654598687
[2022-04-09 22:21:27.739782]Total energy: 18663743.148825064
[2022-04-09 22:23:01.148257]Total energy: 18652432.86025096
[2022-04-09 22:24:24.339822]Total energy: 18659805.243196484
[2022-04-09 22:25:43.205126]Total energy: 18676296.054610524
[2022-04-09 22:27:03.186608]Total energy: 18618096.997424114
[2022-04-09 22:28:23.814122]Total energy: 18692046.36036144
[2022-04-09 22:29:42.704962]Total energy: 18583342.30458618
[2022-04-09 22:31:25.007171]Total energy: 18689033.16049996
[2022-04-09 22:32:59.895892]Total energy: 18654860.461203977
[2022-04-09 22:34:18.277912]Total energy: 18650214.06834139
[2022-04-09 22:35:37.253431]Total energy: 18667155.17512724
[2022-04-09 22:36:56.592369]Total energy: 18634692.74388772
[2022-04-09 22:38:15.889656]Total energy: 18658311.21892133
[2022-04-09 22:39:35.278604]Total energy: 18613036.533856742
[2022-04-09 22:41:17.290104]Total energy: 18641269.23653045
[2022-04-09 22:42:52.855871]Total energy: 18645542.90224636
[2022-04-09 22:44:14.426490]Total energy: 18582387.854743794
[2022-04-09 22:45:32.830870]Total energy: 18658963.36939475
[2022-04-09 22:46:51.357104]Total energy: 18599337.76938681
[2022-04-09 22:48:11.324018]Total energy: 18631675.067023624
[2022-04-09 22:49:29.709651]Total energy: 18608629.31452099
[2022-04-09 22:50:58.989354]Total energy: 18631060.499322742
[2022-04-09 22:52:19.226847]Total energy: 18589403.18163359
[2022-04-09 22:53:37.775250]Total energy: 18572827.29189109
[2022-04-09 22:54:55.950211]Total energy: 18647557.356823884
[2022-04-09 22:56:18.010999]Total energy: 18596444.917225022
[2022-04-09 22:57:36.707363]Total energy: 18640115.298301086
[2022-04-09 22:58:54.909972]Total energy: 18604039.067756806
[2022-04-09 23:00:13.053505]Total energy: 18630215.849034335
[2022-04-09 23:01:41.413028]Total energy: 18588124.09044881
[2022-04-09 23:03:10.293838]Total energy: 18593517.404362213
[2022-04-09 23:04:38.262121]Total energy: 18616440.027338088
[2022-04-09 23:06:07.771771]Total energy: 18607859.389776126
[2022-04-09 23:07:28.118751]Total energy: 18646859.1542341
[2022-04-09 23:08:47.165191]Total energy: 18660074.50168944
[2022-04-09 23:10:08.787718]Total energy: 18662614.425317608
[2022-04-09 23:11:28.486919]Total energy: 18593742.74091474
[2022-04-09 23:12:46.662159]Total energy: 18570262.827876173
[2022-04-09 23:14:06.592661]Total energy: 18595007.08990306
[2022-04-09 23:15:27.483451]Total energy: 18592529.345589474
[2022-04-09 23:16:45.491924]Total energy: 18628589.91360777
[2022-04-09 23:18:05.317797]Total energy: 18620583.474403653
[2022-04-09 23:19:23.949313]Total energy: 18669862.573167548
[2022-04-09 23:20:59.382319]Total energy: 18644342.35524431
[2022-04-09 23:22:26.064975]Total energy: 18592344.800096564
[2022-04-09 23:23:52.014754]Total energy: 18612487.23255306
[2022-04-09 23:25:15.891528]Total energy: 18606812.02756248
[2022-04-09 23:26:35.463066]Total energy: 18645396.50893696
[2022-04-09 23:27:54.607313]Total energy: 18624019.663082425
[2022-04-09 23:29:13.083896]Total energy: 18601482.961989697
[2022-04-09 23:31:01.329405]Total energy: 18591267.392045148
[2022-04-09 23:32:44.224588]Total energy: 18634005.572320808
[2022-04-09 23:34:15.626594]Total energy: 18660450.637959696
[2022-04-09 23:35:45.151281]Total energy: 18649697.094789058
[2022-04-09 23:37:20.658702]Total energy: 18621617.15101514
[2022-04-09 23:38:58.866846]Total energy: 18620746.309277505
[2022-04-09 23:40:22.760265]Total energy: 18622262.35087855
[2022-04-09 23:41:41.892918]Total energy: 18639244.777703602
[2022-04-09 23:43:00.158033]Total energy: 18619884.888216756
[2022-04-09 23:44:18.250922]Total energy: 18639034.29897581
[2022-04-09 23:45:37.618340]Total energy: 18665294.456408497
[2022-04-09 23:46:55.360057]Total energy: 18592282.564337425
[2022-04-09 23:48:12.919717]Total energy: 18691623.37443755
[2022-04-09 23:49:30.128365]Total energy: 18655566.766633626
[2022-04-09 23:50:53.448918]Total energy: 18651160.557582572
[2022-04-09 23:52:21.527762]Total energy: 18673331.936673824
[2022-04-09 23:53:52.938149]Total energy: 18646692.93139051
[2022-04-09 23:55:19.922988]Total energy: 18656508.49705542
[2022-04-09 23:56:39.253315]Total energy: 18634429.105839927
[2022-04-09 23:57:59.251365]Total energy: 18608208.89996035
[2022-04-09 23:59:17.123296]Total energy: 18583485.68462898
[2022-04-10 00:00:38.220640]Total energy: 18639896.6612631
[2022-04-10 00:02:05.260370]Total energy: 18661125.156335726
[2022-04-10 00:03:35.415066]Total energy: 18642806.74113742
[2022-04-10 00:05:04.834876]Total energy: 18612891.81244324
[2022-04-10 00:06:26.216979]Total energy: 18635073.15524463
[2022-04-10 00:07:44.450478]Total energy: 18644540.321885608
[2022-04-10 00:09:01.701560]Total energy: 18593036.501006175
[2022-04-10 00:10:21.920454]Total energy: 18580847.003372133
[2022-04-10 00:12:05.956200]Total energy: 18700337.020339068
[2022-04-10 00:13:37.585077]Total energy: 18621174.580591287
[2022-04-10 00:15:02.003349]Total energy: 18681633.690696385
[2022-04-10 00:16:19.531463]Total energy: 18672632.006383188
[2022-04-10 00:17:37.642114]Total energy: 18634815.12656106
[2022-04-10 00:18:56.541142]Total energy: 18599216.89638221
[2022-04-10 00:20:15.404275]Total energy: 18600526.115803637
[2022-04-10 00:21:49.265847]Total energy: 18618998.590317294
[2022-04-10 00:23:19.678358]Total energy: 18683863.040092736
[2022-04-10 00:24:46.732749]Total energy: 18609259.54995298
[2022-04-10 00:26:09.612892]Total energy: 18637914.03475973
[2022-04-10 00:27:27.485263]Total energy: 18659612.964661706
[2022-04-10 00:28:45.228206]Total energy: 18614634.0822455
[2022-04-10 00:30:05.653305]Total energy: 18686249.009899307
[2022-04-10 00:31:23.574319]Total energy: 18631387.67748644
[2022-04-10 00:32:41.026571]Total energy: 18604140.799103513
[2022-04-10 00:33:59.243644]Total energy: 18608393.40370692
[2022-04-10 00:35:20.089254]Total energy: 18608062.656494588
[2022-04-10 00:36:39.691069]Total energy: 18618905.15364454
[2022-04-10 00:37:57.406379]Total energy: 18627700.461509798
[2022-04-10 00:39:16.226834]Total energy: 18601407.825188015
[2022-04-10 00:41:03.124099]Total energy: 18640243.975203875
[2022-04-10 00:42:33.208344]Total energy: 18633786.21588412
[2022-04-10 00:44:02.764015]Total energy: 18649248.880510457
[2022-04-10 00:45:23.414976]Total energy: 18617895.905913904
[2022-04-10 00:46:41.072373]Total energy: 18626958.84238892
[2022-04-10 00:48:01.466175]Total energy: 18655217.099169217
[2022-04-10 00:49:19.343352]Total energy: 18582740.171759658
[2022-04-10 00:51:07.365417]Total energy: 18618536.836151686
[2022-04-10 00:52:37.162538]Total energy: 18612876.784297045
[2022-04-10 00:54:04.445214]Total energy: 18663573.405004036
[2022-04-10 00:55:36.596196]Total energy: 18632597.31805617
[2022-04-10 00:57:01.950810]Total energy: 18551608.539472256
[2022-04-10 00:58:31.215053]Total energy: 18715442.623102576
[2022-04-10 00:59:52.324802]Total energy: 18679511.300900225
[2022-04-10 01:01:10.256317]Total energy: 18611122.21305872
[2022-04-10 01:02:29.253201]Total energy: 18635289.0736225
[2022-04-10 01:03:47.514935]Total energy: 18655958.573575575
[2022-04-10 01:05:06.089285]Total energy: 18619671.878408298
[2022-04-10 01:06:24.536803]Total energy: 18626251.791253526
[2022-04-10 01:07:42.173988]Total energy: 18643175.452929717
[2022-04-10 01:08:59.964089]Total energy: 18670884.389477868
[2022-04-10 01:10:19.692287]Total energy: 18592054.729132675
[2022-04-10 01:11:55.145305]Total energy: 18650487.59420268
[2022-04-10 01:13:35.906990]Total energy: 18594717.18750243
[2022-04-10 01:15:06.935020]Total energy: 18649172.08884904
[2022-04-10 01:16:27.825475]Total energy: 18630620.285054963
[2022-04-10 01:17:45.500751]Total energy: 18676275.239777654
[2022-04-10 01:19:06.982982]Total energy: 18669613.60210735
[2022-04-10 01:20:25.495457]Total energy: 18685192.096290283
[2022-04-10 01:21:43.327351]Total energy: 18661390.57198255
[2022-04-10 01:23:01.103563]Total energy: 18622988.445324805
[2022-04-10 01:24:18.809775]Total energy: 18656467.99484665
[2022-04-10 01:25:37.261175]Total energy: 18678180.81176045
[2022-04-10 01:26:55.935366]Total energy: 18671780.52704548
[2022-04-10 01:28:14.075325]Total energy: 18672995.20811613
[2022-04-10 01:29:34.376816]Total energy: 18706722.393517137
[2022-04-10 01:31:12.102065]Total energy: 18662166.23203972
[2022-04-10 01:32:52.870565]Total energy: 18685605.214562304
[2022-04-10 01:34:17.323063]Total energy: 18663078.278550033
[2022-04-10 01:35:35.439451]Total energy: 18666048.589860328
[2022-04-10 01:36:53.180788]Total energy: 18618117.705993894
[2022-04-10 01:38:15.822242]Total energy: 18657868.670101974
[2022-04-10 01:39:34.659820]Total energy: 18664178.98018252
[2022-04-10 01:41:20.769485]Total energy: 18621075.222276423
[2022-04-10 01:43:06.003569]Total energy: 18656301.677540146
[2022-04-10 01:44:25.611329]Total energy: 18602293.62106913
[2022-04-10 01:45:44.499540]Total energy: 18645378.570931472
[2022-04-10 01:47:05.923885]Total energy: 18628909.74348931
[2022-04-10 01:48:25.367117]Total energy: 18651006.753824748
[2022-04-10 01:49:43.231672]Total energy: 18586624.51281821
[2022-04-10 01:51:00.487257]Total energy: 18696612.811097797
[2022-04-10 01:52:18.606366]Total energy: 18674571.160474848
[2022-04-10 01:53:38.323497]Total energy: 18645598.17531765
[2022-04-10 01:54:57.882820]Total energy: 18648971.788231738
[2022-04-10 01:56:18.278076]Total energy: 18693932.0764496
[2022-04-10 01:57:35.932233]Total energy: 18689408.296265084
[2022-04-10 01:58:54.146187]Total energy: 18693082.194712657
[2022-04-10 02:00:12.991043]Total energy: 18654645.17862348
[2022-04-10 02:01:53.271969]Total energy: 18637779.657883096
[2022-04-10 02:03:25.508152]Total energy: 18669538.430440363
[2022-04-10 02:04:54.874165]Total energy: 18650958.25061914
[2022-04-10 02:06:23.829199]Total energy: 18663088.08969
[2022-04-10 02:07:45.622340]Total energy: 18641713.78638624
[2022-04-10 02:09:05.422042]Total energy: 18644796.44046552
[2022-04-10 02:10:23.347872]Total energy: 18622296.792471312
[2022-04-10 02:11:43.128205]Total energy: 18644902.094448213
