initial: all - diverse_no_blind_all
[2022-04-12 09:11:05.441013]Total energy: 16668210.84317298
[2022-04-12 09:12:36.976669]Total energy: 16677738.798216157
[2022-04-12 09:14:01.168909]Total energy: 16671568.774693735
[2022-04-12 09:15:22.230466]Total energy: 16671601.422216931
[2022-04-12 09:16:45.108590]Total energy: 16663256.027559387
[2022-04-12 09:18:07.385054]Total energy: 16677340.18904612
[2022-04-12 09:19:31.713301]Total energy: 16659633.090327146
[2022-04-12 09:21:00.444291]Total energy: 16669713.822116565
[2022-04-12 09:22:37.317155]Total energy: 16667390.75884355
[2022-04-12 09:23:58.883262]Total energy: 16655082.800025973
[2022-04-12 09:25:20.618501]Total energy: 16662961.826432254
[2022-04-12 09:26:41.750895]Total energy: 16665917.014982674
[2022-04-12 09:28:02.174675]Total energy: 16677340.47857042
[2022-04-12 09:29:23.283167]Total energy: 16659673.876717856
[2022-04-12 09:31:02.480794]Total energy: 16676786.541411277
[2022-04-12 09:32:28.213429]Total energy: 16664448.413866194
[2022-04-12 09:33:48.076674]Total energy: 16663686.025085457
[2022-04-12 09:35:11.323294]Total energy: 16654815.202292915
[2022-04-12 09:36:31.618969]Total energy: 16690472.730111249
[2022-04-12 09:37:51.124803]Total energy: 16674431.83928229
[2022-04-12 09:39:09.790905]Total energy: 16662977.868980387
[2022-04-12 09:40:52.345252]Total energy: 16670024.357731646
[2022-04-12 09:42:21.842034]Total energy: 16664936.429987129
[2022-04-12 09:43:41.254547]Total energy: 16676727.28188864
[2022-04-12 09:45:00.953591]Total energy: 16645627.305474613
[2022-04-12 09:46:22.806523]Total energy: 16647623.825426409
[2022-04-12 09:47:43.916997]Total energy: 16651790.329760687
[2022-04-12 09:49:05.923948]Total energy: 16679850.694112314
[2022-04-12 09:50:46.389947]Total energy: 16661707.694845244
[2022-04-12 09:52:33.501144]Total energy: 16660328.21846238
[2022-04-12 09:53:59.376335]Total energy: 16680275.988959275
[2022-04-12 09:55:19.578689]Total energy: 16656303.782210486
[2022-04-12 09:56:40.232085]Total energy: 16674183.812284706
[2022-04-12 09:58:02.058942]Total energy: 16676482.376876393
[2022-04-12 09:59:23.473252]Total energy: 16670263.99198585
[2022-04-12 10:01:04.022069]Total energy: 16675776.34391981
[2022-04-12 10:02:33.629343]Total energy: 16657901.592332127
[2022-04-12 10:03:54.280239]Total energy: 16666179.117390236
[2022-04-12 10:05:17.983126]Total energy: 16675164.479002815
[2022-04-12 10:06:38.413676]Total energy: 16670298.407378796
[2022-04-12 10:07:58.659022]Total energy: 16674527.574853113
[2022-04-12 10:09:19.619496]Total energy: 16662484.414806351
[2022-04-12 10:10:50.425081]Total energy: 16675859.120455438
[2022-04-12 10:12:17.946639]Total energy: 16676180.007826705
[2022-04-12 10:13:39.183752]Total energy: 16671905.163401898
[2022-04-12 10:14:59.188122]Total energy: 16692234.280058123
[2022-04-12 10:16:14.916679]Total energy: 16664653.590409959
[2022-04-12 10:17:30.083889]Total energy: 16672192.039442258
[2022-04-12 10:18:50.674813]Total energy: 16666909.227726256
[2022-04-12 10:20:11.278499]Total energy: 16668088.25951559
[2022-04-12 10:21:31.334699]Total energy: 16654922.836278599
[2022-04-12 10:22:49.876030]Total energy: 16663507.710674418
[2022-04-12 10:24:12.896541]Total energy: 16663703.46705776
[2022-04-12 10:25:35.637458]Total energy: 16662357.687605072
[2022-04-12 10:26:56.599625]Total energy: 16684656.394728048
[2022-04-12 10:28:19.921136]Total energy: 16667562.209334454
[2022-04-12 10:29:39.864911]Total energy: 16660819.552429318
[2022-04-12 10:31:03.034309]Total energy: 16689694.930263737
[2022-04-12 10:32:23.714188]Total energy: 16662758.382033609
[2022-04-12 10:33:44.983883]Total energy: 16650093.395733008
[2022-04-12 10:35:04.484463]Total energy: 16691814.758524764
[2022-04-12 10:36:25.409744]Total energy: 16660609.138253517
[2022-04-12 10:37:44.860841]Total energy: 16692163.234904602
[2022-04-12 10:39:03.526861]Total energy: 16661667.351671446
[2022-04-12 10:40:34.714762]Total energy: 16672585.921444016
[2022-04-12 10:41:59.624758]Total energy: 16687143.679092657
[2022-04-12 10:43:19.923584]Total energy: 16663355.058018345
[2022-04-12 10:44:39.279692]Total energy: 16674600.806760747
[2022-04-12 10:46:01.393053]Total energy: 16662652.280487463
[2022-04-12 10:47:22.733501]Total energy: 16679454.460023733
[2022-04-12 10:48:44.940896]Total energy: 16657024.408259774
[2022-04-12 10:50:06.940545]Total energy: 16683453.363859456
[2022-04-12 10:51:34.371998]Total energy: 16668221.583050126
[2022-04-12 10:52:59.077518]Total energy: 16657782.894682758
[2022-04-12 10:54:24.891298]Total energy: 16670561.034880217
[2022-04-12 10:55:45.608470]Total energy: 16674750.861491403
[2022-04-12 10:57:06.888190]Total energy: 16662919.149620041
[2022-04-12 10:58:28.148644]Total energy: 16670543.639092147
[2022-04-12 10:59:46.906547]Total energy: 16670387.582128787
[2022-04-12 11:01:13.018014]Total energy: 16671670.713019809
[2022-04-12 11:02:34.632551]Total energy: 16670328.95986462
[2022-04-12 11:03:55.551253]Total energy: 16675897.981253969
[2022-04-12 11:05:13.831584]Total energy: 16677906.087283473
[2022-04-12 11:06:32.936332]Total energy: 16678942.820055403
[2022-04-12 11:07:58.890029]Total energy: 16647830.046921404
[2022-04-12 11:09:21.084575]Total energy: 16656715.222976288
[2022-04-12 11:10:57.453476]Total energy: 16657029.894392278
[2022-04-12 11:12:18.638620]Total energy: 16673141.787909517
[2022-04-12 11:13:40.550614]Total energy: 16672029.577565247
[2022-04-12 11:15:00.558306]Total energy: 16659507.817644116
[2022-04-12 11:16:21.409376]Total energy: 16679406.632447572
[2022-04-12 11:17:41.882263]Total energy: 16677754.52989698
[2022-04-12 11:19:01.767782]Total energy: 16673489.385215452
[2022-04-12 11:20:24.820091]Total energy: 16666967.332660427
[2022-04-12 11:22:10.911918]Total energy: 16674119.347912364
[2022-04-12 11:23:41.362749]Total energy: 16676877.112181265
[2022-04-12 11:25:03.240291]Total energy: 16673867.368795048
[2022-04-12 11:26:21.884845]Total energy: 16663035.930647155
[2022-04-12 11:27:41.752764]Total energy: 16689253.338505093
[2022-04-12 11:29:00.578552]Total energy: 16665586.126259426
[2022-04-12 11:30:20.383947]Total energy: 16667527.855649414
[2022-04-12 11:31:58.240532]Total energy: 16674370.967645284
[2022-04-12 11:33:20.800589]Total energy: 16672926.570214793
[2022-04-12 11:34:41.180870]Total energy: 16677890.004861463
[2022-04-12 11:36:01.365845]Total energy: 16683611.906517575
[2022-04-12 11:37:21.198707]Total energy: 16648448.074666023
[2022-04-12 11:38:42.719126]Total energy: 16677282.470890803
[2022-04-12 11:40:03.202693]Total energy: 16677359.340301692
[2022-04-12 11:41:31.711846]Total energy: 16658685.66762073
[2022-04-12 11:42:56.106261]Total energy: 16666847.373109443
[2022-04-12 11:44:18.000392]Total energy: 16660843.407510282
[2022-04-12 11:45:38.353187]Total energy: 16663638.84018303
[2022-04-12 11:46:59.484812]Total energy: 16663150.188528102
[2022-04-12 11:48:19.209296]Total energy: 16655206.680705657
[2022-04-12 11:49:42.774182]Total energy: 16681812.787338983
[2022-04-12 11:51:06.307325]Total energy: 16670728.658185309
[2022-04-12 11:52:41.405488]Total energy: 16676456.168306522
[2022-04-12 11:54:08.603144]Total energy: 16673321.248967297
[2022-04-12 11:55:29.563016]Total energy: 16671565.283384245
[2022-04-12 11:56:50.535651]Total energy: 16662133.05708514
[2022-04-12 11:58:14.794046]Total energy: 16674004.888392774
[2022-04-12 11:59:38.935755]Total energy: 16665338.62919285
[2022-04-12 12:01:07.576880]Total energy: 16676210.938916288
[2022-04-12 12:02:47.102156]Total energy: 16670696.074058225
[2022-04-12 12:04:07.035776]Total energy: 16668291.225748243
[2022-04-12 12:05:26.919263]Total energy: 16684270.695944706
[2022-04-12 12:06:47.360806]Total energy: 16667839.000998711
[2022-04-12 12:08:06.093295]Total energy: 16666984.519142779
[2022-04-12 12:09:28.709145]Total energy: 16677026.863022795
[2022-04-12 12:11:00.284578]Total energy: 16674235.531974567
[2022-04-12 12:12:19.930220]Total energy: 16682313.999217898
[2022-04-12 12:13:40.539288]Total energy: 16675290.162881523
[2022-04-12 12:15:00.500972]Total energy: 16675696.353200614
[2022-04-12 12:16:20.182515]Total energy: 16662674.58512206
[2022-04-12 12:17:42.729234]Total energy: 16672075.711886026
[2022-04-12 12:19:02.353395]Total energy: 16671513.490356117
[2022-04-12 12:20:28.211180]Total energy: 16685784.810997866
[2022-04-12 12:21:59.153211]Total energy: 16671793.37029833
[2022-04-12 12:23:19.445314]Total energy: 16667090.03171397
[2022-04-12 12:24:40.937979]Total energy: 16675679.685077172
[2022-04-12 12:26:02.023226]Total energy: 16659889.992883673
[2022-04-12 12:27:23.972525]Total energy: 16680481.823157134
[2022-04-12 12:28:46.141570]Total energy: 16663931.412149107
[2022-04-12 12:30:07.534391]Total energy: 16663699.822683722
[2022-04-12 12:31:42.016909]Total energy: 16670714.504587881
[2022-04-12 12:33:10.479397]Total energy: 16670645.571929201
[2022-04-12 12:34:35.253339]Total energy: 16669434.08483882
[2022-04-12 12:35:56.062020]Total energy: 16661174.956145199
[2022-04-12 12:37:16.237684]Total energy: 16677423.196986534
[2022-04-12 12:38:33.703644]Total energy: 16691223.228258194
[2022-04-12 12:39:49.105690]Total energy: 16657858.450582767
[2022-04-12 12:41:11.705929]Total energy: 16654699.160264976
[2022-04-12 12:42:38.684452]Total energy: 16689728.988138594
[2022-04-12 12:44:00.717384]Total energy: 16659247.57258894
[2022-04-12 12:45:20.017625]Total energy: 16672032.911774348
[2022-04-12 12:46:40.852203]Total energy: 16668041.454376353
[2022-04-12 12:48:01.540757]Total energy: 16660151.709827924
[2022-04-12 12:49:23.893284]Total energy: 16661463.841106063
[2022-04-12 12:51:09.721598]Total energy: 16661487.240066757
[2022-04-12 12:52:42.605365]Total energy: 16673500.18438601
[2022-04-12 12:54:04.042928]Total energy: 16664849.803784985
[2022-04-12 12:55:25.548863]Total energy: 16662970.294573667
[2022-04-12 12:56:48.962908]Total energy: 16650881.188779227
[2022-04-12 12:58:10.402614]Total energy: 16663327.149121432
[2022-04-12 12:59:30.186329]Total energy: 16672114.392719429
[2022-04-12 13:01:10.052044]Total energy: 16666207.4349763
[2022-04-12 13:02:44.882550]Total energy: 16687697.646633998
[2022-04-12 13:04:07.751283]Total energy: 16663105.732012061
[2022-04-12 13:05:28.160332]Total energy: 16673396.775725003
[2022-04-12 13:06:48.349782]Total energy: 16681845.152172558
[2022-04-12 13:08:09.882633]Total energy: 16668890.01667637
[2022-04-12 13:09:31.249277]Total energy: 16672587.344710983
[2022-04-12 13:11:11.612093]Total energy: 16670084.13649668
[2022-04-12 13:12:43.893658]Total energy: 16666753.102366557
[2022-04-12 13:14:06.381287]Total energy: 16688267.969318599
[2022-04-12 13:15:26.906585]Total energy: 16674922.528001342
[2022-04-12 13:16:46.284383]Total energy: 16662442.973922962
[2022-04-12 13:18:10.391310]Total energy: 16679201.17371152
[2022-04-12 13:19:30.141747]Total energy: 16689939.912339013
[2022-04-12 13:21:03.934311]Total energy: 16665131.008219127
[2022-04-12 13:22:26.749394]Total energy: 16664176.623550657
[2022-04-12 13:23:48.869073]Total energy: 16657035.06646924
[2022-04-12 13:25:10.539664]Total energy: 16660770.002405828
[2022-04-12 13:26:33.129893]Total energy: 16667448.459704787
[2022-04-12 13:27:53.960375]Total energy: 16665165.748183783
[2022-04-12 13:29:12.586222]Total energy: 16662731.243461845
[2022-04-12 13:30:55.912692]Total energy: 16668016.411340065
[2022-04-12 13:32:26.956319]Total energy: 16670536.181633169
[2022-04-12 13:33:47.296521]Total energy: 16663355.331857175
[2022-04-12 13:35:09.558921]Total energy: 16677904.504008422
[2022-04-12 13:39:00.682567]Total energy: 16657501.91721699
[2022-04-12 13:40:21.997202]Total energy: 16660838.387288202
[2022-04-12 13:41:55.426774]Total energy: 16667044.707453068
[2022-04-12 13:43:16.153356]Total energy: 16678519.23780158
[2022-04-12 13:44:36.557350]Total energy: 16676897.184525503
[2022-04-12 13:46:00.697826]Total energy: 16671863.589518411
[2022-04-12 13:47:21.758468]Total energy: 16667716.421556145
[2022-04-12 13:48:42.659576]Total energy: 16652999.074658636
[2022-04-12 13:50:04.113745]Total energy: 16675395.467091573
[2022-04-12 13:51:34.240973]Total energy: 16667971.583421374
[2022-04-12 13:52:56.979503]Total energy: 16672030.392755525
[2022-04-12 13:54:17.554560]Total energy: 16664680.538077138
[2022-04-12 13:55:44.216146]Total energy: 16677233.423173456
[2022-04-12 13:57:04.920265]Total energy: 16668337.582302205
[2022-04-12 13:58:26.364856]Total energy: 16664969.980520137
[2022-04-12 13:59:46.005660]Total energy: 16662248.260738224
[2022-04-12 14:01:12.113159]Total energy: 16662706.503696354
[2022-04-12 14:02:34.003595]Total energy: 16665714.081020769
[2022-04-12 14:03:53.997590]Total energy: 16668950.035227196
[2022-04-12 14:05:17.024129]Total energy: 16658745.606301658
[2022-04-12 14:06:39.225226]Total energy: 16665818.318825988
[2022-04-12 14:08:33.114848]Total energy: 16640822.706679022
[2022-04-12 14:09:55.200699]Total energy: 16660802.948236244
[2022-04-12 14:11:21.024899]Total energy: 16674618.708642125
[2022-04-12 14:12:41.234041]Total energy: 16654430.497377584
[2022-04-12 14:14:01.748404]Total energy: 16672134.135927431
[2022-04-12 14:15:21.980654]Total energy: 16665075.503800506
[2022-04-12 14:16:41.887591]Total energy: 16682320.537687365
[2022-04-12 14:18:02.252725]Total energy: 16662685.736163134
[2022-04-12 14:19:22.866527]Total energy: 16672813.155614419
[2022-04-12 14:20:55.303169]Total energy: 16661991.003903676
[2022-04-12 14:22:26.532088]Total energy: 16675666.229417669
[2022-04-12 14:23:55.644542]Total energy: 16665482.678336916
[2022-04-12 14:25:17.292380]Total energy: 16650349.004608141
[2022-04-12 14:26:38.054424]Total energy: 16659869.318444379
[2022-04-12 14:27:59.472124]Total energy: 16662143.305630906
[2022-04-12 14:29:21.486246]Total energy: 16656554.319246043
[2022-04-12 14:31:01.023452]Total energy: 16658812.956639772
[2022-04-12 14:32:33.729372]Total energy: 16660100.947427643
[2022-04-12 14:33:55.019754]Total energy: 16666504.812944582
[2022-04-12 14:35:16.146262]Total energy: 16649830.85343721
[2022-04-12 14:36:37.483841]Total energy: 16676087.910235176
[2022-04-12 14:38:02.950338]Total energy: 16658104.676001268
[2022-04-12 14:39:24.168284]Total energy: 16684518.739265706
[2022-04-12 14:41:06.647143]Total energy: 16660874.955175633
[2022-04-12 14:42:46.638096]Total energy: 16666080.857274862
[2022-04-12 14:44:12.025535]Total energy: 16683385.370611971
[2022-04-12 14:45:32.740385]Total energy: 16685298.408775795
[2022-04-12 14:46:56.718198]Total energy: 16664641.998394992
[2022-04-12 14:48:18.008806]Total energy: 16654001.727894556
[2022-04-12 14:49:41.517558]Total energy: 16671084.518974358
[2022-04-12 14:51:17.930305]Total energy: 16666101.940787228
[2022-04-12 14:52:41.554328]Total energy: 16657076.65404795
[2022-04-12 14:54:01.499754]Total energy: 16681821.38399453
[2022-04-12 14:55:22.545983]Total energy: 16665290.290850831
[2022-04-12 14:56:43.703414]Total energy: 16664421.035326371
[2022-04-12 14:58:04.368136]Total energy: 16670647.143381197
[2022-04-12 14:59:28.291585]Total energy: 16666329.727401927
[2022-04-12 15:00:58.738158]Total energy: 16671994.61696951
[2022-04-12 15:02:29.922415]Total energy: 16672856.596338835
[2022-04-12 15:03:51.352287]Total energy: 16663092.636719964
[2022-04-12 15:05:11.037253]Total energy: 16663955.796997417
[2022-04-12 15:06:31.947738]Total energy: 16662245.055196933
[2022-04-12 15:07:52.565554]Total energy: 16657712.053413292
[2022-04-12 15:09:14.337664]Total energy: 16669498.40839345
[2022-04-12 15:10:48.586050]Total energy: 16683453.780760888
[2022-04-12 15:12:14.574851]Total energy: 16669727.218465727
[2022-04-12 15:13:35.224761]Total energy: 16666313.844926722
[2022-04-12 15:14:56.820259]Total energy: 16658087.314732227
[2022-04-12 15:16:18.195265]Total energy: 16671748.35990739
[2022-04-12 15:17:39.403850]Total energy: 16661101.959830068
[2022-04-12 15:19:00.156443]Total energy: 16658356.31410035
[2022-04-12 15:20:19.591547]Total energy: 16668700.307000114
[2022-04-12 15:21:51.692345]Total energy: 16668513.200878143
[2022-04-12 15:23:13.873822]Total energy: 16663267.395315876
[2022-04-12 15:24:35.064983]Total energy: 16668712.707137983
[2022-04-12 15:25:55.366726]Total energy: 16664743.72129585
[2022-04-12 15:27:16.179554]Total energy: 16675000.136473037
[2022-04-12 15:28:39.947486]Total energy: 16690307.667189073
[2022-04-12 15:30:05.328188]Total energy: 16669293.413198838
[2022-04-12 15:31:33.890618]Total energy: 16665490.822082648
[2022-04-12 15:33:02.253694]Total energy: 16687095.201399148
[2022-04-12 15:34:26.865129]Total energy: 16659668.938353809
[2022-04-12 15:35:50.047545]Total energy: 16658896.564418077
[2022-04-12 15:37:13.537819]Total energy: 16667764.355541056
[2022-04-12 15:38:37.610660]Total energy: 16666218.266990552
[2022-04-12 15:39:59.214212]Total energy: 16653524.736946058
[2022-04-12 15:41:25.053299]Total energy: 16663247.217962496
[2022-04-12 15:42:48.987841]Total energy: 16651507.98503533
[2022-04-12 15:44:11.015497]Total energy: 16669914.58708749
[2022-04-12 15:45:32.560318]Total energy: 16672230.735437833
[2022-04-12 15:46:53.217588]Total energy: 16673976.683024662
[2022-04-12 15:48:11.430319]Total energy: 16672472.219590962
[2022-04-12 15:49:35.368364]Total energy: 16666483.483164653
[2022-04-12 15:51:04.994311]Total energy: 16660631.580423385
[2022-04-12 15:52:26.596571]Total energy: 16665280.971672615
[2022-04-12 15:54:08.757048]Total energy: 16653442.186383102
[2022-04-12 15:55:36.313598]Total energy: 16676627.205326747
[2022-04-12 15:57:06.666158]Total energy: 16674520.880165257
[2022-04-12 15:58:28.511410]Total energy: 16678220.036863467
[2022-04-12 15:59:49.016708]Total energy: 16680005.99869405
[2022-04-12 16:01:09.509850]Total energy: 16684866.599144157
[2022-04-12 16:02:47.853333]Total energy: 16660357.819434086
[2022-04-12 16:04:27.935295]Total energy: 16670035.21373724
[2022-04-12 16:05:47.275073]Total energy: 16667102.921973772
[2022-04-12 16:07:08.822217]Total energy: 16644461.351670723
[2022-04-12 16:08:27.534456]Total energy: 16663417.162767436
[2022-04-12 16:09:50.892470]Total energy: 16669475.675259836
[2022-04-12 16:11:31.261777]Total energy: 16671566.713030951
[2022-04-12 16:12:55.893526]Total energy: 16657151.12919171
[2022-04-12 16:14:16.510581]Total energy: 16668693.856048051
[2022-04-12 16:15:37.243715]Total energy: 16650328.395251496
[2022-04-12 16:16:58.356124]Total energy: 16679603.158652961
[2022-04-12 16:18:17.430529]Total energy: 16670536.223898377
[2022-04-12 16:19:38.189999]Total energy: 16663559.607984228
[2022-04-12 16:21:11.883683]Total energy: 16693548.776767632
[2022-04-12 16:22:38.366287]Total energy: 16668956.949545976
[2022-04-12 16:23:58.044045]Total energy: 16672987.33395125
[2022-04-12 16:25:17.582893]Total energy: 16652972.950990377
[2022-04-12 16:26:39.704184]Total energy: 16672476.832405513
[2022-04-12 16:27:59.144782]Total energy: 16680324.966363173
[2022-04-12 16:29:17.789659]Total energy: 16679234.59582746
[2022-04-12 16:30:49.067603]Total energy: 16666959.350579046
[2022-04-12 16:32:15.117715]Total energy: 16659247.38304662
[2022-04-12 16:33:35.145301]Total energy: 16677650.340624591
[2022-04-12 16:34:54.565161]Total energy: 16669941.122320082
[2022-04-12 16:36:18.758525]Total energy: 16655812.109720763
[2022-04-12 16:37:40.693851]Total energy: 16669315.858835952
[2022-04-12 16:39:01.091685]Total energy: 16692093.162937641
[2022-04-12 16:40:20.804538]Total energy: 16658795.051415313
[2022-04-12 16:41:49.767959]Total energy: 16683174.38612789
[2022-04-12 16:43:27.922279]Total energy: 16662954.434195904
[2022-04-12 16:44:51.031094]Total energy: 16668513.3219646
[2022-04-12 16:46:09.909900]Total energy: 16678876.033846201
[2022-04-12 16:47:29.265878]Total energy: 16672150.492831983
[2022-04-12 16:48:48.527616]Total energy: 16672886.094529375
[2022-04-12 16:50:10.855381]Total energy: 16655246.040685259
[2022-04-12 16:51:31.962454]Total energy: 16674839.607411275
[2022-04-12 16:52:54.252524]Total energy: 16679459.488804096
[2022-04-12 16:54:12.636761]Total energy: 16683521.289784092
[2022-04-12 16:55:33.174254]Total energy: 16669050.642323133
[2022-04-12 16:56:54.274534]Total energy: 16672837.234460255
[2022-04-12 16:58:13.060491]Total energy: 16673158.2189793
[2022-04-12 16:59:33.665343]Total energy: 16665605.14451492
[2022-04-12 17:01:08.753681]Total energy: 16675937.384503182
[2022-04-12 17:02:43.229742]Total energy: 16668613.112168776
[2022-04-12 17:04:09.714953]Total energy: 16668424.435244197
[2022-04-12 17:05:28.916534]Total energy: 16666083.430800198
[2022-04-12 17:06:48.073347]Total energy: 16654011.22091085
[2022-04-12 17:08:05.709376]Total energy: 16647640.26013856
[2022-04-12 17:09:26.011825]Total energy: 16672968.204447348
[2022-04-12 17:11:34.875868]Total energy: 16660311.22985605
[2022-04-12 17:13:04.373532]Total energy: 16670780.366217505
[2022-04-12 17:14:27.055576]Total energy: 16677604.633095276
[2022-04-12 17:15:46.614444]Total energy: 16682353.946307639
[2022-04-12 17:17:07.281703]Total energy: 16667462.353791358
[2022-04-12 17:18:26.416196]Total energy: 16659919.042841963
[2022-04-12 17:19:46.647298]Total energy: 16668176.886777462
[2022-04-12 17:21:12.374665]Total energy: 16686445.256305072
[2022-04-12 17:22:41.382043]Total energy: 16674749.659428857
[2022-04-12 17:24:00.257042]Total energy: 16682890.982802099
[2022-04-12 17:25:19.798745]Total energy: 16675420.40893932
[2022-04-12 17:26:39.732293]Total energy: 16654561.162323788
[2022-04-12 17:27:58.620744]Total energy: 16658050.60305883
[2022-04-12 17:29:16.063160]Total energy: 16660990.76602232
[2022-04-12 17:30:58.534069]Total energy: 16652807.842621371
[2022-04-12 17:32:29.958539]Total energy: 16663835.958254283
[2022-04-12 17:33:48.570461]Total energy: 16671923.365852026
[2022-04-12 17:35:11.505677]Total energy: 16667908.606322212
[2022-04-12 17:36:30.348396]Total energy: 16672197.361044895
[2022-04-12 17:37:51.351447]Total energy: 16652617.7128195
[2022-04-12 17:39:12.334334]Total energy: 16669766.897534763
[2022-04-12 17:40:46.178941]Total energy: 16660502.103158396
[2022-04-12 17:42:18.956465]Total energy: 16665653.212112468
[2022-04-12 17:43:48.741054]Total energy: 16676655.723513637
[2022-04-12 17:45:08.668299]Total energy: 16686938.310605027
[2022-04-12 17:46:28.481235]Total energy: 16655144.646190189
[2022-04-12 17:47:47.901815]Total energy: 16674794.767160874
[2022-04-12 17:49:09.248040]Total energy: 16655795.90818204
[2022-04-12 17:50:57.144004]Total energy: 16676089.796425916
[2022-04-12 17:52:45.193400]Total energy: 16670984.158039201
[2022-04-12 17:54:13.606170]Total energy: 16651968.12565554
[2022-04-12 17:55:31.837038]Total energy: 16677317.819563428
[2022-04-12 17:56:52.869300]Total energy: 16683384.372320363
[2022-04-12 17:58:12.245476]Total energy: 16663805.955866529
[2022-04-12 17:59:33.962155]Total energy: 16674549.282189522
[2022-04-12 18:01:12.160831]Total energy: 16687185.386097481
[2022-04-12 18:02:41.177782]Total energy: 16682413.498489492
[2022-04-12 18:04:00.783327]Total energy: 16667418.641349345
[2022-04-12 18:05:19.827356]Total energy: 16678723.05241607
[2022-04-12 18:06:39.154611]Total energy: 16655292.922236709
[2022-04-12 18:07:58.662100]Total energy: 16679475.510265188
[2022-04-12 18:09:17.233375]Total energy: 16684198.205985226
[2022-04-12 18:10:49.560160]Total energy: 16659540.098729275
[2022-04-12 18:12:23.936556]Total energy: 16664793.420563089
[2022-04-12 18:13:45.327276]Total energy: 16675937.214417914
[2022-04-12 18:15:06.502183]Total energy: 16659554.457015695
[2022-04-12 18:16:27.889998]Total energy: 16674552.837718418
[2022-04-12 18:17:49.120379]Total energy: 16670147.069719456
[2022-04-12 18:19:16.796835]Total energy: 16661061.587012319
[2022-04-12 18:21:04.857452]Total energy: 16661162.821675988
[2022-04-12 18:22:32.217734]Total energy: 16675580.594895435
[2022-04-12 18:23:54.534409]Total energy: 16676895.86694435
[2022-04-12 18:25:14.439847]Total energy: 16671622.914416201
[2022-04-12 18:26:34.842713]Total energy: 16678844.523465151
[2022-04-12 18:27:54.005457]Total energy: 16690264.971096357
[2022-04-12 18:29:13.774630]Total energy: 16674819.16423389
[2022-04-12 18:30:53.384735]Total energy: 16686836.402959604
[2022-04-12 18:32:31.774171]Total energy: 16675535.884100823
[2022-04-12 18:34:00.659264]Total energy: 16673010.200216139
[2022-04-12 18:35:20.840625]Total energy: 16659662.108761791
[2022-04-12 18:36:40.962461]Total energy: 16671402.267663885
[2022-04-12 18:38:01.703393]Total energy: 16660496.783020213
[2022-04-12 18:39:24.267659]Total energy: 16671188.474192195
[2022-04-12 18:40:45.749273]Total energy: 16663180.23423325
[2022-04-12 18:42:06.524934]Total energy: 16666959.215110965
[2022-04-12 18:43:28.750463]Total energy: 16678113.933181442
[2022-04-12 18:44:50.396666]Total energy: 16669512.361372057
[2022-04-12 18:46:14.193160]Total energy: 16680118.882734109
[2022-04-12 18:47:36.183179]Total energy: 16667365.010538492
[2022-04-12 18:48:57.153912]Total energy: 16690536.254154386
[2022-04-12 18:50:17.052071]Total energy: 16654583.214399561
[2022-04-12 18:51:48.776059]Total energy: 16673832.839358415
[2022-04-12 18:53:21.970052]Total energy: 16675818.165743724
[2022-04-12 18:54:42.361390]Total energy: 16670315.235638538
[2022-04-12 18:56:01.506955]Total energy: 16684571.9876192
[2022-04-12 18:57:25.177078]Total energy: 16661520.497712793
[2022-04-12 18:58:47.304033]Total energy: 16662522.294194644
[2022-04-12 19:00:10.074617]Total energy: 16671655.795538278
[2022-04-12 19:01:36.536181]Total energy: 16673006.10387984
[2022-04-12 19:03:00.975874]Total energy: 16671149.902524548
[2022-04-12 19:04:21.731095]Total energy: 16674993.658373017
[2022-04-12 19:05:41.575762]Total energy: 16667117.943602294
[2022-04-12 19:07:01.531206]Total energy: 16672495.949581396
[2022-04-12 19:08:23.364353]Total energy: 16672828.011835393
[2022-04-12 19:09:46.108575]Total energy: 16670404.34213361
[2022-04-12 19:11:13.138389]Total energy: 16671446.076539436
[2022-04-12 19:12:52.457135]Total energy: 16669633.465631882
[2022-04-12 19:14:20.914416]Total energy: 16672680.478144743
[2022-04-12 19:15:44.924089]Total energy: 16667170.759119967
[2022-04-12 19:17:04.590148]Total energy: 16665538.289294958
[2022-04-12 19:18:27.026054]Total energy: 16676426.290468434
[2022-04-12 19:19:47.061031]Total energy: 16673949.781357178
[2022-04-12 19:21:17.124178]Total energy: 16687186.81051742
[2022-04-12 19:22:41.719774]Total energy: 16681715.332172347
[2022-04-12 19:24:00.466878]Total energy: 16672146.291540656
[2022-04-12 19:25:22.548618]Total energy: 16665127.263135541
[2022-04-12 19:26:42.592142]Total energy: 16666139.030178245
[2022-04-12 19:28:02.110683]Total energy: 16655286.710710775
[2022-04-12 19:29:23.868638]Total energy: 16658604.95363869
[2022-04-12 19:31:03.065365]Total energy: 16692753.586669331
[2022-04-12 19:32:30.768575]Total energy: 16696830.037509467
[2022-04-12 19:33:52.468415]Total energy: 16684645.912216531
[2022-04-12 19:35:13.222313]Total energy: 16650632.57104502
[2022-04-12 19:36:33.984042]Total energy: 16652529.756889064
[2022-04-12 19:37:55.864621]Total energy: 16663635.750199469
[2022-04-12 19:39:18.416410]Total energy: 16661114.716623008
[2022-04-12 19:41:09.483540]Total energy: 16672251.966688808
[2022-04-12 19:43:04.290342]Total energy: 16666339.359775526
[2022-04-12 19:44:32.965389]Total energy: 16667071.026434049
[2022-04-12 19:45:54.609165]Total energy: 16672516.306931306
