initial: 106 - diverse_seed
[2022-04-08 14:16:48.549081]Total energy: 20095250.71514758
[2022-04-08 14:18:05.526264]Total energy: 20056143.308442976
[2022-04-08 14:19:21.872709]Total energy: 20053370.256029222
[2022-04-08 14:20:43.467219]Total energy: 20003191.736393128
[2022-04-08 14:22:03.946868]Total energy: 20083652.845441207
[2022-04-08 14:23:19.796486]Total energy: 20052256.76474828
[2022-04-08 14:24:36.739139]Total energy: 20025074.968890935
[2022-04-08 14:25:54.090992]Total energy: 20027539.740931533
[2022-04-08 14:27:09.866933]Total energy: 20090348.7583394
[2022-04-08 14:28:28.103608]Total energy: 20066519.1467807
[2022-04-08 14:29:49.514162]Total energy: 20040113.45118984
[2022-04-08 14:31:18.150796]Total energy: 20061278.847293317
[2022-04-08 14:32:38.306670]Total energy: 20079779.235436942
[2022-04-08 14:33:56.824816]Total energy: 20058987.987831622
[2022-04-08 14:35:14.777867]Total energy: 20037109.208276503
[2022-04-08 14:36:33.774377]Total energy: 20042765.524692122
[2022-04-08 14:37:53.548580]Total energy: 20073921.177659262
[2022-04-08 14:39:12.368236]Total energy: 20012992.98522309
[2022-04-08 14:40:36.935158]Total energy: 19970884.051721647
[2022-04-08 14:41:56.013757]Total energy: 20064379.483812172
[2022-04-08 14:43:14.178377]Total energy: 19988603.071658522
[2022-04-08 14:44:31.603565]Total energy: 20058657.114643924
[2022-04-08 14:45:50.391206]Total energy: 20014590.38223952
[2022-04-08 14:47:07.088385]Total energy: 20022811.632833615
[2022-04-08 14:48:25.135160]Total energy: 20084612.745914433
[2022-04-08 14:49:42.528278]Total energy: 20033421.78991053
[2022-04-08 14:51:07.435823]Total energy: 20088080.501078982
[2022-04-08 14:52:25.480734]Total energy: 20066258.79456443
[2022-04-08 14:53:42.152779]Total energy: 20007553.84874152
[2022-04-08 14:54:58.997021]Total energy: 20056324.47455592
[2022-04-08 14:56:17.203497]Total energy: 20031403.15561589
[2022-04-08 14:57:34.501061]Total energy: 20012485.161465902
[2022-04-08 14:58:50.980879]Total energy: 20060429.704114165
[2022-04-08 15:00:08.080456]Total energy: 20022358.778811455
[2022-04-08 15:01:25.118211]Total energy: 20053143.49512486
[2022-04-08 15:02:45.004569]Total energy: 19976988.584505644
[2022-04-08 15:04:03.256058]Total energy: 20008972.26436369
[2022-04-08 15:05:20.407136]Total energy: 19983732.67466144
[2022-04-08 15:06:37.397201]Total energy: 20002565.399214912
[2022-04-08 15:07:54.530776]Total energy: 19983912.831738476
[2022-04-08 15:09:10.480463]Total energy: 20002946.33558313
[2022-04-08 15:10:31.901280]Total energy: 19989634.85693305
[2022-04-08 15:11:52.259760]Total energy: 20017625.072167587
[2022-04-08 15:13:08.437287]Total energy: 19974802.07753367
[2022-04-08 15:14:24.384194]Total energy: 19975161.00525749
[2022-04-08 15:15:42.312460]Total energy: 20021447.972724028
[2022-04-08 15:17:41.844370]Total energy: 19973690.50781975
[2022-04-08 15:19:00.836362]Total energy: 19968300.044079065
[2022-04-08 15:20:20.475325]Total energy: 19975282.44117326
[2022-04-08 15:21:40.861340]Total energy: 19958236.205747392
[2022-04-08 15:24:52.329480]Total energy: 19955205.189500827
[2022-04-08 15:26:10.198386]Total energy: 19930133.101235338
[2022-04-08 15:27:26.883806]Total energy: 19917512.184628226
[2022-04-08 15:28:45.302686]Total energy: 19831651.7605475
[2022-04-08 15:30:04.484085]Total energy: 19818848.872868065
[2022-04-08 15:31:23.857583]Total energy: 19822783.721936565
[2022-04-08 15:32:40.509967]Total energy: 19802992.493253127
[2022-04-08 15:33:57.995692]Total energy: 19868904.02658546
[2022-04-08 15:35:23.593281]Total energy: 19832787.644341797
[2022-04-08 15:36:40.073642]Total energy: 19852266.36331594
[2022-04-08 15:37:59.828303]Total energy: 19840343.367365707
[2022-04-08 15:39:15.852580]Total energy: 19861981.46010544
[2022-04-08 15:40:43.137516]Total energy: 19846149.6774208
[2022-04-08 15:42:12.850642]Total energy: 19852970.549524855
[2022-04-08 15:43:29.292538]Total energy: 19861573.731511172
[2022-04-08 15:44:47.098811]Total energy: 19857021.540434513
[2022-04-08 15:46:03.682984]Total energy: 19819931.172549937
[2022-04-08 15:47:19.458228]Total energy: 19802218.46362159
[2022-04-08 15:48:35.254912]Total energy: 19812582.910627875
[2022-04-08 15:49:50.958318]Total energy: 19827910.57173759
[2022-04-08 15:51:10.897036]Total energy: 19842864.139704254
[2022-04-08 15:52:26.781376]Total energy: 19810793.757055886
[2022-04-08 15:53:42.710236]Total energy: 19793690.621587574
[2022-04-08 15:54:59.330093]Total energy: 19753263.12578486
[2022-04-08 15:56:15.495759]Total energy: 19722422.97044173
[2022-04-08 15:57:34.591354]Total energy: 19779761.69781199
[2022-04-08 15:58:51.068631]Total energy: 19716557.68992682
[2022-04-08 16:00:08.019906]Total energy: 19717225.355145685
[2022-04-08 16:01:26.192326]Total energy: 19735018.12652383
[2022-04-08 16:02:42.676273]Total energy: 19724662.026776377
[2022-04-08 16:04:03.127198]Total energy: 19728027.24277242
[2022-04-08 16:05:20.435479]Total energy: 19728068.294692963
[2022-04-08 16:06:38.621456]Total energy: 19752498.601388834
[2022-04-08 16:07:55.097653]Total energy: 19735840.203321453
[2022-04-08 16:09:11.832654]Total energy: 19741887.33279315
[2022-04-08 16:10:34.462800]Total energy: 19725659.59824659
[2022-04-08 16:11:53.408500]Total energy: 19748298.208771903
[2022-04-08 16:13:10.826463]Total energy: 19738356.30856643
[2022-04-08 16:14:26.085905]Total energy: 19746367.369990166
[2022-04-08 16:15:41.520341]Total energy: 19739320.08722914
[2022-04-08 16:17:00.263439]Total energy: 19728646.27773501
[2022-04-08 16:18:17.014760]Total energy: 19738788.239374563
[2022-04-08 16:19:35.496059]Total energy: 19731662.53583714
[2022-04-08 16:21:00.397012]Total energy: 19728095.42238498
[2022-04-08 16:22:18.878805]Total energy: 19738217.304499533
[2022-04-08 16:23:46.423961]Total energy: 19679145.194395427
[2022-04-08 16:25:07.468741]Total energy: 19713387.723127287
[2022-04-08 16:26:22.927399]Total energy: 19710612.088958565
[2022-04-08 16:27:38.716500]Total energy: 19767972.00435875
[2022-04-08 16:28:54.470153]Total energy: 19754133.610511098
[2022-04-08 16:30:11.729858]Total energy: 19747447.39429598
[2022-04-08 16:31:36.325853]Total energy: 19741062.747392397
[2022-04-08 16:32:53.432066]Total energy: 19738640.718547087
[2022-04-08 16:34:12.649081]Total energy: 19739886.57800183
[2022-04-08 16:35:28.891286]Total energy: 19735869.560315177
[2022-04-08 16:36:47.892511]Total energy: 19701389.280017383
[2022-04-08 16:38:05.022467]Total energy: 19725354.62056671
[2022-04-08 16:39:23.209789]Total energy: 19722073.569108326
[2022-04-08 16:40:43.887414]Total energy: 19727355.002559967
[2022-04-08 16:42:04.711622]Total energy: 19701277.033671662
[2022-04-08 16:43:20.762541]Total energy: 19752458.971430052
[2022-04-08 16:44:39.128475]Total energy: 19708459.675674662
[2022-04-08 16:45:56.306078]Total energy: 19718985.34896703
[2022-04-08 16:47:12.723047]Total energy: 19742275.65859868
[2022-04-08 16:48:31.687766]Total energy: 19711937.321299996
[2022-04-08 16:49:53.479577]Total energy: 19722527.198798776
[2022-04-08 16:51:19.420456]Total energy: 19718523.31086371
[2022-04-08 16:52:37.915238]Total energy: 19737799.71377704
[2022-04-08 16:53:57.568639]Total energy: 19757314.705977708
[2022-04-08 16:55:18.947233]Total energy: 19728457.601256747
[2022-04-08 16:56:37.868318]Total energy: 19720832.6284679
[2022-04-08 16:57:58.009095]Total energy: 19697559.234524734
[2022-04-08 16:59:17.634991]Total energy: 19726929.918712325
[2022-04-08 17:00:46.913368]Total energy: 19740071.27502943
[2022-04-08 17:02:11.526517]Total energy: 19701335.746329006
[2022-04-08 17:03:32.362961]Total energy: 19671150.69937046
[2022-04-08 17:04:56.577095]Total energy: 19709305.321380068
[2022-04-08 17:06:20.584907]Total energy: 19726104.170132887
[2022-04-08 17:07:40.246735]Total energy: 19725118.14086113
[2022-04-08 17:08:57.259156]Total energy: 19746695.263184525
[2022-04-08 17:10:15.343358]Total energy: 19748091.027581032
[2022-04-08 17:11:33.861200]Total energy: 19747016.862986334
[2022-04-08 17:12:51.122051]Total energy: 19717663.798101608
[2022-04-08 17:14:10.245407]Total energy: 19752373.141354192
[2022-04-08 17:15:29.757921]Total energy: 19778820.88385746
[2022-04-08 17:16:46.450125]Total energy: 19727588.636195924
[2022-04-08 17:18:05.885418]Total energy: 19739385.429515883
[2022-04-08 17:19:23.364051]Total energy: 19716191.76619001
[2022-04-08 17:20:42.036219]Total energy: 19729585.184260804
[2022-04-08 17:35:23.062560]Total energy: 19747862.010488626
[2022-04-08 17:36:42.157054]Total energy: 19709341.045161523
[2022-04-08 17:38:00.076481]Total energy: 19730646.369236127
[2022-04-08 17:39:16.594874]Total energy: 19691139.09008956
[2022-04-08 17:40:33.208343]Total energy: 19707255.5863181
[2022-04-08 17:41:50.488897]Total energy: 19738199.513784017
[2022-04-08 17:43:07.670862]Total energy: 19706803.872576915
[2022-04-08 17:44:24.052450]Total energy: 19702764.770396397
[2022-04-08 17:45:41.816283]Total energy: 19711365.050080575
[2022-04-08 17:46:58.041458]Total energy: 19696403.21160388
[2022-04-08 17:48:15.291941]Total energy: 19733953.081050385
[2022-04-08 17:49:33.773858]Total energy: 19696627.616151538
[2022-04-08 17:50:53.196829]Total energy: 19750883.6176213
[2022-04-08 17:52:11.570168]Total energy: 19696987.71642216
[2022-04-08 17:53:31.656457]Total energy: 19703416.301711034
[2022-04-08 17:55:01.692862]Total energy: 19719458.199426856
[2022-04-08 17:56:21.074969]Total energy: 19707776.72503848
[2022-04-08 17:57:41.252235]Total energy: 19728265.4164093
[2022-04-08 17:59:02.404400]Total energy: 19741583.1661798
[2022-04-08 18:00:18.505961]Total energy: 19731992.900243443
[2022-04-08 18:01:37.520940]Total energy: 19715718.276789907
[2022-04-08 18:02:55.741379]Total energy: 19699584.437274262
[2022-04-08 18:04:17.518176]Total energy: 19726931.44826353
[2022-04-08 18:05:35.803947]Total energy: 19727369.945612866
[2022-04-08 18:06:52.034117]Total energy: 19708690.20000131
[2022-04-08 18:08:08.965512]Total energy: 19710011.04417594
[2022-04-08 18:09:25.431678]Total energy: 19718263.00536186
[2022-04-08 18:10:54.729788]Total energy: 19710990.078847576
[2022-04-08 18:12:14.870853]Total energy: 19701938.94423646
[2022-04-08 18:13:32.930056]Total energy: 19697554.637297846
[2022-04-08 18:14:49.119156]Total energy: 19691056.439645413
[2022-04-08 18:16:06.131815]Total energy: 19708142.856857937
[2022-04-08 18:17:24.344515]Total energy: 19692840.118745342
[2022-04-08 18:18:46.282480]Total energy: 19766948.075350367
[2022-04-08 18:20:07.478661]Total energy: 19721497.560968295
[2022-04-08 18:21:23.745933]Total energy: 19717847.701108295
[2022-04-08 18:22:41.077733]Total energy: 19725423.12438522
[2022-04-08 18:24:00.482325]Total energy: 19753074.78112998
[2022-04-08 18:25:17.593691]Total energy: 19704081.504513472
[2022-04-08 18:26:37.174796]Total energy: 19702623.466502205
[2022-04-08 18:27:54.653913]Total energy: 19707700.46919955
[2022-04-08 18:29:13.065129]Total energy: 19734023.334668104
[2022-04-08 18:30:35.576595]Total energy: 19696764.89722322
[2022-04-08 18:31:52.608325]Total energy: 19735216.483022615
[2022-04-08 18:33:12.975550]Total energy: 19744415.75377659
[2022-04-08 18:34:32.539258]Total energy: 19665771.158409573
[2022-04-08 18:35:52.494641]Total energy: 19728678.187246915
[2022-04-08 18:37:12.925819]Total energy: 19685861.804389033
[2022-04-08 18:38:32.453613]Total energy: 19720939.66051227
[2022-04-08 18:39:55.506901]Total energy: 19729650.834212497
[2022-04-08 18:41:23.462809]Total energy: 19729406.212698307
[2022-04-08 18:42:49.319133]Total energy: 19704184.02438099
[2022-04-08 18:44:12.488344]Total energy: 19735517.668910835
[2022-04-08 18:45:30.378785]Total energy: 19708831.505658034
[2022-04-08 18:46:48.435362]Total energy: 19720307.555332948
[2022-04-08 18:48:05.511165]Total energy: 19745408.271293733
[2022-04-08 18:49:22.684242]Total energy: 19740184.286499135
[2022-04-08 18:50:41.460481]Total energy: 19736615.085900947
[2022-04-08 18:51:58.731444]Total energy: 19747224.01415328
[2022-04-08 18:53:16.223105]Total energy: 19700908.19131813
[2022-04-08 18:54:35.687553]Total energy: 19755201.423220467
[2022-04-08 18:55:53.441707]Total energy: 19724464.142883927
[2022-04-08 18:57:10.319586]Total energy: 19704677.247410737
[2022-04-08 18:58:26.262003]Total energy: 19722097.946744267
[2022-04-08 18:59:44.568696]Total energy: 19728585.800769206
[2022-04-08 19:01:05.373702]Total energy: 19727872.85584638
[2022-04-08 19:02:21.999101]Total energy: 19745448.07104652
[2022-04-08 19:03:43.430420]Total energy: 19752833.92404319
[2022-04-08 19:05:01.208415]Total energy: 19718693.422385026
[2022-04-08 19:06:21.286455]Total energy: 19745874.196638167
[2022-04-08 19:07:38.829386]Total energy: 19713942.330101494
[2022-04-08 19:08:56.547883]Total energy: 19703987.780278675
[2022-04-08 19:10:14.426621]Total energy: 19729857.68922416
[2022-04-08 19:11:32.002296]Total energy: 19733862.181918416
[2022-04-08 19:12:48.497523]Total energy: 19707371.456864685
[2022-04-08 19:14:05.550463]Total energy: 19715422.666621145
[2022-04-08 19:15:24.450298]Total energy: 19740271.14955161
[2022-04-08 19:16:41.391123]Total energy: 19726181.912934247
[2022-04-08 19:17:58.229768]Total energy: 19714933.52772633
[2022-04-08 19:19:14.573929]Total energy: 19728223.34655354
[2022-04-08 19:20:38.924303]Total energy: 19694240.25970185
[2022-04-08 19:22:00.544172]Total energy: 19725915.145505283
[2022-04-08 19:23:18.789250]Total energy: 19717591.01647188
[2022-04-08 19:24:36.573302]Total energy: 19729901.642324775
[2022-04-08 19:25:52.213946]Total energy: 19730870.90785669
[2022-04-08 19:27:10.248250]Total energy: 19682922.280166473
[2022-04-08 19:28:26.202179]Total energy: 19725913.72694052
[2022-04-08 19:29:45.874521]Total energy: 19694292.976049487
[2022-04-08 19:31:09.467275]Total energy: 19714141.40530716
[2022-04-08 19:32:26.663157]Total energy: 19758322.696762335
[2022-04-08 19:33:44.128837]Total energy: 19733600.86004694
[2022-04-08 19:35:01.549461]Total energy: 19729560.656739946
[2022-04-08 19:36:18.768023]Total energy: 19733303.462618746
[2022-04-08 19:37:36.313195]Total energy: 19714000.91282899
[2022-04-08 19:38:53.405098]Total energy: 19763017.274620444
[2022-04-08 19:40:09.877074]Total energy: 19739728.642940253
[2022-04-08 19:41:27.630954]Total energy: 19684727.984447982
[2022-04-08 19:42:43.604736]Total energy: 19678017.87462646
[2022-04-08 19:44:00.061663]Total energy: 19725289.04131832
[2022-04-08 19:45:16.747879]Total energy: 19716144.55859274
[2022-04-08 19:46:33.707380]Total energy: 19693784.9906682
[2022-04-08 19:47:51.545163]Total energy: 19706848.813293584
[2022-04-08 19:49:07.685548]Total energy: 19697768.789673414
[2022-04-08 19:50:35.249464]Total energy: 19704826.597959835
[2022-04-08 19:51:56.334565]Total energy: 19710261.352047198
[2022-04-08 19:53:14.255340]Total energy: 19707062.159740508
[2022-04-08 19:54:30.593546]Total energy: 19707951.35894578
[2022-04-08 19:55:47.515357]Total energy: 19675766.715754036
[2022-04-08 19:57:03.737824]Total energy: 19674419.3021431
[2022-04-08 19:58:20.311331]Total energy: 19684109.014359374
[2022-04-08 19:59:39.569565]Total energy: 19710104.87189931
[2022-04-08 20:00:58.158101]Total energy: 19686282.66605771
[2022-04-08 20:02:21.505462]Total energy: 19680537.619506095
[2022-04-08 20:03:37.520658]Total energy: 19715638.47222929
[2022-04-08 20:04:58.216657]Total energy: 19683576.045659486
[2022-04-08 20:06:14.210868]Total energy: 19670723.39350377
[2022-04-08 20:07:34.464160]Total energy: 19699781.736262396
[2022-04-08 20:08:53.107750]Total energy: 19697618.630896416
[2022-04-08 20:10:11.621622]Total energy: 19717728.4658809
[2022-04-08 20:11:30.789414]Total energy: 19701407.08092369
[2022-04-08 20:12:53.799430]Total energy: 19713930.866423767
[2022-04-08 20:14:25.100445]Total energy: 19715999.093324043
[2022-04-08 20:15:42.220615]Total energy: 19668588.216612443
[2022-04-08 20:17:03.990340]Total energy: 19685748.63455017
[2022-04-08 20:18:21.282670]Total energy: 19686068.533744603
[2022-04-08 20:19:37.774199]Total energy: 19687554.382735383
[2022-04-08 20:20:58.869489]Total energy: 19686006.661522456
[2022-04-08 20:22:16.146126]Total energy: 19684574.19095188
[2022-04-08 20:23:36.481994]Total energy: 19673136.54338541
[2022-04-08 20:24:53.871738]Total energy: 19738069.17873516
[2022-04-08 20:26:12.153981]Total energy: 19714806.36221026
[2022-04-08 20:27:29.565495]Total energy: 19690193.904432647
[2022-04-08 20:28:46.321768]Total energy: 19736040.850373283
[2022-04-08 20:30:07.065433]Total energy: 19700772.10625867
[2022-04-08 20:31:24.687612]Total energy: 19699444.461585607
[2022-04-08 20:32:42.650396]Total energy: 19733311.782064218
[2022-04-08 20:33:58.885909]Total energy: 19683748.39861478
[2022-04-08 20:35:16.340104]Total energy: 19699351.828665055
[2022-04-08 20:36:40.414202]Total energy: 19707409.027194634
[2022-04-08 20:37:57.784612]Total energy: 19683441.88861934
[2022-04-08 20:39:15.619671]Total energy: 19700043.751840703
[2022-04-08 20:40:39.372925]Total energy: 19696604.491576947
[2022-04-08 20:41:59.112017]Total energy: 19689460.01089406
[2022-04-08 20:43:18.168739]Total energy: 19708171.709005527
[2022-04-08 20:44:37.565149]Total energy: 19689820.915091094
[2022-04-08 20:45:58.566921]Total energy: 19708942.901771706
[2022-04-08 20:47:16.330236]Total energy: 19727176.767023597
[2022-04-08 20:48:34.050746]Total energy: 19683662.63657849
[2022-04-08 20:49:53.817903]Total energy: 19723679.033672668
[2022-04-08 20:51:20.982168]Total energy: 19698114.320391413
[2022-04-08 20:52:39.700230]Total energy: 19722836.94428759
[2022-04-08 20:53:56.308180]Total energy: 19708516.70561658
[2022-04-08 20:55:12.978379]Total energy: 19670074.408079326
[2022-04-08 20:56:30.470620]Total energy: 19724699.005362526
[2022-04-08 20:57:47.684798]Total energy: 19685708.63562106
[2022-04-08 20:59:04.624822]Total energy: 19704756.414994407
[2022-04-08 21:00:22.418878]Total energy: 19729194.36721987
[2022-04-08 21:01:41.545957]Total energy: 19732211.36202638
[2022-04-08 21:02:59.057362]Total energy: 19704932.767497834
[2022-04-08 21:04:16.767979]Total energy: 19719214.954537693
[2022-04-08 21:05:34.125000]Total energy: 19691399.525788527
[2022-04-08 21:06:51.513840]Total energy: 19757968.75700969
[2022-04-08 21:08:10.173811]Total energy: 19688316.901629947
[2022-04-08 21:09:27.473904]Total energy: 19668800.532147374
[2022-04-08 21:10:50.731538]Total energy: 19663738.178049125
[2022-04-08 21:12:19.787219]Total energy: 19679241.932301406
[2022-04-08 21:13:41.215396]Total energy: 19661007.016988225
[2022-04-08 21:14:58.820474]Total energy: 19638727.941042107
[2022-04-08 21:16:15.953421]Total energy: 19688567.857399832
[2022-04-08 21:17:32.192709]Total energy: 19680559.137834217
[2022-04-08 21:18:49.167624]Total energy: 19719085.90109107
[2022-04-08 21:20:05.110540]Total energy: 19707706.11169957
[2022-04-08 21:21:22.411955]Total energy: 19714050.791141443
[2022-04-08 21:22:41.699691]Total energy: 19669030.042812675
[2022-04-08 21:23:58.596033]Total energy: 19696468.795341276
[2022-04-08 21:25:23.347904]Total energy: 19676230.250582032
[2022-04-08 21:26:41.329066]Total energy: 19667040.442801572
[2022-04-08 21:27:58.171798]Total energy: 19670067.889980167
[2022-04-08 21:29:15.619070]Total energy: 19709665.028125767
[2022-04-08 21:30:41.659277]Total energy: 19640077.407767836
[2022-04-08 21:32:10.250741]Total energy: 19678984.810560606
[2022-04-08 21:33:29.814723]Total energy: 19664140.013952326
[2022-04-08 21:34:47.075012]Total energy: 19674522.14306659
[2022-04-08 21:36:04.450165]Total energy: 19708456.817145023
[2022-04-08 21:37:21.287303]Total energy: 19689597.204217613
[2022-04-08 21:38:38.703643]Total energy: 19707700.43812035
[2022-04-08 21:39:56.887215]Total energy: 19650576.39158184
[2022-04-08 21:41:14.527007]Total energy: 19651974.95295719
[2022-04-08 21:42:31.523955]Total energy: 19676766.6346728
[2022-04-08 21:43:48.583979]Total energy: 19657750.625116035
[2022-04-08 21:45:04.751125]Total energy: 19642193.979247965
[2022-04-08 21:46:22.127742]Total energy: 19664310.396923162
[2022-04-08 21:47:38.466983]Total energy: 19679326.486982368
[2022-04-08 21:48:54.350058]Total energy: 19691299.277852308
[2022-04-08 21:50:11.158180]Total energy: 19640167.49888389
[2022-04-08 21:51:36.068305]Total energy: 19677504.337955285
[2022-04-08 21:52:55.809316]Total energy: 19650207.82294603
[2022-04-08 21:54:13.128713]Total energy: 19625500.589002103
[2022-04-08 21:55:31.259769]Total energy: 19703469.90848086
[2022-04-08 21:56:46.594010]Total energy: 19700739.906738717
[2022-04-08 21:58:04.076236]Total energy: 19682080.49488077
[2022-04-08 21:59:20.726777]Total energy: 19684884.076321498
[2022-04-08 22:00:58.583083]Total energy: 19672384.31145742
[2022-04-08 22:02:29.925618]Total energy: 19679069.161831763
[2022-04-08 22:04:01.553823]Total energy: 19659149.816690244
[2022-04-08 22:05:21.433632]Total energy: 19658650.09535969
[2022-04-08 22:06:39.332409]Total energy: 19675399.117823347
[2022-04-08 22:07:56.470836]Total energy: 19690883.442827262
[2022-04-08 22:09:13.327084]Total energy: 19690183.869219217
[2022-04-08 22:10:35.880202]Total energy: 19691411.55563744
[2022-04-08 22:12:00.940776]Total energy: 19648366.06090769
[2022-04-08 22:13:20.344429]Total energy: 19681720.030829806
[2022-04-08 22:14:36.425309]Total energy: 19671646.563565563
[2022-04-08 22:15:54.149535]Total energy: 19669751.85006622
[2022-04-08 22:17:11.246061]Total energy: 19694118.85673848
[2022-04-08 22:18:27.941448]Total energy: 19678326.02394177
[2022-04-08 22:19:44.379958]Total energy: 19686747.49262282
[2022-04-08 22:21:01.884511]Total energy: 19705206.865291134
[2022-04-08 22:22:19.970858]Total energy: 19664392.16464053
[2022-04-08 22:23:36.214945]Total energy: 19658715.568772644
[2022-04-08 22:24:52.765736]Total energy: 19689584.32336613
[2022-04-08 22:26:09.750437]Total energy: 19675361.47191149
[2022-04-08 22:27:26.650456]Total energy: 19679931.0172657
[2022-04-08 22:28:43.768465]Total energy: 19688355.017641492
[2022-04-08 22:30:03.638794]Total energy: 19654132.7752179
[2022-04-08 22:31:27.747686]Total energy: 19667595.85014785
[2022-04-08 22:32:53.922335]Total energy: 19683239.98193788
[2022-04-08 22:34:20.754281]Total energy: 19672103.046674475
[2022-04-08 22:35:53.398662]Total energy: 19690031.131345294
[2022-04-08 22:37:16.114630]Total energy: 19653649.522515148
[2022-04-08 22:38:31.585944]Total energy: 19682838.26780522
[2022-04-08 22:39:47.593299]Total energy: 19674669.188626073
[2022-04-08 22:41:13.392163]Total energy: 19653178.7519548
[2022-04-08 22:42:32.807054]Total energy: 19669197.704384215
[2022-04-08 22:43:50.555103]Total energy: 19660762.060607575
[2022-04-08 22:45:06.968434]Total energy: 19707405.544291366
[2022-04-08 22:46:22.090190]Total energy: 19660755.820910614
[2022-04-08 22:47:38.988275]Total energy: 19670267.485929262
[2022-04-08 22:48:55.949338]Total energy: 19669233.266673982
[2022-04-08 22:50:14.100851]Total energy: 19668876.506377786
[2022-04-08 22:51:40.410983]Total energy: 19682613.223709162
[2022-04-08 22:53:03.032149]Total energy: 19650931.280941837
[2022-04-08 22:54:20.920030]Total energy: 19661513.675157424
[2022-04-08 22:55:37.159248]Total energy: 19668298.764514107
[2022-04-08 22:56:54.004317]Total energy: 19688729.490341466
[2022-04-08 22:58:10.712915]Total energy: 19683256.519587874
[2022-04-08 22:59:27.842988]Total energy: 19699568.27159454
[2022-04-08 23:00:55.536135]Total energy: 19681652.522221986
[2022-04-08 23:02:22.751973]Total energy: 19681194.2604313
[2022-04-08 23:03:39.851548]Total energy: 19689546.132373672
[2022-04-08 23:04:55.855335]Total energy: 19643041.184823863
[2022-04-08 23:06:12.206298]Total energy: 19684203.346356004
[2022-04-08 23:07:28.880599]Total energy: 19698699.148061026
[2022-04-08 23:08:45.294159]Total energy: 19703511.565563932
[2022-04-08 23:10:01.698488]Total energy: 19701877.93324846
[2022-04-08 23:11:28.975774]Total energy: 19688887.7898706
[2022-04-08 23:13:03.757009]Total energy: 19670294.090372298
[2022-04-08 23:14:23.666491]Total energy: 19686183.736343313
[2022-04-08 23:15:39.963475]Total energy: 19676238.025156893
[2022-04-08 23:16:56.008568]Total energy: 19645226.94156814
[2022-04-08 23:18:11.877890]Total energy: 19691877.755188383
[2022-04-08 23:19:28.320707]Total energy: 19689274.719169956
[2022-04-08 23:20:49.182683]Total energy: 19693618.163949125
[2022-04-08 23:22:09.096880]Total energy: 19668028.656166147
[2022-04-08 23:23:25.176126]Total energy: 19684807.13843627
[2022-04-08 23:24:43.527793]Total energy: 19683889.781747494
[2022-04-08 23:26:00.318775]Total energy: 19649347.482399505
[2022-04-08 23:27:16.358070]Total energy: 19665906.26486893
[2022-04-08 23:28:33.096282]Total energy: 19662310.340086397
[2022-04-08 23:29:50.522604]Total energy: 19673417.197456528
[2022-04-08 23:31:15.679483]Total energy: 19681374.50255465
[2022-04-08 23:32:40.899155]Total energy: 19667579.87436881
[2022-04-08 23:34:00.010208]Total energy: 19666658.721741214
[2022-04-08 23:35:17.215940]Total energy: 19681224.12346823
[2022-04-08 23:36:33.238225]Total energy: 19652333.045060094
[2022-04-08 23:37:49.813519]Total energy: 19666158.29065946
[2022-04-08 23:39:06.742953]Total energy: 19668364.1569193
[2022-04-08 23:40:41.329354]Total energy: 19653206.09042034
[2022-04-08 23:42:09.248217]Total energy: 19681450.301777888
[2022-04-08 23:43:34.632269]Total energy: 19680601.699658897
[2022-04-08 23:44:53.664221]Total energy: 19656742.151221465
[2022-04-08 23:46:09.671815]Total energy: 19677068.175430935
[2022-04-08 23:47:26.363164]Total energy: 19689104.829053394
[2022-04-08 23:48:43.140615]Total energy: 19653281.630598225
[2022-04-08 23:50:00.784995]Total energy: 19666120.173832
[2022-04-08 23:51:25.613190]Total energy: 19694997.68093359
[2022-04-08 23:53:01.162794]Total energy: 19682678.61312845
[2022-04-08 23:54:27.094070]Total energy: 19682625.849621613
[2022-04-08 23:55:46.428999]Total energy: 19705016.630225677
[2022-04-08 23:57:03.012041]Total energy: 19671191.25754823
[2022-04-08 23:58:19.494715]Total energy: 19683873.302427858
[2022-04-08 23:59:41.943974]Total energy: 19669509.46398741
[2022-04-09 00:01:01.978459]Total energy: 19689485.613344625
[2022-04-09 00:02:21.040782]Total energy: 19688905.175705243
[2022-04-09 00:03:38.608735]Total energy: 19646080.430610795
[2022-04-09 00:04:56.119095]Total energy: 19655063.249411784
[2022-04-09 00:06:12.472987]Total energy: 19654284.107976094
[2022-04-09 00:07:30.634701]Total energy: 19663904.121201746
[2022-04-09 00:08:46.811790]Total energy: 19633027.296004657
[2022-04-09 00:10:01.916885]Total energy: 19682763.03537229
[2022-04-09 00:11:28.991676]Total energy: 19664391.673109286
[2022-04-09 00:13:01.448107]Total energy: 19641440.26182289
[2022-04-09 00:14:27.220663]Total energy: 19677734.563357208
[2022-04-09 00:15:43.943679]Total energy: 19679619.46440573
[2022-04-09 00:17:01.225101]Total energy: 19655472.23024609
[2022-04-09 00:18:19.362335]Total energy: 19669342.115500838
[2022-04-09 00:19:36.712971]Total energy: 19655893.312711705
[2022-04-09 00:20:55.411971]Total energy: 19661009.76780634
[2022-04-09 00:22:12.917237]Total energy: 19653712.208032772
[2022-04-09 00:23:30.842288]Total energy: 19683752.188183922
[2022-04-09 00:24:48.386293]Total energy: 19674260.130157802
[2022-04-09 00:26:06.601187]Total energy: 19653144.942896612
