initial: 107 - diverse_no_blind_seed
[2022-04-10 13:22:19.070909]Total energy: 17094392.139381014
[2022-04-10 13:23:33.741243]Total energy: 17101457.07605186
[2022-04-10 13:24:49.904523]Total energy: 17105165.903295122
[2022-04-10 13:26:05.439921]Total energy: 17139296.359276388
[2022-04-10 13:27:21.145750]Total energy: 17134431.359968904
[2022-04-10 13:28:36.851091]Total energy: 17151242.296477236
[2022-04-10 13:29:56.797441]Total energy: 17118031.551673323
[2022-04-10 13:31:13.714233]Total energy: 17107339.78787396
[2022-04-10 13:32:27.972847]Total energy: 17098312.016100034
[2022-04-10 13:33:43.051914]Total energy: 17122035.597914472
[2022-04-10 13:34:58.848851]Total energy: 17139802.896470748
[2022-04-10 13:36:13.264475]Total energy: 17108999.636474773
[2022-04-10 13:37:29.052847]Total energy: 17098082.116762664
[2022-04-10 13:38:46.888141]Total energy: 17092643.75192582
[2022-04-10 13:40:03.371129]Total energy: 17091384.743225787
[2022-04-10 13:41:33.420066]Total energy: 17132158.521164842
[2022-04-10 13:43:08.259997]Total energy: 17105920.08088168
[2022-04-10 13:44:30.914060]Total energy: 17117942.233808517
[2022-04-10 13:45:45.687127]Total energy: 17117523.448332645
[2022-04-10 13:47:02.665963]Total energy: 17118129.92960247
[2022-04-10 13:48:18.241894]Total energy: 17095722.76390025
[2022-04-10 13:49:32.724048]Total energy: 17110376.00239826
[2022-04-10 13:51:16.091986]Total energy: 17120567.600430343
[2022-04-10 13:52:47.070861]Total energy: 17100909.30931466
[2022-04-10 13:54:20.092185]Total energy: 17117476.18833678
[2022-04-10 13:55:41.680932]Total energy: 17107732.118694384
[2022-04-10 13:56:56.076120]Total energy: 17108801.05968494
[2022-04-10 13:58:12.638271]Total energy: 17129933.55153976
[2022-04-10 13:59:30.709339]Total energy: 17116485.36163788
[2022-04-10 14:00:49.168881]Total energy: 17079921.611772906
[2022-04-10 14:02:05.055989]Total energy: 17103009.505244654
[2022-04-10 14:03:21.436000]Total energy: 17074921.148621283
[2022-04-10 14:04:38.403236]Total energy: 17105147.446466904
[2022-04-10 14:05:54.752480]Total energy: 17118791.019223783
[2022-04-10 14:07:13.500812]Total energy: 17073066.2076371
[2022-04-10 14:08:30.470271]Total energy: 17131504.723300036
[2022-04-10 14:09:47.258463]Total energy: 17123031.385534246
[2022-04-10 14:11:05.257285]Total energy: 17133193.36341745
[2022-04-10 14:12:23.554798]Total energy: 17127506.842250533
[2022-04-10 14:13:43.553050]Total energy: 17104082.5300756
[2022-04-10 14:14:59.810928]Total energy: 17130615.142333087
[2022-04-10 14:16:18.873721]Total energy: 17048550.547170144
[2022-04-10 14:17:38.876793]Total energy: 17065832.575498596
[2022-04-10 14:18:57.358600]Total energy: 17100798.97361278
[2022-04-10 14:20:13.190939]Total energy: 17070204.31812019
[2022-04-10 14:21:31.372936]Total energy: 17065124.73980314
[2022-04-10 14:22:50.190605]Total energy: 17084229.126085337
[2022-04-10 14:24:11.140975]Total energy: 17065201.229874074
[2022-04-10 14:25:32.497413]Total energy: 17058425.1117908
[2022-04-10 14:26:53.054521]Total energy: 17069331.810304187
[2022-04-10 14:28:13.961662]Total energy: 17078618.892951503
[2022-04-10 14:29:33.693350]Total energy: 17050904.236067694
[2022-04-10 14:30:50.706021]Total energy: 17071899.58625321
[2022-04-10 14:32:07.019754]Total energy: 17070790.423128363
[2022-04-10 14:33:25.050480]Total energy: 17041065.379676424
[2022-04-10 14:34:42.461594]Total energy: 17062298.22380749
[2022-04-10 14:35:59.763264]Total energy: 17051335.74705293
[2022-04-10 14:37:17.279100]Total energy: 17055859.403270073
[2022-04-10 14:38:35.203353]Total energy: 17071373.455065817
[2022-04-10 14:40:07.187814]Total energy: 17058700.976838693
[2022-04-10 14:41:49.574129]Total energy: 17058765.99904419
[2022-04-10 14:43:24.133275]Total energy: 17048618.6548488
[2022-04-10 14:44:41.643736]Total energy: 17067194.462610018
[2022-04-10 14:45:58.563470]Total energy: 17085943.674124636
[2022-04-10 14:47:14.396443]Total energy: 17083579.115757067
[2022-04-10 14:48:33.894219]Total energy: 17055948.68576437
[2022-04-10 14:49:51.190437]Total energy: 17073100.993218925
[2022-04-10 14:51:17.003581]Total energy: 17054015.095835168
[2022-04-10 14:52:50.647748]Total energy: 17071269.96285835
[2022-04-10 14:54:14.187471]Total energy: 17071927.692712247
[2022-04-10 14:55:29.402864]Total energy: 17090273.200109623
[2022-04-10 14:56:46.878063]Total energy: 17044855.93253269
[2022-04-10 14:58:02.255249]Total energy: 17045240.80733738
[2022-04-10 14:59:18.009957]Total energy: 17059299.75122818
[2022-04-10 15:00:52.945357]Total energy: 17067651.979349762
[2022-04-10 15:02:19.697032]Total energy: 17071959.066278372
[2022-04-10 15:03:42.128010]Total energy: 17060239.739954013
[2022-04-10 15:04:59.499830]Total energy: 17108979.13508244
[2022-04-10 15:06:14.234666]Total energy: 17080338.895347387
[2022-04-10 15:07:31.847932]Total energy: 17057399.331776574
[2022-04-10 15:08:47.691997]Total energy: 17071105.594353925
[2022-04-10 15:10:03.707208]Total energy: 17039195.233489383
[2022-04-10 15:11:19.351529]Total energy: 17021339.91465299
[2022-04-10 15:12:34.928103]Total energy: 17081180.361870587
[2022-04-10 15:13:49.547513]Total energy: 17100396.795581102
[2022-04-10 15:15:04.923950]Total energy: 17080185.024842586
[2022-04-10 15:16:19.533934]Total energy: 17089719.617164902
[2022-04-10 15:17:35.534707]Total energy: 17083016.559681725
[2022-04-10 15:18:50.113131]Total energy: 17106283.210222054
[2022-04-10 15:20:05.969994]Total energy: 17076196.783754952
[2022-04-10 15:21:33.915773]Total energy: 17069160.083787154
[2022-04-10 15:22:59.585322]Total energy: 17061703.235506985
[2022-04-10 15:24:16.234613]Total energy: 17084252.29806198
[2022-04-10 15:25:31.835540]Total energy: 17073626.522088405
[2022-04-10 15:26:47.615346]Total energy: 17074100.83438869
[2022-04-10 15:28:03.320425]Total energy: 17070135.178115375
[2022-04-10 15:29:19.311485]Total energy: 17104457.466383852
[2022-04-10 15:30:33.703680]Total energy: 17090919.14482671
[2022-04-10 15:31:49.415698]Total energy: 17083386.663650643
[2022-04-10 15:33:04.964881]Total energy: 17066576.05269601
[2022-04-10 15:34:20.653607]Total energy: 17103837.563553188
[2022-04-10 15:35:35.826015]Total energy: 17084815.706891097
[2022-04-10 15:36:52.698703]Total energy: 17085821.057399534
[2022-04-10 15:38:08.433794]Total energy: 17045886.709475655
[2022-04-10 15:39:23.923694]Total energy: 17082437.222895555
[2022-04-10 15:41:02.150513]Total energy: 17070051.913543418
[2022-04-10 15:42:32.969910]Total energy: 17107714.175538346
[2022-04-10 15:43:59.609996]Total energy: 17059811.301913965
[2022-04-10 15:45:15.681325]Total energy: 17058207.273281477
[2022-04-10 15:46:30.947277]Total energy: 17065524.34680785
[2022-04-10 15:47:46.168608]Total energy: 17089758.56167492
[2022-04-10 15:49:01.527186]Total energy: 17086931.456564754
[2022-04-10 15:50:16.559969]Total energy: 17093346.963919625
[2022-04-10 15:51:51.435732]Total energy: 17088893.9139808
[2022-04-10 15:53:27.891398]Total energy: 17082906.215933163
[2022-04-10 15:54:56.416893]Total energy: 17088069.62146376
[2022-04-10 15:56:14.012915]Total energy: 17092192.57166505
[2022-04-10 15:57:35.327945]Total energy: 17091530.833353285
[2022-04-10 15:58:55.540399]Total energy: 17108450.170816507
[2022-04-10 16:00:12.798414]Total energy: 17103262.68628892
[2022-04-10 16:01:27.529627]Total energy: 17076948.341327567
[2022-04-10 16:02:43.090847]Total energy: 17060217.050167657
[2022-04-10 16:03:57.404083]Total energy: 17084893.339288477
[2022-04-10 16:05:12.032312]Total energy: 17073827.803586736
[2022-04-10 16:06:26.072199]Total energy: 17099214.11302435
[2022-04-10 16:07:42.729289]Total energy: 17104169.69381272
[2022-04-10 16:08:59.406385]Total energy: 17078418.551492997
[2022-04-10 16:10:16.028299]Total energy: 17082185.821046967
[2022-04-10 16:11:41.821012]Total energy: 17106477.205452736
[2022-04-10 16:13:15.494164]Total energy: 17085497.95347981
[2022-04-10 16:14:40.815641]Total energy: 17087141.708496053
[2022-04-10 16:16:00.495960]Total energy: 17082091.40741059
[2022-04-10 16:17:15.336633]Total energy: 17091680.213982575
[2022-04-10 16:18:32.913361]Total energy: 17068300.66777107
[2022-04-10 16:19:47.868893]Total energy: 17074760.56037142
[2022-04-10 16:21:28.376463]Total energy: 17115232.420741796
[2022-04-10 16:22:44.696960]Total energy: 17081816.209901046
[2022-04-10 16:23:59.526929]Total energy: 17109116.879929367
[2022-04-10 16:25:16.015601]Total energy: 17089466.963643964
[2022-04-10 16:26:30.440925]Total energy: 17096507.76034179
[2022-04-10 16:27:45.276400]Total energy: 17085985.998783097
[2022-04-10 16:28:59.943027]Total energy: 17083236.359082498
[2022-04-10 16:30:17.566941]Total energy: 17063727.36527262
[2022-04-10 16:31:55.706566]Total energy: 17080876.98640042
[2022-04-10 16:33:21.517332]Total energy: 17043672.545013264
[2022-04-10 16:34:37.528385]Total energy: 17080835.825726915
[2022-04-10 16:35:52.476832]Total energy: 17084920.450061426
[2022-04-10 16:37:08.531070]Total energy: 17093393.733320933
[2022-04-10 16:38:23.624939]Total energy: 17061253.19113255
[2022-04-10 16:39:39.869058]Total energy: 17064750.75359118
[2022-04-10 16:41:16.724540]Total energy: 17069413.441803787
[2022-04-10 16:42:58.924896]Total energy: 17077813.432632048
[2022-04-10 16:44:31.482917]Total energy: 17083220.404914044
[2022-04-10 16:46:03.711334]Total energy: 17051540.866497595
[2022-04-10 16:47:38.017692]Total energy: 17096989.445887897
[2022-04-10 16:48:56.341875]Total energy: 17087168.976984184
[2022-04-10 16:50:11.781809]Total energy: 17093442.519084863
[2022-04-10 16:51:26.515362]Total energy: 17074683.193506766
[2022-04-10 16:52:41.560507]Total energy: 17033296.29525949
[2022-04-10 16:53:57.748530]Total energy: 17098527.498242494
[2022-04-10 16:55:12.365696]Total energy: 17071110.293109573
[2022-04-10 16:56:27.791155]Total energy: 17078309.142820317
[2022-04-10 16:57:42.063540]Total energy: 17067579.491230637
[2022-04-10 16:58:57.812761]Total energy: 17055073.517475635
[2022-04-10 17:00:13.083261]Total energy: 17061454.110939857
[2022-04-10 17:01:38.033003]Total energy: 17056642.13071357
[2022-04-10 17:04:12.777598]Total energy: 17051448.35096056
[2022-04-10 17:05:30.037770]Total energy: 17061610.07642334
[2022-04-10 17:06:45.718956]Total energy: 17100056.604508653
[2022-04-10 17:08:01.086594]Total energy: 17056628.785481155
[2022-04-10 17:09:17.675144]Total energy: 17087237.326795388
[2022-04-10 17:10:59.389397]Total energy: 17075634.79778581
[2022-04-10 17:12:43.251516]Total energy: 17099729.20097864
[2022-04-10 17:14:14.671767]Total energy: 17061998.76432091
[2022-04-10 17:15:57.228598]Total energy: 17080989.73543645
[2022-04-10 17:17:40.104380]Total energy: 17071136.743230484
[2022-04-10 17:19:08.444891]Total energy: 17087658.679134723
[2022-04-10 17:20:43.576732]Total energy: 17066677.902716618
[2022-04-10 17:22:12.963733]Total energy: 17086664.01855823
[2022-04-10 17:23:40.320711]Total energy: 17082297.360620007
[2022-04-10 17:24:58.659686]Total energy: 17028268.106822137
[2022-04-10 17:26:16.104826]Total energy: 17056560.1814744
[2022-04-10 17:27:33.369736]Total energy: 17078302.925110485
[2022-04-10 17:28:51.046274]Total energy: 17091922.69914703
[2022-04-10 17:30:07.434507]Total energy: 17065018.130398326
[2022-04-10 17:31:45.682928]Total energy: 17070835.2947953
[2022-04-10 17:33:15.534185]Total energy: 17053196.936347462
[2022-04-10 17:34:49.915786]Total energy: 17065082.058706786
[2022-04-10 17:36:24.596667]Total energy: 17092377.404533416
[2022-04-10 17:37:49.974021]Total energy: 17086761.30036717
[2022-04-10 17:39:07.276081]Total energy: 17072579.091610752
[2022-04-10 17:40:24.597615]Total energy: 17087010.594872266
[2022-04-10 17:41:41.077197]Total energy: 17074992.91405535
[2022-04-10 17:42:56.306540]Total energy: 17054348.73223095
[2022-04-10 17:44:10.611222]Total energy: 17065416.953776635
[2022-04-10 17:45:25.493262]Total energy: 17081213.549347527
[2022-04-10 17:46:40.265727]Total energy: 17090170.99354975
[2022-04-10 17:47:55.115030]Total energy: 17088071.843110338
[2022-04-10 17:49:09.584637]Total energy: 17051599.120990388
[2022-04-10 17:50:28.014017]Total energy: 17072122.765153915
[2022-04-10 17:51:42.080630]Total energy: 17071387.778510783
[2022-04-10 17:52:56.619356]Total energy: 17095707.486283626
[2022-04-10 17:54:11.077439]Total energy: 17057535.092123292
[2022-04-10 17:55:25.751899]Total energy: 17083201.039823834
[2022-04-10 17:56:42.383047]Total energy: 17094093.228467915
[2022-04-10 17:57:59.184177]Total energy: 17077459.979283363
[2022-04-10 17:59:14.366580]Total energy: 17050702.481281508
[2022-04-10 18:01:09.324782]Total energy: 17059952.894338906
[2022-04-10 18:03:11.536603]Total energy: 17056301.574678566
[2022-04-10 18:04:34.590570]Total energy: 17099826.869645786
[2022-04-10 18:05:49.685808]Total energy: 17082763.29455309
[2022-04-10 18:07:05.265780]Total energy: 17047204.961016078
[2022-04-10 18:08:20.743416]Total energy: 17059434.339173067
[2022-04-10 18:09:36.858210]Total energy: 17080813.53268407
[2022-04-10 18:11:18.004754]Total energy: 17069340.38362891
[2022-04-10 18:13:00.991486]Total energy: 17103936.05019366
[2022-04-10 18:14:44.770898]Total energy: 17063750.090303235
[2022-04-10 18:16:11.454145]Total energy: 17074631.152073756
[2022-04-10 18:17:28.080271]Total energy: 17087721.970352747
[2022-04-10 18:18:46.400201]Total energy: 17042881.02024652
[2022-04-10 18:20:02.232035]Total energy: 17070858.752885796
[2022-04-10 18:21:44.780205]Total energy: 17078140.030318405
[2022-04-10 18:23:22.934440]Total energy: 17071944.099554665
[2022-04-10 18:24:47.361892]Total energy: 17043679.648514375
[2022-04-10 18:26:03.328360]Total energy: 17112686.935519107
[2022-04-10 18:27:20.215197]Total energy: 17058675.387173858
[2022-04-10 18:28:35.903787]Total energy: 17083042.30147161
[2022-04-10 18:29:50.885478]Total energy: 17094643.131907895
[2022-04-10 18:31:18.930274]Total energy: 17049549.237336576
[2022-04-10 18:32:55.221654]Total energy: 17062034.624952745
[2022-04-10 18:34:23.628705]Total energy: 17065578.884753436
[2022-04-10 18:35:41.123580]Total energy: 17093776.851190742
[2022-04-10 18:36:59.251946]Total energy: 17086117.46380306
[2022-04-10 18:38:20.542146]Total energy: 17041841.563668672
[2022-04-10 18:39:43.157191]Total energy: 17061357.189176593
[2022-04-10 18:41:31.775766]Total energy: 17047695.704429425
[2022-04-10 18:43:25.447871]Total energy: 17073263.89554075
[2022-04-10 18:45:02.118369]Total energy: 17094863.596144352
[2022-04-10 18:46:26.388407]Total energy: 17041028.21355189
[2022-04-10 18:47:40.259421]Total energy: 17077393.303836484
[2022-04-10 18:48:53.790064]Total energy: 17071899.56980102
[2022-04-10 18:50:07.504518]Total energy: 17109749.204296898
[2022-04-10 18:51:47.033754]Total energy: 17064766.637914937
[2022-04-10 18:53:27.505768]Total energy: 17069665.09557136
[2022-04-10 18:54:41.201763]Total energy: 17088465.345509186
[2022-04-10 18:55:56.399008]Total energy: 17097571.27594841
[2022-04-10 18:57:09.358648]Total energy: 17082022.190976087
[2022-04-10 18:58:23.744032]Total energy: 17097312.382221192
[2022-04-10 18:59:38.847429]Total energy: 17067696.072636332
[2022-04-10 19:01:16.363363]Total energy: 17075691.61237903
[2022-04-10 19:03:14.754177]Total energy: 17035434.269195788
[2022-04-10 19:04:53.253432]Total energy: 17046908.328411642
[2022-04-10 19:06:25.166845]Total energy: 17069325.97035561
[2022-04-10 19:07:57.923297]Total energy: 17070476.011354994
[2022-04-10 19:09:29.742146]Total energy: 17063347.626630865
[2022-04-10 19:11:10.035437]Total energy: 17058467.43348904
[2022-04-10 19:12:34.339820]Total energy: 17049749.20337464
[2022-04-10 19:13:48.254413]Total energy: 17052877.065829378
[2022-04-10 19:15:01.047632]Total energy: 17075777.349157445
[2022-04-10 19:16:13.868101]Total energy: 17102104.35104694
[2022-04-10 19:17:27.263114]Total energy: 17056883.61521308
[2022-04-10 19:18:39.702883]Total energy: 17088218.721936733
[2022-04-10 19:19:53.343567]Total energy: 17020718.1996767
[2022-04-10 19:21:32.451030]Total energy: 17082100.94198368
[2022-04-10 19:23:13.295318]Total energy: 17070338.809991412
[2022-04-10 19:24:45.988281]Total energy: 17081286.868635822
[2022-04-10 19:26:21.391932]Total energy: 17090151.246757247
[2022-04-10 19:27:48.078191]Total energy: 17041464.65804861
[2022-04-10 19:29:04.025472]Total energy: 17070563.422151234
[2022-04-10 19:30:17.054143]Total energy: 17074560.325993367
[2022-04-10 19:31:31.145156]Total energy: 17088399.67056711
[2022-04-10 19:32:44.116802]Total energy: 17059427.564360935
[2022-04-10 19:33:58.871037]Total energy: 17095487.066105213
[2022-04-10 19:35:12.051200]Total energy: 17089020.267279968
[2022-04-10 19:36:24.918002]Total energy: 17064027.736263134
[2022-04-10 19:37:37.490602]Total energy: 17092038.601200044
[2022-04-10 19:38:50.498287]Total energy: 17070828.008561082
[2022-04-10 19:40:02.007292]Total energy: 17073104.846747022
[2022-04-10 19:41:24.438171]Total energy: 17089779.756842997
[2022-04-10 19:42:51.717215]Total energy: 17100724.30949777
[2022-04-10 19:44:21.871427]Total energy: 17093871.830985475
[2022-04-10 19:45:53.316001]Total energy: 17048237.724902548
[2022-04-10 19:47:21.070286]Total energy: 17053812.973798167
[2022-04-10 19:48:50.988951]Total energy: 17108750.26571488
[2022-04-10 19:50:21.800096]Total energy: 17107425.22187183
[2022-04-10 19:51:42.519341]Total energy: 17061936.05558829
[2022-04-10 19:52:56.279918]Total energy: 17078463.208536055
[2022-04-10 19:54:09.815932]Total energy: 17055101.88963046
[2022-04-10 19:55:24.539641]Total energy: 17088184.11722443
[2022-04-10 19:56:37.955644]Total energy: 17121948.243923128
[2022-04-10 19:57:52.327224]Total energy: 17100160.399475098
[2022-04-10 19:59:07.040524]Total energy: 17095664.539683808
[2022-04-10 20:00:20.030770]Total energy: 17081435.906785402
[2022-04-10 20:01:47.929180]Total energy: 17052438.35818185
[2022-04-10 20:03:04.799089]Total energy: 17100771.95954693
[2022-04-10 20:04:19.223404]Total energy: 17099548.832314055
[2022-04-10 20:05:32.860539]Total energy: 17098030.89568388
[2022-04-10 20:06:46.011390]Total energy: 17087988.45794815
[2022-04-10 20:08:00.088549]Total energy: 17053140.713294532
[2022-04-10 20:09:12.668108]Total energy: 17099401.8177606
[2022-04-10 20:11:17.222609]Total energy: 17075811.986637697
[2022-04-10 20:13:04.841525]Total energy: 17100797.224449255
[2022-04-10 20:14:40.278488]Total energy: 17071316.705314472
[2022-04-10 20:15:57.988910]Total energy: 17075527.56518555
[2022-04-10 20:17:13.560142]Total energy: 17090306.388396163
[2022-04-10 20:18:27.375778]Total energy: 17068173.795717184
[2022-04-10 20:19:39.930061]Total energy: 17087712.694106217
[2022-04-10 20:21:31.119614]Total energy: 17095892.981245026
[2022-04-10 20:23:17.924665]Total energy: 17077516.807637386
[2022-04-10 20:24:52.837584]Total energy: 17056370.10300297
[2022-04-10 20:26:20.594044]Total energy: 17066375.227332268
[2022-04-10 20:27:34.360319]Total energy: 17085472.98091923
[2022-04-10 20:28:48.019862]Total energy: 17057249.601193126
[2022-04-10 20:30:00.485449]Total energy: 17085025.101974275
[2022-04-10 20:31:36.465719]Total energy: 17078362.732469466
[2022-04-10 20:33:09.143245]Total energy: 17065780.99474493
[2022-04-10 20:34:37.692400]Total energy: 17078996.02758828
[2022-04-10 20:35:59.243540]Total energy: 17112695.02550956
[2022-04-10 20:37:15.957263]Total energy: 17116608.868652046
[2022-04-10 20:38:28.456988]Total energy: 17072476.08397169
[2022-04-10 20:39:41.254369]Total energy: 17081618.719008986
[2022-04-10 20:41:07.067671]Total energy: 17097912.965404738
[2022-04-10 20:42:39.027585]Total energy: 17048615.28414562
[2022-04-10 20:43:53.202558]Total energy: 17146796.601097643
[2022-04-10 20:45:07.262262]Total energy: 17078513.994228844
[2022-04-10 20:46:20.296371]Total energy: 17067852.947907668
[2022-04-10 20:47:33.488575]Total energy: 17089998.296915893
[2022-04-10 20:48:46.715786]Total energy: 17081798.571483005
[2022-04-10 20:49:59.817033]Total energy: 17091298.944623508
[2022-04-10 20:51:36.526852]Total energy: 17094453.186966047
[2022-04-10 20:53:29.480984]Total energy: 17082908.552763827
[2022-04-10 20:54:55.413536]Total energy: 17085166.503180876
[2022-04-10 20:56:26.171241]Total energy: 17099058.82271117
[2022-04-10 20:58:01.742664]Total energy: 17076056.87266814
[2022-04-10 20:59:26.351193]Total energy: 17086160.361555282
[2022-04-10 21:01:12.703207]Total energy: 17061125.21109159
[2022-04-10 21:02:56.227182]Total energy: 17069994.717101607
[2022-04-10 21:04:29.547736]Total energy: 17093980.503203638
[2022-04-10 21:06:02.569105]Total energy: 17074498.91370559
[2022-04-10 21:07:32.325751]Total energy: 17102108.38416992
[2022-04-10 21:08:55.607271]Total energy: 17084260.96498738
[2022-04-10 21:10:13.660988]Total energy: 17059362.139417373
[2022-04-10 21:11:53.073947]Total energy: 17090664.81827972
[2022-04-10 21:13:38.687473]Total energy: 17111278.242477205
[2022-04-10 21:14:56.141470]Total energy: 17102396.429794796
[2022-04-10 21:16:12.433091]Total energy: 17077502.894438848
[2022-04-10 21:17:30.706830]Total energy: 17080864.34133706
[2022-04-10 21:18:45.664123]Total energy: 17093085.79118386
[2022-04-10 21:20:02.549278]Total energy: 17070978.57654727
[2022-04-10 21:21:37.905901]Total energy: 17104713.611267574
[2022-04-10 21:23:14.341930]Total energy: 17060751.018097594
[2022-04-10 21:24:41.123892]Total energy: 17063513.617988408
[2022-04-10 21:26:09.378216]Total energy: 17077607.020961475
[2022-04-10 21:27:38.269316]Total energy: 17057510.400760747
[2022-04-10 21:28:59.550144]Total energy: 17077129.90288686
[2022-04-10 21:30:13.336211]Total energy: 17079148.07198364
[2022-04-10 21:31:26.638627]Total energy: 17091197.786353696
[2022-04-10 21:32:40.037478]Total energy: 17089494.18313576
[2022-04-10 21:33:53.206247]Total energy: 17052732.859037723
[2022-04-10 21:35:05.926747]Total energy: 17092299.747289408
[2022-04-10 21:36:19.032116]Total energy: 17085238.50691814
[2022-04-10 21:37:32.460337]Total energy: 17062988.014951255
[2022-04-10 21:38:46.531987]Total energy: 17044011.18280752
[2022-04-10 21:39:59.705805]Total energy: 17080246.80089836
[2022-04-10 21:41:31.189018]Total energy: 17044751.67818318
[2022-04-10 21:43:05.814475]Total energy: 17108300.305000998
[2022-04-10 21:44:32.130226]Total energy: 17101570.51411443
[2022-04-10 21:45:51.559275]Total energy: 17080161.95585368
[2022-04-10 21:47:05.176712]Total energy: 17085376.600681897
[2022-04-10 21:48:17.978082]Total energy: 17069715.894433036
[2022-04-10 21:49:31.542584]Total energy: 17113579.58681268
[2022-04-10 21:51:06.424189]Total energy: 17122854.284683775
[2022-04-10 21:52:40.581261]Total energy: 17048613.633074455
[2022-04-10 21:54:00.677902]Total energy: 17060326.66963003
[2022-04-10 21:55:14.211569]Total energy: 17068700.581608526
[2022-04-10 21:56:29.514424]Total energy: 17102633.750798013
[2022-04-10 21:57:43.898814]Total energy: 17064792.17949113
[2022-04-10 21:58:57.832195]Total energy: 17090182.038053494
[2022-04-10 22:00:11.472758]Total energy: 17062449.890512295
[2022-04-10 22:01:42.495050]Total energy: 17066164.580035433
[2022-04-10 22:03:11.015979]Total energy: 17100748.21315192
[2022-04-10 22:04:39.331923]Total energy: 17074414.09721692
[2022-04-10 22:06:06.571172]Total energy: 17082853.767722495
[2022-04-10 22:07:39.563818]Total energy: 17072049.442986473
[2022-04-10 22:09:00.578821]Total energy: 17071413.323604595
[2022-04-10 22:10:15.597094]Total energy: 17111515.296660755
[2022-04-10 22:11:44.526272]Total energy: 17075517.240478735
[2022-04-10 22:13:20.455223]Total energy: 17047782.286984093
[2022-04-10 22:14:44.677018]Total energy: 17084296.27177185
[2022-04-10 22:15:57.520345]Total energy: 17073569.65260283
[2022-04-10 22:17:10.777773]Total energy: 17073292.788238805
[2022-04-10 22:18:23.588187]Total energy: 17082303.505931325
[2022-04-10 22:19:36.403036]Total energy: 17098083.725567155
[2022-04-10 22:20:59.495004]Total energy: 17052021.500982217
[2022-04-10 22:22:20.670870]Total energy: 17045727.656016465
[2022-04-10 22:23:33.756494]Total energy: 17091090.311572164
[2022-04-10 22:24:47.100723]Total energy: 17081387.062355887
[2022-04-10 22:26:01.310062]Total energy: 17073308.526373032
[2022-04-10 22:27:14.061964]Total energy: 17088248.187493794
[2022-04-10 22:28:27.671592]Total energy: 17091556.293433763
[2022-04-10 22:29:45.230909]Total energy: 17047985.71891833
[2022-04-10 22:31:02.289996]Total energy: 17088798.61031931
[2022-04-10 22:32:18.730126]Total energy: 17053152.731521424
[2022-04-10 22:33:35.846502]Total energy: 17071395.588743582
[2022-04-10 22:34:53.119113]Total energy: 17082597.868033256
[2022-04-10 22:36:09.403316]Total energy: 17071058.9628022
[2022-04-10 22:37:25.279825]Total energy: 17078135.79777903
[2022-04-10 22:38:41.354804]Total energy: 17046878.903700694
[2022-04-10 22:39:56.865601]Total energy: 17081253.685348466
[2022-04-10 22:41:43.857649]Total energy: 17087293.38676821
[2022-04-10 22:43:25.871037]Total energy: 17072560.581756935
[2022-04-10 22:44:46.575224]Total energy: 17083845.590669293
[2022-04-10 22:46:03.061827]Total energy: 17073498.112934146
[2022-04-10 22:47:18.861728]Total energy: 17074620.988960985
[2022-04-10 22:48:31.133670]Total energy: 17082005.07737297
[2022-04-10 22:49:43.870573]Total energy: 17070447.85930382
[2022-04-10 22:51:18.196791]Total energy: 17088151.71706143
[2022-04-10 22:52:44.930694]Total energy: 17050355.4541734
[2022-04-10 22:54:14.440184]Total energy: 17090524.835969713
[2022-04-10 22:55:45.862904]Total energy: 17055813.847798895
[2022-04-10 22:57:06.936915]Total energy: 17077829.8781844
[2022-04-10 22:58:19.800158]Total energy: 17078173.426596005
[2022-04-10 22:59:33.866040]Total energy: 17086578.37815382
[2022-04-10 23:01:16.504512]Total energy: 17094013.24845749
[2022-04-10 23:02:34.828076]Total energy: 17074520.406736694
[2022-04-10 23:03:48.792916]Total energy: 17056778.41308967
[2022-04-10 23:05:02.600934]Total energy: 17073046.283535775
[2022-04-10 23:06:15.649963]Total energy: 17100311.107055265
[2022-04-10 23:07:28.060077]Total energy: 17065834.287461016
[2022-04-10 23:08:41.420858]Total energy: 17097650.453915454
[2022-04-10 23:09:54.670211]Total energy: 17087472.23523608
[2022-04-10 23:11:27.487561]Total energy: 17101278.396212406
[2022-04-10 23:13:11.658268]Total energy: 17051472.08989334
[2022-04-10 23:14:32.042961]Total energy: 17078905.64596722
[2022-04-10 23:15:45.365970]Total energy: 17089839.539163444
[2022-04-10 23:16:58.575267]Total energy: 17067015.86006696
[2022-04-10 23:18:11.973699]Total energy: 17102400.954433028
[2022-04-10 23:19:25.442551]Total energy: 17047576.741733912
[2022-04-10 23:21:00.108401]Total energy: 17069781.864813983
[2022-04-10 23:22:32.643957]Total energy: 17112216.55576682
[2022-04-10 23:23:45.939130]Total energy: 17102015.801613927
[2022-04-10 23:24:59.116531]Total energy: 17049704.808821566
[2022-04-10 23:26:24.568861]Total energy: 17083990.179322094
[2022-04-10 23:27:37.744034]Total energy: 17069704.489095878
[2022-04-10 23:28:55.686351]Total energy: 17079746.07925275
[2022-04-10 23:30:12.476851]Total energy: 17056365.82938703
[2022-04-10 23:31:27.644272]Total energy: 17064419.611570142
[2022-04-10 23:32:45.133347]Total energy: 17092843.201023053
[2022-04-10 23:34:01.584079]Total energy: 17080399.314480614
[2022-04-10 23:35:18.728416]Total energy: 17081277.359534945
[2022-04-10 23:36:34.186147]Total energy: 17093659.934131123
