initial: 104 - diverse_seed
[2022-04-07 21:44:00.656381]Total energy: 17181606.389869846
[2022-04-07 21:45:29.122615]Total energy: 17190735.05604732
[2022-04-07 21:47:00.932290]Total energy: 17172170.954790656
[2022-04-07 21:48:24.361856]Total energy: 17163748.837543596
[2022-04-07 21:49:46.722498]Total energy: 17161575.77273841
[2022-04-07 21:51:11.956143]Total energy: 17209363.512454625
[2022-04-07 21:52:39.296361]Total energy: 17237779.990515634
[2022-04-07 21:54:04.822772]Total energy: 17209036.389007453
[2022-04-07 21:55:32.765126]Total energy: 17236632.68534247
[2022-04-07 21:57:01.191099]Total energy: 17256514.211546842
[2022-04-07 21:58:29.166267]Total energy: 17242864.10608346
[2022-04-07 21:59:54.834479]Total energy: 17243759.93248594
[2022-04-07 22:01:28.825275]Total energy: 17203026.496730827
[2022-04-07 22:02:56.289573]Total energy: 17247974.912184313
[2022-04-07 22:04:25.551085]Total energy: 17211728.013196517
[2022-04-07 22:05:50.905113]Total energy: 17251056.149945423
[2022-04-07 22:07:17.685305]Total energy: 17139401.830020238
[2022-04-07 22:08:42.248130]Total energy: 17257730.00453146
[2022-04-07 22:10:07.240162]Total energy: 17233781.97466815
[2022-04-07 22:11:42.584260]Total energy: 17239621.501218174
[2022-04-07 22:13:12.887148]Total energy: 17281113.04671492
[2022-04-07 22:14:36.192373]Total energy: 17230591.372138012
[2022-04-07 22:16:00.865088]Total energy: 17263300.335140508
[2022-04-07 22:17:27.884585]Total energy: 17262629.01148661
[2022-04-07 22:18:55.815605]Total energy: 17261186.697225194
[2022-04-07 22:20:32.980229]Total energy: 17270390.66800272
[2022-04-07 22:22:17.862533]Total energy: 17238850.107688427
[2022-04-07 22:23:40.762166]Total energy: 17261256.708062824
[2022-04-07 22:25:06.143960]Total energy: 17261505.175633494
[2022-04-07 22:26:29.495095]Total energy: 17251746.702014875
[2022-04-07 22:27:54.533487]Total energy: 17237996.7317608
[2022-04-07 22:29:23.851661]Total energy: 17203827.707088828
[2022-04-07 22:31:09.283766]Total energy: 17261695.010408774
[2022-04-07 22:32:53.756661]Total energy: 17231108.739260726
[2022-04-07 22:34:20.341607]Total energy: 17231711.11614491
[2022-04-07 22:35:46.714797]Total energy: 17238721.491314884
[2022-04-07 22:37:13.525141]Total energy: 17253677.7566697
[2022-04-07 22:38:41.451950]Total energy: 17258120.894240122
[2022-04-07 22:40:09.446468]Total energy: 17271205.77466486
[2022-04-07 22:41:43.924360]Total energy: 17265023.566973906
[2022-04-07 22:43:14.565718]Total energy: 17265089.889328882
[2022-04-07 22:44:40.343410]Total energy: 17204396.035349738
[2022-04-07 22:46:10.991909]Total energy: 17267334.29282924
[2022-04-07 22:47:38.946841]Total energy: 17242374.491675302
[2022-04-07 22:49:06.231989]Total energy: 17291513.289222278
[2022-04-07 22:50:45.897932]Total energy: 17206110.790964853
[2022-04-07 22:52:30.707044]Total energy: 17278399.73834258
[2022-04-07 22:54:04.481446]Total energy: 17267072.18563765
[2022-04-07 22:55:33.641956]Total energy: 17265153.423692536
[2022-04-07 22:57:02.008050]Total energy: 17264729.18852617
[2022-04-07 22:58:30.158328]Total energy: 17297679.315431286
[2022-04-07 23:00:02.364420]Total energy: 17225340.097431667
[2022-04-07 23:01:37.528382]Total energy: 17206383.730401546
[2022-04-07 23:03:11.556444]Total energy: 17276540.702194303
[2022-04-07 23:04:37.103270]Total energy: 17289627.034594987
[2022-04-07 23:05:58.755651]Total energy: 17164592.440052226
[2022-04-07 23:07:25.178199]Total energy: 17261133.649586003
[2022-04-07 23:08:51.591982]Total energy: 17231041.4192735
[2022-04-07 23:10:17.880089]Total energy: 17293819.67450997
[2022-04-07 23:11:54.004165]Total energy: 17224170.392891727
[2022-04-07 23:13:24.123813]Total energy: 17227164.627571713
[2022-04-07 23:14:51.533828]Total energy: 17247203.600448105
[2022-04-07 23:16:25.955805]Total energy: 17226004.248565257
[2022-04-07 23:17:55.302230]Total energy: 17156347.75020569
[2022-04-07 23:19:21.607113]Total energy: 17280746.78236123
[2022-04-07 23:21:08.081750]Total energy: 17222507.166474935
[2022-04-07 23:22:43.911631]Total energy: 17228289.15312259
[2022-04-07 23:24:11.969792]Total energy: 17211049.11498773
[2022-04-07 23:25:37.201396]Total energy: 17233262.78293351
[2022-04-07 23:27:03.856254]Total energy: 17207881.490501136
[2022-04-07 23:28:31.850494]Total energy: 17243174.380678196
[2022-04-07 23:30:00.936156]Total energy: 17234136.123483427
[2022-04-07 23:31:45.512935]Total energy: 17226318.20037363
[2022-04-07 23:33:17.086944]Total energy: 17210369.2020101
[2022-04-07 23:34:42.958951]Total energy: 17216744.111381132
[2022-04-07 23:36:07.011857]Total energy: 17223168.802854426
[2022-04-07 23:37:32.855062]Total energy: 17196711.73211602
[2022-04-07 23:38:59.397940]Total energy: 17213707.295670647
[2022-04-07 23:40:42.268640]Total energy: 17244205.55354066
[2022-04-07 23:42:32.506979]Total energy: 17259358.287821215
[2022-04-07 23:43:59.658556]Total energy: 17190068.767680466
[2022-04-07 23:45:27.424573]Total energy: 17204553.67087787
[2022-04-07 23:46:52.665876]Total energy: 17246499.293708358
[2022-04-07 23:48:19.653228]Total energy: 17232013.839593913
[2022-04-07 23:49:48.027859]Total energy: 17190131.236033123
[2022-04-07 23:51:35.171931]Total energy: 17170624.37891729
[2022-04-07 23:53:14.409893]Total energy: 17227099.723478466
[2022-04-07 23:54:47.205554]Total energy: 17273351.679495003
[2022-04-07 23:56:14.675625]Total energy: 17247885.245416585
[2022-04-07 23:57:39.300725]Total energy: 17206650.08108417
[2022-04-07 23:59:07.640358]Total energy: 17227977.963833716
[2022-04-08 00:00:36.452218]Total energy: 17267780.170767747
[2022-04-08 00:02:02.309082]Total energy: 17213942.74230198
[2022-04-08 00:03:27.662286]Total energy: 17288168.878493905
[2022-04-08 00:04:54.041227]Total energy: 17207566.351733692
[2022-04-08 00:06:29.248723]Total energy: 17262508.318711556
[2022-04-08 00:07:55.279014]Total energy: 17236282.368245237
[2022-04-08 00:09:21.801621]Total energy: 17173896.630352803
[2022-04-08 00:10:54.046817]Total energy: 17203253.56736034
[2022-04-08 00:12:28.450139]Total energy: 17221444.881662253
[2022-04-08 00:13:54.686015]Total energy: 17250812.556840684
[2022-04-08 00:15:24.436349]Total energy: 17232794.44497164
[2022-04-08 00:16:50.100489]Total energy: 17195696.40502387
[2022-04-08 00:18:16.725067]Total energy: 17238321.793811966
[2022-04-08 00:19:44.426471]Total energy: 17227103.81690158
[2022-04-08 00:21:28.374482]Total energy: 17240356.71100292
[2022-04-08 00:23:03.369189]Total energy: 17212429.667209968
[2022-04-08 00:24:32.333879]Total energy: 17239589.674265757
[2022-04-08 00:26:00.802379]Total energy: 17191046.700942338
[2022-04-08 00:27:28.066072]Total energy: 17248501.46925809
[2022-04-08 00:28:55.478710]Total energy: 17171256.686712112
[2022-04-08 00:30:35.236028]Total energy: 17221379.754488736
[2022-04-08 00:32:25.031999]Total energy: 17235193.839010183
[2022-04-08 00:34:05.440501]Total energy: 17217071.79367085
[2022-04-08 00:35:35.374061]Total energy: 17219964.60023529
[2022-04-08 00:37:01.742154]Total energy: 17258401.324619737
[2022-04-08 00:38:29.338011]Total energy: 17297316.11378324
[2022-04-08 00:39:54.800432]Total energy: 17252879.278160077
[2022-04-08 00:41:24.258733]Total energy: 17194882.793189444
[2022-04-08 00:42:51.312709]Total energy: 17311517.73985132
[2022-04-08 00:44:20.499605]Total energy: 17208150.310530268
[2022-04-08 00:45:45.524799]Total energy: 17237222.05945353
[2022-04-08 00:47:13.786474]Total energy: 17302968.303814676
[2022-04-08 00:48:41.378352]Total energy: 17250484.136333693
[2022-04-08 00:50:07.717206]Total energy: 17268948.250424646
[2022-04-08 00:51:38.090077]Total energy: 17214273.75402928
[2022-04-08 00:53:10.357844]Total energy: 17245569.62816904
[2022-04-08 00:54:34.692374]Total energy: 17261289.01847073
[2022-04-08 00:56:01.628258]Total energy: 17268301.50300732
[2022-04-08 00:57:28.960526]Total energy: 17211220.0834311
[2022-04-08 00:58:54.820250]Total energy: 17259484.61265853
[2022-04-08 01:00:19.893791]Total energy: 17229613.10643099
[2022-04-08 01:01:51.544758]Total energy: 17219323.243379988
[2022-04-08 01:03:21.165311]Total energy: 17282096.608483978
[2022-04-08 01:04:47.220966]Total energy: 17202780.455881994
[2022-04-08 01:06:15.910646]Total energy: 17161076.511410393
[2022-04-08 01:07:39.662847]Total energy: 17224578.230527475
[2022-04-08 01:09:06.756811]Total energy: 17264246.118596006
[2022-04-08 01:10:48.168471]Total energy: 17192352.43041872
[2022-04-08 01:12:20.841697]Total energy: 17245577.71670252
[2022-04-08 01:13:48.709189]Total energy: 17219720.786412083
[2022-04-08 01:15:15.724129]Total energy: 17240813.16562874
[2022-04-08 01:16:42.031048]Total energy: 17227088.855180133
[2022-04-08 01:18:10.435629]Total energy: 17273996.155415982
[2022-04-08 01:19:37.168972]Total energy: 17225491.453899797
[2022-04-08 01:21:19.041439]Total energy: 17251561.662254777
[2022-04-08 01:22:56.517817]Total energy: 17220167.099968746
[2022-04-08 01:24:25.283514]Total energy: 17261605.924449418
[2022-04-08 01:25:52.765105]Total energy: 17246740.321344808
[2022-04-08 01:27:20.760671]Total energy: 17213579.280459218
[2022-04-08 01:28:47.795268]Total energy: 17237302.112511385
[2022-04-08 01:30:15.103619]Total energy: 17210629.99448046
[2022-04-08 01:31:48.672501]Total energy: 17206902.816292085
[2022-04-08 01:33:16.574532]Total energy: 17195088.50318344
[2022-04-08 01:34:44.254587]Total energy: 17229579.3603089
[2022-04-08 01:36:25.423497]Total energy: 17167041.55447132
[2022-04-08 01:37:51.991835]Total energy: 17222935.779591992
[2022-04-08 01:39:19.426768]Total energy: 17242055.6194677
[2022-04-08 01:41:09.097128]Total energy: 17205082.71810805
[2022-04-08 01:42:54.420245]Total energy: 17187593.546669558
[2022-04-08 01:44:21.488632]Total energy: 17179399.721145906
[2022-04-08 01:45:49.421290]Total energy: 17195272.39503341
[2022-04-08 01:47:16.450688]Total energy: 17232517.629981473
[2022-04-08 01:48:48.163141]Total energy: 17217517.45917877
[2022-04-08 01:50:20.012739]Total energy: 17220645.00835907
[2022-04-08 01:51:53.292966]Total energy: 17236533.57552002
[2022-04-08 01:53:27.897231]Total energy: 17238582.98973893
[2022-04-08 01:54:57.293249]Total energy: 17254759.75209419
[2022-04-08 01:56:28.060726]Total energy: 17219648.31471596
[2022-04-08 01:57:55.457059]Total energy: 17259624.082653876
[2022-04-08 01:59:25.032694]Total energy: 17214159.06154333
[2022-04-08 02:01:01.049954]Total energy: 17254481.60232845
[2022-04-08 02:02:31.831499]Total energy: 17195809.2871991
[2022-04-08 02:03:57.545624]Total energy: 17228992.378194902
[2022-04-08 02:05:25.738267]Total energy: 17206881.67203212
[2022-04-08 02:06:52.074583]Total energy: 17279224.863055818
[2022-04-08 02:08:19.225273]Total energy: 17203112.19449766
[2022-04-08 02:09:48.721343]Total energy: 17194147.194535725
[2022-04-08 02:11:23.976874]Total energy: 17199352.05669871
[2022-04-08 02:12:57.276489]Total energy: 17266061.67709876
[2022-04-08 02:14:24.513507]Total energy: 17204603.942017257
[2022-04-08 02:15:52.238708]Total energy: 17258717.153245024
[2022-04-08 02:17:19.160834]Total energy: 17200631.31078605
[2022-04-08 02:18:48.222950]Total energy: 17266716.933574002
[2022-04-08 02:20:15.759944]Total energy: 17192678.803385597
[2022-04-08 02:21:49.937275]Total energy: 17195162.246386692
[2022-04-08 02:23:31.028591]Total energy: 17193449.879653532
[2022-04-08 02:25:04.255443]Total energy: 17219204.104682833
[2022-04-08 02:26:39.733041]Total energy: 17241387.389013734
[2022-04-08 02:28:07.000557]Total energy: 17223086.12196698
[2022-04-08 02:29:34.406665]Total energy: 17234803.8537167
[2022-04-08 02:31:11.750080]Total energy: 17197101.029187582
[2022-04-08 02:32:46.945235]Total energy: 17248717.059333943
[2022-04-08 02:34:15.468742]Total energy: 17235666.29476116
[2022-04-08 02:35:43.557561]Total energy: 17234345.119116448
[2022-04-08 02:37:07.409219]Total energy: 17209557.511378724
[2022-04-08 02:38:34.895343]Total energy: 17217869.074203435
[2022-04-08 02:40:01.971933]Total energy: 17237305.804540034
[2022-04-08 02:41:49.359582]Total energy: 17181170.091698892
[2022-04-08 02:43:23.848868]Total energy: 17217030.24372498
[2022-04-08 02:44:52.602040]Total energy: 17178416.67096893
[2022-04-08 02:46:21.242414]Total energy: 17204489.49982799
[2022-04-08 02:47:48.638223]Total energy: 17234467.015346874
[2022-04-08 02:49:16.918885]Total energy: 17219931.760263726
[2022-04-08 02:50:48.247351]Total energy: 17208777.298616283
[2022-04-08 02:52:29.286578]Total energy: 17207447.556406733
[2022-04-08 02:54:04.245570]Total energy: 17240893.525198717
[2022-04-08 02:55:29.903762]Total energy: 17199414.34675219
[2022-04-08 02:56:57.648293]Total energy: 17221318.282759648
[2022-04-08 02:58:26.137561]Total energy: 17223202.089283593
[2022-04-08 02:59:54.741118]Total energy: 17230911.704464294
[2022-04-08 03:01:25.362264]Total energy: 17187868.416690696
[2022-04-08 03:03:01.844306]Total energy: 17204511.119436204
[2022-04-08 03:04:28.329753]Total energy: 17202245.74478306
[2022-04-08 03:05:50.426206]Total energy: 17185283.571663056
[2022-04-08 03:07:13.175695]Total energy: 17226034.82866324
[2022-04-08 03:08:37.375246]Total energy: 17248154.55574426
[2022-04-08 03:10:03.576492]Total energy: 17255011.01844071
[2022-04-08 03:11:25.862085]Total energy: 17232872.941204384
[2022-04-08 03:12:49.983206]Total energy: 17206465.92358988
[2022-04-08 03:14:14.445909]Total energy: 17244900.482881106
[2022-04-08 03:15:43.674725]Total energy: 17223002.376469128
[2022-04-08 03:17:09.494170]Total energy: 17216084.28828866
[2022-04-08 03:18:34.777792]Total energy: 17258092.689055968
[2022-04-08 03:20:02.362396]Total energy: 17171303.135709215
[2022-04-08 03:21:47.675212]Total energy: 17197945.66906955
[2022-04-08 03:23:19.597009]Total energy: 17216157.27795753
[2022-04-08 03:25:07.031895]Total energy: 17208262.332109872
[2022-04-08 03:26:42.000810]Total energy: 17188138.775027588
[2022-04-08 03:28:09.579221]Total energy: 17253772.662623804
[2022-04-08 03:29:35.230186]Total energy: 17202024.271708265
[2022-04-08 03:31:09.306393]Total energy: 17265591.974607915
[2022-04-08 03:32:53.428182]Total energy: 17229685.837751176
[2022-04-08 03:34:21.490570]Total energy: 17217593.07775442
[2022-04-08 03:35:47.323120]Total energy: 17222226.78915277
[2022-04-08 03:37:11.540591]Total energy: 17221055.416314825
[2022-04-08 03:38:38.715450]Total energy: 17248449.345731974
[2022-04-08 03:40:04.974838]Total energy: 17186593.072431926
[2022-04-08 03:41:33.316500]Total energy: 17217783.157560166
[2022-04-08 03:42:59.718380]Total energy: 17198458.369045854
[2022-04-08 03:44:26.976347]Total energy: 17258198.318533372
[2022-04-08 03:45:56.537816]Total energy: 17240223.35650972
[2022-04-08 03:47:29.961448]Total energy: 17239332.010804735
[2022-04-08 03:48:56.109122]Total energy: 17211646.381314106
[2022-04-08 03:50:33.452493]Total energy: 17242236.69483818
[2022-04-08 03:52:16.802257]Total energy: 17174999.510612566
[2022-04-08 03:53:42.422654]Total energy: 17236006.822363
[2022-04-08 03:55:11.969988]Total energy: 17204525.64941797
[2022-04-08 03:56:50.531787]Total energy: 17175849.57344426
[2022-04-08 03:58:17.000736]Total energy: 17220772.71728404
[2022-04-08 03:59:48.611585]Total energy: 17175821.627728265
[2022-04-08 04:01:35.681139]Total energy: 17231518.51747676
[2022-04-08 04:03:07.136224]Total energy: 17172870.4355925
[2022-04-08 04:04:34.895396]Total energy: 17203752.078943454
[2022-04-08 04:06:03.221391]Total energy: 17201719.68367207
[2022-04-08 04:07:30.309865]Total energy: 17168041.343804073
[2022-04-08 04:08:53.847147]Total energy: 17179223.25903026
[2022-04-08 04:10:18.653384]Total energy: 17190252.131516315
[2022-04-08 04:11:50.155592]Total energy: 17198109.979174353
[2022-04-08 04:13:15.616796]Total energy: 17194731.268635895
[2022-04-08 04:14:38.824320]Total energy: 17223781.800347064
[2022-04-08 04:16:05.422221]Total energy: 17207602.9797652
[2022-04-08 04:17:27.071688]Total energy: 17141887.531533137
[2022-04-08 04:18:51.661704]Total energy: 17145574.290631775
[2022-04-08 04:20:15.339986]Total energy: 17266492.28444578
[2022-04-08 04:21:48.240109]Total energy: 17170349.990618777
[2022-04-08 04:23:20.535936]Total energy: 17191010.180892292
[2022-04-08 04:24:46.400536]Total energy: 17160999.458459456
[2022-04-08 04:26:11.040178]Total energy: 17175874.005329173
[2022-04-08 04:27:34.292895]Total energy: 17155295.547688033
[2022-04-08 04:29:00.017006]Total energy: 17191555.36724102
[2022-04-08 04:30:24.302585]Total energy: 17185568.690830912
[2022-04-08 04:32:01.252001]Total energy: 17176293.50307157
[2022-04-08 04:33:24.484024]Total energy: 17184617.850128803
[2022-04-08 04:34:47.229301]Total energy: 17215974.87729418
[2022-04-08 04:36:09.172853]Total energy: 17173289.246722408
[2022-04-08 04:37:31.627230]Total energy: 17214389.77066344
[2022-04-08 04:38:55.466122]Total energy: 17142428.337500818
[2022-04-08 04:40:17.930761]Total energy: 17225692.156500548
[2022-04-08 04:41:53.195040]Total energy: 17140863.299729753
[2022-04-08 04:43:34.198996]Total energy: 17200451.499300014
[2022-04-08 04:45:09.257865]Total energy: 17196276.691973504
[2022-04-08 04:46:32.466606]Total energy: 17213132.370969072
[2022-04-08 04:47:55.881323]Total energy: 17200646.38331534
[2022-04-08 04:49:20.362760]Total energy: 17221164.347466677
[2022-04-08 04:51:07.239661]Total energy: 17191304.125319656
[2022-04-08 04:53:03.372278]Total energy: 17212064.25353241
[2022-04-08 04:54:41.352060]Total energy: 17157005.77446643
[2022-04-08 04:56:08.237104]Total energy: 17198732.224815708
[2022-04-08 04:57:31.446403]Total energy: 17223705.58532251
[2022-04-08 04:58:54.391001]Total energy: 17181936.498955913
[2022-04-08 05:00:19.542379]Total energy: 17199322.201788634
[2022-04-08 05:01:48.414246]Total energy: 17176525.541709542
[2022-04-08 05:03:11.076914]Total energy: 17186369.65225133
[2022-04-08 05:04:32.509361]Total energy: 17243825.14754055
[2022-04-08 05:05:57.127881]Total energy: 17198717.896507192
[2022-04-08 05:07:19.271440]Total energy: 17168698.673754577
[2022-04-08 05:08:42.486532]Total energy: 17175094.357213564
[2022-04-08 05:10:07.409332]Total energy: 17174218.240148738
[2022-04-08 05:11:39.262079]Total energy: 17219360.283041414
[2022-04-08 05:13:09.891304]Total energy: 17198292.046438836
[2022-04-08 05:14:34.212400]Total energy: 17142232.068537317
[2022-04-08 05:15:55.892084]Total energy: 17180577.247370582
[2022-04-08 05:17:16.739743]Total energy: 17192878.751844224
[2022-04-08 05:18:39.720552]Total energy: 17213153.47375385
[2022-04-08 05:20:02.968619]Total energy: 17182693.23368423
[2022-04-08 05:21:27.059035]Total energy: 17185652.806745917
[2022-04-08 05:22:50.237644]Total energy: 17220923.566192396
[2022-04-08 05:24:13.373522]Total energy: 17205508.227605343
[2022-04-08 05:25:36.228493]Total energy: 17224718.51705198
[2022-04-08 05:26:58.275074]Total energy: 17224068.154247154
[2022-04-08 05:28:21.222392]Total energy: 17169385.655676994
[2022-04-08 05:29:44.294267]Total energy: 17157056.25698214
[2022-04-08 05:31:18.593136]Total energy: 17187967.92403262
[2022-04-08 05:32:50.201214]Total energy: 17224185.23191142
[2022-04-08 05:34:13.768181]Total energy: 17179387.36258838
[2022-04-08 05:35:40.279214]Total energy: 17167717.73834797
[2022-04-08 05:37:05.314404]Total energy: 17210905.895788055
[2022-04-08 05:38:30.953636]Total energy: 17201023.98977424
[2022-04-08 05:39:54.383755]Total energy: 17201566.437388487
[2022-04-08 05:41:39.112911]Total energy: 17260630.92635065
[2022-04-08 05:43:13.236907]Total energy: 17228808.899460386
[2022-04-08 05:44:47.218707]Total energy: 17216019.36333964
[2022-04-08 05:46:10.015386]Total energy: 17157149.192952573
[2022-04-08 05:47:33.870007]Total energy: 17213021.63851154
[2022-04-08 05:48:56.567971]Total energy: 17245933.268658284
[2022-04-08 05:50:21.015102]Total energy: 17158474.135628723
[2022-04-08 05:52:02.395878]Total energy: 17224102.511554413
[2022-04-08 05:53:34.072233]Total energy: 17157979.408139475
[2022-04-08 05:54:59.870845]Total energy: 17198799.284485117
[2022-04-08 05:56:24.053882]Total energy: 17179319.343681786
[2022-04-08 05:57:47.438494]Total energy: 17233213.809569076
[2022-04-08 05:59:11.017651]Total energy: 17256615.81872435
[2022-04-08 06:00:47.948945]Total energy: 17223999.447816655
[2022-04-08 06:02:18.796046]Total energy: 17150591.962921254
[2022-04-08 06:03:46.369774]Total energy: 17206771.253394946
[2022-04-08 06:05:10.684723]Total energy: 17184967.05087588
[2022-04-08 06:06:35.820971]Total energy: 17185120.26004328
[2022-04-08 06:08:01.627836]Total energy: 17206584.042492792
[2022-04-08 06:09:27.539691]Total energy: 17195068.24308795
[2022-04-08 06:11:04.192182]Total energy: 17184755.650836386
[2022-04-08 06:12:28.420194]Total energy: 17195360.936709397
[2022-04-08 06:13:50.244928]Total energy: 17132945.392667603
[2022-04-08 06:15:21.693178]Total energy: 17242690.17344633
[2022-04-08 06:16:48.913256]Total energy: 17198619.28338902
[2022-04-08 06:18:11.243529]Total energy: 17244311.166318383
[2022-04-08 06:19:35.267265]Total energy: 17192756.345266785
[2022-04-08 06:21:07.332670]Total energy: 17264549.186503865
[2022-04-08 06:22:43.068962]Total energy: 17254810.666080903
[2022-04-08 06:24:54.632281]Total energy: 17241506.29654809
[2022-04-08 06:26:19.699406]Total energy: 17196938.4941278
[2022-04-08 06:27:42.674690]Total energy: 17221224.035685
[2022-04-08 06:29:07.902826]Total energy: 17197462.733450327
[2022-04-08 06:30:30.789002]Total energy: 17254957.90538573
[2022-04-08 06:31:54.201321]Total energy: 17278986.236761644
[2022-04-08 06:33:17.020353]Total energy: 17215580.84415241
[2022-04-08 06:34:40.726182]Total energy: 17241217.68879791
[2022-04-08 06:36:04.726871]Total energy: 17240269.84161495
[2022-04-08 06:37:28.357419]Total energy: 17203835.921568494
[2022-04-08 06:38:53.290050]Total energy: 17223300.973802723
[2022-04-08 06:40:15.351580]Total energy: 17238105.83075876
[2022-04-08 06:41:38.640079]Total energy: 17237297.28473778
[2022-04-08 06:43:03.250837]Total energy: 17221963.466087986
[2022-04-08 06:44:26.998205]Total energy: 17256813.9067698
[2022-04-08 06:45:50.073150]Total energy: 17189879.249569457
[2022-04-08 06:47:11.038604]Total energy: 17241047.78583197
[2022-04-08 06:48:35.910952]Total energy: 17220109.364743643
[2022-04-08 06:49:58.184167]Total energy: 17239411.90380967
[2022-04-08 06:51:30.511708]Total energy: 17221489.66172417
[2022-04-08 06:53:04.660451]Total energy: 17240037.594931178
[2022-04-08 06:54:41.619837]Total energy: 17271879.960407596
[2022-04-08 06:56:19.385145]Total energy: 17226023.953195274
[2022-04-08 06:57:41.726226]Total energy: 17227147.158154875
[2022-04-08 06:59:03.404109]Total energy: 17199288.378673658
[2022-04-08 07:00:52.012897]Total energy: 17235067.610845782
[2022-04-08 07:02:51.750571]Total energy: 17237789.73510475
[2022-04-08 07:04:26.979141]Total energy: 17196484.268108603
[2022-04-08 07:05:59.467592]Total energy: 17176832.13873746
[2022-04-08 07:07:23.990862]Total energy: 17221644.295520313
[2022-04-08 07:08:47.157709]Total energy: 17246952.43348116
[2022-04-08 07:10:09.700746]Total energy: 17223502.49526302
[2022-04-08 07:11:32.233322]Total energy: 17232103.43654809
[2022-04-08 07:12:53.842989]Total energy: 17266087.51924675
[2022-04-08 07:14:17.817052]Total energy: 17232839.61239286
[2022-04-08 07:15:40.433509]Total energy: 17183937.987364355
[2022-04-08 07:17:03.243393]Total energy: 17199002.994080625
[2022-04-08 07:18:25.410921]Total energy: 17220338.674120195
[2022-04-08 07:19:49.344444]Total energy: 17228323.198935457
[2022-04-08 07:21:24.536921]Total energy: 17253354.887077685
[2022-04-08 07:22:55.567032]Total energy: 17235758.597951967
[2022-04-08 07:24:17.953136]Total energy: 17248626.157291856
[2022-04-08 07:25:42.981581]Total energy: 17209367.849091418
[2022-04-08 07:27:06.522036]Total energy: 17212588.549046643
[2022-04-08 07:28:28.521492]Total energy: 17221329.3117561
[2022-04-08 07:29:51.900125]Total energy: 17233308.35751568
[2022-04-08 07:31:24.021396]Total energy: 17228791.500355013
[2022-04-08 07:32:58.569194]Total energy: 17260282.612339713
[2022-04-08 07:34:22.156815]Total energy: 17199571.94542462
[2022-04-08 07:35:44.340614]Total energy: 17196525.264966756
[2022-04-08 07:37:06.353333]Total energy: 17259373.523316335
[2022-04-08 07:38:28.994505]Total energy: 17196870.447560485
[2022-04-08 07:39:51.833294]Total energy: 17273670.960530937
