initial: 116 - diverse_no_blind_seed
[2022-04-09 18:55:44.761970]Total energy: 17155506.75114925
[2022-04-09 18:57:02.150410]Total energy: 17200113.86829162
[2022-04-09 18:58:18.544690]Total energy: 17179749.523146972
[2022-04-09 18:59:34.691623]Total energy: 17173420.802607734
[2022-04-09 19:01:22.584097]Total energy: 17168296.068995636
[2022-04-09 19:03:04.982334]Total energy: 17204354.978484336
[2022-04-09 19:04:35.648391]Total energy: 17169685.56277513
[2022-04-09 19:06:03.456006]Total energy: 17198941.218415033
[2022-04-09 19:07:21.041909]Total energy: 17157468.62020456
[2022-04-09 19:08:38.097127]Total energy: 17174565.732413895
[2022-04-09 19:09:55.909386]Total energy: 17155449.9116037
[2022-04-09 19:11:34.737908]Total energy: 17183156.6412015
[2022-04-09 19:13:02.007516]Total energy: 17164374.727488585
[2022-04-09 19:14:23.140175]Total energy: 17163214.611975968
[2022-04-09 19:15:44.636287]Total energy: 17163502.63202408
[2022-04-09 19:17:46.461854]Total energy: 17147759.129800674
[2022-04-09 19:20:10.163042]Total energy: 17156404.772204556
[2022-04-09 19:21:44.156285]Total energy: 17177330.51665416
[2022-04-09 19:23:05.343177]Total energy: 17196263.66803767
[2022-04-09 19:24:21.513835]Total energy: 17174970.64751952
[2022-04-09 19:25:38.030471]Total energy: 17114705.17802724
[2022-04-09 19:26:54.757211]Total energy: 17204949.733217523
[2022-04-09 19:28:12.875876]Total energy: 17208429.75687
[2022-04-09 19:29:29.328777]Total energy: 17170253.44512544
[2022-04-09 19:31:05.999371]Total energy: 17152160.352311045
[2022-04-09 19:32:52.347125]Total energy: 17148619.862921648
[2022-04-09 19:34:25.619383]Total energy: 17120683.377491944
[2022-04-09 19:35:49.916771]Total energy: 17179945.469773833
[2022-04-09 19:37:06.034364]Total energy: 17126040.380965587
[2022-04-09 19:38:22.582483]Total energy: 17178697.87436712
[2022-04-09 19:39:39.327536]Total energy: 17224330.060975026
[2022-04-09 19:41:03.094958]Total energy: 17162652.16480677
[2022-04-09 19:42:23.755971]Total energy: 17170347.244155016
[2022-04-09 19:43:41.828804]Total energy: 17135276.232277025
[2022-04-09 19:44:59.178656]Total energy: 17178963.203544047
[2022-04-09 19:46:16.576336]Total energy: 17142096.214182746
[2022-04-09 19:47:33.267049]Total energy: 17176053.222965684
[2022-04-09 19:48:50.063548]Total energy: 17136669.34014137
[2022-04-09 19:50:06.586200]Total energy: 17156573.649297655
[2022-04-09 19:51:47.466932]Total energy: 17190372.891423304
[2022-04-09 19:53:29.682142]Total energy: 17178913.443047967
[2022-04-09 19:54:52.967832]Total energy: 17154278.87298291
[2022-04-09 19:56:10.107321]Total energy: 17190936.634467818
[2022-04-09 19:57:26.570395]Total energy: 17132205.64578572
[2022-04-09 19:58:43.260619]Total energy: 17173178.879896224
[2022-04-09 20:00:02.258980]Total energy: 17142918.801337846
[2022-04-09 20:01:28.986244]Total energy: 17182479.30660949
[2022-04-09 20:02:49.903855]Total energy: 17189658.21880458
[2022-04-09 20:04:06.477408]Total energy: 17184037.18802456
[2022-04-09 20:05:22.990923]Total energy: 17184105.6988825
[2022-04-09 20:06:39.674926]Total energy: 17132006.4659653
[2022-04-09 20:07:56.007974]Total energy: 17142054.528649416
[2022-04-09 20:09:13.296238]Total energy: 17188709.244888443
[2022-04-09 20:11:07.996896]Total energy: 17158536.788293544
[2022-04-09 20:13:10.964418]Total energy: 17154709.158116005
[2022-04-09 20:14:51.271612]Total energy: 17130860.773838382
[2022-04-09 20:16:25.287089]Total energy: 17160719.10440245
[2022-04-09 20:17:44.718970]Total energy: 17169137.22645488
[2022-04-09 20:19:03.196542]Total energy: 17203731.60811947
[2022-04-09 20:20:19.646267]Total energy: 17167872.914858356
[2022-04-09 20:21:59.850648]Total energy: 17104410.935213875
[2022-04-09 20:23:22.867138]Total energy: 17184701.92206649
[2022-04-09 20:24:38.669414]Total energy: 17176666.76469971
[2022-04-09 20:25:55.546508]Total energy: 17137304.79266063
[2022-04-09 20:27:12.825616]Total energy: 17112665.067350797
[2022-04-09 20:28:29.112465]Total energy: 17149611.29012543
[2022-04-09 20:29:45.314766]Total energy: 17135233.916626733
[2022-04-09 20:31:12.901323]Total energy: 17171007.673150204
[2022-04-09 20:32:35.056292]Total energy: 17099352.35076719
[2022-04-09 20:33:57.423937]Total energy: 17131623.779137105
[2022-04-09 20:35:14.738135]Total energy: 17156402.08552548
[2022-04-09 20:36:32.105444]Total energy: 17123116.599814333
[2022-04-09 20:37:47.556424]Total energy: 17115130.727177255
[2022-04-09 20:39:03.998841]Total energy: 17125904.9137697
[2022-04-09 20:40:20.786597]Total energy: 17114847.83318028
[2022-04-09 20:42:06.497679]Total energy: 17159898.908341266
[2022-04-09 20:43:45.582894]Total energy: 17206561.324701797
[2022-04-09 20:45:19.674043]Total energy: 17137071.922890805
[2022-04-09 20:46:39.073430]Total energy: 17172277.24849067
[2022-04-09 20:47:55.843998]Total energy: 17128050.961773247
[2022-04-09 20:49:13.261254]Total energy: 17131407.663259525
[2022-04-09 20:50:33.977053]Total energy: 17177844.740718544
[2022-04-09 20:52:05.367512]Total energy: 17116011.963942505
[2022-04-09 20:53:40.109514]Total energy: 17138688.90283757
[2022-04-09 20:55:04.736835]Total energy: 17166671.691186745
[2022-04-09 20:56:21.560804]Total energy: 17174988.729255985
[2022-04-09 20:57:37.841234]Total energy: 17137071.850764126
[2022-04-09 20:58:54.977581]Total energy: 17166922.409962416
[2022-04-09 21:00:16.578595]Total energy: 17157440.308382146
[2022-04-09 21:01:39.356773]Total energy: 17155741.382888928
[2022-04-09 21:03:10.188999]Total energy: 17129326.91798007
[2022-04-09 21:04:41.957130]Total energy: 17159693.18432225
[2022-04-09 21:06:13.118803]Total energy: 17158231.163594704
[2022-04-09 21:07:45.472467]Total energy: 17138024.253984682
[2022-04-09 21:09:19.086800]Total energy: 17172017.74160663
[2022-04-09 21:10:43.102932]Total energy: 17141309.319099274
[2022-04-09 21:11:59.640061]Total energy: 17150695.989108343
[2022-04-09 21:13:15.983292]Total energy: 17151851.278179962
[2022-04-09 21:14:32.777039]Total energy: 17171364.8983244
[2022-04-09 21:15:50.355865]Total energy: 17184277.700528074
[2022-04-09 21:17:07.891686]Total energy: 17173560.750161454
[2022-04-09 21:18:24.623289]Total energy: 17145033.748164374
[2022-04-09 21:19:40.740231]Total energy: 17135523.053457253
[2022-04-09 21:21:33.653871]Total energy: 17159508.383286048
[2022-04-09 21:23:14.353751]Total energy: 17125530.235367123
[2022-04-09 21:24:45.564326]Total energy: 17181640.789365936
[2022-04-09 21:26:08.513017]Total energy: 17133581.82319368
[2022-04-09 21:27:24.792075]Total energy: 17197340.75113087
[2022-04-09 21:28:41.482719]Total energy: 17136387.03355097
[2022-04-09 21:29:57.960462]Total energy: 17134623.40571129
[2022-04-09 21:31:43.134941]Total energy: 17124003.5741841
[2022-04-09 21:33:27.784092]Total energy: 17127808.14467817
[2022-04-09 21:35:03.065422]Total energy: 17137987.900714386
[2022-04-09 21:36:30.864011]Total energy: 17143646.632207457
[2022-04-09 21:37:57.176776]Total energy: 17113099.13926399
[2022-04-09 21:39:12.371651]Total energy: 17153023.120376382
[2022-04-09 21:41:04.408040]Total energy: 17139341.503874473
[2022-04-09 21:42:48.135406]Total energy: 17170505.694775734
[2022-04-09 21:44:26.137627]Total energy: 17127996.926537167
[2022-04-09 21:45:41.992037]Total energy: 17121503.532488447
[2022-04-09 21:46:58.708386]Total energy: 17137159.901533373
[2022-04-09 21:48:15.611887]Total energy: 17161327.475146994
[2022-04-09 21:49:31.777533]Total energy: 17159990.77937271
[2022-04-09 21:51:19.357344]Total energy: 17183941.95240656
[2022-04-09 21:52:57.500817]Total energy: 17151355.822099302
[2022-04-09 21:54:14.402617]Total energy: 17129581.230222646
[2022-04-09 21:55:31.042360]Total energy: 17115385.658260792
[2022-04-09 21:56:48.822716]Total energy: 17145871.427129775
[2022-04-09 21:58:05.958331]Total energy: 17150296.99577762
[2022-04-09 21:59:22.485979]Total energy: 17155461.029129494
[2022-04-09 22:00:45.424427]Total energy: 17123730.309307825
[2022-04-09 22:02:12.912791]Total energy: 17115441.770720962
[2022-04-09 22:03:41.560604]Total energy: 17177605.608820505
[2022-04-09 22:05:11.876321]Total energy: 17107493.345745828
[2022-04-09 22:06:48.927720]Total energy: 17180019.471884523
[2022-04-09 22:08:04.662185]Total energy: 17175772.4899601
[2022-04-09 22:09:20.022844]Total energy: 17133871.520337235
[2022-04-09 22:10:56.695959]Total energy: 17172740.85537551
[2022-04-09 22:12:41.485134]Total energy: 17143030.147378374
[2022-04-09 22:14:14.718189]Total energy: 17182976.489894036
[2022-04-09 22:15:39.513368]Total energy: 17183214.8543652
[2022-04-09 22:16:57.477590]Total energy: 17160585.56144062
[2022-04-09 22:18:14.472986]Total energy: 17121944.93996416
[2022-04-09 22:19:32.476555]Total energy: 17101825.321545444
[2022-04-09 22:21:24.763411]Total energy: 17103644.802235194
[2022-04-09 22:22:58.066796]Total energy: 17149211.122418452
[2022-04-09 22:24:23.328471]Total energy: 17114265.8767058
[2022-04-09 22:25:38.504884]Total energy: 17139283.37974305
[2022-04-09 22:26:57.515860]Total energy: 17091430.944055792
[2022-04-09 22:28:12.673657]Total energy: 17158341.358645175
[2022-04-09 22:29:29.591097]Total energy: 17163674.82150477
[2022-04-09 22:31:09.951335]Total energy: 17202431.137053702
[2022-04-09 22:32:58.652045]Total energy: 17133301.958450243
[2022-04-09 22:34:14.808203]Total energy: 17115732.501808222
[2022-04-09 22:35:31.779458]Total energy: 17127023.98195944
[2022-04-09 22:36:48.891591]Total energy: 17156875.715748098
[2022-04-09 22:38:05.086601]Total energy: 17148322.672708794
[2022-04-09 22:39:20.218626]Total energy: 17177191.916371923
[2022-04-09 22:41:03.526396]Total energy: 17148365.041007265
[2022-04-09 22:42:44.342273]Total energy: 17108128.000445407
[2022-04-09 22:44:08.558160]Total energy: 17136920.971657924
[2022-04-09 22:45:25.357615]Total energy: 17083952.3158493
[2022-04-09 22:46:42.014634]Total energy: 17141825.151286367
[2022-04-09 22:48:00.035525]Total energy: 17185417.81670339
[2022-04-09 22:49:16.652496]Total energy: 17153669.075076707
[2022-04-09 22:50:45.733342]Total energy: 17120029.60823178
[2022-04-09 22:52:12.513919]Total energy: 17135640.200648278
[2022-04-09 22:53:28.400381]Total energy: 17138499.37430187
[2022-04-09 22:54:43.854945]Total energy: 17178220.437882014
[2022-04-09 22:56:00.630185]Total energy: 17139257.74521237
[2022-04-09 22:57:16.285715]Total energy: 17095792.710156366
[2022-04-09 22:58:32.248986]Total energy: 17117573.117079414
[2022-04-09 22:59:49.575588]Total energy: 17115138.429198526
[2022-04-09 23:01:24.642925]Total energy: 17116166.858770598
[2022-04-09 23:02:54.011410]Total energy: 17117839.16286715
[2022-04-09 23:04:24.319266]Total energy: 17104969.134684004
[2022-04-09 23:05:53.894636]Total energy: 17115210.911766145
[2022-04-09 23:07:25.596166]Total energy: 17143283.91204476
[2022-04-09 23:08:41.486150]Total energy: 17122073.984652575
[2022-04-09 23:09:58.657038]Total energy: 17109192.766198684
[2022-04-09 23:11:15.940663]Total energy: 17125480.24057956
[2022-04-09 23:12:31.076693]Total energy: 17145968.767489545
[2022-04-09 23:13:45.952841]Total energy: 17130306.63200857
[2022-04-09 23:15:07.055237]Total energy: 17117834.260894705
[2022-04-09 23:16:24.332752]Total energy: 17128827.557892043
[2022-04-09 23:17:40.315926]Total energy: 17116107.08255273
[2022-04-09 23:18:58.068757]Total energy: 17095972.775143225
[2022-04-09 23:20:14.531234]Total energy: 17109275.68120971
[2022-04-09 23:21:36.974336]Total energy: 17143625.881029602
[2022-04-09 23:23:06.509671]Total energy: 17137803.774862234
[2022-04-09 23:24:36.606834]Total energy: 17132278.479292795
[2022-04-09 23:26:00.992746]Total energy: 17097824.813999344
[2022-04-09 23:27:17.736293]Total energy: 17126084.46567514
[2022-04-09 23:28:34.873678]Total energy: 17140826.20017856
[2022-04-09 23:29:51.058860]Total energy: 17118297.36829007
[2022-04-09 23:31:28.792833]Total energy: 17113168.455101147
[2022-04-09 23:33:13.234685]Total energy: 17091062.77059701
[2022-04-09 23:34:57.596536]Total energy: 17134856.01051683
[2022-04-09 23:36:33.630403]Total energy: 17122370.52579801
[2022-04-09 23:38:11.760082]Total energy: 17125202.884741914
[2022-04-09 23:39:35.019159]Total energy: 17146805.155537855
[2022-04-09 23:40:51.702820]Total energy: 17115712.204206336
[2022-04-09 23:42:07.320362]Total energy: 17083262.408363108
[2022-04-09 23:43:23.633007]Total energy: 17087046.270529576
[2022-04-09 23:44:39.838867]Total energy: 17133915.394938353
[2022-04-09 23:45:55.203415]Total energy: 17138515.761822294
[2022-04-09 23:47:11.494172]Total energy: 17146760.650219645
[2022-04-09 23:48:28.666029]Total energy: 17090678.32439587
[2022-04-09 23:49:44.605116]Total energy: 17136444.363645278
[2022-04-09 23:51:07.500029]Total energy: 17201782.68119165
[2022-04-09 23:52:38.967939]Total energy: 17110212.212089144
[2022-04-09 23:54:13.070302]Total energy: 17122034.37978918
[2022-04-09 23:55:34.970295]Total energy: 17160404.21570684
[2022-04-09 23:56:52.442645]Total energy: 17147554.143269077
[2022-04-09 23:58:08.852482]Total energy: 17147877.60046215
[2022-04-09 23:59:24.622059]Total energy: 17148220.114959072
[2022-04-10 00:00:46.907302]Total energy: 17077982.42266106
[2022-04-10 00:02:16.689407]Total energy: 17099256.781548586
[2022-04-10 00:03:44.119162]Total energy: 17125783.050724126
[2022-04-10 00:05:07.904619]Total energy: 17155468.363713916
[2022-04-10 00:06:25.855469]Total energy: 17152196.566891823
[2022-04-10 00:07:43.171558]Total energy: 17183356.147945527
[2022-04-10 00:08:59.770394]Total energy: 17175211.61869956
[2022-04-10 00:10:17.452729]Total energy: 17091370.917126887
[2022-04-10 00:11:39.850900]Total energy: 17137119.830309566
[2022-04-10 00:13:14.127313]Total energy: 17132693.427339714
[2022-04-10 00:14:49.683797]Total energy: 17163315.589549366
[2022-04-10 00:16:10.311210]Total energy: 17108356.013499793
[2022-04-10 00:17:25.981489]Total energy: 17141536.857994255
[2022-04-10 00:18:41.757085]Total energy: 17135190.24435681
[2022-04-10 00:19:57.999712]Total energy: 17130904.56901071
[2022-04-10 00:21:43.480127]Total energy: 17114530.71853856
[2022-04-10 00:23:13.574699]Total energy: 17120855.988405798
[2022-04-10 00:24:41.536877]Total energy: 17150533.947820514
[2022-04-10 00:26:01.601871]Total energy: 17143867.73319142
[2022-04-10 00:27:17.308842]Total energy: 17149759.754519075
[2022-04-10 00:28:33.768385]Total energy: 17126931.58748891
[2022-04-10 00:29:50.606526]Total energy: 17145112.07620324
[2022-04-10 00:31:06.916763]Total energy: 17128122.488769963
[2022-04-10 00:32:21.877005]Total energy: 17120111.43022378
[2022-04-10 00:33:37.319723]Total energy: 17123170.060479186
[2022-04-10 00:34:53.667843]Total energy: 17122187.62017491
[2022-04-10 00:36:09.152608]Total energy: 17161581.66102617
[2022-04-10 00:37:24.627396]Total energy: 17124152.21472265
[2022-04-10 00:38:39.640846]Total energy: 17164504.559301995
[2022-04-10 00:39:56.220952]Total energy: 17114013.753907334
[2022-04-10 00:41:35.449212]Total energy: 17097188.41278224
[2022-04-10 00:43:22.591798]Total energy: 17111790.53766742
[2022-04-10 00:44:50.237615]Total energy: 17107443.491560057
[2022-04-10 00:46:08.033977]Total energy: 17130922.565150924
[2022-04-10 00:47:26.023828]Total energy: 17121274.98405939
[2022-04-10 00:48:42.297219]Total energy: 17130881.96620533
[2022-04-10 00:49:57.986902]Total energy: 17136819.990157597
[2022-04-10 00:51:37.953041]Total energy: 17137121.67663775
[2022-04-10 00:53:09.236264]Total energy: 17148657.124196094
[2022-04-10 00:54:40.972710]Total energy: 17122165.45468656
[2022-04-10 00:56:13.367058]Total energy: 17082666.8390095
[2022-04-10 00:57:47.183703]Total energy: 17125602.98152228
[2022-04-10 00:59:13.038482]Total energy: 17138384.75284455
[2022-04-10 01:00:29.406772]Total energy: 17126152.92539986
[2022-04-10 01:01:47.340796]Total energy: 17098797.56641609
[2022-04-10 01:03:06.299862]Total energy: 17120112.374922525
[2022-04-10 01:04:22.301296]Total energy: 17158791.558649026
[2022-04-10 01:05:38.891473]Total energy: 17135753.881245367
[2022-04-10 01:06:54.765370]Total energy: 17144659.393812496
[2022-04-10 01:08:11.832065]Total energy: 17155983.832927346
[2022-04-10 01:09:28.072671]Total energy: 17132598.284813922
[2022-04-10 01:11:08.984773]Total energy: 17111473.042400423
[2022-04-10 01:13:05.889902]Total energy: 17094912.034867316
[2022-04-10 01:14:46.743426]Total energy: 17116375.99618091
[2022-04-10 01:16:20.969406]Total energy: 17114458.447149977
[2022-04-10 01:17:37.442931]Total energy: 17108275.760927983
[2022-04-10 01:18:57.505244]Total energy: 17075694.14318227
[2022-04-10 01:20:17.042595]Total energy: 17140062.389788177
[2022-04-10 01:21:34.532757]Total energy: 17089504.901777677
[2022-04-10 01:22:49.863697]Total energy: 17107271.584453437
[2022-04-10 01:24:06.499384]Total energy: 17102897.874401905
[2022-04-10 01:25:23.778466]Total energy: 17117820.7385423
[2022-04-10 01:26:41.067833]Total energy: 17099499.517267376
[2022-04-10 01:27:57.743413]Total energy: 17118041.58073937
[2022-04-10 01:29:13.773026]Total energy: 17080566.730168168
[2022-04-10 01:30:58.607620]Total energy: 17142226.81385863
[2022-04-10 01:32:42.618703]Total energy: 17128785.05221098
[2022-04-10 01:34:10.763824]Total energy: 17091886.411651567
[2022-04-10 01:35:26.449366]Total energy: 17119688.51023044
[2022-04-10 01:36:42.277296]Total energy: 17132492.902762935
[2022-04-10 01:37:58.905030]Total energy: 17080009.648899432
[2022-04-10 01:39:19.463208]Total energy: 17090306.62847009
[2022-04-10 01:41:11.917388]Total energy: 17152420.411541764
[2022-04-10 01:42:57.516178]Total energy: 17094599.540080316
[2022-04-10 01:44:14.307261]Total energy: 17115410.938045103
[2022-04-10 01:45:31.542263]Total energy: 17106388.98209173
[2022-04-10 01:46:51.553606]Total energy: 17083328.04209845
[2022-04-10 01:48:06.340684]Total energy: 17097971.642766118
[2022-04-10 01:49:22.540532]Total energy: 17103100.798931245
[2022-04-10 01:50:37.241288]Total energy: 17087909.594510097
[2022-04-10 01:51:52.740286]Total energy: 17087552.671454415
[2022-04-10 01:53:07.973023]Total energy: 17097860.817233324
[2022-04-10 01:54:23.217124]Total energy: 17091989.90816797
[2022-04-10 01:55:40.321925]Total energy: 17088683.7321044
[2022-04-10 01:56:56.274451]Total energy: 17100659.78375264
[2022-04-10 01:58:13.100257]Total energy: 17098534.801939234
[2022-04-10 01:59:29.859156]Total energy: 17110358.62590239
[2022-04-10 02:01:08.313200]Total energy: 17113060.508280035
[2022-04-10 02:02:47.651290]Total energy: 17090825.362438794
[2022-04-10 02:04:15.032495]Total energy: 17121757.791344665
[2022-04-10 02:05:48.971608]Total energy: 17152799.265492983
[2022-04-10 02:07:14.006190]Total energy: 17126726.351825126
[2022-04-10 02:08:29.947169]Total energy: 17074028.324910987
[2022-04-10 02:09:46.678694]Total energy: 17125738.658916518
