initial: 103 - optimal_only_seed
[2022-04-07 20:38:40.628624]Total energy: 38348344.44077838
[2022-04-07 20:39:43.986769]Total energy: 38635283.25060714
[2022-04-07 20:40:54.594392]Total energy: 38454447.01333575
[2022-04-07 20:42:02.283790]Total energy: 38591895.57638364
[2022-04-07 20:43:05.520972]Total energy: 38494104.325275615
[2022-04-07 20:44:08.464348]Total energy: 38646488.46493031
[2022-04-07 20:45:12.116338]Total energy: 38607327.32533881
[2022-04-07 20:46:15.677077]Total energy: 38474960.050122134
[2022-04-07 20:47:20.639176]Total energy: 38671892.76815971
[2022-04-07 20:48:26.214662]Total energy: 38495764.487095855
[2022-04-07 20:49:29.328480]Total energy: 38395908.30933259
[2022-04-07 20:50:42.942447]Total energy: 38762203.99872771
[2022-04-07 20:51:50.081653]Total energy: 38503077.55250248
[2022-04-07 20:52:45.601692]Total energy: 38549687.31372432
[2022-04-07 20:53:44.043055]Total energy: 38778341.58474199
[2022-04-07 20:54:39.861075]Total energy: 38409761.551730216
[2022-04-07 20:55:35.679161]Total energy: 38650898.74916037
[2022-04-07 20:56:42.347260]Total energy: 38522293.84498903
[2022-04-07 20:57:46.856689]Total energy: 38493937.71352558
[2022-04-07 20:58:42.336012]Total energy: 38609562.350979805
[2022-04-07 20:59:37.826435]Total energy: 38503884.338677816
[2022-04-07 21:00:43.100278]Total energy: 38477740.93761271
[2022-04-07 21:01:40.944899]Total energy: 38592960.415579386
[2022-04-07 21:02:41.367065]Total energy: 38701938.64819617
[2022-04-07 21:03:39.911483]Total energy: 38638770.755104706
[2022-04-07 21:04:35.638924]Total energy: 38609805.89410898
[2022-04-07 21:05:31.573169]Total energy: 38411777.839233935
[2022-04-07 21:06:29.787585]Total energy: 38559383.62185647
[2022-04-07 21:07:26.899829]Total energy: 38447673.02284822
[2022-04-07 21:08:21.995506]Total energy: 38529381.61323572
[2022-04-07 21:09:18.833525]Total energy: 38375015.8308396
[2022-04-07 21:10:18.254996]Total energy: 38549420.028605886
[2022-04-07 21:11:15.194460]Total energy: 38477648.2964838
[2022-04-07 21:12:11.367976]Total energy: 38404725.69565744
[2022-04-07 21:13:09.492517]Total energy: 38353851.408386104
[2022-04-07 21:14:06.997886]Total energy: 38482347.95595858
[2022-04-07 21:15:04.416352]Total energy: 38445518.270473436
[2022-04-07 21:16:01.986894]Total energy: 38591355.95145048
[2022-04-07 21:17:02.234416]Total energy: 38475543.946741864
[2022-04-07 21:18:00.883910]Total energy: 38457339.20553282
[2022-04-07 21:19:00.143794]Total energy: 38477105.654966414
[2022-04-07 21:20:00.809436]Total energy: 38265283.658902176
[2022-04-07 21:21:08.936038]Total energy: 38481131.82192382
[2022-04-07 21:22:16.178046]Total energy: 38409945.16490391
[2022-04-07 21:23:18.555998]Total energy: 38379905.29284355
[2022-04-07 21:24:17.683405]Total energy: 38354546.32050921
[2022-04-07 21:25:17.122626]Total energy: 38390634.54193649
[2022-04-07 21:26:18.342937]Total energy: 38273567.08210418
[2022-04-07 21:27:17.031368]Total energy: 38510934.47689703
[2022-04-07 21:28:15.774077]Total energy: 38510399.292074256
[2022-04-07 21:29:13.867023]Total energy: 38535963.09620734
[2022-04-07 21:30:13.546878]Total energy: 38459131.50598144
[2022-04-07 21:31:12.338871]Total energy: 38560324.0692014
[2022-04-07 21:32:10.760534]Total energy: 38343338.847602874
[2022-04-07 21:33:10.680304]Total energy: 38339702.84692908
[2022-04-07 21:34:10.167601]Total energy: 38443884.575991176
[2022-04-07 21:35:10.760002]Total energy: 38477161.209648274
[2022-04-07 21:36:11.346265]Total energy: 38321962.04219471
[2022-04-07 21:37:10.415030]Total energy: 38279097.60955962
[2022-04-07 21:38:09.438301]Total energy: 38522667.83051081
[2022-04-07 21:39:10.581262]Total energy: 38530273.58107452
[2022-04-07 21:40:11.040827]Total energy: 38433204.43795362
[2022-04-07 21:41:12.340767]Total energy: 38440366.58860918
[2022-04-07 21:42:11.918678]Total energy: 38533884.73511443
[2022-04-07 21:43:11.251871]Total energy: 38404995.654461786
[2022-04-07 21:44:09.409124]Total energy: 38286553.77115637
[2022-04-07 21:45:08.911578]Total energy: 38418818.67234561
[2022-04-07 21:46:16.047894]Total energy: 38350595.56987911
[2022-04-07 21:47:15.685906]Total energy: 38333662.580921866
[2022-04-07 21:48:14.458974]Total energy: 38434786.96852929
[2022-04-07 21:49:13.339926]Total energy: 38348890.087797165
[2022-04-07 21:50:13.390002]Total energy: 38333728.03425426
[2022-04-07 21:51:13.249938]Total energy: 38371486.640183024
[2022-04-07 21:52:11.864979]Total energy: 38358257.654541686
[2022-04-07 21:53:10.117171]Total energy: 38407339.19129359
[2022-04-07 21:54:08.462011]Total energy: 38370166.46751327
[2022-04-07 21:55:07.383627]Total energy: 38450696.20339647
[2022-04-07 21:56:06.310153]Total energy: 38403112.97478685
[2022-04-07 21:57:07.405968]Total energy: 38432332.52681331
[2022-04-07 21:58:06.180193]Total energy: 38406165.67174657
[2022-04-07 21:59:05.503772]Total energy: 38412088.58323764
[2022-04-07 22:00:06.508399]Total energy: 38355712.96502722
[2022-04-07 22:01:17.243671]Total energy: 38386093.937877364
[2022-04-07 22:02:18.727090]Total energy: 38551266.759236865
[2022-04-07 22:03:18.505479]Total energy: 38375925.61547672
[2022-04-07 22:04:17.154239]Total energy: 38318133.80144499
[2022-04-07 22:05:15.634602]Total energy: 38478232.66146168
[2022-04-07 22:06:13.902628]Total energy: 38372372.450711176
[2022-04-07 22:07:12.425667]Total energy: 38350250.724776775
[2022-04-07 22:08:12.463631]Total energy: 38496764.54627814
[2022-04-07 22:09:12.209188]Total energy: 38491633.827866934
[2022-04-07 22:10:10.617977]Total energy: 38473630.73852169
[2022-04-07 22:11:16.344834]Total energy: 38601655.68521311
[2022-04-07 22:12:16.627762]Total energy: 38491151.65788906
[2022-04-07 22:13:15.678304]Total energy: 38361322.38337913
[2022-04-07 22:14:14.806086]Total energy: 38231056.987283155
[2022-04-07 22:15:13.958098]Total energy: 38435481.10499835
[2022-04-07 22:16:13.253937]Total energy: 38386380.48916764
[2022-04-07 22:17:12.788191]Total energy: 38406476.89174711
[2022-04-07 22:18:13.538815]Total energy: 38542276.03914139
[2022-04-07 22:19:14.683001]Total energy: 38436980.12978362
[2022-04-07 22:20:15.787824]Total energy: 38339661.3224718
[2022-04-07 22:21:16.581790]Total energy: 38437908.16588234
[2022-04-07 22:22:17.219981]Total energy: 38389567.01857963
[2022-04-07 22:23:17.267560]Total energy: 38405616.33444567
[2022-04-07 22:24:16.834108]Total energy: 38393515.13261063
[2022-04-07 22:25:15.656584]Total energy: 38293284.12428355
[2022-04-07 22:26:14.275384]Total energy: 38331742.73050908
[2022-04-07 22:27:13.636861]Total energy: 38470785.93253425
[2022-04-07 22:28:14.156322]Total energy: 38347827.82272075
[2022-04-07 22:29:15.293168]Total energy: 38364402.985787496
[2022-04-07 22:30:16.054476]Total energy: 38404919.194044545
[2022-04-07 22:31:22.416921]Total energy: 38488876.92114798
[2022-04-07 22:32:26.088753]Total energy: 38419856.65282981
[2022-04-07 22:33:27.447326]Total energy: 38585555.9887372
[2022-04-07 22:34:26.092764]Total energy: 38333951.60910276
[2022-04-07 22:35:25.393933]Total energy: 38319877.51723328
[2022-04-07 22:36:23.427886]Total energy: 38356598.55288976
[2022-04-07 22:37:21.973723]Total energy: 38321007.78951007
[2022-04-07 22:38:20.029854]Total energy: 38295263.418541335
[2022-04-07 22:39:20.074854]Total energy: 38466517.17492317
[2022-04-07 22:40:20.404788]Total energy: 38349551.00779041
[2022-04-07 22:41:23.621866]Total energy: 38519025.27974888
[2022-04-07 22:42:24.339737]Total energy: 38525996.44968329
[2022-04-07 22:43:22.914304]Total energy: 38400201.21438223
[2022-04-07 22:44:21.342893]Total energy: 38537991.92008402
[2022-04-07 22:45:20.109028]Total energy: 38275927.80848723
[2022-04-07 22:46:20.497182]Total energy: 38312207.853135705
[2022-04-07 22:47:19.608539]Total energy: 38648211.95987797
[2022-04-07 22:48:18.919954]Total energy: 38553311.48655092
[2022-04-07 22:49:19.268260]Total energy: 38195599.73156572
[2022-04-07 22:50:18.816283]Total energy: 38357071.056998044
[2022-04-07 22:51:17.758367]Total energy: 38241604.489644326
[2022-04-07 22:52:16.917866]Total energy: 38394630.32434557
[2022-04-07 22:53:16.626780]Total energy: 38124804.84789497
[2022-04-07 22:54:16.341768]Total energy: 38291754.85755011
[2022-04-07 22:55:15.824570]Total energy: 38415967.839135
[2022-04-07 22:56:17.264766]Total energy: 38265104.81673811
[2022-04-07 22:57:17.245636]Total energy: 38445669.48865771
[2022-04-07 22:58:17.430636]Total energy: 38264277.9299458
[2022-04-07 22:59:27.215167]Total energy: 38419431.16687505
[2022-04-07 23:00:35.019439]Total energy: 38280970.35847816
[2022-04-07 23:01:47.117156]Total energy: 38283283.32700079
[2022-04-07 23:02:49.580002]Total energy: 38272030.13692601
[2022-04-07 23:03:49.177667]Total energy: 38352974.91829466
[2022-04-07 23:04:48.344067]Total energy: 38353251.586560376
[2022-04-07 23:05:46.961487]Total energy: 38435615.14833347
[2022-04-07 23:06:46.167245]Total energy: 38387379.29160029
[2022-04-07 23:07:45.795354]Total energy: 38230212.15129938
[2022-04-07 23:08:47.292414]Total energy: 38246122.0513883
[2022-04-07 23:09:46.606388]Total energy: 38381845.60891723
[2022-04-07 23:10:53.920251]Total energy: 38495219.115747705
[2022-04-07 23:11:56.123522]Total energy: 38530699.88754799
[2022-04-07 23:12:58.187959]Total energy: 38265275.39390264
[2022-04-07 23:13:58.159405]Total energy: 38268527.32814249
[2022-04-07 23:14:57.955550]Total energy: 38337798.2343509
[2022-04-07 23:16:00.220278]Total energy: 38281795.32372941
[2022-04-07 23:17:11.563487]Total energy: 38249413.99791221
[2022-04-07 23:18:10.734573]Total energy: 38342053.885872714
[2022-04-07 23:19:11.435967]Total energy: 38406117.59938747
[2022-04-07 23:20:13.757747]Total energy: 38326762.81951897
[2022-04-07 23:21:17.767226]Total energy: 38290508.00268487
[2022-04-07 23:22:28.006663]Total energy: 38431871.75470156
[2022-04-07 23:23:29.990218]Total energy: 38562750.90469772
[2022-04-07 23:24:29.123069]Total energy: 38373517.547945864
[2022-04-07 23:25:28.538262]Total energy: 38288690.70241654
[2022-04-07 23:26:30.480024]Total energy: 38110800.59746446
[2022-04-07 23:27:30.254453]Total energy: 38226986.07215905
[2022-04-07 23:28:31.193295]Total energy: 38314495.6942567
[2022-04-07 23:29:32.474802]Total energy: 38385529.438880645
[2022-04-07 23:30:52.365755]Total energy: 38203204.928241275
[2022-04-07 23:31:58.464873]Total energy: 38435295.76644923
[2022-04-07 23:32:59.459210]Total energy: 38450119.34712475
[2022-04-07 23:33:58.202937]Total energy: 38295267.279910676
[2022-04-07 23:34:56.982214]Total energy: 38332975.357813075
[2022-04-07 23:35:58.261425]Total energy: 38367970.863923326
[2022-04-07 23:36:59.305367]Total energy: 38514908.54177225
[2022-04-07 23:37:58.616046]Total energy: 38172653.28612752
[2022-04-07 23:38:58.590072]Total energy: 38354655.19632502
[2022-04-07 23:39:57.516513]Total energy: 38384499.65134182
[2022-04-07 23:41:08.411933]Total energy: 38141771.747135125
[2022-04-07 23:42:11.298635]Total energy: 38420996.6893978
[2022-04-07 23:43:12.909252]Total energy: 38401754.7929949
[2022-04-07 23:44:12.387469]Total energy: 38292855.568799764
[2022-04-07 23:45:12.301444]Total energy: 38352549.51027093
[2022-04-07 23:46:14.090449]Total energy: 38462399.24797979
[2022-04-07 23:47:12.830232]Total energy: 38329131.79601309
[2022-04-07 23:48:11.720856]Total energy: 38228746.47970444
[2022-04-07 23:49:13.662246]Total energy: 38436554.87134325
[2022-04-07 23:50:12.757137]Total energy: 38464780.05353566
[2022-04-07 23:51:18.056632]Total energy: 38311126.22202575
[2022-04-07 23:52:24.977797]Total energy: 38344290.59233498
[2022-04-07 23:53:32.636940]Total energy: 38338480.48449672
[2022-04-07 23:54:32.683107]Total energy: 38219281.333436966
[2022-04-07 23:55:33.563101]Total energy: 38291143.00186597
[2022-04-07 23:56:32.322269]Total energy: 38326985.969307035
[2022-04-07 23:57:32.004358]Total energy: 38300028.03463283
[2022-04-07 23:58:32.769915]Total energy: 38307881.77596707
[2022-04-07 23:59:32.885465]Total energy: 38387257.54175524
[2022-04-08 00:00:37.011691]Total energy: 38548896.22508461
[2022-04-08 00:01:37.155929]Total energy: 38466814.47507325
[2022-04-08 00:02:37.911098]Total energy: 38330358.90631271
[2022-04-08 00:03:37.409529]Total energy: 38318368.417472005
[2022-04-08 00:04:37.305971]Total energy: 38464025.29687142
[2022-04-08 00:05:51.289013]Total energy: 38272907.57314832
[2022-04-08 00:06:50.904190]Total energy: 38265555.2765189
[2022-04-08 00:07:50.781483]Total energy: 38253223.89633189
[2022-04-08 00:08:51.904049]Total energy: 38393565.0042251
[2022-04-08 00:09:51.217966]Total energy: 38312710.85555339
[2022-04-08 00:10:57.374291]Total energy: 38438945.990136765
[2022-04-08 00:11:58.462598]Total energy: 38196194.5989675
[2022-04-08 00:12:56.972518]Total energy: 38330522.23289943
[2022-04-08 00:13:56.074906]Total energy: 38347858.19298059
[2022-04-08 00:14:58.116566]Total energy: 38204332.3983269
[2022-04-08 00:15:58.544643]Total energy: 38245041.90492666
[2022-04-08 00:16:58.958305]Total energy: 38431548.73611265
[2022-04-08 00:17:59.492904]Total energy: 38213759.887768276
[2022-04-08 00:18:59.554272]Total energy: 38338907.16629417
[2022-04-08 00:20:00.404840]Total energy: 38542056.22462999
[2022-04-08 00:21:08.554344]Total energy: 38234291.71418746
[2022-04-08 00:22:11.265148]Total energy: 38235511.46362071
[2022-04-08 00:23:13.241180]Total energy: 38285994.28648241
[2022-04-08 00:24:14.879597]Total energy: 38411834.17237835
[2022-04-08 00:25:18.145931]Total energy: 38320370.68929285
[2022-04-08 00:26:20.154220]Total energy: 38314916.64296064
[2022-04-08 00:27:21.340086]Total energy: 38291719.90733286
[2022-04-08 00:28:21.651223]Total energy: 38279643.199124075
[2022-04-08 00:29:21.823595]Total energy: 38328904.692316085
[2022-04-08 00:30:23.609398]Total energy: 38169231.13445809
[2022-04-08 00:31:37.475905]Total energy: 38168749.04273096
[2022-04-08 00:32:44.647458]Total energy: 38062736.99143687
[2022-04-08 00:33:46.399171]Total energy: 38103308.095880784
[2022-04-08 00:34:47.321541]Total energy: 38066108.85365671
[2022-04-08 00:35:49.974161]Total energy: 38162792.69842906
[2022-04-08 00:36:50.075939]Total energy: 38218684.95159368
[2022-04-08 00:37:49.780091]Total energy: 38163264.46374054
[2022-04-08 00:38:49.550312]Total energy: 38162011.16598602
[2022-04-08 00:39:49.849299]Total energy: 38189752.444947034
[2022-04-08 00:41:03.465267]Total energy: 38155615.87265853
[2022-04-08 00:42:07.616110]Total energy: 38106268.99091285
[2022-04-08 00:43:09.492886]Total energy: 38281641.98864442
[2022-04-08 00:44:11.900379]Total energy: 38029788.28064914
[2022-04-08 00:45:12.432502]Total energy: 38086320.82627384
[2022-04-08 00:46:13.209026]Total energy: 38068293.94312393
[2022-04-08 00:47:14.202534]Total energy: 38111190.3581446
[2022-04-08 00:48:14.023206]Total energy: 38060593.091355786
[2022-04-08 00:49:14.219676]Total energy: 38139585.324088775
[2022-04-08 00:50:15.084376]Total energy: 38095175.69910435
[2022-04-08 00:51:20.539394]Total energy: 38157235.46573238
[2022-04-08 00:52:27.208166]Total energy: 38169210.4189846
[2022-04-08 00:53:32.792353]Total energy: 38000698.719122455
[2022-04-08 00:54:33.305205]Total energy: 37766754.10153262
[2022-04-08 00:55:33.612354]Total energy: 37998348.93465609
[2022-04-08 00:56:33.736029]Total energy: 37912490.805632435
[2022-04-08 00:57:34.096005]Total energy: 37861723.97291019
[2022-04-08 00:58:36.547301]Total energy: 37783380.17851724
[2022-04-08 00:59:38.339654]Total energy: 37974840.64943857
[2022-04-08 01:00:41.646673]Total energy: 37825975.052769065
[2022-04-08 01:01:48.151154]Total energy: 38012998.404570244
[2022-04-08 01:02:49.787171]Total energy: 37959972.59858219
[2022-04-08 01:03:50.100630]Total energy: 38049431.344178766
[2022-04-08 01:04:50.034844]Total energy: 37776035.788192645
[2022-04-08 01:05:50.707884]Total energy: 37905877.5241829
[2022-04-08 01:06:51.789979]Total energy: 37781921.00921962
[2022-04-08 01:07:53.336828]Total energy: 37802747.483434685
[2022-04-08 01:08:54.111501]Total energy: 37827007.59474289
[2022-04-08 01:09:55.470471]Total energy: 37707784.88598496
[2022-04-08 01:11:04.820466]Total energy: 37764903.7654125
[2022-04-08 01:12:08.996221]Total energy: 37898400.001337126
[2022-04-08 01:13:10.075226]Total energy: 37707455.056191914
[2022-04-08 01:14:13.375368]Total energy: 37683505.552393526
[2022-04-08 01:15:14.572952]Total energy: 37652929.222371876
[2022-04-08 01:16:15.416196]Total energy: 38001575.68766216
[2022-04-08 01:17:18.601742]Total energy: 37807398.48211491
[2022-04-08 01:18:21.180469]Total energy: 37780299.17412114
[2022-04-08 01:19:21.814658]Total energy: 37906837.944484025
[2022-04-08 01:20:33.289655]Total energy: 37856465.069609925
[2022-04-08 01:21:44.227357]Total energy: 37877386.479006626
[2022-04-08 01:22:46.040925]Total energy: 37950614.62241503
[2022-04-08 01:23:47.129339]Total energy: 37915315.269159265
[2022-04-08 01:24:48.414785]Total energy: 37929883.06773564
[2022-04-08 01:25:49.608610]Total energy: 37798948.48783992
[2022-04-08 01:26:50.471200]Total energy: 37956710.04891849
[2022-04-08 01:27:52.724363]Total energy: 37833598.45043052
[2022-04-08 01:28:54.503830]Total energy: 37872025.462834135
[2022-04-08 01:29:55.296293]Total energy: 37844923.49819547
[2022-04-08 01:30:57.166108]Total energy: 37948188.50564527
[2022-04-08 01:31:57.816411]Total energy: 37853768.601569586
[2022-04-08 01:32:57.895015]Total energy: 37885883.65513592
[2022-04-08 01:33:58.599191]Total energy: 38040444.92907075
[2022-04-08 01:34:58.393908]Total energy: 37868372.287215434
[2022-04-08 01:36:08.382527]Total energy: 37874881.438172035
[2022-04-08 01:37:13.786002]Total energy: 37896602.27418717
[2022-04-08 01:38:15.343298]Total energy: 37713775.649860375
[2022-04-08 01:39:15.673693]Total energy: 37954156.88053901
[2022-04-08 01:40:19.154812]Total energy: 37860942.67717855
[2022-04-08 01:41:25.344690]Total energy: 37952856.69444265
[2022-04-08 01:42:34.911686]Total energy: 37957357.89708344
[2022-04-08 01:43:38.060275]Total energy: 37918696.33688734
[2022-04-08 01:44:39.433982]Total energy: 37825039.097419046
[2022-04-08 01:45:40.610493]Total energy: 37977412.177295305
[2022-04-08 01:46:44.832348]Total energy: 37817833.90362438
[2022-04-08 01:47:45.292814]Total energy: 37849313.818101786
[2022-04-08 01:48:47.508209]Total energy: 37736088.25737769
[2022-04-08 01:49:51.368885]Total energy: 37816277.761692904
[2022-04-08 01:50:59.737181]Total energy: 37937433.78246717
[2022-04-08 01:52:05.431098]Total energy: 37965820.44879747
[2022-04-08 01:53:08.605134]Total energy: 37881894.43861492
[2022-04-08 01:54:10.785290]Total energy: 37817847.46066587
[2022-04-08 01:55:12.477120]Total energy: 37783044.6177028
[2022-04-08 01:56:15.494227]Total energy: 37801796.63392469
[2022-04-08 01:57:16.546515]Total energy: 37726897.54217375
[2022-04-08 01:58:16.780340]Total energy: 37745618.54915895
[2022-04-08 01:59:18.481956]Total energy: 37826228.626452915
[2022-04-08 02:00:18.789969]Total energy: 37829221.16896325
[2022-04-08 02:01:38.335801]Total energy: 37942967.48710248
[2022-04-08 02:02:43.410624]Total energy: 37844141.90461534
[2022-04-08 02:03:45.055037]Total energy: 37883726.86870627
[2022-04-08 02:04:48.000447]Total energy: 37942142.120977566
[2022-04-08 02:05:50.762261]Total energy: 37942354.76291204
[2022-04-08 02:06:51.035398]Total energy: 37919093.401468754
[2022-04-08 02:07:52.058962]Total energy: 37941549.4755845
[2022-04-08 02:08:55.279042]Total energy: 37800943.23987285
[2022-04-08 02:09:55.480113]Total energy: 37907562.0419618
[2022-04-08 02:10:57.763500]Total energy: 37764283.98350248
[2022-04-08 02:12:02.124579]Total energy: 37907279.71308436
[2022-04-08 02:13:03.110708]Total energy: 37912817.30708899
[2022-04-08 02:14:05.089212]Total energy: 37984454.41286686
[2022-04-08 02:15:07.394961]Total energy: 37632189.07033254
[2022-04-08 02:16:07.233543]Total energy: 37909889.245146535
[2022-04-08 02:17:07.516228]Total energy: 37930603.106006004
[2022-04-08 02:18:09.850951]Total energy: 37785114.91192489
[2022-04-08 02:19:11.721768]Total energy: 38002642.19269924
[2022-04-08 02:20:12.417488]Total energy: 37844910.701835774
[2022-04-08 02:21:30.465648]Total energy: 37963962.4278583
[2022-04-08 02:22:39.567518]Total energy: 38113005.674838446
[2022-04-08 02:23:49.764290]Total energy: 37917624.47253368
[2022-04-08 02:24:53.374950]Total energy: 37834427.847220145
[2022-04-08 02:26:02.152157]Total energy: 37935905.63872806
[2022-04-08 02:27:02.807673]Total energy: 37871690.26815997
[2022-04-08 02:28:03.549124]Total energy: 38092969.22143716
[2022-04-08 02:29:03.576046]Total energy: 37887687.34816328
[2022-04-08 02:30:05.426021]Total energy: 38012135.75759135
[2022-04-08 02:31:22.547251]Total energy: 37903299.80417318
[2022-04-08 02:32:33.888615]Total energy: 37989875.44725276
[2022-04-08 02:33:35.200748]Total energy: 37915121.59318839
[2022-04-08 02:34:36.367339]Total energy: 37844203.58739608
[2022-04-08 02:35:37.977396]Total energy: 37951225.59222522
[2022-04-08 02:36:38.256508]Total energy: 37944508.13716215
[2022-04-08 02:37:38.365003]Total energy: 37942708.12566871
[2022-04-08 02:38:39.110036]Total energy: 37945778.360547535
[2022-04-08 02:39:39.883230]Total energy: 37926061.01627329
[2022-04-08 02:40:49.564833]Total energy: 37870800.043286406
[2022-04-08 02:41:55.347878]Total energy: 38052988.725308076
[2022-04-08 02:43:05.276468]Total energy: 38052668.89763775
[2022-04-08 02:44:12.206814]Total energy: 37965089.83208745
[2022-04-08 02:45:12.535544]Total energy: 38008380.725257434
[2022-04-08 02:46:11.852017]Total energy: 37926403.706743985
[2022-04-08 02:47:12.335196]Total energy: 38005242.529130705
[2022-04-08 02:48:12.446782]Total energy: 38084738.80705703
[2022-04-08 02:49:13.081995]Total energy: 37863065.62628651
[2022-04-08 02:50:15.754752]Total energy: 37997111.54950964
[2022-04-08 02:51:23.934750]Total energy: 38001163.90868118
[2022-04-08 02:52:33.574728]Total energy: 37908392.0006985
[2022-04-08 02:53:36.977808]Total energy: 37934016.33247653
[2022-04-08 02:54:37.283567]Total energy: 37863748.29347166
[2022-04-08 02:55:37.900653]Total energy: 38035827.83357162
[2022-04-08 02:56:38.557396]Total energy: 38066797.255161926
[2022-04-08 02:57:39.351705]Total energy: 38045809.806351155
[2022-04-08 02:58:39.129312]Total energy: 37862585.35864371
[2022-04-08 02:59:40.116510]Total energy: 37849593.12760468
[2022-04-08 03:00:50.344525]Total energy: 38001984.51621655
[2022-04-08 03:02:01.619262]Total energy: 38012446.67468303
[2022-04-08 03:03:03.959773]Total energy: 37911997.63139218
[2022-04-08 03:04:04.677858]Total energy: 38008893.75661703
[2022-04-08 03:05:04.398556]Total energy: 38031291.82372881
[2022-04-08 03:06:05.553270]Total energy: 37862670.94588611
[2022-04-08 03:07:05.956782]Total energy: 37923051.44466888
[2022-04-08 03:08:06.225581]Total energy: 37854148.678280376
[2022-04-08 03:09:06.945795]Total energy: 37943920.11284064
