initial: all - diverse_all
[2022-04-10 08:42:46.995401]Total energy: 16524859.999316864
[2022-04-10 08:44:15.267735]Total energy: 16513286.82529118
[2022-04-10 08:45:42.436959]Total energy: 16536652.260927208
[2022-04-10 08:47:11.098402]Total energy: 16511321.388121514
[2022-04-10 08:48:33.916120]Total energy: 16518526.990892334
[2022-04-10 08:49:49.978149]Total energy: 16531720.49678453
[2022-04-10 08:51:05.408693]Total energy: 16534523.562374368
[2022-04-10 08:52:20.847694]Total energy: 16511224.705026781
[2022-04-10 08:53:38.779260]Total energy: 16518011.99198725
[2022-04-10 08:54:54.882450]Total energy: 16521827.88615406
[2022-04-10 08:56:15.285352]Total energy: 16525861.416534616
[2022-04-10 08:57:31.746747]Total energy: 16516701.688784843
[2022-04-10 08:58:49.558543]Total energy: 16519804.480598837
[2022-04-10 09:00:06.366667]Total energy: 16522493.237069521
[2022-04-10 09:01:24.161092]Total energy: 16526864.966616653
[2022-04-10 09:02:39.941107]Total energy: 16520357.175264075
[2022-04-10 09:03:55.530841]Total energy: 16542411.615700714
[2022-04-10 09:05:11.300320]Total energy: 16519861.219682312
[2022-04-10 09:06:29.723078]Total energy: 16511490.073557563
[2022-04-10 09:07:46.214407]Total energy: 16531402.967888303
[2022-04-10 09:09:02.780819]Total energy: 16517340.929003477
[2022-04-10 09:10:20.033796]Total energy: 16536982.384893168
[2022-04-10 09:11:49.558016]Total energy: 16512032.753760956
[2022-04-10 09:13:15.325129]Total energy: 16522289.14246804
[2022-04-10 09:14:31.338253]Total energy: 16517063.276168946
[2022-04-10 09:15:48.486785]Total energy: 16525562.951189449
[2022-04-10 09:17:05.699783]Total energy: 16528336.584409242
[2022-04-10 09:18:23.312384]Total energy: 16525613.523619635
[2022-04-10 09:19:39.218568]Total energy: 16528353.376492029
[2022-04-10 09:20:58.776814]Total energy: 16520637.868184557
[2022-04-10 09:22:17.721701]Total energy: 16521536.11508773
[2022-04-10 09:23:33.332317]Total energy: 16532644.53538295
[2022-04-10 09:24:51.604213]Total energy: 16517959.177645193
[2022-04-10 09:26:09.858862]Total energy: 16521446.376423052
[2022-04-10 09:27:25.887384]Total energy: 16521305.74859656
[2022-04-10 09:28:41.556089]Total energy: 16523208.221819874
[2022-04-10 09:29:59.080036]Total energy: 16520214.604267964
[2022-04-10 09:31:26.287483]Total energy: 16519363.024603963
[2022-04-10 09:32:44.461012]Total energy: 16515532.28019215
[2022-04-10 09:34:01.176829]Total energy: 16517590.614723984
[2022-04-10 09:35:17.033065]Total energy: 16519116.250642033
[2022-04-10 09:36:32.815461]Total energy: 16532773.5439257
[2022-04-10 09:37:49.547261]Total energy: 16522027.000969028
[2022-04-10 09:39:07.981577]Total energy: 16526580.512056468
[2022-04-10 09:40:39.619352]Total energy: 16529479.98905752
[2022-04-10 09:41:57.683907]Total energy: 16524127.961271446
[2022-04-10 09:43:15.247594]Total energy: 16531099.11652224
[2022-04-10 09:44:31.142849]Total energy: 16517775.80782947
[2022-04-10 09:45:47.793613]Total energy: 16513131.407054324
[2022-04-10 09:47:05.341550]Total energy: 16534256.992086345
[2022-04-10 09:48:23.393584]Total energy: 16519878.74444847
[2022-04-10 09:49:39.896475]Total energy: 16525945.158350822
[2022-04-10 09:51:07.914407]Total energy: 16512372.175726574
[2022-04-10 09:52:30.210354]Total energy: 16533149.889539165
[2022-04-10 09:53:57.876161]Total energy: 16526773.732275594
[2022-04-10 09:55:29.971081]Total energy: 16530160.51688587
[2022-04-10 09:57:02.973946]Total energy: 16516851.603537891
[2022-04-10 09:58:20.704394]Total energy: 16521991.09928688
[2022-04-10 09:59:37.326215]Total energy: 16517836.736600155
[2022-04-10 10:01:08.242813]Total energy: 16521405.139254244
[2022-04-10 10:02:51.499772]Total energy: 16529085.895371228
[2022-04-10 10:04:15.615476]Total energy: 16527906.155769538
[2022-04-10 10:05:32.968543]Total energy: 16520635.809424585
[2022-04-10 10:06:52.962446]Total energy: 16520819.06810278
[2022-04-10 10:08:12.658244]Total energy: 16507389.979394406
[2022-04-10 10:09:29.814272]Total energy: 16513226.638361143
[2022-04-10 10:10:48.107404]Total energy: 16520826.025576403
[2022-04-10 10:12:04.684930]Total energy: 16524456.369276766
[2022-04-10 10:13:21.903250]Total energy: 16518512.687066697
[2022-04-10 10:14:42.050489]Total energy: 16521319.93655934
[2022-04-10 10:15:58.639489]Total energy: 16511910.193599558
[2022-04-10 10:17:15.358732]Total energy: 16531638.481058976
[2022-04-10 10:18:33.402874]Total energy: 16534212.69342981
[2022-04-10 10:19:54.779166]Total energy: 16522941.53246123
[2022-04-10 10:21:23.118216]Total energy: 16539320.881814111
[2022-04-10 10:22:52.379911]Total energy: 16525388.578761393
[2022-04-10 10:24:24.508694]Total energy: 16512741.482492521
[2022-04-10 10:25:52.056449]Total energy: 16530064.748769918
[2022-04-10 10:27:13.292334]Total energy: 16523408.979153832
[2022-04-10 10:28:30.608323]Total energy: 16522916.727954792
[2022-04-10 10:29:48.806250]Total energy: 16530057.739135638
[2022-04-10 10:31:12.932227]Total energy: 16529039.346922876
[2022-04-10 10:32:31.871804]Total energy: 16514704.357912678
[2022-04-10 10:33:48.166225]Total energy: 16521857.562970938
[2022-04-10 10:35:04.988769]Total energy: 16535341.531053983
[2022-04-10 10:36:23.236600]Total energy: 16520250.112438314
[2022-04-10 10:37:41.078902]Total energy: 16523691.229609424
[2022-04-10 10:38:57.884130]Total energy: 16511802.764305793
[2022-04-10 10:40:14.976116]Total energy: 16530339.165120292
[2022-04-10 10:41:31.080421]Total energy: 16516975.807228794
[2022-04-10 10:42:46.275832]Total energy: 16520835.6898607
[2022-04-10 10:44:02.169649]Total energy: 16519168.972710826
[2022-04-10 10:45:19.432916]Total energy: 16517980.087819649
[2022-04-10 10:46:35.341008]Total energy: 16536491.425276998
[2022-04-10 10:47:51.512585]Total energy: 16519344.656149663
[2022-04-10 10:49:07.448571]Total energy: 16518716.013174424
[2022-04-10 10:50:38.291039]Total energy: 16524943.32721852
[2022-04-10 10:52:30.631956]Total energy: 16537637.962430462
[2022-04-10 10:54:07.486136]Total energy: 16525401.927949473
[2022-04-10 10:55:36.747878]Total energy: 16515554.263567451
[2022-04-10 10:57:06.099701]Total energy: 16531045.003033454
[2022-04-10 10:58:32.060171]Total energy: 16520964.279465757
[2022-04-10 11:00:05.319718]Total energy: 16516433.24190398
[2022-04-10 11:01:22.008006]Total energy: 16514666.13556508
[2022-04-10 11:02:37.858589]Total energy: 16529259.22304245
[2022-04-10 11:03:54.327476]Total energy: 16523323.211790178
[2022-04-10 11:05:11.145474]Total energy: 16525457.875541996
[2022-04-10 11:06:32.276459]Total energy: 16524114.372698156
[2022-04-10 11:07:48.654874]Total energy: 16523480.884120451
[2022-04-10 11:09:06.253321]Total energy: 16520515.365030821
[2022-04-10 11:11:00.128635]Total energy: 16518538.903634679
[2022-04-10 11:12:44.842595]Total energy: 16523648.13569902
[2022-04-10 11:14:14.903565]Total energy: 16520464.276174344
[2022-04-10 11:15:49.669629]Total energy: 16516556.068997197
[2022-04-10 11:17:26.491919]Total energy: 16516955.990028067
[2022-04-10 11:18:48.848920]Total energy: 16537823.569069186
[2022-04-10 11:20:06.353056]Total energy: 16531996.904743295
[2022-04-10 11:21:23.456487]Total energy: 16523448.59725068
[2022-04-10 11:22:39.737985]Total energy: 16524209.338190578
[2022-04-10 11:23:56.718193]Total energy: 16531601.966075087
[2022-04-10 11:25:15.095300]Total energy: 16528730.21456889
[2022-04-10 11:26:32.860285]Total energy: 16518482.072394196
[2022-04-10 11:27:49.479394]Total energy: 16536504.715025477
[2022-04-10 11:29:07.820857]Total energy: 16531870.892885078
[2022-04-10 11:30:23.436484]Total energy: 16517212.572276505
[2022-04-10 11:31:39.765128]Total energy: 16530293.773367334
[2022-04-10 11:32:56.264975]Total energy: 16519373.010729017
[2022-04-10 11:34:12.618721]Total energy: 16519641.236654459
[2022-04-10 11:35:30.286042]Total energy: 16534319.156940393
[2022-04-10 11:36:46.433365]Total energy: 16528080.53894549
[2022-04-10 11:38:04.792603]Total energy: 16521196.980287505
[2022-04-10 11:39:22.202608]Total energy: 16528297.15803802
[2022-04-10 11:40:44.519468]Total energy: 16516670.870901775
[2022-04-10 11:42:07.877673]Total energy: 16526945.964227721
[2022-04-10 11:43:34.486901]Total energy: 16517871.047574075
[2022-04-10 11:44:55.466761]Total energy: 16536256.197475994
[2022-04-10 11:46:12.359310]Total energy: 16515189.918593261
[2022-04-10 11:47:28.732351]Total energy: 16527974.72265193
[2022-04-10 11:48:45.862529]Total energy: 16517491.79056605
[2022-04-10 11:50:09.176536]Total energy: 16523481.257706702
[2022-04-10 11:51:52.742679]Total energy: 16529397.078648876
[2022-04-10 11:53:23.131852]Total energy: 16545312.647795744
[2022-04-10 11:54:54.622495]Total energy: 16518764.599211473
[2022-04-10 11:56:25.222136]Total energy: 16529400.884071426
[2022-04-10 11:57:56.405896]Total energy: 16517644.9168773
[2022-04-10 11:59:25.231814]Total energy: 16518470.4755242
[2022-04-10 12:00:57.746049]Total energy: 16517845.869308723
[2022-04-10 12:02:29.070613]Total energy: 16527402.337910058
[2022-04-10 12:04:00.640391]Total energy: 16510329.677535202
[2022-04-10 12:05:33.372023]Total energy: 16526740.605702816
[2022-04-10 12:06:55.513567]Total energy: 16523172.791973876
[2022-04-10 12:08:12.235300]Total energy: 16512095.257205065
[2022-04-10 12:09:29.099576]Total energy: 16520016.141107274
[2022-04-10 12:10:57.668580]Total energy: 16526462.163803525
[2022-04-10 12:12:33.244179]Total energy: 16512122.703585504
[2022-04-10 12:14:11.305353]Total energy: 16520804.247098804
[2022-04-10 12:15:30.277260]Total energy: 16527216.045033328
[2022-04-10 12:16:47.487699]Total energy: 16514539.276542298
[2022-04-10 12:18:04.468959]Total energy: 16524129.490100548
[2022-04-10 12:19:20.976818]Total energy: 16521536.703585114
[2022-04-10 12:20:52.648782]Total energy: 16525262.267336894
[2022-04-10 12:22:30.284973]Total energy: 16513892.515772004
[2022-04-10 12:23:56.907240]Total energy: 16521520.648142619
[2022-04-10 12:25:17.702374]Total energy: 16519708.645295337
[2022-04-10 12:26:35.719265]Total energy: 16534966.982921526
[2022-04-10 12:27:52.575051]Total energy: 16525931.119609522
[2022-04-10 12:29:09.607007]Total energy: 16519170.425030207
[2022-04-10 12:30:27.346336]Total energy: 16530602.04235666
[2022-04-10 12:31:44.539079]Total energy: 16530585.807161996
[2022-04-10 12:33:35.286430]Total energy: 16523144.04212622
[2022-04-10 12:34:51.335133]Total energy: 16528159.694644114
[2022-04-10 12:36:07.153228]Total energy: 16527185.089689061
[2022-04-10 12:37:24.437195]Total energy: 16510904.844148053
[2022-04-10 12:38:40.398212]Total energy: 16531149.515924988
[2022-04-10 12:39:59.745618]Total energy: 16517214.299274558
[2022-04-10 12:41:24.847766]Total energy: 16516324.439152153
[2022-04-10 12:42:45.660036]Total energy: 16527973.68257987
[2022-04-10 12:44:02.939790]Total energy: 16533667.453758577
[2022-04-10 12:45:18.649379]Total energy: 16518303.662875034
[2022-04-10 12:46:35.411622]Total energy: 16511880.874651376
[2022-04-10 12:47:51.864858]Total energy: 16518973.469289746
[2022-04-10 12:49:09.117346]Total energy: 16535499.824782511
[2022-04-10 12:50:40.378081]Total energy: 16527474.85024102
[2022-04-10 12:52:13.792656]Total energy: 16522167.611335248
[2022-04-10 12:53:36.912872]Total energy: 16523787.027421685
[2022-04-10 12:54:52.835761]Total energy: 16514784.00948913
[2022-04-10 12:56:11.652072]Total energy: 16519286.246388176
[2022-04-10 12:57:28.192374]Total energy: 16528141.371699765
[2022-04-10 12:58:45.311204]Total energy: 16524211.24210623
[2022-04-10 13:00:07.369157]Total energy: 16513493.016922535
[2022-04-10 13:01:36.521918]Total energy: 16529073.836097725
[2022-04-10 13:03:08.777131]Total energy: 16520428.354377218
[2022-04-10 13:04:40.006217]Total energy: 16524379.274155827
[2022-04-10 13:06:14.807078]Total energy: 16531750.022985993
[2022-04-10 13:07:47.863822]Total energy: 16527504.394711385
[2022-04-10 13:09:23.289311]Total energy: 16532328.146745471
[2022-04-10 13:10:50.734318]Total energy: 16533759.16351583
[2022-04-10 13:12:08.224276]Total energy: 16516040.857814461
[2022-04-10 13:13:24.496219]Total energy: 16528611.353914555
[2022-04-10 13:14:41.155756]Total energy: 16515822.973362124
[2022-04-10 13:15:56.784214]Total energy: 16518096.233755417
[2022-04-10 13:17:12.335164]Total energy: 16525274.372753246
[2022-04-10 13:18:29.058799]Total energy: 16528144.32691417
[2022-04-10 13:19:44.581202]Total energy: 16523025.39021876
[2022-04-10 13:21:08.457438]Total energy: 16516013.331534343
[2022-04-10 13:22:25.036936]Total energy: 16532512.50775878
[2022-04-10 13:23:41.249883]Total energy: 16518156.432608133
[2022-04-10 13:24:58.650955]Total energy: 16517435.705564106
[2022-04-10 13:26:14.506797]Total energy: 16523349.350502588
[2022-04-10 13:27:30.169290]Total energy: 16516936.47639714
[2022-04-10 13:28:47.450506]Total energy: 16522868.963569595
[2022-04-10 13:30:08.256057]Total energy: 16528389.84706527
[2022-04-10 13:31:26.729430]Total energy: 16517951.706354177
[2022-04-10 13:32:43.455459]Total energy: 16536377.252972977
[2022-04-10 13:33:59.401643]Total energy: 16533051.739188839
[2022-04-10 13:35:16.329398]Total energy: 16533913.995366795
[2022-04-10 13:36:32.503847]Total energy: 16509771.296588203
[2022-04-10 13:37:48.665866]Total energy: 16521173.850646835
[2022-04-10 13:39:05.027434]Total energy: 16513748.996332891
[2022-04-10 13:40:21.485520]Total energy: 16520532.642974308
[2022-04-10 13:41:47.249752]Total energy: 16521122.660289176
[2022-04-10 13:43:16.410198]Total energy: 16529046.604114573
[2022-04-10 13:44:37.749026]Total energy: 16516080.36342836
[2022-04-10 13:45:54.627581]Total energy: 16530249.966283122
[2022-04-10 13:47:12.181002]Total energy: 16530587.400424505
[2022-04-10 13:48:27.895813]Total energy: 16516677.845897162
[2022-04-10 13:49:44.125312]Total energy: 16523144.315365521
[2022-04-10 13:51:22.991024]Total energy: 16525429.922698352
[2022-04-10 13:52:50.597745]Total energy: 16526302.950535415
[2022-04-10 13:54:22.894378]Total energy: 16517621.482887123
[2022-04-10 13:55:42.954421]Total energy: 16526983.557294378
[2022-04-10 13:57:00.677438]Total energy: 16521801.122803742
[2022-04-10 13:58:18.661538]Total energy: 16513583.289407339
[2022-04-10 13:59:35.588768]Total energy: 16524100.59401717
[2022-04-10 14:00:56.220437]Total energy: 16529859.11598326
[2022-04-10 14:02:13.466137]Total energy: 16511099.633642167
[2022-04-10 14:03:30.485573]Total energy: 16518706.696796952
[2022-04-10 14:04:47.270876]Total energy: 16521663.017938392
[2022-04-10 14:06:03.792193]Total energy: 16524864.016268585
[2022-04-10 14:07:21.925348]Total energy: 16523486.911229314
[2022-04-10 14:08:38.665402]Total energy: 16515153.561017824
[2022-04-10 14:09:54.922324]Total energy: 16519962.809095927
[2022-04-10 14:11:13.268082]Total energy: 16529494.601982575
[2022-04-10 14:12:29.709879]Total energy: 16531620.991979392
[2022-04-10 14:13:46.634056]Total energy: 16517375.168575296
[2022-04-10 14:15:04.358122]Total energy: 16522498.730143676
[2022-04-10 14:16:20.936696]Total energy: 16523459.5229993
[2022-04-10 14:17:37.743865]Total energy: 16529673.586180273
[2022-04-10 14:18:53.209708]Total energy: 16531278.891610118
[2022-04-10 14:20:08.377358]Total energy: 16517577.927943058
[2022-04-10 14:21:28.771702]Total energy: 16521563.630923914
[2022-04-10 14:22:45.027981]Total energy: 16527332.478695285
[2022-04-10 14:24:00.032974]Total energy: 16517587.391511615
[2022-04-10 14:25:19.004088]Total energy: 16532411.13836474
[2022-04-10 14:26:36.306133]Total energy: 16544173.455392754
[2022-04-10 14:27:53.502511]Total energy: 16528437.53490295
[2022-04-10 14:29:09.414664]Total energy: 16530598.811291993
[2022-04-10 14:30:28.648872]Total energy: 16518793.707527868
[2022-04-10 14:31:44.883707]Total energy: 16533463.980778858
[2022-04-10 14:33:01.888966]Total energy: 16517865.04208813
[2022-04-10 14:34:18.742475]Total energy: 16523895.07665005
[2022-04-10 14:35:35.563565]Total energy: 16529685.073851181
[2022-04-10 14:36:51.685545]Total energy: 16529052.435196074
[2022-04-10 14:38:08.591372]Total energy: 16510794.086886913
[2022-04-10 14:39:25.572586]Total energy: 16525934.216705078
[2022-04-10 14:41:22.282575]Total energy: 16519426.412436845
[2022-04-10 14:42:51.621606]Total energy: 16523901.605618881
[2022-04-10 14:44:07.974414]Total energy: 16533125.848126266
[2022-04-10 14:45:23.747200]Total energy: 16520528.038422586
[2022-04-10 14:46:41.074357]Total energy: 16526830.597219856
[2022-04-10 14:47:58.461907]Total energy: 16532266.006510016
[2022-04-10 14:49:14.932523]Total energy: 16533789.374074358
[2022-04-10 14:50:40.062211]Total energy: 16521554.364344968
[2022-04-10 14:52:12.018028]Total energy: 16534280.967550118
[2022-04-10 14:53:48.278791]Total energy: 16528485.677707303
[2022-04-10 14:55:10.777350]Total energy: 16516348.357534109
[2022-04-10 14:56:28.588290]Total energy: 16515622.801153323
[2022-04-10 14:57:45.302771]Total energy: 16518118.555112835
[2022-04-10 14:59:01.360269]Total energy: 16522864.624676716
[2022-04-10 15:00:17.208140]Total energy: 16530379.166133314
[2022-04-10 15:01:40.097916]Total energy: 16535480.534428308
[2022-04-10 15:03:01.723581]Total energy: 16518147.309792604
[2022-04-10 15:04:18.956737]Total energy: 16528176.648004249
[2022-04-10 15:05:35.182636]Total energy: 16526224.469820296
[2022-04-10 15:06:51.095284]Total energy: 16510021.183410937
[2022-04-10 15:08:07.547002]Total energy: 16523629.140125593
[2022-04-10 15:09:23.991685]Total energy: 16514009.840732988
[2022-04-10 15:10:39.468726]Total energy: 16522148.608238827
[2022-04-10 15:11:56.207495]Total energy: 16517119.23641798
[2022-04-10 15:13:12.517038]Total energy: 16518720.352342414
[2022-04-10 15:14:29.781158]Total energy: 16529371.890134027
[2022-04-10 15:15:46.292185]Total energy: 16523316.10202516
[2022-04-10 15:17:02.184614]Total energy: 16523709.927929023
[2022-04-10 15:18:17.323373]Total energy: 16517516.992810681
[2022-04-10 15:19:32.319803]Total energy: 16519017.410150545
[2022-04-10 15:21:16.497277]Total energy: 16528039.836327983
[2022-04-10 15:22:39.570320]Total energy: 16526356.742614297
[2022-04-10 15:23:55.744755]Total energy: 16531041.168536369
[2022-04-10 15:25:12.798092]Total energy: 16522625.632481948
[2022-04-10 15:26:30.997684]Total energy: 16521511.280214662
[2022-04-10 15:27:47.072594]Total energy: 16523626.183688369
[2022-04-10 15:29:03.878328]Total energy: 16521509.02698653
[2022-04-10 15:30:19.949488]Total energy: 16520367.210058583
[2022-04-10 15:31:35.737636]Total energy: 16521542.808484038
[2022-04-10 15:32:52.281622]Total energy: 16525100.754657064
[2022-04-10 15:34:08.710732]Total energy: 16522162.810879044
[2022-04-10 15:35:24.490324]Total energy: 16509478.821011368
[2022-04-10 15:36:40.228017]Total energy: 16524118.485400518
[2022-04-10 15:37:56.658538]Total energy: 16516492.866424322
[2022-04-10 15:39:13.254532]Total energy: 16518511.140814193
[2022-04-10 15:40:42.171785]Total energy: 16523027.363558715
[2022-04-10 15:42:18.847098]Total energy: 16513895.669351177
[2022-04-10 15:43:45.599123]Total energy: 16506242.369310519
[2022-04-10 15:45:04.862368]Total energy: 16518969.817468122
[2022-04-10 15:46:18.528098]Total energy: 16527162.520944452
[2022-04-10 15:47:30.789183]Total energy: 16533478.84251617
[2022-04-10 15:48:43.231344]Total energy: 16523374.963263884
[2022-04-10 15:49:55.648113]Total energy: 16530495.214810118
[2022-04-10 15:51:29.243449]Total energy: 16521737.43943906
[2022-04-10 15:53:06.046290]Total energy: 16518679.123227231
[2022-04-10 15:54:36.333609]Total energy: 16532493.494801424
[2022-04-10 15:55:52.532955]Total energy: 16514463.460784493
[2022-04-10 15:57:08.417149]Total energy: 16511077.562795082
[2022-04-10 15:58:23.845972]Total energy: 16529606.222399406
[2022-04-10 15:59:38.729217]Total energy: 16523828.92199732
[2022-04-10 16:00:52.434175]Total energy: 16522557.759796029
[2022-04-10 16:02:06.448392]Total energy: 16520355.913245741
[2022-04-10 16:03:21.601087]Total energy: 16517899.411796167
[2022-04-10 16:04:35.824773]Total energy: 16523507.790290516
[2022-04-10 16:05:49.439145]Total energy: 16518122.226794558
[2022-04-10 16:07:02.353142]Total energy: 16513768.992712226
[2022-04-10 16:08:17.170950]Total energy: 16523239.13622893
[2022-04-10 16:09:31.507852]Total energy: 16533318.262637744
[2022-04-10 16:10:57.638182]Total energy: 16519232.78476856
[2022-04-10 16:12:28.165997]Total energy: 16522617.524979504
[2022-04-10 16:14:01.195592]Total energy: 16521911.467749268
[2022-04-10 16:15:24.729677]Total energy: 16516528.804642368
[2022-04-10 16:16:39.311871]Total energy: 16505297.771735495
[2022-04-10 16:17:55.879474]Total energy: 16518071.602539822
[2022-04-10 16:19:10.990972]Total energy: 16524526.084428411
[2022-04-10 16:20:49.936540]Total energy: 16521642.516237553
[2022-04-10 16:22:19.755532]Total energy: 16535849.988987021
[2022-04-10 16:23:33.147430]Total energy: 16515897.72137584
[2022-04-10 16:24:47.808728]Total energy: 16520705.908162417
[2022-04-10 16:26:03.882153]Total energy: 16523003.03585433
[2022-04-10 16:27:18.994124]Total energy: 16520023.847223299
[2022-04-10 16:28:34.450886]Total energy: 16523961.75500305
[2022-04-10 16:29:49.210827]Total energy: 16522599.856140856
[2022-04-10 16:31:31.679237]Total energy: 16528330.296710147
[2022-04-10 16:32:55.479710]Total energy: 16532965.66721119
[2022-04-10 16:34:10.614990]Total energy: 16522099.974727638
[2022-04-10 16:35:24.772394]Total energy: 16519795.42224837
[2022-04-10 16:36:39.028346]Total energy: 16519916.855587123
[2022-04-10 16:37:52.060649]Total energy: 16526279.04115895
[2022-04-10 16:39:06.415618]Total energy: 16540128.702330396
[2022-04-10 16:40:30.040069]Total energy: 16532031.980898837
[2022-04-10 16:42:13.648956]Total energy: 16537838.249245496
[2022-04-10 16:43:47.916698]Total energy: 16526104.585932234
[2022-04-10 16:45:16.146627]Total energy: 16520783.31697062
[2022-04-10 16:46:43.381834]Total energy: 16520322.251807807
[2022-04-10 16:48:16.035291]Total energy: 16531773.556023445
[2022-04-10 16:49:36.057543]Total energy: 16520301.20495719
[2022-04-10 16:50:50.882548]Total energy: 16523271.453714151
[2022-04-10 16:52:05.439663]Total energy: 16526005.487849882
[2022-04-10 16:53:20.134972]Total energy: 16518494.15184785
[2022-04-10 16:54:33.049785]Total energy: 16524377.968104217
[2022-04-10 16:55:46.398096]Total energy: 16517136.039634524
[2022-04-10 16:57:01.037207]Total energy: 16518770.867553756
[2022-04-10 16:58:15.306122]Total energy: 16520628.01257501
[2022-04-10 16:59:28.636777]Total energy: 16511893.376274
[2022-04-10 17:01:04.236240]Total energy: 16516621.769650944
[2022-04-10 17:03:36.702558]Total energy: 16517162.05502678
[2022-04-10 17:04:52.518585]Total energy: 16514154.62081512
[2022-04-10 17:06:07.214603]Total energy: 16532714.302716719
[2022-04-10 17:07:22.834077]Total energy: 16513800.659285765
[2022-04-10 17:08:37.024999]Total energy: 16524460.060453797
[2022-04-10 17:09:52.004425]Total energy: 16514963.108347787
[2022-04-10 17:11:25.507043]Total energy: 16544514.514062393
[2022-04-10 17:12:50.818366]Total energy: 16520839.500153929
[2022-04-10 17:14:16.924493]Total energy: 16532661.371982343
[2022-04-10 17:15:51.394488]Total energy: 16522382.38303089
[2022-04-10 17:17:25.725891]Total energy: 16531302.010792766
[2022-04-10 17:18:46.708768]Total energy: 16514430.404774347
[2022-04-10 17:20:00.743347]Total energy: 16525641.572524374
[2022-04-10 17:21:27.262417]Total energy: 16521448.242989358
[2022-04-10 17:22:50.407148]Total energy: 16513967.568551533
[2022-04-10 17:24:06.227384]Total energy: 16519811.253656466
[2022-04-10 17:25:20.058354]Total energy: 16525455.143902984
[2022-04-10 17:26:35.021237]Total energy: 16518436.72053934
[2022-04-10 17:27:49.049560]Total energy: 16525452.131219903
[2022-04-10 17:29:02.620617]Total energy: 16509486.029116709
[2022-04-10 17:30:17.199728]Total energy: 16526582.301493363
[2022-04-10 17:31:48.922122]Total energy: 16521619.614381338
[2022-04-10 17:33:14.914039]Total energy: 16527502.508545725
[2022-04-10 17:34:44.288858]Total energy: 16525748.39704954
[2022-04-10 17:36:13.834998]Total energy: 16517241.684031196
[2022-04-10 17:37:46.797918]Total energy: 16528711.27020889
[2022-04-10 17:39:00.867245]Total energy: 16516443.139390815
[2022-04-10 17:40:15.446874]Total energy: 16514711.319250872
[2022-04-10 17:41:30.060380]Total energy: 16531371.481126659
[2022-04-10 17:42:44.515576]Total energy: 16525447.092693634
[2022-04-10 17:43:58.417705]Total energy: 16520212.449902559
[2022-04-10 17:45:11.793178]Total energy: 16521227.49630688
[2022-04-10 17:46:25.948896]Total energy: 16514262.730469586
[2022-04-10 17:47:40.006990]Total energy: 16514016.862335896
[2022-04-10 17:48:52.728869]Total energy: 16518580.521224465
[2022-04-10 17:50:06.100660]Total energy: 16527251.213911688
[2022-04-10 17:51:21.848036]Total energy: 16519431.931801865
[2022-04-10 17:52:37.518196]Total energy: 16537318.538041677
[2022-04-10 17:53:52.547920]Total energy: 16516284.425279487
[2022-04-10 17:55:07.561495]Total energy: 16536577.926659964
[2022-04-10 17:56:23.069988]Total energy: 16519660.401524337
[2022-04-10 17:57:37.739338]Total energy: 16525205.920912335
[2022-04-10 17:58:51.302113]Total energy: 16512363.115071999
[2022-04-10 18:00:07.125652]Total energy: 16532670.837180616
[2022-04-10 18:01:44.584517]Total energy: 16525939.473197661
[2022-04-10 18:03:24.433031]Total energy: 16533936.342687922
[2022-04-10 18:04:43.631375]Total energy: 16524939.51383029
[2022-04-10 18:05:58.525707]Total energy: 16522793.64999093
[2022-04-10 18:07:12.103675]Total energy: 16530762.000213247
[2022-04-10 18:08:27.067883]Total energy: 16526193.23402249
[2022-04-10 18:09:41.529723]Total energy: 16511688.851660127
[2022-04-10 18:11:23.682202]Total energy: 16513734.323144464
[2022-04-10 18:13:01.211282]Total energy: 16524551.19011758
[2022-04-10 18:14:39.972265]Total energy: 16520284.953947963
[2022-04-10 18:16:00.741098]Total energy: 16526369.111701032
[2022-04-10 18:17:15.215653]Total energy: 16515107.709815193
[2022-04-10 18:18:28.869277]Total energy: 16526543.283024453
[2022-04-10 18:19:42.210843]Total energy: 16523720.269430755
[2022-04-10 18:21:21.899217]Total energy: 16513159.800943298
[2022-04-10 18:23:00.914312]Total energy: 16530635.025944147
[2022-04-10 18:24:20.001842]Total energy: 16519126.888163276
[2022-04-10 18:25:34.753631]Total energy: 16519555.829563474
[2022-04-10 18:26:50.817037]Total energy: 16522382.667847624
[2022-04-10 18:28:06.098055]Total energy: 16525807.840667758
[2022-04-10 18:29:20.891803]Total energy: 16519515.950942675
[2022-04-10 18:30:56.975273]Total energy: 16513829.200868422
[2022-04-10 18:32:28.364994]Total energy: 16521544.30935475
[2022-04-10 18:33:56.802695]Total energy: 16530864.35355131
[2022-04-10 18:35:12.206776]Total energy: 16530119.90088465
[2022-04-10 18:36:27.520253]Total energy: 16519629.211747669
[2022-04-10 18:37:41.597296]Total energy: 16522948.775419623
[2022-04-10 18:38:55.804882]Total energy: 16523714.972339004
[2022-04-10 18:40:11.125048]Total energy: 16523532.231096126
[2022-04-10 18:41:50.179654]Total energy: 16521733.038046403
[2022-04-10 18:43:33.087106]Total energy: 16517759.86096287
[2022-04-10 18:45:05.498621]Total energy: 16523722.538598252
[2022-04-10 18:46:27.126811]Total energy: 16512007.17259408
[2022-04-10 18:47:41.529304]Total energy: 16527358.045186093
[2022-04-10 18:48:55.833572]Total energy: 16518170.77853204
[2022-04-10 18:50:09.171286]Total energy: 16518995.410102487
