initial: all - optimal_only_all
[2022-04-09 09:09:19.496989]Total energy: 30729580.05510335
[2022-04-09 09:10:03.579602]Total energy: 30756208.082258273
[2022-04-09 09:11:22.894871]Total energy: 30791261.24553767
[2022-04-09 09:12:46.664136]Total energy: 30767751.43022648
[2022-04-09 09:13:39.935862]Total energy: 30731522.124103267
[2022-04-09 09:14:34.347487]Total energy: 30790481.827072937
[2022-04-09 09:15:31.784147]Total energy: 30729091.337134507
[2022-04-09 09:16:22.319563]Total energy: 30752331.856120966
[2022-04-09 09:17:07.611464]Total energy: 30725294.50356013
[2022-04-09 09:17:54.294144]Total energy: 30753145.581683904
[2022-04-09 09:18:38.108445]Total energy: 30784957.841294184
[2022-04-09 09:19:23.442935]Total energy: 30780726.329387173
[2022-04-09 09:20:07.204041]Total energy: 30775297.325265057
[2022-04-09 09:20:52.233159]Total energy: 30754709.680006698
[2022-04-09 09:21:36.119536]Total energy: 30769434.868512172
[2022-04-09 09:22:19.387756]Total energy: 30792153.910928633
[2022-04-09 09:23:03.314460]Total energy: 30752718.952035725
[2022-04-09 09:23:46.614378]Total energy: 30779435.18726431
[2022-04-09 09:24:30.756334]Total energy: 30754806.622639343
[2022-04-09 09:25:14.855170]Total energy: 30777398.590441868
[2022-04-09 09:26:01.973415]Total energy: 30747708.298703216
[2022-04-09 09:26:45.522030]Total energy: 30782432.47711978
[2022-04-09 09:27:29.637101]Total energy: 30736872.864885464
[2022-04-09 09:28:14.572803]Total energy: 30811450.935664676
[2022-04-09 09:28:58.290607]Total energy: 30734785.915823273
[2022-04-09 09:29:41.794572]Total energy: 30724898.589503843
[2022-04-09 09:30:59.984553]Total energy: 30771631.630365066
[2022-04-09 09:32:28.228355]Total energy: 30782003.283126317
[2022-04-09 09:33:33.521659]Total energy: 30795950.244580563
[2022-04-09 09:34:33.146152]Total energy: 30718757.092763126
[2022-04-09 09:35:26.812219]Total energy: 30760445.046202768
[2022-04-09 09:36:18.069414]Total energy: 30749260.32205184
[2022-04-09 09:37:01.196340]Total energy: 30781291.299695183
[2022-04-09 09:37:44.678495]Total energy: 30763273.068093624
[2022-04-09 09:38:28.338185]Total energy: 30775935.196648754
[2022-04-09 09:39:11.785389]Total energy: 30765650.871697195
[2022-04-09 09:39:55.393266]Total energy: 30796101.645204455
[2022-04-09 09:40:54.746745]Total energy: 30752188.741877962
[2022-04-09 09:42:07.619064]Total energy: 30798279.180263974
[2022-04-09 09:43:01.542412]Total energy: 30725709.368922397
[2022-04-09 09:43:57.242038]Total energy: 30772035.664003767
[2022-04-09 09:44:54.408087]Total energy: 30802262.83605914
[2022-04-09 09:45:52.548147]Total energy: 30739054.11525363
[2022-04-09 09:46:42.649385]Total energy: 30731494.500143178
[2022-04-09 09:47:29.660543]Total energy: 30763276.265265968
[2022-04-09 09:48:15.066764]Total energy: 30765184.75437231
[2022-04-09 09:49:00.436304]Total energy: 30772870.79025966
[2022-04-09 09:49:45.986477]Total energy: 30778346.059977863
[2022-04-09 09:51:04.077362]Total energy: 30738807.910988685
[2022-04-09 09:52:12.182661]Total energy: 30752446.896991886
[2022-04-09 09:53:17.112920]Total energy: 30768271.862060815
[2022-04-09 09:54:07.195464]Total energy: 30754753.707377665
[2022-04-09 09:54:53.670392]Total energy: 30757915.190718997
[2022-04-09 09:55:42.901510]Total energy: 30717637.02854048
[2022-04-09 09:56:27.658229]Total energy: 30765140.712207157
[2022-04-09 09:57:11.314987]Total energy: 30756609.996363703
[2022-04-09 09:57:54.725754]Total energy: 30736116.761599448
[2022-04-09 09:58:38.276289]Total energy: 30783178.322569754
[2022-04-09 09:59:22.702154]Total energy: 30808004.77546995
[2022-04-09 10:00:06.319066]Total energy: 30742040.127738368
[2022-04-09 10:01:15.693587]Total energy: 30727877.22509817
[2022-04-09 10:02:30.387097]Total energy: 30728351.327867597
[2022-04-09 10:03:35.579455]Total energy: 30758800.62935792
[2022-04-09 10:04:33.209901]Total energy: 30734161.628050417
[2022-04-09 10:05:24.434575]Total energy: 30729518.77837925
[2022-04-09 10:06:08.553845]Total energy: 30767830.89667166
[2022-04-09 10:06:53.674820]Total energy: 30773281.363080755
[2022-04-09 10:07:37.560443]Total energy: 30746040.622241303
[2022-04-09 10:08:21.509914]Total energy: 30758490.352089893
[2022-04-09 10:09:05.683825]Total energy: 30768799.79837714
[2022-04-09 10:09:50.480797]Total energy: 30744720.038206212
[2022-04-09 10:11:10.695441]Total energy: 30784715.560578708
[2022-04-09 10:12:33.566709]Total energy: 30780813.013790987
[2022-04-09 10:13:35.199920]Total energy: 30732244.488038823
[2022-04-09 10:14:22.235042]Total energy: 30767916.03327921
[2022-04-09 10:15:08.730203]Total energy: 30728558.10958164
[2022-04-09 10:15:52.964288]Total energy: 30734431.09505389
[2022-04-09 10:16:36.764073]Total energy: 30741147.752213053
[2022-04-09 10:17:20.260412]Total energy: 30722959.257482156
[2022-04-09 10:18:04.179285]Total energy: 30736306.330796305
[2022-04-09 10:18:48.399543]Total energy: 30753962.995082695
[2022-04-09 10:19:33.052169]Total energy: 30721606.610428862
[2022-04-09 10:20:16.364136]Total energy: 30743565.162700593
[2022-04-09 10:21:35.687776]Total energy: 30767571.577838372
[2022-04-09 10:22:46.352994]Total energy: 30810225.330772128
[2022-04-09 10:23:46.002084]Total energy: 30751496.539928086
[2022-04-09 10:24:47.342176]Total energy: 30743419.155915372
[2022-04-09 10:25:43.342214]Total energy: 30768928.266811717
[2022-04-09 10:26:27.572972]Total energy: 30770119.80490069
[2022-04-09 10:27:12.866161]Total energy: 30774551.43933875
[2022-04-09 10:27:58.236962]Total energy: 30763622.36632968
[2022-04-09 10:28:42.926732]Total energy: 30756527.572669804
[2022-04-09 10:29:26.442217]Total energy: 30739561.19262828
[2022-04-09 10:30:11.534553]Total energy: 30772800.632837433
[2022-04-09 10:31:35.219780]Total energy: 30766994.602381565
[2022-04-09 10:32:39.221782]Total energy: 30756315.30585144
[2022-04-09 10:33:23.282630]Total energy: 30737192.5738468
[2022-04-09 10:34:06.930398]Total energy: 30772404.800937273
[2022-04-09 10:34:50.625370]Total energy: 30733356.484899554
[2022-04-09 10:35:34.768896]Total energy: 30737757.850461457
[2022-04-09 10:36:19.279762]Total energy: 30771332.32135579
[2022-04-09 10:37:09.393431]Total energy: 30747417.64168146
[2022-04-09 10:37:53.468642]Total energy: 30776905.28459107
[2022-04-09 10:38:43.237394]Total energy: 30700520.813872553
[2022-04-09 10:39:27.024192]Total energy: 30719136.269366343
[2022-04-09 10:40:10.870877]Total energy: 30734056.13329035
[2022-04-09 10:41:30.384623]Total energy: 30768247.17329678
[2022-04-09 10:42:33.095287]Total energy: 30775718.857078403
[2022-04-09 10:43:26.039357]Total energy: 30773000.016823824
[2022-04-09 10:44:23.256314]Total energy: 30781534.954566833
[2022-04-09 10:45:10.642380]Total energy: 30766933.990105458
[2022-04-09 10:45:55.178325]Total energy: 30751276.831324313
[2022-04-09 10:46:40.182930]Total energy: 30740695.516492017
[2022-04-09 10:47:24.223808]Total energy: 30783050.01746587
[2022-04-09 10:48:07.827769]Total energy: 30777681.831714362
[2022-04-09 10:48:51.398116]Total energy: 30776103.370659113
[2022-04-09 10:49:36.967129]Total energy: 30750596.090805255
[2022-04-09 10:50:45.385985]Total energy: 30745563.0375748
[2022-04-09 10:52:11.491646]Total energy: 30743673.078911845
[2022-04-09 10:53:23.745581]Total energy: 30729128.918581314
[2022-04-09 10:54:23.416875]Total energy: 30751966.218248412
[2022-04-09 10:55:18.208464]Total energy: 30759980.514197506
[2022-04-09 10:56:06.138384]Total energy: 30758463.209265545
[2022-04-09 10:56:50.425985]Total energy: 30755409.65693867
[2022-04-09 10:57:34.334807]Total energy: 30770094.628944844
[2022-04-09 10:58:19.096579]Total energy: 30769853.931780964
[2022-04-09 10:59:03.116471]Total energy: 30794369.873769592
[2022-04-09 10:59:46.661581]Total energy: 30779703.154228542
[2022-04-09 11:00:57.145520]Total energy: 30762241.683202233
[2022-04-09 11:02:10.851329]Total energy: 30759918.27388015
[2022-04-09 11:03:03.183599]Total energy: 30758297.60929018
[2022-04-09 11:03:48.316351]Total energy: 30755712.33765674
[2022-04-09 11:04:33.342754]Total energy: 30720899.165730037
[2022-04-09 11:05:18.729128]Total energy: 30779613.72354006
[2022-04-09 11:06:03.762279]Total energy: 30770401.6135991
[2022-04-09 11:06:48.672165]Total energy: 30738257.78278571
[2022-04-09 11:07:34.295016]Total energy: 30746498.750547964
[2022-04-09 11:08:19.081140]Total energy: 30741381.368135743
[2022-04-09 11:09:04.016409]Total energy: 30772185.705991518
[2022-04-09 11:09:49.246098]Total energy: 30757327.80432644
[2022-04-09 11:10:49.665820]Total energy: 30756516.103422746
[2022-04-09 11:11:56.984731]Total energy: 30752427.211024262
[2022-04-09 11:12:51.704528]Total energy: 30745869.037727468
[2022-04-09 11:13:43.638738]Total energy: 30742815.15365604
[2022-04-09 11:14:28.389710]Total energy: 30741636.713564694
[2022-04-09 11:15:13.990020]Total energy: 30760436.472023383
[2022-04-09 11:15:59.017051]Total energy: 30785808.504603367
[2022-04-09 11:16:46.602419]Total energy: 30725138.08299501
[2022-04-09 11:17:32.003888]Total energy: 30723970.438083168
[2022-04-09 11:18:18.010052]Total energy: 30743918.02163867
[2022-04-09 11:19:05.869221]Total energy: 30767399.11016125
[2022-04-09 11:19:51.140855]Total energy: 30781756.832015365
[2022-04-09 11:20:59.515007]Total energy: 30780888.4043568
[2022-04-09 11:22:16.709467]Total energy: 30758226.654134285
[2022-04-09 11:23:22.171812]Total energy: 30748464.708325066
[2022-04-09 11:24:11.540431]Total energy: 30756110.037579615
[2022-04-09 11:24:55.891231]Total energy: 30793861.795271058
[2022-04-09 11:25:39.826842]Total energy: 30776220.71649932
[2022-04-09 11:26:23.967293]Total energy: 30713283.319721013
[2022-04-09 11:27:09.342124]Total energy: 30766961.21704461
[2022-04-09 11:27:56.878116]Total energy: 30707548.03719786
[2022-04-09 11:28:40.389906]Total energy: 30726653.244433224
[2022-04-09 11:29:24.070896]Total energy: 30780743.61123266
[2022-04-09 11:30:09.399835]Total energy: 30767985.144704726
[2022-04-09 11:31:16.147953]Total energy: 30744470.464851603
[2022-04-09 11:32:08.304101]Total energy: 30754329.98818499
[2022-04-09 11:32:54.384763]Total energy: 30741752.612243246
[2022-04-09 11:33:38.514002]Total energy: 30756155.797730997
[2022-04-09 11:34:22.269957]Total energy: 30748037.849350393
[2022-04-09 11:35:06.061141]Total energy: 30774966.82416842
[2022-04-09 11:35:49.612125]Total energy: 30756901.599232785
[2022-04-09 11:36:33.042099]Total energy: 30750523.36902379
[2022-04-09 11:37:16.732726]Total energy: 30784633.909899667
[2022-04-09 11:38:00.620254]Total energy: 30713442.33119132
[2022-04-09 11:38:44.449985]Total energy: 30792473.10771059
[2022-04-09 11:39:28.164038]Total energy: 30754998.742538057
[2022-04-09 11:40:11.978606]Total energy: 30733610.018130496
[2022-04-09 11:41:22.232773]Total energy: 30753071.074444234
[2022-04-09 11:42:32.500715]Total energy: 30755284.91625669
[2022-04-09 11:43:32.545395]Total energy: 30790194.88211335
[2022-04-09 11:44:32.804899]Total energy: 30743790.188964088
[2022-04-09 11:45:24.422282]Total energy: 30743230.80362409
[2022-04-09 11:46:11.854162]Total energy: 30747873.16730403
[2022-04-09 11:46:56.347393]Total energy: 30761942.196981218
[2022-04-09 11:47:39.665455]Total energy: 30741526.06915728
[2022-04-09 11:48:24.232432]Total energy: 30769288.975044835
[2022-04-09 11:49:07.897261]Total energy: 30713967.57253222
[2022-04-09 11:49:53.660792]Total energy: 30757612.514501017
[2022-04-09 11:51:06.374781]Total energy: 30784303.968184236
[2022-04-09 11:52:12.634371]Total energy: 30739375.337806717
[2022-04-09 11:53:09.644607]Total energy: 30789995.498976197
[2022-04-09 11:53:55.638537]Total energy: 30723823.894495018
[2022-04-09 11:54:40.148647]Total energy: 30762793.68487523
[2022-04-09 11:55:24.177579]Total energy: 30709390.89491929
[2022-04-09 11:56:10.222299]Total energy: 30732446.019771263
[2022-04-09 11:56:53.507927]Total energy: 30751012.172163263
[2022-04-09 11:57:40.873318]Total energy: 30754760.599880323
[2022-04-09 11:58:24.137657]Total energy: 30762171.78284034
[2022-04-09 11:59:07.642124]Total energy: 30718045.26836504
[2022-04-09 11:59:51.265233]Total energy: 30748968.35451924
[2022-04-09 12:00:57.123261]Total energy: 30737359.85450487
[2022-04-09 12:02:02.845209]Total energy: 30769845.84578296
[2022-04-09 12:03:03.070988]Total energy: 30777868.687702816
[2022-04-09 12:03:58.737724]Total energy: 30769236.231254637
[2022-04-09 12:04:53.547189]Total energy: 30757321.56429382
[2022-04-09 12:05:40.153126]Total energy: 30795578.03505941
[2022-04-09 12:06:24.106795]Total energy: 30740381.98706292
[2022-04-09 12:07:07.967449]Total energy: 30733593.521971982
[2022-04-09 12:07:51.523269]Total energy: 30728063.328687076
[2022-04-09 12:08:36.347011]Total energy: 30768327.5274218
[2022-04-09 12:09:20.093849]Total energy: 30749294.01424115
[2022-04-09 12:10:04.074741]Total energy: 30752324.86919455
[2022-04-09 12:10:53.357398]Total energy: 30736665.075009756
[2022-04-09 12:11:45.268137]Total energy: 30709156.194378898
[2022-04-09 12:12:34.558488]Total energy: 30794169.13694544
[2022-04-09 12:13:18.892957]Total energy: 30754860.26084801
[2022-04-09 12:14:02.900035]Total energy: 30694157.025584776
[2022-04-09 12:14:47.679333]Total energy: 30811586.515621293
[2022-04-09 12:15:31.622139]Total energy: 30728950.540235028
[2022-04-09 12:16:15.525768]Total energy: 30736464.91601843
[2022-04-09 12:16:59.589674]Total energy: 30735750.243582334
[2022-04-09 12:17:43.530813]Total energy: 30750187.045979828
[2022-04-09 12:18:27.790233]Total energy: 30761661.78202155
[2022-04-09 12:19:20.082621]Total energy: 30758026.21060812
[2022-04-09 12:20:03.339540]Total energy: 30724360.381037306
[2022-04-09 12:21:07.825595]Total energy: 30747922.79982573
[2022-04-09 12:22:09.123540]Total energy: 30767140.503849987
[2022-04-09 12:22:58.194560]Total energy: 30731351.43125037
[2022-04-09 12:23:46.519295]Total energy: 30754940.017651524
[2022-04-09 12:24:31.170116]Total energy: 30761848.542691927
[2022-04-09 12:25:15.323230]Total energy: 30795311.985835098
[2022-04-09 12:26:00.050407]Total energy: 30768059.916305922
[2022-04-09 12:26:49.546854]Total energy: 30760340.827596955
[2022-04-09 12:27:32.978681]Total energy: 30787924.9262079
[2022-04-09 12:28:17.762994]Total energy: 30748924.02953867
[2022-04-09 12:29:02.316285]Total energy: 30766732.897210523
[2022-04-09 12:29:46.017183]Total energy: 30754204.07852972
[2022-04-09 12:30:50.026308]Total energy: 30761296.582711365
[2022-04-09 12:32:02.572368]Total energy: 30717566.71827132
[2022-04-09 12:33:01.588165]Total energy: 30773037.03506605
[2022-04-09 12:33:57.777793]Total energy: 30737079.74903139
[2022-04-09 12:34:48.571197]Total energy: 30728424.928370994
[2022-04-09 12:35:34.021465]Total energy: 30788907.820186805
[2022-04-09 12:36:18.656463]Total energy: 30769802.364732057
[2022-04-09 12:37:01.890643]Total energy: 30715942.79166036
[2022-04-09 12:37:45.829926]Total energy: 30723470.761452492
[2022-04-09 12:38:29.368325]Total energy: 30807584.111853007
[2022-04-09 12:39:13.059136]Total energy: 30764362.95606293
[2022-04-09 12:39:57.010747]Total energy: 30763708.81150418
[2022-04-09 12:41:09.032317]Total energy: 30780744.281001527
[2022-04-09 12:42:08.535899]Total energy: 30745230.388781354
[2022-04-09 12:43:08.255475]Total energy: 30765097.251669485
[2022-04-09 12:43:58.358888]Total energy: 30720871.78898528
[2022-04-09 12:44:42.061686]Total energy: 30741366.26501599
[2022-04-09 12:45:26.238486]Total energy: 30759862.87368839
[2022-04-09 12:46:10.042757]Total energy: 30769476.149032943
[2022-04-09 12:46:53.479204]Total energy: 30738160.318629403
[2022-04-09 12:47:36.999933]Total energy: 30804015.013364863
[2022-04-09 12:48:20.098559]Total energy: 30763735.8211738
[2022-04-09 12:49:03.902301]Total energy: 30793239.05402681
[2022-04-09 12:49:48.408570]Total energy: 30784032.968623973
[2022-04-09 12:50:34.886120]Total energy: 30781156.01127496
[2022-04-09 12:51:28.914516]Total energy: 30761270.62395517
[2022-04-09 12:52:17.486397]Total energy: 30783857.62620615
[2022-04-09 12:53:01.715797]Total energy: 30760821.608523246
[2022-04-09 12:53:45.467508]Total energy: 30727501.420727525
[2022-04-09 12:54:28.939590]Total energy: 30725941.882215027
[2022-04-09 12:55:12.213809]Total energy: 30753793.333285928
[2022-04-09 12:55:58.034035]Total energy: 30737518.135846995
[2022-04-09 12:56:41.729753]Total energy: 30748410.691518202
[2022-04-09 12:57:25.568228]Total energy: 30755564.53483128
[2022-04-09 12:58:09.569035]Total energy: 30787853.105035856
[2022-04-09 12:58:53.365606]Total energy: 30754415.686769936
[2022-04-09 12:59:37.322373]Total energy: 30768793.65630407
[2022-04-09 13:00:32.237126]Total energy: 30751982.76105142
[2022-04-09 13:01:49.461991]Total energy: 30765222.86798833
[2022-04-09 13:02:41.182555]Total energy: 30753295.563985962
[2022-04-09 13:03:38.557911]Total energy: 30749446.238747668
[2022-04-09 13:04:37.044893]Total energy: 30716454.164502785
[2022-04-09 13:05:35.713940]Total energy: 30796225.478084352
[2022-04-09 13:06:25.815326]Total energy: 30727339.069399536
[2022-04-09 13:07:09.724217]Total energy: 30774880.6522777
[2022-04-09 13:07:53.588958]Total energy: 30741056.95384992
[2022-04-09 13:08:37.835113]Total energy: 30749946.533024896
[2022-04-09 13:09:22.358919]Total energy: 30730362.78782707
[2022-04-09 13:10:06.330175]Total energy: 30762617.537277345
[2022-04-09 13:11:10.828795]Total energy: 30748629.664327502
[2022-04-09 13:12:07.014744]Total energy: 30750856.531362213
[2022-04-09 13:13:00.304663]Total energy: 30752400.8576299
[2022-04-09 13:14:00.655793]Total energy: 30778166.48699761
[2022-04-09 13:14:50.308782]Total energy: 30736103.510499176
[2022-04-09 13:15:34.155210]Total energy: 30761327.336134575
[2022-04-09 13:16:19.319845]Total energy: 30743832.176671203
[2022-04-09 13:17:03.514102]Total energy: 30730682.098451182
[2022-04-09 13:17:47.527245]Total energy: 30725223.61922478
[2022-04-09 13:18:32.016051]Total energy: 30749148.647605166
[2022-04-09 13:19:15.758304]Total energy: 30754733.731245358
[2022-04-09 13:19:59.504923]Total energy: 30774360.545526564
[2022-04-09 13:20:46.606118]Total energy: 30761704.331622656
[2022-04-09 13:21:31.296299]Total energy: 30761409.5692388
[2022-04-09 13:22:16.221653]Total energy: 30727827.81896638
[2022-04-09 13:23:02.435565]Total energy: 30785195.804504834
[2022-04-09 13:23:47.433490]Total energy: 30778389.802632436
[2022-04-09 13:24:32.482694]Total energy: 30758522.72059821
[2022-04-09 13:25:19.800556]Total energy: 30772703.895739093
[2022-04-09 13:26:07.577819]Total energy: 30761576.925256643
[2022-04-09 13:26:54.914242]Total energy: 30781216.809198998
[2022-04-09 13:27:39.247182]Total energy: 30766135.994954698
[2022-04-09 13:28:25.629466]Total energy: 30706324.050179247
[2022-04-09 13:29:11.067214]Total energy: 30759438.75488806
[2022-04-09 13:29:58.561240]Total energy: 30790535.364567026
[2022-04-09 13:30:58.349107]Total energy: 30756990.0796595
[2022-04-09 13:31:51.575819]Total energy: 30772534.96380356
[2022-04-09 13:32:38.990229]Total energy: 30747175.095314678
[2022-04-09 13:33:28.051572]Total energy: 30722563.868829582
[2022-04-09 13:34:13.794712]Total energy: 30757588.402090274
[2022-04-09 13:34:58.901667]Total energy: 30749343.803580847
[2022-04-09 13:35:45.832372]Total energy: 30742743.375652947
[2022-04-09 13:36:30.832974]Total energy: 30738430.386847448
[2022-04-09 13:37:16.163243]Total energy: 30767290.431962054
[2022-04-09 13:38:02.019148]Total energy: 30761650.851743493
[2022-04-09 13:38:46.772276]Total energy: 30710292.95401273
[2022-04-09 13:39:31.466735]Total energy: 30781373.855831545
[2022-04-09 13:40:15.905311]Total energy: 30769261.645379256
[2022-04-09 13:41:15.517099]Total energy: 30750592.472117905
[2022-04-09 13:42:10.821267]Total energy: 30758238.60699586
[2022-04-09 13:43:01.480288]Total energy: 30726612.021465797
[2022-04-09 13:43:45.976533]Total energy: 30773495.604492836
[2022-04-09 13:44:30.190540]Total energy: 30783088.620902713
[2022-04-09 13:45:14.693185]Total energy: 30788736.218788825
[2022-04-09 13:46:00.846865]Total energy: 30729315.56670586
[2022-04-09 13:46:46.273474]Total energy: 30765008.619059324
[2022-04-09 13:47:30.218741]Total energy: 30774001.653322212
[2022-04-09 13:48:15.727205]Total energy: 30728616.187013585
[2022-04-09 13:49:00.808727]Total energy: 30758480.81737739
[2022-04-09 13:49:46.812657]Total energy: 30770164.85031747
[2022-04-09 13:50:52.125205]Total energy: 30770898.9190384
[2022-04-09 13:51:51.762935]Total energy: 30775302.85424739
[2022-04-09 13:52:59.891188]Total energy: 30812057.7844607
[2022-04-09 13:54:32.135320]Total energy: 30749019.8706368
[2022-04-09 13:55:49.509055]Total energy: 30754683.227742646
[2022-04-09 13:57:06.995869]Total energy: 30760590.17568446
[2022-04-09 13:58:27.794245]Total energy: 30741713.35497365
[2022-04-09 13:59:50.291032]Total energy: 30776476.537799653
[2022-04-09 14:01:12.555950]Total energy: 30785657.80229543
[2022-04-09 14:02:35.680685]Total energy: 30798225.987851735
[2022-04-09 14:03:54.094359]Total energy: 30741824.347590677
[2022-04-09 14:05:13.878109]Total energy: 30704918.79737763
[2022-04-09 14:06:34.458383]Total energy: 30761722.947278272
[2022-04-09 14:07:53.709065]Total energy: 30734617.302755475
[2022-04-09 14:09:19.410552]Total energy: 30767937.19582143
[2022-04-09 14:10:47.546137]Total energy: 30749294.11767349
[2022-04-09 14:12:04.877660]Total energy: 30762126.445937578
[2022-04-09 14:13:15.371146]Total energy: 30756240.29457815
[2022-04-09 14:14:33.929395]Total energy: 30748641.94731653
[2022-04-09 14:15:49.067161]Total energy: 30767760.648459643
[2022-04-09 14:17:07.074548]Total energy: 30779402.840634625
[2022-04-09 14:18:34.198042]Total energy: 30777895.996291876
[2022-04-09 14:19:30.224102]Total energy: 30719254.396238532
[2022-04-09 14:20:15.563321]Total energy: 30746044.744389497
[2022-04-09 14:20:59.311400]Total energy: 30710825.43187263
[2022-04-09 14:21:43.942399]Total energy: 30765484.827050593
[2022-04-09 14:22:32.086566]Total energy: 30774697.37838783
[2022-04-09 14:23:17.385102]Total energy: 30788872.39221391
[2022-04-09 14:24:02.898140]Total energy: 30774957.97191521
[2022-04-09 14:24:47.019888]Total energy: 30790395.773825176
[2022-04-09 14:25:32.012745]Total energy: 30782349.439512994
[2022-04-09 14:26:16.797357]Total energy: 30756055.40238466
[2022-04-09 14:27:00.818809]Total energy: 30745321.811929204
[2022-04-09 14:27:46.408259]Total energy: 30748038.113991674
[2022-04-09 14:28:30.997811]Total energy: 30763777.512828812
[2022-04-09 14:29:15.137617]Total energy: 30746800.222378477
[2022-04-09 14:30:02.382133]Total energy: 30753018.34263632
[2022-04-09 14:31:07.961144]Total energy: 30722084.553324647
[2022-04-09 14:32:14.989344]Total energy: 30784050.924750537
[2022-04-09 14:33:06.707336]Total energy: 30763787.77827102
[2022-04-09 14:33:55.447705]Total energy: 30737286.4198124
[2022-04-09 14:34:41.335577]Total energy: 30713691.067467798
[2022-04-09 14:35:25.884024]Total energy: 30793726.629536536
[2022-04-09 14:36:11.283399]Total energy: 30719638.870941162
[2022-04-09 14:37:03.001953]Total energy: 30754848.452435672
[2022-04-09 14:37:49.131058]Total energy: 30740109.600856956
[2022-04-09 14:38:36.399705]Total energy: 30790145.1834372
[2022-04-09 14:39:20.896736]Total energy: 30741954.824265525
[2022-04-09 14:40:07.891706]Total energy: 30729595.976846587
[2022-04-09 14:41:11.111031]Total energy: 30748098.2473346
[2022-04-09 14:42:12.831369]Total energy: 30753212.763490647
[2022-04-09 14:43:05.244834]Total energy: 30701293.78845248
[2022-04-09 14:44:03.218665]Total energy: 30725467.7617722
[2022-04-09 14:44:57.843072]Total energy: 30769732.349994075
[2022-04-09 14:45:56.900840]Total energy: 30745034.1205676
[2022-04-09 14:46:45.752690]Total energy: 30770636.31787775
[2022-04-09 14:47:33.017148]Total energy: 30781814.71496733
[2022-04-09 14:48:24.237792]Total energy: 30757005.61412124
[2022-04-09 14:49:09.018285]Total energy: 30722733.328999795
[2022-04-09 14:49:57.562206]Total energy: 30751507.836446874
[2022-04-09 14:51:02.942183]Total energy: 30794135.03128242
[2022-04-09 14:52:07.859035]Total energy: 30693468.84898655
[2022-04-09 14:52:57.887973]Total energy: 30732654.75651085
[2022-04-09 14:53:46.661100]Total energy: 30774586.010279257
[2022-04-09 14:54:33.068208]Total energy: 30738616.329778112
[2022-04-09 14:55:20.788303]Total energy: 30788177.00936134
[2022-04-09 14:56:04.964049]Total energy: 30775955.50965369
[2022-04-09 14:56:49.668331]Total energy: 30772640.484625798
[2022-04-09 14:57:37.896100]Total energy: 30732781.869659282
[2022-04-09 14:58:21.937565]Total energy: 30751373.14600662
[2022-04-09 14:59:06.936738]Total energy: 30763194.010692727
[2022-04-09 14:59:51.209813]Total energy: 30748080.342274062
[2022-04-09 15:01:01.193275]Total energy: 30771217.213900935
[2022-04-09 15:01:56.981623]Total energy: 30759639.65137102
[2022-04-09 15:02:41.834008]Total energy: 30752211.138177745
[2022-04-09 15:03:26.631509]Total energy: 30771576.336281467
[2022-04-09 15:04:10.652428]Total energy: 30734822.963861667
[2022-04-09 15:04:53.956192]Total energy: 30784562.03748856
[2022-04-09 15:05:42.533632]Total energy: 30739100.758415166
[2022-04-09 15:06:26.343876]Total energy: 30770478.113103382
[2022-04-09 15:07:10.002851]Total energy: 30812294.956806943
[2022-04-09 15:07:53.496518]Total energy: 30750461.14283435
[2022-04-09 15:08:39.921023]Total energy: 30751532.36733031
[2022-04-09 15:09:22.887417]Total energy: 30754119.67382368
[2022-04-09 15:10:07.020969]Total energy: 30755102.32951962
[2022-04-09 15:11:07.998939]Total energy: 30796342.82041494
[2022-04-09 15:12:03.816329]Total energy: 30740918.776429746
[2022-04-09 15:12:59.886646]Total energy: 30732108.511522293
[2022-04-09 15:13:57.875678]Total energy: 30780039.641193878
[2022-04-09 15:14:43.611471]Total energy: 30729986.485009145
[2022-04-09 15:15:27.347235]Total energy: 30761141.8900256
[2022-04-09 15:16:11.388327]Total energy: 30760151.488843072
[2022-04-09 15:16:55.116502]Total energy: 30769174.252542775
[2022-04-09 15:17:38.704006]Total energy: 30752681.78582678
[2022-04-09 15:18:21.868184]Total energy: 30762213.437271886
[2022-04-09 15:19:07.299251]Total energy: 30769759.8607648
[2022-04-09 15:19:51.186887]Total energy: 30741407.603955332
[2022-04-09 15:20:53.714808]Total energy: 30790232.4760553
[2022-04-09 15:21:57.723239]Total energy: 30719131.046102602
[2022-04-09 15:22:43.839992]Total energy: 30759787.882588588
[2022-04-09 15:23:27.892433]Total energy: 30746164.515825436
[2022-04-09 15:24:11.620268]Total energy: 30743145.04590408
[2022-04-09 15:24:55.126384]Total energy: 30753803.04300265
[2022-04-09 15:25:41.461663]Total energy: 30741550.367195655
[2022-04-09 15:26:25.224316]Total energy: 30801892.005400684
[2022-04-09 15:27:08.989115]Total energy: 30767839.91466686
[2022-04-09 15:27:52.993734]Total energy: 30744098.12257339
[2022-04-09 15:28:36.299960]Total energy: 30777586.120366845
[2022-04-09 15:29:22.206498]Total energy: 30739623.505667437
[2022-04-09 15:30:06.583406]Total energy: 30745003.11846347
[2022-04-09 15:31:11.727866]Total energy: 30717303.7852628
[2022-04-09 15:32:13.822380]Total energy: 30752030.291630212
[2022-04-09 15:33:07.616397]Total energy: 30819539.636977475
[2022-04-09 15:33:51.615680]Total energy: 30749715.029136434
[2022-04-09 15:34:35.819818]Total energy: 30784482.985396095
