initial: all - diverse_all
[2022-04-08 01:28:37.058314]Total energy: 16670059.621498348
[2022-04-08 01:29:43.237254]Total energy: 16681736.87717107
[2022-04-08 01:30:59.016387]Total energy: 16633145.66938666
[2022-04-08 01:32:18.638116]Total energy: 16647821.529523205
[2022-04-08 01:33:25.974967]Total energy: 16680965.190874863
[2022-04-08 01:34:26.672656]Total energy: 16657248.918386273
[2022-04-08 01:35:30.307307]Total energy: 16620953.908157013
[2022-04-08 01:36:46.759782]Total energy: 16610250.036048153
[2022-04-08 01:37:48.042663]Total energy: 16641758.903644724
[2022-04-08 01:38:48.148564]Total energy: 16646764.099666849
[2022-04-08 01:39:51.434384]Total energy: 16653451.11530477
[2022-04-08 01:41:17.438208]Total energy: 16592158.507284472
[2022-04-08 01:42:52.059297]Total energy: 16579627.24719327
[2022-04-08 01:43:56.586922]Total energy: 16638864.74118752
[2022-04-08 01:45:02.074299]Total energy: 16610238.283221794
[2022-04-08 01:46:09.895885]Total energy: 16607876.387750022
[2022-04-08 01:47:18.101463]Total energy: 16577436.838558314
[2022-04-08 01:48:29.346238]Total energy: 16547584.51600729
[2022-04-08 01:49:38.784566]Total energy: 16551470.270201383
[2022-04-08 01:50:58.878639]Total energy: 16555601.528428927
[2022-04-08 01:52:06.042654]Total energy: 16533974.5792657
[2022-04-08 01:53:07.541513]Total energy: 16537199.149914086
[2022-04-08 01:54:08.334286]Total energy: 16605057.134675302
[2022-04-08 01:55:09.289344]Total energy: 16540676.970933355
[2022-04-08 01:56:11.040973]Total energy: 16534081.507803505
[2022-04-08 01:57:10.770344]Total energy: 16526578.470366307
[2022-04-08 01:58:10.104529]Total energy: 16643776.093249163
[2022-04-08 01:59:11.888225]Total energy: 16616076.59244223
[2022-04-08 02:00:19.453786]Total energy: 16603949.81285743
[2022-04-08 02:01:35.112989]Total energy: 16617254.035932206
[2022-04-08 02:02:46.873718]Total energy: 16628095.50868716
[2022-04-08 02:03:53.181572]Total energy: 16599518.41175098
[2022-04-08 02:05:01.921791]Total energy: 16620836.252048127
[2022-04-08 02:06:12.658146]Total energy: 16615070.06510614
[2022-04-08 02:07:16.187125]Total energy: 16617977.681524415
[2022-04-08 02:08:16.718377]Total energy: 16608603.73278985
[2022-04-08 02:09:20.356794]Total energy: 16608376.240904966
[2022-04-08 02:10:21.987508]Total energy: 16586767.540672021
[2022-04-08 02:11:39.988569]Total energy: 16640298.611494016
[2022-04-08 02:12:48.055421]Total energy: 16586059.519777196
[2022-04-08 02:13:49.084731]Total energy: 16596307.479576245
[2022-04-08 02:14:48.177125]Total energy: 16643019.066349862
[2022-04-08 02:15:48.791313]Total energy: 16639213.58763366
[2022-04-08 02:16:51.957382]Total energy: 16615949.813762698
[2022-04-08 02:18:01.291571]Total energy: 16639713.681872038
[2022-04-08 02:19:09.630423]Total energy: 16648895.212338964
[2022-04-08 02:20:15.327530]Total energy: 16626212.976159519
[2022-04-08 02:21:35.826653]Total energy: 16636024.607534986
[2022-04-08 02:22:57.195262]Total energy: 16608728.8452729
[2022-04-08 02:24:07.512817]Total energy: 16601758.404354014
[2022-04-08 02:25:20.766320]Total energy: 16608201.780611763
[2022-04-08 02:26:22.207257]Total energy: 16621291.197929915
[2022-04-08 02:27:23.358429]Total energy: 16612039.87372054
[2022-04-08 02:28:23.125443]Total energy: 16589593.783282442
[2022-04-08 02:29:22.699086]Total energy: 16665795.270022528
[2022-04-08 02:30:22.864785]Total energy: 16630549.500427006
[2022-04-08 02:31:30.277404]Total energy: 16620757.604895866
[2022-04-08 02:32:30.810068]Total energy: 16649770.838451423
[2022-04-08 02:33:30.220486]Total energy: 16593600.004956724
[2022-04-08 02:34:34.470042]Total energy: 16600463.57977286
[2022-04-08 02:35:41.271264]Total energy: 16665500.55105161
[2022-04-08 02:36:46.259947]Total energy: 16615393.920385422
[2022-04-08 02:37:50.750190]Total energy: 16605368.333085343
[2022-04-08 02:38:58.452320]Total energy: 16604747.21541882
[2022-04-08 02:40:06.171717]Total energy: 16615273.97783823
[2022-04-08 02:41:38.104212]Total energy: 16612928.468170274
[2022-04-08 02:42:57.107725]Total energy: 16577849.361534046
[2022-04-08 02:44:06.207923]Total energy: 16602074.399433319
[2022-04-08 02:45:07.890355]Total energy: 16653733.978008345
[2022-04-08 02:46:09.391695]Total energy: 16593367.966113823
[2022-04-08 02:47:09.131689]Total energy: 16621496.17150644
[2022-04-08 02:48:09.319050]Total energy: 16610913.688551817
[2022-04-08 02:49:10.051717]Total energy: 16621607.575026436
[2022-04-08 02:50:11.686350]Total energy: 16625743.721145125
[2022-04-08 02:51:24.149097]Total energy: 16636078.724377457
[2022-04-08 02:52:48.038895]Total energy: 16602854.200164475
[2022-04-08 02:54:02.927679]Total energy: 16639957.827788133
[2022-04-08 02:55:09.605241]Total energy: 16615508.897868829
[2022-04-08 02:56:16.636947]Total energy: 16642672.115898285
[2022-04-08 02:57:26.373726]Total energy: 16604327.247731062
[2022-04-08 02:58:34.028952]Total energy: 16639366.922403831
[2022-04-08 02:59:34.693475]Total energy: 16642474.284334596
[2022-04-08 03:01:06.005655]Total energy: 16636232.491581071
[2022-04-08 03:02:27.931040]Total energy: 16645359.650074307
[2022-04-08 03:03:32.418701]Total energy: 16624254.55511375
[2022-04-08 03:04:33.065826]Total energy: 16641964.348701142
[2022-04-08 03:05:32.194736]Total energy: 16624956.588770451
[2022-04-08 03:06:32.886691]Total energy: 16601784.153712625
[2022-04-08 03:07:32.869232]Total energy: 16610512.164913913
[2022-04-08 03:08:35.415822]Total energy: 16579677.508586807
[2022-04-08 03:09:43.843997]Total energy: 16654551.697172439
[2022-04-08 03:10:55.622382]Total energy: 16610799.527432706
[2022-04-08 03:12:08.904145]Total energy: 16635230.86830114
[2022-04-08 03:13:17.280833]Total energy: 16590957.610636823
[2022-04-08 03:14:25.661257]Total energy: 16601110.073578525
[2022-04-08 03:15:29.319980]Total energy: 16624419.046367358
[2022-04-08 03:16:28.184172]Total energy: 16613658.862003043
[2022-04-08 03:17:27.840357]Total energy: 16645903.589120459
[2022-04-08 03:18:28.310355]Total energy: 16592410.641828867
[2022-04-08 03:19:27.414017]Total energy: 16591749.164454337
[2022-04-08 03:20:49.625858]Total energy: 16608824.435709728
[2022-04-08 03:22:10.646073]Total energy: 16591776.508562524
[2022-04-08 03:23:24.433106]Total energy: 16614719.821107073
[2022-04-08 03:24:43.346210]Total energy: 16597826.791832859
[2022-04-08 03:26:00.747972]Total energy: 16632809.848106427
[2022-04-08 03:27:11.219015]Total energy: 16595308.986864781
[2022-04-08 03:28:16.885492]Total energy: 16593197.350480635
[2022-04-08 03:29:24.390445]Total energy: 16635097.782428842
[2022-04-08 03:30:56.256449]Total energy: 16614488.307362137
[2022-04-08 03:32:27.013994]Total energy: 16630858.741164139
[2022-04-08 03:33:37.691926]Total energy: 16625952.913416332
[2022-04-08 03:34:38.916382]Total energy: 16593547.670145128
[2022-04-08 03:35:40.819338]Total energy: 16592480.254797753
[2022-04-08 03:36:42.684606]Total energy: 16582872.910838142
[2022-04-08 03:37:45.499275]Total energy: 16600059.155411586
[2022-04-08 03:38:46.608156]Total energy: 16571824.012812896
[2022-04-08 03:39:46.679721]Total energy: 16575374.33719656
[2022-04-08 03:40:59.797192]Total energy: 16621996.90276005
[2022-04-08 03:42:02.166928]Total energy: 16602752.324925538
[2022-04-08 03:43:11.015948]Total energy: 16578712.174485005
[2022-04-08 03:44:15.395647]Total energy: 16601987.572313251
[2022-04-08 03:45:22.188232]Total energy: 16587316.402327647
[2022-04-08 03:46:32.919687]Total energy: 16581531.96504032
[2022-04-08 03:47:40.382073]Total energy: 16573670.371207034
[2022-04-08 03:48:49.572382]Total energy: 16600649.356028263
[2022-04-08 03:49:56.660663]Total energy: 16595044.237166816
[2022-04-08 03:51:03.519212]Total energy: 16580384.807067925
[2022-04-08 03:52:04.193663]Total energy: 16566126.19080753
[2022-04-08 03:53:04.793766]Total energy: 16583874.82066877
[2022-04-08 03:54:06.284196]Total energy: 16628729.047959045
[2022-04-08 03:55:11.312290]Total energy: 16598028.632495897
[2022-04-08 03:56:21.764291]Total energy: 16605847.783289608
[2022-04-08 03:57:22.765920]Total energy: 16601496.916468756
[2022-04-08 03:58:23.944093]Total energy: 16617596.728493355
[2022-04-08 03:59:31.619634]Total energy: 16571949.937995272
[2022-04-08 04:01:06.262600]Total energy: 16592312.077519385
[2022-04-08 04:02:34.534024]Total energy: 16607132.75183124
[2022-04-08 04:03:39.572712]Total energy: 16598902.715149522
[2022-04-08 04:04:46.752461]Total energy: 16574661.661524648
[2022-04-08 04:05:56.256105]Total energy: 16588081.484310452
[2022-04-08 04:07:01.607311]Total energy: 16592818.101670796
[2022-04-08 04:08:06.510614]Total energy: 16590732.721903797
[2022-04-08 04:09:14.115103]Total energy: 16593530.861795457
[2022-04-08 04:10:18.375401]Total energy: 16603743.235051649
[2022-04-08 04:11:30.635229]Total energy: 16592976.891306665
[2022-04-08 04:12:46.267804]Total energy: 16597825.116570372
[2022-04-08 04:13:49.802295]Total energy: 16580606.660058476
[2022-04-08 04:14:53.249492]Total energy: 16603285.616640065
[2022-04-08 04:15:57.971907]Total energy: 16595778.579756577
[2022-04-08 04:17:07.704656]Total energy: 16589334.88147876
[2022-04-08 04:18:12.640924]Total energy: 16593426.994016834
[2022-04-08 04:19:20.654241]Total energy: 16581491.496369587
[2022-04-08 04:20:32.487596]Total energy: 16585224.431725847
[2022-04-08 04:21:54.452863]Total energy: 16574211.486666778
[2022-04-08 04:23:10.981519]Total energy: 16606554.487478701
[2022-04-08 04:24:16.923155]Total energy: 16608772.66591324
[2022-04-08 04:25:20.093499]Total energy: 16598092.370792232
[2022-04-08 04:26:19.618512]Total energy: 16592854.579668151
[2022-04-08 04:27:19.225115]Total energy: 16613612.6296546
[2022-04-08 04:28:20.067686]Total energy: 16560675.912425894
[2022-04-08 04:29:21.134111]Total energy: 16584508.14807403
[2022-04-08 04:30:20.587374]Total energy: 16599784.733653922
[2022-04-08 04:31:41.744614]Total energy: 16576247.611799903
[2022-04-08 04:32:51.406587]Total energy: 16580768.12524652
[2022-04-08 04:33:54.840283]Total energy: 16594488.727867838
[2022-04-08 04:35:03.586694]Total energy: 16596827.628355708
[2022-04-08 04:36:08.055928]Total energy: 16615331.902137714
[2022-04-08 04:37:12.952466]Total energy: 16607656.29745164
[2022-04-08 04:38:21.190499]Total energy: 16610695.238273824
[2022-04-08 04:39:29.452736]Total energy: 16580616.733638335
[2022-04-08 04:40:58.592280]Total energy: 16587627.032101056
[2022-04-08 04:42:14.281527]Total energy: 16620683.857418368
[2022-04-08 04:43:38.085564]Total energy: 16569145.591426812
[2022-04-08 04:44:51.468193]Total energy: 16621287.329640575
[2022-04-08 04:45:55.598262]Total energy: 16544367.377578795
[2022-04-08 04:46:54.948156]Total energy: 16552618.096037231
[2022-04-08 04:47:53.954869]Total energy: 16597066.734393336
[2022-04-08 04:48:54.441288]Total energy: 16553127.707279949
[2022-04-08 04:49:54.907316]Total energy: 16589498.520170635
[2022-04-08 04:51:20.858238]Total energy: 16618548.778224204
[2022-04-08 04:52:58.924667]Total energy: 16574857.182547884
[2022-04-08 04:54:18.086081]Total energy: 16594493.880816476
[2022-04-08 04:55:31.206609]Total energy: 16591465.969195882
[2022-04-08 04:56:41.268961]Total energy: 16590609.903083822
[2022-04-08 04:57:48.099733]Total energy: 16573136.435968598
[2022-04-08 04:58:49.246558]Total energy: 16538405.393677698
[2022-04-08 04:59:49.094563]Total energy: 16547122.009761274
[2022-04-08 05:00:53.450878]Total energy: 16584032.7853012
[2022-04-08 05:01:54.997961]Total energy: 16566775.846924627
[2022-04-08 05:02:55.226705]Total energy: 16558123.989676908
[2022-04-08 05:03:54.574629]Total energy: 16561499.489776524
[2022-04-08 05:04:54.923633]Total energy: 16552048.453865668
[2022-04-08 05:05:59.549491]Total energy: 16579326.85456096
[2022-04-08 05:06:59.303144]Total energy: 16593715.80962243
[2022-04-08 05:08:06.272466]Total energy: 16599710.196139717
[2022-04-08 05:09:13.156184]Total energy: 16558130.674524365
[2022-04-08 05:10:17.703258]Total energy: 16580261.514887566
[2022-04-08 05:11:29.385322]Total energy: 16599543.184322909
[2022-04-08 05:12:51.874291]Total energy: 16597824.115623344
[2022-04-08 05:14:01.135846]Total energy: 16550333.922967033
[2022-04-08 05:15:08.968579]Total energy: 16557777.983519606
[2022-04-08 05:16:08.826387]Total energy: 16567890.885058194
[2022-04-08 05:17:09.075273]Total energy: 16603860.901389072
[2022-04-08 05:18:08.828933]Total energy: 16576368.46817778
[2022-04-08 05:19:09.590519]Total energy: 16583902.481113462
[2022-04-08 05:20:10.297440]Total energy: 16584810.355082868
[2022-04-08 05:21:11.126183]Total energy: 16584193.224222166
[2022-04-08 05:22:10.917384]Total energy: 16568795.63940757
[2022-04-08 05:23:10.634847]Total energy: 16598034.950044638
[2022-04-08 05:24:09.559235]Total energy: 16595947.607020216
[2022-04-08 05:25:13.508886]Total energy: 16613363.225902729
[2022-04-08 05:26:21.823079]Total energy: 16553287.165959388
[2022-04-08 05:27:26.611777]Total energy: 16563278.174351921
[2022-04-08 05:28:30.688687]Total energy: 16576975.22911744
[2022-04-08 05:29:37.474280]Total energy: 16576201.279302435
[2022-04-08 05:30:51.617610]Total energy: 16594105.769762333
[2022-04-08 05:32:07.548904]Total energy: 16578701.355844041
[2022-04-08 05:33:09.882042]Total energy: 16554719.104617063
[2022-04-08 05:34:09.196836]Total energy: 16561343.489082957
[2022-04-08 05:35:18.912968]Total energy: 16563793.384255055
[2022-04-08 05:36:19.319595]Total energy: 16538911.214985577
[2022-04-08 05:37:20.513363]Total energy: 16547635.083230264
[2022-04-08 05:38:21.317508]Total energy: 16560678.318200983
[2022-04-08 05:39:21.436636]Total energy: 16577957.15145924
[2022-04-08 05:40:21.338266]Total energy: 16552442.564374179
[2022-04-08 05:41:44.249243]Total energy: 16519017.369280513
[2022-04-08 05:43:06.027793]Total energy: 16545933.99076077
[2022-04-08 05:44:21.377000]Total energy: 16473761.301017357
[2022-04-08 05:45:27.365908]Total energy: 16536627.521877669
[2022-04-08 05:46:34.394027]Total energy: 16531431.141062668
[2022-04-08 05:47:43.547272]Total energy: 16560059.397509722
[2022-04-08 05:48:53.242800]Total energy: 16528264.155254029
[2022-04-08 05:50:00.122751]Total energy: 16546989.514408113
[2022-04-08 05:51:06.863088]Total energy: 16576801.597522309
[2022-04-08 05:52:23.788798]Total energy: 16568048.89934624
[2022-04-08 05:53:32.521008]Total energy: 16555356.74524783
[2022-04-08 05:54:33.118945]Total energy: 16565211.45969223
[2022-04-08 05:55:32.057364]Total energy: 16555080.04390404
[2022-04-08 05:56:31.507640]Total energy: 16537658.047982918
[2022-04-08 05:57:31.415041]Total energy: 16558462.887129046
[2022-04-08 05:58:31.272491]Total energy: 16549944.951313864
[2022-04-08 05:59:32.397745]Total energy: 16565123.039300108
[2022-04-08 06:00:54.389511]Total energy: 16540978.308524525
[2022-04-08 06:01:59.977650]Total energy: 16549828.788855806
[2022-04-08 06:03:04.508222]Total energy: 16570937.233163536
[2022-04-08 06:04:11.082152]Total energy: 16528823.241606157
[2022-04-08 06:05:18.378706]Total energy: 16586637.527739625
[2022-04-08 06:06:27.400102]Total energy: 16555539.554574287
[2022-04-08 06:07:34.205762]Total energy: 16567844.90757668
[2022-04-08 06:08:35.216210]Total energy: 16539082.093809614
[2022-04-08 06:09:35.636572]Total energy: 16555776.664779563
[2022-04-08 06:10:44.082748]Total energy: 16577618.800775392
[2022-04-08 06:11:50.468015]Total energy: 16585806.37678753
[2022-04-08 06:12:50.213518]Total energy: 16566882.170548217
[2022-04-08 06:13:49.249945]Total energy: 16539008.810282996
[2022-04-08 06:14:52.665100]Total energy: 16505325.99914221
[2022-04-08 06:16:06.631570]Total energy: 16548033.578095963
[2022-04-08 06:17:09.352555]Total energy: 16548674.914069835
[2022-04-08 06:18:18.169534]Total energy: 16529210.882110648
[2022-04-08 06:19:25.197709]Total energy: 16551989.383534553
[2022-04-08 06:20:36.130450]Total energy: 16553419.128078815
