initial: 115 - optimal_only_seed
[2022-04-09 03:16:19.436331]Total energy: 51809093.901244104
[2022-04-09 03:17:34.935255]Total energy: 51888538.31215895
[2022-04-09 03:18:49.460724]Total energy: 51878645.393296055
[2022-04-09 03:20:02.132792]Total energy: 52034257.73873048
[2022-04-09 03:21:24.269146]Total energy: 51860654.42867985
[2022-04-09 03:22:39.938357]Total energy: 51812987.49866809
[2022-04-09 03:23:53.274997]Total energy: 51855491.56887774
[2022-04-09 03:25:06.106336]Total energy: 51980248.71238155
[2022-04-09 03:26:18.708995]Total energy: 51769302.03602385
[2022-04-09 03:27:32.585025]Total energy: 51821408.265590996
[2022-04-09 03:28:46.221621]Total energy: 51946491.53900973
[2022-04-09 03:29:58.858271]Total energy: 51776927.60683332
[2022-04-09 03:31:35.823381]Total energy: 51952468.63442552
[2022-04-09 03:33:00.447020]Total energy: 51959976.394076236
[2022-04-09 03:34:13.725102]Total energy: 51851099.43569276
[2022-04-09 03:35:27.062928]Total energy: 51862079.26454469
[2022-04-09 03:36:40.391401]Total energy: 51869497.752898276
[2022-04-09 03:37:52.950134]Total energy: 51970960.05456667
[2022-04-09 03:39:05.691862]Total energy: 51892607.997551054
[2022-04-09 03:40:18.804675]Total energy: 51736045.26074868
[2022-04-09 03:41:48.932815]Total energy: 51867423.63458887
[2022-04-09 03:43:06.829580]Total energy: 51803264.83983626
[2022-04-09 03:44:19.102825]Total energy: 51639736.18633021
[2022-04-09 03:45:32.361594]Total energy: 51810665.57416277
[2022-04-09 03:46:46.396127]Total energy: 51991423.832268395
[2022-04-09 03:48:07.106542]Total energy: 51856941.880813025
[2022-04-09 03:49:20.293195]Total energy: 51966788.22660508
[2022-04-09 03:50:49.046109]Total energy: 51801114.2190704
[2022-04-09 03:52:13.436357]Total energy: 51746468.461923204
[2022-04-09 03:53:27.397814]Total energy: 51870986.28607394
[2022-04-09 03:54:40.294460]Total energy: 51759674.03653721
[2022-04-09 03:55:57.503409]Total energy: 51761641.18080315
[2022-04-09 03:57:09.795411]Total energy: 51790737.164218575
[2022-04-09 03:58:24.580415]Total energy: 51905529.87336027
[2022-04-09 03:59:39.746842]Total energy: 51811658.39527049
[2022-04-09 04:01:00.336525]Total energy: 51909816.69826276
[2022-04-09 04:02:22.806722]Total energy: 51804099.975773
[2022-04-09 04:03:37.383857]Total energy: 51882414.62417332
[2022-04-09 04:04:50.560935]Total energy: 51774801.90074037
[2022-04-09 04:06:03.940423]Total energy: 51814509.39950542
[2022-04-09 04:07:18.910310]Total energy: 51836507.94158168
[2022-04-09 04:08:32.285169]Total energy: 51809702.446455754
[2022-04-09 04:09:51.916878]Total energy: 51825597.91977139
[2022-04-09 04:11:16.568608]Total energy: 51913552.56135599
[2022-04-09 04:12:32.601581]Total energy: 51806713.129898645
[2022-04-09 04:13:45.255267]Total energy: 51828055.91650204
[2022-04-09 04:14:58.813481]Total energy: 51832461.968281455
[2022-04-09 04:16:12.273146]Total energy: 51812325.52082366
[2022-04-09 04:17:27.984753]Total energy: 51857080.20063686
[2022-04-09 04:18:42.532079]Total energy: 51887782.440284394
[2022-04-09 04:19:57.444432]Total energy: 51857098.0796486
[2022-04-09 04:21:32.592023]Total energy: 51813148.34676035
[2022-04-09 04:22:55.726831]Total energy: 51888228.351354755
[2022-04-09 04:24:09.547174]Total energy: 51894745.87875527
[2022-04-09 04:25:22.499677]Total energy: 51812305.08016512
[2022-04-09 04:26:35.367055]Total energy: 51815234.20939059
[2022-04-09 04:27:48.223646]Total energy: 51780022.00416892
[2022-04-09 04:29:01.075203]Total energy: 51930090.38895144
[2022-04-09 04:30:15.371887]Total energy: 51798450.226909526
[2022-04-09 04:31:37.078370]Total energy: 51814159.29759748
[2022-04-09 04:32:54.381732]Total energy: 51918744.84400335
[2022-04-09 04:34:08.772436]Total energy: 51888981.923013486
[2022-04-09 04:35:22.792540]Total energy: 51833446.43926063
[2022-04-09 04:36:39.041130]Total energy: 51925596.73758734
[2022-04-09 04:37:51.704367]Total energy: 51884508.23267662
[2022-04-09 04:39:12.505015]Total energy: 51826244.10224843
[2022-04-09 04:40:28.789253]Total energy: 51820736.503718086
[2022-04-09 04:41:50.506487]Total energy: 51801527.093701124
[2022-04-09 04:43:05.498844]Total energy: 51900427.59697546
[2022-04-09 04:44:19.578543]Total energy: 51838320.83484864
[2022-04-09 04:45:34.071380]Total energy: 51831220.94659207
[2022-04-09 04:46:51.019400]Total energy: 51846790.54317088
[2022-04-09 04:48:04.800338]Total energy: 51885475.694320634
[2022-04-09 04:49:19.141936]Total energy: 51847674.731749065
[2022-04-09 04:50:45.704771]Total energy: 51794911.82939284
[2022-04-09 04:52:05.790475]Total energy: 51864454.415180355
[2022-04-09 04:53:21.448774]Total energy: 51827622.83410498
[2022-04-09 04:54:34.545970]Total energy: 51818334.97890748
[2022-04-09 04:55:47.720673]Total energy: 51772684.50013405
[2022-04-09 04:57:01.411748]Total energy: 51842161.22324394
[2022-04-09 04:58:15.738593]Total energy: 51883585.83271212
[2022-04-09 04:59:28.535468]Total energy: 51800690.793561205
[2022-04-09 05:00:55.460127]Total energy: 51868701.5204918
[2022-04-09 05:02:15.395249]Total energy: 51762530.668593794
[2022-04-09 05:03:28.085378]Total energy: 51834022.71253909
[2022-04-09 05:04:41.928605]Total energy: 51836942.189201444
[2022-04-09 05:05:57.313497]Total energy: 51737792.297020555
[2022-04-09 05:07:13.879064]Total energy: 51707918.61695521
[2022-04-09 05:08:31.541058]Total energy: 51893935.638014235
[2022-04-09 05:09:44.902731]Total energy: 51824233.02212393
[2022-04-09 05:11:21.915652]Total energy: 51858866.18709255
[2022-04-09 05:12:38.962135]Total energy: 51890235.19090113
[2022-04-09 05:13:52.550748]Total energy: 51814707.80021522
[2022-04-09 05:15:05.345226]Total energy: 51904011.13863852
[2022-04-09 05:16:19.912144]Total energy: 51843773.19262281
[2022-04-09 05:17:32.610035]Total energy: 51811713.02488342
[2022-04-09 05:21:25.518912]Total energy: 51883517.72996677
[2022-04-09 05:23:15.843867]Total energy: 51903452.05396192
[2022-04-09 05:24:28.954180]Total energy: 51861558.178794414
[2022-04-09 05:25:41.764527]Total energy: 51782809.85063596
[2022-04-09 05:26:55.330648]Total energy: 51787684.12738011
[2022-04-09 05:28:10.032623]Total energy: 51801959.40148805
[2022-04-09 05:29:22.650299]Total energy: 51855676.25669752
[2022-04-09 05:31:01.674159]Total energy: 51820316.69750836
[2022-04-09 05:32:23.353732]Total energy: 51805345.69685833
[2022-04-09 05:33:35.762391]Total energy: 51884024.01723101
[2022-04-09 05:34:48.485487]Total energy: 51864214.61368976
[2022-04-09 05:36:01.057001]Total energy: 51758535.43463873
[2022-04-09 05:37:14.094313]Total energy: 51798553.20999006
[2022-04-09 05:38:31.402654]Total energy: 51878966.101524375
[2022-04-09 05:39:45.981295]Total energy: 51878780.937364064
[2022-04-09 05:41:14.058009]Total energy: 51874165.16639397
[2022-04-09 05:42:31.412146]Total energy: 51790678.99382152
[2022-04-09 05:43:45.616716]Total energy: 51832143.58950999
[2022-04-09 05:45:00.974746]Total energy: 51869364.9278329
[2022-04-09 05:46:13.556026]Total energy: 51726134.45011309
[2022-04-09 05:47:26.937250]Total energy: 51786769.88284593
[2022-04-09 05:48:41.578868]Total energy: 51863638.75427944
[2022-04-09 05:49:54.990836]Total energy: 51767346.057987005
[2022-04-09 05:51:25.430480]Total energy: 51839143.54461411
[2022-04-09 05:52:42.475418]Total energy: 51840501.36085016
[2022-04-09 05:53:55.363807]Total energy: 51832983.200176045
[2022-04-09 05:55:08.757369]Total energy: 51813701.56306652
[2022-04-09 05:56:22.631891]Total energy: 51810983.439663455
[2022-04-09 05:57:35.925107]Total energy: 51852145.9983382
[2022-04-09 05:58:50.366573]Total energy: 51821932.02236437
[2022-04-09 06:00:05.514243]Total energy: 51734371.24487871
[2022-04-09 06:01:26.468281]Total energy: 51815762.68431097
[2022-04-09 06:02:46.737362]Total energy: 51881796.2351809
[2022-04-09 06:04:00.168671]Total energy: 51730818.48205123
[2022-04-09 06:05:13.771553]Total energy: 51784107.363567255
[2022-04-09 06:06:27.154897]Total energy: 51825031.47706286
[2022-04-09 06:07:38.924579]Total energy: 51822972.39421233
[2022-04-09 06:08:53.356947]Total energy: 51818193.37422517
[2022-04-09 06:10:07.921435]Total energy: 51947296.15564144
[2022-04-09 06:11:28.348994]Total energy: 51836502.616259985
[2022-04-09 06:12:51.284576]Total energy: 51783627.89069177
[2022-04-09 06:14:06.702374]Total energy: 51806358.738641664
[2022-04-09 06:15:20.438255]Total energy: 51801798.166670434
[2022-04-09 06:16:33.386968]Total energy: 51803384.06194891
[2022-04-09 06:17:48.277562]Total energy: 51831345.928718545
[2022-04-09 06:19:00.437022]Total energy: 51874176.703524485
[2022-04-09 06:20:14.854419]Total energy: 51889318.85877055
[2022-04-09 06:21:44.525890]Total energy: 51813748.39000203
[2022-04-09 06:23:07.897604]Total energy: 51875436.18946007
[2022-04-09 06:24:22.859395]Total energy: 51888088.21167665
[2022-04-09 06:25:38.635079]Total energy: 51743548.382767364
[2022-04-09 06:26:54.168346]Total energy: 51848918.94882627
[2022-04-09 06:28:08.379998]Total energy: 51847878.04375175
[2022-04-09 06:29:22.943576]Total energy: 51766724.94399438
[2022-04-09 06:30:52.727332]Total energy: 51818543.11601564
[2022-04-09 06:32:18.807913]Total energy: 51884810.57148522
[2022-04-09 06:33:35.308411]Total energy: 51777040.31451044
[2022-04-09 06:34:55.963961]Total energy: 51760019.520957954
[2022-04-09 06:36:09.021813]Total energy: 51749253.26697041
[2022-04-09 06:37:23.905683]Total energy: 51792390.32218946
[2022-04-09 06:38:42.507179]Total energy: 51795861.450081624
[2022-04-09 06:40:03.109548]Total energy: 51809536.403201975
[2022-04-09 06:41:32.485734]Total energy: 51832409.544414006
[2022-04-09 06:43:01.555269]Total energy: 51923235.393614195
[2022-04-09 06:44:17.943778]Total energy: 51870750.245815605
[2022-04-09 06:45:29.644782]Total energy: 51815204.74437519
[2022-04-09 06:46:45.592276]Total energy: 51832417.279800944
[2022-04-09 06:48:06.275144]Total energy: 51887266.23656402
[2022-04-09 06:49:29.127324]Total energy: 51808416.23545201
[2022-04-09 06:51:13.948340]Total energy: 51725841.141989656
[2022-04-09 06:52:35.347090]Total energy: 51721916.09352809
[2022-04-09 06:53:49.329244]Total energy: 51738007.43333824
[2022-04-09 06:55:06.356044]Total energy: 51862489.28478272
[2022-04-09 06:56:19.285574]Total energy: 51808156.5276144
[2022-04-09 06:57:33.899611]Total energy: 51819685.1360714
[2022-04-09 06:58:46.885313]Total energy: 51718988.76819403
[2022-04-09 07:00:01.161611]Total energy: 51874933.55921893
[2022-04-09 07:01:24.608563]Total energy: 51862751.1377179
[2022-04-09 07:02:41.251048]Total energy: 51773958.36439473
[2022-04-09 07:03:56.075927]Total energy: 51872672.46553925
[2022-04-09 07:05:12.180621]Total energy: 51784543.41176064
[2022-04-09 07:06:27.202059]Total energy: 51830095.27420939
[2022-04-09 07:07:41.786434]Total energy: 51866027.13867591
[2022-04-09 07:08:54.508247]Total energy: 51891720.308195725
[2022-04-09 07:10:08.547234]Total energy: 51890678.13313088
[2022-04-09 07:11:36.429536]Total energy: 51859471.73011132
[2022-04-09 07:12:58.061625]Total energy: 51776415.43675145
[2022-04-09 07:14:17.044345]Total energy: 51851754.09255302
[2022-04-09 07:15:33.371585]Total energy: 51845404.75100128
[2022-04-09 07:16:51.135586]Total energy: 51779774.33697814
[2022-04-09 07:18:07.877665]Total energy: 51748441.8849478
[2022-04-09 07:19:27.059724]Total energy: 51779549.52237688
[2022-04-09 07:21:12.424040]Total energy: 51834607.34357564
[2022-04-09 07:22:42.667465]Total energy: 51835658.10944898
[2022-04-09 07:24:12.337174]Total energy: 51838759.8464718
[2022-04-09 07:25:40.647526]Total energy: 51848055.17298478
[2022-04-09 07:27:43.762494]Total energy: 51830287.712738805
[2022-04-09 07:32:32.770656]Total energy: 51808483.74762769
[2022-04-09 07:33:54.836125]Total energy: 51776786.96940889
[2022-04-09 07:35:12.556175]Total energy: 51854728.1707422
[2022-04-09 07:36:34.247236]Total energy: 51847971.11393864
[2022-04-09 07:37:55.150999]Total energy: 51815294.59082121
[2022-04-09 07:39:16.227794]Total energy: 51721085.76533802
[2022-04-09 07:40:53.132734]Total energy: 51850691.41433228
[2022-04-09 07:42:27.162956]Total energy: 51752482.885443926
[2022-04-09 07:43:46.889621]Total energy: 51901971.158538476
[2022-04-09 07:45:09.880690]Total energy: 51869248.14528743
[2022-04-09 07:46:32.330976]Total energy: 51869591.403270155
[2022-04-09 07:47:54.692513]Total energy: 51848661.22750179
[2022-04-09 07:49:18.896915]Total energy: 51782090.941537105
[2022-04-09 07:51:09.178036]Total energy: 51838981.4212838
[2022-04-09 07:52:35.937979]Total energy: 51872401.632533215
[2022-04-09 07:53:59.696611]Total energy: 51780572.614571005
[2022-04-09 07:55:23.473299]Total energy: 51898885.838598184
[2022-04-09 07:56:48.787609]Total energy: 51857785.10072051
[2022-04-09 07:58:13.033018]Total energy: 51813671.62994175
[2022-04-09 07:59:37.815943]Total energy: 51835996.344293565
[2022-04-09 08:01:15.458231]Total energy: 51826127.572437964
[2022-04-09 08:02:51.566355]Total energy: 51828907.64159689
[2022-04-09 08:04:18.756394]Total energy: 51836622.566719964
[2022-04-09 08:05:41.884009]Total energy: 51770517.71837614
[2022-04-09 08:07:04.426866]Total energy: 51869543.80469784
[2022-04-09 08:08:28.522800]Total energy: 51788276.36991757
[2022-04-09 08:09:51.197833]Total energy: 51807721.75104782
[2022-04-09 08:11:22.825026]Total energy: 51850672.786067046
[2022-04-09 08:12:52.412659]Total energy: 51895197.13919152
[2022-04-09 08:14:17.350591]Total energy: 51748964.93962481
[2022-04-09 08:15:40.434995]Total energy: 51806967.95879905
[2022-04-09 08:17:01.572907]Total energy: 51841702.16410472
[2022-04-09 08:18:20.785998]Total energy: 51743762.65052494
[2022-04-09 08:19:37.008708]Total energy: 51782082.95947249
[2022-04-09 08:21:13.656688]Total energy: 51837362.44027232
[2022-04-09 08:22:58.646454]Total energy: 51804964.66987262
[2022-04-09 08:24:25.079826]Total energy: 51791862.773845315
[2022-04-09 08:25:47.910068]Total energy: 51842131.12625839
[2022-04-09 08:27:10.826002]Total energy: 51825828.48545363
[2022-04-09 08:28:35.294457]Total energy: 51902689.270676866
[2022-04-09 08:30:00.203242]Total energy: 51778544.48857378
[2022-04-09 08:31:33.058459]Total energy: 51752486.64750459
[2022-04-09 08:32:58.254830]Total energy: 51913610.35794586
[2022-04-09 08:34:19.866277]Total energy: 51768817.45268265
[2022-04-09 08:35:42.911456]Total energy: 51847123.152459174
[2022-04-09 08:37:06.965387]Total energy: 51834652.44828476
[2022-04-09 08:38:29.719163]Total energy: 51808002.335744046
[2022-04-09 08:39:53.203339]Total energy: 51873172.80463206
[2022-04-09 08:41:24.775573]Total energy: 51887037.11192874
[2022-04-09 08:42:49.079585]Total energy: 51799334.64441294
[2022-04-09 08:44:11.047359]Total energy: 51822174.41115657
[2022-04-09 08:45:33.419185]Total energy: 51801637.30740575
[2022-04-09 08:46:55.010131]Total energy: 51890176.417263195
[2022-04-09 08:48:16.660271]Total energy: 51788447.62336271
[2022-04-09 08:49:39.383376]Total energy: 51875002.38286848
[2022-04-09 08:51:23.718738]Total energy: 51836456.9024823
[2022-04-09 08:52:56.778735]Total energy: 51828115.11202615
[2022-04-09 08:54:21.614738]Total energy: 51730640.496473804
[2022-04-09 08:55:44.578445]Total energy: 51830920.38044066
[2022-04-09 08:57:06.687195]Total energy: 51904776.80782027
[2022-04-09 08:58:29.132095]Total energy: 51813878.12573584
[2022-04-09 08:59:53.068343]Total energy: 51817128.81694684
[2022-04-09 09:01:29.674873]Total energy: 51757076.61545998
[2022-04-09 09:03:01.720106]Total energy: 51821225.386081785
[2022-04-09 09:04:31.738679]Total energy: 51817261.16991866
[2022-04-09 09:05:55.949612]Total energy: 51824316.267225474
[2022-04-09 09:07:20.451501]Total energy: 51833201.62592755
[2022-04-09 09:08:43.937677]Total energy: 51840860.29459057
[2022-04-09 09:10:05.127705]Total energy: 51810110.34174018
[2022-04-09 09:11:52.250016]Total energy: 51771272.8837511
[2022-04-09 09:13:23.125715]Total energy: 51844420.578227825
[2022-04-09 09:14:53.093997]Total energy: 51759118.311474614
[2022-04-09 09:16:17.523942]Total energy: 51815253.43825164
[2022-04-09 09:17:40.587769]Total energy: 51779887.224207014
[2022-04-09 09:19:00.158998]Total energy: 51831218.40464178
[2022-04-09 09:20:20.508503]Total energy: 51761167.03353467
[2022-04-09 09:21:43.203738]Total energy: 51771181.76582388
[2022-04-09 09:23:06.711563]Total energy: 51835182.4862752
[2022-04-09 09:24:29.543998]Total energy: 51807720.68216012
[2022-04-09 09:25:53.803939]Total energy: 51766142.352056764
[2022-04-09 09:27:16.662563]Total energy: 51832186.54790096
[2022-04-09 09:28:41.054711]Total energy: 51868677.84432291
[2022-04-09 09:30:04.997079]Total energy: 51777077.33245371
[2022-04-09 09:31:59.599669]Total energy: 51865854.296160944
[2022-04-09 09:33:36.712388]Total energy: 51772118.67050164
[2022-04-09 09:35:13.033127]Total energy: 51748243.03253447
[2022-04-09 09:36:38.377534]Total energy: 51805311.65327994
[2022-04-09 09:38:00.184184]Total energy: 51819822.79165505
[2022-04-09 09:39:20.410423]Total energy: 51878416.77343851
[2022-04-09 09:40:53.412046]Total energy: 51812336.47646733
[2022-04-09 09:42:21.103004]Total energy: 51834376.27954261
[2022-04-09 09:43:48.997088]Total energy: 51823838.474710874
[2022-04-09 09:45:19.596443]Total energy: 51827454.64853108
[2022-04-09 09:46:44.640987]Total energy: 51845820.68477879
[2022-04-09 09:48:07.769074]Total energy: 51827272.29455861
[2022-04-09 09:49:30.216021]Total energy: 51899158.84492061
[2022-04-09 09:51:09.678744]Total energy: 51824935.89257791
[2022-04-09 09:52:54.131792]Total energy: 51876684.12292434
[2022-04-09 09:54:32.067373]Total energy: 51815121.11358723
[2022-04-09 09:55:58.896213]Total energy: 51778469.57746636
[2022-04-09 09:57:21.277505]Total energy: 51739689.83654263
[2022-04-09 09:58:43.790657]Total energy: 51831612.993373156
[2022-04-09 10:00:05.457638]Total energy: 51863598.45355477
[2022-04-09 10:01:43.247083]Total energy: 51774379.9638358
[2022-04-09 10:03:14.304641]Total energy: 51830545.12476359
[2022-04-09 10:04:44.105207]Total energy: 51727480.88331705
[2022-04-09 10:06:07.492398]Total energy: 51857122.08178203
[2022-04-09 10:07:30.020243]Total energy: 51796177.12023816
[2022-04-09 10:08:52.557205]Total energy: 51867509.912316024
[2022-04-09 10:10:15.660096]Total energy: 51799437.94013504
[2022-04-09 10:11:56.021712]Total energy: 51726890.02024119
[2022-04-09 10:13:26.859584]Total energy: 51875648.059991084
[2022-04-09 10:14:50.251036]Total energy: 51830997.44167656
[2022-04-09 10:16:12.873872]Total energy: 51871095.09339302
[2022-04-09 10:17:30.316609]Total energy: 51724374.57325261
[2022-04-09 10:18:48.376672]Total energy: 51825624.793244526
[2022-04-09 10:20:07.142207]Total energy: 51894970.292993866
[2022-04-09 10:21:50.786083]Total energy: 51765409.77962901
[2022-04-09 10:23:20.970281]Total energy: 51822989.38390816
[2022-04-09 10:24:47.889777]Total energy: 51849112.17134937
[2022-04-09 10:26:07.708558]Total energy: 51813426.06196975
[2022-04-09 10:27:26.463848]Total energy: 51855069.92304234
[2022-04-09 10:28:45.714952]Total energy: 51863197.734347396
[2022-04-09 10:30:08.047731]Total energy: 51918696.318113446
[2022-04-09 10:32:00.095415]Total energy: 51849784.75335746
[2022-04-09 10:33:27.519581]Total energy: 51762358.331380576
[2022-04-09 10:34:48.990278]Total energy: 51829300.30340917
[2022-04-09 10:36:13.199679]Total energy: 51838834.415645525
[2022-04-09 10:37:40.349441]Total energy: 51793058.55995043
[2022-04-09 10:39:04.804989]Total energy: 51758101.17766304
[2022-04-09 10:41:15.013385]Total energy: 51828560.174975894
[2022-04-09 10:42:59.324174]Total energy: 51798637.92288709
[2022-04-09 10:44:27.791706]Total energy: 51787845.55589324
[2022-04-09 10:45:52.034737]Total energy: 51804229.67125675
[2022-04-09 10:47:14.769465]Total energy: 51894266.76979253
[2022-04-09 10:48:37.364749]Total energy: 51781520.53766098
[2022-04-09 10:50:01.433110]Total energy: 51858242.02543022
[2022-04-09 10:51:41.205791]Total energy: 51809515.50763817
[2022-04-09 10:53:21.779699]Total energy: 51813632.225346066
[2022-04-09 10:54:53.911845]Total energy: 51778440.796641424
[2022-04-09 10:56:17.665240]Total energy: 51839105.07161062
[2022-04-09 10:57:40.364299]Total energy: 51805693.02309775
[2022-04-09 10:59:03.496522]Total energy: 51885924.13723421
[2022-04-09 11:00:54.392692]Total energy: 51774262.562161945
[2022-04-09 11:02:47.012231]Total energy: 51852950.54714483
[2022-04-09 11:04:07.519590]Total energy: 51849037.170101
[2022-04-09 11:05:28.931807]Total energy: 51814710.844245665
[2022-04-09 11:06:47.652559]Total energy: 51822672.55573917
[2022-04-09 11:08:08.870543]Total energy: 51826938.71632923
[2022-04-09 11:09:29.375211]Total energy: 51805769.681456625
[2022-04-09 11:11:00.136114]Total energy: 51804657.09595913
[2022-04-09 11:12:34.414365]Total energy: 51846530.98527643
[2022-04-09 11:13:58.462070]Total energy: 51858069.337070264
[2022-04-09 11:15:20.949840]Total energy: 51774784.13397912
[2022-04-09 11:16:44.004671]Total energy: 51847572.43333738
[2022-04-09 11:18:03.213253]Total energy: 51763136.59555201
[2022-04-09 11:19:25.546588]Total energy: 51804315.613952644
[2022-04-09 11:21:09.969134]Total energy: 51745503.66542619
[2022-04-09 11:22:42.415394]Total energy: 51759698.07578644
[2022-04-09 11:24:06.559063]Total energy: 51864024.73108596
[2022-04-09 11:25:27.131625]Total energy: 51714711.564298876
[2022-04-09 11:26:45.850144]Total energy: 51791742.401699424
[2022-04-09 11:28:08.428722]Total energy: 51772461.828065775
[2022-04-09 11:29:28.212564]Total energy: 51824272.4436489
[2022-04-09 11:31:03.208260]Total energy: 51802087.19869685
[2022-04-09 11:32:29.025338]Total energy: 51725544.349286094
[2022-04-09 11:33:51.403566]Total energy: 51822544.538726605
[2022-04-09 11:35:13.177677]Total energy: 51754866.803341135
[2022-04-09 11:36:34.619248]Total energy: 51761197.03703441
[2022-04-09 11:37:56.775254]Total energy: 51755606.604517005
[2022-04-09 11:39:18.393823]Total energy: 51859347.86539939
[2022-04-09 11:41:13.915307]Total energy: 51807393.13486576
[2022-04-09 11:43:00.220083]Total energy: 51762559.307549104
[2022-04-09 11:44:32.766300]Total energy: 51850335.80494179
[2022-04-09 11:45:56.504851]Total energy: 51762860.91533749
[2022-04-09 11:47:19.350493]Total energy: 51812711.76387925
[2022-04-09 11:48:39.936877]Total energy: 51768354.30916605
[2022-04-09 11:50:03.511140]Total energy: 51841850.24839668
[2022-04-09 11:51:29.563514]Total energy: 51794703.553213954
[2022-04-09 11:53:04.592812]Total energy: 51818380.7549687
[2022-04-09 11:54:30.382381]Total energy: 51771048.48538234
[2022-04-09 11:55:52.500687]Total energy: 51823582.04965705
[2022-04-09 11:57:17.578934]Total energy: 51900378.783677846
[2022-04-09 11:58:39.437271]Total energy: 51761725.118695684
[2022-04-09 12:00:01.460937]Total energy: 51833747.27962755
[2022-04-09 12:01:39.325219]Total energy: 51821482.10738665
[2022-04-09 12:03:26.159337]Total energy: 51835034.69265901
[2022-04-09 12:04:55.725158]Total energy: 51882146.046148784
[2022-04-09 12:06:20.051121]Total energy: 51812306.13031663
[2022-04-09 12:07:42.284123]Total energy: 51734421.34346681
[2022-04-09 12:09:03.295185]Total energy: 51839595.02137733
[2022-04-09 12:10:45.320438]Total energy: 51830663.94835034
[2022-04-09 12:12:08.938822]Total energy: 51882390.106653534
[2022-04-09 12:13:31.365497]Total energy: 51805799.94918324
[2022-04-09 12:14:53.725854]Total energy: 51827439.76162927
[2022-04-09 12:16:15.961633]Total energy: 51791994.927547745
[2022-04-09 12:17:37.794015]Total energy: 51876666.149754114
[2022-04-09 12:18:59.815012]Total energy: 51805842.07488588
[2022-04-09 12:20:53.696897]Total energy: 51884608.38927188
[2022-04-09 12:22:34.508071]Total energy: 51909569.42585543
[2022-04-09 12:23:59.943117]Total energy: 51784369.731225595
[2022-04-09 12:25:20.211774]Total energy: 51798664.2952852
[2022-04-09 12:26:43.446467]Total energy: 51789357.34210784
[2022-04-09 12:28:02.154047]Total energy: 51835256.71131732
[2022-04-09 12:29:21.911987]Total energy: 51796517.2083858
[2022-04-09 12:31:01.888985]Total energy: 51704528.06851154
[2022-04-09 12:32:41.162151]Total energy: 51825989.88541894
[2022-04-09 12:34:09.863246]Total energy: 51792708.47912329
[2022-04-09 12:35:39.308251]Total energy: 51875555.890127584
[2022-04-09 12:37:01.299693]Total energy: 51747306.34588082
[2022-04-09 12:38:23.390452]Total energy: 51763014.59883439
[2022-04-09 12:39:45.473915]Total energy: 51848674.6647718
[2022-04-09 12:41:16.520181]Total energy: 51789875.61683512
[2022-04-09 12:42:50.086138]Total energy: 51832262.233852915
[2022-04-09 12:44:14.795482]Total energy: 51816282.559747145
[2022-04-09 12:45:36.777778]Total energy: 51805025.63756941
[2022-04-09 12:47:00.079934]Total energy: 51839909.479588464
[2022-04-09 12:48:23.104469]Total energy: 51809163.13135542
[2022-04-09 12:49:45.527468]Total energy: 51805333.286072396
[2022-04-09 12:51:13.756147]Total energy: 51742000.106846064
[2022-04-09 12:52:37.532740]Total energy: 51835690.08912486
[2022-04-09 12:54:00.678809]Total energy: 51815363.75665301
[2022-04-09 12:55:22.670764]Total energy: 51778825.14807217
[2022-04-09 12:56:44.972506]Total energy: 51774595.37205265
[2022-04-09 12:58:07.147904]Total energy: 51851997.30015687
[2022-04-09 12:59:28.407362]Total energy: 51881652.67475002
[2022-04-09 13:01:09.400193]Total energy: 51747006.97805988
[2022-04-09 13:02:42.015021]Total energy: 51863513.57502175
[2022-04-09 13:04:15.732935]Total energy: 51815629.779154874
[2022-04-09 13:05:43.544340]Total energy: 51773173.622256935
[2022-04-09 13:07:07.172633]Total energy: 51854400.89949066
[2022-04-09 13:08:30.501543]Total energy: 51832875.69867243
[2022-04-09 13:09:53.255617]Total energy: 51840088.012718566
[2022-04-09 13:11:20.961406]Total energy: 51828329.58404048
[2022-04-09 13:12:51.537680]Total energy: 51791333.6559024
[2022-04-09 13:14:16.575588]Total energy: 51870655.36606769
[2022-04-09 13:15:37.679849]Total energy: 51769255.19104172
[2022-04-09 13:17:00.006475]Total energy: 51846024.04072232
[2022-04-09 13:18:23.352008]Total energy: 51772569.75710932
[2022-04-09 13:19:45.401348]Total energy: 51841034.92119585
[2022-04-09 13:21:11.795672]Total energy: 51774384.5233228
[2022-04-09 13:22:36.675002]Total energy: 51732833.38636219
[2022-04-09 13:23:59.340701]Total energy: 51784128.11443304
[2022-04-09 13:25:24.306631]Total energy: 51825387.2834439
[2022-04-09 13:26:49.259995]Total energy: 51847465.43559464
[2022-04-09 13:28:11.938965]Total energy: 51784595.31873141
[2022-04-09 13:29:35.223759]Total energy: 51767395.124312714
[2022-04-09 13:31:01.513354]Total energy: 51884527.82650275
[2022-04-09 13:32:27.853971]Total energy: 51813690.315817505
[2022-04-09 13:33:56.217323]Total energy: 51769498.433541834
[2022-04-09 13:35:19.027101]Total energy: 51736076.947883464
[2022-04-09 13:36:41.646747]Total energy: 51834300.38105731
[2022-04-09 13:38:05.911205]Total energy: 51877870.8941298
[2022-04-09 13:39:30.194122]Total energy: 51790784.58211362
[2022-04-09 13:41:08.908409]Total energy: 51867124.74825339
[2022-04-09 13:42:44.485465]Total energy: 51847523.93508767
[2022-04-09 13:44:09.389899]Total energy: 51822395.895169556
[2022-04-09 13:45:32.434776]Total energy: 51853818.90512249
