initial: all - diverse_no_blind_all
[2022-04-10 22:47:24.961953]Total energy: 16547287.468123924
[2022-04-10 22:48:39.340040]Total energy: 16575227.339707568
[2022-04-10 22:50:00.973151]Total energy: 16565250.693262035
[2022-04-10 22:51:33.261774]Total energy: 16566391.702093344
[2022-04-10 22:53:08.072208]Total energy: 16589491.805709783
[2022-04-10 22:54:43.417895]Total energy: 16567699.686488427
[2022-04-10 22:56:11.468568]Total energy: 16569702.546611555
[2022-04-10 22:57:33.661434]Total energy: 16574661.742182625
[2022-04-10 22:58:50.618841]Total energy: 16580143.476915644
[2022-04-10 23:00:07.569005]Total energy: 16605087.392866584
[2022-04-10 23:01:28.828594]Total energy: 16551161.119015241
[2022-04-10 23:02:48.543549]Total energy: 16571112.15147706
[2022-04-10 23:04:04.491945]Total energy: 16576639.419386856
[2022-04-10 23:05:17.267730]Total energy: 16551711.047416903
[2022-04-10 23:06:30.705316]Total energy: 16588892.677984308
[2022-04-10 23:07:45.306090]Total energy: 16591138.125678765
[2022-04-10 23:09:02.831516]Total energy: 16579457.648959564
[2022-04-10 23:10:35.872355]Total energy: 16553283.75889919
[2022-04-10 23:12:24.361541]Total energy: 16580115.522653013
[2022-04-10 23:14:05.603432]Total energy: 16581475.32441792
[2022-04-10 23:15:19.663255]Total energy: 16570308.767362986
[2022-04-10 23:16:33.485038]Total energy: 16583771.362999031
[2022-04-10 23:17:51.372986]Total energy: 16580874.246976912
[2022-04-10 23:19:07.070440]Total energy: 16603201.151013616
[2022-04-10 23:20:42.891150]Total energy: 16559656.288301665
[2022-04-10 23:22:25.611921]Total energy: 16583513.552600617
[2022-04-10 23:23:43.065129]Total energy: 16576595.365580114
[2022-04-10 23:24:59.523152]Total energy: 16569618.182081379
[2022-04-10 23:26:25.451695]Total energy: 16580112.477106279
[2022-04-10 23:27:40.263319]Total energy: 16562334.985049618
[2022-04-10 23:28:56.260840]Total energy: 16581947.898553021
[2022-04-10 23:30:15.636995]Total energy: 16576283.767398862
[2022-04-10 23:31:32.290118]Total energy: 16581636.519361202
[2022-04-10 23:32:55.548599]Total energy: 16585792.770468147
[2022-04-10 23:34:13.294733]Total energy: 16570761.095493892
[2022-04-10 23:35:28.977960]Total energy: 16550954.401683526
[2022-04-10 23:36:43.067852]Total energy: 16545005.168890364
[2022-04-10 23:37:57.151900]Total energy: 16587946.011990292
[2022-04-10 23:39:10.529654]Total energy: 16575273.014792725
[2022-04-10 23:40:36.189110]Total energy: 16561186.288915219
[2022-04-10 23:41:57.186449]Total energy: 16551987.302439194
[2022-04-10 23:43:11.364706]Total energy: 16575415.532471843
[2022-04-10 23:44:25.062740]Total energy: 16591035.533368483
[2022-04-10 23:45:39.154652]Total energy: 16578357.437900025
[2022-04-10 23:46:53.767780]Total energy: 16558591.322825124
[2022-04-10 23:48:07.487675]Total energy: 16589497.914558608
[2022-04-10 23:49:20.986173]Total energy: 16563678.22649144
[2022-04-10 23:50:59.269489]Total energy: 16587273.146119112
[2022-04-10 23:52:30.139476]Total energy: 16586716.873296801
[2022-04-10 23:53:49.781772]Total energy: 16585197.152872115
[2022-04-10 23:55:03.484867]Total energy: 16589021.601153828
[2022-04-10 23:56:17.048620]Total energy: 16579751.199961616
[2022-04-10 23:57:32.940634]Total energy: 16600627.930813707
[2022-04-10 23:58:46.749924]Total energy: 16546981.296230739
[2022-04-11 00:00:00.988238]Total energy: 16574963.410997095
[2022-04-11 00:01:29.466080]Total energy: 16591014.313825866
[2022-04-11 00:02:55.369918]Total energy: 16592517.494723259
[2022-04-11 00:04:14.628294]Total energy: 16573035.903079392
[2022-04-11 00:05:29.240957]Total energy: 16594483.633435817
[2022-04-11 00:06:43.958415]Total energy: 16566845.31500456
[2022-04-11 00:07:57.148647]Total energy: 16594961.25752215
[2022-04-11 00:09:15.726990]Total energy: 16542976.736157596
[2022-04-11 00:10:54.210362]Total energy: 16556995.28716808
[2022-04-11 00:12:34.082426]Total energy: 16580741.493493432
[2022-04-11 00:13:59.050159]Total energy: 16542444.506427212
[2022-04-11 00:15:21.269758]Total energy: 16573738.305396313
[2022-04-11 00:16:35.678766]Total energy: 16549670.670266313
[2022-04-11 00:17:56.501127]Total energy: 16550744.033213263
[2022-04-11 00:19:14.763247]Total energy: 16584749.26531998
[2022-04-11 00:20:40.689039]Total energy: 16541051.93368721
[2022-04-11 00:22:14.804449]Total energy: 16563221.605915338
[2022-04-11 00:23:33.068147]Total energy: 16590228.643121684
[2022-04-11 00:24:48.915638]Total energy: 16566140.81210574
[2022-04-11 00:26:07.217983]Total energy: 16565622.161609897
[2022-04-11 00:27:29.833876]Total energy: 16594176.016949074
[2022-04-11 00:28:50.556064]Total energy: 16577769.810974194
[2022-04-11 00:30:09.130162]Total energy: 16588073.609028189
[2022-04-11 00:31:34.785658]Total energy: 16566080.558041504
[2022-04-11 00:33:00.048881]Total energy: 16566455.980276167
[2022-04-11 00:34:22.121635]Total energy: 16585732.024093824
[2022-04-11 00:35:40.553284]Total energy: 16543642.017870303
[2022-04-11 00:37:00.492505]Total energy: 16553105.777915819
[2022-04-11 00:38:20.937806]Total energy: 16558440.946715834
[2022-04-11 00:39:38.737181]Total energy: 16560035.054138636
[2022-04-11 00:40:52.598336]Total energy: 16580188.952425396
[2022-04-11 00:42:07.477633]Total energy: 16575948.009236254
[2022-04-11 00:43:20.929247]Total energy: 16589695.757268932
[2022-04-11 00:44:35.233877]Total energy: 16553446.374562068
[2022-04-11 00:45:50.828295]Total energy: 16568126.895742076
[2022-04-11 00:47:08.437061]Total energy: 16579575.694124844
[2022-04-11 00:48:23.580286]Total energy: 16575860.507572047
[2022-04-11 00:49:38.039995]Total energy: 16567813.26042563
[2022-04-11 00:50:59.348607]Total energy: 16568173.102719903
[2022-04-11 00:52:21.035632]Total energy: 16567292.139665928
[2022-04-11 00:53:43.560869]Total energy: 16544707.373513537
[2022-04-11 00:55:01.290251]Total energy: 16561656.431089936
[2022-04-11 00:56:16.873804]Total energy: 16601997.236069918
[2022-04-11 00:57:34.748246]Total energy: 16592283.864378588
[2022-04-11 00:58:49.084798]Total energy: 16570607.119223852
[2022-04-11 01:00:10.029624]Total energy: 16541088.721187055
[2022-04-11 01:01:45.174337]Total energy: 16566257.477059385
[2022-04-11 01:03:03.850970]Total energy: 16571083.916136617
[2022-04-11 01:04:22.385243]Total energy: 16581235.529163131
[2022-04-11 01:05:39.904919]Total energy: 16564721.634485787
[2022-04-11 01:06:57.589141]Total energy: 16577799.346638061
[2022-04-11 01:08:19.843189]Total energy: 16568067.945747536
[2022-04-11 01:09:36.734175]Total energy: 16557494.568203432
[2022-04-11 01:10:59.433852]Total energy: 16573572.370012805
[2022-04-11 01:12:27.266358]Total energy: 16551902.114517488
[2022-04-11 01:13:42.532064]Total energy: 16557327.873011708
[2022-04-11 01:14:59.648268]Total energy: 16559340.958818229
[2022-04-11 01:16:19.039308]Total energy: 16551632.0447331
[2022-04-11 01:17:35.926468]Total energy: 16588134.975608425
[2022-04-11 01:18:55.330605]Total energy: 16531295.546505464
[2022-04-11 01:20:11.493994]Total energy: 16581734.344657082
[2022-04-11 01:21:28.236565]Total energy: 16574306.776973972
[2022-04-11 01:22:45.996824]Total energy: 16571849.171388764
[2022-04-11 01:24:01.130816]Total energy: 16575570.519376788
[2022-04-11 01:25:16.600089]Total energy: 16562379.99797709
[2022-04-11 01:26:34.645432]Total energy: 16579903.739285717
[2022-04-11 01:27:53.398801]Total energy: 16589227.857931739
[2022-04-11 01:29:09.990544]Total energy: 16564106.826523608
[2022-04-11 01:30:48.341949]Total energy: 16574007.290377762
[2022-04-11 01:32:27.107243]Total energy: 16569647.23888198
[2022-04-11 01:33:54.906606]Total energy: 16569032.698027598
[2022-04-11 01:35:10.987857]Total energy: 16573743.050552888
[2022-04-11 01:36:26.637974]Total energy: 16602295.158946753
[2022-04-11 01:37:44.199498]Total energy: 16583463.780782616
[2022-04-11 01:39:00.969574]Total energy: 16574905.836250983
[2022-04-11 01:40:39.414302]Total energy: 16566528.476977719
[2022-04-11 01:42:20.878024]Total energy: 16552502.349239783
[2022-04-11 01:43:53.269124]Total energy: 16598168.56133838
[2022-04-11 01:45:18.494071]Total energy: 16567669.50887091
[2022-04-11 01:47:19.041474]Total energy: 16568420.67037674
[2022-04-11 01:48:38.439077]Total energy: 16579237.67478556
[2022-04-11 01:49:55.032525]Total energy: 16553214.693687696
[2022-04-11 01:51:19.094572]Total energy: 16571401.86639286
[2022-04-11 01:52:41.867441]Total energy: 16565405.254193602
[2022-04-11 01:54:01.082243]Total energy: 16585865.549182098
[2022-04-11 01:55:17.915550]Total energy: 16567467.083585843
[2022-04-11 01:56:34.450236]Total energy: 16574124.214373115
[2022-04-11 01:57:51.015475]Total energy: 16566760.202186484
[2022-04-11 01:59:08.197993]Total energy: 16574928.928549083
[2022-04-11 02:00:35.305202]Total energy: 16581955.569660323
[2022-04-11 02:02:06.814341]Total energy: 16581369.943729449
[2022-04-11 02:03:24.709852]Total energy: 16585068.247747106
[2022-04-11 02:04:42.074512]Total energy: 16580020.258482778
[2022-04-11 02:05:57.403382]Total energy: 16570018.827996869
[2022-04-11 02:07:13.073821]Total energy: 16577077.817999197
[2022-04-11 02:08:28.358357]Total energy: 16563988.602702826
[2022-04-11 02:09:46.068505]Total energy: 16592280.77210775
[2022-04-11 02:11:03.467664]Total energy: 16572346.348397648
[2022-04-11 02:12:22.377053]Total energy: 16562776.652697036
[2022-04-11 02:13:50.528968]Total energy: 16575360.496440254
[2022-04-11 02:15:08.815827]Total energy: 16584731.962417645
[2022-04-11 02:16:22.352929]Total energy: 16581154.804559536
[2022-04-11 02:17:37.396218]Total energy: 16551472.65959971
[2022-04-11 02:18:51.625389]Total energy: 16575210.39672579
[2022-04-11 02:20:06.254706]Total energy: 16567577.421217542
[2022-04-11 02:21:21.629021]Total energy: 16603777.376019966
[2022-04-11 02:22:36.753867]Total energy: 16571522.6089072
[2022-04-11 02:23:51.781807]Total energy: 16580010.038963359
[2022-04-11 02:25:09.653001]Total energy: 16582942.895020718
[2022-04-11 02:26:23.910199]Total energy: 16570201.625133933
[2022-04-11 02:27:38.365451]Total energy: 16570325.452403234
[2022-04-11 02:28:51.858524]Total energy: 16572059.756568355
[2022-04-11 02:30:06.247780]Total energy: 16585956.719796838
[2022-04-11 02:31:28.723501]Total energy: 16591727.930236276
[2022-04-11 02:32:43.514934]Total energy: 16587018.960151214
[2022-04-11 02:33:57.021230]Total energy: 16594593.177004395
[2022-04-11 02:35:11.857846]Total energy: 16585490.860089084
[2022-04-11 02:36:25.284622]Total energy: 16589674.721712053
[2022-04-11 02:37:43.106162]Total energy: 16565884.222802082
[2022-04-11 02:38:56.703380]Total energy: 16570245.933550224
[2022-04-11 02:40:11.695171]Total energy: 16570738.695286086
[2022-04-11 02:41:45.942845]Total energy: 16589515.478210654
[2022-04-11 02:43:27.201345]Total energy: 16576754.43401814
[2022-04-11 02:44:53.484536]Total energy: 16569454.761954969
[2022-04-11 02:46:26.484771]Total energy: 16575446.172623958
[2022-04-11 02:47:46.661641]Total energy: 16565191.889448171
[2022-04-11 02:49:00.516699]Total energy: 16577955.491435325
[2022-04-11 02:50:13.960964]Total energy: 16582043.900130538
[2022-04-11 02:51:30.048728]Total energy: 16560140.31449729
[2022-04-11 02:52:46.371770]Total energy: 16563374.177358957
[2022-04-11 02:54:03.203495]Total energy: 16581025.097282512
[2022-04-11 02:55:19.627174]Total energy: 16576828.065642364
[2022-04-11 02:56:36.007705]Total energy: 16570635.073545493
[2022-04-11 02:57:51.641826]Total energy: 16590250.37771301
[2022-04-11 02:59:08.286310]Total energy: 16559388.215014184
[2022-04-11 03:00:45.035708]Total energy: 16568337.453206316
[2022-04-11 03:02:08.371016]Total energy: 16554784.54570591
[2022-04-11 03:03:24.570622]Total energy: 16568026.789243741
[2022-04-11 03:04:43.308940]Total energy: 16580206.394239774
[2022-04-11 03:06:02.363154]Total energy: 16601513.003582438
[2022-04-11 03:07:23.233488]Total energy: 16587086.469360411
[2022-04-11 03:08:40.758186]Total energy: 16589869.133392546
[2022-04-11 03:10:00.537927]Total energy: 16588324.530797195
[2022-04-11 03:11:23.322890]Total energy: 16566042.960746363
[2022-04-11 03:12:51.061697]Total energy: 16596516.514098866
[2022-04-11 03:14:13.112349]Total energy: 16578693.149885423
[2022-04-11 03:15:27.412931]Total energy: 16560910.911441794
[2022-04-11 03:16:44.826914]Total energy: 16588704.896786561
[2022-04-11 03:18:00.986973]Total energy: 16596336.478401234
[2022-04-11 03:19:18.101696]Total energy: 16565562.233197182
[2022-04-11 03:20:52.710124]Total energy: 16565475.803614205
[2022-04-11 03:22:23.429689]Total energy: 16581425.33383812
[2022-04-11 03:23:53.229163]Total energy: 16591420.372053916
[2022-04-11 03:25:09.238213]Total energy: 16557223.590096608
[2022-04-11 03:26:25.729503]Total energy: 16578533.24454342
[2022-04-11 03:27:39.675391]Total energy: 16587935.351089127
[2022-04-11 03:28:54.333894]Total energy: 16598433.282734461
[2022-04-11 03:30:08.117750]Total energy: 16570482.167570481
[2022-04-11 03:31:23.214889]Total energy: 16577536.434636237
[2022-04-11 03:32:37.339183]Total energy: 16592638.78436721
[2022-04-11 03:33:51.661169]Total energy: 16581510.547204953
[2022-04-11 03:35:05.394751]Total energy: 16559702.501524244
[2022-04-11 03:36:18.455431]Total energy: 16579330.962454889
[2022-04-11 03:37:40.000309]Total energy: 16561923.949650722
[2022-04-11 03:38:56.313993]Total energy: 16563114.831633832
[2022-04-11 03:40:12.607554]Total energy: 16582115.70548936
[2022-04-11 03:41:39.729693]Total energy: 16578351.567960784
[2022-04-11 03:43:00.744270]Total energy: 16575576.755260307
[2022-04-11 03:44:18.175557]Total energy: 16571278.562160937
[2022-04-11 03:45:31.692916]Total energy: 16576763.263819356
[2022-04-11 03:46:46.245403]Total energy: 16571366.146994222
[2022-04-11 03:48:00.067763]Total energy: 16582557.666079707
[2022-04-11 03:49:13.004610]Total energy: 16564736.627505537
[2022-04-11 03:50:39.406922]Total energy: 16563926.25750131
[2022-04-11 03:52:04.809970]Total energy: 16582569.68286673
[2022-04-11 03:53:29.358537]Total energy: 16594325.314527975
[2022-04-11 03:54:53.972595]Total energy: 16578401.830652205
[2022-04-11 03:56:11.468352]Total energy: 16588434.496953571
[2022-04-11 03:57:25.459349]Total energy: 16584581.30649919
[2022-04-11 03:58:40.601571]Total energy: 16571948.333869372
[2022-04-11 03:59:57.666782]Total energy: 16577507.84225086
[2022-04-11 04:01:14.401946]Total energy: 16612331.629197003
[2022-04-11 04:02:28.060809]Total energy: 16558908.506912895
[2022-04-11 04:03:41.164589]Total energy: 16562340.663240325
[2022-04-11 04:05:12.984355]Total energy: 16593351.23157012
[2022-04-11 04:06:26.910760]Total energy: 16574594.883437684
[2022-04-11 04:07:41.441275]Total energy: 16577238.045384757
[2022-04-11 04:09:06.379708]Total energy: 16585356.739216633
[2022-04-11 04:10:29.155493]Total energy: 16568753.815998493
[2022-04-11 04:11:43.751208]Total energy: 16580998.350887766
[2022-04-11 04:13:01.631078]Total energy: 16550262.596019398
[2022-04-11 04:14:18.368473]Total energy: 16561644.681599503
[2022-04-11 04:15:32.267307]Total energy: 16584099.964097168
[2022-04-11 04:16:45.585598]Total energy: 16598872.90417246
[2022-04-11 04:17:59.512216]Total energy: 16580504.615002202
[2022-04-11 04:19:22.737728]Total energy: 16560736.29254476
[2022-04-11 04:20:44.089606]Total energy: 16561262.728445599
[2022-04-11 04:22:06.533447]Total energy: 16574192.4754723
[2022-04-11 04:23:20.596400]Total energy: 16569685.041600144
[2022-04-11 04:24:34.929524]Total energy: 16591390.200062593
[2022-04-11 04:25:54.498922]Total energy: 16593650.983822115
[2022-04-11 04:27:13.518561]Total energy: 16566254.296389159
[2022-04-11 04:28:35.535170]Total energy: 16574635.465874556
[2022-04-11 04:29:52.613026]Total energy: 16579946.690609684
[2022-04-11 04:31:17.893754]Total energy: 16593378.206024995
[2022-04-11 04:32:37.203438]Total energy: 16588242.836739285
[2022-04-11 04:33:51.566009]Total energy: 16604603.863529557
[2022-04-11 04:35:04.860140]Total energy: 16581031.552122878
[2022-04-11 04:36:18.784327]Total energy: 16578109.83754967
[2022-04-11 04:37:35.818681]Total energy: 16591683.526529048
[2022-04-11 04:38:57.393585]Total energy: 16556252.324643724
[2022-04-11 04:40:11.550652]Total energy: 16570765.685166735
[2022-04-11 04:41:46.053701]Total energy: 16586657.760368804
[2022-04-11 04:43:07.438216]Total energy: 16592346.5009384
[2022-04-11 04:44:20.526760]Total energy: 16563719.359878305
[2022-04-11 04:45:33.448849]Total energy: 16591520.899205765
[2022-04-11 04:46:47.745962]Total energy: 16559670.93588444
[2022-04-11 04:48:02.056304]Total energy: 16593554.755201569
[2022-04-11 04:49:17.359378]Total energy: 16590678.952747338
[2022-04-11 04:50:40.258676]Total energy: 16563018.063823722
[2022-04-11 04:52:10.859392]Total energy: 16553296.990849828
[2022-04-11 04:53:41.093109]Total energy: 16582853.395332098
[2022-04-11 04:54:55.614865]Total energy: 16603149.306555064
[2022-04-11 04:56:12.439183]Total energy: 16595906.82424738
[2022-04-11 04:57:36.974266]Total energy: 16588608.637054153
[2022-04-11 04:58:54.019322]Total energy: 16584122.908052355
[2022-04-11 05:00:10.161229]Total energy: 16573835.866434954
[2022-04-11 05:01:35.062594]Total energy: 16586003.451520301
[2022-04-11 05:03:00.168569]Total energy: 16564846.431077845
[2022-04-11 05:04:15.070893]Total energy: 16541033.946819594
[2022-04-11 05:05:39.591095]Total energy: 16572745.658274693
[2022-04-11 05:06:59.545872]Total energy: 16608098.041603152
[2022-04-11 05:08:17.887587]Total energy: 16605612.400310796
[2022-04-11 05:09:39.288836]Total energy: 16557311.554629788
[2022-04-11 05:11:18.233676]Total energy: 16567159.51940114
[2022-04-11 05:12:45.571476]Total energy: 16597225.476583486
[2022-04-11 05:14:01.498292]Total energy: 16617866.486267846
[2022-04-11 05:15:16.546094]Total energy: 16577513.426507043
[2022-04-11 05:16:34.250781]Total energy: 16569370.819611363
[2022-04-11 05:17:49.450063]Total energy: 16568214.909212533
[2022-04-11 05:19:09.385115]Total energy: 16570314.08751378
[2022-04-11 05:20:31.426779]Total energy: 16579802.174164912
[2022-04-11 05:22:19.778604]Total energy: 16585829.295068616
[2022-04-11 05:23:49.043518]Total energy: 16567392.173573483
[2022-04-11 05:25:07.524683]Total energy: 16560755.837300908
[2022-04-11 05:26:25.244784]Total energy: 16574292.61546507
[2022-04-11 05:27:39.839759]Total energy: 16579178.397401623
[2022-04-11 05:28:55.609958]Total energy: 16602275.885228625
[2022-04-11 05:30:09.014238]Total energy: 16548418.109504174
[2022-04-11 05:31:40.965343]Total energy: 16592211.076087402
[2022-04-11 05:33:15.620811]Total energy: 16580721.444076737
[2022-04-11 05:34:35.456634]Total energy: 16571087.658144254
[2022-04-11 05:35:48.769665]Total energy: 16569985.80557936
[2022-04-11 05:37:03.291649]Total energy: 16607947.299440062
[2022-04-11 05:38:19.065262]Total energy: 16580283.475888262
[2022-04-11 05:39:38.515914]Total energy: 16579594.839757174
[2022-04-11 05:41:15.881825]Total energy: 16587511.034391794
[2022-04-11 05:42:45.672237]Total energy: 16567309.514422046
[2022-04-11 05:44:13.385125]Total energy: 16567009.363443997
[2022-04-11 05:45:29.547174]Total energy: 16553009.720399294
[2022-04-11 05:46:42.262997]Total energy: 16568750.846051538
[2022-04-11 05:47:56.036823]Total energy: 16575328.910233766
[2022-04-11 05:49:09.427021]Total energy: 16582287.644440258
[2022-04-11 05:50:30.783048]Total energy: 16589498.047480179
[2022-04-11 05:52:07.382378]Total energy: 16589528.77969476
[2022-04-11 05:53:37.342541]Total energy: 16573361.213344293
[2022-04-11 05:54:59.448721]Total energy: 16569887.908425
[2022-04-11 05:56:12.262844]Total energy: 16568791.384447413
[2022-04-11 05:57:29.370899]Total energy: 16587906.333399218
[2022-04-11 05:58:43.898218]Total energy: 16583961.362614714
[2022-04-11 05:59:58.751134]Total energy: 16583159.209741853
[2022-04-11 06:01:17.236996]Total energy: 16555165.802528473
[2022-04-11 06:02:45.665823]Total energy: 16590756.1575704
[2022-04-11 06:04:06.887567]Total energy: 16586623.142370433
[2022-04-11 06:05:22.038590]Total energy: 16559552.60249083
[2022-04-11 06:06:36.916235]Total energy: 16567018.121927693
[2022-04-11 06:07:53.953161]Total energy: 16580279.370201709
[2022-04-11 06:09:13.490787]Total energy: 16558992.860459443
[2022-04-11 06:10:49.954509]Total energy: 16577576.03007271
[2022-04-11 06:12:22.869103]Total energy: 16575682.751107674
[2022-04-11 06:13:43.015439]Total energy: 16579211.328726016
[2022-04-11 06:14:57.245879]Total energy: 16580368.571336627
[2022-04-11 06:16:10.411278]Total energy: 16600533.454129396
[2022-04-11 06:17:26.971147]Total energy: 16582868.02581267
[2022-04-11 06:18:42.986435]Total energy: 16578881.462216595
[2022-04-11 06:20:00.670307]Total energy: 16589706.248737223
[2022-04-11 06:21:23.941019]Total energy: 16603485.742616452
[2022-04-11 06:22:56.207489]Total energy: 16554858.982734362
[2022-04-11 06:24:19.827426]Total energy: 16571359.820895819
[2022-04-11 06:25:38.376782]Total energy: 16581867.67695434
[2022-04-11 06:26:53.291068]Total energy: 16600655.596546944
[2022-04-11 06:28:05.453279]Total energy: 16585315.640733998
[2022-04-11 06:29:17.609836]Total energy: 16563090.4793247
[2022-04-11 06:30:51.078782]Total energy: 16576230.084367538
[2022-04-11 06:32:28.691834]Total energy: 16579109.957449969
[2022-04-11 06:33:46.282500]Total energy: 16585215.77821275
[2022-04-11 06:34:59.137146]Total energy: 16586718.581777364
[2022-04-11 06:36:12.684171]Total energy: 16605437.274405848
[2022-04-11 06:37:27.680883]Total energy: 16573418.582881888
[2022-04-11 06:38:42.335958]Total energy: 16589637.456469562
[2022-04-11 06:39:57.113679]Total energy: 16559437.352379428
[2022-04-11 06:41:21.398675]Total energy: 16568653.666472418
[2022-04-11 06:42:52.545750]Total energy: 16566002.350179726
[2022-04-11 06:44:13.759910]Total energy: 16570096.467686808
[2022-04-11 06:45:28.633524]Total energy: 16559004.756056428
[2022-04-11 06:46:43.118518]Total energy: 16588791.89420615
[2022-04-11 06:47:56.459723]Total energy: 16568239.07720452
[2022-04-11 06:49:10.912545]Total energy: 16568305.006997159
[2022-04-11 06:50:43.019638]Total energy: 16576124.21399519
[2022-04-11 06:52:18.592297]Total energy: 16569484.80903339
[2022-04-11 06:53:40.202092]Total energy: 16565376.2834121
[2022-04-11 06:55:03.557823]Total energy: 16597340.482691599
[2022-04-11 06:56:19.919736]Total energy: 16586108.999323497
[2022-04-11 06:57:33.963141]Total energy: 16566760.994593685
[2022-04-11 06:58:47.163161]Total energy: 16608831.56827191
[2022-04-11 07:00:05.200663]Total energy: 16576430.701595552
[2022-04-11 07:01:22.879553]Total energy: 16574538.010665981
[2022-04-11 07:02:40.326292]Total energy: 16596545.60856697
[2022-04-11 07:03:53.141304]Total energy: 16576113.718322778
[2022-04-11 07:05:06.228315]Total energy: 16563182.450205628
[2022-04-11 07:06:20.299767]Total energy: 16549615.87308279
[2022-04-11 07:07:36.853373]Total energy: 16595508.105181566
[2022-04-11 07:08:51.532156]Total energy: 16602520.69151316
[2022-04-11 07:10:04.564638]Total energy: 16590101.358641585
[2022-04-11 07:11:27.284157]Total energy: 16587972.92754574
[2022-04-11 07:12:48.479318]Total energy: 16597921.621213207
[2022-04-11 07:14:04.993102]Total energy: 16580401.84460148
[2022-04-11 07:15:18.291456]Total energy: 16598130.801977199
[2022-04-11 07:16:30.936008]Total energy: 16581474.68999571
[2022-04-11 07:17:42.952436]Total energy: 16570051.399280645
[2022-04-11 07:18:55.158336]Total energy: 16597869.729539352
[2022-04-11 07:20:08.492104]Total energy: 16584271.766118655
[2022-04-11 07:21:24.250449]Total energy: 16590549.379567675
[2022-04-11 07:22:38.997578]Total energy: 16597707.966648165
[2022-04-11 07:23:54.140020]Total energy: 16558273.628904568
[2022-04-11 07:25:07.862740]Total energy: 16566655.601982903
[2022-04-11 07:26:20.722707]Total energy: 16582659.629795138
[2022-04-11 07:27:33.251137]Total energy: 16580373.241254758
[2022-04-11 07:28:46.566401]Total energy: 16592248.751334697
[2022-04-11 07:29:59.331660]Total energy: 16571282.124272129
[2022-04-11 07:31:25.630781]Total energy: 16580200.432160374
[2022-04-11 07:32:45.879032]Total energy: 16598338.499779077
[2022-04-11 07:33:59.920868]Total energy: 16556972.491328012
[2022-04-11 07:35:13.308460]Total energy: 16548405.013759788
[2022-04-11 07:36:26.354963]Total energy: 16608825.0018923
[2022-04-11 07:37:38.880268]Total energy: 16582224.876262136
[2022-04-11 07:38:58.277967]Total energy: 16575701.302689278
[2022-04-11 07:40:13.708997]Total energy: 16619998.990636252
[2022-04-11 07:41:37.360103]Total energy: 16593565.659862852
[2022-04-11 07:43:02.155587]Total energy: 16583920.550486967
[2022-04-11 07:44:32.786074]Total energy: 16566663.536037417
[2022-04-11 07:45:54.522895]Total energy: 16551825.63251085
[2022-04-11 07:47:08.311399]Total energy: 16570557.857275609
[2022-04-11 07:48:23.244615]Total energy: 16572693.785785856
[2022-04-11 07:49:36.185336]Total energy: 16595841.645582382
[2022-04-11 07:50:56.820885]Total energy: 16590629.01708364
[2022-04-11 07:52:27.867851]Total energy: 16592327.361362565
[2022-04-11 07:53:48.395817]Total energy: 16597104.997835036
[2022-04-11 07:55:01.171918]Total energy: 16576169.452664707
[2022-04-11 07:56:15.203540]Total energy: 16612068.430817835
[2022-04-11 07:57:28.588164]Total energy: 16588730.501937116
[2022-04-11 07:58:41.519401]Total energy: 16578325.504967434
[2022-04-11 07:59:55.378039]Total energy: 16565681.493379507
[2022-04-11 08:01:20.103463]Total energy: 16590638.595099898
[2022-04-11 08:02:40.854100]Total energy: 16594401.763444094
[2022-04-11 08:03:58.499352]Total energy: 16577422.529909464
[2022-04-11 08:05:15.036445]Total energy: 16591570.921290172
[2022-04-11 08:06:29.180476]Total energy: 16617411.501752159
[2022-04-11 08:07:41.628649]Total energy: 16579102.39266567
[2022-04-11 08:08:56.799183]Total energy: 16567606.564232497
[2022-04-11 08:10:11.093569]Total energy: 16578665.757135382
[2022-04-11 08:11:34.160600]Total energy: 16551915.989575582
[2022-04-11 08:12:55.125812]Total energy: 16603078.266842725
[2022-04-11 08:14:16.742960]Total energy: 16576119.321035245
[2022-04-11 08:15:30.934347]Total energy: 16574583.306295374
[2022-04-11 08:16:45.068909]Total energy: 16576000.949655674
[2022-04-11 08:18:02.829798]Total energy: 16569522.64116603
[2022-04-11 08:19:17.378054]Total energy: 16565026.429172883
[2022-04-11 08:20:46.513638]Total energy: 16571063.294544095
[2022-04-11 08:22:24.610414]Total energy: 16589841.319856834
[2022-04-11 08:23:44.664749]Total energy: 16576886.271230813
[2022-04-11 08:24:57.052156]Total energy: 16571694.825203072
[2022-04-11 08:26:11.228277]Total energy: 16561045.940947067
[2022-04-11 08:27:25.885389]Total energy: 16581237.46133431
[2022-04-11 08:28:39.585166]Total energy: 16599772.999293383
[2022-04-11 08:29:52.659644]Total energy: 16587540.918443907
[2022-04-11 08:31:15.733586]Total energy: 16580873.278731907
[2022-04-11 08:32:50.074753]Total energy: 16575278.862149008
[2022-04-11 08:34:09.536342]Total energy: 16584292.250368604
[2022-04-11 08:35:25.911386]Total energy: 16550739.500799453
[2022-04-11 08:36:38.821834]Total energy: 16581941.412555924
[2022-04-11 08:37:51.394838]Total energy: 16569871.199442545
[2022-04-11 08:39:05.653402]Total energy: 16573279.682704566
[2022-04-11 08:40:21.306368]Total energy: 16572862.393903492
[2022-04-11 08:41:57.883391]Total energy: 16586074.223285062
[2022-04-11 08:43:22.102855]Total energy: 16595179.625509791
[2022-04-11 08:44:39.929965]Total energy: 16590567.964588499
