initial: all - diverse_all
[2022-04-09 05:09:21.065207]Total energy: 16788303.49706389
[2022-04-09 05:11:01.136355]Total energy: 16791150.554710697
[2022-04-09 05:12:24.023635]Total energy: 16778450.82661816
[2022-04-09 05:13:40.466437]Total energy: 16793038.736323856
[2022-04-09 05:14:56.904918]Total energy: 16778356.374797057
[2022-04-09 05:16:13.492817]Total energy: 16784318.562050376
[2022-04-09 05:17:29.346767]Total energy: 16784556.350520357
[2022-04-09 05:22:39.066381]Total energy: 16769140.909029739
[2022-04-09 05:23:57.767936]Total energy: 16773048.84206468
[2022-04-09 05:25:16.357993]Total energy: 16786531.73357323
[2022-04-09 05:26:33.738399]Total energy: 16782099.92898712
[2022-04-09 05:28:09.896766]Total energy: 16775773.417612996
[2022-04-09 05:29:28.301178]Total energy: 16778859.002201
[2022-04-09 05:31:02.022097]Total energy: 16781564.499619223
[2022-04-09 05:32:25.595690]Total energy: 16779755.026403848
[2022-04-09 05:33:44.476558]Total energy: 16783872.876340337
[2022-04-09 05:35:02.950818]Total energy: 16779979.90140253
[2022-04-09 05:36:21.206622]Total energy: 16776279.350709291
[2022-04-09 05:37:44.098100]Total energy: 16778642.20542316
[2022-04-09 05:39:02.804455]Total energy: 16776502.320664937
[2022-04-09 05:40:21.143127]Total energy: 16771986.227855848
[2022-04-09 05:41:43.590868]Total energy: 16788263.98612864
[2022-04-09 05:43:02.379888]Total energy: 16775163.243822511
[2022-04-09 05:44:20.676139]Total energy: 16762624.66126166
[2022-04-09 05:45:38.689445]Total energy: 16789139.734288037
[2022-04-09 05:46:57.275586]Total energy: 16768023.999823732
[2022-04-09 05:48:15.128215]Total energy: 16779312.84981074
[2022-04-09 05:49:32.765335]Total energy: 16771712.660204764
[2022-04-09 05:50:59.676269]Total energy: 16769349.094246252
[2022-04-09 05:52:20.937678]Total energy: 16785488.506136164
[2022-04-09 05:53:39.185809]Total energy: 16793745.04391245
[2022-04-09 05:54:57.161457]Total energy: 16782110.9170044
[2022-04-09 05:56:15.193773]Total energy: 16768120.127221927
[2022-04-09 05:57:32.490155]Total energy: 16767602.601790264
[2022-04-09 05:58:51.280294]Total energy: 16791184.507155422
[2022-04-09 06:00:09.174580]Total energy: 16758945.550204016
[2022-04-09 06:01:34.222289]Total energy: 16783945.976632833
[2022-04-09 06:02:52.892936]Total energy: 16772333.4341112
[2022-04-09 06:04:10.824342]Total energy: 16784564.69209918
[2022-04-09 06:05:28.686391]Total energy: 16760444.784009486
[2022-04-09 06:06:47.006484]Total energy: 16778105.513634346
[2022-04-09 06:08:06.391119]Total energy: 16778065.268822633
[2022-04-09 06:09:24.202777]Total energy: 16784721.58928911
[2022-04-09 06:10:59.470980]Total energy: 16766204.928798268
[2022-04-09 06:12:38.530449]Total energy: 16783675.673784178
[2022-04-09 06:13:58.287652]Total energy: 16776103.019822938
[2022-04-09 06:15:15.549970]Total energy: 16772131.566450585
[2022-04-09 06:16:33.394920]Total energy: 16771444.725278957
[2022-04-09 06:17:51.686356]Total energy: 16794435.950046703
[2022-04-09 06:19:10.381341]Total energy: 16779028.836274106
[2022-04-09 06:20:55.208070]Total energy: 16798099.529151756
[2022-04-09 06:22:18.676345]Total energy: 16779306.188263398
[2022-04-09 06:23:42.890944]Total energy: 16777592.565863766
[2022-04-09 06:25:02.849517]Total energy: 16794520.183799434
[2022-04-09 06:26:23.247305]Total energy: 16771168.269390566
[2022-04-09 06:27:42.572083]Total energy: 16796535.126346998
[2022-04-09 06:29:00.674905]Total energy: 16774943.837201951
[2022-04-09 06:30:19.213774]Total energy: 16790454.051004726
[2022-04-09 06:31:45.809020]Total energy: 16774483.108874505
[2022-04-09 06:33:05.881925]Total energy: 16780238.633922305
[2022-04-09 06:34:28.662680]Total energy: 16787899.99877877
[2022-04-09 06:35:47.407240]Total energy: 16781396.409296498
[2022-04-09 06:37:05.232590]Total energy: 16788002.040923547
[2022-04-09 06:38:23.192383]Total energy: 16771775.530483471
[2022-04-09 06:39:42.455012]Total energy: 16768200.06538066
[2022-04-09 06:41:20.132962]Total energy: 16774968.008303769
[2022-04-09 06:42:44.294539]Total energy: 16778291.88005527
[2022-04-09 06:44:01.681805]Total energy: 16788781.199540094
[2022-04-09 06:45:18.798088]Total energy: 16793374.259759404
[2022-04-09 06:46:38.996573]Total energy: 16776770.85802557
[2022-04-09 06:48:02.557084]Total energy: 16765963.975570029
[2022-04-09 06:49:29.361407]Total energy: 16776068.991653176
[2022-04-09 06:51:23.222683]Total energy: 16780428.598415483
[2022-04-09 06:52:47.180116]Total energy: 16793591.903004285
[2022-04-09 06:54:04.500933]Total energy: 16785807.11562656
[2022-04-09 06:55:24.759435]Total energy: 16754986.649945008
[2022-04-09 06:56:42.358713]Total energy: 16783107.7375602
[2022-04-09 06:58:01.320163]Total energy: 16778786.562739
[2022-04-09 06:59:18.592284]Total energy: 16768278.577927822
[2022-04-09 07:00:46.141760]Total energy: 16763298.581948267
[2022-04-09 07:02:06.720914]Total energy: 16772107.382878097
[2022-04-09 07:03:24.667143]Total energy: 16770251.337653097
[2022-04-09 07:04:42.918666]Total energy: 16759098.780702785
[2022-04-09 07:06:02.013069]Total energy: 16777410.145001866
[2022-04-09 07:07:20.118177]Total energy: 16784192.139984086
[2022-04-09 07:08:38.571379]Total energy: 16786423.839721836
[2022-04-09 07:09:57.730165]Total energy: 16774239.28674895
[2022-04-09 07:11:31.628224]Total energy: 16774952.748260165
[2022-04-09 07:12:56.944632]Total energy: 16770504.463472538
[2022-04-09 07:14:16.683775]Total energy: 16766396.648069471
[2022-04-09 07:15:35.151540]Total energy: 16782218.530020785
[2022-04-09 07:16:52.689959]Total energy: 16789238.5588076
[2022-04-09 07:18:10.941994]Total energy: 16774588.814547637
[2022-04-09 07:19:31.040599]Total energy: 16770647.854529843
[2022-04-09 07:21:14.462540]Total energy: 16786243.306995433
[2022-04-09 07:22:51.772663]Total energy: 16777519.061965104
[2022-04-09 07:24:17.226875]Total energy: 16767363.323795319
[2022-04-09 07:25:47.110401]Total energy: 16768018.879488064
[2022-04-09 07:28:21.280769]Total energy: 16785064.932771653
[2022-04-09 07:32:56.659458]Total energy: 16783103.141223058
[2022-04-09 07:34:17.536875]Total energy: 16776364.670960717
[2022-04-09 07:35:37.005192]Total energy: 16768535.06996171
[2022-04-09 07:36:54.644005]Total energy: 16764984.370932415
[2022-04-09 07:38:12.143132]Total energy: 16779022.597664952
[2022-04-09 07:39:31.581787]Total energy: 16779526.46924126
[2022-04-09 07:40:59.918358]Total energy: 16759042.06713486
[2022-04-09 07:42:25.553830]Total energy: 16771372.41603406
[2022-04-09 07:43:46.380257]Total energy: 16769562.266348993
[2022-04-09 07:45:07.938162]Total energy: 16753081.535691284
[2022-04-09 07:46:26.946494]Total energy: 16726984.299190348
[2022-04-09 07:47:45.447136]Total energy: 16780006.48144435
[2022-04-09 07:49:03.402701]Total energy: 16783126.085132908
[2022-04-09 07:50:31.890945]Total energy: 16780166.422981724
[2022-04-09 07:52:01.833392]Total energy: 16777972.025066506
[2022-04-09 07:53:20.956819]Total energy: 16786522.54817247
[2022-04-09 07:54:42.770126]Total energy: 16787818.327708296
[2022-04-09 07:56:02.883650]Total energy: 16793770.51209397
[2022-04-09 07:57:24.138552]Total energy: 16778526.083067313
[2022-04-09 07:58:44.019090]Total energy: 16778107.40408177
[2022-04-09 08:00:07.308045]Total energy: 16788549.457599588
[2022-04-09 08:01:31.978880]Total energy: 16779249.02065876
[2022-04-09 08:02:58.486522]Total energy: 16788886.70287247
[2022-04-09 08:04:18.467127]Total energy: 16779728.494455192
[2022-04-09 08:05:36.319779]Total energy: 16790991.906416763
[2022-04-09 08:06:54.544920]Total energy: 16789035.598546717
[2022-04-09 08:08:15.703720]Total energy: 16787154.824471924
[2022-04-09 08:09:34.130002]Total energy: 16796192.68574689
[2022-04-09 08:11:04.197898]Total energy: 16777721.004061177
[2022-04-09 08:12:29.821952]Total energy: 16799913.743355807
[2022-04-09 08:13:48.391314]Total energy: 16787331.220048066
[2022-04-09 08:15:06.069410]Total energy: 16772365.995989807
[2022-04-09 08:16:26.402888]Total energy: 16774317.772227818
[2022-04-09 08:17:44.429638]Total energy: 16771988.557421247
[2022-04-09 08:19:02.487418]Total energy: 16790671.03826816
[2022-04-09 08:20:19.504983]Total energy: 16787863.459427863
[2022-04-09 08:21:43.829203]Total energy: 16786008.923357245
[2022-04-09 08:23:09.869176]Total energy: 16797995.223052338
[2022-04-09 08:24:29.899701]Total energy: 16784720.034573782
[2022-04-09 08:25:48.860692]Total energy: 16791953.221812885
[2022-04-09 08:27:06.353511]Total energy: 16775737.83507246
[2022-04-09 08:28:26.003908]Total energy: 16784181.380093988
[2022-04-09 08:29:43.492904]Total energy: 16795228.056887157
[2022-04-09 08:31:22.665951]Total energy: 16790926.073702253
[2022-04-09 08:32:43.872607]Total energy: 16782053.0088472
[2022-04-09 08:34:02.094629]Total energy: 16791990.701277837
[2022-04-09 08:35:20.464138]Total energy: 16798505.84138971
[2022-04-09 08:36:38.573064]Total energy: 16785778.59789125
[2022-04-09 08:37:57.963213]Total energy: 16775883.302222526
[2022-04-09 08:39:17.278151]Total energy: 16792212.5319118
[2022-04-09 08:40:50.878313]Total energy: 16787805.00261029
[2022-04-09 08:42:16.584628]Total energy: 16775301.547231609
[2022-04-09 08:43:35.643959]Total energy: 16793153.04374465
[2022-04-09 08:44:53.960452]Total energy: 16791715.809711732
[2022-04-09 08:46:13.820629]Total energy: 16772123.252515873
[2022-04-09 08:47:33.266941]Total energy: 16773788.407815216
[2022-04-09 08:48:51.837201]Total energy: 16781059.10584462
[2022-04-09 08:50:10.967061]Total energy: 16779703.5203591
[2022-04-09 08:51:40.851292]Total energy: 16774002.583496204
[2022-04-09 08:53:02.170721]Total energy: 16788573.29465985
[2022-04-09 08:54:22.539150]Total energy: 16784242.238950577
[2022-04-09 08:55:41.061051]Total energy: 16784664.512494933
[2022-04-09 08:56:58.826490]Total energy: 16799495.649285972
[2022-04-09 08:58:17.673599]Total energy: 16793751.37086153
[2022-04-09 08:59:37.158633]Total energy: 16782369.108397663
[2022-04-09 09:01:17.085662]Total energy: 16776606.719962604
[2022-04-09 09:02:45.985392]Total energy: 16787611.97614552
[2022-04-09 09:04:14.683380]Total energy: 16790785.55922068
[2022-04-09 09:05:35.107517]Total energy: 16795603.517459635
[2022-04-09 09:06:54.825978]Total energy: 16788490.235810507
[2022-04-09 09:08:12.449804]Total energy: 16789288.46615449
[2022-04-09 09:09:33.465302]Total energy: 16769828.850141015
[2022-04-09 09:11:10.733085]Total energy: 16782237.342676334
[2022-04-09 09:12:39.616451]Total energy: 16784885.503606565
[2022-04-09 09:14:02.588439]Total energy: 16792381.708393674
[2022-04-09 09:15:29.429144]Total energy: 16782614.05281621
[2022-04-09 09:16:52.043591]Total energy: 16780574.670659553
[2022-04-09 09:18:14.968267]Total energy: 16791082.25511983
[2022-04-09 09:19:34.465712]Total energy: 16778964.326025613
[2022-04-09 09:20:52.041803]Total energy: 16800089.203844383
[2022-04-09 09:22:10.454259]Total energy: 16780522.778072763
[2022-04-09 09:23:27.591891]Total energy: 16788398.25320196
[2022-04-09 09:24:45.820948]Total energy: 16780134.600703306
[2022-04-09 09:26:04.711954]Total energy: 16792752.69137748
[2022-04-09 09:27:21.916860]Total energy: 16777646.36399276
[2022-04-09 09:28:40.488558]Total energy: 16783476.429670833
[2022-04-09 09:29:58.456204]Total energy: 16792604.8961521
[2022-04-09 09:31:45.561927]Total energy: 16796827.78876347
[2022-04-09 09:33:15.585003]Total energy: 16799034.5213671
[2022-04-09 09:34:41.552828]Total energy: 16799359.263129234
[2022-04-09 09:36:01.144850]Total energy: 16781944.627916053
[2022-04-09 09:37:18.529762]Total energy: 16792920.507502645
[2022-04-09 09:38:35.136609]Total energy: 16788338.53087703
[2022-04-09 09:39:52.192710]Total energy: 16788229.980177473
[2022-04-09 09:41:26.954763]Total energy: 16788948.5479357
[2022-04-09 09:43:02.101864]Total energy: 16783441.506861396
[2022-04-09 09:44:31.133141]Total energy: 16788249.918261565
[2022-04-09 09:45:58.336911]Total energy: 16782515.496739123
[2022-04-09 09:47:18.775935]Total energy: 16786273.158261318
[2022-04-09 09:48:37.599945]Total energy: 16786233.39767205
[2022-04-09 09:49:55.716033]Total energy: 16795881.42805804
[2022-04-09 09:51:42.181181]Total energy: 16786903.241902098
[2022-04-09 09:53:11.257402]Total energy: 16775042.580375696
[2022-04-09 09:54:31.027786]Total energy: 16790023.977625143
[2022-04-09 09:55:50.802994]Total energy: 16791478.79266799
[2022-04-09 09:57:07.910937]Total energy: 16792946.255930003
[2022-04-09 09:58:25.290258]Total energy: 16788979.80393729
[2022-04-09 09:59:43.953018]Total energy: 16794125.25454212
[2022-04-09 10:01:31.283489]Total energy: 16794842.71375046
[2022-04-09 10:03:03.461728]Total energy: 16789631.22090486
[2022-04-09 10:04:31.841635]Total energy: 16773822.158165045
[2022-04-09 10:05:50.830678]Total energy: 16792102.48885104
[2022-04-09 10:07:07.866958]Total energy: 16795519.578338847
[2022-04-09 10:08:25.390978]Total energy: 16785982.857775196
[2022-04-09 10:09:44.799069]Total energy: 16783520.7410929
[2022-04-09 10:11:09.163158]Total energy: 16788263.451324306
[2022-04-09 10:12:35.213529]Total energy: 16792252.339972507
[2022-04-09 10:13:59.956189]Total energy: 16789681.127165254
[2022-04-09 10:15:19.332680]Total energy: 16789814.91602697
[2022-04-09 10:16:36.607686]Total energy: 16789377.865328863
[2022-04-09 10:17:53.342633]Total energy: 16771360.135521827
[2022-04-09 10:19:11.117782]Total energy: 16785989.692663245
[2022-04-09 10:20:44.946648]Total energy: 16797120.27743726
[2022-04-09 10:22:12.218395]Total energy: 16777652.40420089
[2022-04-09 10:23:40.213133]Total energy: 16778420.194368538
[2022-04-09 10:25:09.253049]Total energy: 16777027.701615565
[2022-04-09 10:26:29.212688]Total energy: 16779035.935799424
[2022-04-09 10:27:48.676668]Total energy: 16795514.01278704
[2022-04-09 10:29:06.724514]Total energy: 16778613.077382725
[2022-04-09 10:30:34.677309]Total energy: 16776231.153601333
[2022-04-09 10:32:05.015523]Total energy: 16799049.819287118
[2022-04-09 10:33:25.858522]Total energy: 16772846.98248186
[2022-04-09 10:34:43.866701]Total energy: 16778260.676445164
[2022-04-09 10:36:02.178385]Total energy: 16788990.36770229
[2022-04-09 10:37:27.488768]Total energy: 16792459.179704018
[2022-04-09 10:38:49.928774]Total energy: 16783801.026702873
[2022-04-09 10:40:06.946597]Total energy: 16779193.127745867
[2022-04-09 10:41:38.883478]Total energy: 16789107.58425692
[2022-04-09 10:43:08.584042]Total energy: 16792455.59605425
[2022-04-09 10:44:33.938124]Total energy: 16783241.47948193
[2022-04-09 10:45:53.025594]Total energy: 16783138.061462197
[2022-04-09 10:47:10.649798]Total energy: 16769171.637571122
[2022-04-09 10:48:29.554823]Total energy: 16777184.267280245
[2022-04-09 10:49:48.986308]Total energy: 16793177.88106798
[2022-04-09 10:51:12.294565]Total energy: 16789841.888163153
[2022-04-09 10:52:40.333119]Total energy: 16786677.61987643
[2022-04-09 10:54:10.209905]Total energy: 16775717.408205828
[2022-04-09 10:55:30.520043]Total energy: 16784834.633330345
[2022-04-09 10:56:48.142985]Total energy: 16780446.817621626
[2022-04-09 10:58:07.415701]Total energy: 16790733.253193162
[2022-04-09 10:59:24.654206]Total energy: 16790541.55466908
[2022-04-09 11:01:01.000899]Total energy: 16783551.36705981
[2022-04-09 11:02:29.937014]Total energy: 16783918.19080777
[2022-04-09 11:03:48.693065]Total energy: 16800839.575946674
[2022-04-09 11:05:05.965444]Total energy: 16790476.22059166
[2022-04-09 11:06:22.909043]Total energy: 16783613.719695486
[2022-04-09 11:07:39.873844]Total energy: 16793800.64917827
[2022-04-09 11:08:56.404062]Total energy: 16782039.645792305
[2022-04-09 11:10:13.748016]Total energy: 16773949.971845651
[2022-04-09 11:11:38.186572]Total energy: 16786248.70058646
[2022-04-09 11:13:05.776723]Total energy: 16783614.36160203
[2022-04-09 11:14:26.070631]Total energy: 16792827.175657723
[2022-04-09 11:15:45.852460]Total energy: 16790857.43934141
[2022-04-09 11:17:05.512899]Total energy: 16786853.649861667
[2022-04-09 11:18:23.266003]Total energy: 16797689.521489855
[2022-04-09 11:19:42.927360]Total energy: 16780372.013292838
[2022-04-09 11:21:05.524063]Total energy: 16788762.32223544
[2022-04-09 11:22:33.449328]Total energy: 16783341.75104383
[2022-04-09 11:23:54.442874]Total energy: 16782357.444892827
[2022-04-09 11:25:12.470514]Total energy: 16788845.829198264
[2022-04-09 11:26:30.516817]Total energy: 16796897.6215842
[2022-04-09 11:27:51.274203]Total energy: 16779417.861849416
[2022-04-09 11:29:10.229258]Total energy: 16781625.475988906
[2022-04-09 11:30:45.732633]Total energy: 16779266.360889114
[2022-04-09 11:32:08.314247]Total energy: 16791925.800783195
[2022-04-09 11:33:27.597786]Total energy: 16766984.696399191
[2022-04-09 11:34:44.500177]Total energy: 16771981.836942146
[2022-04-09 11:36:01.144230]Total energy: 16786545.776437886
[2022-04-09 11:37:18.937996]Total energy: 16790005.624831375
[2022-04-09 11:38:36.619165]Total energy: 16779163.652023505
[2022-04-09 11:39:55.160016]Total energy: 16794050.181606665
[2022-04-09 11:41:29.237145]Total energy: 16792900.556281175
[2022-04-09 11:43:04.656734]Total energy: 16789020.942346033
[2022-04-09 11:44:31.463616]Total energy: 16798680.60309374
[2022-04-09 11:45:50.092048]Total energy: 16791588.568713777
[2022-04-09 11:47:10.690247]Total energy: 16778080.037140246
[2022-04-09 11:48:28.446652]Total energy: 16793168.61432089
[2022-04-09 11:49:47.672884]Total energy: 16798164.86834597
[2022-04-09 11:51:19.840023]Total energy: 16776389.522604227
[2022-04-09 11:52:46.825218]Total energy: 16777061.219096046
[2022-04-09 11:54:07.296316]Total energy: 16783640.541975956
[2022-04-09 11:55:26.592519]Total energy: 16789180.990787223
[2022-04-09 11:56:45.029463]Total energy: 16787904.543182857
[2022-04-09 11:58:05.130466]Total energy: 16785903.072571814
[2022-04-09 11:59:23.208978]Total energy: 16793569.02027846
[2022-04-09 12:01:06.710559]Total energy: 16782400.779826604
[2022-04-09 12:02:30.795517]Total energy: 16790285.749329302
[2022-04-09 12:03:53.656279]Total energy: 16786727.35542135
[2022-04-09 12:05:12.145639]Total energy: 16778630.09195504
[2022-04-09 12:06:30.219212]Total energy: 16794589.413766354
[2022-04-09 12:07:48.070329]Total energy: 16793821.92854526
[2022-04-09 12:09:05.562596]Total energy: 16768762.658952592
[2022-04-09 12:10:30.032554]Total energy: 16773613.063022632
[2022-04-09 12:11:58.548391]Total energy: 16773636.095862497
[2022-04-09 12:13:14.891835]Total energy: 16781080.578874968
[2022-04-09 12:14:31.775473]Total energy: 16807069.192010783
[2022-04-09 12:15:48.844054]Total energy: 16782341.555907752
[2022-04-09 12:17:05.239276]Total energy: 16796642.57548764
[2022-04-09 12:18:21.449606]Total energy: 16803489.466104712
[2022-04-09 12:19:44.242406]Total energy: 16782298.526303466
[2022-04-09 12:21:12.951813]Total energy: 16781054.700032033
[2022-04-09 12:22:39.491154]Total energy: 16782296.384043347
[2022-04-09 12:23:59.695091]Total energy: 16782610.875290897
[2022-04-09 12:25:16.285418]Total energy: 16786525.149455518
[2022-04-09 12:26:36.340549]Total energy: 16795050.725184187
[2022-04-09 12:27:53.216234]Total energy: 16793011.468852
[2022-04-09 12:29:10.494330]Total energy: 16784532.13754394
[2022-04-09 12:30:46.691291]Total energy: 16779272.472935576
[2022-04-09 12:32:18.260829]Total energy: 16784449.279939033
[2022-04-09 12:33:37.496535]Total energy: 16779987.99305144
[2022-04-09 12:34:55.248644]Total energy: 16772713.457096025
[2022-04-09 12:36:13.444751]Total energy: 16790393.456995003
[2022-04-09 12:37:30.365543]Total energy: 16784422.40733416
[2022-04-09 12:38:46.309823]Total energy: 16790243.303266253
[2022-04-09 12:40:02.487910]Total energy: 16805683.80200944
[2022-04-09 12:41:27.299376]Total energy: 16778017.570383362
[2022-04-09 12:42:54.347311]Total energy: 16787263.73523224
[2022-04-09 12:44:13.904260]Total energy: 16786290.954508796
[2022-04-09 12:45:30.504160]Total energy: 16774704.95144477
[2022-04-09 12:46:46.571827]Total energy: 16788090.930232596
[2022-04-09 12:48:03.960779]Total energy: 16778066.8415669
[2022-04-09 12:49:20.500538]Total energy: 16782816.80643673
[2022-04-09 12:50:46.675213]Total energy: 16791636.915035713
[2022-04-09 12:52:10.106507]Total energy: 16789788.15510676
[2022-04-09 12:53:26.050464]Total energy: 16790715.820830118
[2022-04-09 12:54:42.565183]Total energy: 16783715.42755707
[2022-04-09 12:55:59.631475]Total energy: 16791450.52539815
[2022-04-09 12:57:16.469920]Total energy: 16785240.44734747
[2022-04-09 12:58:33.039689]Total energy: 16788389.127079584
[2022-04-09 12:59:50.243535]Total energy: 16787370.750332043
[2022-04-09 13:01:24.455902]Total energy: 16788549.02295611
[2022-04-09 13:02:47.716762]Total energy: 16775112.70650205
[2022-04-09 13:04:15.055380]Total energy: 16769745.352360792
[2022-04-09 13:05:41.213008]Total energy: 16781325.288033273
[2022-04-09 13:06:58.682866]Total energy: 16782931.916211583
[2022-04-09 13:08:16.264969]Total energy: 16791710.80549838
[2022-04-09 13:09:32.776375]Total energy: 16782392.549223155
[2022-04-09 13:11:10.281994]Total energy: 16783998.585123233
[2022-04-09 13:12:35.338858]Total energy: 16785801.73978768
[2022-04-09 13:14:02.929279]Total energy: 16790022.965939935
[2022-04-09 13:15:23.072065]Total energy: 16788298.883701626
[2022-04-09 13:16:40.013440]Total energy: 16778376.04382328
[2022-04-09 13:17:58.781658]Total energy: 16789718.66413026
[2022-04-09 13:19:16.237787]Total energy: 16779378.429466702
[2022-04-09 13:20:42.680421]Total energy: 16786833.540271867
[2022-04-09 13:22:01.428106]Total energy: 16781149.494978543
[2022-04-09 13:23:20.423823]Total energy: 16780893.025232762
[2022-04-09 13:24:37.504417]Total energy: 16783461.35354906
[2022-04-09 13:25:55.526688]Total energy: 16779797.018580455
[2022-04-09 13:27:15.082039]Total energy: 16787251.16804858
[2022-04-09 13:28:32.417164]Total energy: 16782050.099763677
[2022-04-09 13:29:50.869526]Total energy: 16790481.444261815
[2022-04-09 13:31:09.643760]Total energy: 16800357.80125783
[2022-04-09 13:32:27.936800]Total energy: 16798765.55424739
[2022-04-09 13:33:49.131798]Total energy: 16783684.64183776
[2022-04-09 13:35:08.246526]Total energy: 16779660.163131483
[2022-04-09 13:36:27.091822]Total energy: 16793466.949316163
[2022-04-09 13:37:47.491863]Total energy: 16803510.27146638
[2022-04-09 13:39:06.631993]Total energy: 16805089.322829794
[2022-04-09 13:40:40.318364]Total energy: 16790542.946184304
[2022-04-09 13:42:00.803904]Total energy: 16798003.57586775
[2022-04-09 13:43:18.106588]Total energy: 16780362.29670715
[2022-04-09 13:44:35.434214]Total energy: 16779779.919063468
[2022-04-09 13:45:53.690677]Total energy: 16788047.35729475
[2022-04-09 13:47:12.470902]Total energy: 16780309.658300184
[2022-04-09 13:48:30.118727]Total energy: 16784515.619523946
[2022-04-09 13:49:49.548308]Total energy: 16802505.532601662
[2022-04-09 13:51:18.568834]Total energy: 16781913.932487275
[2022-04-09 13:53:02.320208]Total energy: 16802947.07621571
[2022-04-09 13:55:13.183818]Total energy: 16783766.43525705
[2022-04-09 13:57:29.662191]Total energy: 16788304.72633839
[2022-04-09 13:59:39.691842]Total energy: 16792383.169977512
[2022-04-09 14:01:53.374595]Total energy: 16786420.670623545
[2022-04-09 14:04:01.127048]Total energy: 16776225.70113768
[2022-04-09 14:06:02.959923]Total energy: 16783647.986372568
[2022-04-09 14:08:12.165879]Total energy: 16777201.167137636
[2022-04-09 14:10:03.890092]Total energy: 16781780.361296482
[2022-04-09 14:12:02.680080]Total energy: 16799723.13658286
[2022-04-09 14:13:56.468113]Total energy: 16780613.217818495
[2022-04-09 14:16:08.101776]Total energy: 16776377.9341639
[2022-04-09 14:18:25.196799]Total energy: 16783546.24173187
[2022-04-09 14:19:56.800654]Total energy: 16795373.85559838
[2022-04-09 14:21:14.622448]Total energy: 16789592.195182312
[2022-04-09 14:22:35.000943]Total energy: 16785301.04180583
[2022-04-09 14:23:53.415812]Total energy: 16786311.125863284
[2022-04-09 14:25:09.762914]Total energy: 16784856.84839208
[2022-04-09 14:26:26.202057]Total energy: 16790406.93954609
[2022-04-09 14:27:43.944737]Total energy: 16796067.644416194
[2022-04-09 14:29:00.885316]Total energy: 16793459.732604507
[2022-04-09 14:30:23.220929]Total energy: 16787814.935791176
[2022-04-09 14:31:51.145334]Total energy: 16776691.7150319
[2022-04-09 14:33:10.742884]Total energy: 16783423.88760545
[2022-04-09 14:34:33.887969]Total energy: 16778762.002600282
[2022-04-09 14:35:54.621174]Total energy: 16779610.179544277
[2022-04-09 14:37:12.396787]Total energy: 16786308.498431552
[2022-04-09 14:38:35.008675]Total energy: 16782744.658873178
[2022-04-09 14:39:52.994870]Total energy: 16771188.29801473
[2022-04-09 14:41:24.924690]Total energy: 16784740.649768397
[2022-04-09 14:42:48.705595]Total energy: 16787529.61080864
[2022-04-09 14:44:17.217954]Total energy: 16793080.834233847
[2022-04-09 14:45:46.543449]Total energy: 16781257.125544608
[2022-04-09 14:47:09.093123]Total energy: 16780195.8655669
[2022-04-09 14:48:32.587340]Total energy: 16782258.436886176
[2022-04-09 14:49:50.422628]Total energy: 16764875.805914408
[2022-04-09 14:51:23.624246]Total energy: 16778703.09004447
[2022-04-09 14:52:44.880412]Total energy: 16780107.397025205
[2022-04-09 14:54:03.438772]Total energy: 16799832.322246302
[2022-04-09 14:55:23.998700]Total energy: 16794716.182828598
[2022-04-09 14:56:43.743732]Total energy: 16796723.768159654
[2022-04-09 14:58:01.661450]Total energy: 16779818.56577199
[2022-04-09 14:59:20.595924]Total energy: 16786996.844715178
[2022-04-09 15:00:55.245981]Total energy: 16787608.4692946
[2022-04-09 15:02:16.774003]Total energy: 16777309.07329906
[2022-04-09 15:03:35.430238]Total energy: 16766778.399556268
[2022-04-09 15:04:52.181324]Total energy: 16793151.69285053
[2022-04-09 15:06:12.640745]Total energy: 16776839.665716864
[2022-04-09 15:07:29.641655]Total energy: 16808638.746016763
[2022-04-09 15:08:48.250527]Total energy: 16778075.04880498
[2022-04-09 15:10:05.767569]Total energy: 16788588.03560389
[2022-04-09 15:11:36.922367]Total energy: 16790042.36348785
[2022-04-09 15:13:04.706478]Total energy: 16776177.67387574
[2022-04-09 15:14:23.468774]Total energy: 16784756.988731373
[2022-04-09 15:15:39.968885]Total energy: 16790869.458508957
[2022-04-09 15:16:56.733972]Total energy: 16793838.938171268
[2022-04-09 15:18:13.193912]Total energy: 16796323.09116336
[2022-04-09 15:19:30.142757]Total energy: 16763679.184874987
[2022-04-09 15:21:09.660998]Total energy: 16792509.80367309
[2022-04-09 15:22:30.757418]Total energy: 16776562.180628186
[2022-04-09 15:23:47.242909]Total energy: 16787414.882148117
[2022-04-09 15:25:03.634871]Total energy: 16771234.670638205
[2022-04-09 15:26:21.599600]Total energy: 16765755.031090548
[2022-04-09 15:27:38.382813]Total energy: 16769919.669759456
[2022-04-09 15:28:54.870080]Total energy: 16780204.8350545
[2022-04-09 15:30:12.490419]Total energy: 16781736.194056455
[2022-04-09 15:31:33.637150]Total energy: 16777625.05836304
[2022-04-09 15:32:52.201863]Total energy: 16773466.107539626
[2022-04-09 15:34:09.408263]Total energy: 16783980.78527634
[2022-04-09 15:35:26.121669]Total energy: 16781551.066587903
[2022-04-09 15:36:43.258608]Total energy: 16784136.389822762
[2022-04-09 15:38:00.321617]Total energy: 16788312.85963081
[2022-04-09 15:39:17.044907]Total energy: 16790894.1349919
[2022-04-09 15:41:07.296117]Total energy: 16792569.138756078
