initial: 108 - diverse_no_blind_seed
[2022-04-09 15:18:11.226071]Total energy: 17125790.89839424
[2022-04-09 15:19:26.470457]Total energy: 17065996.54868339
[2022-04-09 15:21:12.230877]Total energy: 17131744.630485576
[2022-04-09 15:22:42.743123]Total energy: 17106917.49940584
[2022-04-09 15:23:58.473943]Total energy: 17111893.92854326
[2022-04-09 15:25:13.472743]Total energy: 17097059.793140084
[2022-04-09 15:26:28.613467]Total energy: 17162207.792558216
[2022-04-09 15:27:43.835058]Total energy: 17129396.10077027
[2022-04-09 15:28:59.430521]Total energy: 17104702.25050501
[2022-04-09 15:30:14.576146]Total energy: 17122602.181474824
[2022-04-09 15:31:35.995424]Total energy: 17117512.237929344
[2022-04-09 15:33:05.842586]Total energy: 17072710.38351385
[2022-04-09 15:34:21.507401]Total energy: 17151360.04673723
[2022-04-09 15:35:38.616140]Total energy: 17183874.589042682
[2022-04-09 15:36:55.422445]Total energy: 17122303.86521236
[2022-04-09 15:38:12.813555]Total energy: 17126052.129403364
[2022-04-09 15:39:29.014975]Total energy: 17086845.40009307
[2022-04-09 15:41:22.958071]Total energy: 17087281.908507545
[2022-04-09 15:42:52.011786]Total energy: 17105524.550302163
[2022-04-09 15:44:10.789463]Total energy: 17077603.333736878
[2022-04-09 15:45:29.153882]Total energy: 17059855.918531436
[2022-04-09 15:46:46.165777]Total energy: 17086278.459954474
[2022-04-09 15:48:02.671850]Total energy: 17076570.99570772
[2022-04-09 15:49:18.549436]Total energy: 17079926.45675386
[2022-04-09 15:51:01.882689]Total energy: 17111002.47094219
[2022-04-09 15:52:31.120175]Total energy: 17094347.394349992
[2022-04-09 15:53:45.399895]Total energy: 17087016.543164257
[2022-04-09 15:55:00.219990]Total energy: 17108957.757135052
[2022-04-09 15:56:14.854751]Total energy: 17118650.546774816
[2022-04-09 15:57:29.425535]Total energy: 17068269.014213722
[2022-04-09 15:58:43.516224]Total energy: 17082369.390359532
[2022-04-09 15:59:58.067989]Total energy: 17050630.83698036
[2022-04-09 16:01:35.806326]Total energy: 17074774.33975163
[2022-04-09 16:03:09.116628]Total energy: 17084467.102894846
[2022-04-09 16:04:24.362800]Total energy: 17090193.30063366
[2022-04-09 16:05:39.059140]Total energy: 17079041.521937314
[2022-04-09 16:06:54.093779]Total energy: 17120111.66040445
[2022-04-09 16:08:09.237770]Total energy: 17101178.50077064
[2022-04-09 16:09:24.163732]Total energy: 17087042.70886342
[2022-04-09 16:11:11.400286]Total energy: 17136137.196063112
[2022-04-09 16:12:53.735892]Total energy: 17121435.050775837
[2022-04-09 16:14:19.110828]Total energy: 17059701.3414946
[2022-04-09 16:15:37.777471]Total energy: 17065700.632807508
[2022-04-09 16:16:52.478303]Total energy: 17086752.9354561
[2022-04-09 16:18:06.340751]Total energy: 17085210.336599883
[2022-04-09 16:19:20.716132]Total energy: 17116646.698324315
[2022-04-09 16:21:02.800154]Total energy: 17117277.546557315
[2022-04-09 16:22:39.090571]Total energy: 17078982.6334297
[2022-04-09 16:24:01.261907]Total energy: 17087269.81939932
[2022-04-09 16:25:17.915888]Total energy: 17079363.28572144
[2022-04-09 16:26:35.206244]Total energy: 17090407.972134836
[2022-04-09 16:27:53.448545]Total energy: 17070643.771563515
[2022-04-09 16:29:09.403543]Total energy: 17144127.670059975
[2022-04-09 16:30:53.093682]Total energy: 17081380.6587894
[2022-04-09 16:32:30.249001]Total energy: 17109060.04941227
[2022-04-09 16:33:53.701571]Total energy: 17097614.227901738
[2022-04-09 16:35:10.292933]Total energy: 17079759.90473622
[2022-04-09 16:36:27.016164]Total energy: 17109350.171526536
[2022-04-09 16:37:43.113925]Total energy: 17128897.71177331
[2022-04-09 16:38:57.966963]Total energy: 17099261.15803406
[2022-04-09 16:40:11.683436]Total energy: 17095939.893159296
[2022-04-09 16:41:35.373156]Total energy: 17073957.1268718
[2022-04-09 16:43:03.185676]Total energy: 17076685.8535145
[2022-04-09 16:44:32.908004]Total energy: 17068203.171487033
[2022-04-09 16:45:52.884398]Total energy: 17058010.14290656
[2022-04-09 16:47:07.707051]Total energy: 17092335.311398588
[2022-04-09 16:48:21.649240]Total energy: 17083047.24229164
[2022-04-09 16:49:36.191065]Total energy: 17126194.193226736
[2022-04-09 16:51:09.684583]Total energy: 17093214.43275763
[2022-04-09 16:52:36.995612]Total energy: 17118826.66622549
[2022-04-09 16:53:51.254725]Total energy: 17069672.04737502
[2022-04-09 16:55:05.437693]Total energy: 17106238.129020903
[2022-04-09 16:56:19.277892]Total energy: 17119816.141364407
[2022-04-09 16:57:32.548217]Total energy: 17065877.186823763
[2022-04-09 16:58:46.195510]Total energy: 17119155.209214203
[2022-04-09 17:00:00.226932]Total energy: 17114850.185199186
[2022-04-09 17:01:29.913057]Total energy: 17102405.078520782
[2022-04-09 17:03:01.272578]Total energy: 17097832.50510286
[2022-04-09 17:04:27.758626]Total energy: 17073204.13051353
[2022-04-09 17:05:43.685996]Total energy: 17086132.832594186
[2022-04-09 17:06:59.865791]Total energy: 17111407.702493735
[2022-04-09 17:08:16.523854]Total energy: 17073317.532023385
[2022-04-09 17:09:32.801536]Total energy: 17124497.108711056
[2022-04-09 17:11:05.789700]Total energy: 17089881.363501992
[2022-04-09 17:12:45.510068]Total energy: 17068570.054810856
[2022-04-09 17:14:10.881475]Total energy: 17080856.81653736
[2022-04-09 17:15:29.162521]Total energy: 17096594.387048185
[2022-04-09 17:16:45.195664]Total energy: 17097248.184652276
[2022-04-09 17:18:01.053039]Total energy: 17072108.251470458
[2022-04-09 17:19:18.192516]Total energy: 17113514.990712665
[2022-04-09 17:20:42.283479]Total energy: 17120704.65104365
[2022-04-09 17:22:05.347880]Total energy: 17118109.10385532
[2022-04-09 17:23:34.430708]Total energy: 17121124.75303767
[2022-04-09 17:24:52.119600]Total energy: 17099363.279905044
[2022-04-09 17:26:08.290449]Total energy: 17104200.738508504
[2022-04-09 17:27:23.972506]Total energy: 17105647.24118686
[2022-04-09 17:28:40.445649]Total energy: 17100524.54967239
[2022-04-09 17:29:57.879647]Total energy: 17091318.003425334
[2022-04-09 17:31:21.102412]Total energy: 17084693.46200338
[2022-04-09 17:32:52.175033]Total energy: 17097619.689984616
[2022-04-09 17:34:18.891661]Total energy: 17101665.808996018
[2022-04-09 17:35:38.066343]Total energy: 17096125.036192853
[2022-04-09 17:36:55.619853]Total energy: 17093901.136001687
[2022-04-09 17:38:11.803994]Total energy: 17111062.92381139
[2022-04-09 17:39:28.627767]Total energy: 17118469.889804494
[2022-04-09 17:41:07.889422]Total energy: 17118699.7224559
[2022-04-09 17:42:32.315381]Total energy: 17106701.89725931
[2022-04-09 17:43:51.371349]Total energy: 17100373.477984495
[2022-04-09 17:45:08.641526]Total energy: 17111846.606845472
[2022-04-09 17:46:27.194539]Total energy: 17130730.178301852
[2022-04-09 17:47:46.079898]Total energy: 17098463.861486234
[2022-04-09 17:49:03.668399]Total energy: 17076897.727872312
[2022-04-09 17:50:20.980988]Total energy: 17056043.64042339
[2022-04-09 17:51:54.682106]Total energy: 17113021.746816278
[2022-04-09 17:53:23.879987]Total energy: 17105191.783997588
[2022-04-09 17:54:47.554403]Total energy: 17041109.365923125
[2022-04-09 17:56:05.139927]Total energy: 17038816.12996087
[2022-04-09 17:57:20.877599]Total energy: 17132381.05985776
[2022-04-09 17:58:35.893409]Total energy: 17110752.832705453
[2022-04-09 17:59:54.477839]Total energy: 17111101.807087492
[2022-04-09 18:01:25.048327]Total energy: 17063808.55301185
[2022-04-09 18:02:54.180302]Total energy: 17061913.475798838
[2022-04-09 18:04:09.064293]Total energy: 17108151.92299239
[2022-04-09 18:05:24.888712]Total energy: 17123734.95808594
[2022-04-09 18:06:41.378295]Total energy: 17054566.487926994
[2022-04-09 18:07:57.972601]Total energy: 17098332.926729273
[2022-04-09 18:09:14.350134]Total energy: 17102916.286696445
[2022-04-09 18:10:54.694673]Total energy: 17062777.07113844
[2022-04-09 18:12:10.380890]Total energy: 17055502.792492382
[2022-04-09 18:13:26.791293]Total energy: 17067787.219279286
[2022-04-09 18:14:42.048661]Total energy: 17078205.720976435
[2022-04-09 18:15:58.518401]Total energy: 17089120.13204467
[2022-04-09 18:17:16.750469]Total energy: 17046733.488776103
[2022-04-09 18:18:33.786119]Total energy: 17084177.492893822
[2022-04-09 18:19:49.879710]Total energy: 17121467.460838
[2022-04-09 18:21:25.734290]Total energy: 17071932.547765233
[2022-04-09 18:22:58.320435]Total energy: 17069387.589483928
[2022-04-09 18:24:19.072565]Total energy: 17110765.084729668
[2022-04-09 18:25:34.053716]Total energy: 17071924.72667302
[2022-04-09 18:26:52.127237]Total energy: 17061455.104190473
[2022-04-09 18:28:08.423351]Total energy: 17092351.47315158
[2022-04-09 18:29:34.169492]Total energy: 17086668.784194656
[2022-04-09 18:31:16.053705]Total energy: 17133898.59335101
[2022-04-09 18:32:55.570872]Total energy: 17074427.763609987
[2022-04-09 18:34:19.135768]Total energy: 17100977.921433598
[2022-04-09 18:35:35.991854]Total energy: 17098772.394755363
[2022-04-09 18:36:51.600242]Total energy: 17114299.73027596
[2022-04-09 18:38:07.776472]Total energy: 17095595.52823735
[2022-04-09 18:39:23.238116]Total energy: 17085050.883658398
[2022-04-09 18:41:11.688175]Total energy: 17122100.964797754
[2022-04-09 18:42:38.518784]Total energy: 17079005.027331114
[2022-04-09 18:43:55.067672]Total energy: 17106609.875386048
[2022-04-09 18:45:11.326620]Total energy: 17080871.93853375
[2022-04-09 18:46:27.748571]Total energy: 17080411.87519276
[2022-04-09 18:47:43.746244]Total energy: 17090921.390041735
[2022-04-09 18:49:02.415504]Total energy: 17151656.130455874
[2022-04-09 18:50:19.871075]Total energy: 17099193.55455621
[2022-04-09 18:52:08.580892]Total energy: 17085649.039556734
[2022-04-09 18:53:33.959712]Total energy: 17064542.61325851
[2022-04-09 18:54:49.933584]Total energy: 17106828.948215935
[2022-04-09 18:56:05.589679]Total energy: 17067688.222878717
[2022-04-09 18:57:23.495130]Total energy: 17135331.884095393
[2022-04-09 18:58:37.831937]Total energy: 17093563.107321434
[2022-04-09 18:59:54.572254]Total energy: 17077331.924950667
[2022-04-09 19:01:43.468292]Total energy: 17102759.673058186
[2022-04-09 19:03:19.031924]Total energy: 17076792.845356114
[2022-04-09 19:04:55.393710]Total energy: 17088839.925629873
[2022-04-09 19:06:20.699811]Total energy: 17089943.105418663
[2022-04-09 19:07:35.614561]Total energy: 17075225.575290147
[2022-04-09 19:08:51.841179]Total energy: 17088008.523842596
[2022-04-09 19:10:08.851903]Total energy: 17014640.58760935
[2022-04-09 19:11:33.521594]Total energy: 17102199.1354898
[2022-04-09 19:12:59.560970]Total energy: 17103894.837652143
[2022-04-09 19:14:24.057574]Total energy: 17072718.238176167
[2022-04-09 19:15:45.339768]Total energy: 17084730.97458218
[2022-04-09 19:17:47.147790]Total energy: 17095398.633573353
[2022-04-09 19:20:10.827976]Total energy: 17059294.46688127
[2022-04-09 19:21:39.772649]Total energy: 17125343.710178856
[2022-04-09 19:23:04.120376]Total energy: 17102485.045376293
[2022-04-09 19:24:20.072058]Total energy: 17092077.51933675
[2022-04-09 19:25:35.981454]Total energy: 17095202.24623418
[2022-04-09 19:26:51.706895]Total energy: 17100029.40541234
[2022-04-09 19:28:08.289796]Total energy: 17130157.93882633
[2022-04-09 19:29:25.970671]Total energy: 17097363.018790998
[2022-04-09 19:31:16.790015]Total energy: 17096012.51550969
[2022-04-09 19:32:52.133292]Total energy: 17101353.594212454
[2022-04-09 19:34:23.428064]Total energy: 17091452.82125448
[2022-04-09 19:35:46.051377]Total energy: 17121278.24824628
[2022-04-09 19:37:02.450652]Total energy: 17068839.91911797
[2022-04-09 19:38:18.544043]Total energy: 17091648.303993598
[2022-04-09 19:39:34.952762]Total energy: 17105776.18089623
[2022-04-09 19:41:00.081876]Total energy: 17076890.566663887
[2022-04-09 19:42:22.708692]Total energy: 17082237.21325584
[2022-04-09 19:43:39.724354]Total energy: 17078933.697375093
[2022-04-09 19:44:57.150437]Total energy: 17118171.288064957
[2022-04-09 19:46:13.576376]Total energy: 17076285.956291527
[2022-04-09 19:47:30.433326]Total energy: 17111329.714594085
[2022-04-09 19:48:46.724090]Total energy: 17059047.153514072
[2022-04-09 19:50:02.578450]Total energy: 17071653.175293054
[2022-04-09 19:51:48.814105]Total energy: 17096245.021921203
[2022-04-09 19:53:23.211238]Total energy: 17059951.590181757
[2022-04-09 19:54:49.235809]Total energy: 17088815.799125448
[2022-04-09 19:56:06.151247]Total energy: 17085315.06075198
[2022-04-09 19:57:21.995824]Total energy: 17069821.503932454
[2022-04-09 19:58:38.975231]Total energy: 17094080.403403886
[2022-04-09 19:59:55.384945]Total energy: 17064833.905284837
[2022-04-09 20:01:24.845138]Total energy: 17075990.725866944
[2022-04-09 20:02:48.023880]Total energy: 17078507.714246135
[2022-04-09 20:04:02.841131]Total energy: 17081041.332826607
[2022-04-09 20:05:21.527419]Total energy: 17074896.100250825
[2022-04-09 20:06:43.090733]Total energy: 17090385.0442737
[2022-04-09 20:08:03.496780]Total energy: 17117981.76623422
[2022-04-09 20:09:26.075012]Total energy: 17087165.814286716
[2022-04-09 20:11:09.047515]Total energy: 17079115.23787189
[2022-04-09 20:12:51.982737]Total energy: 17065967.837240938
[2022-04-09 20:14:19.544127]Total energy: 17042561.20021647
[2022-04-09 20:15:44.103924]Total energy: 17019389.13427506
[2022-04-09 20:17:07.147825]Total energy: 17075448.499789372
[2022-04-09 20:18:20.927915]Total energy: 17079953.888625566
[2022-04-09 20:19:35.275457]Total energy: 17056070.722265754
[2022-04-09 20:21:06.595871]Total energy: 17070417.767973047
[2022-04-09 20:22:43.445654]Total energy: 17053073.00999023
[2022-04-09 20:24:10.267873]Total energy: 17071999.546689134
[2022-04-09 20:25:25.415928]Total energy: 17030842.10724571
[2022-04-09 20:26:40.479133]Total energy: 17079524.099005222
[2022-04-09 20:27:56.718372]Total energy: 17058905.94143387
[2022-04-09 20:29:13.286498]Total energy: 17050216.013585906
[2022-04-09 20:30:56.039123]Total energy: 17042272.122534193
[2022-04-09 20:32:16.953163]Total energy: 17046120.419706985
[2022-04-09 20:33:36.130847]Total energy: 17071410.313472144
[2022-04-09 20:34:51.074580]Total energy: 17051784.096593674
[2022-04-09 20:36:09.857515]Total energy: 17017805.831646077
[2022-04-09 20:37:27.998368]Total energy: 17062183.905218273
[2022-04-09 20:38:44.476304]Total energy: 17067293.44449708
[2022-04-09 20:39:58.603061]Total energy: 17049731.732821546
[2022-04-09 20:41:35.176672]Total energy: 17042464.898932472
[2022-04-09 20:43:13.235592]Total energy: 17049338.387955815
[2022-04-09 20:44:46.501346]Total energy: 17065860.202105306
[2022-04-09 20:46:14.626476]Total energy: 17064808.832052246
[2022-04-09 20:47:31.308209]Total energy: 17067369.081588343
[2022-04-09 20:48:48.278709]Total energy: 17065499.06793858
[2022-04-09 20:50:04.608442]Total energy: 17047505.62430309
[2022-04-09 20:51:39.220576]Total energy: 17028545.25168504
[2022-04-09 20:53:20.349894]Total energy: 17067979.04528048
[2022-04-09 20:54:42.037474]Total energy: 17061656.478364848
[2022-04-09 20:55:57.023313]Total energy: 17082848.358396985
[2022-04-09 20:57:13.957916]Total energy: 17078974.7003747
[2022-04-09 20:58:30.927185]Total energy: 17037779.312769454
[2022-04-09 20:59:50.923173]Total energy: 17070228.305997774
[2022-04-09 21:01:28.742107]Total energy: 17058609.2756836
[2022-04-09 21:03:13.518267]Total energy: 17037179.061161883
[2022-04-09 21:04:50.884884]Total energy: 17065265.09435116
[2022-04-09 21:06:26.765681]Total energy: 17080055.633757196
[2022-04-09 21:08:01.897194]Total energy: 17053688.570953775
[2022-04-09 21:09:40.394127]Total energy: 17060616.352441054
[2022-04-09 21:11:05.814698]Total energy: 17053533.66081203
[2022-04-09 21:12:21.584831]Total energy: 17048980.049182504
[2022-04-09 21:13:37.458856]Total energy: 17034454.566360164
[2022-04-09 21:14:54.726085]Total energy: 17068965.84991336
[2022-04-09 21:16:11.935619]Total energy: 17041645.543850712
[2022-04-09 21:17:28.914573]Total energy: 17057415.17829205
[2022-04-09 21:18:46.505908]Total energy: 17030846.38158277
[2022-04-09 21:20:04.021727]Total energy: 17080614.7601731
[2022-04-09 21:21:43.550573]Total energy: 17043855.742468122
[2022-04-09 21:23:24.301956]Total energy: 17068991.01498347
[2022-04-09 21:24:54.220591]Total energy: 17039907.546358954
[2022-04-09 21:26:15.852397]Total energy: 17059559.363531686
[2022-04-09 21:27:33.430608]Total energy: 17017245.268670592
[2022-04-09 21:28:51.816107]Total energy: 17111102.830957156
[2022-04-09 21:30:09.033627]Total energy: 17087270.387627594
[2022-04-09 21:31:37.923437]Total energy: 17096778.88367334
[2022-04-09 21:33:16.855589]Total energy: 17068909.741098646
[2022-04-09 21:34:55.933757]Total energy: 17062092.378129873
[2022-04-09 21:36:28.805847]Total energy: 17081269.05693639
[2022-04-09 21:37:47.593388]Total energy: 17075306.015308935
[2022-04-09 21:39:04.644150]Total energy: 17066059.069183167
[2022-04-09 21:40:30.370439]Total energy: 17040013.379848476
[2022-04-09 21:42:00.128301]Total energy: 17066305.33107899
[2022-04-09 21:43:34.290824]Total energy: 17041811.805237178
[2022-04-09 21:44:53.369670]Total energy: 17072161.542082246
[2022-04-09 21:46:10.015238]Total energy: 17061258.7706126
[2022-04-09 21:47:26.053476]Total energy: 17037842.808339596
[2022-04-09 21:48:42.143015]Total energy: 17060984.43284381
[2022-04-09 21:49:59.742858]Total energy: 17031586.397018682
[2022-04-09 21:51:35.443307]Total energy: 17073089.98013763
[2022-04-09 21:53:07.820628]Total energy: 17031235.958489534
[2022-04-09 21:54:34.656830]Total energy: 17056688.83243825
[2022-04-09 21:55:52.808029]Total energy: 17056933.790354792
[2022-04-09 21:57:11.294141]Total energy: 17037105.503333405
[2022-04-09 21:58:28.355345]Total energy: 17028768.548644282
[2022-04-09 21:59:46.647904]Total energy: 16996303.033315856
[2022-04-09 22:01:09.129636]Total energy: 17053531.28296732
[2022-04-09 22:02:35.468175]Total energy: 17078505.431910567
[2022-04-09 22:04:03.147451]Total energy: 17044854.833219875
[2022-04-09 22:05:31.448539]Total energy: 17037989.8430149
[2022-04-09 22:06:56.368781]Total energy: 17057818.233277626
[2022-04-09 22:08:19.253089]Total energy: 17064761.510113303
[2022-04-09 22:09:41.844947]Total energy: 17077720.23224592
[2022-04-09 22:11:32.003907]Total energy: 17113915.01223574
[2022-04-09 22:13:14.741998]Total energy: 17051402.03720694
[2022-04-09 22:14:42.232709]Total energy: 17050164.71436503
[2022-04-09 22:16:01.128567]Total energy: 17065134.238434922
[2022-04-09 22:17:18.606773]Total energy: 17053080.389219597
[2022-04-09 22:18:38.933541]Total energy: 17048747.714199945
[2022-04-09 22:19:58.238808]Total energy: 17027909.883117296
[2022-04-09 22:21:26.347389]Total energy: 17070643.13418378
[2022-04-09 22:22:57.945039]Total energy: 17088513.626221925
[2022-04-09 22:24:26.532468]Total energy: 17033893.523705795
[2022-04-09 22:25:46.358317]Total energy: 17067471.082190584
[2022-04-09 22:27:10.125952]Total energy: 17062485.85515156
[2022-04-09 22:28:28.963395]Total energy: 17049262.827409647
[2022-04-09 22:29:45.078535]Total energy: 17071741.898986015
[2022-04-09 22:31:27.336602]Total energy: 17076629.038368154
[2022-04-09 22:33:01.040224]Total energy: 17076058.527977828
[2022-04-09 22:34:18.909837]Total energy: 17096325.870649256
[2022-04-09 22:35:38.548428]Total energy: 17046267.38004838
[2022-04-09 22:36:58.788641]Total energy: 17009663.743714847
[2022-04-09 22:38:19.425454]Total energy: 17064278.01756156
[2022-04-09 22:39:34.236377]Total energy: 17037261.806889582
[2022-04-09 22:41:11.452041]Total energy: 17079325.01523035
[2022-04-09 22:42:59.060432]Total energy: 17045773.538749862
[2022-04-09 22:44:20.615155]Total energy: 17028666.558713123
[2022-04-09 22:45:36.615775]Total energy: 17066138.799918182
[2022-04-09 22:46:52.254447]Total energy: 17046272.635353144
[2022-04-09 22:48:10.055617]Total energy: 16994186.469533417
[2022-04-09 22:49:26.117990]Total energy: 17044137.264515687
[2022-04-09 22:50:44.080793]Total energy: 17041916.27712563
[2022-04-09 22:52:04.364319]Total energy: 17042681.15611933
[2022-04-09 22:53:21.562857]Total energy: 17028651.041327745
[2022-04-09 22:54:40.522843]Total energy: 17021394.916980762
[2022-04-09 22:56:00.909563]Total energy: 17043112.929935157
[2022-04-09 22:57:19.986233]Total energy: 17037083.44239887
[2022-04-09 22:58:38.889322]Total energy: 17006325.48580254
[2022-04-09 22:59:57.072242]Total energy: 16993178.58458554
[2022-04-09 23:01:31.334405]Total energy: 17040154.433243252
[2022-04-09 23:02:56.065884]Total energy: 17028159.858295828
[2022-04-09 23:04:22.236074]Total energy: 17006617.046059266
[2022-04-09 23:05:48.800131]Total energy: 17045793.559761886
[2022-04-09 23:07:16.950658]Total energy: 17023160.85808178
[2022-04-09 23:08:41.762519]Total energy: 17054128.20478047
[2022-04-09 23:10:00.507992]Total energy: 17009759.23448756
[2022-04-09 23:11:16.995383]Total energy: 17013511.810627196
[2022-04-09 23:12:35.382828]Total energy: 17001361.264302183
[2022-04-09 23:13:50.450489]Total energy: 17038117.62387862
[2022-04-09 23:15:09.772094]Total energy: 17049640.002276883
[2022-04-09 23:16:25.048080]Total energy: 16994212.304497976
[2022-04-09 23:17:40.838029]Total energy: 17029459.436044548
[2022-04-09 23:18:57.363504]Total energy: 17025641.6296714
[2022-04-09 23:20:14.244249]Total energy: 17040939.118501943
[2022-04-09 23:21:41.479046]Total energy: 17016802.89682654
[2022-04-09 23:23:08.956110]Total energy: 17031989.250649378
[2022-04-09 23:24:39.697541]Total energy: 17056618.69093735
[2022-04-09 23:26:01.982770]Total energy: 17066135.560469408
[2022-04-09 23:27:16.074765]Total energy: 17023786.9442789
[2022-04-09 23:28:30.508378]Total energy: 17040551.2873855
[2022-04-09 23:29:45.047379]Total energy: 17026391.46167685
[2022-04-09 23:31:21.641860]Total energy: 17046243.514366873
[2022-04-09 23:32:48.715154]Total energy: 17080448.41678281
[2022-04-09 23:34:16.541605]Total energy: 17016578.487040743
[2022-04-09 23:35:49.459607]Total energy: 17050403.15045797
[2022-04-09 23:37:20.277969]Total energy: 17043683.52034343
[2022-04-09 23:38:55.089243]Total energy: 17034560.02413984
[2022-04-09 23:40:18.035770]Total energy: 17005887.414175916
[2022-04-09 23:41:32.565447]Total energy: 17038574.506468534
[2022-04-09 23:42:53.476543]Total energy: 17007555.606541947
