initial: all - diverse_all
[2022-04-08 16:34:18.264563]Total energy: 16782879.319406826
[2022-04-08 16:35:34.198928]Total energy: 16818140.715137783
[2022-04-08 16:36:52.126517]Total energy: 16796613.88501889
[2022-04-08 16:38:10.145336]Total energy: 16788570.06258811
[2022-04-08 16:39:29.653424]Total energy: 16797945.99050422
[2022-04-08 16:40:48.823545]Total energy: 16818210.115629617
[2022-04-08 16:42:09.837871]Total energy: 16805914.784543145
[2022-04-08 16:43:27.396799]Total energy: 16769724.484250708
[2022-04-08 16:44:45.305130]Total energy: 16794860.142880384
[2022-04-08 16:46:02.485086]Total energy: 16771229.8568671
[2022-04-08 16:47:19.780232]Total energy: 16785349.234812055
[2022-04-08 16:48:40.024767]Total energy: 16777578.322139505
[2022-04-08 16:50:01.432323]Total energy: 16808254.88197207
[2022-04-08 16:51:28.279911]Total energy: 16773857.44396107
[2022-04-08 16:52:47.471040]Total energy: 16779853.03382283
[2022-04-08 16:54:07.340514]Total energy: 16793696.417792827
[2022-04-08 16:55:27.372245]Total energy: 16807229.048522014
[2022-04-08 16:56:46.504186]Total energy: 16794505.947897293
[2022-04-08 16:58:07.327801]Total energy: 16790019.619863644
[2022-04-08 16:59:28.843647]Total energy: 16814753.59746911
[2022-04-08 17:00:53.458615]Total energy: 16805572.734162237
[2022-04-08 17:02:14.975032]Total energy: 16751990.591875123
[2022-04-08 17:03:34.280172]Total energy: 16804540.954656266
[2022-04-08 17:04:59.485036]Total energy: 16804985.585095674
[2022-04-08 17:06:21.596172]Total energy: 16783706.666144714
[2022-04-08 17:07:41.481524]Total energy: 16785030.317132194
[2022-04-08 17:08:57.831198]Total energy: 16805812.495739445
[2022-04-08 17:10:16.916974]Total energy: 16805623.980251595
[2022-04-08 17:11:34.901224]Total energy: 16785906.947712284
[2022-04-08 17:12:51.846306]Total energy: 16793274.494288526
[2022-04-08 17:14:10.775310]Total energy: 16825635.853980914
[2022-04-08 17:15:30.715141]Total energy: 16792322.24594572
[2022-04-08 17:16:49.137853]Total energy: 16785547.413031567
[2022-04-08 17:18:08.366764]Total energy: 16803399.12323233
[2022-04-08 17:19:25.188301]Total energy: 16748036.180441681
[2022-04-08 17:20:48.443327]Total energy: 16797866.608254794
[2022-04-08 17:35:22.662343]Total energy: 16778018.151815105
[2022-04-08 17:36:42.135783]Total energy: 16794043.10260491
[2022-04-08 17:37:59.816513]Total energy: 16791472.820457567
[2022-04-08 17:39:17.311556]Total energy: 16783272.318236746
[2022-04-08 17:40:34.749216]Total energy: 16785337.90430469
[2022-04-08 17:41:55.005781]Total energy: 16827381.354784913
[2022-04-08 17:43:13.052518]Total energy: 16800529.32676852
[2022-04-08 17:44:31.376772]Total energy: 16755387.416701427
[2022-04-08 17:45:50.223269]Total energy: 16809677.288763516
[2022-04-08 17:47:08.290112]Total energy: 16799263.54775728
[2022-04-08 17:48:27.577637]Total energy: 16802244.51281683
[2022-04-08 17:49:47.062031]Total energy: 16825807.799577456
[2022-04-08 17:51:04.026534]Total energy: 16790639.32105477
[2022-04-08 17:52:21.658800]Total energy: 16809934.952877738
[2022-04-08 17:53:40.676737]Total energy: 16794734.605636775
[2022-04-08 17:55:09.575161]Total energy: 16792238.172637403
[2022-04-08 17:56:27.138829]Total energy: 16793883.667225834
[2022-04-08 17:57:47.817786]Total energy: 16771360.138489451
[2022-04-08 17:59:07.971822]Total energy: 16801822.79471169
[2022-04-08 18:00:31.154629]Total energy: 16797646.034368858
[2022-04-08 18:01:59.308798]Total energy: 16796517.03807449
[2022-04-08 18:03:18.035247]Total energy: 16799774.877044328
[2022-04-08 18:04:36.676899]Total energy: 16815388.731634445
[2022-04-08 18:05:55.302114]Total energy: 16760402.422638228
[2022-04-08 18:07:17.864108]Total energy: 16810914.03236435
[2022-04-08 18:08:35.697994]Total energy: 16825542.933861982
[2022-04-08 18:09:52.465429]Total energy: 16811962.336662613
[2022-04-08 18:11:22.483738]Total energy: 16792097.708764773
[2022-04-08 18:12:41.511741]Total energy: 16780648.98355052
[2022-04-08 18:13:59.416211]Total energy: 16788833.116160937
[2022-04-08 18:15:17.353581]Total energy: 16792796.159120724
[2022-04-08 18:16:35.276820]Total energy: 16777501.845871583
[2022-04-08 18:17:54.886556]Total energy: 16795432.957657255
[2022-04-08 18:19:15.211569]Total energy: 16759025.339217423
[2022-04-08 18:20:35.078111]Total energy: 16774248.827434527
[2022-04-08 18:21:52.038618]Total energy: 16803289.557037078
[2022-04-08 18:23:10.103437]Total energy: 16826865.669317525
[2022-04-08 18:24:29.061356]Total energy: 16801939.60855207
[2022-04-08 18:25:47.206628]Total energy: 16784861.680810586
[2022-04-08 18:27:05.873289]Total energy: 16803111.303664133
[2022-04-08 18:28:23.615062]Total energy: 16816475.78032997
[2022-04-08 18:29:45.146918]Total energy: 16771639.643318782
[2022-04-08 18:31:03.975358]Total energy: 16754107.639248038
[2022-04-08 18:32:21.313634]Total energy: 16768215.520151302
[2022-04-08 18:33:38.761033]Total energy: 16791551.653399814
[2022-04-08 18:34:56.454368]Total energy: 16798901.282218404
[2022-04-08 18:36:17.475083]Total energy: 16772466.57706147
[2022-04-08 18:37:35.563874]Total energy: 16801317.59912905
[2022-04-08 18:38:53.536873]Total energy: 16772147.852858484
[2022-04-08 18:40:17.472233]Total energy: 16808818.588975627
[2022-04-08 18:41:46.319422]Total energy: 16769342.490770794
[2022-04-08 18:43:19.367674]Total energy: 16773984.065743743
[2022-04-08 18:44:36.331211]Total energy: 16749987.618440693
[2022-04-08 18:45:53.564889]Total energy: 16793018.791675627
[2022-04-08 18:47:11.795171]Total energy: 16818278.80197302
[2022-04-08 18:48:29.817442]Total energy: 16765591.08144078
[2022-04-08 18:49:46.724719]Total energy: 16756972.576210672
[2022-04-08 18:51:03.345178]Total energy: 16764192.757027028
[2022-04-08 18:52:18.966935]Total energy: 16766272.473243129
[2022-04-08 18:53:39.770772]Total energy: 16753936.48549269
[2022-04-08 18:55:01.231136]Total energy: 16800237.18303136
[2022-04-08 18:56:18.660035]Total energy: 16775183.861356603
[2022-04-08 18:57:36.228033]Total energy: 16776426.137130676
[2022-04-08 18:58:54.012848]Total energy: 16770727.31366516
[2022-04-08 19:00:12.267237]Total energy: 16798449.73642091
[2022-04-08 19:01:32.173124]Total energy: 16781501.035410244
[2022-04-08 19:02:49.789709]Total energy: 16770220.323029483
[2022-04-08 19:04:11.283167]Total energy: 16786355.61062283
[2022-04-08 19:05:28.922261]Total energy: 16775489.13744588
[2022-04-08 19:06:48.346901]Total energy: 16753380.401709028
[2022-04-08 19:08:06.059165]Total energy: 16792031.996293828
[2022-04-08 19:09:23.774294]Total energy: 16769515.199478459
[2022-04-08 19:10:47.802589]Total energy: 16767404.011577541
[2022-04-08 19:12:06.570717]Total energy: 16770987.051620541
[2022-04-08 19:13:24.430362]Total energy: 16789416.386127815
[2022-04-08 19:14:47.308724]Total energy: 16788996.619255
[2022-04-08 19:16:05.515874]Total energy: 16770405.221848441
[2022-04-08 19:17:23.689191]Total energy: 16767519.928704673
[2022-04-08 19:18:42.514387]Total energy: 16761600.256652795
[2022-04-08 19:20:00.326096]Total energy: 16767267.85404291
[2022-04-08 19:21:19.321869]Total energy: 16793191.63925634
[2022-04-08 19:22:36.832389]Total energy: 16766606.269350125
[2022-04-08 19:23:55.889049]Total energy: 16736198.312828064
[2022-04-08 19:25:13.632590]Total energy: 16767733.899480779
[2022-04-08 19:26:32.203275]Total energy: 16756449.629971245
[2022-04-08 19:27:51.784469]Total energy: 16757790.18592552
[2022-04-08 19:29:09.541330]Total energy: 16771084.63417653
[2022-04-08 19:30:37.483094]Total energy: 16779444.456279878
[2022-04-08 19:31:55.417616]Total energy: 16741780.155220719
[2022-04-08 19:33:12.031141]Total energy: 16744423.260467872
[2022-04-08 19:34:29.902321]Total energy: 16742588.163963402
[2022-04-08 19:35:47.530252]Total energy: 16772789.977849333
[2022-04-08 19:37:04.340862]Total energy: 16761179.733023783
[2022-04-08 19:38:22.480116]Total energy: 16781434.003279787
[2022-04-08 19:39:38.621426]Total energy: 16748762.627429735
[2022-04-08 19:40:56.842644]Total energy: 16770337.309474502
[2022-04-08 19:42:15.622734]Total energy: 16766608.88761718
[2022-04-08 19:43:33.441523]Total energy: 16770213.141686494
[2022-04-08 19:44:49.995832]Total energy: 16793139.817301292
[2022-04-08 19:46:06.663591]Total energy: 16768330.965664752
[2022-04-08 19:47:24.499254]Total energy: 16764550.192905076
[2022-04-08 19:48:41.450248]Total energy: 16764360.18040759
[2022-04-08 19:49:59.464827]Total energy: 16789080.695969615
[2022-04-08 19:51:17.442682]Total energy: 16808005.458241504
[2022-04-08 19:52:34.272852]Total energy: 16782742.117771506
[2022-04-08 19:53:51.530716]Total energy: 16787742.062893253
[2022-04-08 19:55:10.764188]Total energy: 16767928.873805758
[2022-04-08 19:56:28.568041]Total energy: 16759631.52661191
[2022-04-08 19:57:46.249607]Total energy: 16770193.536396733
[2022-04-08 19:59:04.012238]Total energy: 16797024.646861207
[2022-04-08 20:00:28.094533]Total energy: 16773823.75572256
[2022-04-08 20:01:48.473544]Total energy: 16778522.86344697
[2022-04-08 20:03:05.948483]Total energy: 16782978.093077924
[2022-04-08 20:04:26.805188]Total energy: 16759537.328470647
[2022-04-08 20:05:43.747447]Total energy: 16765840.487197857
[2022-04-08 20:07:03.765965]Total energy: 16755858.433138864
[2022-04-08 20:08:21.872942]Total energy: 16776136.25036819
[2022-04-08 20:09:40.680819]Total energy: 16776971.384929325
[2022-04-08 20:11:07.362487]Total energy: 16811361.514030557
[2022-04-08 20:12:33.440409]Total energy: 16781446.631735947
[2022-04-08 20:14:02.555657]Total energy: 16760105.571666457
[2022-04-08 20:15:20.922924]Total energy: 16773891.470815897
[2022-04-08 20:16:41.369176]Total energy: 16761785.098475749
[2022-04-08 20:18:00.149765]Total energy: 16756676.434276396
[2022-04-08 20:19:17.007829]Total energy: 16792458.30482462
[2022-04-08 20:20:35.854838]Total energy: 16751524.87919322
[2022-04-08 20:21:52.771194]Total energy: 16802562.196733393
[2022-04-08 20:23:14.371513]Total energy: 16779282.08520927
[2022-04-08 20:24:32.165655]Total energy: 16774275.266666044
[2022-04-08 20:25:49.452416]Total energy: 16749428.03849032
[2022-04-08 20:27:08.616165]Total energy: 16762925.033100275
[2022-04-08 20:28:26.000224]Total energy: 16798926.089002974
[2022-04-08 20:29:44.309644]Total energy: 16803642.752960842
[2022-04-08 20:31:02.429663]Total energy: 16776621.64069129
[2022-04-08 20:32:18.909997]Total energy: 16783603.564393986
[2022-04-08 20:33:37.798726]Total energy: 16775944.805332433
[2022-04-08 20:34:55.970388]Total energy: 16776808.26823212
[2022-04-08 20:36:18.410969]Total energy: 16767425.87155279
[2022-04-08 20:37:35.753272]Total energy: 16748667.46283173
[2022-04-08 20:38:54.410302]Total energy: 16782012.36653976
[2022-04-08 20:40:13.211698]Total energy: 16800087.83227858
[2022-04-08 20:41:31.757022]Total energy: 16799033.272303145
[2022-04-08 20:42:50.897895]Total energy: 16755320.167468324
[2022-04-08 20:44:09.328891]Total energy: 16776657.124337655
[2022-04-08 20:45:25.831981]Total energy: 16767928.083052697
[2022-04-08 20:46:44.388189]Total energy: 16745838.209056849
[2022-04-08 20:48:05.932337]Total energy: 16759519.171607586
[2022-04-08 20:49:24.078270]Total energy: 16726090.568584256
[2022-04-08 20:51:07.862742]Total energy: 16740906.051234212
[2022-04-08 20:52:35.081900]Total energy: 16769980.82477362
[2022-04-08 20:53:55.106011]Total energy: 16771124.578589024
[2022-04-08 20:55:13.306452]Total energy: 16780069.034859896
[2022-04-08 20:56:32.121336]Total energy: 16776532.850457015
[2022-04-08 20:57:50.790098]Total energy: 16729664.46028763
[2022-04-08 20:59:07.987392]Total energy: 16743412.17574013
[2022-04-08 21:00:33.335470]Total energy: 16733548.713385718
[2022-04-08 21:02:00.272967]Total energy: 16727055.945460636
[2022-04-08 21:03:18.829654]Total energy: 16782878.01629624
[2022-04-08 21:04:37.035433]Total energy: 16778595.647781964
[2022-04-08 21:05:54.467116]Total energy: 16767359.02721414
[2022-04-08 21:07:11.315893]Total energy: 16756364.363367656
[2022-04-08 21:08:29.804321]Total energy: 16753116.055777369
[2022-04-08 21:09:45.849396]Total energy: 16744215.033608869
[2022-04-08 21:11:14.532246]Total energy: 16746405.729140183
[2022-04-08 21:12:40.469584]Total energy: 16749482.70662348
[2022-04-08 21:13:58.845980]Total energy: 16718796.706522502
[2022-04-08 21:15:16.546356]Total energy: 16773851.030644543
[2022-04-08 21:16:34.708087]Total energy: 16750732.043292161
[2022-04-08 21:17:52.860372]Total energy: 16761702.959094455
[2022-04-08 21:19:10.113790]Total energy: 16792752.840368938
[2022-04-08 21:20:33.783896]Total energy: 16734402.789484218
[2022-04-08 21:21:50.959311]Total energy: 16709828.51818124
[2022-04-08 21:23:06.982253]Total energy: 16768937.435447529
[2022-04-08 21:24:28.102482]Total energy: 16787103.403208453
[2022-04-08 21:25:45.757424]Total energy: 16749534.518020965
[2022-04-08 21:27:04.211058]Total energy: 16770907.860682795
[2022-04-08 21:28:21.460711]Total energy: 16760454.775604617
[2022-04-08 21:29:38.213786]Total energy: 16764568.644229908
[2022-04-08 21:31:08.293645]Total energy: 16752653.886723291
[2022-04-08 21:32:48.206437]Total energy: 16747615.245103601
[2022-04-08 21:34:10.279455]Total energy: 16777831.218819197
[2022-04-08 21:35:27.327356]Total energy: 16783155.922855474
[2022-04-08 21:36:44.700252]Total energy: 16758876.268923309
[2022-04-08 21:38:02.503238]Total energy: 16744589.73267648
[2022-04-08 21:39:21.223761]Total energy: 16761204.135641687
[2022-04-08 21:40:40.051082]Total energy: 16745881.151650691
[2022-04-08 21:41:58.437050]Total energy: 16735390.12372478
[2022-04-08 21:43:16.172499]Total energy: 16746962.31606745
[2022-04-08 21:44:32.565393]Total energy: 16747237.11998895
[2022-04-08 21:45:50.158768]Total energy: 16738051.910388462
[2022-04-08 21:47:07.950525]Total energy: 16755447.153680842
[2022-04-08 21:48:25.569121]Total energy: 16751656.132565485
[2022-04-08 21:49:41.665736]Total energy: 16754149.29609282
[2022-04-08 21:51:10.965868]Total energy: 16754139.542928446
[2022-04-08 21:52:43.028594]Total energy: 16781839.94388568
[2022-04-08 21:54:00.541148]Total energy: 16736786.85994122
[2022-04-08 21:55:17.095898]Total energy: 16769387.425815402
[2022-04-08 21:56:34.528405]Total energy: 16740535.22461399
[2022-04-08 21:57:52.025284]Total energy: 16777518.424893085
[2022-04-08 21:59:09.969692]Total energy: 16741739.861054882
[2022-04-08 22:00:49.190311]Total energy: 16739266.648356177
[2022-04-08 22:02:30.829262]Total energy: 16757092.39843921
[2022-04-08 22:04:03.051822]Total energy: 16736234.200126376
[2022-04-08 22:05:22.083796]Total energy: 16753571.203477908
[2022-04-08 22:06:40.038979]Total energy: 16756073.174427483
[2022-04-08 22:07:57.678642]Total energy: 16751357.537304504
[2022-04-08 22:09:13.648139]Total energy: 16765009.377204323
[2022-04-08 22:10:39.617831]Total energy: 16745869.640247095
[2022-04-08 22:12:14.436453]Total energy: 16766808.09686108
[2022-04-08 22:13:30.798056]Total energy: 16763300.522174021
[2022-04-08 22:14:47.940081]Total energy: 16761874.282992017
[2022-04-08 22:16:06.284980]Total energy: 16753715.04771162
[2022-04-08 22:17:23.488242]Total energy: 16739053.94479298
[2022-04-08 22:18:41.027155]Total energy: 16741926.759969573
[2022-04-08 22:19:58.090940]Total energy: 16756573.52314884
[2022-04-08 22:21:15.983769]Total energy: 16769608.761839576
[2022-04-08 22:22:34.546358]Total energy: 16745272.398767738
[2022-04-08 22:23:52.694335]Total energy: 16763070.67786449
[2022-04-08 22:25:10.572649]Total energy: 16742057.537414128
[2022-04-08 22:26:27.595398]Total energy: 16747596.121170476
[2022-04-08 22:27:44.397395]Total energy: 16756797.30827336
[2022-04-08 22:29:02.222137]Total energy: 16760575.626730137
[2022-04-08 22:30:19.708889]Total energy: 16766934.08753003
[2022-04-08 22:31:58.996104]Total energy: 16755226.372919196
[2022-04-08 22:33:31.945767]Total energy: 16765238.760384189
[2022-04-08 22:35:05.226421]Total energy: 16763643.801698314
[2022-04-08 22:36:36.925600]Total energy: 16764928.627110751
[2022-04-08 22:37:55.342596]Total energy: 16770956.217769159
[2022-04-08 22:39:11.676456]Total energy: 16760438.13078036
[2022-04-08 22:40:38.804783]Total energy: 16764269.75090725
[2022-04-08 22:42:02.135846]Total energy: 16755973.594391445
[2022-04-08 22:43:17.722319]Total energy: 16737385.20144951
[2022-04-08 22:44:34.539619]Total energy: 16722881.347553706
[2022-04-08 22:45:51.704366]Total energy: 16741727.165674457
[2022-04-08 22:47:09.037049]Total energy: 16763122.623024603
[2022-04-08 22:48:26.594936]Total energy: 16742448.424791235
[2022-04-08 22:49:45.444551]Total energy: 16756149.259591801
[2022-04-08 22:51:13.020470]Total energy: 16803114.159024294
[2022-04-08 22:52:37.423235]Total energy: 16738593.102234589
[2022-04-08 22:53:58.190320]Total energy: 16749593.724268453
[2022-04-08 22:55:18.353465]Total energy: 16736721.108586693
[2022-04-08 22:56:37.501730]Total energy: 16751500.150420573
[2022-04-08 22:57:55.489285]Total energy: 16724045.111546764
[2022-04-08 22:59:15.099751]Total energy: 16726780.033945346
[2022-04-08 23:00:47.883730]Total energy: 16729137.334422946
[2022-04-08 23:02:24.753057]Total energy: 16736895.843393104
[2022-04-08 23:03:44.220402]Total energy: 16716345.88656982
[2022-04-08 23:05:03.900562]Total energy: 16732235.203978056
[2022-04-08 23:06:22.699999]Total energy: 16734682.62125778
[2022-04-08 23:07:42.330736]Total energy: 16730603.07949
[2022-04-08 23:09:01.609880]Total energy: 16738868.727186663
[2022-04-08 23:10:25.266106]Total energy: 16713658.926767237
[2022-04-08 23:12:02.657344]Total energy: 16753715.728483649
[2022-04-08 23:13:27.955986]Total energy: 16720624.036394462
[2022-04-08 23:14:47.584950]Total energy: 16743726.111968126
[2022-04-08 23:16:06.747212]Total energy: 16760421.23102491
[2022-04-08 23:17:26.242642]Total energy: 16722967.935749866
[2022-04-08 23:18:46.275499]Total energy: 16730395.234971942
[2022-04-08 23:20:06.296099]Total energy: 16766203.657605967
[2022-04-08 23:21:32.043384]Total energy: 16743201.52802616
[2022-04-08 23:22:52.755975]Total energy: 16780844.24664735
[2022-04-08 23:24:12.877473]Total energy: 16723808.791254286
[2022-04-08 23:25:34.766638]Total energy: 16742583.025748437
[2022-04-08 23:26:54.725560]Total energy: 16734029.30306938
[2022-04-08 23:28:17.295032]Total energy: 16723450.76159206
[2022-04-08 23:29:38.112544]Total energy: 16727817.407870645
[2022-04-08 23:31:07.194068]Total energy: 16711218.924909662
[2022-04-08 23:32:35.450126]Total energy: 16743084.91212253
[2022-04-08 23:33:58.336029]Total energy: 16701177.562713128
[2022-04-08 23:35:17.756418]Total energy: 16763602.887830345
[2022-04-08 23:36:37.138832]Total energy: 16760478.552653598
[2022-04-08 23:37:57.138452]Total energy: 16744611.147977991
[2022-04-08 23:39:17.306863]Total energy: 16742668.49087247
[2022-04-08 23:40:59.624691]Total energy: 16757135.668042194
[2022-04-08 23:42:30.613604]Total energy: 16773080.699711246
[2022-04-08 23:43:56.474662]Total energy: 16762407.867765723
[2022-04-08 23:45:18.357859]Total energy: 16735096.2734881
[2022-04-08 23:46:38.232562]Total energy: 16740685.664316792
[2022-04-08 23:47:57.331823]Total energy: 16753045.062531315
[2022-04-08 23:49:16.089420]Total energy: 16725849.731506512
[2022-04-08 23:50:46.386136]Total energy: 16765221.85928741
[2022-04-08 23:52:22.811148]Total energy: 16723412.27439344
[2022-04-08 23:53:51.092016]Total energy: 16727567.343746409
[2022-04-08 23:55:11.728842]Total energy: 16746595.589184592
[2022-04-08 23:56:31.060783]Total energy: 16730178.784501312
[2022-04-08 23:57:50.809296]Total energy: 16711445.269781083
[2022-04-08 23:59:14.772981]Total energy: 16733981.316788461
[2022-04-09 00:00:38.100996]Total energy: 16724363.234957337
[2022-04-09 00:01:58.512242]Total energy: 16725258.449512478
[2022-04-09 00:03:17.011593]Total energy: 16752020.972855577
[2022-04-09 00:04:34.717110]Total energy: 16733473.001398986
[2022-04-09 00:05:51.995364]Total energy: 16729474.34747916
[2022-04-09 00:07:09.371851]Total energy: 16729884.420730695
[2022-04-09 00:08:27.470808]Total energy: 16746070.388952302
[2022-04-09 00:09:44.918970]Total energy: 16722422.5613013
[2022-04-09 00:11:24.237438]Total energy: 16716898.431930326
[2022-04-09 00:13:00.774709]Total energy: 16750673.944843924
[2022-04-09 00:14:26.114063]Total energy: 16743596.68785166
[2022-04-09 00:15:41.837397]Total energy: 16752113.470770631
[2022-04-09 00:16:59.774640]Total energy: 16734723.39571967
[2022-04-09 00:18:17.938256]Total energy: 16725335.523665661
[2022-04-09 00:19:35.770594]Total energy: 16740417.191085551
[2022-04-09 00:20:53.248163]Total energy: 16749267.948132437
[2022-04-09 00:22:10.674189]Total energy: 16752595.75663717
[2022-04-09 00:23:28.994431]Total energy: 16767505.838322883
[2022-04-09 00:24:47.874397]Total energy: 16742632.5656783
[2022-04-09 00:26:06.946231]Total energy: 16715618.778956734
[2022-04-09 00:27:24.556893]Total energy: 16731423.925885705
[2022-04-09 00:28:41.327438]Total energy: 16747467.004765056
[2022-04-09 00:29:59.096932]Total energy: 16741952.46589621
[2022-04-09 00:31:32.673484]Total energy: 16737492.082287088
[2022-04-09 00:33:05.293943]Total energy: 16745900.341211122
[2022-04-09 00:34:30.838851]Total energy: 16743232.778773317
[2022-04-09 00:35:48.109447]Total energy: 16733027.97725485
[2022-04-09 00:37:04.580539]Total energy: 16727770.252517935
[2022-04-09 00:38:21.861978]Total energy: 16760902.024558641
[2022-04-09 00:39:40.506098]Total energy: 16712822.654263882
[2022-04-09 00:41:05.004561]Total energy: 16742200.880313925
[2022-04-09 00:42:36.119608]Total energy: 16740004.396266608
[2022-04-09 00:44:01.779623]Total energy: 16757215.031781113
[2022-04-09 00:45:20.611410]Total energy: 16764515.705275904
[2022-04-09 00:46:38.570551]Total energy: 16746573.03700078
[2022-04-09 00:47:56.379004]Total energy: 16750507.04916387
[2022-04-09 00:49:13.645552]Total energy: 16758940.17847197
[2022-04-09 00:50:52.257009]Total energy: 16738352.346346773
[2022-04-09 00:52:28.254852]Total energy: 16726666.634313973
[2022-04-09 00:53:45.735424]Total energy: 16741373.13526741
[2022-04-09 00:55:03.356403]Total energy: 16753646.12680036
[2022-04-09 00:56:21.750145]Total energy: 16738134.39336082
[2022-04-09 00:57:39.301726]Total energy: 16774444.32396459
[2022-04-09 00:58:55.747399]Total energy: 16752418.286311626
[2022-04-09 01:00:12.218005]Total energy: 16778862.262147143
[2022-04-09 01:01:29.439848]Total energy: 16729707.03153024
[2022-04-09 01:02:48.602984]Total energy: 16732037.383379001
[2022-04-09 01:04:05.389097]Total energy: 16717276.085191146
[2022-04-09 01:05:22.425011]Total energy: 16724915.530748175
[2022-04-09 01:06:38.551732]Total energy: 16746212.903828658
[2022-04-09 01:07:55.471855]Total energy: 16747867.229770236
[2022-04-09 01:09:12.006210]Total energy: 16741668.58529472
[2022-04-09 01:10:31.097461]Total energy: 16742245.415059824
[2022-04-09 01:11:49.574318]Total energy: 16747114.208070789
[2022-04-09 01:13:07.095265]Total energy: 16732559.534815783
[2022-04-09 01:14:23.423431]Total energy: 16718696.235343263
[2022-04-09 01:15:41.012604]Total energy: 16725764.995089656
[2022-04-09 01:16:56.482170]Total energy: 16718195.932558961
[2022-04-09 01:18:12.653900]Total energy: 16741125.267092148
[2022-04-09 01:19:29.416620]Total energy: 16709379.062616492
[2022-04-09 01:20:56.747047]Total energy: 16712902.539644292
[2022-04-09 01:22:19.640350]Total energy: 16732052.461864278
[2022-04-09 01:23:36.824999]Total energy: 16727116.743552642
[2022-04-09 01:24:55.557462]Total energy: 16729743.10169124
[2022-04-09 01:26:13.013886]Total energy: 16726340.658146884
[2022-04-09 01:27:30.772451]Total energy: 16729935.015250167
[2022-04-09 01:28:48.114999]Total energy: 16729812.11845608
[2022-04-09 01:30:07.013405]Total energy: 16721257.05508605
[2022-04-09 01:31:33.058334]Total energy: 16722422.076760966
[2022-04-09 01:33:05.540723]Total energy: 16711293.752962679
[2022-04-09 01:34:22.486910]Total energy: 16742817.429571727
[2022-04-09 01:35:38.495433]Total energy: 16726743.720231922
[2022-04-09 01:36:56.650302]Total energy: 16705492.508862643
[2022-04-09 01:38:12.544631]Total energy: 16703967.213369733
[2022-04-09 01:39:29.268788]Total energy: 16715647.700612053
[2022-04-09 01:41:04.309139]Total energy: 16697471.997590737
[2022-04-09 01:42:42.949968]Total energy: 16718629.392392753
[2022-04-09 01:44:09.452911]Total energy: 16728518.286897527
[2022-04-09 01:45:25.971977]Total energy: 16736721.783686593
[2022-04-09 01:46:44.178279]Total energy: 16740896.982747437
[2022-04-09 01:48:01.872694]Total energy: 16743942.316398237
[2022-04-09 01:49:18.346786]Total energy: 16710302.169965627
[2022-04-09 01:50:35.481587]Total energy: 16723813.927744508
[2022-04-09 01:51:51.798843]Total energy: 16711011.045054406
[2022-04-09 01:53:09.190670]Total energy: 16749668.834077226
[2022-04-09 01:54:26.770319]Total energy: 16715854.392998232
[2022-04-09 01:55:44.062471]Total energy: 16716119.10318693
[2022-04-09 01:57:01.123449]Total energy: 16699473.86747251
[2022-04-09 01:58:18.900382]Total energy: 16720973.884898571
[2022-04-09 01:59:37.255898]Total energy: 16720416.163292605
[2022-04-09 02:01:03.043883]Total energy: 16744147.851390384
[2022-04-09 02:02:28.580129]Total energy: 16720335.842436329
[2022-04-09 02:03:49.397305]Total energy: 16717753.241526036
[2022-04-09 02:05:09.174195]Total energy: 16707946.847138593
[2022-04-09 02:06:29.104798]Total energy: 16706350.896001725
[2022-04-09 02:07:51.866976]Total energy: 16729063.602745244
[2022-04-09 02:09:13.432158]Total energy: 16704859.615856422
[2022-04-09 02:10:40.327065]Total energy: 16697056.333446939
[2022-04-09 02:12:09.190917]Total energy: 16733711.446034739
[2022-04-09 02:13:29.419586]Total energy: 16712765.239950087
[2022-04-09 02:14:49.318718]Total energy: 16741557.361227764
[2022-04-09 02:16:07.257551]Total energy: 16733792.322297424
[2022-04-09 02:17:26.481069]Total energy: 16722674.363621382
[2022-04-09 02:18:47.008950]Total energy: 16721446.404920079
[2022-04-09 02:20:07.351428]Total energy: 16761281.381693922
[2022-04-09 02:21:37.355817]Total energy: 16742695.42885086
[2022-04-09 02:23:04.677448]Total energy: 16718935.437509362
[2022-04-09 02:24:24.912179]Total energy: 16729493.08851367
[2022-04-09 02:25:45.487549]Total energy: 16721919.682972351
[2022-04-09 02:27:05.607806]Total energy: 16709005.995280199
[2022-04-09 02:28:25.868040]Total energy: 16720545.792438807
[2022-04-09 02:29:46.343418]Total energy: 16739310.369708885
[2022-04-09 02:31:15.948672]Total energy: 16726858.827479988
[2022-04-09 02:32:49.237342]Total energy: 16725286.197814928
[2022-04-09 02:34:15.386150]Total energy: 16728732.117116354
[2022-04-09 02:35:37.303076]Total energy: 16726778.728836764
[2022-04-09 02:36:56.292188]Total energy: 16719537.870414155
[2022-04-09 02:38:15.860618]Total energy: 16745562.960682912
[2022-04-09 02:39:38.104381]Total energy: 16724552.216357373
[2022-04-09 02:41:02.666527]Total energy: 16726572.510548146
[2022-04-09 02:42:30.629454]Total energy: 16724633.407895109
[2022-04-09 02:43:50.237728]Total energy: 16723558.825363182
[2022-04-09 02:45:08.087290]Total energy: 16714089.354801342
[2022-04-09 02:46:25.325085]Total energy: 16728528.042069111
[2022-04-09 02:47:43.633109]Total energy: 16712462.461020777
[2022-04-09 02:49:04.379584]Total energy: 16730189.981205372
[2022-04-09 02:50:48.069488]Total energy: 16741000.22917079
[2022-04-09 02:52:26.337440]Total energy: 16731964.449907213
