initial: 113 - diverse_no_blind_seed
[2022-04-10 13:02:57.462504]Total energy: 19088290.691743422
[2022-04-10 13:04:22.767273]Total energy: 19090677.68806149
[2022-04-10 13:05:49.110974]Total energy: 19146842.25341345
[2022-04-10 13:07:16.600391]Total energy: 19144000.665133312
[2022-04-10 13:08:45.104803]Total energy: 19121011.628125973
[2022-04-10 13:10:14.041818]Total energy: 19143247.7548871
[2022-04-10 13:11:33.414820]Total energy: 19115174.591019876
[2022-04-10 13:12:49.304661]Total energy: 19142778.6862274
[2022-04-10 13:14:06.218789]Total energy: 19151113.965045657
[2022-04-10 13:15:22.417333]Total energy: 19138115.75160628
[2022-04-10 13:16:38.327803]Total energy: 19132140.352307554
[2022-04-10 13:17:54.033856]Total energy: 19128693.3153114
[2022-04-10 13:19:10.272348]Total energy: 19157918.298591357
[2022-04-10 13:20:45.956413]Total energy: 19130114.50071432
[2022-04-10 13:22:07.671066]Total energy: 19123434.660227075
[2022-04-10 13:23:23.316267]Total energy: 19142928.355992705
[2022-04-10 13:24:39.629717]Total energy: 19091860.472856477
[2022-04-10 13:25:55.497267]Total energy: 19106223.072970968
[2022-04-10 13:27:12.187790]Total energy: 19105077.87336271
[2022-04-10 13:28:29.661638]Total energy: 19105550.47184044
[2022-04-10 13:29:48.029720]Total energy: 19097918.644790802
[2022-04-10 13:31:08.245904]Total energy: 19103511.33742491
[2022-04-10 13:32:24.231267]Total energy: 19097237.940731753
[2022-04-10 13:33:40.859626]Total energy: 19141355.00602699
[2022-04-10 13:34:56.386075]Total energy: 19112426.65383778
[2022-04-10 13:36:13.127687]Total energy: 19151788.824862853
[2022-04-10 13:37:29.364127]Total energy: 19128068.70030114
[2022-04-10 13:38:47.223908]Total energy: 19100189.470064912
[2022-04-10 13:40:03.831913]Total energy: 19098530.43976623
[2022-04-10 13:41:29.250492]Total energy: 19106418.48896896
[2022-04-10 13:42:57.135699]Total energy: 19085197.19289845
[2022-04-10 13:44:14.948045]Total energy: 19116256.42297654
[2022-04-10 13:45:30.364911]Total energy: 19113695.957736168
[2022-04-10 13:46:45.177554]Total energy: 19120018.60687499
[2022-04-10 13:48:00.659370]Total energy: 19117032.073875606
[2022-04-10 13:49:17.531556]Total energy: 19121372.66020592
[2022-04-10 13:50:51.795608]Total energy: 19141602.83320056
[2022-04-10 13:52:21.261098]Total energy: 19129371.564978793
[2022-04-10 13:53:47.372193]Total energy: 19108175.10394644
[2022-04-10 13:55:06.117389]Total energy: 19131943.184801534
[2022-04-10 13:56:22.222769]Total energy: 19116681.9099224
[2022-04-10 13:57:38.689814]Total energy: 19129897.699730027
[2022-04-10 13:58:54.149569]Total energy: 19121005.179799065
[2022-04-10 14:00:10.085958]Total energy: 19088674.28782985
[2022-04-10 14:01:26.989794]Total energy: 19113339.55346944
[2022-04-10 14:02:42.235709]Total energy: 19120444.051896773
[2022-04-10 14:03:58.400036]Total energy: 19111464.8354485
[2022-04-10 14:05:13.876000]Total energy: 19098918.926390555
[2022-04-10 14:06:29.176277]Total energy: 19135668.27717062
[2022-04-10 14:07:45.945269]Total energy: 19122661.52435822
[2022-04-10 14:09:01.141704]Total energy: 19128125.966352537
[2022-04-10 14:10:16.817080]Total energy: 19129030.83463077
[2022-04-10 14:11:34.398556]Total energy: 19144128.889113575
[2022-04-10 14:12:50.205811]Total energy: 19155389.212523393
[2022-04-10 14:14:08.933493]Total energy: 19132264.147628933
[2022-04-10 14:15:24.043239]Total energy: 19128841.64598768
[2022-04-10 14:16:39.444469]Total energy: 19108037.075824127
[2022-04-10 14:17:56.406326]Total energy: 19083335.604193546
[2022-04-10 14:19:11.528727]Total energy: 19126568.116758518
[2022-04-10 14:20:36.554215]Total energy: 19128429.998588994
[2022-04-10 14:22:00.035982]Total energy: 19176315.485634893
[2022-04-10 14:23:16.239720]Total energy: 19143780.551623456
[2022-04-10 14:24:32.205206]Total energy: 19158706.15941485
[2022-04-10 14:25:47.643836]Total energy: 19094989.31292243
[2022-04-10 14:27:02.911729]Total energy: 19108198.52680953
[2022-04-10 14:28:18.589637]Total energy: 19122609.443690613
[2022-04-10 14:29:35.809472]Total energy: 19117349.5311517
[2022-04-10 14:30:56.782248]Total energy: 19111678.123143006
[2022-04-10 14:32:21.896339]Total energy: 19118125.947283667
[2022-04-10 14:33:46.645612]Total energy: 19032872.585886385
[2022-04-10 14:35:08.639244]Total energy: 19080756.16411855
[2022-04-10 14:36:23.962566]Total energy: 19075431.142419487
[2022-04-10 14:37:40.564872]Total energy: 19084538.370017957
[2022-04-10 14:38:57.831299]Total energy: 19143235.69185147
[2022-04-10 14:40:43.991698]Total energy: 19133324.408865284
[2022-04-10 14:42:16.392156]Total energy: 19133438.951055918
[2022-04-10 14:43:40.756882]Total energy: 19123264.391091302
[2022-04-10 14:44:55.906930]Total energy: 19110303.167200703
[2022-04-10 14:46:11.212173]Total energy: 19164901.445539176
[2022-04-10 14:47:27.539478]Total energy: 19097550.927198336
[2022-04-10 14:48:46.199863]Total energy: 19146744.2178661
[2022-04-10 14:50:02.075714]Total energy: 19104969.63179094
[2022-04-10 14:51:27.817454]Total energy: 19127092.593116716
[2022-04-10 14:52:56.309731]Total energy: 19103440.001851227
[2022-04-10 14:54:18.929515]Total energy: 19072568.520074762
[2022-04-10 14:55:34.316360]Total energy: 19123502.129742857
[2022-04-10 14:56:50.594558]Total energy: 19086346.142688837
[2022-04-10 14:58:06.366560]Total energy: 19083250.5549656
[2022-04-10 14:59:23.185767]Total energy: 19104281.697636325
[2022-04-10 15:00:48.875132]Total energy: 19105800.444038413
[2022-04-10 15:02:07.581294]Total energy: 19120246.909509037
[2022-04-10 15:03:23.358084]Total energy: 19110969.507775124
[2022-04-10 15:04:38.845475]Total energy: 19065802.67952056
[2022-04-10 15:05:54.481880]Total energy: 19171200.53483669
[2022-04-10 15:07:10.260404]Total energy: 19082442.886529565
[2022-04-10 15:08:25.996605]Total energy: 19127781.90736102
[2022-04-10 15:09:42.613537]Total energy: 19077678.943210922
[2022-04-10 15:10:58.937802]Total energy: 19118795.965627603
[2022-04-10 15:12:15.166606]Total energy: 19115812.183528792
[2022-04-10 15:13:32.283244]Total energy: 19110290.433860164
[2022-04-10 15:14:49.494371]Total energy: 19122097.479903042
[2022-04-10 15:16:06.780172]Total energy: 19120134.378848482
[2022-04-10 15:17:22.136772]Total energy: 19112543.72839418
[2022-04-10 15:18:38.041658]Total energy: 19083673.73066897
[2022-04-10 15:19:54.301930]Total energy: 19102408.114741195
[2022-04-10 15:21:30.260429]Total energy: 19114108.793977622
[2022-04-10 15:23:01.431002]Total energy: 19115081.15371259
[2022-04-10 15:24:25.611541]Total energy: 19119031.09792874
[2022-04-10 15:25:49.472117]Total energy: 19110530.159079086
[2022-04-10 15:27:13.735575]Total energy: 19086316.04826006
[2022-04-10 15:28:39.150504]Total energy: 19086749.080716126
[2022-04-10 15:29:57.976676]Total energy: 19115044.340708464
[2022-04-10 15:31:14.399619]Total energy: 19109513.84071877
[2022-04-10 15:32:29.372706]Total energy: 19092660.92808277
[2022-04-10 15:33:45.844254]Total energy: 19128604.986674186
[2022-04-10 15:35:01.982121]Total energy: 19126443.67222103
[2022-04-10 15:36:17.942573]Total energy: 19127870.611562435
[2022-04-10 15:37:33.501596]Total energy: 19069469.16922205
[2022-04-10 15:38:49.285805]Total energy: 19099506.33687244
[2022-04-10 15:40:09.274480]Total energy: 19115408.18976688
[2022-04-10 15:41:40.109516]Total energy: 19095903.500146605
[2022-04-10 15:43:08.882863]Total energy: 19123957.175768193
[2022-04-10 15:44:27.908699]Total energy: 19137081.21137492
[2022-04-10 15:45:45.293554]Total energy: 19124571.180925068
[2022-04-10 15:47:00.988303]Total energy: 19094545.029885434
[2022-04-10 15:48:18.308722]Total energy: 19137957.3798685
[2022-04-10 15:49:33.716530]Total energy: 19076909.405089743
[2022-04-10 15:50:59.932402]Total energy: 19090912.68553864
[2022-04-10 15:52:28.532879]Total energy: 19077140.00550296
[2022-04-10 15:53:59.635577]Total energy: 19077670.39045018
[2022-04-10 15:55:20.795505]Total energy: 19100844.42250878
[2022-04-10 15:56:39.736770]Total energy: 19080358.726822585
[2022-04-10 15:58:00.720954]Total energy: 19077004.282120366
[2022-04-10 15:59:16.197669]Total energy: 19118734.653110515
[2022-04-10 16:00:34.505216]Total energy: 19089735.886307146
[2022-04-10 16:01:52.404539]Total energy: 19088912.87154394
[2022-04-10 16:03:08.475472]Total energy: 19089760.557587273
[2022-04-10 16:04:26.451327]Total energy: 19115992.603318654
[2022-04-10 16:05:47.139283]Total energy: 19086683.433930553
[2022-04-10 16:07:04.835104]Total energy: 19139014.064851362
[2022-04-10 16:08:21.093198]Total energy: 19112942.2571615
[2022-04-10 16:09:41.304492]Total energy: 19109571.414303657
[2022-04-10 16:11:27.245478]Total energy: 19078073.74024158
[2022-04-10 16:13:11.486124]Total energy: 19110199.791766062
[2022-04-10 16:14:40.988156]Total energy: 19105824.766189802
[2022-04-10 16:16:05.131871]Total energy: 19116449.14499483
[2022-04-10 16:17:23.581234]Total energy: 19096539.401767574
[2022-04-10 16:18:46.967703]Total energy: 19145502.79133929
[2022-04-10 16:20:08.101845]Total energy: 19115414.708269924
[2022-04-10 16:21:30.000888]Total energy: 19094210.178380527
[2022-04-10 16:22:51.653403]Total energy: 19111142.285088368
[2022-04-10 16:24:12.949885]Total energy: 19083684.936923847
[2022-04-10 16:25:37.182170]Total energy: 19084473.175063826
[2022-04-10 16:26:58.669421]Total energy: 19169651.771751143
[2022-04-10 16:28:19.038677]Total energy: 19110895.110542182
[2022-04-10 16:29:40.685807]Total energy: 19111169.764850814
[2022-04-10 16:31:27.253123]Total energy: 19107655.129988402
[2022-04-10 16:32:53.642484]Total energy: 19109944.704151843
[2022-04-10 16:34:14.103592]Total energy: 19107416.978107296
[2022-04-10 16:35:32.209235]Total energy: 19110182.625409503
[2022-04-10 16:36:51.598720]Total energy: 19081161.920527395
[2022-04-10 16:38:11.873829]Total energy: 19112722.107039716
[2022-04-10 16:39:32.958384]Total energy: 19095810.292707
[2022-04-10 16:40:57.865142]Total energy: 19107645.727277774
[2022-04-10 16:42:25.656529]Total energy: 19091437.874602456
[2022-04-10 16:43:56.756671]Total energy: 19119137.871299364
[2022-04-10 16:45:21.664137]Total energy: 19093110.941739865
[2022-04-10 16:46:52.518002]Total energy: 19125008.119306926
[2022-04-10 16:48:21.956969]Total energy: 19084962.212314345
[2022-04-10 16:49:45.700252]Total energy: 19093622.05842248
[2022-04-10 16:51:07.674165]Total energy: 19078129.46091534
[2022-04-10 16:52:27.487287]Total energy: 19109256.229824446
[2022-04-10 16:53:49.181873]Total energy: 19098485.134839524
[2022-04-10 16:55:10.751631]Total energy: 19091166.571289267
[2022-04-10 16:56:32.006558]Total energy: 19072752.82282783
[2022-04-10 16:57:52.644267]Total energy: 19112804.37875723
[2022-04-10 16:59:11.870646]Total energy: 19090496.6868358
[2022-04-10 17:00:40.248075]Total energy: 19116634.98305958
[2022-04-10 17:02:03.941389]Total energy: 19056708.89905334
[2022-04-10 17:04:32.581401]Total energy: 19061792.162986003
[2022-04-10 17:05:53.166119]Total energy: 19110750.768091876
[2022-04-10 17:07:13.933308]Total energy: 19108807.7287005
[2022-04-10 17:08:34.981403]Total energy: 19064138.634051856
[2022-04-10 17:09:55.815058]Total energy: 19085069.969575834
[2022-04-10 17:11:40.565333]Total energy: 19088679.284869347
[2022-04-10 17:13:18.735531]Total energy: 19108623.0062177
[2022-04-10 17:14:57.181227]Total energy: 19098084.642738644
[2022-04-10 17:16:36.520101]Total energy: 19129321.711774793
[2022-04-10 17:18:08.809990]Total energy: 19094529.520753358
[2022-04-10 17:19:31.921401]Total energy: 19115246.167417444
[2022-04-10 17:21:01.611892]Total energy: 19074604.659889985
[2022-04-10 17:22:30.155758]Total energy: 19082151.09145748
[2022-04-10 17:23:55.172832]Total energy: 19062909.150409747
[2022-04-10 17:25:17.938308]Total energy: 19096636.488055956
[2022-04-10 17:26:39.533799]Total energy: 19084878.287821442
[2022-04-10 17:27:56.606372]Total energy: 19081316.967240606
[2022-04-10 17:29:17.014223]Total energy: 19115946.896486286
[2022-04-10 17:31:01.021261]Total energy: 19066439.23833217
[2022-04-10 17:32:39.854148]Total energy: 19083074.67873377
[2022-04-10 17:34:14.237393]Total energy: 19058235.88309126
[2022-04-10 17:35:52.507603]Total energy: 19095417.71284759
[2022-04-10 17:37:32.144805]Total energy: 19114551.927605983
[2022-04-10 17:39:00.178416]Total energy: 19120011.270556346
[2022-04-10 17:40:22.038241]Total energy: 19027132.657756835
[2022-04-10 17:41:42.725788]Total energy: 19068317.998580217
[2022-04-10 17:43:03.284412]Total energy: 19066110.47900757
[2022-04-10 17:44:23.836375]Total energy: 19099067.209847927
[2022-04-10 17:45:41.881612]Total energy: 19060730.448913064
[2022-04-10 17:47:02.336692]Total energy: 19090624.893512983
[2022-04-10 17:48:22.601280]Total energy: 19095420.094608743
[2022-04-10 17:49:43.098540]Total energy: 19080607.568990376
[2022-04-10 17:51:13.835707]Total energy: 19057331.788612287
[2022-04-10 17:52:40.980416]Total energy: 19051176.800613094
[2022-04-10 17:54:02.358763]Total energy: 19073715.15383182
[2022-04-10 17:55:23.854308]Total energy: 19077468.117964476
[2022-04-10 17:56:45.674812]Total energy: 19088078.07546783
[2022-04-10 17:58:05.936929]Total energy: 19052363.090226527
[2022-04-10 17:59:27.408800]Total energy: 19109845.191042844
[2022-04-10 18:01:05.344696]Total energy: 19032524.552835
[2022-04-10 18:02:50.583468]Total energy: 19039035.850889154
[2022-04-10 18:04:22.496279]Total energy: 19063266.442734487
[2022-04-10 18:05:44.685884]Total energy: 19054530.760672912
[2022-04-10 18:07:05.640203]Total energy: 19067504.43081614
[2022-04-10 18:08:25.204217]Total energy: 19060340.40244381
[2022-04-10 18:09:46.212928]Total energy: 19038950.19706388
[2022-04-10 18:11:28.031501]Total energy: 19080576.22814489
[2022-04-10 18:13:11.679521]Total energy: 19032660.451258384
[2022-04-10 18:14:56.806252]Total energy: 19083374.533057153
[2022-04-10 18:16:23.534309]Total energy: 19044528.594254788
[2022-04-10 18:17:44.508835]Total energy: 19060737.75432809
[2022-04-10 18:19:03.980365]Total energy: 19061809.256699022
[2022-04-10 18:20:42.637928]Total energy: 19059257.196116816
[2022-04-10 18:22:29.581728]Total energy: 19106503.36261699
[2022-04-10 18:24:00.013296]Total energy: 19058081.341775548
[2022-04-10 18:25:23.197426]Total energy: 19035839.123142436
[2022-04-10 18:26:44.269808]Total energy: 19072102.01259988
[2022-04-10 18:28:05.272780]Total energy: 19065821.781748
[2022-04-10 18:29:25.641814]Total energy: 19058090.00818182
[2022-04-10 18:31:10.226005]Total energy: 19076158.688173506
[2022-04-10 18:33:02.185853]Total energy: 19042485.585157324
[2022-04-10 18:34:31.096943]Total energy: 19067896.854142044
[2022-04-10 18:35:52.304422]Total energy: 19049216.782527924
[2022-04-10 18:37:13.259269]Total energy: 19071110.834592585
[2022-04-10 18:38:34.056349]Total energy: 19047269.99368806
[2022-04-10 18:39:57.761317]Total energy: 19040998.420170013
[2022-04-10 18:42:16.750352]Total energy: 19042504.294704493
[2022-04-10 18:44:04.783493]Total energy: 19069915.897079777
[2022-04-10 18:45:37.908528]Total energy: 19064783.653796315
[2022-04-10 18:47:01.379746]Total energy: 19038361.312977776
[2022-04-10 18:48:21.438297]Total energy: 19052301.615671877
[2022-04-10 18:49:42.804264]Total energy: 19058253.720212072
[2022-04-10 18:51:28.214484]Total energy: 19066505.52539564
[2022-04-10 18:53:16.722430]Total energy: 19073138.131955724
[2022-04-10 18:54:46.895888]Total energy: 19049913.25738511
[2022-04-10 18:56:08.217535]Total energy: 19024504.39915727
[2022-04-10 18:57:28.928634]Total energy: 19100010.30711103
[2022-04-10 18:58:49.806594]Total energy: 19118647.94406255
[2022-04-10 19:00:13.065577]Total energy: 19081243.11931132
[2022-04-10 19:02:00.391899]Total energy: 19043748.785485055
[2022-04-10 19:03:27.803033]Total energy: 19089993.200621497
[2022-04-10 19:05:02.835105]Total energy: 19123164.014642548
[2022-04-10 19:06:39.532357]Total energy: 19055771.726759817
[2022-04-10 19:08:20.033336]Total energy: 19105925.689910628
[2022-04-10 19:09:57.232309]Total energy: 19050618.09044293
[2022-04-10 19:11:35.297172]Total energy: 19108873.780531306
[2022-04-10 19:12:57.866671]Total energy: 19097744.12629391
[2022-04-10 19:14:19.635155]Total energy: 19095686.752623606
[2022-04-10 19:15:40.992116]Total energy: 19092551.742426787
[2022-04-10 19:17:02.093217]Total energy: 19076186.286940638
[2022-04-10 19:18:20.684930]Total energy: 19069721.78161461
[2022-04-10 19:19:41.882806]Total energy: 19061147.30196589
[2022-04-10 19:21:19.306417]Total energy: 19013985.510230184
[2022-04-10 19:22:57.796643]Total energy: 19059499.343260013
[2022-04-10 19:24:35.086840]Total energy: 19068329.01601821
[2022-04-10 19:26:14.347607]Total energy: 19110177.662800044
[2022-04-10 19:27:41.587652]Total energy: 19060503.226934746
[2022-04-10 19:29:04.543972]Total energy: 19050246.433136433
[2022-04-10 19:30:26.137483]Total energy: 19051358.847184
[2022-04-10 19:31:47.081699]Total energy: 19112089.10534965
[2022-04-10 19:33:06.973165]Total energy: 19057990.379022483
[2022-04-10 19:34:25.819460]Total energy: 19095976.85530269
[2022-04-10 19:35:46.074893]Total energy: 19054227.560912833
[2022-04-10 19:37:08.069681]Total energy: 19077289.34221744
[2022-04-10 19:38:25.286160]Total energy: 19074682.637389243
[2022-04-10 19:39:47.033493]Total energy: 19107275.62349264
[2022-04-10 19:41:25.490154]Total energy: 19043571.93131142
[2022-04-10 19:43:02.522420]Total energy: 19101539.17782409
[2022-04-10 19:44:33.782282]Total energy: 19074084.094244298
[2022-04-10 19:46:05.730858]Total energy: 19038225.171402246
[2022-04-10 19:47:37.777833]Total energy: 19057320.541898925
[2022-04-10 19:49:10.526871]Total energy: 19082400.82098132
[2022-04-10 19:50:42.974976]Total energy: 19105853.538150236
[2022-04-10 19:52:09.948358]Total energy: 19070993.678266328
[2022-04-10 19:53:28.906057]Total energy: 19118376.022411842
[2022-04-10 19:54:40.768807]Total energy: 19073633.770307522
[2022-04-10 19:55:56.563862]Total energy: 19066870.67314367
[2022-04-10 19:57:15.533250]Total energy: 19029134.853481673
[2022-04-10 19:58:36.086237]Total energy: 19044201.715643417
[2022-04-10 19:59:47.579434]Total energy: 19077190.05855013
[2022-04-10 20:01:12.266946]Total energy: 19065768.163923908
[2022-04-10 20:02:26.524468]Total energy: 19065054.976931103
[2022-04-10 20:03:38.013313]Total energy: 19057573.069497146
[2022-04-10 20:04:49.706633]Total energy: 19084701.88180054
[2022-04-10 20:06:00.833874]Total energy: 19077477.58862765
[2022-04-10 20:07:12.730136]Total energy: 19039877.69286059
[2022-04-10 20:08:27.315849]Total energy: 19079798.96858448
[2022-04-10 20:09:37.972859]Total energy: 19053191.74950519
[2022-04-10 20:11:35.998563]Total energy: 19071706.966092117
[2022-04-10 20:13:22.486080]Total energy: 19081484.31609176
[2022-04-10 20:14:47.108959]Total energy: 19098238.362099227
[2022-04-10 20:16:06.870836]Total energy: 19061249.967878446
[2022-04-10 20:17:34.709585]Total energy: 19077075.670477614
[2022-04-10 20:18:57.542538]Total energy: 19078809.747601617
[2022-04-10 20:20:10.191785]Total energy: 19055905.81666771
[2022-04-10 20:21:55.706421]Total energy: 19075760.474303216
[2022-04-10 20:23:53.900238]Total energy: 19086347.98775947
[2022-04-10 20:25:32.020675]Total energy: 19101349.115078058
[2022-04-10 20:26:46.793933]Total energy: 19081662.34038617
[2022-04-10 20:27:59.668927]Total energy: 19091575.8025255
[2022-04-10 20:29:13.953360]Total energy: 19083990.951804698
[2022-04-10 20:30:49.629608]Total energy: 19105581.310201567
[2022-04-10 20:32:29.345182]Total energy: 19067852.416800722
[2022-04-10 20:34:06.652166]Total energy: 19049085.477384925
[2022-04-10 20:35:41.715217]Total energy: 19095309.182784595
[2022-04-10 20:37:01.931034]Total energy: 19096677.345744334
[2022-04-10 20:38:13.960333]Total energy: 19050661.38339772
[2022-04-10 20:39:27.129512]Total energy: 19097038.699592322
[2022-04-10 20:41:01.401723]Total energy: 19084721.19025544
[2022-04-10 20:42:33.676686]Total energy: 19059252.83789447
[2022-04-10 20:43:50.048088]Total energy: 19067267.034926146
[2022-04-10 20:45:02.721649]Total energy: 19092700.009454623
[2022-04-10 20:46:14.146231]Total energy: 19072894.4304905
[2022-04-10 20:47:25.110023]Total energy: 19093325.885799088
[2022-04-10 20:48:37.987299]Total energy: 19065099.703064643
[2022-04-10 20:49:49.393271]Total energy: 19080365.280988008
[2022-04-10 20:51:30.300449]Total energy: 19071764.870711997
[2022-04-10 20:53:29.166832]Total energy: 19083407.39241583
[2022-04-10 20:55:11.071606]Total energy: 19094407.73937593
[2022-04-10 20:56:53.775130]Total energy: 19093228.766765267
[2022-04-10 20:58:23.645570]Total energy: 19099143.974760197
[2022-04-10 20:59:43.959869]Total energy: 19047607.77058714
[2022-04-10 21:01:24.055217]Total energy: 19084665.711719055
[2022-04-10 21:03:09.134596]Total energy: 19046400.725207068
[2022-04-10 21:04:42.610398]Total energy: 19080103.809213843
[2022-04-10 21:06:10.271811]Total energy: 19065680.763456807
[2022-04-10 21:07:42.255337]Total energy: 19102514.932460383
[2022-04-10 21:09:05.620288]Total energy: 19053015.450665645
[2022-04-10 21:10:45.736708]Total energy: 19092125.434778575
[2022-04-10 21:12:36.342879]Total energy: 19042664.81061754
[2022-04-10 21:14:13.813922]Total energy: 19080061.073077697
[2022-04-10 21:15:31.046914]Total energy: 19067927.07793542
[2022-04-10 21:16:41.856421]Total energy: 19085750.84194631
[2022-04-10 21:17:57.704831]Total energy: 19103578.987420436
[2022-04-10 21:19:12.957312]Total energy: 19093613.562382452
[2022-04-10 21:20:59.409556]Total energy: 19082879.258208673
[2022-04-10 21:22:55.427170]Total energy: 19071537.697701804
[2022-04-10 21:24:31.176228]Total energy: 19091886.67297933
[2022-04-10 21:25:58.414175]Total energy: 19102147.467778713
[2022-04-10 21:27:24.082729]Total energy: 19063741.483798057
[2022-04-10 21:28:44.385110]Total energy: 19112767.821235143
[2022-04-10 21:29:57.519768]Total energy: 19052907.057276364
[2022-04-10 21:31:09.046239]Total energy: 19090876.743365847
[2022-04-10 21:32:20.914408]Total energy: 19071687.42544304
[2022-04-10 21:33:34.519878]Total energy: 19079877.416290246
[2022-04-10 21:34:45.713291]Total energy: 19089946.021928955
[2022-04-10 21:35:58.092918]Total energy: 19073029.741166748
[2022-04-10 21:37:10.619092]Total energy: 19088106.44313242
[2022-04-10 21:38:22.977978]Total energy: 19054613.05695669
[2022-04-10 21:39:34.700529]Total energy: 19093058.164234214
[2022-04-10 21:41:03.868521]Total energy: 19031487.411792804
[2022-04-10 21:42:36.854384]Total energy: 19055338.00819282
[2022-04-10 21:44:08.892179]Total energy: 19067564.260904767
[2022-04-10 21:45:37.399774]Total energy: 19058365.44157795
[2022-04-10 21:47:03.240226]Total energy: 19075156.616373576
[2022-04-10 21:48:14.503814]Total energy: 19049075.39928008
[2022-04-10 21:49:29.357367]Total energy: 19085555.45630262
[2022-04-10 21:50:59.075921]Total energy: 19060759.894800965
[2022-04-10 21:52:35.640340]Total energy: 19057922.297034923
[2022-04-10 21:53:55.504413]Total energy: 19068884.106962856
[2022-04-10 21:55:06.111898]Total energy: 19069380.2498391
[2022-04-10 21:56:16.876710]Total energy: 19052235.382655594
[2022-04-10 21:57:27.506782]Total energy: 19071649.695588622
[2022-04-10 21:58:38.679023]Total energy: 19062623.785311867
[2022-04-10 21:59:50.854614]Total energy: 19043808.51170953
[2022-04-10 22:01:19.743956]Total energy: 19057932.915960297
[2022-04-10 22:03:06.562953]Total energy: 19044997.406939276
[2022-04-10 22:04:41.123847]Total energy: 19056421.80346467
[2022-04-10 22:06:09.978576]Total energy: 19028192.52084411
[2022-04-10 22:07:35.941890]Total energy: 19063446.525985084
[2022-04-10 22:08:53.891452]Total energy: 19066933.51575443
[2022-04-10 22:10:06.483689]Total energy: 19048319.573737424
[2022-04-10 22:11:32.676388]Total energy: 19051863.680030983
[2022-04-10 22:13:00.157852]Total energy: 19063366.661316715
[2022-04-10 22:14:19.569272]Total energy: 19056169.088496417
[2022-04-10 22:15:36.325332]Total energy: 19063699.77529629
[2022-04-10 22:16:48.651694]Total energy: 19047364.38522157
[2022-04-10 22:18:00.260605]Total energy: 19052004.518625982
[2022-04-10 22:19:12.076093]Total energy: 19057962.882124484
[2022-04-10 22:20:44.180082]Total energy: 19054070.239145495
[2022-04-10 22:22:23.799424]Total energy: 19051992.701440733
[2022-04-10 22:23:37.718831]Total energy: 19036469.804882437
[2022-04-10 22:24:50.790380]Total energy: 19064946.362061575
[2022-04-10 22:26:05.589792]Total energy: 19071248.172577556
[2022-04-10 22:27:19.991935]Total energy: 19073981.453796968
[2022-04-10 22:28:33.896979]Total energy: 19087945.39000107
[2022-04-10 22:29:47.356931]Total energy: 19069018.31172591
[2022-04-10 22:31:11.019918]Total energy: 19066809.663385082
[2022-04-10 22:32:34.256267]Total energy: 19051917.677658375
[2022-04-10 22:33:50.638593]Total energy: 19065365.37573056
[2022-04-10 22:35:05.470711]Total energy: 19043236.749364514
[2022-04-10 22:36:21.346477]Total energy: 19078970.453694083
[2022-04-10 22:37:36.291522]Total energy: 19059595.312137313
[2022-04-10 22:38:49.358038]Total energy: 19037956.408080675
[2022-04-10 22:40:01.119013]Total energy: 19048901.612594094
[2022-04-10 22:41:28.978524]Total energy: 19064908.543880444
[2022-04-10 22:42:54.267587]Total energy: 19052287.640545845
[2022-04-10 22:44:09.272847]Total energy: 19072951.223170474
[2022-04-10 22:45:22.198352]Total energy: 19088771.258839402
[2022-04-10 22:46:34.417629]Total energy: 19049032.025474366
[2022-04-10 22:47:46.370901]Total energy: 19055599.479657978
[2022-04-10 22:48:59.708638]Total energy: 19007070.221889276
[2022-04-10 22:50:12.086942]Total energy: 19058075.21996873
[2022-04-10 22:51:49.667386]Total energy: 19047674.574644055
[2022-04-10 22:53:15.167493]Total energy: 19058519.12422097
[2022-04-10 22:54:36.038695]Total energy: 19097310.460902054
[2022-04-10 22:55:57.742498]Total energy: 19044533.310619093
[2022-04-10 22:57:09.927073]Total energy: 19047367.52790215
[2022-04-10 22:58:22.797108]Total energy: 19017446.01043491
[2022-04-10 22:59:37.282192]Total energy: 19040061.99323951
[2022-04-10 23:01:14.276318]Total energy: 19056343.26200703
[2022-04-10 23:02:40.860243]Total energy: 19065715.589618377
[2022-04-10 23:03:53.888904]Total energy: 19057223.223036703
[2022-04-10 23:05:06.151820]Total energy: 19071697.90643683
[2022-04-10 23:06:17.413909]Total energy: 19078439.31333851
[2022-04-10 23:07:30.774714]Total energy: 19058058.20656083
[2022-04-10 23:08:43.741557]Total energy: 19083683.95423399
[2022-04-10 23:09:58.267473]Total energy: 19059334.48290204
[2022-04-10 23:11:25.270355]Total energy: 19065182.112560146
[2022-04-10 23:13:07.551472]Total energy: 19053314.110120904
[2022-04-10 23:14:38.338982]Total energy: 19054320.54341749
[2022-04-10 23:15:52.121060]Total energy: 19068178.863325484
[2022-04-10 23:17:05.461724]Total energy: 19048812.30063835
[2022-04-10 23:18:18.091415]Total energy: 19078337.48844051
[2022-04-10 23:19:31.482159]Total energy: 19081232.758629937
[2022-04-10 23:20:59.402526]Total energy: 19067492.476333164
[2022-04-10 23:22:30.689149]Total energy: 19036970.401834432
[2022-04-10 23:23:42.720819]Total energy: 19049044.615315985
[2022-04-10 23:24:55.652059]Total energy: 19055387.544936474
[2022-04-10 23:26:16.202876]Total energy: 19078824.96946177
[2022-04-10 23:27:29.345176]Total energy: 19049816.894046538
[2022-04-10 23:28:43.127799]Total energy: 19112764.205846597
