initial: 102 - optimal_only_seed
[2022-04-08 18:04:39.425567]Total energy: 42016582.55858738
[2022-04-08 18:06:10.211600]Total energy: 42082969.629774384
[2022-04-08 18:07:43.066787]Total energy: 42063372.806167245
[2022-04-08 18:09:14.188918]Total energy: 42092833.53848737
[2022-04-08 18:10:58.037413]Total energy: 42149422.26225975
[2022-04-08 18:12:38.458180]Total energy: 41958239.24255339
[2022-04-08 18:14:10.214381]Total energy: 42172125.020714186
[2022-04-08 18:15:41.893597]Total energy: 42123733.53600657
[2022-04-08 18:17:13.698647]Total energy: 42048657.9243952
[2022-04-08 18:18:48.165739]Total energy: 42194983.70480411
[2022-04-08 18:20:21.976951]Total energy: 42222825.59144215
[2022-04-08 18:21:53.180517]Total energy: 42058602.31313787
[2022-04-08 18:23:26.556526]Total energy: 42104297.52966523
[2022-04-08 18:24:58.809987]Total energy: 42178298.95596026
[2022-04-08 18:26:30.518748]Total energy: 42073927.42138307
[2022-04-08 18:28:02.049385]Total energy: 42012649.85871011
[2022-04-08 18:29:36.397576]Total energy: 42096986.70773845
[2022-04-08 18:31:09.171505]Total energy: 42274596.18570157
[2022-04-08 18:32:43.041411]Total energy: 41972685.50021146
[2022-04-08 18:34:18.175751]Total energy: 42140302.66322085
[2022-04-08 18:35:49.937817]Total energy: 42049729.833316915
[2022-04-08 18:37:25.423467]Total energy: 42011608.22090199
[2022-04-08 18:38:57.743178]Total energy: 42065622.66845071
[2022-04-08 18:40:43.230304]Total energy: 42160804.174536094
[2022-04-08 18:42:22.964277]Total energy: 42032330.90308225
[2022-04-08 18:44:01.550899]Total energy: 42067730.19495582
[2022-04-08 18:45:31.209819]Total energy: 41995278.23090766
[2022-04-08 18:46:59.409793]Total energy: 42022153.022442415
[2022-04-08 18:48:28.954940]Total energy: 42079861.83936692
[2022-04-08 18:49:57.057477]Total energy: 42052715.78966183
[2022-04-08 18:51:21.796150]Total energy: 42082179.74263718
[2022-04-08 18:52:46.902217]Total energy: 41997358.37653938
[2022-04-08 18:54:13.412282]Total energy: 42015159.020362884
[2022-04-08 18:55:38.122623]Total energy: 42061934.91450327
[2022-04-08 18:57:02.649844]Total energy: 42067506.08265849
[2022-04-08 18:58:31.662738]Total energy: 42122913.60961334
[2022-04-08 19:00:05.634664]Total energy: 41976475.8129333
[2022-04-08 19:01:40.146782]Total energy: 41966419.88490675
[2022-04-08 19:03:15.999791]Total energy: 42032173.44165463
[2022-04-08 19:04:45.657517]Total energy: 42154146.88205817
[2022-04-08 19:06:14.237069]Total energy: 41983439.484961554
[2022-04-08 19:07:42.107020]Total energy: 42031895.53923674
[2022-04-08 19:09:09.152432]Total energy: 42028099.95868048
[2022-04-08 19:10:46.599528]Total energy: 41945827.94631889
[2022-04-08 19:12:17.968311]Total energy: 41973335.05334676
[2022-04-08 19:13:50.694309]Total energy: 42066169.49289475
[2022-04-08 19:15:22.877372]Total energy: 42018866.66271597
[2022-04-08 19:16:54.454963]Total energy: 42042742.72964498
[2022-04-08 19:18:25.505002]Total energy: 42074782.340800285
[2022-04-08 19:19:57.927845]Total energy: 42114429.22193024
[2022-04-08 19:21:28.946731]Total energy: 42069009.66869317
[2022-04-08 19:22:57.939868]Total energy: 42033344.65235668
[2022-04-08 19:24:28.858486]Total energy: 42084146.12296014
[2022-04-08 19:26:00.217284]Total energy: 42059428.01065365
[2022-04-08 19:27:32.660745]Total energy: 41965884.33734359
[2022-04-08 19:29:01.113780]Total energy: 42013949.630093455
[2022-04-08 19:30:39.997242]Total energy: 42082507.654015236
[2022-04-08 19:32:10.511394]Total energy: 41859917.173671626
[2022-04-08 19:33:41.947480]Total energy: 41935562.81673243
[2022-04-08 19:35:14.988886]Total energy: 41936205.7036601
[2022-04-08 19:36:43.687436]Total energy: 41941712.03250062
[2022-04-08 19:38:13.684207]Total energy: 41893163.46528794
[2022-04-08 19:39:44.599268]Total energy: 41962404.94471717
[2022-04-08 19:41:16.200715]Total energy: 41980363.384054966
[2022-04-08 19:42:46.594146]Total energy: 41928991.506738365
[2022-04-08 19:44:18.753039]Total energy: 41963966.22373051
[2022-04-08 19:45:51.212478]Total energy: 42043866.62618767
[2022-04-08 19:47:20.328774]Total energy: 41860090.601285085
[2022-04-08 19:48:49.240235]Total energy: 41916589.99529918
[2022-04-08 19:50:18.062839]Total energy: 41934210.55936592
[2022-04-08 19:51:47.161576]Total energy: 42044697.01838372
[2022-04-08 19:53:16.522623]Total energy: 41974312.46214223
[2022-04-08 19:54:44.564483]Total energy: 41950324.17831265
[2022-04-08 19:56:15.016385]Total energy: 41964129.0714338
[2022-04-08 19:57:45.529399]Total energy: 42016752.19948931
[2022-04-08 19:59:15.484895]Total energy: 41910383.50505495
[2022-04-08 20:00:49.688132]Total energy: 41978467.32812174
[2022-04-08 20:02:25.076047]Total energy: 42042580.38176516
[2022-04-08 20:03:51.813979]Total energy: 41915728.5609485
[2022-04-08 20:05:17.159853]Total energy: 41979710.173477836
[2022-04-08 20:06:41.778853]Total energy: 41935503.68529217
[2022-04-08 20:08:08.631516]Total energy: 41902616.57318477
[2022-04-08 20:09:34.063169]Total energy: 42005225.99053489
[2022-04-08 20:11:02.338529]Total energy: 41914000.8694969
[2022-04-08 20:12:34.260478]Total energy: 41985315.894152485
[2022-04-08 20:14:10.487189]Total energy: 41924476.25847471
[2022-04-08 20:15:37.488457]Total energy: 41977270.757890366
[2022-04-08 20:17:06.809524]Total energy: 41921982.44231421
[2022-04-08 20:18:32.828417]Total energy: 41998181.954087816
[2022-04-08 20:20:01.123984]Total energy: 42025407.56689826
[2022-04-08 20:21:28.104125]Total energy: 42062659.49807529
[2022-04-08 20:22:56.278753]Total energy: 41984671.313422225
[2022-04-08 20:24:21.402974]Total energy: 42023873.29995654
[2022-04-08 20:25:45.016237]Total energy: 41927920.3078495
[2022-04-08 20:27:11.019764]Total energy: 42052443.04063209
[2022-04-08 20:28:36.775107]Total energy: 41919100.27832451
[2022-04-08 20:30:05.589110]Total energy: 41973716.55386381
[2022-04-08 20:31:32.185853]Total energy: 42055079.79226265
[2022-04-08 20:32:59.508861]Total energy: 42002924.98522703
[2022-04-08 20:34:25.954943]Total energy: 41879285.84910707
[2022-04-08 20:35:51.110607]Total energy: 41965293.54425579
[2022-04-08 20:37:19.489161]Total energy: 41944339.7620265
[2022-04-08 20:38:45.023078]Total energy: 41935327.55076875
[2022-04-08 20:40:10.545049]Total energy: 41983082.110619776
[2022-04-08 20:41:35.861224]Total energy: 41926207.99643561
[2022-04-08 20:43:02.678463]Total energy: 41986071.57373514
[2022-04-08 20:44:29.377665]Total energy: 42004651.666213244
[2022-04-08 20:45:55.498602]Total energy: 41959772.213842556
[2022-04-08 20:47:21.470435]Total energy: 41944917.17170948
[2022-04-08 20:48:49.774798]Total energy: 41911842.513222866
[2022-04-08 20:50:14.499079]Total energy: 41909927.951772004
[2022-04-08 20:51:39.087566]Total energy: 42029268.03264517
[2022-04-08 20:53:05.740188]Total energy: 41987602.711901054
[2022-04-08 20:54:29.778105]Total energy: 41928367.27231259
[2022-04-08 20:55:55.517851]Total energy: 41964793.96183472
[2022-04-08 20:57:19.921161]Total energy: 41950779.84596674
[2022-04-08 20:58:44.626946]Total energy: 42047563.98181771
[2022-04-08 21:00:09.165434]Total energy: 41920807.43512047
[2022-04-08 21:01:34.244851]Total energy: 41968870.81226276
[2022-04-08 21:03:01.424969]Total energy: 41934449.12135853
[2022-04-08 21:04:27.487723]Total energy: 41938238.88182617
[2022-04-08 21:05:50.929072]Total energy: 41971489.338425696
[2022-04-08 21:07:16.052533]Total energy: 42052352.429908246
[2022-04-08 21:08:42.281008]Total energy: 41808134.99485887
[2022-04-08 21:10:07.924522]Total energy: 41959558.67260549
[2022-04-08 21:11:36.936442]Total energy: 42034494.957830675
[2022-04-08 21:12:59.904270]Total energy: 41908790.270699196
[2022-04-08 21:14:24.727278]Total energy: 42072342.19790188
[2022-04-08 21:15:50.134013]Total energy: 41943536.016035326
[2022-04-08 21:17:14.880442]Total energy: 41975156.569810204
[2022-04-08 21:18:39.851382]Total energy: 41961213.17107932
[2022-04-08 21:20:03.822708]Total energy: 41894841.68838955
[2022-04-08 21:21:29.402628]Total energy: 41853312.91352251
[2022-04-08 21:22:53.482998]Total energy: 41857353.7720598
[2022-04-08 21:24:19.261862]Total energy: 41895917.96716166
[2022-04-08 21:25:46.858796]Total energy: 41958385.85808708
[2022-04-08 21:27:12.477939]Total energy: 41917994.33336168
[2022-04-08 21:28:38.071672]Total energy: 41942579.22110842
[2022-04-08 21:30:04.488270]Total energy: 41801198.71100748
[2022-04-08 21:31:32.561429]Total energy: 42099230.48676629
[2022-04-08 21:33:05.935078]Total energy: 41931535.96029552
[2022-04-08 21:34:30.448277]Total energy: 42024067.31734725
[2022-04-08 21:35:55.725371]Total energy: 41966179.19514769
[2022-04-08 21:37:20.259683]Total energy: 42104794.21407024
[2022-04-08 21:38:44.694436]Total energy: 42133364.195982724
[2022-04-08 21:40:10.012824]Total energy: 41977604.451179214
[2022-04-08 21:41:36.570895]Total energy: 42060458.152507305
[2022-04-08 21:43:02.423054]Total energy: 42118385.12760945
[2022-04-08 21:44:27.570146]Total energy: 42126624.82490535
[2022-04-08 21:45:52.540618]Total energy: 42045756.448793486
[2022-04-08 21:47:17.463679]Total energy: 42003194.2736394
[2022-04-08 21:48:41.422799]Total energy: 42012148.82887997
[2022-04-08 21:50:06.584729]Total energy: 42049428.67375229
[2022-04-08 21:51:42.984212]Total energy: 42096072.44637204
[2022-04-08 21:53:15.079977]Total energy: 42094077.27234126
[2022-04-08 21:54:39.464329]Total energy: 42040888.786835335
[2022-04-08 21:56:04.762470]Total energy: 42012757.76534553
[2022-04-08 21:57:28.652673]Total energy: 41954444.22832745
[2022-04-08 21:58:52.911248]Total energy: 42058605.51285203
[2022-04-08 22:00:16.774363]Total energy: 42071507.6392921
[2022-04-08 22:02:00.670997]Total energy: 42059388.40809491
[2022-04-08 22:03:41.322519]Total energy: 42078297.543643706
[2022-04-08 22:05:13.003377]Total energy: 42132198.53400517
[2022-04-08 22:06:37.268388]Total energy: 42036646.798187286
[2022-04-08 22:08:02.401139]Total energy: 42080376.8614845
[2022-04-08 22:09:26.423319]Total energy: 42011131.30958641
[2022-04-08 22:11:03.011100]Total energy: 42089248.40678904
[2022-04-08 22:12:35.866098]Total energy: 41984743.28304625
[2022-04-08 22:14:00.280304]Total energy: 42021267.63234283
[2022-04-08 22:15:24.166904]Total energy: 42057749.683521524
[2022-04-08 22:16:48.713402]Total energy: 42024399.40311664
[2022-04-08 22:18:13.237689]Total energy: 42042012.35778218
[2022-04-08 22:19:37.210184]Total energy: 42028817.01847303
[2022-04-08 22:21:01.421023]Total energy: 41991679.01390107
[2022-04-08 22:22:26.410300]Total energy: 41992448.300413616
[2022-04-08 22:23:50.207028]Total energy: 41930764.17591094
[2022-04-08 22:25:14.427602]Total energy: 42132370.99393503
[2022-04-08 22:26:37.503272]Total energy: 42049915.86882848
[2022-04-08 22:28:01.759922]Total energy: 41912095.24767758
[2022-04-08 22:29:27.132955]Total energy: 42079267.24764823
[2022-04-08 22:30:58.937479]Total energy: 42017936.949289456
[2022-04-08 22:32:37.542211]Total energy: 42155957.57494187
[2022-04-08 22:34:19.124110]Total energy: 42106067.53887558
[2022-04-08 22:36:07.923065]Total energy: 42085767.32806796
[2022-04-08 22:37:43.091603]Total energy: 42058400.44818225
[2022-04-08 22:39:07.630809]Total energy: 42043316.299014024
[2022-04-08 22:40:42.598439]Total energy: 41971017.93374378
[2022-04-08 22:42:14.308739]Total energy: 42150631.90124876
[2022-04-08 22:43:38.612734]Total energy: 42023828.95686449
[2022-04-08 22:45:03.494700]Total energy: 42077643.842234135
[2022-04-08 22:46:28.790650]Total energy: 42013052.63521271
[2022-04-08 22:47:54.336867]Total energy: 42060774.97165779
[2022-04-08 22:49:18.538419]Total energy: 42111237.8493226
[2022-04-08 22:50:54.086704]Total energy: 42020897.45404528
[2022-04-08 22:52:25.527638]Total energy: 41978553.693306684
[2022-04-08 22:53:50.380624]Total energy: 42016891.13565865
[2022-04-08 22:55:14.480045]Total energy: 41948506.74405362
[2022-04-08 22:56:38.143196]Total energy: 42031006.583293796
[2022-04-08 22:58:01.464955]Total energy: 42029516.22673647
[2022-04-08 22:59:26.866600]Total energy: 41961799.33406525
[2022-04-08 23:00:52.291196]Total energy: 42064462.22571663
[2022-04-08 23:02:18.282052]Total energy: 42064936.14919855
[2022-04-08 23:03:42.538545]Total energy: 42127357.33257526
[2022-04-08 23:05:08.159155]Total energy: 42159423.54787566
[2022-04-08 23:06:33.625352]Total energy: 42024376.57848738
[2022-04-08 23:07:58.216927]Total energy: 42062219.29504166
[2022-04-08 23:09:22.082675]Total energy: 42073645.026014455
[2022-04-08 23:10:57.444525]Total energy: 42016746.417396106
[2022-04-08 23:12:42.155030]Total energy: 42123689.37200828
[2022-04-08 23:14:15.310869]Total energy: 42158903.673998974
[2022-04-08 23:15:40.446065]Total energy: 41983689.05018893
[2022-04-08 23:17:03.809332]Total energy: 42100776.190114886
[2022-04-08 23:18:28.363310]Total energy: 42050678.242354736
[2022-04-08 23:19:53.878246]Total energy: 42063087.68653139
[2022-04-08 23:21:18.290026]Total energy: 42125557.66503547
[2022-04-08 23:22:44.081692]Total energy: 42077145.78065039
[2022-04-08 23:24:08.732426]Total energy: 42069335.73512612
[2022-04-08 23:25:34.086159]Total energy: 42085858.90953113
[2022-04-08 23:26:59.058826]Total energy: 42044854.25656101
[2022-04-08 23:28:24.461807]Total energy: 42049727.33422584
[2022-04-08 23:29:50.241381]Total energy: 41945822.264344625
[2022-04-08 23:31:28.602435]Total energy: 42005175.678752765
[2022-04-08 23:33:05.870335]Total energy: 41925068.87200157
[2022-04-08 23:34:30.394224]Total energy: 42064846.373351134
[2022-04-08 23:35:54.644253]Total energy: 42032430.03979261
[2022-04-08 23:37:17.750727]Total energy: 41947903.19551018
[2022-04-08 23:38:40.921019]Total energy: 42106494.15905724
[2022-04-08 23:40:04.716400]Total energy: 42099664.66324492
[2022-04-08 23:41:28.366785]Total energy: 42019232.27920467
[2022-04-08 23:42:52.846277]Total energy: 42024712.05060839
[2022-04-08 23:44:16.996900]Total energy: 42017103.3091696
[2022-04-08 23:45:42.520490]Total energy: 41922310.1569
[2022-04-08 23:47:06.372521]Total energy: 42021901.94497029
[2022-04-08 23:48:30.816199]Total energy: 42004102.6375268
[2022-04-08 23:49:56.166848]Total energy: 41930515.89971524
[2022-04-08 23:51:40.978054]Total energy: 41965415.6317119
[2022-04-08 23:53:20.488563]Total energy: 41949228.38531424
[2022-04-08 23:54:44.792035]Total energy: 42088613.31881311
[2022-04-08 23:56:09.486421]Total energy: 41993535.54480955
[2022-04-08 23:57:35.658142]Total energy: 42096037.789910585
[2022-04-08 23:59:03.820535]Total energy: 42029014.01720505
[2022-04-09 00:00:35.095128]Total energy: 42072426.61686763
[2022-04-09 00:02:00.513447]Total energy: 41966406.31681351
[2022-04-09 00:03:24.954319]Total energy: 42072068.11064813
[2022-04-09 00:04:48.864786]Total energy: 41983778.044322506
[2022-04-09 00:06:12.278869]Total energy: 41970871.97696049
[2022-04-09 00:07:38.021852]Total energy: 42053847.672965735
[2022-04-09 00:09:03.124857]Total energy: 42000626.41546943
[2022-04-09 00:10:47.562752]Total energy: 42071981.75373767
[2022-04-09 00:12:36.306659]Total energy: 41946793.30096812
[2022-04-09 00:14:08.293783]Total energy: 42047726.50174794
[2022-04-09 00:15:32.225551]Total energy: 42071129.11911046
[2022-04-09 00:16:56.940903]Total energy: 42009870.00991768
[2022-04-09 00:18:20.955020]Total energy: 42050882.26437551
[2022-04-09 00:19:45.663625]Total energy: 41961850.80629908
[2022-04-09 00:21:11.059120]Total energy: 41974738.09417704
[2022-04-09 00:22:35.156173]Total energy: 41989897.15860653
[2022-04-09 00:23:59.642174]Total energy: 41987198.01848766
[2022-04-09 00:25:23.906255]Total energy: 42087624.509203106
[2022-04-09 00:26:48.057571]Total energy: 42010560.92393415
[2022-04-09 00:28:12.310574]Total energy: 41946780.62999624
[2022-04-09 00:29:36.952541]Total energy: 42011391.384817556
[2022-04-09 00:31:14.590166]Total energy: 41962415.98527303
[2022-04-09 00:32:58.342914]Total energy: 42012394.571418285
[2022-04-09 00:34:32.603922]Total energy: 42003055.03958261
[2022-04-09 00:35:59.530193]Total energy: 42001164.51867577
[2022-04-09 00:37:24.591236]Total energy: 42064262.947992966
[2022-04-09 00:38:48.474136]Total energy: 41992311.95910035
[2022-04-09 00:40:12.364912]Total energy: 41934073.49762851
[2022-04-09 00:41:45.913376]Total energy: 41969892.089429915
[2022-04-09 00:43:26.720222]Total energy: 42032168.698445894
[2022-04-09 00:44:51.726745]Total energy: 41942869.89927699
[2022-04-09 00:46:18.423864]Total energy: 42085936.73048093
[2022-04-09 00:47:42.606508]Total energy: 41978395.27955394
[2022-04-09 00:49:13.933110]Total energy: 41957479.45187974
[2022-04-09 00:50:45.573125]Total energy: 42032848.3459802
[2022-04-09 00:52:15.164822]Total energy: 42032617.56976384
[2022-04-09 00:53:40.364380]Total energy: 41960462.35005468
[2022-04-09 00:55:12.689686]Total energy: 41942003.97914642
[2022-04-09 00:56:43.307917]Total energy: 41894909.109289765
[2022-04-09 00:58:16.438504]Total energy: 42036017.84210173
[2022-04-09 00:59:45.580412]Total energy: 41999525.524556644
[2022-04-09 01:01:18.321137]Total energy: 41978503.88538524
[2022-04-09 01:02:51.850508]Total energy: 42023263.1484381
[2022-04-09 01:04:21.703601]Total energy: 42054189.31129632
[2022-04-09 01:05:51.914306]Total energy: 41958261.43783616
[2022-04-09 01:07:23.603107]Total energy: 41928854.30361557
[2022-04-09 01:08:56.527346]Total energy: 42050444.45582104
[2022-04-09 01:10:31.315008]Total energy: 42008733.40381268
[2022-04-09 01:12:03.806551]Total energy: 42044816.45017009
[2022-04-09 01:13:36.232413]Total energy: 42003963.72599465
[2022-04-09 01:15:07.649523]Total energy: 41984085.30676696
[2022-04-09 01:16:39.185422]Total energy: 41978664.83070272
[2022-04-09 01:18:09.805361]Total energy: 42090966.11629043
[2022-04-09 01:19:41.002522]Total energy: 42004156.99734388
[2022-04-09 01:21:20.732123]Total energy: 42051397.33004812
[2022-04-09 01:23:00.151440]Total energy: 42070365.741911165
[2022-04-09 01:24:32.284954]Total energy: 42022637.5622812
[2022-04-09 01:26:02.303950]Total energy: 41921807.34726579
[2022-04-09 01:27:32.392225]Total energy: 41981890.94239803
[2022-04-09 01:29:03.989506]Total energy: 41967894.13489043
[2022-04-09 01:30:53.041648]Total energy: 41984272.03322136
[2022-04-09 01:32:32.269753]Total energy: 41934580.640555605
[2022-04-09 01:34:08.343869]Total energy: 42076555.32925871
[2022-04-09 01:35:39.861613]Total energy: 41954293.679749414
[2022-04-09 01:37:12.009753]Total energy: 42116575.780185916
[2022-04-09 01:38:42.637495]Total energy: 42008829.987116314
[2022-04-09 01:40:14.454946]Total energy: 42087464.979208775
[2022-04-09 01:41:55.916396]Total energy: 42051678.2665596
[2022-04-09 01:43:35.464634]Total energy: 42011351.152113594
[2022-04-09 01:45:02.719894]Total energy: 41943075.60238373
[2022-04-09 01:46:33.459722]Total energy: 41967572.17763168
[2022-04-09 01:48:03.826259]Total energy: 42035953.239195086
[2022-04-09 01:49:35.743557]Total energy: 42140630.136011414
[2022-04-09 01:51:12.866666]Total energy: 42083049.688026115
[2022-04-09 01:52:50.718891]Total energy: 42113789.95454789
[2022-04-09 01:54:21.659547]Total energy: 42004452.111659706
[2022-04-09 01:55:51.277854]Total energy: 41968229.3122486
[2022-04-09 01:57:20.197245]Total energy: 42089757.59206522
[2022-04-09 01:58:51.504228]Total energy: 41973117.42190032
[2022-04-09 02:00:26.919759]Total energy: 42039010.46533849
[2022-04-09 02:02:04.878204]Total energy: 42010344.164880395
[2022-04-09 02:03:36.205526]Total energy: 41974340.148472756
[2022-04-09 02:05:07.161701]Total energy: 41966323.32228919
[2022-04-09 02:06:38.614860]Total energy: 42088263.431336574
[2022-04-09 02:08:11.604323]Total energy: 41938681.06414826
[2022-04-09 02:09:42.613278]Total energy: 42008023.6608446
[2022-04-09 02:11:24.594247]Total energy: 42005139.75791973
[2022-04-09 02:13:05.177630]Total energy: 41972669.23695652
[2022-04-09 02:14:36.031504]Total energy: 42026012.79425602
[2022-04-09 02:16:07.763035]Total energy: 41935439.35385081
[2022-04-09 02:17:40.335052]Total energy: 41956549.12770754
[2022-04-09 02:19:13.426214]Total energy: 41933800.23769915
[2022-04-09 02:20:52.605054]Total energy: 41976460.563389555
[2022-04-09 02:22:31.835496]Total energy: 42031746.29612487
[2022-04-09 02:24:04.855349]Total energy: 41874502.46010613
[2022-04-09 02:25:36.082222]Total energy: 41965332.71500809
[2022-04-09 02:27:05.981802]Total energy: 41977494.6682
[2022-04-09 02:28:37.761470]Total energy: 41935780.30332549
[2022-04-09 02:30:08.487073]Total energy: 41940965.692370415
[2022-04-09 02:32:01.705314]Total energy: 41962095.93085954
[2022-04-09 02:33:44.651237]Total energy: 41892209.25358738
[2022-04-09 02:35:15.599530]Total energy: 41957339.50806059
[2022-04-09 02:36:46.459839]Total energy: 41990653.86855893
[2022-04-09 02:38:17.856320]Total energy: 41979494.62430322
[2022-04-09 02:39:50.644758]Total energy: 41952199.14078719
[2022-04-09 02:41:35.464308]Total energy: 42005489.719120905
[2022-04-09 02:43:16.113221]Total energy: 41961493.207671605
[2022-04-09 02:44:47.042532]Total energy: 41944369.15036433
[2022-04-09 02:46:16.095100]Total energy: 41972370.61053963
[2022-04-09 02:47:45.837908]Total energy: 41968660.3647033
[2022-04-09 02:49:15.229240]Total energy: 41905894.78519879
[2022-04-09 02:50:53.827382]Total energy: 41956606.37217722
[2022-04-09 02:52:29.531748]Total energy: 41940549.94267282
[2022-04-09 02:53:59.917010]Total energy: 41951758.96147429
[2022-04-09 02:55:30.471253]Total energy: 41868387.14700551
[2022-04-09 02:57:01.853861]Total energy: 41931817.787525915
[2022-04-09 02:58:32.675723]Total energy: 41938522.37682228
[2022-04-09 03:00:08.054887]Total energy: 41913261.78697791
[2022-04-09 03:01:42.457995]Total energy: 42018065.3379204
[2022-04-09 03:03:12.064668]Total energy: 41991734.62717612
[2022-04-09 03:04:44.823655]Total energy: 42088089.77953031
[2022-04-09 03:06:14.888924]Total energy: 41973485.73826765
[2022-04-09 03:07:45.162414]Total energy: 41983924.43878196
[2022-04-09 03:09:16.032377]Total energy: 42033288.22851958
[2022-04-09 03:10:56.470709]Total energy: 41967860.138621174
[2022-04-09 03:12:33.884380]Total energy: 41963154.287606694
[2022-04-09 03:14:03.316727]Total energy: 41990731.35017109
[2022-04-09 03:15:34.279705]Total energy: 41916662.26140437
[2022-04-09 03:17:05.514274]Total energy: 41934677.38594371
[2022-04-09 03:18:37.414457]Total energy: 41898187.25872999
[2022-04-09 03:20:07.838736]Total energy: 41959378.13076372
[2022-04-09 03:21:46.694528]Total energy: 41987346.14879476
[2022-04-09 03:23:24.291602]Total energy: 42051746.21267988
[2022-04-09 03:24:54.820909]Total energy: 42012088.09880175
[2022-04-09 03:26:25.737182]Total energy: 42032207.71113411
[2022-04-09 03:27:58.750019]Total energy: 41952566.42935937
[2022-04-09 03:29:27.715286]Total energy: 41953227.9911817
[2022-04-09 03:31:10.694241]Total energy: 41985275.208037265
[2022-04-09 03:32:52.381085]Total energy: 41912174.77888165
[2022-04-09 03:34:24.472341]Total energy: 41926699.30268904
[2022-04-09 03:35:56.804969]Total energy: 41995441.31185036
[2022-04-09 03:37:27.096127]Total energy: 42008917.300930716
[2022-04-09 03:38:58.578337]Total energy: 41975939.80546762
[2022-04-09 03:40:34.868902]Total energy: 41930451.1384498
[2022-04-09 03:42:17.507805]Total energy: 41899136.74916989
[2022-04-09 03:43:54.373685]Total energy: 42023761.78277572
[2022-04-09 03:45:24.857121]Total energy: 41870935.96322238
[2022-04-09 03:46:57.000844]Total energy: 41985548.99477369
[2022-04-09 03:48:32.185960]Total energy: 42033063.67620714
[2022-04-09 03:50:03.383477]Total energy: 41985332.2536563
[2022-04-09 03:51:45.259168]Total energy: 41912453.36557105
[2022-04-09 03:53:18.478802]Total energy: 41925797.1650757
[2022-04-09 03:54:48.711238]Total energy: 41962842.29232976
[2022-04-09 03:56:23.765984]Total energy: 41967140.423169605
[2022-04-09 03:57:56.545127]Total energy: 41959744.848064356
[2022-04-09 03:59:26.762435]Total energy: 41964333.083148725
[2022-04-09 04:01:09.005044]Total energy: 41996765.226454005
[2022-04-09 04:02:45.182552]Total energy: 41918313.962470256
[2022-04-09 04:04:16.798941]Total energy: 42010808.24920786
[2022-04-09 04:05:48.204322]Total energy: 41945355.41090765
[2022-04-09 04:07:19.043718]Total energy: 41986211.70775476
[2022-04-09 04:08:53.520646]Total energy: 42011140.84286464
[2022-04-09 04:10:42.350427]Total energy: 41987842.334666446
[2022-04-09 04:12:20.796707]Total energy: 41964125.09151082
[2022-04-09 04:13:53.407705]Total energy: 41974223.31187212
[2022-04-09 04:15:25.367893]Total energy: 41986812.965735964
[2022-04-09 04:16:58.124918]Total energy: 41949117.613875374
[2022-04-09 04:18:29.742717]Total energy: 41939520.58828407
[2022-04-09 04:20:02.904855]Total energy: 41987703.27876241
[2022-04-09 04:21:45.260885]Total energy: 42003443.998728715
[2022-04-09 04:23:22.242038]Total energy: 41964369.633888826
[2022-04-09 04:24:52.545970]Total energy: 41962904.82606244
[2022-04-09 04:26:23.463408]Total energy: 41916465.357883215
[2022-04-09 04:27:53.844235]Total energy: 41868346.63509747
[2022-04-09 04:29:24.476430]Total energy: 41933142.95783376
[2022-04-09 04:31:04.660533]Total energy: 41992193.46255172
[2022-04-09 04:32:44.730905]Total energy: 41931319.629657134
[2022-04-09 04:34:16.031571]Total energy: 41994862.49251067
[2022-04-09 04:35:48.069260]Total energy: 41934239.16185862
[2022-04-09 04:37:20.939907]Total energy: 41965877.054572806
[2022-04-09 04:38:54.052726]Total energy: 41993623.94837722
[2022-04-09 04:40:28.429785]Total energy: 41917495.46214922
[2022-04-09 04:42:12.293748]Total energy: 41999115.12040457
[2022-04-09 04:43:52.155681]Total energy: 41879290.52093876
[2022-04-09 04:45:24.295310]Total energy: 41878447.13109913
[2022-04-09 04:47:01.442535]Total energy: 42013827.11874732
[2022-04-09 04:48:32.512128]Total energy: 41954819.45562942
[2022-04-09 04:50:05.123803]Total energy: 41994982.18112862
[2022-04-09 04:51:34.297571]Total energy: 41931659.75182369
[2022-04-09 04:53:08.066939]Total energy: 41952996.60513752
[2022-04-09 04:54:39.421038]Total energy: 41903062.72209674
[2022-04-09 04:56:09.907710]Total energy: 41905466.60037799
[2022-04-09 04:57:39.409074]Total energy: 41959807.589784354
[2022-04-09 04:59:06.591451]Total energy: 41973028.02435329
[2022-04-09 05:00:55.257649]Total energy: 41976237.27398726
[2022-04-09 05:02:33.414859]Total energy: 41955904.32306714
[2022-04-09 05:04:05.880383]Total energy: 41954956.94860336
[2022-04-09 05:05:33.205178]Total energy: 41965020.68799319
[2022-04-09 05:07:00.559966]Total energy: 41980738.94747267
[2022-04-09 05:08:32.910008]Total energy: 41989844.27357723
[2022-04-09 05:10:02.404836]Total energy: 41953649.828291774
[2022-04-09 05:11:44.016304]Total energy: 41954668.77394026
[2022-04-09 05:13:12.191563]Total energy: 41973308.85660345
[2022-04-09 05:14:43.794026]Total energy: 41954958.38923434
[2022-04-09 05:16:13.793095]Total energy: 41965026.63545942
[2022-04-09 05:17:49.259917]Total energy: 41906430.894607894
[2022-04-09 05:22:41.446433]Total energy: 41909679.97413245
[2022-04-09 05:24:12.692823]Total energy: 41949117.64719564
[2022-04-09 05:25:44.142829]Total energy: 42006142.486463055
[2022-04-09 05:27:12.736863]Total energy: 41921111.85729073
