initial: 116 - diverse_seed
[2022-04-08 01:40:16.460366]Total energy: 17192142.836914785
[2022-04-08 01:41:38.459040]Total energy: 17159425.68342787
[2022-04-08 01:42:58.315515]Total energy: 17195910.73162731
[2022-04-08 01:44:13.688094]Total energy: 17222035.466058284
[2022-04-08 01:45:32.562726]Total energy: 17184375.412065756
[2022-04-08 01:46:52.539337]Total energy: 17204887.335610338
[2022-04-08 01:48:10.061703]Total energy: 17204035.80023162
[2022-04-08 01:49:29.426795]Total energy: 17126893.92921048
[2022-04-08 01:50:51.726048]Total energy: 17181018.410158306
[2022-04-08 01:52:07.610330]Total energy: 17156530.807292428
[2022-04-08 01:53:22.933813]Total energy: 17178543.086173702
[2022-04-08 01:54:38.707046]Total energy: 17141756.00661165
[2022-04-08 01:55:58.006313]Total energy: 17205748.643241797
[2022-04-08 01:57:15.375962]Total energy: 17167830.355807707
[2022-04-08 01:58:31.619379]Total energy: 17176055.343694337
[2022-04-08 01:59:45.378205]Total energy: 17120063.34647876
[2022-04-08 02:01:12.806603]Total energy: 17130294.960590247
[2022-04-08 02:02:34.436924]Total energy: 17071082.38944528
[2022-04-08 02:03:49.694731]Total energy: 17143418.472519305
[2022-04-08 02:05:08.539314]Total energy: 17144688.67665928
[2022-04-08 02:06:26.303671]Total energy: 17112024.907837216
[2022-04-08 02:07:43.711828]Total energy: 17144438.549742684
[2022-04-08 02:09:00.360001]Total energy: 17159934.16805938
[2022-04-08 02:10:15.506963]Total energy: 17140301.59050359
[2022-04-08 02:11:36.872081]Total energy: 17133997.628677573
[2022-04-08 02:12:54.998805]Total energy: 17195189.202678576
[2022-04-08 02:14:10.519539]Total energy: 17110525.974474847
[2022-04-08 02:15:27.508394]Total energy: 17161571.4344286
[2022-04-08 02:16:42.884125]Total energy: 17138490.44618799
[2022-04-08 02:17:58.753447]Total energy: 17137712.218813915
[2022-04-08 02:19:15.633879]Total energy: 17126105.813293744
[2022-04-08 02:20:45.961460]Total energy: 17135683.278651066
[2022-04-08 02:22:12.417684]Total energy: 17164093.719036866
[2022-04-08 02:23:35.487114]Total energy: 17118356.36044191
[2022-04-08 02:24:59.373922]Total energy: 17133622.600482415
[2022-04-08 02:26:21.694575]Total energy: 17139648.95872117
[2022-04-08 02:27:34.732875]Total energy: 17139895.407250654
[2022-04-08 02:28:47.764494]Total energy: 17146680.205876447
[2022-04-08 02:30:01.928877]Total energy: 17147701.856397156
[2022-04-08 02:31:29.893203]Total energy: 17136408.02846535
[2022-04-08 02:32:47.181788]Total energy: 17149316.35099889
[2022-04-08 02:34:03.197322]Total energy: 17083993.697062686
[2022-04-08 02:35:17.077686]Total energy: 17155186.658173688
[2022-04-08 02:36:30.807185]Total energy: 17144855.49566494
[2022-04-08 02:37:45.157453]Total energy: 17154311.091421824
[2022-04-08 02:39:01.053329]Total energy: 17157684.49146384
[2022-04-08 02:40:17.489942]Total energy: 17121158.715281058
[2022-04-08 02:41:38.059035]Total energy: 17186531.55373483
[2022-04-08 02:43:01.189886]Total energy: 17138099.07744212
[2022-04-08 02:44:15.802753]Total energy: 17146948.48447201
[2022-04-08 02:45:29.165436]Total energy: 17139600.222486533
[2022-04-08 02:46:43.085365]Total energy: 17179000.900203917
[2022-04-08 02:47:56.892362]Total energy: 17126829.308670722
[2022-04-08 02:49:12.244815]Total energy: 17151893.96499616
[2022-04-08 02:50:39.007417]Total energy: 17173574.919510093
[2022-04-08 02:51:59.627180]Total energy: 17188690.394827377
[2022-04-08 02:53:18.874465]Total energy: 17117363.56734189
[2022-04-08 02:54:33.870529]Total energy: 17196570.279214814
[2022-04-08 02:55:55.517967]Total energy: 17150308.048161738
[2022-04-08 02:57:16.054628]Total energy: 17161432.510306142
[2022-04-08 02:58:35.935111]Total energy: 17144153.435189113
[2022-04-08 02:59:57.762554]Total energy: 17178381.049695235
[2022-04-08 03:01:22.662158]Total energy: 17144171.605905082
[2022-04-08 03:02:41.843607]Total energy: 17194800.937521424
[2022-04-08 03:03:57.587874]Total energy: 17147715.630912036
[2022-04-08 03:05:13.028265]Total energy: 17152739.936021212
[2022-04-08 03:06:27.755016]Total energy: 17132848.88182948
[2022-04-08 03:07:39.639951]Total energy: 17155183.42492644
[2022-04-08 03:08:52.480101]Total energy: 17150844.403154116
[2022-04-08 03:10:05.871819]Total energy: 17156173.49356631
[2022-04-08 03:11:19.869473]Total energy: 17146810.014674023
[2022-04-08 03:12:33.299048]Total energy: 17126759.29704143
[2022-04-08 03:13:46.907777]Total energy: 17140486.13038175
[2022-04-08 03:15:02.866647]Total energy: 17140046.41728236
[2022-04-08 03:16:15.488208]Total energy: 17183029.273580063
[2022-04-08 03:17:27.770691]Total energy: 17154858.61929179
[2022-04-08 03:18:40.534880]Total energy: 17121863.718960576
[2022-04-08 03:19:54.728432]Total energy: 17172101.64504784
[2022-04-08 03:21:21.065535]Total energy: 17192222.26941886
[2022-04-08 03:22:35.378449]Total energy: 17141839.589713603
[2022-04-08 03:23:47.810428]Total energy: 17117021.22571488
[2022-04-08 03:25:03.451192]Total energy: 17126269.49885409
[2022-04-08 03:26:15.518417]Total energy: 17092321.634063933
[2022-04-08 03:27:29.264799]Total energy: 17163916.924459204
[2022-04-08 03:28:40.367399]Total energy: 17116545.30676925
[2022-04-08 03:29:49.716478]Total energy: 17156561.509065133
[2022-04-08 03:31:08.029374]Total energy: 17215311.136762258
[2022-04-08 03:32:38.401127]Total energy: 17171077.73022464
[2022-04-08 03:33:49.943521]Total energy: 17161002.0539879
[2022-04-08 03:35:00.282873]Total energy: 17117600.39425795
[2022-04-08 03:36:11.385209]Total energy: 17156139.19202455
[2022-04-08 03:37:23.708969]Total energy: 17109596.890838835
[2022-04-08 03:38:37.951775]Total energy: 17171711.16968404
[2022-04-08 03:39:53.169235]Total energy: 17119762.484735545
[2022-04-08 03:41:12.724744]Total energy: 17141644.788437746
[2022-04-08 03:42:28.092805]Total energy: 17187881.974651605
[2022-04-08 03:43:44.372090]Total energy: 17134302.779725663
[2022-04-08 03:45:04.723690]Total energy: 17146060.79752449
[2022-04-08 03:46:27.524412]Total energy: 17179410.97830127
[2022-04-08 03:47:45.663961]Total energy: 17102505.791397106
[2022-04-08 03:49:02.499831]Total energy: 17159594.08591407
[2022-04-08 03:50:30.762286]Total energy: 17143123.36206462
[2022-04-08 03:51:55.390698]Total energy: 17152026.98512473
[2022-04-08 03:53:13.896653]Total energy: 17178837.02868341
[2022-04-08 03:54:33.521272]Total energy: 17142814.31429384
[2022-04-08 03:56:05.502578]Total energy: 17165807.936432835
[2022-04-08 03:57:23.956007]Total energy: 17127037.70191884
[2022-04-08 03:58:42.741730]Total energy: 17132447.36754164
[2022-04-08 04:00:07.652285]Total energy: 17154874.094125055
[2022-04-08 04:01:36.445041]Total energy: 17123947.3119495
[2022-04-08 04:03:00.641644]Total energy: 17148270.76480298
[2022-04-08 04:04:19.254554]Total energy: 17135245.28736137
[2022-04-08 04:05:40.584802]Total energy: 17160121.3127039
[2022-04-08 04:07:00.034000]Total energy: 17145784.473255422
[2022-04-08 04:08:19.931538]Total energy: 17171399.16018603
[2022-04-08 04:09:40.869987]Total energy: 17133526.16054186
[2022-04-08 04:11:09.217926]Total energy: 17094978.97855494
[2022-04-08 04:12:31.001411]Total energy: 17149962.749746457
[2022-04-08 04:13:49.595612]Total energy: 17141558.836989187
[2022-04-08 04:15:08.316538]Total energy: 17132837.47238579
[2022-04-08 04:16:30.410539]Total energy: 17090411.296607587
[2022-04-08 04:17:49.640485]Total energy: 17126224.55711627
[2022-04-08 04:19:12.989874]Total energy: 17111584.294379156
[2022-04-08 04:20:32.097470]Total energy: 17153010.37271105
[2022-04-08 04:21:52.746291]Total energy: 17076942.748614267
[2022-04-08 04:23:12.367562]Total energy: 17097916.35362888
[2022-04-08 04:24:35.058265]Total energy: 17124226.920609258
[2022-04-08 04:25:54.315257]Total energy: 17088000.850050963
[2022-04-08 04:27:13.404987]Total energy: 17108580.402748518
[2022-04-08 04:28:35.637214]Total energy: 17116844.965754107
[2022-04-08 04:29:57.018856]Total energy: 17106561.6982068
[2022-04-08 04:31:26.034602]Total energy: 17159053.834788233
[2022-04-08 04:32:49.025884]Total energy: 17186991.59123269
[2022-04-08 04:34:09.204896]Total energy: 17111900.21230354
[2022-04-08 04:35:30.463326]Total energy: 17166333.661300857
[2022-04-08 04:36:50.307067]Total energy: 17105216.423863098
[2022-04-08 04:38:11.189355]Total energy: 17104808.849713013
[2022-04-08 04:39:30.811850]Total energy: 17152628.211598255
[2022-04-08 04:41:11.874085]Total energy: 17122191.996477082
[2022-04-08 04:42:44.439626]Total energy: 17115653.548171572
[2022-04-08 04:44:12.509174]Total energy: 17141047.781793017
[2022-04-08 04:45:44.197315]Total energy: 17161618.620716896
[2022-04-08 04:47:02.581105]Total energy: 17127008.789683845
[2022-04-08 04:48:24.582254]Total energy: 17159388.70867966
[2022-04-08 04:49:44.592544]Total energy: 17150480.01135972
[2022-04-08 04:51:25.423674]Total energy: 17154146.872144647
[2022-04-08 04:53:03.644669]Total energy: 17103260.374904156
[2022-04-08 04:54:32.944432]Total energy: 17143585.033778805
[2022-04-08 04:55:55.464610]Total energy: 17142633.498627506
[2022-04-08 04:57:15.634771]Total energy: 17131119.254650276
[2022-04-08 04:58:36.582749]Total energy: 17162180.215285122
[2022-04-08 04:59:55.838270]Total energy: 17119298.929015443
[2022-04-08 05:01:15.086734]Total energy: 17137932.511555597
[2022-04-08 05:02:35.078083]Total energy: 17141937.675312456
[2022-04-08 05:03:55.341511]Total energy: 17160559.528094612
[2022-04-08 05:05:13.670808]Total energy: 17148636.128923927
[2022-04-08 05:06:34.247274]Total energy: 17144180.682871073
[2022-04-08 05:07:54.069860]Total energy: 17128063.280885566
[2022-04-08 05:09:14.242400]Total energy: 17124043.635903236
[2022-04-08 05:10:53.370883]Total energy: 17175842.933088224
[2022-04-08 05:12:25.082947]Total energy: 17095984.965354837
[2022-04-08 05:13:45.684217]Total energy: 17174357.637352873
[2022-04-08 05:15:05.314665]Total energy: 17113550.18550523
[2022-04-08 05:16:24.080026]Total energy: 17201400.550858147
[2022-04-08 05:17:43.669120]Total energy: 17111425.400025137
[2022-04-08 05:19:03.231282]Total energy: 17113897.807451848
[2022-04-08 05:20:26.917096]Total energy: 17105279.84515673
[2022-04-08 05:21:46.273453]Total energy: 17116032.81237491
[2022-04-08 05:23:05.747172]Total energy: 17118252.050375406
[2022-04-08 05:24:25.876582]Total energy: 17115037.54306465
[2022-04-08 05:25:45.681948]Total energy: 17104146.231327526
[2022-04-08 05:27:06.271830]Total energy: 17135602.360720146
[2022-04-08 05:28:26.185151]Total energy: 17124895.723072648
[2022-04-08 05:29:45.094099]Total energy: 17150542.072287668
[2022-04-08 05:31:14.139178]Total energy: 17121970.96604628
[2022-04-08 05:32:36.222842]Total energy: 17127734.49432824
[2022-04-08 05:33:56.205144]Total energy: 17125067.97853356
[2022-04-08 05:35:24.848790]Total energy: 17118603.16513893
[2022-04-08 05:36:44.289646]Total energy: 17135726.5048105
[2022-04-08 05:38:06.728444]Total energy: 17154449.09545313
[2022-04-08 05:39:26.771606]Total energy: 17138882.065575317
[2022-04-08 05:40:56.821864]Total energy: 17129271.2919588
[2022-04-08 05:42:29.528555]Total energy: 17103526.442087848
[2022-04-08 05:43:51.621719]Total energy: 17135344.49742073
[2022-04-08 05:45:17.805596]Total energy: 17134253.75508524
[2022-04-08 05:46:38.872793]Total energy: 17146620.508875072
[2022-04-08 05:47:58.986139]Total energy: 17105851.288374506
[2022-04-08 05:49:19.784125]Total energy: 17097169.297269773
[2022-04-08 05:50:39.594111]Total energy: 17170193.257855162
[2022-04-08 05:51:59.925473]Total energy: 17088887.495838147
[2022-04-08 05:53:19.962607]Total energy: 17178910.215990197
[2022-04-08 05:54:40.528264]Total energy: 17152578.71520886
[2022-04-08 05:55:59.962490]Total energy: 17125927.091534648
[2022-04-08 05:57:18.758895]Total energy: 17147650.390322708
[2022-04-08 05:58:39.143839]Total energy: 17128130.698994618
[2022-04-08 06:00:00.068981]Total energy: 17190933.549112637
[2022-04-08 06:01:18.963613]Total energy: 17152469.574436713
[2022-04-08 06:02:39.209793]Total energy: 17159426.056988813
[2022-04-08 06:03:59.852936]Total energy: 17110511.253651813
[2022-04-08 06:05:18.910313]Total energy: 17091171.593730874
[2022-04-08 06:06:38.060698]Total energy: 17092952.83952725
[2022-04-08 06:07:57.408537]Total energy: 17139322.17760545
[2022-04-08 06:09:19.747104]Total energy: 17106249.753783293
[2022-04-08 06:10:45.397550]Total energy: 17121168.176383033
[2022-04-08 06:12:05.611291]Total energy: 17097566.797988065
[2022-04-08 06:13:25.749239]Total energy: 17151221.569959987
[2022-04-08 06:14:51.234189]Total energy: 17130222.345428966
[2022-04-08 06:16:27.690949]Total energy: 17160377.837431386
[2022-04-08 06:17:48.292689]Total energy: 17142120.709332034
[2022-04-08 06:19:11.516166]Total energy: 17102596.999833606
[2022-04-08 06:20:49.032323]Total energy: 17104160.775665045
[2022-04-08 06:22:15.013391]Total energy: 17154248.892882004
[2022-04-08 06:24:25.861243]Total energy: 17126702.12308791
[2022-04-08 06:25:47.062837]Total energy: 17133287.614541374
[2022-04-08 06:27:07.229857]Total energy: 17127049.173902825
[2022-04-08 06:28:27.486325]Total energy: 17096090.83479654
[2022-04-08 06:29:48.206616]Total energy: 17129546.58571929
[2022-04-08 06:31:08.646112]Total energy: 17076143.988056805
[2022-04-08 06:32:28.453837]Total energy: 17117160.685773365
[2022-04-08 06:33:47.837028]Total energy: 17172465.127204914
[2022-04-08 06:35:10.915689]Total energy: 17144117.199383073
[2022-04-08 06:36:32.073264]Total energy: 17102291.142436594
[2022-04-08 06:37:52.626587]Total energy: 17092187.2624355
[2022-04-08 06:39:14.576278]Total energy: 17122917.782442734
[2022-04-08 06:40:34.709829]Total energy: 17150868.01213426
[2022-04-08 06:41:54.903377]Total energy: 17109969.32615123
[2022-04-08 06:43:15.497534]Total energy: 17059021.223228205
[2022-04-08 06:44:36.009271]Total energy: 17085068.334442347
[2022-04-08 06:45:56.470373]Total energy: 17060691.797785956
[2022-04-08 06:47:16.206752]Total energy: 17081332.605034545
[2022-04-08 06:48:38.409435]Total energy: 17068072.651995596
[2022-04-08 06:49:58.109689]Total energy: 17075832.424491175
[2022-04-08 06:51:31.433348]Total energy: 17065960.67490713
[2022-04-08 06:52:56.157941]Total energy: 17098275.34788166
[2022-04-08 06:54:21.798046]Total energy: 17085975.167803727
[2022-04-08 06:55:47.345459]Total energy: 17074720.792941347
[2022-04-08 06:57:08.227246]Total energy: 17067606.046847235
[2022-04-08 06:58:29.595656]Total energy: 17097347.611839924
[2022-04-08 06:59:48.189165]Total energy: 17099240.889529787
[2022-04-08 07:01:16.905379]Total energy: 17075876.54335243
[2022-04-08 07:02:47.995244]Total energy: 17088858.159693524
[2022-04-08 07:04:10.661631]Total energy: 17071827.99216006
[2022-04-08 07:05:41.695099]Total energy: 17056005.294472482
[2022-04-08 07:07:01.859631]Total energy: 17145989.966723833
[2022-04-08 07:08:20.445834]Total energy: 17189921.16710156
[2022-04-08 07:09:40.480828]Total energy: 17178038.181561615
[2022-04-08 07:11:06.369905]Total energy: 17174173.28998165
[2022-04-08 07:12:26.089518]Total energy: 17124653.452318586
[2022-04-08 07:13:45.136171]Total energy: 17132482.66460873
[2022-04-08 07:15:04.178958]Total energy: 17177642.688777138
[2022-04-08 07:16:25.628158]Total energy: 17147847.67656314
[2022-04-08 07:17:45.361557]Total energy: 17140201.949880693
[2022-04-08 07:19:04.895649]Total energy: 17123873.33030732
[2022-04-08 07:20:31.260236]Total energy: 17174163.808703095
[2022-04-08 07:21:52.407610]Total energy: 17159350.09679132
[2022-04-08 07:23:11.957443]Total energy: 17143323.32545662
[2022-04-08 07:24:31.521134]Total energy: 17169657.575551808
[2022-04-08 07:25:53.483506]Total energy: 17138657.071674608
[2022-04-08 07:27:12.905828]Total energy: 17122623.657058574
[2022-04-08 07:28:32.497095]Total energy: 17117376.77003432
[2022-04-08 07:29:52.065135]Total energy: 17158684.117518913
[2022-04-08 07:31:18.593007]Total energy: 17169731.823652614
[2022-04-08 07:32:49.576963]Total energy: 17179722.159784976
[2022-04-08 07:34:12.714173]Total energy: 17115271.488959786
[2022-04-08 07:35:30.926446]Total energy: 17166156.747799695
[2022-04-08 07:36:49.393920]Total energy: 17212261.36468523
[2022-04-08 07:38:07.645588]Total energy: 17156188.551836472
[2022-04-08 07:39:27.402160]Total energy: 17152501.730623845
[2022-04-08 07:40:54.938436]Total energy: 17184199.21435949
[2022-04-08 07:42:15.435913]Total energy: 17175422.526596207
[2022-04-08 07:43:36.159660]Total energy: 17175898.285329532
[2022-04-08 07:44:55.135625]Total energy: 17156541.553993333
[2022-04-08 07:46:15.565043]Total energy: 17119310.329912815
[2022-04-08 07:47:36.093354]Total energy: 17135987.942275997
[2022-04-08 07:48:56.891575]Total energy: 17173838.25866212
[2022-04-08 07:50:18.780681]Total energy: 17173275.80214838
[2022-04-08 07:51:40.709525]Total energy: 17195341.092571538
[2022-04-08 07:53:00.653258]Total energy: 17204850.792671297
[2022-04-08 07:54:19.651890]Total energy: 17193924.181450803
[2022-04-08 07:55:38.317094]Total energy: 17114184.393301293
[2022-04-08 07:56:58.657928]Total energy: 17175151.677121066
[2022-04-08 07:58:19.078666]Total energy: 17160806.95702253
[2022-04-08 07:59:38.931670]Total energy: 17198093.750764262
[2022-04-08 08:01:05.997853]Total energy: 17152292.526038174
[2022-04-08 08:02:27.903644]Total energy: 17160377.226264313
[2022-04-08 08:03:49.977721]Total energy: 17162015.258882094
[2022-04-08 08:05:08.516035]Total energy: 17159575.65005026
[2022-04-08 08:06:28.597124]Total energy: 17147695.835982066
[2022-04-08 08:07:47.599094]Total energy: 17165941.240566175
[2022-04-08 08:09:07.175290]Total energy: 17176716.958897505
[2022-04-08 08:10:46.361117]Total energy: 17170107.356048316
[2022-04-08 08:12:34.712473]Total energy: 17165494.129696373
[2022-04-08 08:13:56.302527]Total energy: 17159328.702019066
[2022-04-08 08:15:15.855960]Total energy: 17168449.77254907
[2022-04-08 08:16:35.870877]Total energy: 17142728.390115842
[2022-04-08 08:17:56.775596]Total energy: 17170614.375776924
[2022-04-08 08:19:15.946766]Total energy: 17171332.270856563
[2022-04-08 08:20:42.402146]Total energy: 17161478.3067883
[2022-04-08 08:22:13.326481]Total energy: 17202421.035054557
[2022-04-08 08:23:34.838758]Total energy: 17148103.279153842
[2022-04-08 08:24:53.791749]Total energy: 17180861.441099465
[2022-04-08 08:26:14.547244]Total energy: 17120741.313352775
[2022-04-08 08:27:34.163402]Total energy: 17113984.467014186
[2022-04-08 08:28:54.006009]Total energy: 17164609.82896128
[2022-04-08 08:30:13.374534]Total energy: 17155002.512163576
[2022-04-08 08:31:41.323884]Total energy: 17175211.210996076
[2022-04-08 08:33:03.391640]Total energy: 17158738.06034182
[2022-04-08 08:34:24.050844]Total energy: 17151342.941398498
[2022-04-08 08:35:56.922733]Total energy: 17177661.48543244
[2022-04-08 08:37:15.759073]Total energy: 17198377.03950995
[2022-04-08 08:38:34.947072]Total energy: 17169948.664568998
[2022-04-08 08:39:56.814931]Total energy: 17167199.552651986
[2022-04-08 08:41:22.006114]Total energy: 17144763.07699727
[2022-04-08 08:42:49.977401]Total energy: 17151899.55475803
[2022-04-08 08:44:14.228116]Total energy: 17163165.790042125
[2022-04-08 08:45:33.898284]Total energy: 17162296.245654628
[2022-04-08 08:46:54.647098]Total energy: 17140051.997094084
[2022-04-08 08:48:15.795830]Total energy: 17156959.45716043
[2022-04-08 08:49:38.906364]Total energy: 17167548.092954632
[2022-04-08 08:51:10.699379]Total energy: 17147851.67932455
[2022-04-08 08:52:41.411781]Total energy: 17149506.700705763
[2022-04-08 08:54:07.784758]Total energy: 17180890.71372446
[2022-04-08 08:55:30.166169]Total energy: 17184381.486177377
[2022-04-08 08:56:50.170507]Total energy: 17125450.796256248
[2022-04-08 08:58:09.663241]Total energy: 17134143.55851477
[2022-04-08 08:59:30.446230]Total energy: 17123724.6293665
[2022-04-08 09:00:53.659408]Total energy: 17138584.034792963
[2022-04-08 09:02:16.081203]Total energy: 17152964.55547033
[2022-04-08 09:03:34.735635]Total energy: 17108583.517072834
[2022-04-08 09:04:58.544533]Total energy: 17178070.571139168
[2022-04-08 09:06:18.487735]Total energy: 17130151.870638102
[2022-04-08 09:07:37.103255]Total energy: 17133868.69341656
[2022-04-08 09:08:58.691642]Total energy: 17146964.947386753
[2022-04-08 09:10:17.624558]Total energy: 17159274.811227478
[2022-04-08 09:11:52.183410]Total energy: 17138399.126952466
[2022-04-08 09:13:13.781597]Total energy: 17161800.68346039
[2022-04-08 09:14:35.442254]Total energy: 17117178.953233372
[2022-04-08 09:15:54.306251]Total energy: 17190729.960665178
[2022-04-08 09:17:13.756308]Total energy: 17149766.55736591
[2022-04-08 09:18:34.674022]Total energy: 17130325.77275596
[2022-04-08 09:19:52.829989]Total energy: 17141515.3424289
[2022-04-08 09:21:30.521883]Total energy: 17134659.338333532
[2022-04-08 09:22:53.501724]Total energy: 17139184.463576775
[2022-04-08 09:24:13.476587]Total energy: 17106791.877979845
[2022-04-08 09:25:43.193761]Total energy: 17155926.294596903
[2022-04-08 09:27:02.991100]Total energy: 17134838.727409042
[2022-04-08 09:28:24.299091]Total energy: 17157644.87324708
[2022-04-08 09:29:44.666456]Total energy: 17160647.112575017
[2022-04-08 09:31:04.712832]Total energy: 17099327.26262708
[2022-04-08 09:32:26.312507]Total energy: 17114171.931911737
[2022-04-08 09:33:45.655588]Total energy: 17155432.587965365
[2022-04-08 09:35:05.343872]Total energy: 17113316.949264206
[2022-04-08 09:36:25.660378]Total energy: 17113884.78754423
[2022-04-08 09:37:45.946514]Total energy: 17112906.863900807
[2022-04-08 09:39:08.995733]Total energy: 17140172.020228226
[2022-04-08 09:40:29.197883]Total energy: 17129549.36597296
[2022-04-08 09:41:47.765624]Total energy: 17140373.37333452
[2022-04-08 09:43:07.468605]Total energy: 17125029.012806468
[2022-04-08 09:44:26.839349]Total energy: 17124139.537243575
[2022-04-08 09:45:46.815371]Total energy: 17127706.81903588
[2022-04-08 09:47:07.119306]Total energy: 17118214.98793315
[2022-04-08 09:48:26.252643]Total energy: 17146244.690642327
[2022-04-08 09:49:44.939166]Total energy: 17179838.78375608
[2022-04-08 09:51:09.998693]Total energy: 17164443.469187412
[2022-04-08 09:52:31.445312]Total energy: 17103443.166504018
[2022-04-08 09:53:51.268683]Total energy: 17129609.904300407
