initial: 105 - diverse_seed
[2022-04-07 21:56:22.262050]Total energy: 17635179.19421806
[2022-04-07 21:57:46.027080]Total energy: 17540443.33825365
[2022-04-07 21:59:17.379463]Total energy: 17618448.037764467
[2022-04-07 22:01:00.679869]Total energy: 17638935.93726766
[2022-04-07 22:02:42.702919]Total energy: 17688352.1573664
[2022-04-07 22:04:15.135572]Total energy: 17696084.737106964
[2022-04-07 22:05:46.183103]Total energy: 17574901.376838773
[2022-04-07 22:07:17.677745]Total energy: 17606791.390296403
[2022-04-07 22:08:51.176411]Total energy: 17658181.566978198
[2022-04-07 22:10:22.203961]Total energy: 17689212.158415228
[2022-04-07 22:11:57.423332]Total energy: 17677826.249224916
[2022-04-07 22:13:21.308052]Total energy: 17688870.78300689
[2022-04-07 22:14:52.820719]Total energy: 17686113.882988513
[2022-04-07 22:16:24.860596]Total energy: 17649730.69268043
[2022-04-07 22:17:57.768697]Total energy: 17708295.221863847
[2022-04-07 22:19:30.017926]Total energy: 17652145.47229624
[2022-04-07 22:21:11.281022]Total energy: 17707304.39705886
[2022-04-07 22:22:44.720839]Total energy: 17718015.265982717
[2022-04-07 22:24:17.240728]Total energy: 17692432.526933897
[2022-04-07 22:25:49.437994]Total energy: 17622601.850927357
[2022-04-07 22:27:21.318426]Total energy: 17657452.64499073
[2022-04-07 22:28:52.660107]Total energy: 17685491.323383454
[2022-04-07 22:30:27.673294]Total energy: 17664789.505708463
[2022-04-07 22:32:13.993516]Total energy: 17712872.01103052
[2022-04-07 22:33:49.510757]Total energy: 17685331.65500953
[2022-04-07 22:35:24.404833]Total energy: 17649188.40993974
[2022-04-07 22:36:57.028511]Total energy: 17638163.841758743
[2022-04-07 22:38:30.298161]Total energy: 17654418.517567806
[2022-04-07 22:39:58.037799]Total energy: 17692322.249754187
[2022-04-07 22:41:35.503658]Total energy: 17649415.64111868
[2022-04-07 22:43:15.010482]Total energy: 17692272.419937447
[2022-04-07 22:44:39.045018]Total energy: 17662661.996216822
[2022-04-07 22:46:11.910680]Total energy: 17678615.43505465
[2022-04-07 22:47:44.011143]Total energy: 17662754.771636136
[2022-04-07 22:49:16.563422]Total energy: 17632452.856991325
[2022-04-07 22:50:48.709185]Total energy: 17672512.918828372
[2022-04-07 22:52:13.395443]Total energy: 17679360.98009264
[2022-04-07 22:53:38.943444]Total energy: 17714809.15781007
[2022-04-07 22:55:11.602057]Total energy: 17633475.27841167
[2022-04-07 22:56:45.546289]Total energy: 17682538.278552126
[2022-04-07 22:58:17.317879]Total energy: 17668023.32136131
[2022-04-07 22:59:56.812361]Total energy: 17686542.084422193
[2022-04-07 23:01:30.336547]Total energy: 17637089.273601037
[2022-04-07 23:03:03.829524]Total energy: 17680383.345753435
[2022-04-07 23:04:27.237318]Total energy: 17707522.961304743
[2022-04-07 23:05:48.232632]Total energy: 17732620.585283384
[2022-04-07 23:07:11.897211]Total energy: 17641007.14053474
[2022-04-07 23:08:34.355603]Total energy: 17659336.288663678
[2022-04-07 23:10:02.986897]Total energy: 17655352.335433077
[2022-04-07 23:11:35.680556]Total energy: 17657487.117807034
[2022-04-07 23:12:59.495325]Total energy: 17719015.76103983
[2022-04-07 23:14:22.673144]Total energy: 17695185.54607877
[2022-04-07 23:15:50.632270]Total energy: 17684524.423013538
[2022-04-07 23:17:22.298754]Total energy: 17652717.915066767
[2022-04-07 23:18:45.778267]Total energy: 17663438.77625712
[2022-04-07 23:20:11.712513]Total energy: 17648884.463231787
[2022-04-07 23:21:43.925584]Total energy: 17644152.713470142
[2022-04-07 23:23:22.100252]Total energy: 17643466.730614122
[2022-04-07 23:24:49.900815]Total energy: 17657253.20062239
[2022-04-07 23:26:15.288730]Total energy: 17653317.12496225
[2022-04-07 23:27:38.310331]Total energy: 17611798.09014366
[2022-04-07 23:29:09.505035]Total energy: 17676127.501327157
[2022-04-07 23:31:00.810251]Total energy: 17654034.456251066
[2022-04-07 23:32:41.480253]Total energy: 17601222.10547349
[2022-04-07 23:34:15.448949]Total energy: 17627517.854755696
[2022-04-07 23:35:49.704902]Total energy: 17632369.54912763
[2022-04-07 23:37:23.889187]Total energy: 17663933.474377364
[2022-04-07 23:38:59.593925]Total energy: 17644731.09730941
[2022-04-07 23:40:46.029805]Total energy: 17677909.014438946
[2022-04-07 23:42:20.406017]Total energy: 17603878.003149018
[2022-04-07 23:43:39.752540]Total energy: 17701240.99296507
[2022-04-07 23:45:02.202462]Total energy: 17664040.23718474
[2022-04-07 23:46:28.763629]Total energy: 17649982.283896253
[2022-04-07 23:47:54.058011]Total energy: 17639566.47780043
[2022-04-07 23:49:22.444300]Total energy: 17637422.36767524
[2022-04-07 23:51:09.699568]Total energy: 17631557.796944063
[2022-04-07 23:52:53.684593]Total energy: 17636663.483552787
[2022-04-07 23:54:24.639462]Total energy: 17632677.55728703
[2022-04-07 23:55:52.431503]Total energy: 17665357.6163471
[2022-04-07 23:57:15.872618]Total energy: 17687580.79529851
[2022-04-07 23:58:42.804042]Total energy: 17668184.603022505
[2022-04-08 00:00:08.334835]Total energy: 17624226.007579446
[2022-04-08 00:01:29.445544]Total energy: 17674875.00707042
[2022-04-08 00:02:54.873308]Total energy: 17674108.783584118
[2022-04-08 00:04:18.133088]Total energy: 17633100.5515855
[2022-04-08 00:05:52.201978]Total energy: 17637776.216848142
[2022-04-08 00:07:15.605211]Total energy: 17679461.89019416
[2022-04-08 00:08:35.777749]Total energy: 17575651.324172627
[2022-04-08 00:09:57.522982]Total energy: 17643962.47751266
[2022-04-08 00:11:30.407215]Total energy: 17613552.220865473
[2022-04-08 00:13:03.668580]Total energy: 17652837.557670224
[2022-04-08 00:14:39.339346]Total energy: 17698713.96713146
[2022-04-08 00:16:12.146118]Total energy: 17634465.762597866
[2022-04-08 00:17:46.873217]Total energy: 17682439.573385302
[2022-04-08 00:19:20.443641]Total energy: 17633705.116807424
[2022-04-08 00:21:02.495152]Total energy: 17625757.431636635
[2022-04-08 00:22:37.019870]Total energy: 17655604.770402983
[2022-04-08 00:24:04.277675]Total energy: 17661922.020315304
[2022-04-08 00:25:30.093338]Total energy: 17688203.2467184
[2022-04-08 00:26:51.617964]Total energy: 17646250.3177705
[2022-04-08 00:28:20.941835]Total energy: 17625439.92729806
[2022-04-08 00:29:52.177633]Total energy: 17650737.70835258
[2022-04-08 00:31:35.446888]Total energy: 17631211.137099717
[2022-04-08 00:33:14.666097]Total energy: 17608808.597217534
[2022-04-08 00:34:41.994603]Total energy: 17654701.245789755
[2022-04-08 00:36:15.042309]Total energy: 17624262.162890196
[2022-04-08 00:37:48.120257]Total energy: 17681057.910372674
[2022-04-08 00:39:09.755134]Total energy: 17701486.01199241
[2022-04-08 00:40:57.939898]Total energy: 17619984.708894428
[2022-04-08 00:42:39.177140]Total energy: 17733805.528165534
[2022-04-08 00:44:11.955882]Total energy: 17623492.457054567
[2022-04-08 00:45:42.759960]Total energy: 17657006.195202675
[2022-04-08 00:47:16.378942]Total energy: 17660367.4409035
[2022-04-08 00:48:48.348525]Total energy: 17691427.061241254
[2022-04-08 00:50:18.770298]Total energy: 17648459.674240474
[2022-04-08 00:51:54.512238]Total energy: 17616313.159859136
[2022-04-08 00:53:25.428944]Total energy: 17636956.435223058
[2022-04-08 00:54:44.872589]Total energy: 17591986.27085018
[2022-04-08 00:56:02.067324]Total energy: 17667490.00709987
[2022-04-08 00:57:20.801680]Total energy: 17645467.89455506
[2022-04-08 00:58:45.207123]Total energy: 17616752.3646447
[2022-04-08 01:00:20.605511]Total energy: 17710388.618575312
[2022-04-08 01:01:59.379352]Total energy: 17641619.346995175
[2022-04-08 01:03:32.928625]Total energy: 17611180.850242347
[2022-04-08 01:05:05.667584]Total energy: 17615398.506607518
[2022-04-08 01:06:38.455198]Total energy: 17686069.75319073
[2022-04-08 01:08:10.221760]Total energy: 17631027.562155534
[2022-04-08 01:09:41.819517]Total energy: 17627949.127048455
[2022-04-08 01:11:12.146618]Total energy: 17627942.829660352
[2022-04-08 01:12:43.125745]Total energy: 17655227.22133304
[2022-04-08 01:14:14.941166]Total energy: 17679578.445966613
[2022-04-08 01:15:47.951065]Total energy: 17674592.13583799
[2022-04-08 01:17:21.943152]Total energy: 17628030.89501609
[2022-04-08 01:18:54.926320]Total energy: 17657235.06198154
[2022-04-08 01:20:47.620279]Total energy: 17603624.447189488
[2022-04-08 01:22:26.178078]Total energy: 17634126.50071417
[2022-04-08 01:23:59.202480]Total energy: 17681046.422006883
[2022-04-08 01:25:31.632863]Total energy: 17637174.94202439
[2022-04-08 01:27:04.367151]Total energy: 17669755.299706362
[2022-04-08 01:28:38.897389]Total energy: 17641219.595955443
[2022-04-08 01:30:12.054213]Total energy: 17648189.4145969
[2022-04-08 01:31:45.115940]Total energy: 17565373.479884274
[2022-04-08 01:33:17.118116]Total energy: 17690160.740246296
[2022-04-08 01:34:50.326155]Total energy: 17704463.820606757
[2022-04-08 01:36:40.634292]Total energy: 17675584.503963824
[2022-04-08 01:38:13.045071]Total energy: 17670949.658711754
[2022-04-08 01:39:49.533775]Total energy: 17639215.433718022
[2022-04-08 01:41:24.202070]Total energy: 17666761.196319535
[2022-04-08 01:42:57.795217]Total energy: 17597776.156499013
[2022-04-08 01:44:22.020145]Total energy: 17613949.598078117
[2022-04-08 01:45:47.056034]Total energy: 17652689.743190825
[2022-04-08 01:47:12.474545]Total energy: 17676052.922320776
[2022-04-08 01:48:48.731128]Total energy: 17576838.266607195
[2022-04-08 01:50:24.578295]Total energy: 17622610.74343591
[2022-04-08 01:52:02.478628]Total energy: 17692180.340155724
[2022-04-08 01:53:25.564258]Total energy: 17627785.16795651
[2022-04-08 01:54:57.305701]Total energy: 17624670.144066777
[2022-04-08 01:56:31.421522]Total energy: 17677955.242251508
[2022-04-08 01:58:07.010755]Total energy: 17610191.69117352
[2022-04-08 01:59:42.862030]Total energy: 17583271.63366373
[2022-04-08 02:01:38.554788]Total energy: 17605432.533620037
[2022-04-08 02:03:19.431344]Total energy: 17649593.217137314
[2022-04-08 02:04:53.437173]Total energy: 17635012.575763125
[2022-04-08 02:06:28.149373]Total energy: 17615009.54581088
[2022-04-08 02:07:51.543699]Total energy: 17611034.015189152
[2022-04-08 02:09:15.294189]Total energy: 17648349.520469528
[2022-04-08 02:10:52.829923]Total energy: 17607091.43442343
[2022-04-08 02:12:20.612964]Total energy: 17660568.28762773
[2022-04-08 02:13:47.718249]Total energy: 17573609.273351252
[2022-04-08 02:15:09.300421]Total energy: 17634146.164429344
[2022-04-08 02:16:39.900222]Total energy: 17616492.582362182
[2022-04-08 02:18:14.433793]Total energy: 17651400.864165314
[2022-04-08 02:19:47.271975]Total energy: 17579162.472155433
[2022-04-08 02:21:38.070497]Total energy: 17651658.737815484
[2022-04-08 02:23:24.183822]Total energy: 17597886.013893392
[2022-04-08 02:24:57.852534]Total energy: 17667215.037508063
[2022-04-08 02:26:27.391458]Total energy: 17569142.5567029
[2022-04-08 02:27:58.461862]Total energy: 17632586.83769062
[2022-04-08 02:29:29.265636]Total energy: 17616617.531044472
[2022-04-08 02:31:14.225058]Total energy: 17654261.018166047
[2022-04-08 02:32:59.712557]Total energy: 17645398.468645476
[2022-04-08 02:34:23.307244]Total energy: 17649129.528641805
[2022-04-08 02:35:48.973797]Total energy: 17597794.980242107
[2022-04-08 02:37:15.133649]Total energy: 17590717.347982187
[2022-04-08 02:38:39.010384]Total energy: 17639616.72741429
[2022-04-08 02:40:05.273497]Total energy: 17617945.093500223
[2022-04-08 02:41:39.820825]Total energy: 17664051.335656494
[2022-04-08 02:43:23.419911]Total energy: 17583777.987420235
[2022-04-08 02:44:51.837311]Total energy: 17634855.192589402
[2022-04-08 02:46:19.295152]Total energy: 17583931.79038999
[2022-04-08 02:47:46.043264]Total energy: 17620255.891569354
[2022-04-08 02:49:13.925023]Total energy: 17630442.939968523
[2022-04-08 02:50:47.248077]Total energy: 17623484.96362017
[2022-04-08 02:52:23.494115]Total energy: 17665719.139168616
[2022-04-08 02:53:56.402780]Total energy: 17630675.136348028
[2022-04-08 02:55:23.762850]Total energy: 17642374.817674648
[2022-04-08 02:56:45.594630]Total energy: 17658571.80229788
[2022-04-08 02:58:18.541652]Total energy: 17596230.803936265
[2022-04-08 02:59:48.887470]Total energy: 17659577.64362726
[2022-04-08 03:01:19.430413]Total energy: 17622646.287954036
[2022-04-08 03:02:48.585533]Total energy: 17600896.80048289
[2022-04-08 03:04:13.457272]Total energy: 17610308.046529897
[2022-04-08 03:05:33.655560]Total energy: 17579103.055735257
[2022-04-08 03:06:54.920930]Total energy: 17676185.792935878
[2022-04-08 03:08:15.017563]Total energy: 17620869.546009358
[2022-04-08 03:09:34.114928]Total energy: 17623633.07015611
[2022-04-08 03:11:01.074404]Total energy: 17603674.4422472
[2022-04-08 03:12:26.754915]Total energy: 17623702.57387766
[2022-04-08 03:13:46.159909]Total energy: 17584084.88906411
[2022-04-08 03:15:10.303544]Total energy: 17625036.771935664
[2022-04-08 03:16:33.055275]Total energy: 17629677.42955134
[2022-04-08 03:17:51.854028]Total energy: 17602089.54494111
[2022-04-08 03:19:10.691588]Total energy: 17567589.311321143
[2022-04-08 03:20:51.274629]Total energy: 17645419.766819164
[2022-04-08 03:22:35.658464]Total energy: 17596132.188763514
[2022-04-08 03:24:10.257597]Total energy: 17612631.812871475
[2022-04-08 03:25:35.344562]Total energy: 17587777.77096849
[2022-04-08 03:26:58.562836]Total energy: 17583036.577624444
[2022-04-08 03:28:17.647677]Total energy: 17610507.175991282
[2022-04-08 03:29:38.503300]Total energy: 17679046.81714826
[2022-04-08 03:31:10.833576]Total energy: 17626801.004622094
[2022-04-08 03:32:47.740622]Total energy: 17611720.64466738
[2022-04-08 03:34:08.821271]Total energy: 17672196.219006382
[2022-04-08 03:35:35.031164]Total energy: 17596657.838361796
[2022-04-08 03:36:59.539144]Total energy: 17594432.960305285
[2022-04-08 03:38:32.009519]Total energy: 17610062.98600444
[2022-04-08 03:39:55.595260]Total energy: 17650684.06865007
[2022-04-08 03:41:21.863459]Total energy: 17706806.921082076
[2022-04-08 03:42:47.748557]Total energy: 17647175.358529028
[2022-04-08 03:44:10.006999]Total energy: 17640092.970048446
[2022-04-08 03:45:31.986431]Total energy: 17573472.131285775
[2022-04-08 03:46:58.383105]Total energy: 17623167.419298545
[2022-04-08 03:48:19.189305]Total energy: 17594873.91812378
[2022-04-08 03:49:40.012049]Total energy: 17650241.045750797
[2022-04-08 03:51:04.454115]Total energy: 17655141.845322955
[2022-04-08 03:52:24.575005]Total energy: 17659365.16301166
[2022-04-08 03:53:44.912305]Total energy: 17641277.214867607
[2022-04-08 03:55:14.121249]Total energy: 17618700.752679348
[2022-04-08 03:56:47.229473]Total energy: 17626145.555593614
[2022-04-08 03:58:07.622733]Total energy: 17634494.27612473
[2022-04-08 03:59:32.881206]Total energy: 17602387.269198477
[2022-04-08 04:01:08.301205]Total energy: 17613733.630154107
[2022-04-08 04:02:38.955664]Total energy: 17625427.867051203
[2022-04-08 04:04:04.003810]Total energy: 17620744.671017136
[2022-04-08 04:05:24.334765]Total energy: 17603071.388144158
[2022-04-08 04:06:48.944246]Total energy: 17535400.055659994
[2022-04-08 04:08:10.199207]Total energy: 17701333.790796317
[2022-04-08 04:09:37.193180]Total energy: 17647129.780945398
[2022-04-08 04:11:09.940189]Total energy: 17732752.203211203
[2022-04-08 04:12:46.213111]Total energy: 17636133.4462695
[2022-04-08 04:14:10.838554]Total energy: 17688991.724581152
[2022-04-08 04:15:33.921552]Total energy: 17695386.097703148
[2022-04-08 04:16:53.930068]Total energy: 17658652.980152335
[2022-04-08 04:18:16.609113]Total energy: 17669744.712386906
[2022-04-08 04:19:40.178813]Total energy: 17734677.06959462
[2022-04-08 04:21:04.188702]Total energy: 17664680.280443825
[2022-04-08 04:22:25.792078]Total energy: 17669755.68290801
[2022-04-08 04:23:47.791768]Total energy: 17686738.861303985
[2022-04-08 04:25:14.200879]Total energy: 17641122.444295514
[2022-04-08 04:26:34.792418]Total energy: 17651290.144099943
[2022-04-08 04:27:54.862630]Total energy: 17675211.436705023
[2022-04-08 04:29:27.670249]Total energy: 17693742.025712367
[2022-04-08 04:30:57.666333]Total energy: 17617083.043629985
[2022-04-08 04:32:32.778421]Total energy: 17671212.569583036
[2022-04-08 04:33:56.839761]Total energy: 17668430.782104373
[2022-04-08 04:35:21.816803]Total energy: 17709770.395065486
[2022-04-08 04:36:41.007973]Total energy: 17634202.935416713
[2022-04-08 04:38:05.664659]Total energy: 17639861.577196002
[2022-04-08 04:39:25.762110]Total energy: 17641806.67914208
[2022-04-08 04:41:11.511280]Total energy: 17634202.227745052
[2022-04-08 04:42:50.987100]Total energy: 17633711.94483265
[2022-04-08 04:44:26.467002]Total energy: 17637933.164378263
[2022-04-08 04:46:00.577330]Total energy: 17624681.487845782
[2022-04-08 04:47:23.603532]Total energy: 17648955.841781992
[2022-04-08 04:48:46.274044]Total energy: 17674316.146976385
[2022-04-08 04:50:06.367191]Total energy: 17610380.955332946
[2022-04-08 04:51:53.200267]Total energy: 17611233.39987244
[2022-04-08 04:53:44.282201]Total energy: 17686859.917205874
[2022-04-08 04:55:26.291871]Total energy: 17659470.34645775
[2022-04-08 04:57:01.033094]Total energy: 17660538.683489155
[2022-04-08 04:58:36.937775]Total energy: 17645295.69706336
[2022-04-08 05:00:10.917351]Total energy: 17653023.79659355
[2022-04-08 05:01:44.383240]Total energy: 17593188.481605135
[2022-04-08 05:03:18.160851]Total energy: 17685240.24240486
[2022-04-08 05:04:54.022029]Total energy: 17650523.38624777
[2022-04-08 05:06:32.343724]Total energy: 17645468.679816473
[2022-04-08 05:08:06.836593]Total energy: 17666701.609028965
[2022-04-08 05:09:42.641963]Total energy: 17637221.631823286
[2022-04-08 05:11:27.285871]Total energy: 17664433.162835624
[2022-04-08 05:13:01.014120]Total energy: 17666389.530067585
[2022-04-08 05:14:35.643678]Total energy: 17674489.6101049
[2022-04-08 05:16:10.008428]Total energy: 17675987.872907676
[2022-04-08 05:17:43.702184]Total energy: 17696003.607069466
[2022-04-08 05:19:21.112281]Total energy: 17656408.163161147
[2022-04-08 05:20:54.214734]Total energy: 17645362.074207183
[2022-04-08 05:22:14.020778]Total energy: 17691130.584431928
[2022-04-08 05:23:41.356901]Total energy: 17610274.810180098
[2022-04-08 05:25:15.121996]Total energy: 17670565.349569492
[2022-04-08 05:26:50.391308]Total energy: 17657146.8352327
[2022-04-08 05:28:27.360788]Total energy: 17644219.36558789
[2022-04-08 05:30:02.295410]Total energy: 17640465.8849812
[2022-04-08 05:31:37.993413]Total energy: 17658127.93119835
[2022-04-08 05:33:14.232240]Total energy: 17634980.806108538
[2022-04-08 05:34:47.910977]Total energy: 17634170.363772843
[2022-04-08 05:36:27.094456]Total energy: 17680607.475432795
[2022-04-08 05:37:54.219013]Total energy: 17671055.25733323
[2022-04-08 05:39:17.798049]Total energy: 17658595.236976713
[2022-04-08 05:41:00.106115]Total energy: 17681415.335693017
[2022-04-08 05:42:48.696197]Total energy: 17593030.91201813
[2022-04-08 05:44:29.390737]Total energy: 17659622.178790394
[2022-04-08 05:45:50.579938]Total energy: 17638051.9218863
[2022-04-08 05:47:12.327365]Total energy: 17660216.759260673
[2022-04-08 05:48:36.859832]Total energy: 17607133.17502794
[2022-04-08 05:49:58.858942]Total energy: 17647575.490585078
[2022-04-08 05:51:19.428477]Total energy: 17608866.847093612
[2022-04-08 05:52:40.101982]Total energy: 17672245.416821573
[2022-04-08 05:54:03.364301]Total energy: 17602635.317205098
[2022-04-08 05:55:24.037179]Total energy: 17662594.574688435
[2022-04-08 05:56:49.064204]Total energy: 17680361.499444306
[2022-04-08 05:58:17.864765]Total energy: 17636545.178708155
[2022-04-08 05:59:45.149619]Total energy: 17647640.489515807
[2022-04-08 06:01:15.491257]Total energy: 17654826.296274103
[2022-04-08 06:02:44.361809]Total energy: 17633084.804250762
[2022-04-08 06:04:14.743323]Total energy: 17645359.905706465
[2022-04-08 06:05:44.261770]Total energy: 17610973.010819893
[2022-04-08 06:07:11.777728]Total energy: 17721601.77063746
[2022-04-08 06:08:39.084258]Total energy: 17674487.674573213
[2022-04-08 06:10:07.456052]Total energy: 17626093.679596964
[2022-04-08 06:11:41.198132]Total energy: 17633934.074453104
[2022-04-08 06:13:08.285411]Total energy: 17677510.39973161
[2022-04-08 06:14:43.384905]Total energy: 17627499.127887614
[2022-04-08 06:16:25.594957]Total energy: 17661716.499286868
[2022-04-08 06:17:54.449626]Total energy: 17636790.62138909
[2022-04-08 06:19:25.867841]Total energy: 17655979.43632858
[2022-04-08 06:21:13.923779]Total energy: 17655726.419182017
[2022-04-08 06:22:50.615808]Total energy: 17661943.587105542
[2022-04-08 06:25:13.378349]Total energy: 17605340.562469337
[2022-04-08 06:26:50.311567]Total energy: 17650931.95253553
[2022-04-08 06:28:24.220890]Total energy: 17640274.179215357
[2022-04-08 06:29:48.783216]Total energy: 17635850.161107432
[2022-04-08 06:31:25.776768]Total energy: 17679645.87736979
[2022-04-08 06:33:02.834873]Total energy: 17657874.088760905
[2022-04-08 06:34:38.064648]Total energy: 17665511.767503798
[2022-04-08 06:36:16.973391]Total energy: 17686990.035631694
[2022-04-08 06:37:43.672791]Total energy: 17672117.37507555
[2022-04-08 06:39:09.855947]Total energy: 17661184.74708196
[2022-04-08 06:40:34.837346]Total energy: 17630739.47654354
[2022-04-08 06:42:01.074745]Total energy: 17635272.786081348
[2022-04-08 06:43:24.271194]Total energy: 17647571.136601776
[2022-04-08 06:44:52.150955]Total energy: 17681824.31830485
[2022-04-08 06:46:17.889126]Total energy: 17673230.356802527
[2022-04-08 06:47:45.744212]Total energy: 17574762.497828122
[2022-04-08 06:49:18.834096]Total energy: 17644210.8858461
[2022-04-08 06:51:11.880104]Total energy: 17601592.390092835
[2022-04-08 06:53:03.471902]Total energy: 17626086.725244753
[2022-04-08 06:54:41.271327]Total energy: 17632609.726624962
[2022-04-08 06:56:24.333658]Total energy: 17631603.38114337
[2022-04-08 06:58:03.294750]Total energy: 17598885.2092789
[2022-04-08 06:59:28.605246]Total energy: 17592336.657225825
[2022-04-08 07:01:05.367996]Total energy: 17635138.588234473
[2022-04-08 07:02:49.585278]Total energy: 17637463.65304633
[2022-04-08 07:04:27.787471]Total energy: 17637955.906045277
[2022-04-08 07:06:00.227578]Total energy: 17638912.25049679
[2022-04-08 07:07:27.183765]Total energy: 17689054.18143091
[2022-04-08 07:09:01.931370]Total energy: 17618390.77755416
[2022-04-08 07:10:50.087337]Total energy: 17625339.01843711
[2022-04-08 07:12:26.098175]Total energy: 17612082.69539117
[2022-04-08 07:13:50.468190]Total energy: 17619016.018640388
[2022-04-08 07:15:15.860487]Total energy: 17660140.813315876
[2022-04-08 07:16:41.281811]Total energy: 17662215.367104575
[2022-04-08 07:18:16.570919]Total energy: 17681956.616905984
[2022-04-08 07:19:54.162809]Total energy: 17571584.3210126
[2022-04-08 07:21:32.534104]Total energy: 17595429.595888663
[2022-04-08 07:23:11.637929]Total energy: 17623702.75873452
[2022-04-08 07:24:36.439529]Total energy: 17655913.036184333
[2022-04-08 07:26:03.799739]Total energy: 17617098.323113725
[2022-04-08 07:27:25.114364]Total energy: 17658207.7236841
[2022-04-08 07:28:52.460165]Total energy: 17618672.239243962
[2022-04-08 07:30:39.839174]Total energy: 17628310.350332115
[2022-04-08 07:32:34.082521]Total energy: 17637915.139532257
[2022-04-08 07:34:19.564198]Total energy: 17562079.491905667
[2022-04-08 07:35:53.511963]Total energy: 17611174.477787957
[2022-04-08 07:37:14.422316]Total energy: 17654648.167830996
[2022-04-08 07:38:42.248588]Total energy: 17625004.051100295
[2022-04-08 07:40:05.195213]Total energy: 17632960.957862932
[2022-04-08 07:41:40.601020]Total energy: 17626221.43629877
[2022-04-08 07:43:16.108845]Total energy: 17672047.877250805
[2022-04-08 07:44:46.568727]Total energy: 17623681.028236754
[2022-04-08 07:46:10.363693]Total energy: 17627929.37019931
[2022-04-08 07:47:33.930379]Total energy: 17604221.704088584
[2022-04-08 07:48:59.591449]Total energy: 17582542.711722758
[2022-04-08 07:50:52.571069]Total energy: 17598844.22347866
[2022-04-08 07:52:23.893520]Total energy: 17623264.28031587
[2022-04-08 07:53:59.437489]Total energy: 17671829.597858988
[2022-04-08 07:55:34.110414]Total energy: 17650551.05178321
[2022-04-08 07:57:13.125818]Total energy: 17608948.97324263
[2022-04-08 07:58:51.835723]Total energy: 17662113.133637723
[2022-04-08 08:00:49.561657]Total energy: 17582973.88489055
[2022-04-08 08:02:23.836389]Total energy: 17579053.758788172
[2022-04-08 08:03:54.418964]Total energy: 17626425.332224462
[2022-04-08 08:05:30.433076]Total energy: 17616649.313653495
[2022-04-08 08:07:04.886767]Total energy: 17601878.37654468
[2022-04-08 08:08:33.013390]Total energy: 17601733.601047385
[2022-04-08 08:10:11.497258]Total energy: 17581696.682681486
[2022-04-08 08:11:48.990035]Total energy: 17645651.254456654
[2022-04-08 08:13:24.250265]Total energy: 17640216.897434734
[2022-04-08 08:14:49.801433]Total energy: 17598668.448504217
[2022-04-08 08:16:15.771616]Total energy: 17595463.30669549
