initial: 116 - optimal_only_seed
[2022-04-10 01:16:43.513832]Total energy: 98785409.21078233
[2022-04-10 01:17:55.818948]Total energy: 98766511.45798238
[2022-04-10 01:19:08.758208]Total energy: 98721470.32471284
[2022-04-10 01:20:21.326937]Total energy: 98740872.3597585
[2022-04-10 01:21:34.608347]Total energy: 98690925.44204868
[2022-04-10 01:22:47.829915]Total energy: 98822665.48860751
[2022-04-10 01:24:02.164505]Total energy: 98705164.57380149
[2022-04-10 01:25:16.472663]Total energy: 98707092.93032125
[2022-04-10 01:26:30.323904]Total energy: 98707987.29600811
[2022-04-10 01:27:46.757954]Total energy: 98729468.91276777
[2022-04-10 01:29:00.746926]Total energy: 98669399.5924715
[2022-04-10 01:30:18.958776]Total energy: 98700318.97462456
[2022-04-10 01:31:50.177997]Total energy: 98700901.33821021
[2022-04-10 01:33:18.500132]Total energy: 98785246.58881047
[2022-04-10 01:34:33.978090]Total energy: 98728228.5540096
[2022-04-10 01:35:47.812525]Total energy: 98689695.88544099
[2022-04-10 01:37:01.555206]Total energy: 98701480.14582527
[2022-04-10 01:38:17.973441]Total energy: 98762897.54825863
[2022-04-10 01:39:32.173428]Total energy: 98796394.34993629
[2022-04-10 01:41:14.058799]Total energy: 98702604.0494443
[2022-04-10 01:42:57.211818]Total energy: 98687864.8391266
[2022-04-10 01:44:10.389681]Total energy: 98755397.16011259
[2022-04-10 01:45:27.470368]Total energy: 98688854.92834353
[2022-04-10 01:46:45.407261]Total energy: 98761105.58473046
[2022-04-10 01:47:58.985156]Total energy: 98718111.09902616
[2022-04-10 01:49:12.403163]Total energy: 98678310.08813417
[2022-04-10 01:50:25.748704]Total energy: 98653265.5735178
[2022-04-10 01:51:38.224000]Total energy: 98710899.8179956
[2022-04-10 01:52:50.573361]Total energy: 98725031.48381841
[2022-04-10 01:54:02.744183]Total energy: 98674493.19990961
[2022-04-10 01:55:17.277965]Total energy: 98766014.9329872
[2022-04-10 01:56:31.531938]Total energy: 98724327.11357035
[2022-04-10 01:57:45.176559]Total energy: 98775221.55515696
[2022-04-10 01:58:57.896419]Total energy: 98732840.82686342
[2022-04-10 02:00:12.376508]Total energy: 98724049.06278816
[2022-04-10 02:01:44.104720]Total energy: 98713053.77301913
[2022-04-10 02:03:10.101364]Total energy: 98739803.98975685
[2022-04-10 02:04:31.817022]Total energy: 98767359.02338299
[2022-04-10 02:05:56.558718]Total energy: 98709754.26478966
[2022-04-10 02:07:12.955319]Total energy: 98709440.9069078
[2022-04-10 02:08:27.477088]Total energy: 98676620.60030138
[2022-04-10 02:09:42.269375]Total energy: 98775462.51396559
[2022-04-10 02:10:57.744076]Total energy: 98692535.25071207
[2022-04-10 02:12:12.726534]Total energy: 98672741.8969111
[2022-04-10 02:13:26.934031]Total energy: 98734206.78461204
[2022-04-10 02:14:39.403276]Total energy: 98685059.10621817
[2022-04-10 02:15:52.680967]Total energy: 98709708.89922327
[2022-04-10 02:17:05.973760]Total energy: 98721084.5503328
[2022-04-10 02:18:19.981740]Total energy: 98751527.30766816
[2022-04-10 02:19:33.365437]Total energy: 98707583.15943198
[2022-04-10 02:21:24.360379]Total energy: 98726039.67920573
[2022-04-10 02:22:54.247995]Total energy: 98748385.81876321
[2022-04-10 02:24:19.375307]Total energy: 98788120.85347627
[2022-04-10 02:25:34.478968]Total energy: 98735705.20175429
[2022-04-10 02:26:47.137026]Total energy: 98730770.331878
[2022-04-10 02:28:00.529913]Total energy: 98751664.13987944
[2022-04-10 02:29:13.284735]Total energy: 98729758.24329324
[2022-04-10 02:30:55.089978]Total energy: 98711564.07653743
[2022-04-10 02:32:43.909320]Total energy: 98698645.24130148
[2022-04-10 02:34:20.092368]Total energy: 98770421.02942191
[2022-04-10 02:35:49.048963]Total energy: 98758419.82353522
[2022-04-10 02:37:11.576308]Total energy: 98756035.4417732
[2022-04-10 02:38:25.573007]Total energy: 98684247.69323154
[2022-04-10 02:39:38.999673]Total energy: 98770025.78572562
[2022-04-10 02:40:52.473433]Total energy: 98719499.99522856
[2022-04-10 02:42:05.490163]Total energy: 98692696.20987938
[2022-04-10 02:43:21.124363]Total energy: 98762181.25492899
[2022-04-10 02:44:34.159275]Total energy: 98664186.7882763
[2022-04-10 02:45:47.146388]Total energy: 98723769.06912918
[2022-04-10 02:47:00.441853]Total energy: 98735449.54326932
[2022-04-10 02:48:13.584521]Total energy: 98750242.71880832
[2022-04-10 02:49:26.912890]Total energy: 98703508.17955202
[2022-04-10 02:51:09.502840]Total energy: 98758972.12149563
[2022-04-10 02:53:01.554243]Total energy: 98701472.30695747
[2022-04-10 02:54:25.223472]Total energy: 98716681.29916488
[2022-04-10 02:55:40.939857]Total energy: 98741276.64464377
[2022-04-10 02:56:54.402036]Total energy: 98756681.157514
[2022-04-10 02:58:08.105800]Total energy: 98711858.51510018
[2022-04-10 02:59:21.596964]Total energy: 98743455.3137831
[2022-04-10 03:00:38.777792]Total energy: 98712493.31415275
[2022-04-10 03:02:03.100048]Total energy: 98707236.36745429
[2022-04-10 03:03:30.967336]Total energy: 98644113.56086685
[2022-04-10 03:04:59.857638]Total energy: 98742566.41189134
[2022-04-10 03:06:28.092760]Total energy: 98777514.78905146
[2022-04-10 03:07:56.071529]Total energy: 98766382.92208418
[2022-04-10 03:09:13.576010]Total energy: 98698415.42119339
[2022-04-10 03:10:26.881512]Total energy: 98684453.2959418
[2022-04-10 03:11:39.488252]Total energy: 98747861.14406404
[2022-04-10 03:12:52.191239]Total energy: 98714817.28925666
[2022-04-10 03:14:05.031527]Total energy: 98752926.45003796
[2022-04-10 03:15:18.202013]Total energy: 98808746.87312846
[2022-04-10 03:16:30.595469]Total energy: 98711328.30954581
[2022-04-10 03:17:43.280662]Total energy: 98647694.31420612
[2022-04-10 03:18:56.442661]Total energy: 98702181.83658165
[2022-04-10 03:20:09.614493]Total energy: 98745422.18019718
[2022-04-10 03:21:31.371732]Total energy: 98777392.8127698
[2022-04-10 03:22:53.865896]Total energy: 98769607.68458922
[2022-04-10 03:24:18.457032]Total energy: 98746725.22756566
[2022-04-10 03:25:44.035401]Total energy: 98705359.004094
[2022-04-10 03:27:11.085571]Total energy: 98739166.44057766
[2022-04-10 03:28:37.358346]Total energy: 98711672.5585727
[2022-04-10 03:30:03.391137]Total energy: 98766846.47116019
[2022-04-10 03:31:17.677864]Total energy: 98722442.79472028
[2022-04-10 03:32:32.189380]Total energy: 98750624.13492025
[2022-04-10 03:33:47.373283]Total energy: 98756103.59386407
[2022-04-10 03:35:07.012831]Total energy: 98755287.6970894
[2022-04-10 03:36:24.767697]Total energy: 98756212.34205659
[2022-04-10 03:37:39.639293]Total energy: 98699881.64102414
[2022-04-10 03:38:55.939109]Total energy: 98754651.37458937
[2022-04-10 03:40:11.092567]Total energy: 98758676.76949173
[2022-04-10 03:41:55.373170]Total energy: 98745317.81266512
[2022-04-10 03:43:24.206507]Total energy: 98691372.2200565
[2022-04-10 03:44:47.350402]Total energy: 98656667.79805842
[2022-04-10 03:46:16.447841]Total energy: 98717877.37941913
[2022-04-10 03:47:41.925237]Total energy: 98706780.06988339
[2022-04-10 03:49:10.076644]Total energy: 98679241.93677126
[2022-04-10 03:50:41.657746]Total energy: 98688209.46502832
[2022-04-10 03:52:14.898496]Total energy: 98695411.9317147
[2022-04-10 03:53:36.498693]Total energy: 98753348.4982143
[2022-04-10 03:54:50.783956]Total energy: 98681346.84126726
[2022-04-10 03:56:03.868292]Total energy: 98734929.34761389
[2022-04-10 03:57:16.882996]Total energy: 98706952.95509303
[2022-04-10 03:58:29.515022]Total energy: 98731014.29916427
[2022-04-10 03:59:41.305514]Total energy: 98763701.18683106
[2022-04-10 04:01:08.597396]Total energy: 98776411.86978719
[2022-04-10 04:02:34.310093]Total energy: 98741280.55441755
[2022-04-10 04:04:00.836034]Total energy: 98690261.64257053
[2022-04-10 04:05:28.790171]Total energy: 98695514.42905965
[2022-04-10 04:06:57.362318]Total energy: 98740661.10752468
[2022-04-10 04:08:25.823566]Total energy: 98766061.13679913
[2022-04-10 04:09:44.857862]Total energy: 98809231.64639436
[2022-04-10 04:10:57.220848]Total energy: 98696446.19677477
[2022-04-10 04:12:10.934587]Total energy: 98722272.6265445
[2022-04-10 04:13:22.881310]Total energy: 98786527.88794212
[2022-04-10 04:14:35.756709]Total energy: 98684618.45869416
[2022-04-10 04:15:48.182784]Total energy: 98736797.89890902
[2022-04-10 04:17:01.024304]Total energy: 98733979.90555118
[2022-04-10 04:18:14.641619]Total energy: 98739806.11779591
[2022-04-10 04:19:27.532126]Total energy: 98723617.49379788
[2022-04-10 04:21:08.216588]Total energy: 98787041.58004802
[2022-04-10 04:22:53.573421]Total energy: 98730748.93020925
[2022-04-10 04:24:38.053155]Total energy: 98686888.92207542
[2022-04-10 04:26:04.030636]Total energy: 98738737.28072776
[2022-04-10 04:27:32.860634]Total energy: 98733655.01000564
[2022-04-10 04:29:01.325104]Total energy: 98695324.9257799
[2022-04-10 04:30:21.366893]Total energy: 98770665.52696706
[2022-04-10 04:31:34.149439]Total energy: 98791827.54726867
[2022-04-10 04:32:48.171503]Total energy: 98703082.98175296
[2022-04-10 04:34:01.561524]Total energy: 98731671.16551599
[2022-04-10 04:35:15.096409]Total energy: 98735572.02590053
[2022-04-10 04:36:27.933907]Total energy: 98743612.23425308
[2022-04-10 04:37:41.537361]Total energy: 98736402.09933457
[2022-04-10 04:38:55.306298]Total energy: 98732466.35806368
[2022-04-10 04:40:08.453796]Total energy: 98684580.99434997
[2022-04-10 04:41:49.920175]Total energy: 98720521.65654585
[2022-04-10 04:43:40.366167]Total energy: 98748496.69433974
[2022-04-10 04:45:04.295975]Total energy: 98836686.35101224
[2022-04-10 04:46:31.689649]Total energy: 98662262.30824798
[2022-04-10 04:47:53.152411]Total energy: 98691881.5512196
[2022-04-10 04:49:07.229165]Total energy: 98747441.5529441
[2022-04-10 04:50:19.573148]Total energy: 98799669.47322257
[2022-04-10 04:51:32.937050]Total energy: 98662384.07102728
[2022-04-10 04:52:46.704004]Total energy: 98764035.87428567
[2022-04-10 04:53:59.731922]Total energy: 98770902.01750433
[2022-04-10 04:55:15.500689]Total energy: 98677126.20774151
[2022-04-10 04:56:28.638008]Total energy: 98764240.05071513
[2022-04-10 04:57:41.203637]Total energy: 98707316.16327508
[2022-04-10 04:58:54.997826]Total energy: 98738495.23429899
[2022-04-10 05:00:07.496749]Total energy: 98824386.31869258
[2022-04-10 05:01:39.338210]Total energy: 98680397.64751875
[2022-04-10 05:03:05.235107]Total energy: 98720888.58220851
[2022-04-10 05:04:26.806134]Total energy: 98758611.38577071
[2022-04-10 05:05:55.163984]Total energy: 98721146.53911349
[2022-04-10 05:07:20.451346]Total energy: 98831473.44162922
[2022-04-10 05:08:36.990731]Total energy: 98790290.39214037
[2022-04-10 05:09:50.031367]Total energy: 98704117.94357142
[2022-04-10 05:11:03.286796]Total energy: 98749904.52335374
[2022-04-10 05:12:17.036640]Total energy: 98726084.81202218
[2022-04-10 05:13:29.038953]Total energy: 98684244.0803034
[2022-04-10 05:14:43.217246]Total energy: 98751856.60771288
[2022-04-10 05:15:56.136314]Total energy: 98694213.16831084
[2022-04-10 05:17:09.995330]Total energy: 98728723.092289
[2022-04-10 05:18:23.198045]Total energy: 98725518.6578674
[2022-04-10 05:19:35.562556]Total energy: 98729366.09122813
[2022-04-10 05:21:07.265619]Total energy: 98704270.36161803
[2022-04-10 05:22:35.007455]Total energy: 98770505.5504828
[2022-04-10 05:23:56.417618]Total energy: 98735314.42889424
[2022-04-10 05:25:18.243299]Total energy: 98751545.41551125
[2022-04-10 05:26:43.946743]Total energy: 98763770.2035079
[2022-04-10 05:28:09.410763]Total energy: 98722749.2237753
[2022-04-10 05:29:24.744652]Total energy: 98750977.62826046
[2022-04-10 05:30:39.728919]Total energy: 98754454.45340009
[2022-04-10 05:31:52.591915]Total energy: 98749299.91258745
[2022-04-10 05:33:05.564318]Total energy: 98761837.58255403
[2022-04-10 05:34:17.915314]Total energy: 98699284.51647988
[2022-04-10 05:35:31.319083]Total energy: 98715349.14063065
[2022-04-10 05:36:44.065887]Total energy: 98763647.70697226
[2022-04-10 05:37:57.415318]Total energy: 98739277.57229662
[2022-04-10 05:39:10.634830]Total energy: 98710632.13923909
[2022-04-10 05:40:23.541406]Total energy: 98723273.85649909
[2022-04-10 05:42:05.823685]Total energy: 98752174.6106744
[2022-04-10 05:43:34.850027]Total energy: 98726705.97948635
[2022-04-10 05:45:00.742075]Total energy: 98694853.8147886
[2022-04-10 05:46:21.011462]Total energy: 98755698.34010564
[2022-04-10 05:47:46.520410]Total energy: 98659494.9881012
[2022-04-10 05:49:05.268565]Total energy: 98710748.65133765
[2022-04-10 05:50:18.321325]Total energy: 98686976.70871831
[2022-04-10 05:51:31.369058]Total energy: 98723808.57132062
[2022-04-10 05:52:44.179931]Total energy: 98768940.28106284
[2022-04-10 05:53:56.888175]Total energy: 98748679.35510257
[2022-04-10 05:55:11.259195]Total energy: 98709551.83774811
[2022-04-10 05:56:23.836408]Total energy: 98678629.81275745
[2022-04-10 05:57:36.987656]Total energy: 98740067.14918505
[2022-04-10 05:58:49.868614]Total energy: 98647953.00368652
[2022-04-10 06:00:03.602231]Total energy: 98765598.32587169
[2022-04-10 06:01:24.321470]Total energy: 98698896.3666532
[2022-04-10 06:02:51.327049]Total energy: 98757973.50795951
[2022-04-10 06:04:22.307643]Total energy: 98772928.24079846
[2022-04-10 06:05:44.771392]Total energy: 98714897.2873247
[2022-04-10 06:06:58.134718]Total energy: 98731284.92096187
[2022-04-10 06:08:12.378363]Total energy: 98808391.12152469
[2022-04-10 06:09:26.006527]Total energy: 98677700.99963655
[2022-04-10 06:10:39.598454]Total energy: 98687820.38864276
[2022-04-10 06:11:52.775906]Total energy: 98779469.72752805
[2022-04-10 06:13:05.662979]Total energy: 98759232.83869645
[2022-04-10 06:14:18.104859]Total energy: 98717216.03230715
[2022-04-10 06:15:31.271244]Total energy: 98695233.3984232
[2022-04-10 06:16:44.476286]Total energy: 98773084.30501857
[2022-04-10 06:17:58.023458]Total energy: 98669077.08595137
[2022-04-10 06:19:11.498060]Total energy: 98711163.52081387
[2022-04-10 06:20:28.246438]Total energy: 98721172.63110998
[2022-04-10 06:21:57.390062]Total energy: 98695464.67111963
[2022-04-10 06:23:22.204913]Total energy: 98707195.13488139
[2022-04-10 06:24:37.826392]Total energy: 98734663.48277017
[2022-04-10 06:25:55.858594]Total energy: 98716549.69598508
[2022-04-10 06:27:09.681659]Total energy: 98734847.27864043
[2022-04-10 06:28:22.560439]Total energy: 98707968.47242963
[2022-04-10 06:29:36.986020]Total energy: 98688388.25113826
[2022-04-10 06:31:09.305587]Total energy: 98731566.43231253
[2022-04-10 06:32:39.451048]Total energy: 98743366.57654285
[2022-04-10 06:33:53.508948]Total energy: 98714487.81733157
[2022-04-10 06:35:06.518317]Total energy: 98777386.02240795
[2022-04-10 06:36:21.565877]Total energy: 98690719.10663751
[2022-04-10 06:37:34.735118]Total energy: 98691014.02276202
[2022-04-10 06:38:47.935954]Total energy: 98687854.044334
[2022-04-10 06:40:01.166986]Total energy: 98683685.553947
[2022-04-10 06:41:34.735799]Total energy: 98736391.95499264
[2022-04-10 06:43:00.095359]Total energy: 98747379.67207815
[2022-04-10 06:44:19.354145]Total energy: 98708488.71484964
[2022-04-10 06:45:40.256514]Total energy: 98714949.03706782
[2022-04-10 06:47:02.897017]Total energy: 98727925.37771843
[2022-04-10 06:48:22.258838]Total energy: 98759567.8827799
[2022-04-10 06:49:35.797048]Total energy: 98755234.8005623
[2022-04-10 06:50:49.091602]Total energy: 98761964.28372726
[2022-04-10 06:52:02.509447]Total energy: 98638611.39638798
[2022-04-10 06:53:15.123328]Total energy: 98738033.3559079
[2022-04-10 06:54:27.775108]Total energy: 98709995.70204256
[2022-04-10 06:55:40.671173]Total energy: 98775176.50371583
[2022-04-10 06:56:53.555459]Total energy: 98732097.21312873
[2022-04-10 06:58:06.623655]Total energy: 98674033.56639841
[2022-04-10 06:59:19.023787]Total energy: 98677795.43767044
[2022-04-10 07:00:53.423422]Total energy: 98721891.25102516
[2022-04-10 07:02:33.899935]Total energy: 98765265.64222099
[2022-04-10 07:04:02.652624]Total energy: 98720629.51561292
[2022-04-10 07:05:33.515913]Total energy: 98752034.06678964
[2022-04-10 07:06:56.982200]Total energy: 98761974.5559229
[2022-04-10 07:08:10.283711]Total energy: 98671267.55470341
[2022-04-10 07:09:23.358510]Total energy: 98782450.48218526
[2022-04-10 07:10:36.586416]Total energy: 98699392.04518431
[2022-04-10 07:11:49.443840]Total energy: 98716809.37496224
[2022-04-10 07:13:01.772093]Total energy: 98738894.55301309
[2022-04-10 07:14:15.420412]Total energy: 98729060.8398713
[2022-04-10 07:15:28.738595]Total energy: 98711528.32640512
[2022-04-10 07:16:41.690402]Total energy: 98721734.15203534
[2022-04-10 07:17:54.438354]Total energy: 98746355.20185392
[2022-04-10 07:19:08.307259]Total energy: 98721895.36899547
[2022-04-10 07:20:21.215557]Total energy: 98738633.80797362
[2022-04-10 07:21:36.475241]Total energy: 98755276.59250028
[2022-04-10 07:22:50.167713]Total energy: 98728881.18727623
[2022-04-10 07:24:04.443977]Total energy: 98794115.73860762
[2022-04-10 07:25:17.699718]Total energy: 98661342.71591423
[2022-04-10 07:26:30.695969]Total energy: 98708979.77721739
[2022-04-10 07:27:43.755818]Total energy: 98739212.96064687
[2022-04-10 07:28:56.305172]Total energy: 98672186.46610102
[2022-04-10 07:30:09.653246]Total energy: 98690923.51458679
[2022-04-10 07:31:30.422585]Total energy: 98684773.9759469
[2022-04-10 07:32:46.255221]Total energy: 98754252.33590287
[2022-04-10 07:33:58.775489]Total energy: 98784077.41203599
[2022-04-10 07:35:12.438812]Total energy: 98760271.57792504
[2022-04-10 07:36:25.129650]Total energy: 98732836.71693458
[2022-04-10 07:37:37.858219]Total energy: 98683624.6442997
[2022-04-10 07:38:50.782974]Total energy: 98736692.73349155
[2022-04-10 07:40:03.819350]Total energy: 98739158.07518774
[2022-04-10 07:41:36.881864]Total energy: 98652315.13725536
[2022-04-10 07:43:03.530212]Total energy: 98699625.67245398
[2022-04-10 07:44:26.968704]Total energy: 98696965.89773884
[2022-04-10 07:45:50.241332]Total energy: 98716736.03465633
[2022-04-10 07:47:12.812019]Total energy: 98739358.69389188
[2022-04-10 07:48:35.403395]Total energy: 98749288.5522698
[2022-04-10 07:49:57.570992]Total energy: 98763410.16726395
[2022-04-10 07:51:19.611520]Total energy: 98717664.600982
[2022-04-10 07:52:41.841695]Total energy: 98743263.24881206
[2022-04-10 07:54:02.311077]Total energy: 98718988.97238122
[2022-04-10 07:55:26.129805]Total energy: 98697164.66010831
[2022-04-10 07:56:41.880755]Total energy: 98708164.48999771
[2022-04-10 07:57:54.352938]Total energy: 98724252.16772996
[2022-04-10 07:59:07.645169]Total energy: 98767693.94102293
[2022-04-10 08:00:20.767756]Total energy: 98737404.83297344
[2022-04-10 08:01:46.307771]Total energy: 98659900.29855675
[2022-04-10 08:03:06.025230]Total energy: 98692288.60440439
[2022-04-10 08:04:19.238276]Total energy: 98700281.36785537
[2022-04-10 08:05:32.170489]Total energy: 98809279.75416021
[2022-04-10 08:06:45.026327]Total energy: 98745583.08316045
[2022-04-10 08:07:57.661247]Total energy: 98752244.93351083
[2022-04-10 08:09:10.737028]Total energy: 98665571.27196221
[2022-04-10 08:10:42.381583]Total energy: 98668852.98099291
[2022-04-10 08:12:26.029734]Total energy: 98785867.76181741
[2022-04-10 08:13:48.382551]Total energy: 98727619.17755018
[2022-04-10 08:15:03.026519]Total energy: 98709961.27300023
[2022-04-10 08:16:15.818353]Total energy: 98714558.13468821
[2022-04-10 08:17:28.235549]Total energy: 98673985.52657348
[2022-04-10 08:18:46.847054]Total energy: 98717291.7608846
[2022-04-10 08:20:00.804385]Total energy: 98716370.5919955
[2022-04-10 08:21:20.774542]Total energy: 98700877.72829702
[2022-04-10 08:22:40.472129]Total energy: 98687867.9762795
[2022-04-10 08:23:54.314287]Total energy: 98725257.942155
[2022-04-10 08:25:08.314031]Total energy: 98707131.31699973
[2022-04-10 08:26:21.587323]Total energy: 98711444.97512434
[2022-04-10 08:27:33.951339]Total energy: 98711356.70661503
[2022-04-10 08:28:46.167746]Total energy: 98697382.13887556
[2022-04-10 08:30:00.439691]Total energy: 98708498.23222367
[2022-04-10 08:31:35.091981]Total energy: 98753582.50359592
[2022-04-10 08:32:59.540806]Total energy: 98710502.79585747
[2022-04-10 08:34:21.372024]Total energy: 98752804.78546846
[2022-04-10 08:35:36.443727]Total energy: 98718589.8100844
[2022-04-10 08:36:48.851255]Total energy: 98734476.79654308
[2022-04-10 08:38:02.116074]Total energy: 98763997.08293217
[2022-04-10 08:39:16.222291]Total energy: 98734286.31662394
[2022-04-10 08:40:33.866863]Total energy: 98749983.1865799
[2022-04-10 08:41:47.806461]Total energy: 98720306.74776424
[2022-04-10 08:43:00.991945]Total energy: 98696280.99639185
[2022-04-10 08:44:14.116629]Total energy: 98710635.34874947
[2022-04-10 08:45:28.343920]Total energy: 98683146.75439483
[2022-04-10 08:46:41.352731]Total energy: 98741598.34414622
[2022-04-10 08:47:55.048117]Total energy: 98822443.35996631
[2022-04-10 08:49:09.670567]Total energy: 98792687.8931517
[2022-04-10 08:50:22.834938]Total energy: 98712134.62680829
[2022-04-10 08:51:35.915824]Total energy: 98685493.11903712
[2022-04-10 08:52:48.576330]Total energy: 98761389.82934785
[2022-04-10 08:54:01.239674]Total energy: 98710401.89163378
[2022-04-10 08:55:14.137271]Total energy: 98716779.55314186
[2022-04-10 08:56:29.775272]Total energy: 98764235.87303716
[2022-04-10 08:57:42.723567]Total energy: 98703593.8668607
[2022-04-10 08:58:55.573168]Total energy: 98727931.54081783
[2022-04-10 09:00:08.240722]Total energy: 98738612.44776668
[2022-04-10 09:01:27.836323]Total energy: 98700354.48169504
[2022-04-10 09:02:50.927225]Total energy: 98738762.88641436
[2022-04-10 09:04:07.978169]Total energy: 98722085.5630431
[2022-04-10 09:05:21.438471]Total energy: 98718857.9285198
[2022-04-10 09:06:34.285929]Total energy: 98701910.35375881
[2022-04-10 09:07:48.240676]Total energy: 98778976.61940871
[2022-04-10 09:09:02.181659]Total energy: 98783026.44005951
[2022-04-10 09:10:15.493974]Total energy: 98757989.63205914
[2022-04-10 09:11:37.654020]Total energy: 98716351.0675255
[2022-04-10 09:13:10.165034]Total energy: 98701441.3336274
[2022-04-10 09:14:24.156109]Total energy: 98665956.12049617
[2022-04-10 09:15:37.789488]Total energy: 98702758.99758467
[2022-04-10 09:16:51.072181]Total energy: 98738703.13567023
[2022-04-10 09:18:03.628506]Total energy: 98711631.49632622
[2022-04-10 09:19:17.044127]Total energy: 98722095.50049391
[2022-04-10 09:20:29.841412]Total energy: 98681212.41661304
[2022-04-10 09:21:45.713070]Total energy: 98733202.89812846
[2022-04-10 09:23:01.043686]Total energy: 98748147.29690458
[2022-04-10 09:24:14.378847]Total energy: 98737587.22911577
[2022-04-10 09:25:27.534071]Total energy: 98705546.42529601
[2022-04-10 09:26:40.787459]Total energy: 98779501.03408353
[2022-04-10 09:27:53.897823]Total energy: 98701393.38103099
[2022-04-10 09:29:07.025794]Total energy: 98713921.01139492
[2022-04-10 09:30:21.020304]Total energy: 98745895.80074938
[2022-04-10 09:31:37.506067]Total energy: 98726977.43115598
[2022-04-10 09:32:50.352289]Total energy: 98776697.29441229
[2022-04-10 09:34:03.078348]Total energy: 98717240.78904057
[2022-04-10 09:35:15.870539]Total energy: 98725400.12990236
[2022-04-10 09:36:29.831396]Total energy: 98741775.06286879
[2022-04-10 09:37:43.087804]Total energy: 98708527.04106142
[2022-04-10 09:38:57.472345]Total energy: 98806718.06340143
[2022-04-10 09:40:10.485787]Total energy: 98758217.37117608
[2022-04-10 09:41:33.720256]Total energy: 98737584.85874912
[2022-04-10 09:42:59.768419]Total energy: 98729893.82914793
[2022-04-10 09:44:22.100559]Total energy: 98722207.7820143
[2022-04-10 09:45:37.039621]Total energy: 98708017.1117547
[2022-04-10 09:46:50.263375]Total energy: 98673163.92497686
[2022-04-10 09:48:04.689096]Total energy: 98784216.10785763
[2022-04-10 09:49:18.004970]Total energy: 98781389.12624162
[2022-04-10 09:50:48.315673]Total energy: 98718067.8074552
[2022-04-10 09:52:14.585122]Total energy: 98725931.4232959
[2022-04-10 09:53:33.904843]Total energy: 98665217.5865307
[2022-04-10 09:54:54.987935]Total energy: 98652986.91076757
[2022-04-10 09:56:17.992940]Total energy: 98774623.64843331
[2022-04-10 09:57:34.469242]Total energy: 98727659.44007313
[2022-04-10 09:58:47.743846]Total energy: 98723331.84817967
[2022-04-10 10:00:00.699379]Total energy: 98715766.48187156
[2022-04-10 10:01:34.572702]Total energy: 98761547.1792048
[2022-04-10 10:03:01.844967]Total energy: 98695856.14842515
[2022-04-10 10:04:18.940769]Total energy: 98723167.10107735
[2022-04-10 10:05:31.251357]Total energy: 98793821.14807652
[2022-04-10 10:06:47.191575]Total energy: 98706630.94306676
[2022-04-10 10:08:02.450670]Total energy: 98687780.7789923
[2022-04-10 10:09:14.783344]Total energy: 98737589.79760465
[2022-04-10 10:10:37.104125]Total energy: 98700743.3417386
[2022-04-10 10:12:02.750282]Total energy: 98717329.98658441
[2022-04-10 10:13:27.805369]Total energy: 98740686.10168085
[2022-04-10 10:14:51.346338]Total energy: 98670544.21515596
[2022-04-10 10:16:04.198813]Total energy: 98731192.38259898
[2022-04-10 10:17:17.086303]Total energy: 98744953.52141908
[2022-04-10 10:18:29.079837]Total energy: 98701603.04491606
[2022-04-10 10:19:47.628691]Total energy: 98772653.52825792
[2022-04-10 10:21:08.588584]Total energy: 98734988.59900296
[2022-04-10 10:22:38.636368]Total energy: 98745082.63047786
[2022-04-10 10:24:07.961932]Total energy: 98728426.55192009
[2022-04-10 10:25:37.969214]Total energy: 98737393.68993355
[2022-04-10 10:26:58.177407]Total energy: 98694310.23736852
[2022-04-10 10:28:10.863745]Total energy: 98719615.32267493
[2022-04-10 10:29:23.286802]Total energy: 98738747.86990105
[2022-04-10 10:30:35.601620]Total energy: 98729795.48528485
[2022-04-10 10:31:49.663084]Total energy: 98710771.44659059
[2022-04-10 10:33:02.379616]Total energy: 98753657.5311939
[2022-04-10 10:34:15.841733]Total energy: 98707160.60179426
[2022-04-10 10:35:28.118003]Total energy: 98706239.06826603
[2022-04-10 10:36:41.475222]Total energy: 98762123.94642392
[2022-04-10 10:37:54.555110]Total energy: 98705172.56654413
[2022-04-10 10:39:07.764690]Total energy: 98727161.05949178
[2022-04-10 10:40:20.687116]Total energy: 98676251.72354916
[2022-04-10 10:41:33.973258]Total energy: 98704144.27949138
[2022-04-10 10:42:46.134860]Total energy: 98674253.87618773
[2022-04-10 10:44:00.081371]Total energy: 98759320.63017038
[2022-04-10 10:45:14.000181]Total energy: 98756862.36394982
[2022-04-10 10:46:26.872260]Total energy: 98662495.65631841
[2022-04-10 10:47:39.413394]Total energy: 98743369.22555219
[2022-04-10 10:48:52.354525]Total energy: 98710578.021471
[2022-04-10 10:50:05.196934]Total energy: 98758393.23314784
[2022-04-10 10:51:38.959475]Total energy: 98692841.38885018
[2022-04-10 10:53:19.756330]Total energy: 98733335.32138434
[2022-04-10 10:55:02.123510]Total energy: 98717709.31226635
[2022-04-10 10:56:34.812206]Total energy: 98711163.43247223
[2022-04-10 10:58:04.577364]Total energy: 98664085.71228638
[2022-04-10 10:59:31.116379]Total energy: 98724272.7665814
[2022-04-10 11:00:50.788994]Total energy: 98720163.46347415
[2022-04-10 11:02:03.838845]Total energy: 98680356.85935055
[2022-04-10 11:03:17.132287]Total energy: 98786675.21804146
[2022-04-10 11:04:31.702144]Total energy: 98697373.58357978
