initial: all - diverse_no_blind_all
[2022-04-10 18:56:05.891063]Total energy: 16630015.741413705
[2022-04-10 18:57:24.876668]Total energy: 16638748.681179818
[2022-04-10 18:58:42.043262]Total energy: 16614781.288770659
[2022-04-10 19:00:01.177888]Total energy: 16627893.14832367
[2022-04-10 19:01:47.664306]Total energy: 16620968.262963131
[2022-04-10 19:03:27.254224]Total energy: 16611785.839883037
[2022-04-10 19:05:02.863357]Total energy: 16633655.1721111
[2022-04-10 19:06:40.829888]Total energy: 16637925.306265902
[2022-04-10 19:08:20.838090]Total energy: 16669218.364835225
[2022-04-10 19:09:57.298609]Total energy: 16635775.344548855
[2022-04-10 19:11:35.996207]Total energy: 16641612.23001006
[2022-04-10 19:13:02.094356]Total energy: 16629362.11956526
[2022-04-10 19:14:20.123896]Total energy: 16610379.89015982
[2022-04-10 19:15:34.552366]Total energy: 16631686.878981136
[2022-04-10 19:16:49.200039]Total energy: 16617682.284834536
[2022-04-10 19:18:03.931661]Total energy: 16626845.729780223
[2022-04-10 19:19:18.534901]Total energy: 16648725.219158439
[2022-04-10 19:20:59.745776]Total energy: 16647920.659681547
[2022-04-10 19:22:47.820139]Total energy: 16626397.541350164
[2022-04-10 19:24:24.951870]Total energy: 16631949.87390211
[2022-04-10 19:26:03.205837]Total energy: 16624322.318628473
[2022-04-10 19:27:30.719260]Total energy: 16627656.833580028
[2022-04-10 19:28:48.201591]Total energy: 16644802.651606565
[2022-04-10 19:30:08.291923]Total energy: 16630081.968866719
[2022-04-10 19:31:27.732452]Total energy: 16653239.659926087
[2022-04-10 19:32:47.646520]Total energy: 16654924.416663744
[2022-04-10 19:34:06.439827]Total energy: 16648267.792494731
[2022-04-10 19:35:25.933281]Total energy: 16624309.839192973
[2022-04-10 19:36:41.324645]Total energy: 16631270.059178228
[2022-04-10 19:37:58.380903]Total energy: 16625149.906272452
[2022-04-10 19:39:15.163094]Total energy: 16635962.027619105
[2022-04-10 19:40:51.721110]Total energy: 16646405.820855374
[2022-04-10 19:42:43.990151]Total energy: 16645434.033400636
[2022-04-10 19:44:23.343459]Total energy: 16645479.53209066
[2022-04-10 19:45:52.609991]Total energy: 16640766.993939213
[2022-04-10 19:47:29.527927]Total energy: 16641759.422661033
[2022-04-10 19:49:06.156283]Total energy: 16652058.53681268
[2022-04-10 19:50:43.139363]Total energy: 16627146.375224091
[2022-04-10 19:52:08.314179]Total energy: 16634829.95905482
[2022-04-10 19:53:29.414223]Total energy: 16631123.282655723
[2022-04-10 19:54:47.601570]Total energy: 16640426.907977533
[2022-04-10 19:56:04.279157]Total energy: 16657901.966481151
[2022-04-10 19:57:22.986701]Total energy: 16643496.230471192
[2022-04-10 19:58:42.725618]Total energy: 16625973.191702899
[2022-04-10 20:00:01.215977]Total energy: 16654139.071976421
[2022-04-10 20:01:31.384002]Total energy: 16647952.921581684
[2022-04-10 20:03:01.772086]Total energy: 16656869.992025016
[2022-04-10 20:04:21.809127]Total energy: 16660144.657635134
[2022-04-10 20:05:43.027794]Total energy: 16659024.438435867
[2022-04-10 20:07:03.160179]Total energy: 16615010.744687479
[2022-04-10 20:08:23.328630]Total energy: 16635049.96168356
[2022-04-10 20:09:40.700090]Total energy: 16612634.58166292
[2022-04-10 20:11:36.302093]Total energy: 16628901.599841805
[2022-04-10 20:13:22.133125]Total energy: 16659176.15105796
[2022-04-10 20:14:50.175024]Total energy: 16636611.028041763
[2022-04-10 20:16:19.920669]Total energy: 16599279.020856913
[2022-04-10 20:17:49.876304]Total energy: 16672934.638772534
[2022-04-10 20:19:10.422828]Total energy: 16618922.816246606
[2022-04-10 20:21:04.304108]Total energy: 16637040.853887828
[2022-04-10 20:23:13.715164]Total energy: 16613107.735183964
[2022-04-10 20:25:05.028134]Total energy: 16632922.187735938
[2022-04-10 20:26:42.657087]Total energy: 16666560.608997172
[2022-04-10 20:28:02.698919]Total energy: 16646425.777578384
[2022-04-10 20:29:21.334177]Total energy: 16640436.976324063
[2022-04-10 20:31:02.704115]Total energy: 16644492.8423349
[2022-04-10 20:32:48.801223]Total energy: 16591774.709668636
[2022-04-10 20:34:24.987677]Total energy: 16619482.20155674
[2022-04-10 20:35:51.634845]Total energy: 16622748.953738682
[2022-04-10 20:37:12.050759]Total energy: 16632165.341602383
[2022-04-10 20:38:32.077018]Total energy: 16624213.131740773
[2022-04-10 20:39:52.984399]Total energy: 16627303.198345145
[2022-04-10 20:41:21.498188]Total energy: 16648616.030670416
[2022-04-10 20:42:48.845142]Total energy: 16626085.967597883
[2022-04-10 20:44:08.134621]Total energy: 16596874.583905457
[2022-04-10 20:45:28.440736]Total energy: 16613724.976540988
[2022-04-10 20:46:48.455743]Total energy: 16631190.62180718
[2022-04-10 20:48:08.068277]Total energy: 16611955.172547743
[2022-04-10 20:49:24.514537]Total energy: 16618040.318881325
[2022-04-10 20:51:21.292470]Total energy: 16600458.558887769
[2022-04-10 20:53:33.325935]Total energy: 16640192.932222059
[2022-04-10 20:55:16.657623]Total energy: 16654498.448124288
[2022-04-10 20:56:53.567467]Total energy: 16626703.452834185
[2022-04-10 20:58:21.070622]Total energy: 16616512.417007018
[2022-04-10 20:59:37.380513]Total energy: 16628094.413791377
[2022-04-10 21:01:21.716258]Total energy: 16645056.008339353
[2022-04-10 21:03:04.592742]Total energy: 16631678.099804891
[2022-04-10 21:04:35.537350]Total energy: 16623517.33318881
[2022-04-10 21:06:07.008451]Total energy: 16626426.135543717
[2022-04-10 21:07:44.537428]Total energy: 16597359.401918769
[2022-04-10 21:09:08.289003]Total energy: 16638413.448034927
[2022-04-10 21:11:01.165654]Total energy: 16623719.166997185
[2022-04-10 21:13:04.522540]Total energy: 16612079.881391797
[2022-04-10 21:14:39.998499]Total energy: 16613090.161005206
[2022-04-10 21:16:03.088754]Total energy: 16618894.97427928
[2022-04-10 21:17:25.548613]Total energy: 16637612.737462556
[2022-04-10 21:18:45.025497]Total energy: 16613775.500924226
[2022-04-10 21:20:02.896736]Total energy: 16617190.613641612
[2022-04-10 21:21:47.346676]Total energy: 16608915.723871151
[2022-04-10 21:23:29.245278]Total energy: 16629560.38200727
[2022-04-10 21:24:56.753885]Total energy: 16622808.078275025
[2022-04-10 21:26:29.833049]Total energy: 16612671.824550955
[2022-04-10 21:28:01.296589]Total energy: 16606889.761703916
[2022-04-10 21:29:25.032193]Total energy: 16620044.784382207
[2022-04-10 21:30:41.109811]Total energy: 16599984.650645893
[2022-04-10 21:31:54.781157]Total energy: 16629964.116975557
[2022-04-10 21:33:11.547270]Total energy: 16641539.184860084
[2022-04-10 21:34:25.703471]Total energy: 16615693.522161411
[2022-04-10 21:35:40.415698]Total energy: 16621614.981037138
[2022-04-10 21:36:55.530353]Total energy: 16628253.420892436
[2022-04-10 21:38:12.719907]Total energy: 16631814.65138615
[2022-04-10 21:39:29.649503]Total energy: 16630011.896258695
[2022-04-10 21:41:08.478845]Total energy: 16607705.425199322
[2022-04-10 21:42:53.287267]Total energy: 16656506.767905993
[2022-04-10 21:44:27.823965]Total energy: 16613420.38518034
[2022-04-10 21:45:51.591183]Total energy: 16618076.446564075
[2022-04-10 21:47:09.457297]Total energy: 16629316.42276205
[2022-04-10 21:48:24.730840]Total energy: 16634508.832944911
[2022-04-10 21:49:42.053213]Total energy: 16615956.244887525
[2022-04-10 21:51:20.735559]Total energy: 16629838.475605104
[2022-04-10 21:53:01.467924]Total energy: 16621092.242043119
[2022-04-10 21:54:18.137674]Total energy: 16618323.697090415
[2022-04-10 21:55:36.753437]Total energy: 16612140.183139421
[2022-04-10 21:56:53.365319]Total energy: 16593631.922870489
[2022-04-10 21:58:10.895704]Total energy: 16643728.724573333
[2022-04-10 21:59:29.529931]Total energy: 16610560.69366014
[2022-04-10 22:01:09.670993]Total energy: 16613016.202524154
[2022-04-10 22:03:04.220061]Total energy: 16620834.965885755
[2022-04-10 22:04:47.246982]Total energy: 16620280.649540115
[2022-04-10 22:06:19.531135]Total energy: 16626646.000233974
[2022-04-10 22:07:53.057848]Total energy: 16627698.09277859
[2022-04-10 22:09:14.657189]Total energy: 16607408.457185274
[2022-04-10 22:10:53.110604]Total energy: 16615017.89910914
[2022-04-10 22:12:31.677843]Total energy: 16600763.217677088
[2022-04-10 22:14:04.083024]Total energy: 16628157.000067608
[2022-04-10 22:15:31.489793]Total energy: 16619573.961805427
[2022-04-10 22:16:48.028016]Total energy: 16650300.508774351
[2022-04-10 22:18:05.704673]Total energy: 16629766.859825416
[2022-04-10 22:19:24.410207]Total energy: 16637072.277507113
[2022-04-10 22:21:15.629106]Total energy: 16637012.86640599
[2022-04-10 22:22:41.562296]Total energy: 16618462.405046636
[2022-04-10 22:23:59.550826]Total energy: 16622210.070334584
[2022-04-10 22:25:18.594348]Total energy: 16631131.903601503
[2022-04-10 22:26:35.874601]Total energy: 16627961.538787857
[2022-04-10 22:27:50.672069]Total energy: 16613656.678266443
[2022-04-10 22:29:09.991225]Total energy: 16632205.97007738
[2022-04-10 22:30:41.730604]Total energy: 16643258.737319088
[2022-04-10 22:32:16.776494]Total energy: 16627719.196216015
[2022-04-10 22:33:40.594124]Total energy: 16635516.888123866
[2022-04-10 22:35:00.350562]Total energy: 16629648.913744517
[2022-04-10 22:36:17.150899]Total energy: 16641260.407320349
[2022-04-10 22:37:36.873093]Total energy: 16643200.056577258
[2022-04-10 22:38:52.876047]Total energy: 16619534.425449435
[2022-04-10 22:40:06.547680]Total energy: 16597491.877821583
[2022-04-10 22:41:39.626513]Total energy: 16626243.89221526
[2022-04-10 22:43:21.319190]Total energy: 16584590.443708366
[2022-04-10 22:44:45.275222]Total energy: 16602252.65694476
[2022-04-10 22:46:03.167999]Total energy: 16620207.584662942
[2022-04-10 22:47:19.812399]Total energy: 16635536.280472213
[2022-04-10 22:48:34.332427]Total energy: 16627295.974571262
[2022-04-10 22:49:48.543322]Total energy: 16649446.141961155
[2022-04-10 22:51:37.492838]Total energy: 16619612.434898887
[2022-04-10 22:53:12.366291]Total energy: 16625986.875187663
[2022-04-10 22:54:39.603618]Total energy: 16645476.552053291
[2022-04-10 22:55:59.932688]Total energy: 16626271.356679866
[2022-04-10 22:57:14.256627]Total energy: 16642502.241452437
[2022-04-10 22:58:29.017691]Total energy: 16631744.536365008
[2022-04-10 22:59:44.270869]Total energy: 16585589.99330509
[2022-04-10 23:01:26.042606]Total energy: 16603628.075426761
[2022-04-10 23:02:48.911389]Total energy: 16599037.639701627
[2022-04-10 23:04:04.005944]Total energy: 16624671.045046024
[2022-04-10 23:05:19.027623]Total energy: 16632043.95835031
[2022-04-10 23:06:33.589878]Total energy: 16629070.414324306
[2022-04-10 23:07:48.036943]Total energy: 16610117.227342108
[2022-04-10 23:09:03.525159]Total energy: 16612359.151354352
[2022-04-10 23:10:36.283496]Total energy: 16630686.318777373
[2022-04-10 23:12:23.480939]Total energy: 16625768.034966609
[2022-04-10 23:14:06.851054]Total energy: 16614102.0720769
[2022-04-10 23:15:23.159152]Total energy: 16603939.49894663
[2022-04-10 23:16:41.497743]Total energy: 16594221.818085952
[2022-04-10 23:17:59.244176]Total energy: 16602753.50480578
[2022-04-10 23:19:14.162001]Total energy: 16608645.74811325
[2022-04-10 23:20:47.929397]Total energy: 16615886.889823047
[2022-04-10 23:22:25.526965]Total energy: 16640569.729389237
[2022-04-10 23:23:40.556441]Total energy: 16608710.126748085
[2022-04-10 23:24:57.797894]Total energy: 16614504.972967407
[2022-04-10 23:26:25.807202]Total energy: 16630193.490214672
[2022-04-10 23:27:42.212901]Total energy: 16618741.543039506
[2022-04-10 23:29:02.446028]Total energy: 16622042.484164525
[2022-04-10 23:30:19.269655]Total energy: 16593285.651860835
[2022-04-10 23:31:41.164474]Total energy: 16632721.587146847
[2022-04-10 23:32:59.107659]Total energy: 16627159.807685452
[2022-04-10 23:34:18.897395]Total energy: 16623873.108926183
[2022-04-10 23:35:38.184431]Total energy: 16592658.774747612
[2022-04-10 23:36:58.330130]Total energy: 16617984.307989823
[2022-04-10 23:38:18.288490]Total energy: 16599564.198325891
[2022-04-10 23:39:39.585116]Total energy: 16597488.153319657
[2022-04-10 23:41:14.526072]Total energy: 16613765.770467598
[2022-04-10 23:42:52.257363]Total energy: 16627345.028793821
[2022-04-10 23:44:22.429910]Total energy: 16607313.375812344
[2022-04-10 23:45:39.079263]Total energy: 16631993.662047975
[2022-04-10 23:46:55.980867]Total energy: 16613242.600802423
[2022-04-10 23:48:11.424211]Total energy: 16606721.775887327
[2022-04-10 23:49:30.365848]Total energy: 16610548.701095363
[2022-04-10 23:51:14.458817]Total energy: 16619271.247804463
[2022-04-10 23:53:10.288390]Total energy: 16626398.899800595
[2022-04-10 23:54:36.911429]Total energy: 16606845.708516
[2022-04-10 23:56:05.453780]Total energy: 16618385.828252852
[2022-04-10 23:57:29.999274]Total energy: 16623471.796571549
[2022-04-10 23:58:44.792573]Total energy: 16633940.25022522
[2022-04-11 00:00:01.003802]Total energy: 16611913.44162004
[2022-04-11 00:01:23.806881]Total energy: 16622212.244279576
[2022-04-11 00:02:49.131293]Total energy: 16605845.65206839
[2022-04-11 00:04:08.360729]Total energy: 16624075.104292572
[2022-04-11 00:05:26.162450]Total energy: 16622141.120979512
[2022-04-11 00:06:42.103154]Total energy: 16637643.538881611
[2022-04-11 00:08:00.584411]Total energy: 16605846.819377128
[2022-04-11 00:09:16.523874]Total energy: 16586875.446298378
[2022-04-11 00:10:55.408656]Total energy: 16605972.271643048
[2022-04-11 00:12:35.934365]Total energy: 16625688.326728677
[2022-04-11 00:14:00.818443]Total energy: 16619400.417732803
[2022-04-11 00:15:17.513759]Total energy: 16606094.907108584
[2022-04-11 00:16:32.047639]Total energy: 16603534.346128177
[2022-04-11 00:17:47.888752]Total energy: 16629600.646924995
[2022-04-11 00:19:02.249837]Total energy: 16621049.906150967
[2022-04-11 00:20:17.617150]Total energy: 16609549.6291386
[2022-04-11 00:21:49.080139]Total energy: 16601241.164242446
[2022-04-11 00:23:10.006317]Total energy: 16625908.032577593
[2022-04-11 00:24:25.764939]Total energy: 16628764.604551073
[2022-04-11 00:25:45.129194]Total energy: 16617862.900764056
[2022-04-11 00:27:01.734016]Total energy: 16607548.69633525
[2022-04-11 00:28:21.051669]Total energy: 16608188.027849464
[2022-04-11 00:29:40.281583]Total energy: 16599541.003165368
[2022-04-11 00:31:13.789575]Total energy: 16618559.002892941
[2022-04-11 00:32:38.838861]Total energy: 16617850.556021448
[2022-04-11 00:33:58.301011]Total energy: 16598841.289445342
[2022-04-11 00:35:15.993100]Total energy: 16633857.685086174
[2022-04-11 00:36:32.920208]Total energy: 16616064.766633388
[2022-04-11 00:37:50.725142]Total energy: 16603191.55779986
[2022-04-11 00:39:06.103955]Total energy: 16630905.40758776
[2022-04-11 00:40:21.176427]Total energy: 16611295.33900371
[2022-04-11 00:41:35.166054]Total energy: 16610173.089282833
[2022-04-11 00:42:52.702726]Total energy: 16615028.548642144
[2022-04-11 00:44:13.411760]Total energy: 16617008.92000203
[2022-04-11 00:45:32.065501]Total energy: 16639175.314913252
[2022-04-11 00:46:50.601866]Total energy: 16621354.629924897
[2022-04-11 00:48:11.112127]Total energy: 16623639.504162244
[2022-04-11 00:49:27.726289]Total energy: 16587386.899227787
[2022-04-11 00:50:44.508156]Total energy: 16612369.661629377
[2022-04-11 00:52:05.555774]Total energy: 16627267.226084696
[2022-04-11 00:53:25.166048]Total energy: 16626710.779505085
[2022-04-11 00:54:41.870324]Total energy: 16609631.26192111
[2022-04-11 00:55:56.399196]Total energy: 16617615.466842512
[2022-04-11 00:57:11.445736]Total energy: 16610590.303652868
[2022-04-11 00:58:25.073361]Total energy: 16611881.845982082
[2022-04-11 00:59:39.802155]Total energy: 16613716.67031391
[2022-04-11 01:01:03.985582]Total energy: 16625199.655018996
[2022-04-11 01:02:25.188755]Total energy: 16619171.379787924
[2022-04-11 01:03:40.124325]Total energy: 16605501.105493618
[2022-04-11 01:04:53.911900]Total energy: 16610711.042018939
[2022-04-11 01:06:08.872135]Total energy: 16610657.815952886
[2022-04-11 01:07:24.466425]Total energy: 16615992.847161926
[2022-04-11 01:08:40.094586]Total energy: 16629664.20877367
[2022-04-11 01:09:55.793787]Total energy: 16610106.515804296
[2022-04-11 01:11:15.842485]Total energy: 16608525.669643681
[2022-04-11 01:12:32.689485]Total energy: 16627573.789946457
[2022-04-11 01:13:51.452244]Total energy: 16607866.53747206
[2022-04-11 01:15:07.808413]Total energy: 16622974.724915763
[2022-04-11 01:16:25.866820]Total energy: 16626954.834241536
[2022-04-11 01:17:40.306267]Total energy: 16612017.882924959
[2022-04-11 01:18:59.768990]Total energy: 16631725.322637338
[2022-04-11 01:20:16.479945]Total energy: 16587163.500820503
[2022-04-11 01:21:35.234246]Total energy: 16591108.41234139
[2022-04-11 01:22:51.261636]Total energy: 16619892.05757646
[2022-04-11 01:24:07.912255]Total energy: 16613414.02792854
[2022-04-11 01:25:23.391161]Total energy: 16589004.981356476
[2022-04-11 01:26:43.310450]Total energy: 16637571.038422951
[2022-04-11 01:28:03.815656]Total energy: 16604664.018967958
[2022-04-11 01:29:25.320629]Total energy: 16597762.668519644
[2022-04-11 01:31:01.203762]Total energy: 16566550.871188423
[2022-04-11 01:32:30.094242]Total energy: 16595438.676298328
[2022-04-11 01:33:57.194147]Total energy: 16601759.434921524
[2022-04-11 01:35:13.800262]Total energy: 16590172.344066778
[2022-04-11 01:36:32.377624]Total energy: 16579492.58064685
[2022-04-11 01:37:49.213301]Total energy: 16609957.204068959
[2022-04-11 01:39:12.129142]Total energy: 16601743.969097614
[2022-04-11 01:40:56.525603]Total energy: 16616443.905995708
[2022-04-11 01:42:42.792354]Total energy: 16591947.355653543
[2022-04-11 01:44:28.406050]Total energy: 16620567.249192316
[2022-04-11 01:46:06.317876]Total energy: 16629046.84460699
[2022-04-11 01:47:56.711338]Total energy: 16597054.275823174
[2022-04-11 01:49:13.888666]Total energy: 16623025.629602397
[2022-04-11 01:50:47.633720]Total energy: 16584303.079916274
[2022-04-11 01:52:22.510571]Total energy: 16602556.415742107
[2022-04-11 01:53:42.342712]Total energy: 16608532.004183328
[2022-04-11 01:54:57.200054]Total energy: 16615020.085419757
[2022-04-11 01:56:12.123344]Total energy: 16605092.823962504
[2022-04-11 01:57:29.203551]Total energy: 16638782.367100552
[2022-04-11 01:58:46.716561]Total energy: 16621556.853179008
[2022-04-11 02:00:06.174386]Total energy: 16597418.723085994
[2022-04-11 02:01:30.348883]Total energy: 16604380.249894748
[2022-04-11 02:02:51.853213]Total energy: 16622858.365010178
[2022-04-11 02:04:07.345817]Total energy: 16597405.24877955
[2022-04-11 02:05:23.569928]Total energy: 16604101.326603943
[2022-04-11 02:06:42.726161]Total energy: 16606586.339210588
[2022-04-11 02:07:59.840521]Total energy: 16627552.561844349
[2022-04-11 02:09:16.307361]Total energy: 16605513.036100496
[2022-04-11 02:10:40.962031]Total energy: 16634704.966944339
[2022-04-11 02:12:02.335667]Total energy: 16605872.008651087
[2022-04-11 02:13:30.768560]Total energy: 16608854.988866046
[2022-04-11 02:14:51.412584]Total energy: 16598965.163429335
[2022-04-11 02:16:10.853177]Total energy: 16616728.784040907
[2022-04-11 02:17:28.134807]Total energy: 16598490.652296528
[2022-04-11 02:18:43.728081]Total energy: 16628371.84159814
[2022-04-11 02:19:59.973268]Total energy: 16596182.856655175
[2022-04-11 02:21:19.730007]Total energy: 16586125.27944357
[2022-04-11 02:22:34.905685]Total energy: 16608311.865187623
[2022-04-11 02:23:48.925464]Total energy: 16618487.941225152
[2022-04-11 02:25:02.600456]Total energy: 16606045.86171952
[2022-04-11 02:26:17.513958]Total energy: 16602466.535883976
[2022-04-11 02:27:32.768280]Total energy: 16606436.8583622
[2022-04-11 02:28:47.271866]Total energy: 16577933.229971087
[2022-04-11 02:30:02.160055]Total energy: 16588871.073438615
[2022-04-11 02:31:24.287759]Total energy: 16597551.099383766
[2022-04-11 02:32:42.110946]Total energy: 16600187.488064725
[2022-04-11 02:33:57.306069]Total energy: 16583056.260895794
[2022-04-11 02:35:16.789959]Total energy: 16610223.139097929
[2022-04-11 02:36:35.656391]Total energy: 16591483.992282987
[2022-04-11 02:37:54.828673]Total energy: 16607967.985494716
[2022-04-11 02:39:11.524945]Total energy: 16604657.490708143
[2022-04-11 02:41:02.423548]Total energy: 16596106.150034878
[2022-04-11 02:42:47.212751]Total energy: 16616140.153509267
[2022-04-11 02:44:15.280896]Total energy: 16609760.451420417
[2022-04-11 02:45:47.762444]Total energy: 16577847.281792112
[2022-04-11 02:47:17.816503]Total energy: 16609604.625451455
[2022-04-11 02:48:36.677011]Total energy: 16636623.11406996
[2022-04-11 02:49:57.639474]Total energy: 16630655.451147735
[2022-04-11 02:51:16.608538]Total energy: 16635698.558054626
[2022-04-11 02:52:32.723233]Total energy: 16601325.235300254
[2022-04-11 02:53:51.237917]Total energy: 16595139.759437267
[2022-04-11 02:55:08.889114]Total energy: 16599359.42379135
[2022-04-11 02:56:26.121275]Total energy: 16617254.116751606
[2022-04-11 02:57:42.731723]Total energy: 16589412.439305497
[2022-04-11 02:58:59.887810]Total energy: 16602684.001946878
[2022-04-11 03:00:17.130221]Total energy: 16609358.343799973
[2022-04-11 03:01:31.825054]Total energy: 16607697.965121033
[2022-04-11 03:02:50.676471]Total energy: 16602791.410561642
[2022-04-11 03:04:07.086741]Total energy: 16618502.926005928
[2022-04-11 03:05:25.437747]Total energy: 16629695.613709781
[2022-04-11 03:06:42.356837]Total energy: 16604592.510819092
[2022-04-11 03:08:00.506968]Total energy: 16577342.583679015
[2022-04-11 03:09:18.068459]Total energy: 16603757.414171312
[2022-04-11 03:10:44.853097]Total energy: 16602964.942373876
[2022-04-11 03:12:13.720294]Total energy: 16611410.156941103
[2022-04-11 03:13:48.645924]Total energy: 16622443.961741583
[2022-04-11 03:15:16.213616]Total energy: 16626829.133791184
[2022-04-11 03:16:33.972759]Total energy: 16608474.39809254
[2022-04-11 03:17:51.736340]Total energy: 16613203.705274861
[2022-04-11 03:19:08.339728]Total energy: 16583178.744683959
[2022-04-11 03:20:38.703249]Total energy: 16609551.010896279
[2022-04-11 03:22:28.071618]Total energy: 16621707.970224867
[2022-04-11 03:23:58.735105]Total energy: 16612725.472235221
[2022-04-11 03:25:12.866412]Total energy: 16624009.379556855
[2022-04-11 03:26:26.660127]Total energy: 16594849.342840225
[2022-04-11 03:27:40.415319]Total energy: 16593091.417742843
[2022-04-11 03:28:53.691534]Total energy: 16613062.714459619
[2022-04-11 03:30:07.759706]Total energy: 16607882.285812318
[2022-04-11 03:31:28.260426]Total energy: 16599947.709030548
[2022-04-11 03:32:46.598973]Total energy: 16623124.355010172
[2022-04-11 03:34:02.810819]Total energy: 16608582.278384354
[2022-04-11 03:35:21.038269]Total energy: 16605607.142611464
[2022-04-11 03:36:39.883508]Total energy: 16597809.132295989
[2022-04-11 03:37:58.126053]Total energy: 16596506.678318143
[2022-04-11 03:39:16.809629]Total energy: 16606342.397248315
[2022-04-11 03:40:42.338071]Total energy: 16584430.451362273
[2022-04-11 03:42:14.481060]Total energy: 16604280.391571827
[2022-04-11 03:43:41.735275]Total energy: 16610663.565358471
[2022-04-11 03:44:58.239490]Total energy: 16596351.451013075
[2022-04-11 03:46:12.327624]Total energy: 16619590.902799333
[2022-04-11 03:47:27.316532]Total energy: 16601688.875706183
[2022-04-11 03:48:41.784431]Total energy: 16597235.572597163
[2022-04-11 03:49:55.706009]Total energy: 16614139.851314312
[2022-04-11 03:51:29.378278]Total energy: 16623114.171736464
[2022-04-11 03:53:04.684547]Total energy: 16584975.533311695
[2022-04-11 03:54:28.288590]Total energy: 16601315.086727675
[2022-04-11 03:55:49.103515]Total energy: 16584733.699026886
[2022-04-11 03:57:05.851778]Total energy: 16620049.703292852
[2022-04-11 03:58:22.073631]Total energy: 16606448.684512366
[2022-04-11 03:59:39.097612]Total energy: 16608529.627450386
[2022-04-11 04:00:55.405807]Total energy: 16603307.700371737
[2022-04-11 04:02:15.071898]Total energy: 16601358.6019407
[2022-04-11 04:03:35.213940]Total energy: 16604533.217478234
[2022-04-11 04:05:06.541994]Total energy: 16601542.78464355
[2022-04-11 04:06:23.974622]Total energy: 16589099.69744741
[2022-04-11 04:07:42.253993]Total energy: 16592344.4752883
[2022-04-11 04:09:07.908333]Total energy: 16599193.1043511
[2022-04-11 04:10:33.528943]Total energy: 16618075.797021046
[2022-04-11 04:11:58.509727]Total energy: 16603142.50758606
[2022-04-11 04:13:13.166677]Total energy: 16605344.437396469
[2022-04-11 04:14:27.530295]Total energy: 16603432.776517818
[2022-04-11 04:15:43.672210]Total energy: 16606087.707532786
[2022-04-11 04:17:02.851545]Total energy: 16619296.1330301
[2022-04-11 04:18:25.238276]Total energy: 16605535.233053647
[2022-04-11 04:19:43.607343]Total energy: 16602496.012050139
[2022-04-11 04:21:06.350773]Total energy: 16588457.177234601
[2022-04-11 04:22:30.763828]Total energy: 16624453.064137354
[2022-04-11 04:23:46.572142]Total energy: 16600047.180430135
[2022-04-11 04:25:04.663970]Total energy: 16583111.617857456
[2022-04-11 04:26:20.818149]Total energy: 16608241.437954698
[2022-04-11 04:27:42.845723]Total energy: 16634753.357685313
[2022-04-11 04:28:59.610231]Total energy: 16601267.373754205
[2022-04-11 04:30:14.505536]Total energy: 16608045.08702401
[2022-04-11 04:31:31.637481]Total energy: 16618881.99038043
[2022-04-11 04:32:49.015986]Total energy: 16600792.29340677
[2022-04-11 04:34:04.741726]Total energy: 16589275.081712235
[2022-04-11 04:35:18.150420]Total energy: 16606485.50282438
[2022-04-11 04:36:35.316474]Total energy: 16622167.199932678
[2022-04-11 04:37:56.045000]Total energy: 16623145.642263401
[2022-04-11 04:39:20.563214]Total energy: 16608580.922034103
[2022-04-11 04:40:54.491536]Total energy: 16594105.944242746
[2022-04-11 04:42:17.421937]Total energy: 16612607.126755985
[2022-04-11 04:43:35.135365]Total energy: 16602957.07606356
[2022-04-11 04:44:51.477431]Total energy: 16610951.159161525
[2022-04-11 04:46:07.991127]Total energy: 16617515.966391057
[2022-04-11 04:47:21.912692]Total energy: 16632556.061309125
[2022-04-11 04:48:41.626940]Total energy: 16605966.45417927
[2022-04-11 04:49:59.817137]Total energy: 16640828.996323243
[2022-04-11 04:51:35.712427]Total energy: 16593663.944678973
[2022-04-11 04:53:03.687434]Total energy: 16633318.20635236
[2022-04-11 04:54:18.669664]Total energy: 16591622.32738577
[2022-04-11 04:55:35.843932]Total energy: 16614492.000134274
[2022-04-11 04:56:51.400092]Total energy: 16603665.714335414
[2022-04-11 04:58:06.608976]Total energy: 16642577.026830029
[2022-04-11 04:59:23.702263]Total energy: 16620355.142717395
[2022-04-11 05:01:08.924924]Total energy: 16601032.84228283
[2022-04-11 05:02:50.289445]Total energy: 16598856.449097015
[2022-04-11 05:04:08.026775]Total energy: 16617970.589674355
[2022-04-11 05:05:25.090835]Total energy: 16626489.204597734
[2022-04-11 05:06:43.355301]Total energy: 16609640.52785097
[2022-04-11 05:07:59.752771]Total energy: 16600024.078947393
[2022-04-11 05:09:14.060971]Total energy: 16625119.933847498
[2022-04-11 05:10:44.347048]Total energy: 16585815.912611049
[2022-04-11 05:12:25.302476]Total energy: 16585193.974409897
[2022-04-11 05:13:51.257509]Total energy: 16629880.155737761
[2022-04-11 05:15:07.206917]Total energy: 16624927.900991034
[2022-04-11 05:16:21.982659]Total energy: 16595455.65025754
[2022-04-11 05:17:37.038417]Total energy: 16587976.553254247
[2022-04-11 05:19:02.525622]Total energy: 16606800.799858907
[2022-04-11 05:20:20.356381]Total energy: 16592700.6745158
[2022-04-11 05:21:55.814267]Total energy: 16627680.100863004
[2022-04-11 05:23:21.129940]Total energy: 16596175.178090403
[2022-04-11 05:24:40.692335]Total energy: 16602116.376384733
