initial: 107 - diverse_seed
[2022-04-07 21:04:05.535001]Total energy: 17101490.400520954
[2022-04-07 21:05:08.763217]Total energy: 17180151.640185084
[2022-04-07 21:06:12.622653]Total energy: 17187311.40166368
[2022-04-07 21:07:15.994713]Total energy: 17150910.932811126
[2022-04-07 21:08:18.492294]Total energy: 17150923.86998461
[2022-04-07 21:09:21.519432]Total energy: 17162848.86251908
[2022-04-07 21:10:29.771694]Total energy: 17214842.263157614
[2022-04-07 21:11:33.600820]Total energy: 17252031.97543698
[2022-04-07 21:12:35.534858]Total energy: 17198725.857638244
[2022-04-07 21:13:40.012136]Total energy: 17156254.440446917
[2022-04-07 21:14:43.343265]Total energy: 17195398.513928644
[2022-04-07 21:15:47.280114]Total energy: 17223500.003521513
[2022-04-07 21:16:53.510611]Total energy: 17156040.073303487
[2022-04-07 21:17:56.827107]Total energy: 17225005.564048905
[2022-04-07 21:19:00.394330]Total energy: 17204035.992151562
[2022-04-07 21:20:04.610675]Total energy: 17132658.44596687
[2022-04-07 21:21:13.933834]Total energy: 17244506.226999752
[2022-04-07 21:22:26.931326]Total energy: 17193367.056276508
[2022-04-07 21:23:34.012845]Total energy: 17157805.659283385
[2022-04-07 21:24:36.988896]Total energy: 17249614.38879586
[2022-04-07 21:25:40.164270]Total energy: 17169112.466313124
[2022-04-07 21:26:45.530533]Total energy: 17176894.17120908
[2022-04-07 21:27:47.977904]Total energy: 17241719.12055555
[2022-04-07 21:28:51.319172]Total energy: 17233678.72639908
[2022-04-07 21:29:54.898946]Total energy: 17140936.264737386
[2022-04-07 21:31:03.294701]Total energy: 17190930.9097993
[2022-04-07 21:32:07.063526]Total energy: 17176721.824320924
[2022-04-07 21:33:11.640562]Total energy: 17169724.895697095
[2022-04-07 21:34:14.842222]Total energy: 17169654.662962295
[2022-04-07 21:35:18.833287]Total energy: 17229418.459915705
[2022-04-07 21:36:21.876577]Total energy: 17200117.155039597
[2022-04-07 21:37:24.521025]Total energy: 17215833.86732912
[2022-04-07 21:38:28.113984]Total energy: 17173962.43339425
[2022-04-07 21:39:32.037872]Total energy: 17178497.2320232
[2022-04-07 21:40:43.655029]Total energy: 17216888.816708297
[2022-04-07 21:41:47.417234]Total energy: 17218278.917016286
[2022-04-07 21:42:51.839868]Total energy: 17210306.708476674
[2022-04-07 21:43:54.733523]Total energy: 17219094.335333217
[2022-04-07 21:44:59.340119]Total energy: 17226287.940569997
[2022-04-07 21:46:13.011370]Total energy: 17232675.50402727
[2022-04-07 21:47:16.260967]Total energy: 17197148.184111398
[2022-04-07 21:48:19.337265]Total energy: 17156029.0539738
[2022-04-07 21:49:22.318936]Total energy: 17159413.487096105
[2022-04-07 21:50:32.887089]Total energy: 17157062.04290719
[2022-04-07 21:51:38.085524]Total energy: 17176424.0990952
[2022-04-07 21:52:40.940847]Total energy: 17157849.97658344
[2022-04-07 21:53:43.530428]Total energy: 17214434.43690036
[2022-04-07 21:54:46.425396]Total energy: 17229771.592392754
[2022-04-07 21:55:48.938579]Total energy: 17199063.47059031
[2022-04-07 21:56:52.240599]Total energy: 17196382.15329109
[2022-04-07 21:57:56.058152]Total energy: 17182411.363967296
[2022-04-07 21:58:59.158095]Total energy: 17192696.24200361
[2022-04-07 22:00:01.339016]Total energy: 17220256.893299002
[2022-04-07 22:01:14.543984]Total energy: 17214120.26686933
[2022-04-07 22:02:20.638219]Total energy: 17223510.47850266
[2022-04-07 22:03:24.537911]Total energy: 17185556.363073997
[2022-04-07 22:04:27.409613]Total energy: 17141877.757510662
[2022-04-07 22:05:32.067574]Total energy: 17195262.149116125
[2022-04-07 22:06:35.330513]Total energy: 17188921.34815545
[2022-04-07 22:07:38.398864]Total energy: 17184464.507466204
[2022-04-07 22:08:41.991301]Total energy: 17254383.089708436
[2022-04-07 22:09:45.012028]Total energy: 17191177.89870729
[2022-04-07 22:10:55.537232]Total energy: 17180753.533559427
[2022-04-07 22:11:59.850822]Total energy: 17153308.0790664
[2022-04-07 22:13:03.006916]Total energy: 17216210.124322623
[2022-04-07 22:14:05.207417]Total energy: 17199504.995045595
[2022-04-07 22:15:08.840962]Total energy: 17198873.347655695
[2022-04-07 22:16:11.960680]Total energy: 17184864.799212333
[2022-04-07 22:17:15.538187]Total energy: 17268438.72153489
[2022-04-07 22:18:19.753037]Total energy: 17238358.344494097
[2022-04-07 22:19:22.861118]Total energy: 17170895.807884224
[2022-04-07 22:20:35.303788]Total energy: 17257994.90428966
[2022-04-07 22:21:40.469092]Total energy: 17204616.501854714
[2022-04-07 22:22:43.245459]Total energy: 17168438.9000283
[2022-04-07 22:23:46.018737]Total energy: 17185762.316417485
[2022-04-07 22:24:49.493228]Total energy: 17206847.792892605
[2022-04-07 22:25:51.937564]Total energy: 17187363.739220634
[2022-04-07 22:26:55.099385]Total energy: 17173969.805620838
[2022-04-07 22:27:58.269620]Total energy: 17238966.605578534
[2022-04-07 22:29:01.418022]Total energy: 17217070.93895044
[2022-04-07 22:30:06.771564]Total energy: 17203627.58123421
[2022-04-07 22:31:16.840006]Total energy: 17189885.2350635
[2022-04-07 22:32:23.560811]Total energy: 17185990.253475793
[2022-04-07 22:33:27.993907]Total energy: 17189201.556894843
[2022-04-07 22:34:30.650476]Total energy: 17180648.461066913
[2022-04-07 22:35:33.804849]Total energy: 17180576.150952112
[2022-04-07 22:36:36.935040]Total energy: 17172258.553426575
[2022-04-07 22:37:40.408141]Total energy: 17157769.45292165
[2022-04-07 22:38:44.365222]Total energy: 17124342.698112357
[2022-04-07 22:39:48.961170]Total energy: 17172157.598055355
[2022-04-07 22:40:58.720989]Total energy: 17197867.90439455
[2022-04-07 22:42:03.483159]Total energy: 17201378.246091284
[2022-04-07 22:43:06.946634]Total energy: 17153578.019053582
[2022-04-07 22:44:09.678201]Total energy: 17200558.838927317
[2022-04-07 22:45:12.946421]Total energy: 17226943.190059967
[2022-04-07 22:46:16.184580]Total energy: 17222337.814841546
[2022-04-07 22:47:19.808320]Total energy: 17180374.012328885
[2022-04-07 22:48:22.933558]Total energy: 17245395.077936783
[2022-04-07 22:49:25.943788]Total energy: 17177826.567219097
[2022-04-07 22:50:31.234029]Total energy: 17200465.560855217
[2022-04-07 22:51:33.726480]Total energy: 17155530.878957868
[2022-04-07 22:52:36.792811]Total energy: 17195405.303027257
[2022-04-07 22:53:39.570276]Total energy: 17201421.24387361
[2022-04-07 22:54:43.286329]Total energy: 17174412.145322077
[2022-04-07 22:55:46.309306]Total energy: 17178210.414503995
[2022-04-07 22:56:50.185788]Total energy: 17188864.02246113
[2022-04-07 22:57:53.117220]Total energy: 17198430.4284212
[2022-04-07 22:58:56.682947]Total energy: 17179849.819678243
[2022-04-07 23:00:09.156856]Total energy: 17173882.592639923
[2022-04-07 23:01:19.952352]Total energy: 17166299.09070447
[2022-04-07 23:02:26.524836]Total energy: 17208726.113766383
[2022-04-07 23:03:29.699627]Total energy: 17187218.26528816
[2022-04-07 23:04:32.965625]Total energy: 17209043.32878423
[2022-04-07 23:05:35.779050]Total energy: 17164749.465052467
[2022-04-07 23:06:39.263071]Total energy: 17169840.112363033
[2022-04-07 23:07:42.059677]Total energy: 17167308.05547085
[2022-04-07 23:08:45.225419]Total energy: 17179498.796864662
[2022-04-07 23:09:48.584276]Total energy: 17218432.96248905
[2022-04-07 23:10:57.946607]Total energy: 17226441.72733081
[2022-04-07 23:12:08.942403]Total energy: 17187223.47348199
[2022-04-07 23:13:13.038449]Total energy: 17236066.085219745
[2022-04-07 23:14:16.768654]Total energy: 17188303.91980141
[2022-04-07 23:15:21.472806]Total energy: 17202692.577478047
[2022-04-07 23:16:39.584128]Total energy: 17139026.457734916
[2022-04-07 23:17:42.694095]Total energy: 17190225.34629273
[2022-04-07 23:18:45.885670]Total energy: 17170321.695314255
[2022-04-07 23:19:51.514657]Total energy: 17166231.08641805
[2022-04-07 23:21:03.072712]Total energy: 17146391.177588608
[2022-04-07 23:22:17.698907]Total energy: 17138786.190357678
[2022-04-07 23:23:23.228401]Total energy: 17184863.61466079
[2022-04-07 23:24:26.301512]Total energy: 17192226.064321272
[2022-04-07 23:25:29.384336]Total energy: 17171118.26909137
[2022-04-07 23:26:34.517989]Total energy: 17205153.666974083
[2022-04-07 23:27:37.845204]Total energy: 17175548.583287753
[2022-04-07 23:28:41.329216]Total energy: 17193833.053166904
[2022-04-07 23:29:47.210073]Total energy: 17180036.314197987
[2022-04-07 23:31:00.595346]Total energy: 17139757.995822977
[2022-04-07 23:32:09.204836]Total energy: 17198563.98478006
[2022-04-07 23:33:13.604047]Total energy: 17219203.01356199
[2022-04-07 23:34:15.803907]Total energy: 17234958.357435096
[2022-04-07 23:35:19.039924]Total energy: 17187614.02702748
[2022-04-07 23:36:23.194163]Total energy: 17240100.47261319
[2022-04-07 23:37:25.876629]Total energy: 17217813.281147357
[2022-04-07 23:38:28.009564]Total energy: 17183498.22430286
[2022-04-07 23:39:32.219079]Total energy: 17194564.308026265
[2022-04-07 23:40:44.528812]Total energy: 17178213.79404382
[2022-04-07 23:41:49.456013]Total energy: 17209317.418364234
