initial: all - diverse_no_blind_all
[2022-04-12 02:45:03.608835]Total energy: 16385841.135417527
[2022-04-12 02:46:23.397818]Total energy: 16382613.348503934
[2022-04-12 02:47:44.063389]Total energy: 16386949.059168564
[2022-04-12 02:49:04.620714]Total energy: 16388399.417347757
[2022-04-12 02:50:25.132548]Total energy: 16367597.124908369
[2022-04-12 02:52:01.172747]Total energy: 16369459.634050388
[2022-04-12 02:53:28.750072]Total energy: 16375251.330716265
[2022-04-12 02:54:49.567337]Total energy: 16384071.587135067
[2022-04-12 02:56:08.825874]Total energy: 16391466.794818401
[2022-04-12 02:57:28.659208]Total energy: 16377074.636140365
[2022-04-12 02:58:50.922618]Total energy: 16372466.497027067
[2022-04-12 03:00:10.710083]Total energy: 16401641.230786745
[2022-04-12 03:01:31.738094]Total energy: 16365630.36107628
[2022-04-12 03:02:53.539118]Total energy: 16379773.15922574
[2022-04-12 03:04:15.413678]Total energy: 16371611.815225044
[2022-04-12 03:05:36.152877]Total energy: 16382751.211160058
[2022-04-12 03:06:56.497444]Total energy: 16398670.157199578
[2022-04-12 03:08:20.572308]Total energy: 16379143.521037338
[2022-04-12 03:09:41.638497]Total energy: 16369382.17610737
[2022-04-12 03:11:12.532737]Total energy: 16391805.010355331
[2022-04-12 03:12:41.375263]Total energy: 16393839.16298371
[2022-04-12 03:14:03.289499]Total energy: 16386538.94108827
[2022-04-12 03:15:24.522945]Total energy: 16370923.813262789
[2022-04-12 03:16:43.740938]Total energy: 16386235.828321708
[2022-04-12 03:18:05.823309]Total energy: 16378521.700303106
[2022-04-12 03:19:25.867052]Total energy: 16382366.058363207
[2022-04-12 03:21:11.676096]Total energy: 16375512.420085527
[2022-04-12 03:22:46.147399]Total energy: 16392494.107007083
[2022-04-12 03:24:11.206641]Total energy: 16374547.429277273
[2022-04-12 03:25:32.186513]Total energy: 16379901.375209091
[2022-04-12 03:26:53.160111]Total energy: 16378087.49856613
[2022-04-12 03:28:16.892427]Total energy: 16384271.476094462
[2022-04-12 03:29:37.203766]Total energy: 16359275.513153104
[2022-04-12 03:31:11.639667]Total energy: 16376942.942204047
[2022-04-12 03:32:41.482066]Total energy: 16373777.092876283
[2022-04-12 03:34:03.849139]Total energy: 16387282.670899527
[2022-04-12 03:35:27.446947]Total energy: 16374589.752496881
[2022-04-12 03:36:48.651722]Total energy: 16381580.55480754
[2022-04-12 03:38:09.092676]Total energy: 16394597.596629696
[2022-04-12 03:39:28.772834]Total energy: 16382881.237572335
[2022-04-12 03:41:00.353359]Total energy: 16369988.653862335
[2022-04-12 03:42:29.221738]Total energy: 16374830.361222602
[2022-04-12 03:43:49.713042]Total energy: 16397576.627131928
[2022-04-12 03:45:11.174730]Total energy: 16377359.831760526
[2022-04-12 03:46:30.241143]Total energy: 16369570.552359559
[2022-04-12 03:47:51.652594]Total energy: 16369844.24431962
[2022-04-12 03:49:13.101015]Total energy: 16375238.836254288
[2022-04-12 03:50:41.393521]Total energy: 16380333.679778323
[2022-04-12 03:52:09.751085]Total energy: 16383544.928518705
[2022-04-12 03:53:30.386742]Total energy: 16366798.85154917
[2022-04-12 03:54:49.954090]Total energy: 16366123.137417683
[2022-04-12 03:56:10.716442]Total energy: 16372302.648880595
[2022-04-12 03:57:31.353956]Total energy: 16385857.65756851
[2022-04-12 03:58:51.401080]Total energy: 16381624.563661862
[2022-04-12 04:00:18.367551]Total energy: 16369118.9244926
[2022-04-12 04:01:39.842950]Total energy: 16386618.344326936
[2022-04-12 04:02:59.620414]Total energy: 16375388.850666655
[2022-04-12 04:04:21.467754]Total energy: 16380230.168868821
[2022-04-12 04:05:42.598755]Total energy: 16372433.861180596
[2022-04-12 04:07:01.721069]Total energy: 16398924.764691511
[2022-04-12 04:08:21.835964]Total energy: 16379415.249007989
[2022-04-12 04:09:42.241178]Total energy: 16376717.251468346
[2022-04-12 04:11:14.489889]Total energy: 16371131.689549059
[2022-04-12 04:12:44.738047]Total energy: 16349672.70612719
[2022-04-12 04:14:05.392388]Total energy: 16392515.234367441
[2022-04-12 04:15:25.976477]Total energy: 16374106.004062252
[2022-04-12 04:16:46.564692]Total energy: 16376960.783465883
[2022-04-12 04:18:10.246722]Total energy: 16377376.272556873
[2022-04-12 04:19:31.909955]Total energy: 16374450.419720955
[2022-04-12 04:21:00.724781]Total energy: 16369939.041491572
[2022-04-12 04:22:28.026647]Total energy: 16384971.115420425
[2022-04-12 04:23:49.630395]Total energy: 16371001.277356822
[2022-04-12 04:25:09.966096]Total energy: 16389139.258455623
[2022-04-12 04:26:31.178021]Total energy: 16374202.030733373
[2022-04-12 04:27:53.261446]Total energy: 16382174.642596599
[2022-04-12 04:29:10.656505]Total energy: 16380499.52396387
[2022-04-12 04:30:50.289910]Total energy: 16403769.002840893
[2022-04-12 04:32:26.297736]Total energy: 16373836.364456475
[2022-04-12 04:33:45.732905]Total energy: 16363447.338651942
[2022-04-12 04:35:02.999118]Total energy: 16369320.480798343
[2022-04-12 04:36:18.582927]Total energy: 16370376.834232733
[2022-04-12 04:37:34.239324]Total energy: 16391367.762174556
[2022-04-12 04:38:51.524552]Total energy: 16381958.61775538
[2022-04-12 04:40:08.324003]Total energy: 16378040.20969373
[2022-04-12 04:41:24.809043]Total energy: 16376786.615812432
[2022-04-12 04:42:43.046030]Total energy: 16398133.195662025
[2022-04-12 04:43:58.917295]Total energy: 16401521.952308035
[2022-04-12 04:45:16.530868]Total energy: 16381971.826329531
[2022-04-12 04:46:34.914039]Total energy: 16371976.269482486
[2022-04-12 04:47:52.504410]Total energy: 16385759.978972154
[2022-04-12 04:49:10.855438]Total energy: 16379572.560300805
[2022-04-12 04:50:40.438093]Total energy: 16382415.581671128
[2022-04-12 04:52:13.599020]Total energy: 16379139.728144072
[2022-04-12 04:53:38.255005]Total energy: 16378091.28981684
[2022-04-12 04:55:00.960297]Total energy: 16383918.16247327
[2022-04-12 04:56:20.058485]Total energy: 16383318.628965415
[2022-04-12 04:58:08.458787]Total energy: 16361171.042044763
[2022-04-12 04:59:28.411716]Total energy: 16375576.083118109
[2022-04-12 05:00:50.720322]Total energy: 16385156.54478411
[2022-04-12 05:02:14.290314]Total energy: 16366981.803566864
[2022-04-12 05:03:39.290138]Total energy: 16387553.255768994
[2022-04-12 05:05:02.545497]Total energy: 16390692.80366106
[2022-04-12 05:06:20.246476]Total energy: 16389351.684931116
[2022-04-12 05:07:34.891139]Total energy: 16385538.696952403
[2022-04-12 05:08:55.092068]Total energy: 16374383.99897628
[2022-04-12 05:10:15.230763]Total energy: 16366673.9715401
[2022-04-12 05:11:37.744458]Total energy: 16373190.400487365
[2022-04-12 05:12:58.547038]Total energy: 16376655.943012701
[2022-04-12 05:14:18.600198]Total energy: 16401553.810741005
[2022-04-12 05:15:43.285131]Total energy: 16377011.099202381
[2022-04-12 05:17:06.861750]Total energy: 16408753.397638716
[2022-04-12 05:18:27.405698]Total energy: 16387533.243375462
[2022-04-12 05:19:47.384832]Total energy: 16371235.246799048
[2022-04-12 05:21:07.714063]Total energy: 16375058.081368715
[2022-04-12 05:22:29.805426]Total energy: 16390583.75201581
[2022-04-12 05:23:48.698577]Total energy: 16394834.701031476
[2022-04-12 05:25:16.206574]Total energy: 16373225.228080066
[2022-04-12 05:26:36.017117]Total energy: 16369505.722771816
[2022-04-12 05:27:56.758764]Total energy: 16371866.880476896
[2022-04-12 05:29:16.373085]Total energy: 16388741.75688557
[2022-04-12 05:30:52.154777]Total energy: 16355510.697297871
[2022-04-12 05:32:31.911152]Total energy: 16366086.899777975
[2022-04-12 05:33:54.487352]Total energy: 16381041.011187155
[2022-04-12 05:35:14.322540]Total energy: 16391837.527240414
[2022-04-12 05:36:35.766668]Total energy: 16385376.17428905
[2022-04-12 05:37:58.254369]Total energy: 16376184.815155743
[2022-04-12 05:39:19.906458]Total energy: 16386750.082239337
[2022-04-12 05:40:50.567139]Total energy: 16371058.67485717
[2022-04-12 05:42:14.611449]Total energy: 16384753.410612786
[2022-04-12 05:43:35.655392]Total energy: 16405691.730479091
[2022-04-12 05:44:57.247562]Total energy: 16379480.33887334
[2022-04-12 05:46:18.116667]Total energy: 16381320.342727317
[2022-04-12 05:47:41.967874]Total energy: 16385800.880824296
[2022-04-12 05:49:04.743857]Total energy: 16394914.420344489
[2022-04-12 05:50:31.563550]Total energy: 16378498.787640171
[2022-04-12 05:51:57.336780]Total energy: 16391993.605057666
[2022-04-12 05:53:17.872708]Total energy: 16372918.660357568
[2022-04-12 05:54:38.086396]Total energy: 16370323.026353471
[2022-04-12 05:55:53.735233]Total energy: 16361026.4165585
[2022-04-12 05:57:16.198061]Total energy: 16381982.189278726
[2022-04-12 05:58:39.919256]Total energy: 16396472.975487456
[2022-04-12 06:00:00.698172]Total energy: 16381582.94019026
[2022-04-12 06:01:16.013869]Total energy: 16399206.348662738
[2022-04-12 06:02:29.912800]Total energy: 16370683.471624784
[2022-04-12 06:03:51.769775]Total energy: 16375543.757336896
[2022-04-12 06:05:11.372084]Total energy: 16366914.231032828
[2022-04-12 06:06:32.543255]Total energy: 16387786.854647895
[2022-04-12 06:07:50.501212]Total energy: 16375998.65298215
[2022-04-12 06:09:08.827910]Total energy: 16379508.57149895
[2022-04-12 06:10:37.086362]Total energy: 16377054.012764772
[2022-04-12 06:12:03.102482]Total energy: 16357351.299245847
[2022-04-12 06:13:22.863798]Total energy: 16369007.99247247
[2022-04-12 06:14:46.554821]Total energy: 16400806.33404462
[2022-04-12 06:16:06.049925]Total energy: 16369800.77934318
[2022-04-12 06:17:26.901274]Total energy: 16374941.254043477
[2022-04-12 06:18:45.685665]Total energy: 16358938.24580857
[2022-04-12 06:20:02.351539]Total energy: 16371128.350292813
[2022-04-12 06:21:33.801333]Total energy: 16380003.63333307
[2022-04-12 06:23:01.989892]Total energy: 16375883.97464583
[2022-04-12 06:24:24.539832]Total energy: 16362925.227739275
[2022-04-12 06:25:42.691922]Total energy: 16391849.47065949
[2022-04-12 06:27:02.434615]Total energy: 16373798.884200234
[2022-04-12 06:28:23.398779]Total energy: 16401219.183133494
[2022-04-12 06:29:43.450612]Total energy: 16371616.560194617
[2022-04-12 06:31:12.766584]Total energy: 16399823.266674746
[2022-04-12 06:32:45.666758]Total energy: 16363061.886720186
[2022-04-12 06:34:06.692203]Total energy: 16380075.461490951
[2022-04-12 06:35:27.137423]Total energy: 16377788.32597175
[2022-04-12 06:36:45.207771]Total energy: 16360488.492445553
[2022-04-12 06:38:12.163356]Total energy: 16375305.207017135
[2022-04-12 06:39:35.601115]Total energy: 16399071.045989353
[2022-04-12 06:40:57.698973]Total energy: 16361207.274745567
[2022-04-12 06:42:18.267931]Total energy: 16373775.356789812
[2022-04-12 06:43:42.247238]Total energy: 16370604.370063107
[2022-04-12 06:45:01.127241]Total energy: 16372492.48061317
[2022-04-12 06:46:20.176575]Total energy: 16369479.510968264
[2022-04-12 06:47:39.336454]Total energy: 16387513.554713571
[2022-04-12 06:48:57.946722]Total energy: 16399019.270293975
[2022-04-12 06:50:19.449850]Total energy: 16369690.898498826
[2022-04-12 06:51:48.741917]Total energy: 16380610.775376922
[2022-04-12 06:53:08.470704]Total energy: 16386307.471248314
[2022-04-12 06:54:31.478348]Total energy: 16381745.346544031
[2022-04-12 06:55:52.623555]Total energy: 16370582.470367856
[2022-04-12 06:57:34.416846]Total energy: 16388868.831771985
[2022-04-12 06:58:54.864942]Total energy: 16392663.38136366
[2022-04-12 07:00:15.169552]Total energy: 16369657.06672809
[2022-04-12 07:01:46.016502]Total energy: 16380709.674806252
[2022-04-12 07:03:14.016786]Total energy: 16377549.25870013
[2022-04-12 07:04:34.962556]Total energy: 16362979.177111771
[2022-04-12 07:05:52.702767]Total energy: 16376559.050820256
[2022-04-12 07:07:13.013853]Total energy: 16385700.432295473
[2022-04-12 07:08:33.882280]Total energy: 16370217.250426665
[2022-04-12 07:09:58.156504]Total energy: 16394089.711334748
[2022-04-12 07:11:36.659088]Total energy: 16367079.2067707
[2022-04-12 07:13:16.329679]Total energy: 16361124.702338735
[2022-04-12 07:14:45.872936]Total energy: 16396472.242877569
[2022-04-12 07:16:04.694391]Total energy: 16388910.344079683
[2022-04-12 07:17:21.793206]Total energy: 16379046.466443002
[2022-04-12 07:18:42.456152]Total energy: 16365350.444276737
[2022-04-12 07:20:02.503002]Total energy: 16393428.827085149
[2022-04-12 07:21:28.786474]Total energy: 16382810.70807169
[2022-04-12 07:23:00.962278]Total energy: 16384693.24589127
[2022-04-12 07:24:22.217692]Total energy: 16356893.714162583
[2022-04-12 07:25:42.766899]Total energy: 16378481.043723615
[2022-04-12 07:27:02.502632]Total energy: 16365213.940808242
[2022-04-12 07:28:18.776343]Total energy: 16380893.073482886
[2022-04-12 07:29:41.181209]Total energy: 16397099.899726095
[2022-04-12 07:31:16.614866]Total energy: 16382766.908699013
[2022-04-12 07:32:46.648209]Total energy: 16369923.71805984
[2022-04-12 07:34:07.655110]Total energy: 16368746.52366704
[2022-04-12 07:35:28.209820]Total energy: 16359966.91895234
[2022-04-12 07:36:47.261401]Total energy: 16383388.754731018
[2022-04-12 07:38:11.105540]Total energy: 16391465.72829017
[2022-04-12 07:39:31.526322]Total energy: 16385542.90656065
[2022-04-12 07:41:14.874701]Total energy: 16404257.206918249
[2022-04-12 07:42:44.902999]Total energy: 16380549.509546744
[2022-04-12 07:44:09.973003]Total energy: 16399248.53440581
[2022-04-12 07:45:32.849331]Total energy: 16393434.58319496
[2022-04-12 07:46:53.008477]Total energy: 16382469.45731731
[2022-04-12 07:48:39.235614]Total energy: 16391457.926940233
[2022-04-12 07:50:03.350190]Total energy: 16389853.893216213
[2022-04-12 07:51:22.416052]Total energy: 16362475.511386074
[2022-04-12 07:52:42.533404]Total energy: 16381609.342630722
[2022-04-12 07:54:02.830717]Total energy: 16381573.98198631
[2022-04-12 07:55:24.191832]Total energy: 16376649.788218796
[2022-04-12 07:56:44.872016]Total energy: 16382807.10303195
[2022-04-12 07:58:10.244369]Total energy: 16376615.904309874
[2022-04-12 07:59:31.158825]Total energy: 16379675.371891271
[2022-04-12 08:01:02.439562]Total energy: 16378312.788550606
[2022-04-12 08:02:31.589027]Total energy: 16391631.466110855
[2022-04-12 08:03:54.554606]Total energy: 16372585.102997044
[2022-04-12 08:05:15.889841]Total energy: 16369500.383680653
[2022-04-12 08:06:36.416082]Total energy: 16391562.677415455
[2022-04-12 08:07:56.832021]Total energy: 16378011.836225495
[2022-04-12 08:09:23.629520]Total energy: 16383966.997752842
[2022-04-12 08:10:58.979761]Total energy: 16406891.736204335
[2022-04-12 08:12:28.214637]Total energy: 16368540.925101563
[2022-04-12 08:13:50.712071]Total energy: 16381172.148362119
[2022-04-12 08:15:11.845453]Total energy: 16384675.569625648
[2022-04-12 08:16:38.160822]Total energy: 16391373.783719052
[2022-04-12 08:18:00.000412]Total energy: 16377234.901353795
[2022-04-12 08:19:20.095168]Total energy: 16373144.961249523
[2022-04-12 08:21:01.735624]Total energy: 16394190.597829614
[2022-04-12 08:22:42.679956]Total energy: 16393005.905402804
[2022-04-12 08:24:01.627155]Total energy: 16385484.49164771
[2022-04-12 08:25:21.529023]Total energy: 16391638.27695624
[2022-04-12 08:26:45.336395]Total energy: 16374346.42329371
[2022-04-12 08:28:06.108036]Total energy: 16391077.99731011
[2022-04-12 08:29:26.449661]Total energy: 16384400.048540764
[2022-04-12 08:31:05.958963]Total energy: 16372906.506241221
[2022-04-12 08:32:34.564411]Total energy: 16382686.771947311
[2022-04-12 08:33:54.304819]Total energy: 16404921.782845028
[2022-04-12 08:35:16.510129]Total energy: 16391572.775399044
[2022-04-12 08:36:36.290849]Total energy: 16380921.620302
[2022-04-12 08:38:00.344146]Total energy: 16371775.91328436
[2022-04-12 08:39:19.973280]Total energy: 16374690.766315628
[2022-04-12 08:41:01.806655]Total energy: 16375604.637109656
[2022-04-12 08:42:39.304795]Total energy: 16356019.82349591
[2022-04-12 08:44:00.312919]Total energy: 16383244.280331986
[2022-04-12 08:45:20.655218]Total energy: 16355878.436991293
[2022-04-12 08:46:40.803924]Total energy: 16370447.88266949
[2022-04-12 08:48:00.654772]Total energy: 16384546.679493105
[2022-04-12 08:49:22.234505]Total energy: 16396205.065983724
[2022-04-12 08:51:08.699845]Total energy: 16372104.461210126
[2022-04-12 08:52:46.103119]Total energy: 16363752.635094296
[2022-04-12 08:54:07.301576]Total energy: 16376423.417164536
[2022-04-12 08:55:27.855784]Total energy: 16371132.541344825
[2022-04-12 08:56:48.815461]Total energy: 16391851.374428846
[2022-04-12 08:58:11.292637]Total energy: 16385812.02840514
[2022-04-12 08:59:32.558548]Total energy: 16384823.670578875
[2022-04-12 09:01:03.406293]Total energy: 16362432.11251055
[2022-04-12 09:02:33.790180]Total energy: 16366648.34140858
[2022-04-12 09:03:55.279551]Total energy: 16393260.990375957
[2022-04-12 09:05:15.815300]Total energy: 16390198.009381354
[2022-04-12 09:06:43.099797]Total energy: 16392111.338989766
[2022-04-12 09:08:07.817138]Total energy: 16392005.725270752
[2022-04-12 09:09:27.751073]Total energy: 16387348.834545994
[2022-04-12 09:11:03.853162]Total energy: 16365576.165563527
[2022-04-12 09:12:35.698214]Total energy: 16373178.777926901
[2022-04-12 09:14:01.269395]Total energy: 16376419.609543145
[2022-04-12 09:15:20.221433]Total energy: 16391544.968908593
[2022-04-12 09:16:44.684035]Total energy: 16390292.022047803
[2022-04-12 09:18:06.772969]Total energy: 16365819.79663645
[2022-04-12 09:19:29.434229]Total energy: 16354265.961204339
[2022-04-12 09:20:55.291553]Total energy: 16377023.727924924
[2022-04-12 09:22:34.995205]Total energy: 16371962.066124061
[2022-04-12 09:23:56.649910]Total energy: 16371678.409471955
[2022-04-12 09:25:20.081059]Total energy: 16372455.762743397
[2022-04-12 09:26:41.134671]Total energy: 16362936.54293552
[2022-04-12 09:28:01.436406]Total energy: 16376354.208112104
[2022-04-12 09:29:21.814654]Total energy: 16374898.926026847
[2022-04-12 09:31:00.919654]Total energy: 16398591.097063523
[2022-04-12 09:32:27.000599]Total energy: 16375498.632727448
[2022-04-12 09:33:47.764397]Total energy: 16367831.185037462
[2022-04-12 09:35:11.866955]Total energy: 16376423.727825787
[2022-04-12 09:36:31.965860]Total energy: 16380817.490990316
[2022-04-12 09:37:52.953683]Total energy: 16365826.866465703
[2022-04-12 09:39:13.342488]Total energy: 16381749.641392434
[2022-04-12 09:40:52.507341]Total energy: 16375521.944515565
[2022-04-12 09:42:21.775934]Total energy: 16378625.793014098
[2022-04-12 09:43:42.743471]Total energy: 16383931.280074723
[2022-04-12 09:45:03.165170]Total energy: 16378839.887125943
[2022-04-12 09:46:24.845283]Total energy: 16393982.164673654
[2022-04-12 09:47:45.223980]Total energy: 16397604.48823489
[2022-04-12 09:49:06.098900]Total energy: 16396465.399354203
[2022-04-12 09:50:45.528875]Total energy: 16381873.599531256
[2022-04-12 09:52:33.511681]Total energy: 16379667.056156171
[2022-04-12 09:53:58.409583]Total energy: 16392871.010052813
[2022-04-12 09:55:17.677916]Total energy: 16372841.949890636
[2022-04-12 09:56:38.537483]Total energy: 16408015.108840935
[2022-04-12 09:58:01.314499]Total energy: 16376810.776080856
[2022-04-12 09:59:21.083526]Total energy: 16367131.68023978
[2022-04-12 10:01:02.749172]Total energy: 16381057.6361365
[2022-04-12 10:02:30.800971]Total energy: 16391244.83850802
[2022-04-12 10:03:53.039171]Total energy: 16373216.413521463
[2022-04-12 10:05:17.611701]Total energy: 16384779.304399189
[2022-04-12 10:06:37.838271]Total energy: 16373750.716114782
[2022-04-12 10:07:57.057430]Total energy: 16402623.607372697
[2022-04-12 10:09:17.207023]Total energy: 16374731.129788648
[2022-04-12 10:10:47.675871]Total energy: 16399522.069298122
[2022-04-12 10:12:15.836026]Total energy: 16399308.116665881
[2022-04-12 10:13:38.388783]Total energy: 16385312.795618378
[2022-04-12 10:14:57.707709]Total energy: 16382981.576082533
[2022-04-12 10:16:16.280827]Total energy: 16367760.931260644
[2022-04-12 10:17:35.962100]Total energy: 16369815.944599316
[2022-04-12 10:18:55.044066]Total energy: 16379132.390423322
[2022-04-12 10:20:14.595212]Total energy: 16376185.485421117
[2022-04-12 10:21:37.976546]Total energy: 16397005.167480266
[2022-04-12 10:22:58.556847]Total energy: 16365070.129658097
[2022-04-12 10:24:18.464248]Total energy: 16394120.61736218
[2022-04-12 10:25:37.437206]Total energy: 16380668.92677767
[2022-04-12 10:26:56.722138]Total energy: 16373140.936397117
[2022-04-12 10:28:19.336844]Total energy: 16379405.91838971
[2022-04-12 10:29:38.275384]Total energy: 16377404.743522204
[2022-04-12 10:31:02.811553]Total energy: 16370615.809642075
[2022-04-12 10:32:22.787792]Total energy: 16365506.006180955
[2022-04-12 10:33:43.946177]Total energy: 16381949.437161349
[2022-04-12 10:35:04.131064]Total energy: 16383997.136968186
[2022-04-12 10:36:26.813334]Total energy: 16379789.706469845
[2022-04-12 10:37:46.475960]Total energy: 16379570.411120005
[2022-04-12 10:39:06.402733]Total energy: 16391204.060372522
[2022-04-12 10:40:34.754853]Total energy: 16390216.790113457
[2022-04-12 10:42:00.936193]Total energy: 16365702.349824343
[2022-04-12 10:43:20.053369]Total energy: 16411808.276413027
[2022-04-12 10:44:40.008266]Total energy: 16395833.613910407
[2022-04-12 10:46:02.391037]Total energy: 16366081.365701402
[2022-04-12 10:47:23.762348]Total energy: 16374074.682836983
[2022-04-12 10:48:44.013892]Total energy: 16378694.376362333
[2022-04-12 10:50:04.785922]Total energy: 16362891.415094431
[2022-04-12 10:51:33.594605]Total energy: 16365575.046070408
[2022-04-12 10:52:58.555742]Total energy: 16372256.640569683
[2022-04-12 10:54:24.236541]Total energy: 16367142.337745065
[2022-04-12 10:55:43.280626]Total energy: 16391182.711559702
[2022-04-12 10:57:06.689925]Total energy: 16375820.799195273
[2022-04-12 10:58:29.633813]Total energy: 16380085.960000908
[2022-04-12 10:59:49.565725]Total energy: 16383794.706473786
[2022-04-12 11:01:15.367073]Total energy: 16376044.852433499
[2022-04-12 11:02:36.602352]Total energy: 16388549.062505078
[2022-04-12 11:03:58.047915]Total energy: 16375929.41698345
[2022-04-12 11:05:20.156253]Total energy: 16362251.6518662
[2022-04-12 11:06:40.697237]Total energy: 16366765.357859246
[2022-04-12 11:08:00.135019]Total energy: 16371031.883305142
[2022-04-12 11:09:20.961274]Total energy: 16355203.574179577
[2022-04-12 11:10:57.624415]Total energy: 16398449.766633144
[2022-04-12 11:12:22.459563]Total energy: 16382152.41261895
[2022-04-12 11:13:43.290931]Total energy: 16373708.243570475
[2022-04-12 11:15:03.239061]Total energy: 16386887.837415997
[2022-04-12 11:16:23.138261]Total energy: 16362399.69391647
[2022-04-12 11:17:43.539786]Total energy: 16381517.835143063
[2022-04-12 11:19:08.641545]Total energy: 16373741.946914941
[2022-04-12 11:20:51.441882]Total energy: 16383982.241551291
[2022-04-12 11:22:31.118683]Total energy: 16387343.956856465
[2022-04-12 11:23:52.176980]Total energy: 16385043.651323244
[2022-04-12 11:25:11.610979]Total energy: 16366152.672617778
[2022-04-12 11:26:32.197851]Total energy: 16408468.071203168
[2022-04-12 11:27:51.160739]Total energy: 16359095.38602419
[2022-04-12 11:29:10.600286]Total energy: 16379111.53273485
[2022-04-12 11:30:37.250839]Total energy: 16366527.86858157
[2022-04-12 11:32:06.132065]Total energy: 16384086.49992117
[2022-04-12 11:33:24.893218]Total energy: 16392409.291861862
[2022-04-12 11:34:42.538781]Total energy: 16394688.243800336
[2022-04-12 11:36:00.324117]Total energy: 16391377.555288205
[2022-04-12 11:37:20.223826]Total energy: 16395578.763198331
[2022-04-12 11:38:41.923637]Total energy: 16383379.857962646
[2022-04-12 11:40:03.072598]Total energy: 16377801.35997896
[2022-04-12 11:41:32.334768]Total energy: 16373447.677159106
[2022-04-12 11:42:55.893184]Total energy: 16382746.291159514
[2022-04-12 11:44:13.771669]Total energy: 16358013.164704157
[2022-04-12 11:45:31.250387]Total energy: 16371920.398938783
[2022-04-12 11:46:51.001854]Total energy: 16363597.557392834
[2022-04-12 11:48:07.632112]Total energy: 16391332.792636778
[2022-04-12 11:49:26.056163]Total energy: 16383224.727344109
[2022-04-12 11:50:56.871761]Total energy: 16369397.177028226
[2022-04-12 11:52:26.524549]Total energy: 16384181.986596378
[2022-04-12 11:53:45.543190]Total energy: 16376074.98430407
[2022-04-12 11:54:57.530460]Total energy: 16359626.578901684
[2022-04-12 11:56:11.855565]Total energy: 16395245.28979595
[2022-04-12 11:57:35.196028]Total energy: 16397630.01253112
[2022-04-12 11:58:59.940487]Total energy: 16379781.351042595
[2022-04-12 12:00:20.869783]Total energy: 16376175.564563043
[2022-04-12 12:01:48.855931]Total energy: 16381288.191165917
[2022-04-12 12:03:17.303950]Total energy: 16374291.361576114
[2022-04-12 12:04:40.611077]Total energy: 16379461.437283995
[2022-04-12 12:06:01.209766]Total energy: 16373544.407431332
[2022-04-12 12:07:22.503641]Total energy: 16393280.804684395
[2022-04-12 12:08:44.953782]Total energy: 16369089.698519388
[2022-04-12 12:10:09.934503]Total energy: 16388173.325017244
[2022-04-12 12:11:31.694139]Total energy: 16387073.55269796
[2022-04-12 12:12:53.755100]Total energy: 16385402.40518601
[2022-04-12 12:14:16.509651]Total energy: 16396093.884735875
[2022-04-12 12:15:39.504581]Total energy: 16380862.90575178
[2022-04-12 12:17:00.353140]Total energy: 16401933.437033616
[2022-04-12 12:18:22.351414]Total energy: 16383115.622183073
[2022-04-12 12:19:49.532997]Total energy: 16383636.203591054
[2022-04-12 12:21:19.566977]Total energy: 16381655.770351715
[2022-04-12 12:22:48.978707]Total energy: 16372077.248409418
[2022-04-12 12:24:11.276897]Total energy: 16377990.320803735
[2022-04-12 12:25:33.260542]Total energy: 16379183.888602009
[2022-04-12 12:26:53.463568]Total energy: 16369325.104619168
[2022-04-12 12:28:23.613214]Total energy: 16372084.901042053
[2022-04-12 12:29:40.611494]Total energy: 16373595.873736396
[2022-04-12 12:31:31.028281]Total energy: 16380701.060217746
[2022-04-12 12:32:56.998386]Total energy: 16376051.81169926
[2022-04-12 12:34:18.298863]Total energy: 16370631.005589325
[2022-04-12 12:35:43.847150]Total energy: 16402908.095763817
[2022-04-12 12:37:04.039268]Total energy: 16382438.01567792
[2022-04-12 12:38:23.213340]Total energy: 16363286.945402797
[2022-04-12 12:39:42.934297]Total energy: 16361934.146253036
[2022-04-12 12:41:10.315004]Total energy: 16379734.014571592
[2022-04-12 12:42:37.700933]Total energy: 16377901.046334991
[2022-04-12 12:43:58.912202]Total energy: 16375397.517504094
[2022-04-12 12:45:18.954837]Total energy: 16380272.299359996
[2022-04-12 12:46:39.073288]Total energy: 16390025.338424712
[2022-04-12 12:48:01.294453]Total energy: 16384391.414366415
[2022-04-12 12:49:25.680034]Total energy: 16380472.140480332
[2022-04-12 12:51:09.711888]Total energy: 16374447.92539113
[2022-04-12 12:52:38.045953]Total energy: 16393028.480876366
[2022-04-12 12:53:52.961589]Total energy: 16366994.84139355
[2022-04-12 12:55:04.988445]Total energy: 16364597.192650259
[2022-04-12 12:56:20.096364]Total energy: 16386856.627195362
[2022-04-12 12:57:33.328170]Total energy: 16371392.876764849
[2022-04-12 12:58:45.111752]Total energy: 16365698.55862438
[2022-04-12 12:59:57.221048]Total energy: 16376859.445662107
[2022-04-12 13:01:27.240192]Total energy: 16391218.991857883
[2022-04-12 13:02:49.863054]Total energy: 16382499.456371544
[2022-04-12 13:04:04.554416]Total energy: 16398958.52118773
[2022-04-12 13:05:16.138134]Total energy: 16392262.149079435
[2022-04-12 13:06:32.100470]Total energy: 16393532.134245982
[2022-04-12 13:07:46.677706]Total energy: 16375866.409407973
[2022-04-12 13:08:58.152925]Total energy: 16375993.451284232
[2022-04-12 13:10:20.655757]Total energy: 16363105.216831923
