initial: 119 - diverse_no_blind_seed
[2022-04-10 17:41:42.500423]Total energy: 19457938.17543002
[2022-04-10 17:43:01.064470]Total energy: 19471938.28937219
[2022-04-10 17:44:20.010359]Total energy: 19445580.632812303
[2022-04-10 17:45:42.019226]Total energy: 19462497.803585514
[2022-04-10 17:47:03.613754]Total energy: 19446119.071305282
[2022-04-10 17:48:25.387500]Total energy: 19446481.184718154
[2022-04-10 17:49:44.377174]Total energy: 19440654.580414783
[2022-04-10 17:51:17.989932]Total energy: 19466126.224467892
[2022-04-10 17:52:44.302697]Total energy: 19476253.778274607
[2022-04-10 17:53:57.189108]Total energy: 19446956.682784673
[2022-04-10 17:55:11.259937]Total energy: 19514685.64699851
[2022-04-10 17:56:24.181071]Total energy: 19432201.195711635
[2022-04-10 17:57:40.290587]Total energy: 19464270.39779177
[2022-04-10 17:58:53.118569]Total energy: 19469407.37816501
[2022-04-10 18:00:08.007995]Total energy: 19464500.33232091
[2022-04-10 18:01:47.363519]Total energy: 19461917.008829307
[2022-04-10 18:03:37.806216]Total energy: 19468645.48221379
[2022-04-10 18:05:06.768435]Total energy: 19454718.338623315
[2022-04-10 18:06:27.508348]Total energy: 19421582.29533889
[2022-04-10 18:07:46.399967]Total energy: 19434230.27221513
[2022-04-10 18:09:03.957252]Total energy: 19477465.44387895
[2022-04-10 18:10:53.787487]Total energy: 19418090.71918161
[2022-04-10 18:12:44.919001]Total energy: 19439995.13522719
[2022-04-10 18:14:33.144351]Total energy: 19431748.701173868
[2022-04-10 18:16:04.306488]Total energy: 19424876.84291534
[2022-04-10 18:17:25.147047]Total energy: 19419620.90789346
[2022-04-10 18:18:45.555159]Total energy: 19425512.75716972
[2022-04-10 18:20:01.195972]Total energy: 19427843.781561386
[2022-04-10 18:21:42.366298]Total energy: 19467128.13089897
[2022-04-10 18:23:28.301610]Total energy: 19418851.820779957
[2022-04-10 18:24:54.551802]Total energy: 19430179.116032843
[2022-04-10 18:26:17.802785]Total energy: 19446416.554920938
[2022-04-10 18:27:40.463470]Total energy: 19466187.446252692
[2022-04-10 18:29:03.108928]Total energy: 19442950.750776347
[2022-04-10 18:30:19.725045]Total energy: 19431275.885670763
[2022-04-10 18:32:34.168803]Total energy: 19430050.133697134
[2022-04-10 18:34:14.958341]Total energy: 19459996.183729306
[2022-04-10 18:35:37.180677]Total energy: 19427986.643541068
[2022-04-10 18:36:59.699258]Total energy: 19467680.270289425
[2022-04-10 18:38:22.118537]Total energy: 19469726.428756304
[2022-04-10 18:39:44.417373]Total energy: 19445499.7422142
[2022-04-10 18:42:02.355000]Total energy: 19457629.609987404
[2022-04-10 18:44:14.207917]Total energy: 19445815.884916443
[2022-04-10 18:45:47.185915]Total energy: 19417720.45568318
[2022-04-10 18:47:10.141015]Total energy: 19440836.007706285
[2022-04-10 18:48:30.480057]Total energy: 19417462.7312068
[2022-04-10 18:49:51.346438]Total energy: 19479118.740985632
[2022-04-10 18:51:36.193397]Total energy: 19463800.42828931
[2022-04-10 18:53:26.763093]Total energy: 19442283.587619264
[2022-04-10 18:54:50.493179]Total energy: 19446606.193024274
[2022-04-10 18:56:17.963941]Total energy: 19445815.384649515
[2022-04-10 18:57:40.015658]Total energy: 19474655.723946087
[2022-04-10 18:59:02.031651]Total energy: 19434861.63954407
[2022-04-10 19:01:02.733711]Total energy: 19432386.49827299
[2022-04-10 19:02:57.396082]Total energy: 19432897.70958052
[2022-04-10 19:04:37.644383]Total energy: 19421934.392369702
[2022-04-10 19:06:17.395307]Total energy: 19428960.668564014
[2022-04-10 19:08:02.071592]Total energy: 19462992.946039774
[2022-04-10 19:09:45.939925]Total energy: 19417489.373076595
[2022-04-10 19:11:27.739276]Total energy: 19400181.263750207
[2022-04-10 19:12:55.759312]Total energy: 19418125.222281303
[2022-04-10 19:14:14.866928]Total energy: 19433258.297181394
[2022-04-10 19:15:30.898571]Total energy: 19473065.315696634
[2022-04-10 19:16:47.808170]Total energy: 19413351.889472827
[2022-04-10 19:18:06.946900]Total energy: 19436483.5329637
[2022-04-10 19:19:29.288299]Total energy: 19444571.406442758
[2022-04-10 19:21:16.974581]Total energy: 19408877.795871366
[2022-04-10 19:23:06.259304]Total energy: 19397871.955967423
[2022-04-10 19:24:51.429627]Total energy: 19405841.15086761
[2022-04-10 19:26:36.830512]Total energy: 19409396.0298957
[2022-04-10 19:28:00.557695]Total energy: 19438721.938747548
[2022-04-10 19:29:24.465947]Total energy: 19408979.54356648
[2022-04-10 19:30:46.564262]Total energy: 19431580.133328747
[2022-04-10 19:32:08.387592]Total energy: 19417498.757247545
[2022-04-10 19:33:25.144408]Total energy: 19435433.305518687
[2022-04-10 19:34:44.619971]Total energy: 19430185.128292028
[2022-04-10 19:36:05.507250]Total energy: 19425032.220732935
[2022-04-10 19:37:26.176867]Total energy: 19430692.877056286
[2022-04-10 19:38:44.038383]Total energy: 19392595.024394747
[2022-04-10 19:40:01.402828]Total energy: 19383889.286135968
[2022-04-10 19:41:40.788524]Total energy: 19401924.402233914
[2022-04-10 19:43:23.518216]Total energy: 19424284.369785003
[2022-04-10 19:44:57.620760]Total energy: 19369461.288040653
[2022-04-10 19:46:37.355729]Total energy: 19426525.707177583
[2022-04-10 19:48:19.405272]Total energy: 19422606.89163973
[2022-04-10 19:49:58.117555]Total energy: 19424024.124935918
[2022-04-10 19:51:33.056129]Total energy: 19401372.851096984
[2022-04-10 19:52:56.252556]Total energy: 19395325.621081557
[2022-04-10 19:54:13.758648]Total energy: 19422518.95096871
[2022-04-10 19:55:30.908463]Total energy: 19403519.892256252
[2022-04-10 19:56:47.504695]Total energy: 19425238.596308194
[2022-04-10 19:58:02.605966]Total energy: 19406551.343253057
[2022-04-10 19:59:18.408898]Total energy: 19438940.73408443
[2022-04-10 20:01:03.338807]Total energy: 19425852.42648828
[2022-04-10 20:02:32.450859]Total energy: 19408209.925282925
[2022-04-10 20:03:54.643703]Total energy: 19409508.49324418
[2022-04-10 20:05:17.800116]Total energy: 19402720.941571243
[2022-04-10 20:06:40.235946]Total energy: 19418768.844796564
[2022-04-10 20:07:58.190754]Total energy: 19428911.875791363
[2022-04-10 20:09:20.164992]Total energy: 19440068.56757714
[2022-04-10 20:11:17.575447]Total energy: 19424917.455878913
[2022-04-10 20:13:20.060947]Total energy: 19401635.796253316
[2022-04-10 20:14:55.073230]Total energy: 19394287.23999944
[2022-04-10 20:16:29.602978]Total energy: 19399842.488608904
[2022-04-10 20:17:56.958418]Total energy: 19373813.247299626
[2022-04-10 20:19:15.004267]Total energy: 19424008.14582703
[2022-04-10 20:21:07.986277]Total energy: 19396720.211002152
[2022-04-10 20:23:21.066017]Total energy: 19407564.36896961
[2022-04-10 20:25:14.501700]Total energy: 19435328.614611268
[2022-04-10 20:26:46.458894]Total energy: 19415266.48799117
[2022-04-10 20:28:04.048661]Total energy: 19382100.00759071
[2022-04-10 20:29:18.827532]Total energy: 19404167.010770597
[2022-04-10 20:31:01.847104]Total energy: 19401137.88984939
[2022-04-10 20:32:48.899428]Total energy: 19432539.297189087
[2022-04-10 20:34:25.261126]Total energy: 19402787.358722437
[2022-04-10 20:35:54.433941]Total energy: 19421068.755191293
[2022-04-10 20:37:17.434702]Total energy: 19353305.968707837
[2022-04-10 20:38:39.290836]Total energy: 19366546.1395429
[2022-04-10 20:40:00.992959]Total energy: 19365023.98873534
[2022-04-10 20:41:28.791617]Total energy: 19361178.136369407
[2022-04-10 20:42:56.799899]Total energy: 19367082.619219534
[2022-04-10 20:44:15.407866]Total energy: 19358323.89782053
[2022-04-10 20:45:36.269084]Total energy: 19341877.772400387
[2022-04-10 20:46:54.682298]Total energy: 19316414.860372353
[2022-04-10 20:48:13.206138]Total energy: 19378658.844336163
[2022-04-10 20:49:29.940961]Total energy: 19390431.937824808
[2022-04-10 20:51:22.066267]Total energy: 19395364.73295593
[2022-04-10 20:53:34.362230]Total energy: 19414419.925742246
[2022-04-10 20:55:21.429957]Total energy: 19396419.830045678
[2022-04-10 20:57:01.173093]Total energy: 19405147.153211217
[2022-04-10 20:58:22.488573]Total energy: 19412179.51680866
[2022-04-10 20:59:44.053396]Total energy: 19382959.272905406
[2022-04-10 21:01:29.638741]Total energy: 19425996.040475193
[2022-04-10 21:03:12.063615]Total energy: 19411481.99070486
[2022-04-10 21:04:43.727036]Total energy: 19400900.037734404
[2022-04-10 21:06:17.234667]Total energy: 19410509.79144826
[2022-04-10 21:07:51.840073]Total energy: 19434144.321901266
[2022-04-10 21:09:10.716691]Total energy: 19388318.09953858
[2022-04-10 21:11:05.514260]Total energy: 19377236.898265418
[2022-04-10 21:13:07.427847]Total energy: 19394165.13248112
[2022-04-10 21:14:42.772008]Total energy: 19419655.80770646
[2022-04-10 21:16:05.275517]Total energy: 19415571.211764734
[2022-04-10 21:17:29.392421]Total energy: 19417572.02638608
[2022-04-10 21:18:54.167721]Total energy: 19389118.50626042
[2022-04-10 21:20:16.184558]Total energy: 19386879.818452284
[2022-04-10 21:21:59.826375]Total energy: 19369036.142994296
[2022-04-10 21:23:41.388722]Total energy: 19412290.624878276
[2022-04-10 21:25:16.433700]Total energy: 19393823.876345787
[2022-04-10 21:26:50.882777]Total energy: 19433093.86280419
[2022-04-10 21:28:24.306144]Total energy: 19432081.74054931
[2022-04-10 21:29:48.769060]Total energy: 19402338.856815953
[2022-04-10 21:31:11.108095]Total energy: 19411318.38269921
[2022-04-10 21:32:33.535332]Total energy: 19366985.552296832
[2022-04-10 21:33:54.944716]Total energy: 19396448.70780702
[2022-04-10 21:35:12.588699]Total energy: 19398836.00884793
[2022-04-10 21:36:31.526878]Total energy: 19380072.977444563
[2022-04-10 21:37:53.577796]Total energy: 19409683.08006994
[2022-04-10 21:39:13.376537]Total energy: 19398498.03444547
[2022-04-10 21:41:00.726264]Total energy: 19406989.432801943
[2022-04-10 21:42:48.816700]Total energy: 19412306.88918668
[2022-04-10 21:44:31.655055]Total energy: 19390062.067009695
[2022-04-10 21:45:59.293819]Total energy: 19419616.474749334
[2022-04-10 21:47:20.847076]Total energy: 19406748.554730758
[2022-04-10 21:48:43.299513]Total energy: 19402231.91705281
[2022-04-10 21:50:02.465462]Total energy: 19400281.176080924
[2022-04-10 21:51:42.938599]Total energy: 19393993.741215352
[2022-04-10 21:53:21.679934]Total energy: 19403463.678404495
[2022-04-10 21:54:41.023335]Total energy: 19389320.54066648
[2022-04-10 21:56:00.966894]Total energy: 19382978.75325083
[2022-04-10 21:57:23.144849]Total energy: 19416236.85354238
[2022-04-10 21:58:45.397442]Total energy: 19424229.070713412
[2022-04-10 22:00:07.656194]Total energy: 19360010.628273536
[2022-04-10 22:01:49.467174]Total energy: 19402235.108869717
[2022-04-10 22:03:38.112252]Total energy: 19415936.717323933
[2022-04-10 22:05:08.251941]Total energy: 19403001.103373483
[2022-04-10 22:06:46.838659]Total energy: 19387066.092079766
[2022-04-10 22:08:15.710321]Total energy: 19391013.188494075
[2022-04-10 22:09:34.125003]Total energy: 19440893.720944192
[2022-04-10 22:11:10.347011]Total energy: 19387262.769724604
[2022-04-10 22:12:47.989454]Total energy: 19407446.460450616
[2022-04-10 22:14:19.322963]Total energy: 19408159.68937052
[2022-04-10 22:15:42.722283]Total energy: 19404453.759182997
[2022-04-10 22:17:05.325328]Total energy: 19400071.683336955
[2022-04-10 22:18:27.424596]Total energy: 19426109.626347892
[2022-04-10 22:19:46.453239]Total energy: 19401501.89465252
[2022-04-10 22:21:27.974485]Total energy: 19428460.585172877
[2022-04-10 22:22:52.426095]Total energy: 19373851.738335215
[2022-04-10 22:24:13.566043]Total energy: 19410844.84459878
[2022-04-10 22:25:34.650894]Total energy: 19401692.125999387
[2022-04-10 22:26:53.914945]Total energy: 19392489.91274916
[2022-04-10 22:28:12.870178]Total energy: 19406512.14083179
[2022-04-10 22:29:30.688862]Total energy: 19450173.650162954
[2022-04-10 22:31:01.329474]Total energy: 19387977.816328753
[2022-04-10 22:32:37.148171]Total energy: 19415069.184097014
[2022-04-10 22:34:06.327109]Total energy: 19404265.404432263
[2022-04-10 22:35:20.442756]Total energy: 19400795.24576227
[2022-04-10 22:36:37.905197]Total energy: 19407634.778168675
[2022-04-10 22:37:54.856420]Total energy: 19378966.306268647
[2022-04-10 22:39:15.759436]Total energy: 19404230.637829166
[2022-04-10 22:40:54.361122]Total energy: 19411280.171764605
[2022-04-10 22:42:36.099406]Total energy: 19424587.52308044
[2022-04-10 22:44:03.784604]Total energy: 19407417.17079874
[2022-04-10 22:45:17.919110]Total energy: 19401926.864562243
[2022-04-10 22:46:34.188207]Total energy: 19397872.79796189
[2022-04-10 22:47:53.174765]Total energy: 19382295.6241555
[2022-04-10 22:49:15.919151]Total energy: 19388832.411295384
[2022-04-10 22:51:15.522099]Total energy: 19404936.401388578
[2022-04-10 22:53:03.219940]Total energy: 19417829.083234202
[2022-04-10 22:54:37.113436]Total energy: 19382135.89060017
[2022-04-10 22:56:00.287526]Total energy: 19402232.266778525
[2022-04-10 22:57:17.943193]Total energy: 19373233.979426447
[2022-04-10 22:58:35.071643]Total energy: 19397666.331592068
[2022-04-10 22:59:48.778880]Total energy: 19414046.542638034
[2022-04-10 23:01:30.945776]Total energy: 19404261.886441655
[2022-04-10 23:02:59.112239]Total energy: 19414380.399897482
[2022-04-10 23:04:18.618174]Total energy: 19390731.67313735
[2022-04-10 23:05:37.823194]Total energy: 19361557.827166166
[2022-04-10 23:06:54.415114]Total energy: 19381956.55179964
[2022-04-10 23:08:11.391610]Total energy: 19391229.040287074
[2022-04-10 23:09:33.494956]Total energy: 19367429.107976694
[2022-04-10 23:11:12.828483]Total energy: 19429024.140379775
[2022-04-10 23:13:06.813884]Total energy: 19369721.217004567
[2022-04-10 23:14:44.426994]Total energy: 19389396.785852358
[2022-04-10 23:16:02.027322]Total energy: 19387905.699070632
[2022-04-10 23:17:17.793806]Total energy: 19377384.91087758
[2022-04-10 23:18:32.080251]Total energy: 19384451.238150943
[2022-04-10 23:19:51.684308]Total energy: 19365447.191182557
[2022-04-10 23:21:28.396737]Total energy: 19398717.84433111
[2022-04-10 23:22:58.660912]Total energy: 19407074.23575387
[2022-04-10 23:24:23.638532]Total energy: 19382715.746792242
[2022-04-10 23:25:52.176800]Total energy: 19384080.57939516
[2022-04-10 23:27:13.534298]Total energy: 19380531.813887443
[2022-04-10 23:28:36.011822]Total energy: 19394031.251304485
[2022-04-10 23:29:54.508365]Total energy: 19375268.328313403
[2022-04-10 23:31:09.961324]Total energy: 19391985.34850236
[2022-04-10 23:32:26.557852]Total energy: 19369690.240176167
[2022-04-10 23:33:44.366252]Total energy: 19356830.609890196
[2022-04-10 23:35:04.100794]Total energy: 19366685.662801515
[2022-04-10 23:36:17.464966]Total energy: 19375397.236557893
[2022-04-10 23:37:34.794009]Total energy: 19390075.700879335
[2022-04-10 23:38:56.505215]Total energy: 19393638.823216323
[2022-04-10 23:40:18.523320]Total energy: 19369744.771890268
[2022-04-10 23:41:41.321502]Total energy: 19383846.09236004
[2022-04-10 23:43:08.086789]Total energy: 19373994.160998043
[2022-04-10 23:44:30.202405]Total energy: 19392385.5302291
[2022-04-10 23:45:43.928446]Total energy: 19364944.844809636
[2022-04-10 23:47:02.042526]Total energy: 19380489.732573405
[2022-04-10 23:48:21.292505]Total energy: 19370180.292740155
[2022-04-10 23:49:43.121040]Total energy: 19399715.2641776
[2022-04-10 23:51:32.733824]Total energy: 19371113.247853387
[2022-04-10 23:53:18.777316]Total energy: 19368301.525540832
[2022-04-10 23:54:51.729811]Total energy: 19376712.679184627
[2022-04-10 23:56:22.664256]Total energy: 19380148.659608137
[2022-04-10 23:57:44.451441]Total energy: 19342435.898315124
[2022-04-10 23:59:05.832434]Total energy: 19364351.888514128
[2022-04-11 00:00:36.825311]Total energy: 19381304.618219912
[2022-04-11 00:02:10.260462]Total energy: 19382673.226389524
[2022-04-11 00:03:40.489689]Total energy: 19352413.004421618
[2022-04-11 00:04:58.885736]Total energy: 19399595.22471574
[2022-04-11 00:06:16.767509]Total energy: 19411033.653917193
[2022-04-11 00:07:34.876157]Total energy: 19375254.77513781
[2022-04-11 00:08:52.844489]Total energy: 19361747.256642886
[2022-04-11 00:10:14.685109]Total energy: 19360183.130237006
[2022-04-11 00:11:43.764667]Total energy: 19403872.36465109
[2022-04-11 00:13:02.373582]Total energy: 19386416.224411424
[2022-04-11 00:14:15.663603]Total energy: 19393048.16130647
[2022-04-11 00:15:28.120680]Total energy: 19393350.915909443
[2022-04-11 00:16:40.708302]Total energy: 19378676.838491
[2022-04-11 00:17:56.975510]Total energy: 19383004.97592243
[2022-04-11 00:19:18.491944]Total energy: 19376705.887395583
[2022-04-11 00:20:45.785552]Total energy: 19394242.266422022
[2022-04-11 00:22:14.435507]Total energy: 19381714.642417
[2022-04-11 00:23:29.848465]Total energy: 19370054.865247842
[2022-04-11 00:24:41.981259]Total energy: 19402016.216848705
[2022-04-11 00:25:59.559195]Total energy: 19385472.986503474
[2022-04-11 00:27:12.743730]Total energy: 19379545.561415568
[2022-04-11 00:28:24.462348]Total energy: 19370344.14164685
[2022-04-11 00:29:43.799908]Total energy: 19376748.730360292
[2022-04-11 00:31:15.792541]Total energy: 19373118.78024156
[2022-04-11 00:32:41.925332]Total energy: 19370978.056809716
[2022-04-11 00:34:01.044673]Total energy: 19382921.423129547
[2022-04-11 00:35:16.718216]Total energy: 19397570.102672264
[2022-04-11 00:36:36.042476]Total energy: 19387782.392194457
[2022-04-11 00:37:58.463096]Total energy: 19389730.182177734
[2022-04-11 00:39:21.095829]Total energy: 19384465.848380655
[2022-04-11 00:40:41.162744]Total energy: 19414565.438160747
[2022-04-11 00:41:56.984360]Total energy: 19368240.05923663
[2022-04-11 00:43:20.210089]Total energy: 19370220.333313093
[2022-04-11 00:44:41.575893]Total energy: 19394611.343879912
[2022-04-11 00:46:04.736928]Total energy: 19368416.208903152
[2022-04-11 00:47:23.261825]Total energy: 19370625.442607723
[2022-04-11 00:48:40.387529]Total energy: 19384916.981433965
[2022-04-11 00:50:02.623368]Total energy: 19379126.394774213
[2022-04-11 00:51:25.219490]Total energy: 19398602.812978655
[2022-04-11 00:52:45.026079]Total energy: 19377344.821482357
[2022-04-11 00:54:05.130043]Total energy: 19399279.353359316
[2022-04-11 00:55:25.921853]Total energy: 19393847.934490353
[2022-04-11 00:56:46.973755]Total energy: 19365906.949155644
[2022-04-11 00:58:09.562248]Total energy: 19389591.57174487
[2022-04-11 00:59:32.060984]Total energy: 19382603.78653685
[2022-04-11 01:00:58.675480]Total energy: 19392002.537971485
[2022-04-11 01:02:18.977078]Total energy: 19373838.774512105
[2022-04-11 01:03:34.933404]Total energy: 19392023.389874004
[2022-04-11 01:04:47.566086]Total energy: 19402796.403460238
[2022-04-11 01:06:00.674934]Total energy: 19395194.555929545
[2022-04-11 01:07:14.124734]Total energy: 19377090.623495143
[2022-04-11 01:08:28.286278]Total energy: 19374801.02783853
[2022-04-11 01:09:40.936589]Total energy: 19335799.98886231
[2022-04-11 01:10:59.689824]Total energy: 19376034.73903262
[2022-04-11 01:12:19.254019]Total energy: 19372637.561980635
[2022-04-11 01:13:34.814216]Total energy: 19392519.469798215
[2022-04-11 01:14:51.353761]Total energy: 19387858.197011817
[2022-04-11 01:16:05.171951]Total energy: 19397973.85042602
[2022-04-11 01:17:19.084752]Total energy: 19382802.380942184
[2022-04-11 01:18:38.190724]Total energy: 19389816.25257781
[2022-04-11 01:19:53.279242]Total energy: 19383435.95830349
[2022-04-11 01:21:09.020212]Total energy: 19411763.329464447
[2022-04-11 01:22:23.937392]Total energy: 19399912.134365674
[2022-04-11 01:23:38.860194]Total energy: 19373997.74149717
[2022-04-11 01:24:55.054612]Total energy: 19363397.288393684
[2022-04-11 01:26:10.014008]Total energy: 19350604.349850584
[2022-04-11 01:27:29.034733]Total energy: 19346948.667867955
[2022-04-11 01:28:44.252622]Total energy: 19359748.33848792
[2022-04-11 01:29:58.800818]Total energy: 19384192.58903744
[2022-04-11 01:31:24.382905]Total energy: 19338777.37113674
[2022-04-11 01:32:49.781063]Total energy: 19349626.47715945
[2022-04-11 01:34:12.143069]Total energy: 19373911.587954666
[2022-04-11 01:35:28.576979]Total energy: 19362843.246681828
[2022-04-11 01:36:43.092161]Total energy: 19356601.353605255
[2022-04-11 01:37:58.623310]Total energy: 19368842.20824334
[2022-04-11 01:39:16.610379]Total energy: 19375050.572668463
[2022-04-11 01:41:12.208960]Total energy: 19381598.82797901
[2022-04-11 01:43:01.365097]Total energy: 19389547.971050885
[2022-04-11 01:44:32.135882]Total energy: 19368561.48620316
[2022-04-11 01:46:12.003342]Total energy: 19360470.974918928
[2022-04-11 01:47:58.852966]Total energy: 19384284.16421092
[2022-04-11 01:49:13.336157]Total energy: 19358949.716983467
[2022-04-11 01:50:50.885835]Total energy: 19361187.315074623
[2022-04-11 01:52:30.048340]Total energy: 19364050.47197697
[2022-04-11 01:53:50.472018]Total energy: 19368876.743394
[2022-04-11 01:55:06.259907]Total energy: 19369830.35762173
[2022-04-11 01:56:19.910814]Total energy: 19358501.25585142
[2022-04-11 01:57:40.660702]Total energy: 19354225.206637796
[2022-04-11 01:59:01.895424]Total energy: 19373494.44054331
[2022-04-11 02:00:36.041703]Total energy: 19371990.490947515
[2022-04-11 02:01:59.807568]Total energy: 19344045.327691603
[2022-04-11 02:03:17.506727]Total energy: 19360839.242702346
[2022-04-11 02:04:39.611736]Total energy: 19357403.019155256
[2022-04-11 02:05:58.629072]Total energy: 19342034.627096515
[2022-04-11 02:07:21.315560]Total energy: 19373753.3411845
[2022-04-11 02:08:43.138699]Total energy: 19372357.17559763
[2022-04-11 02:10:05.585949]Total energy: 19388063.954627473
[2022-04-11 02:11:25.726810]Total energy: 19357319.689437978
[2022-04-11 02:12:50.288549]Total energy: 19351926.743405692
[2022-04-11 02:14:21.924174]Total energy: 19349993.061600953
[2022-04-11 02:15:45.595885]Total energy: 19367489.150773197
[2022-04-11 02:17:07.725684]Total energy: 19364819.918288033
[2022-04-11 02:18:29.033621]Total energy: 19377390.594834693
[2022-04-11 02:19:52.795943]Total energy: 19349534.544568274
[2022-04-11 02:21:15.653986]Total energy: 19367917.487188336
[2022-04-11 02:22:37.440609]Total energy: 19393163.957774214
[2022-04-11 02:23:59.782500]Total energy: 19346137.95448303
[2022-04-11 02:25:21.375904]Total energy: 19350935.54757227
[2022-04-11 02:26:41.904413]Total energy: 19363692.09996318
[2022-04-11 02:28:05.271073]Total energy: 19380850.305342354
[2022-04-11 02:29:26.884327]Total energy: 19371982.831492566
[2022-04-11 02:30:54.990355]Total energy: 19377497.26752193
[2022-04-11 02:32:22.061240]Total energy: 19363618.625521734
[2022-04-11 02:33:43.954383]Total energy: 19353584.850837443
[2022-04-11 02:35:05.861516]Total energy: 19346262.12826022
[2022-04-11 02:36:27.883398]Total energy: 19386834.442852307
[2022-04-11 02:37:52.229367]Total energy: 19377838.76841492
[2022-04-11 02:39:14.349655]Total energy: 19387282.883072656
[2022-04-11 02:41:09.224317]Total energy: 19374658.295249898
[2022-04-11 02:43:01.893909]Total energy: 19361360.314872716
[2022-04-11 02:44:40.766614]Total energy: 19350941.250882808
[2022-04-11 02:46:20.062519]Total energy: 19356217.388529148
[2022-04-11 02:47:45.271989]Total energy: 19381346.166882496
[2022-04-11 02:49:04.294104]Total energy: 19349694.766770475
[2022-04-11 02:50:17.988438]Total energy: 19366834.78074202
[2022-04-11 02:51:36.211137]Total energy: 19333944.68726367
[2022-04-11 02:52:56.465766]Total energy: 19375460.17847523
[2022-04-11 02:54:20.089804]Total energy: 19344220.08980139
[2022-04-11 02:55:42.878874]Total energy: 19366468.364740897
[2022-04-11 02:57:01.851371]Total energy: 19365498.780770097
[2022-04-11 02:58:21.312566]Total energy: 19362685.378832098
[2022-04-11 02:59:38.616575]Total energy: 19376505.812576376
[2022-04-11 03:01:13.688294]Total energy: 19358210.90363544
[2022-04-11 03:02:36.992879]Total energy: 19364923.940326955
[2022-04-11 03:03:58.397212]Total energy: 19364344.595152725
[2022-04-11 03:05:21.436663]Total energy: 19359321.87961713
[2022-04-11 03:06:40.504476]Total energy: 19383546.903047193
[2022-04-11 03:08:02.626295]Total energy: 19365902.4838994
[2022-04-11 03:09:29.211967]Total energy: 19374692.40027627
[2022-04-11 03:10:54.269075]Total energy: 19370284.018918246
[2022-04-11 03:12:25.811382]Total energy: 19351133.589127984
[2022-04-11 03:14:00.256559]Total energy: 19363082.294273306
[2022-04-11 03:15:22.088752]Total energy: 19359450.895068604
[2022-04-11 03:16:41.597777]Total energy: 19400010.042397883
[2022-04-11 03:18:00.345861]Total energy: 19394471.819105703
[2022-04-11 03:19:14.535044]Total energy: 19405441.27068891
[2022-04-11 03:20:51.125072]Total energy: 19368189.006440002
[2022-04-11 03:22:38.950511]Total energy: 19375394.82548924
[2022-04-11 03:24:10.354472]Total energy: 19364982.64721633
[2022-04-11 03:25:33.567205]Total energy: 19377042.608763974
[2022-04-11 03:26:51.467782]Total energy: 19367270.861379195
[2022-04-11 03:28:14.176709]Total energy: 19403326.971861985
[2022-04-11 03:29:31.585951]Total energy: 19374319.20222692
[2022-04-11 03:30:52.207343]Total energy: 19368317.561367575
[2022-04-11 03:32:13.132556]Total energy: 19347700.102784596
[2022-04-11 03:33:33.109508]Total energy: 19390021.83592155
[2022-04-11 03:34:52.781927]Total energy: 19359509.63245641
[2022-04-11 03:36:14.629764]Total energy: 19373416.400008116
[2022-04-11 03:37:36.234968]Total energy: 19369015.916529335
[2022-04-11 03:38:57.591269]Total energy: 19348475.29527234
[2022-04-11 03:40:18.238416]Total energy: 19359720.041650254
[2022-04-11 03:41:47.319710]Total energy: 19373196.49589322
[2022-04-11 03:43:13.098911]Total energy: 19374490.564056747
[2022-04-11 03:44:36.791014]Total energy: 19370640.628492896
[2022-04-11 03:45:57.107796]Total energy: 19325774.543757077
[2022-04-11 03:47:15.183812]Total energy: 19342824.359361295
[2022-04-11 03:48:26.399515]Total energy: 19346221.53431562
[2022-04-11 03:49:37.721705]Total energy: 19353962.969651796
[2022-04-11 03:51:08.469724]Total energy: 19342725.819115832
[2022-04-11 03:52:40.633945]Total energy: 19349843.093368314
[2022-04-11 03:54:07.181921]Total energy: 19365037.390214376
[2022-04-11 03:55:35.628833]Total energy: 19337462.6176742
[2022-04-11 03:56:56.309498]Total energy: 19338941.392237827
[2022-04-11 03:58:16.901629]Total energy: 19329893.67407423
[2022-04-11 03:59:37.658007]Total energy: 19380390.796553962
[2022-04-11 04:00:56.562767]Total energy: 19354021.158609137
[2022-04-11 04:02:16.535538]Total energy: 19310836.11828174
[2022-04-11 04:03:37.119406]Total energy: 19364872.90909412
[2022-04-11 04:05:16.089295]Total energy: 19352313.94040315
[2022-04-11 04:06:33.560810]Total energy: 19362652.673805933
[2022-04-11 04:07:52.327826]Total energy: 19353103.754784405
[2022-04-11 04:09:13.221434]Total energy: 19360539.380963128
[2022-04-11 04:10:44.938277]Total energy: 19338833.793858625
[2022-04-11 04:12:04.509520]Total energy: 19365302.007807426
[2022-04-11 04:13:18.503981]Total energy: 19375607.53722828
[2022-04-11 04:14:38.445909]Total energy: 19372274.598964192
[2022-04-11 04:15:54.605208]Total energy: 19344216.97551103
[2022-04-11 04:17:06.487209]Total energy: 19368748.356028292
[2022-04-11 04:18:26.582721]Total energy: 19382579.0925308
[2022-04-11 04:19:43.154279]Total energy: 19362785.2552178
[2022-04-11 04:21:06.443839]Total energy: 19369568.06424521
[2022-04-11 04:22:29.577103]Total energy: 19374492.396698806
[2022-04-11 04:23:47.700285]Total energy: 19351755.9610453
[2022-04-11 04:25:04.766506]Total energy: 19384549.73279018
[2022-04-11 04:26:20.173159]Total energy: 19374770.21644105
[2022-04-11 04:27:32.544012]Total energy: 19384507.051637147
