initial: 117 - optimal_only_seed
[2022-04-09 06:15:40.810588]Total energy: 57583697.66313234
[2022-04-09 06:17:07.007027]Total energy: 57532194.22636403
[2022-04-09 06:18:33.849658]Total energy: 57538678.597955406
[2022-04-09 06:20:04.349102]Total energy: 57563298.933915354
[2022-04-09 06:21:40.741382]Total energy: 57606746.61804391
[2022-04-09 06:23:18.667174]Total energy: 57582922.228340924
[2022-04-09 06:24:44.156012]Total energy: 57581061.53125119
[2022-04-09 06:26:09.386017]Total energy: 57573118.23201296
[2022-04-09 06:27:36.486993]Total energy: 57547493.946200505
[2022-04-09 06:29:02.151345]Total energy: 57568339.86473518
[2022-04-09 06:31:06.344785]Total energy: 57537971.761851825
[2022-04-09 06:33:00.343873]Total energy: 57532030.03745175
[2022-04-09 06:34:32.782477]Total energy: 57591637.925388314
[2022-04-09 06:36:01.038426]Total energy: 57576370.12836597
[2022-04-09 06:37:27.298085]Total energy: 57604634.150262184
[2022-04-09 06:38:55.747499]Total energy: 57538212.63792857
[2022-04-09 06:40:44.714977]Total energy: 57528604.3378822
[2022-04-09 06:42:38.243608]Total energy: 57554720.672431074
[2022-04-09 06:44:04.691781]Total energy: 57540892.67210987
[2022-04-09 06:45:28.669447]Total energy: 57549897.44300566
[2022-04-09 06:46:54.512132]Total energy: 57586207.49673566
[2022-04-09 06:48:28.784080]Total energy: 57554419.743600555
[2022-04-09 06:49:55.566759]Total energy: 57563541.34186035
[2022-04-09 06:51:48.350455]Total energy: 57577499.72069503
[2022-04-09 06:53:21.137945]Total energy: 57558530.15869805
[2022-04-09 06:54:46.747733]Total energy: 57610110.20494385
[2022-04-09 06:56:12.210194]Total energy: 57641143.28734981
[2022-04-09 06:57:41.379942]Total energy: 57542236.73178162
[2022-04-09 06:59:06.973432]Total energy: 57566847.61112588
[2022-04-09 07:00:44.074762]Total energy: 57536346.34511997
[2022-04-09 07:02:20.453593]Total energy: 57598113.99518521
[2022-04-09 07:03:45.979374]Total energy: 57564743.88753926
[2022-04-09 07:05:10.361862]Total energy: 57562405.97653483
[2022-04-09 07:06:36.451441]Total energy: 57553413.150826365
[2022-04-09 07:08:01.397571]Total energy: 57585439.9497916
[2022-04-09 07:09:26.119940]Total energy: 57583386.93460916
[2022-04-09 07:11:10.861505]Total energy: 57565372.252234705
[2022-04-09 07:12:56.973266]Total energy: 57563769.21780188
[2022-04-09 07:14:29.308945]Total energy: 57577694.340330474
[2022-04-09 07:15:52.214749]Total energy: 57580599.149578534
[2022-04-09 07:17:16.612714]Total energy: 57580422.199967906
[2022-04-09 07:18:42.472972]Total energy: 57534857.40989927
[2022-04-09 07:20:14.933177]Total energy: 57584848.357799985
[2022-04-09 07:21:53.580156]Total energy: 57572976.38625812
[2022-04-09 07:23:31.755185]Total energy: 57594098.22246866
[2022-04-09 07:25:11.860134]Total energy: 57579108.81133759
[2022-04-09 07:26:36.269597]Total energy: 57592161.13779595
[2022-04-09 07:32:36.182261]Total energy: 57563231.56896184
[2022-04-09 07:34:07.988709]Total energy: 57552082.19532219
[2022-04-09 07:35:37.362131]Total energy: 57560016.72511595
[2022-04-09 07:37:04.880356]Total energy: 57593696.91019162
[2022-04-09 07:38:30.237236]Total energy: 57596886.145731814
[2022-04-09 07:39:58.000229]Total energy: 57557897.88711797
[2022-04-09 07:41:31.635436]Total energy: 57546126.5487073
[2022-04-09 07:43:11.801054]Total energy: 57564760.98302704
[2022-04-09 07:44:45.155019]Total energy: 57576899.6325689
[2022-04-09 07:46:13.969129]Total energy: 57576046.59185394
[2022-04-09 07:47:40.292065]Total energy: 57564915.151621684
[2022-04-09 07:49:11.638210]Total energy: 57575871.49664712
[2022-04-09 07:50:52.616832]Total energy: 57575650.57627128
[2022-04-09 07:52:27.416173]Total energy: 57562948.77796176
[2022-04-09 07:53:56.553633]Total energy: 57621903.49330423
[2022-04-09 07:55:24.146989]Total energy: 57577213.29001917
[2022-04-09 07:56:56.274842]Total energy: 57568827.40464494
[2022-04-09 07:58:22.871176]Total energy: 57580734.7567879
[2022-04-09 07:59:53.689301]Total energy: 57574573.095552005
[2022-04-09 08:01:26.526941]Total energy: 57605452.14009783
[2022-04-09 08:03:05.779287]Total energy: 57568246.437818095
[2022-04-09 08:04:33.540944]Total energy: 57602943.21179308
[2022-04-09 08:05:58.610145]Total energy: 57619594.71582315
[2022-04-09 08:07:28.418402]Total energy: 57545631.821640484
[2022-04-09 08:08:53.475865]Total energy: 57611274.42402663
[2022-04-09 08:10:17.889383]Total energy: 57570772.26039109
[2022-04-09 08:11:53.623871]Total energy: 57579598.28480244
[2022-04-09 08:13:31.642431]Total energy: 57562831.54542123
[2022-04-09 08:14:55.912841]Total energy: 57613979.49832085
[2022-04-09 08:16:21.477954]Total energy: 57604028.96273716
[2022-04-09 08:17:47.451867]Total energy: 57565358.39850384
[2022-04-09 08:19:11.954888]Total energy: 57565803.25838735
[2022-04-09 08:20:57.866431]Total energy: 57582728.19204525
[2022-04-09 08:22:45.639572]Total energy: 57569269.40806225
[2022-04-09 08:24:17.352128]Total energy: 57594250.18656067
[2022-04-09 08:25:41.152526]Total energy: 57607784.59192569
[2022-04-09 08:27:06.457846]Total energy: 57571800.336353
[2022-04-09 08:28:36.115063]Total energy: 57595047.28787726
[2022-04-09 08:30:01.863503]Total energy: 57555533.307890296
[2022-04-09 08:31:40.700544]Total energy: 57591511.88919325
[2022-04-09 08:33:12.984578]Total energy: 57558054.71871729
[2022-04-09 08:34:38.276279]Total energy: 57575723.63589689
[2022-04-09 08:36:02.715662]Total energy: 57568235.139165975
[2022-04-09 08:37:31.315224]Total energy: 57598897.42900687
[2022-04-09 08:38:57.749958]Total energy: 57594195.83125386
[2022-04-09 08:40:29.061958]Total energy: 57556139.97724757
[2022-04-09 08:42:18.553152]Total energy: 57572823.72857612
[2022-04-09 08:43:43.868213]Total energy: 57616203.511624314
[2022-04-09 08:45:07.556045]Total energy: 57597781.733717375
[2022-04-09 08:46:33.175428]Total energy: 57574994.24863874
[2022-04-09 08:47:57.113824]Total energy: 57551866.14431331
[2022-04-09 08:49:20.319038]Total energy: 57559240.67713474
[2022-04-09 08:51:04.550659]Total energy: 57596600.85421133
[2022-04-09 08:52:43.715085]Total energy: 57562562.784235425
[2022-04-09 08:54:08.504397]Total energy: 57586480.719735794
[2022-04-09 08:55:32.655175]Total energy: 57598825.400341764
[2022-04-09 08:56:56.753333]Total energy: 57533701.10582481
[2022-04-09 08:58:21.126701]Total energy: 57561710.822143
[2022-04-09 08:59:46.196381]Total energy: 57551064.621558696
[2022-04-09 09:01:30.637871]Total energy: 57596276.910307854
[2022-04-09 09:03:22.431033]Total energy: 57577461.37693778
[2022-04-09 09:04:54.915358]Total energy: 57576392.1444225
[2022-04-09 09:06:23.406993]Total energy: 57525302.54772684
[2022-04-09 09:07:49.755939]Total energy: 57547747.85594505
[2022-04-09 09:09:16.991940]Total energy: 57561089.72957478
[2022-04-09 09:11:03.321898]Total energy: 57620966.144901
[2022-04-09 09:12:50.036845]Total energy: 57583269.842578426
[2022-04-09 09:14:23.616337]Total energy: 57584341.30547328
[2022-04-09 09:16:02.100445]Total energy: 57599998.450166345
[2022-04-09 09:17:34.059248]Total energy: 57576948.35606891
[2022-04-09 09:18:58.118253]Total energy: 57561359.63880853
[2022-04-09 09:20:23.796423]Total energy: 57525485.03015066
[2022-04-09 09:21:48.056713]Total energy: 57584815.69392733
[2022-04-09 09:23:11.106389]Total energy: 57574969.15710613
[2022-04-09 09:24:36.344199]Total energy: 57603773.180204324
[2022-04-09 09:26:04.160677]Total energy: 57593908.93777652
[2022-04-09 09:27:30.022040]Total energy: 57562887.678012356
[2022-04-09 09:28:56.892677]Total energy: 57619914.90031296
[2022-04-09 09:30:24.306094]Total energy: 57564388.0621301
[2022-04-09 09:32:31.900869]Total energy: 57545486.824480586
[2022-04-09 09:34:15.083134]Total energy: 57547904.75615965
[2022-04-09 09:35:50.807962]Total energy: 57624193.20808569
[2022-04-09 09:37:18.132165]Total energy: 57583554.761320315
[2022-04-09 09:38:41.870236]Total energy: 57566927.90466614
[2022-04-09 09:40:05.721447]Total energy: 57581378.71023017
[2022-04-09 09:41:45.602611]Total energy: 57556988.20929317
[2022-04-09 09:43:31.156098]Total energy: 57546014.71038566
[2022-04-09 09:45:10.025814]Total energy: 57580005.77913088
[2022-04-09 09:46:39.679481]Total energy: 57551424.90682962
[2022-04-09 09:48:07.035938]Total energy: 57553926.17830426
[2022-04-09 09:49:34.641333]Total energy: 57590259.266430095
[2022-04-09 09:51:37.401055]Total energy: 57525685.98450046
[2022-04-09 09:53:30.016952]Total energy: 57543751.49032417
[2022-04-09 09:55:02.866205]Total energy: 57586946.78209131
[2022-04-09 09:56:32.635262]Total energy: 57604243.633669965
[2022-04-09 09:58:00.421956]Total energy: 57596861.9384903
[2022-04-09 09:59:29.362842]Total energy: 57564774.767281875
[2022-04-09 10:01:29.600045]Total energy: 57566630.363804944
[2022-04-09 10:03:23.017756]Total energy: 57567702.19068931
[2022-04-09 10:04:55.274726]Total energy: 57581642.95717654
[2022-04-09 10:06:17.391994]Total energy: 57574864.5204862
[2022-04-09 10:07:41.628610]Total energy: 57546582.911109425
[2022-04-09 10:09:05.532331]Total energy: 57606677.14656371
[2022-04-09 10:10:54.001163]Total energy: 57584172.705703735
[2022-04-09 10:12:36.466266]Total energy: 57558545.79788916
[2022-04-09 10:14:10.359188]Total energy: 57587205.910776466
[2022-04-09 10:15:34.764570]Total energy: 57560244.97143658
[2022-04-09 10:16:57.977284]Total energy: 57565821.53882429
[2022-04-09 10:18:22.588136]Total energy: 57596731.59340794
[2022-04-09 10:19:48.243974]Total energy: 57556330.281934686
[2022-04-09 10:21:33.700171]Total energy: 57582844.75579334
[2022-04-09 10:23:26.402100]Total energy: 57578638.25214597
[2022-04-09 10:25:10.078867]Total energy: 57564335.48635386
[2022-04-09 10:26:43.987221]Total energy: 57584652.84836052
[2022-04-09 10:28:11.383923]Total energy: 57547917.89544176
[2022-04-09 10:29:35.242003]Total energy: 57601331.693441465
[2022-04-09 10:31:10.391996]Total energy: 57560728.09302436
[2022-04-09 10:32:46.068425]Total energy: 57580590.16534652
[2022-04-09 10:34:11.342792]Total energy: 57570057.25563193
[2022-04-09 10:35:36.247627]Total energy: 57575863.33677371
[2022-04-09 10:37:04.491030]Total energy: 57583824.96707277
[2022-04-09 10:38:28.947763]Total energy: 57549315.43649958
[2022-04-09 10:39:53.191599]Total energy: 57567149.975419186
[2022-04-09 10:41:35.080558]Total energy: 57587055.582464546
[2022-04-09 10:43:20.207651]Total energy: 57566076.52854499
[2022-04-09 10:44:51.807844]Total energy: 57588116.94216014
[2022-04-09 10:46:14.802624]Total energy: 57588675.62730258
[2022-04-09 10:47:37.358151]Total energy: 57588038.7557571
[2022-04-09 10:49:01.370263]Total energy: 57573632.7936935
[2022-04-09 10:50:53.725190]Total energy: 57549529.29116984
[2022-04-09 10:52:35.880911]Total energy: 57566916.86103797
[2022-04-09 10:54:21.564296]Total energy: 57581882.20561152
[2022-04-09 10:55:53.922929]Total energy: 57558351.932003446
[2022-04-09 10:57:20.554027]Total energy: 57563966.18170092
[2022-04-09 10:58:49.307608]Total energy: 57570226.87353237
[2022-04-09 11:00:15.893842]Total energy: 57561945.765730254
[2022-04-09 11:01:56.577695]Total energy: 57594579.514908664
[2022-04-09 11:03:26.632072]Total energy: 57562837.54992099
[2022-04-09 11:04:52.640184]Total energy: 57583159.4133188
[2022-04-09 11:06:16.775302]Total energy: 57589781.68888241
[2022-04-09 11:07:41.137568]Total energy: 57579680.10755962
[2022-04-09 11:09:05.666171]Total energy: 57567410.24604269
[2022-04-09 11:10:48.859418]Total energy: 57596646.95881146
[2022-04-09 11:12:40.456018]Total energy: 57551450.608899176
[2022-04-09 11:14:11.583932]Total energy: 57585611.99079322
[2022-04-09 11:15:36.355910]Total energy: 57571264.6318771
[2022-04-09 11:17:02.064080]Total energy: 57585892.01002219
[2022-04-09 11:18:27.218404]Total energy: 57583011.93144267
[2022-04-09 11:19:51.887563]Total energy: 57606493.552253015
[2022-04-09 11:21:22.655853]Total energy: 57579414.810200155
[2022-04-09 11:22:58.225346]Total energy: 57557494.66924593
[2022-04-09 11:24:28.609130]Total energy: 57575437.94844178
[2022-04-09 11:25:52.784561]Total energy: 57566269.783555456
[2022-04-09 11:27:16.803294]Total energy: 57587682.415848814
[2022-04-09 11:28:43.023330]Total energy: 57613825.038502
[2022-04-09 11:30:08.462507]Total energy: 57550611.02375996
[2022-04-09 11:31:39.908605]Total energy: 57564887.41619144
[2022-04-09 11:33:08.840263]Total energy: 57545984.41272806
[2022-04-09 11:34:33.557981]Total energy: 57594638.47759582
[2022-04-09 11:35:56.760744]Total energy: 57608247.570210315
[2022-04-09 11:37:23.304071]Total energy: 57585184.999419056
[2022-04-09 11:38:50.329562]Total energy: 57542557.520931825
[2022-04-09 11:40:15.664698]Total energy: 57563144.88916489
[2022-04-09 11:42:00.611929]Total energy: 57583077.92621879
[2022-04-09 11:43:50.385609]Total energy: 57567067.13744547
[2022-04-09 11:45:22.894034]Total energy: 57591164.824496165
[2022-04-09 11:46:47.137492]Total energy: 57573097.887320526
[2022-04-09 11:48:10.674480]Total energy: 57598121.19315235
[2022-04-09 11:49:37.599694]Total energy: 57603846.17510416
[2022-04-09 11:51:22.870227]Total energy: 57563862.45927961
[2022-04-09 11:53:01.751373]Total energy: 57566984.20590502
[2022-04-09 11:54:32.239137]Total energy: 57606138.24801204
[2022-04-09 11:55:58.040884]Total energy: 57554071.729067266
[2022-04-09 11:57:26.543892]Total energy: 57559483.308080174
[2022-04-09 11:58:53.110582]Total energy: 57594837.434801295
[2022-04-09 12:00:19.267419]Total energy: 57589028.61589884
[2022-04-09 12:02:10.728523]Total energy: 57572265.186892435
[2022-04-09 12:03:43.543042]Total energy: 57566119.974176995
[2022-04-09 12:05:13.364573]Total energy: 57555553.033316635
[2022-04-09 12:06:39.363291]Total energy: 57548743.59466651
[2022-04-09 12:08:03.501791]Total energy: 57569946.17549592
[2022-04-09 12:09:27.797058]Total energy: 57566670.007426955
[2022-04-09 12:11:16.079961]Total energy: 57592564.640724234
[2022-04-09 12:12:47.517603]Total energy: 57577574.52252392
[2022-04-09 12:14:13.965707]Total energy: 57580971.560029194
[2022-04-09 12:15:37.414764]Total energy: 57542197.89296846
[2022-04-09 12:17:00.939067]Total energy: 57583117.34709047
[2022-04-09 12:18:26.498157]Total energy: 57579706.1953529
[2022-04-09 12:19:57.411708]Total energy: 57553697.575121135
[2022-04-09 12:21:28.871970]Total energy: 57593959.20466007
[2022-04-09 12:22:58.067036]Total energy: 57552749.82914571
[2022-04-09 12:24:28.112381]Total energy: 57602493.23089696
[2022-04-09 12:25:54.846406]Total energy: 57614686.79489929
[2022-04-09 12:27:26.466862]Total energy: 57573535.40433715
[2022-04-09 12:28:49.764691]Total energy: 57594852.10360602
[2022-04-09 12:30:14.873255]Total energy: 57579801.739179246
[2022-04-09 12:31:51.932082]Total energy: 57603074.42149405
[2022-04-09 12:33:31.618777]Total energy: 57554816.18753537
[2022-04-09 12:34:57.611688]Total energy: 57579071.554305695
[2022-04-09 12:36:22.336063]Total energy: 57590247.82928928
[2022-04-09 12:37:45.668639]Total energy: 57575853.24034506
[2022-04-09 12:39:10.395881]Total energy: 57593327.9616993
[2022-04-09 12:40:51.640982]Total energy: 57608910.99711876
[2022-04-09 12:42:33.414073]Total energy: 57550452.35376928
[2022-04-09 12:44:07.316668]Total energy: 57531517.07598904
[2022-04-09 12:45:31.065861]Total energy: 57554452.63824922
[2022-04-09 12:46:56.616399]Total energy: 57583403.0145086
[2022-04-09 12:48:21.687985]Total energy: 57587479.38288096
[2022-04-09 12:49:44.793652]Total energy: 57581939.31997043
[2022-04-09 12:51:20.619002]Total energy: 57546941.54488961
[2022-04-09 12:52:54.026267]Total energy: 57570126.92619866
[2022-04-09 12:54:18.840882]Total energy: 57573862.186397344
[2022-04-09 12:55:44.235745]Total energy: 57548125.69944797
[2022-04-09 12:57:08.925127]Total energy: 57564217.37904691
[2022-04-09 12:58:33.458114]Total energy: 57582558.202726915
[2022-04-09 12:59:59.150496]Total energy: 57566249.677539274
[2022-04-09 13:01:35.626370]Total energy: 57582629.83546674
[2022-04-09 13:03:16.025475]Total energy: 57589634.09999817
[2022-04-09 13:04:55.865075]Total energy: 57599854.23366437
[2022-04-09 13:06:27.007634]Total energy: 57598082.09677425
[2022-04-09 13:07:51.275589]Total energy: 57551806.68991964
[2022-04-09 13:09:19.011788]Total energy: 57576076.0364876
[2022-04-09 13:11:12.939182]Total energy: 57583113.93937381
[2022-04-09 13:13:00.363711]Total energy: 57577623.690369934
[2022-04-09 13:14:30.600099]Total energy: 57577891.88262813
[2022-04-09 13:15:59.752844]Total energy: 57590072.03665382
[2022-04-09 13:17:26.403556]Total energy: 57569927.69405011
[2022-04-09 13:18:51.012600]Total energy: 57582960.261655875
[2022-04-09 13:20:16.575370]Total energy: 57589936.413680635
[2022-04-09 13:21:42.018359]Total energy: 57566301.02815023
[2022-04-09 13:23:08.362833]Total energy: 57558653.70182529
[2022-04-09 13:24:37.193095]Total energy: 57581146.73795498
[2022-04-09 13:26:03.990065]Total energy: 57574353.62878696
[2022-04-09 13:27:33.208716]Total energy: 57554113.073080085
[2022-04-09 13:28:59.375716]Total energy: 57573363.11427838
[2022-04-09 13:30:44.944057]Total energy: 57584028.988510065
[2022-04-09 13:32:17.319866]Total energy: 57601639.18309866
[2022-04-09 13:33:45.711894]Total energy: 57596403.23979797
[2022-04-09 13:35:10.978812]Total energy: 57572400.07572502
[2022-04-09 13:36:37.827341]Total energy: 57589124.40782758
[2022-04-09 13:38:05.202564]Total energy: 57605595.6506607
[2022-04-09 13:39:30.761831]Total energy: 57583165.25836069
[2022-04-09 13:41:05.721828]Total energy: 57563778.209393956
[2022-04-09 13:42:33.289069]Total energy: 57552994.54925567
[2022-04-09 13:44:00.721206]Total energy: 57539254.03893315
[2022-04-09 13:45:25.662044]Total energy: 57614102.35470492
[2022-04-09 13:46:51.613899]Total energy: 57543778.45504477
[2022-04-09 13:48:19.226509]Total energy: 57597110.782251686
[2022-04-09 13:49:48.146859]Total energy: 57562553.612015784
[2022-04-09 13:51:20.958419]Total energy: 57579635.2587136
[2022-04-09 13:53:34.744686]Total energy: 57603161.136973925
[2022-04-09 13:55:56.054908]Total energy: 57595616.59034886
[2022-04-09 13:58:02.463008]Total energy: 57597571.857910976
[2022-04-09 14:00:31.151004]Total energy: 57573861.097816445
[2022-04-09 14:02:54.259083]Total energy: 57534408.498244956
[2022-04-09 14:05:13.362569]Total energy: 57595557.22084701
[2022-04-09 14:07:22.191730]Total energy: 57602031.5988146
[2022-04-09 14:09:36.525170]Total energy: 57587546.91667057
[2022-04-09 14:11:52.852267]Total energy: 57606194.673334494
[2022-04-09 14:14:13.004160]Total energy: 57576804.250409596
[2022-04-09 14:16:33.653162]Total energy: 57576613.367261045
[2022-04-09 14:19:06.720201]Total energy: 57549501.48258186
[2022-04-09 14:20:35.169519]Total energy: 57612361.05815294
[2022-04-09 14:22:04.441262]Total energy: 57583631.71691308
[2022-04-09 14:23:30.364283]Total energy: 57598020.71124721
[2022-04-09 14:24:55.137449]Total energy: 57564368.467671335
[2022-04-09 14:26:19.725518]Total energy: 57564366.749840945
[2022-04-09 14:27:47.297444]Total energy: 57571759.54236921
[2022-04-09 14:29:10.561941]Total energy: 57588096.98800897
[2022-04-09 14:31:01.066415]Total energy: 57557856.02899762
[2022-04-09 14:32:42.178514]Total energy: 57611140.850218534
[2022-04-09 14:34:08.192353]Total energy: 57557281.35386943
[2022-04-09 14:35:37.282303]Total energy: 57584755.68349866
[2022-04-09 14:37:04.346963]Total energy: 57556068.38292944
[2022-04-09 14:38:31.875682]Total energy: 57570280.43319944
[2022-04-09 14:39:56.480273]Total energy: 57555557.636312306
[2022-04-09 14:41:43.750153]Total energy: 57582256.26113113
[2022-04-09 14:43:34.124864]Total energy: 57596153.721821934
[2022-04-09 14:45:12.070208]Total energy: 57548792.69371076
[2022-04-09 14:46:44.783601]Total energy: 57585741.851194404
[2022-04-09 14:48:15.022397]Total energy: 57554773.4631624
[2022-04-09 14:49:37.986802]Total energy: 57592983.218858436
[2022-04-09 14:51:25.912395]Total energy: 57589973.80726396
[2022-04-09 14:52:56.689021]Total energy: 57543780.48370659
[2022-04-09 14:54:24.879891]Total energy: 57578908.17154789
[2022-04-09 14:55:50.528848]Total energy: 57564700.260221
[2022-04-09 14:57:17.639677]Total energy: 57558515.41503495
[2022-04-09 14:58:42.204885]Total energy: 57570700.18783735
[2022-04-09 15:00:08.250335]Total energy: 57578874.58615836
[2022-04-09 15:01:43.927225]Total energy: 57586876.94111923
[2022-04-09 15:03:14.714339]Total energy: 57583426.85085601
[2022-04-09 15:04:38.981461]Total energy: 57570797.88496084
[2022-04-09 15:06:06.228369]Total energy: 57552478.54482296
[2022-04-09 15:07:30.315389]Total energy: 57566119.66328424
[2022-04-09 15:08:56.133008]Total energy: 57583785.08153921
[2022-04-09 15:10:23.145657]Total energy: 57565390.60179647
[2022-04-09 15:12:22.976643]Total energy: 57576857.359886974
[2022-04-09 15:14:05.684556]Total energy: 57545670.96807265
[2022-04-09 15:15:27.662582]Total energy: 57588260.445153
[2022-04-09 15:16:51.048528]Total energy: 57570229.72984201
[2022-04-09 15:18:14.893639]Total energy: 57612693.06982341
[2022-04-09 15:19:38.871378]Total energy: 57612195.285365656
[2022-04-09 15:21:27.664247]Total energy: 57547912.7719089
[2022-04-09 15:23:00.617704]Total energy: 57632720.866110414
[2022-04-09 15:24:26.875994]Total energy: 57584145.10396363
[2022-04-09 15:25:53.301950]Total energy: 57566887.1548616
[2022-04-09 15:27:16.890650]Total energy: 57560348.58441084
[2022-04-09 15:28:40.582178]Total energy: 57567469.989818834
[2022-04-09 15:30:07.161619]Total energy: 57584623.04859968
[2022-04-09 15:31:36.913816]Total energy: 57597621.63200866
[2022-04-09 15:33:11.054736]Total energy: 57590297.147733554
[2022-04-09 15:34:36.675327]Total energy: 57556978.893123925
[2022-04-09 15:36:00.840870]Total energy: 57570576.46012177
[2022-04-09 15:37:23.861205]Total energy: 57566525.787435055
[2022-04-09 15:38:48.364866]Total energy: 57576755.29319358
[2022-04-09 15:40:13.406903]Total energy: 57547517.122275904
[2022-04-09 15:41:45.299503]Total energy: 57642310.87593609
[2022-04-09 15:43:10.254237]Total energy: 57606060.90126452
[2022-04-09 15:44:34.958150]Total energy: 57562255.82524526
[2022-04-09 15:45:58.429302]Total energy: 57554417.68349489
[2022-04-09 15:47:23.228828]Total energy: 57564283.51268304
[2022-04-09 15:48:46.973185]Total energy: 57578968.41697796
[2022-04-09 15:50:12.864281]Total energy: 57569777.737064645
[2022-04-09 15:51:42.529462]Total energy: 57549777.83533644
[2022-04-09 15:53:11.133700]Total energy: 57565339.85980567
[2022-04-09 15:54:35.623234]Total energy: 57594718.35167991
[2022-04-09 15:55:59.906334]Total energy: 57609686.035025746
[2022-04-09 15:57:23.744649]Total energy: 57592063.36064623
[2022-04-09 15:58:48.839087]Total energy: 57574327.88116561
[2022-04-09 16:00:12.949790]Total energy: 57565435.33917929
[2022-04-09 16:01:56.926031]Total energy: 57593846.97890275
[2022-04-09 16:03:29.247778]Total energy: 57559494.14077679
[2022-04-09 16:04:53.818097]Total energy: 57583669.09329488
[2022-04-09 16:06:17.913833]Total energy: 57584959.44916033
[2022-04-09 16:07:42.054570]Total energy: 57572902.345439926
[2022-04-09 16:09:05.139679]Total energy: 57564209.93674804
[2022-04-09 16:11:06.459604]Total energy: 57586364.42852371
[2022-04-09 16:12:55.378682]Total energy: 57585229.18818059
[2022-04-09 16:14:33.644954]Total energy: 57591632.08551864
[2022-04-09 16:16:06.989993]Total energy: 57568472.09166254
[2022-04-09 16:17:33.225629]Total energy: 57612237.712619826
[2022-04-09 16:18:59.702369]Total energy: 57575071.6754302
[2022-04-09 16:20:58.585097]Total energy: 57560274.123369835
[2022-04-09 16:22:46.248496]Total energy: 57569529.323014766
[2022-04-09 16:24:16.817261]Total energy: 57589714.17750647
[2022-04-09 16:25:42.940873]Total energy: 57592795.31704647
[2022-04-09 16:27:09.750137]Total energy: 57571294.73482749
[2022-04-09 16:28:38.718521]Total energy: 57585874.61086018
[2022-04-09 16:30:06.621514]Total energy: 57552585.95823855
[2022-04-09 16:31:51.222189]Total energy: 57565659.577960536
[2022-04-09 16:33:33.775650]Total energy: 57549419.88404345
[2022-04-09 16:34:58.890890]Total energy: 57567767.88008957
[2022-04-09 16:36:24.256692]Total energy: 57556408.12192755
[2022-04-09 16:37:50.777823]Total energy: 57540113.96513481
[2022-04-09 16:39:15.875378]Total energy: 57599783.48253133
[2022-04-09 16:41:03.016346]Total energy: 57586900.62508721
[2022-04-09 16:42:39.489368]Total energy: 57571255.1103222
[2022-04-09 16:44:15.823995]Total energy: 57552632.671293736
[2022-04-09 16:45:49.350776]Total energy: 57560337.32628789
[2022-04-09 16:47:15.674473]Total energy: 57553122.220556214
[2022-04-09 16:48:42.154139]Total energy: 57593193.82989283
[2022-04-09 16:50:10.853618]Total energy: 57583228.01627544
[2022-04-09 16:51:55.208116]Total energy: 57539487.752883315
[2022-04-09 16:53:38.491695]Total energy: 57583049.46327111
[2022-04-09 16:55:05.547463]Total energy: 57598956.43675992
[2022-04-09 16:56:31.564701]Total energy: 57569645.14962174
[2022-04-09 16:57:57.734003]Total energy: 57607535.35815235
[2022-04-09 16:59:25.150128]Total energy: 57560044.98011865
[2022-04-09 17:01:11.333538]Total energy: 57593578.05637521
[2022-04-09 17:02:58.386641]Total energy: 57599274.65017158
[2022-04-09 17:04:35.189556]Total energy: 57572601.99484753
[2022-04-09 17:06:00.753661]Total energy: 57557403.056296736
[2022-04-09 17:07:24.601996]Total energy: 57571065.321185425
[2022-04-09 17:08:48.539754]Total energy: 57574010.8687719
[2022-04-09 17:10:15.101712]Total energy: 57571558.15364324
[2022-04-09 17:11:57.282356]Total energy: 57603323.51589591
[2022-04-09 17:13:25.981905]Total energy: 57607925.37464753
[2022-04-09 17:14:54.344000]Total energy: 57598453.16947551
[2022-04-09 17:16:18.545409]Total energy: 57608355.74987173
[2022-04-09 17:17:44.482974]Total energy: 57570377.36611718
[2022-04-09 17:19:11.144781]Total energy: 57576838.76046033
[2022-04-09 17:20:43.829020]Total energy: 57559874.595029525
[2022-04-09 17:22:25.523770]Total energy: 57589587.57628338
[2022-04-09 17:23:57.506194]Total energy: 57569507.56982474
[2022-04-09 17:25:20.991472]Total energy: 57569986.66239989
[2022-04-09 17:26:46.299581]Total energy: 57602909.471734
[2022-04-09 17:28:12.793903]Total energy: 57578747.99465396
[2022-04-09 17:29:36.993160]Total energy: 57579061.45953813
[2022-04-09 17:31:09.276195]Total energy: 57605145.82766245
[2022-04-09 17:32:46.749741]Total energy: 57571889.945323266
[2022-04-09 17:34:18.708584]Total energy: 57577532.71236954
[2022-04-09 17:35:45.298091]Total energy: 57587135.14555531
[2022-04-09 17:37:09.441953]Total energy: 57561658.14706502
[2022-04-09 17:38:34.155237]Total energy: 57572510.067232445
[2022-04-09 17:40:00.251802]Total energy: 57577618.07100133
[2022-04-09 17:41:36.949750]Total energy: 57562590.28896306
[2022-04-09 17:43:10.346639]Total energy: 57592426.46928663
[2022-04-09 17:44:36.451487]Total energy: 57583892.48683113
[2022-04-09 17:46:05.734188]Total energy: 57608224.94776111
[2022-04-09 17:47:35.517112]Total energy: 57565098.146536276
[2022-04-09 17:49:02.324209]Total energy: 57537632.75292754
[2022-04-09 17:50:59.768776]Total energy: 57539384.736523755
[2022-04-09 17:52:50.807231]Total energy: 57584037.01915833
[2022-04-09 17:54:18.698271]Total energy: 57586850.91260488
