initial: all - diverse_all
[2022-04-10 02:45:05.612526]Total energy: 16499853.52156496
[2022-04-10 02:46:10.122475]Total energy: 16512320.50801771
[2022-04-10 02:47:15.298363]Total energy: 16505777.249350766
[2022-04-10 02:48:19.563526]Total energy: 16510074.870401835
[2022-04-10 02:49:23.907852]Total energy: 16502103.183626348
[2022-04-10 02:50:57.954835]Total energy: 16498274.063267859
[2022-04-10 02:52:40.086422]Total energy: 16504522.557828782
[2022-04-10 02:54:12.969505]Total energy: 16506469.396149704
[2022-04-10 02:55:26.007468]Total energy: 16508127.359426653
[2022-04-10 02:56:31.169660]Total energy: 16527400.246487765
[2022-04-10 02:57:35.555034]Total energy: 16513348.876214813
[2022-04-10 02:58:39.810155]Total energy: 16523248.202562155
[2022-04-10 02:59:43.951476]Total energy: 16541720.944300473
[2022-04-10 03:00:53.031471]Total energy: 16504101.201353617
[2022-04-10 03:02:05.188833]Total energy: 16513050.184376596
[2022-04-10 03:03:16.300076]Total energy: 16486751.439669298
[2022-04-10 03:04:29.555906]Total energy: 16527449.973809645
[2022-04-10 03:05:43.089448]Total energy: 16517923.566553365
[2022-04-10 03:06:54.422443]Total energy: 16515046.240277564
[2022-04-10 03:08:12.470688]Total energy: 16520464.506574953
[2022-04-10 03:09:22.562977]Total energy: 16513827.372580169
[2022-04-10 03:10:27.297752]Total energy: 16529993.978125457
[2022-04-10 03:11:32.034642]Total energy: 16531313.274477117
[2022-04-10 03:12:36.302717]Total energy: 16516231.202213613
[2022-04-10 03:13:40.374066]Total energy: 16510087.432750477
[2022-04-10 03:14:44.863392]Total energy: 16528729.913719205
[2022-04-10 03:15:48.909958]Total energy: 16515187.60214868
[2022-04-10 03:16:52.879272]Total energy: 16518197.367138747
[2022-04-10 03:17:57.560193]Total energy: 16507225.822966134
[2022-04-10 03:19:01.902054]Total energy: 16509116.05230011
[2022-04-10 03:20:06.286580]Total energy: 16506194.255350865
[2022-04-10 03:21:26.579750]Total energy: 16533813.049089571
[2022-04-10 03:22:43.054753]Total energy: 16530424.375117628
[2022-04-10 03:23:58.545456]Total energy: 16523422.64694894
[2022-04-10 03:25:18.566311]Total energy: 16518142.77155081
[2022-04-10 03:26:37.420500]Total energy: 16535265.79256341
[2022-04-10 03:27:58.023036]Total energy: 16518248.903721936
[2022-04-10 03:29:17.683744]Total energy: 16510696.142544344
[2022-04-10 03:30:24.942160]Total energy: 16519243.816720407
[2022-04-10 03:31:30.836915]Total energy: 16519614.495659055
[2022-04-10 03:32:35.681568]Total energy: 16518505.26521924
[2022-04-10 03:33:43.131747]Total energy: 16525814.706897678
[2022-04-10 03:34:51.879172]Total energy: 16531408.384182366
[2022-04-10 03:35:58.056717]Total energy: 16504525.41706286
[2022-04-10 03:37:04.911202]Total energy: 16520460.12067991
[2022-04-10 03:38:15.539373]Total energy: 16506991.153004836
[2022-04-10 03:39:22.521041]Total energy: 16509821.131286494
[2022-04-10 03:40:57.240999]Total energy: 16532361.695920331
[2022-04-10 03:42:39.575181]Total energy: 16521002.434663318
[2022-04-10 03:43:58.373519]Total energy: 16516005.851438683
[2022-04-10 03:45:15.295818]Total energy: 16530318.35198475
[2022-04-10 03:46:35.878940]Total energy: 16520076.745178128
[2022-04-10 03:47:52.684968]Total energy: 16525877.41343846
[2022-04-10 03:49:09.024111]Total energy: 16507289.002475254
[2022-04-10 03:50:28.803443]Total energy: 16519986.842138175
[2022-04-10 03:51:47.696488]Total energy: 16509142.353815325
[2022-04-10 03:52:55.762951]Total energy: 16504320.368559685
[2022-04-10 03:54:01.924535]Total energy: 16519318.079865359
[2022-04-10 03:55:07.377482]Total energy: 16521439.177794028
[2022-04-10 03:56:11.389580]Total energy: 16526673.63915865
[2022-04-10 03:57:15.292438]Total energy: 16513069.24526034
[2022-04-10 03:58:19.770093]Total energy: 16525592.825649241
[2022-04-10 03:59:23.671876]Total energy: 16516418.108672839
[2022-04-10 04:00:56.345184]Total energy: 16524639.214420414
[2022-04-10 04:02:15.632724]Total energy: 16525430.605713952
[2022-04-10 04:03:32.847319]Total energy: 16523718.858352302
[2022-04-10 04:04:52.239486]Total energy: 16515183.242394933
[2022-04-10 04:06:12.982391]Total energy: 16521346.813937223
[2022-04-10 04:07:31.484457]Total energy: 16518597.865782468
[2022-04-10 04:08:50.508066]Total energy: 16521365.565066746
[2022-04-10 04:09:57.024529]Total energy: 16516029.958779508
[2022-04-10 04:11:01.344774]Total energy: 16514123.19862215
[2022-04-10 04:12:07.814996]Total energy: 16519439.375481576
[2022-04-10 04:13:11.993464]Total energy: 16507860.282559127
[2022-04-10 04:14:16.290381]Total energy: 16519771.840729702
[2022-04-10 04:15:20.359486]Total energy: 16513598.433823444
[2022-04-10 04:16:25.813704]Total energy: 16514698.840241147
[2022-04-10 04:17:29.843961]Total energy: 16514489.965462526
[2022-04-10 04:18:35.603329]Total energy: 16505587.55531983
[2022-04-10 04:19:39.864826]Total energy: 16524972.385155868
[2022-04-10 04:21:10.344166]Total energy: 16518435.678448906
[2022-04-10 04:22:47.371696]Total energy: 16512050.454655295
[2022-04-10 04:24:31.489658]Total energy: 16510436.828678867
[2022-04-10 04:25:51.532715]Total energy: 16507543.059655167
[2022-04-10 04:27:07.459228]Total energy: 16518844.006285653
[2022-04-10 04:28:25.316604]Total energy: 16518952.308049789
[2022-04-10 04:29:41.279569]Total energy: 16512191.128112478
[2022-04-10 04:30:47.843251]Total energy: 16513930.675624922
[2022-04-10 04:31:52.088041]Total energy: 16513769.402201291
[2022-04-10 04:32:56.173644]Total energy: 16522737.43822872
[2022-04-10 04:34:00.611189]Total energy: 16515520.524716934
[2022-04-10 04:35:04.555763]Total energy: 16513995.894137328
[2022-04-10 04:36:09.091305]Total energy: 16510390.809209818
[2022-04-10 04:37:13.787208]Total energy: 16532683.076573156
[2022-04-10 04:38:18.598392]Total energy: 16525314.19506722
[2022-04-10 04:39:22.960591]Total energy: 16526556.69044759
[2022-04-10 04:40:54.775911]Total energy: 16512382.374700507
[2022-04-10 04:42:46.310398]Total energy: 16505013.674508987
[2022-04-10 04:44:05.659610]Total energy: 16528260.843961827
[2022-04-10 04:45:22.246425]Total energy: 16523666.43048825
[2022-04-10 04:46:40.700241]Total energy: 16508961.818953471
[2022-04-10 04:47:47.851289]Total energy: 16531665.473813092
[2022-04-10 04:48:52.389789]Total energy: 16528641.539301988
[2022-04-10 04:49:57.012987]Total energy: 16506947.178751502
[2022-04-10 04:51:01.081067]Total energy: 16509597.96286008
[2022-04-10 04:52:05.118211]Total energy: 16515217.414875124
[2022-04-10 04:53:09.731678]Total energy: 16519386.534328094
[2022-04-10 04:54:14.352779]Total energy: 16512426.067907948
[2022-04-10 04:55:23.595756]Total energy: 16522753.296305375
[2022-04-10 04:56:27.927979]Total energy: 16513474.6051656
[2022-04-10 04:57:32.683389]Total energy: 16527463.301432712
[2022-04-10 04:58:37.065608]Total energy: 16509797.92167037
[2022-04-10 04:59:41.227743]Total energy: 16522447.206234802
[2022-04-10 05:01:02.958164]Total energy: 16517913.358874531
[2022-04-10 05:02:33.390394]Total energy: 16514374.946325762
[2022-04-10 05:03:49.099567]Total energy: 16517054.941270154
[2022-04-10 05:05:09.942061]Total energy: 16516958.386924017
[2022-04-10 05:06:32.539730]Total energy: 16501936.900259944
[2022-04-10 05:07:39.316161]Total energy: 16509421.104280131
[2022-04-10 05:08:43.424520]Total energy: 16514432.83542483
[2022-04-10 05:09:47.304417]Total energy: 16517539.049714608
[2022-04-10 05:10:51.537613]Total energy: 16516062.539689148
[2022-04-10 05:11:55.760174]Total energy: 16515289.846134659
[2022-04-10 05:13:01.403547]Total energy: 16520580.803113254
[2022-04-10 05:14:05.776573]Total energy: 16519234.26355025
[2022-04-10 05:15:11.052236]Total energy: 16521721.453212753
[2022-04-10 05:16:15.268520]Total energy: 16508968.708412677
[2022-04-10 05:17:19.871128]Total energy: 16512683.53156136
[2022-04-10 05:18:23.887783]Total energy: 16509621.740852138
[2022-04-10 05:19:27.913565]Total energy: 16519543.17142553
[2022-04-10 05:20:50.387139]Total energy: 16529755.90309551
[2022-04-10 05:22:29.681884]Total energy: 16517555.265864555
[2022-04-10 05:23:47.522558]Total energy: 16519345.212823361
[2022-04-10 05:25:06.447171]Total energy: 16508742.251588026
[2022-04-10 05:26:27.700436]Total energy: 16521358.50391053
[2022-04-10 05:27:46.763112]Total energy: 16513021.92502254
[2022-04-10 05:28:56.241512]Total energy: 16518363.412492184
[2022-04-10 05:30:04.077740]Total energy: 16523358.314263904
[2022-04-10 05:31:09.025376]Total energy: 16523766.444343064
[2022-04-10 05:32:13.974389]Total energy: 16523874.360615442
[2022-04-10 05:33:18.925104]Total energy: 16525119.538561001
[2022-04-10 05:34:23.724644]Total energy: 16527536.359686071
[2022-04-10 05:35:28.935159]Total energy: 16518856.699981792
[2022-04-10 05:36:33.825607]Total energy: 16508947.704904024
[2022-04-10 05:37:38.367560]Total energy: 16512818.340585826
[2022-04-10 05:38:43.525122]Total energy: 16519283.118856395
[2022-04-10 05:39:47.830180]Total energy: 16524290.248157818
[2022-04-10 05:41:31.396584]Total energy: 16504997.270952374
[2022-04-10 05:43:07.367514]Total energy: 16511578.31965532
[2022-04-10 05:44:25.630062]Total energy: 16522240.182894122
[2022-04-10 05:45:40.762054]Total energy: 16515505.091987623
[2022-04-10 05:46:54.538406]Total energy: 16525768.299848683
[2022-04-10 05:48:09.436853]Total energy: 16519462.705810802
[2022-04-10 05:49:16.394909]Total energy: 16516058.641157916
[2022-04-10 05:50:21.344826]Total energy: 16514580.535843298
[2022-04-10 05:51:26.921702]Total energy: 16519579.561287908
[2022-04-10 05:52:31.953814]Total energy: 16525044.772107134
[2022-04-10 05:53:36.877299]Total energy: 16523555.300084349
[2022-04-10 05:54:41.997561]Total energy: 16525061.901440103
[2022-04-10 05:55:47.165353]Total energy: 16531171.724824682
[2022-04-10 05:56:52.029668]Total energy: 16514390.074815702
[2022-04-10 05:57:58.137098]Total energy: 16513095.193101106
[2022-04-10 05:59:02.496446]Total energy: 16514021.70075581
[2022-04-10 06:00:07.006010]Total energy: 16525800.601568358
[2022-04-10 06:01:18.947734]Total energy: 16523491.89876033
[2022-04-10 06:02:34.643968]Total energy: 16515283.949405853
[2022-04-10 06:03:49.481927]Total energy: 16516367.008044593
[2022-04-10 06:04:56.107740]Total energy: 16516768.319313157
[2022-04-10 06:06:01.160947]Total energy: 16514371.93548635
[2022-04-10 06:07:06.820256]Total energy: 16520446.472499786
[2022-04-10 06:08:11.841192]Total energy: 16515502.902774567
[2022-04-10 06:09:16.374104]Total energy: 16522615.776403286
[2022-04-10 06:10:20.571092]Total energy: 16513643.247526903
[2022-04-10 06:11:24.907967]Total energy: 16516956.5760781
[2022-04-10 06:12:28.659025]Total energy: 16523760.609613245
[2022-04-10 06:13:33.254066]Total energy: 16516991.898234572
[2022-04-10 06:14:37.705972]Total energy: 16519511.634171622
[2022-04-10 06:15:41.698010]Total energy: 16520335.315658448
[2022-04-10 06:16:45.996041]Total energy: 16528834.21712151
[2022-04-10 06:17:50.291194]Total energy: 16519023.696671702
[2022-04-10 06:18:54.740235]Total energy: 16518186.642021349
[2022-04-10 06:19:59.105372]Total energy: 16516547.375811692
[2022-04-10 06:21:26.518396]Total energy: 16523334.777924823
[2022-04-10 06:22:45.036847]Total energy: 16522286.941309948
[2022-04-10 06:23:51.905423]Total energy: 16515223.58520506
[2022-04-10 06:24:59.518310]Total energy: 16508692.42879636
[2022-04-10 06:26:04.140860]Total energy: 16516629.479392918
[2022-04-10 06:27:08.777530]Total energy: 16522153.761953514
[2022-04-10 06:28:13.207575]Total energy: 16517627.297262892
[2022-04-10 06:29:17.824228]Total energy: 16513051.327502228
[2022-04-10 06:30:41.721617]Total energy: 16520150.219210498
[2022-04-10 06:32:11.276290]Total energy: 16526988.199022837
[2022-04-10 06:33:21.337678]Total energy: 16528252.542745288
[2022-04-10 06:34:26.159688]Total energy: 16514902.20125223
[2022-04-10 06:35:34.145331]Total energy: 16510213.540429052
[2022-04-10 06:36:39.126156]Total energy: 16518965.728027008
[2022-04-10 06:37:43.028854]Total energy: 16516595.72451344
[2022-04-10 06:38:47.238348]Total energy: 16506800.049256824
[2022-04-10 06:39:51.565312]Total energy: 16522269.510726435
[2022-04-10 06:41:22.618188]Total energy: 16518191.248007009
[2022-04-10 06:42:45.191028]Total energy: 16509563.18829041
[2022-04-10 06:43:58.534005]Total energy: 16516391.33106753
[2022-04-10 06:45:10.836717]Total energy: 16530155.583218578
[2022-04-10 06:46:21.335491]Total energy: 16517339.69469443
[2022-04-10 06:47:33.286642]Total energy: 16511374.0694422
[2022-04-10 06:48:39.476630]Total energy: 16504093.117672237
[2022-04-10 06:49:43.649405]Total energy: 16508566.981099866
[2022-04-10 06:50:47.457218]Total energy: 16509993.496481152
[2022-04-10 06:51:51.517052]Total energy: 16514223.128404925
[2022-04-10 06:52:56.091058]Total energy: 16502331.027695252
[2022-04-10 06:54:00.256304]Total energy: 16513932.055273915
[2022-04-10 06:55:04.541063]Total energy: 16524640.52188366
[2022-04-10 06:56:08.266352]Total energy: 16531618.595048428
[2022-04-10 06:57:12.116264]Total energy: 16532110.63895434
[2022-04-10 06:58:16.469293]Total energy: 16523728.034120314
[2022-04-10 06:59:20.478092]Total energy: 16520708.196132177
[2022-04-10 07:00:46.095579]Total energy: 16501562.308022473
[2022-04-10 07:02:17.686667]Total energy: 16525654.71913423
[2022-04-10 07:03:39.382853]Total energy: 16516187.12202936
[2022-04-10 07:05:00.048760]Total energy: 16522295.945475906
[2022-04-10 07:06:09.987912]Total energy: 16519856.894738954
[2022-04-10 07:07:15.463951]Total energy: 16515277.569246972
[2022-04-10 07:08:19.730279]Total energy: 16499586.69438438
[2022-04-10 07:09:23.981588]Total energy: 16519555.247660946
[2022-04-10 07:10:28.038894]Total energy: 16506994.586913206
[2022-04-10 07:11:31.747048]Total energy: 16512800.886008007
[2022-04-10 07:12:35.347241]Total energy: 16510655.180091778
[2022-04-10 07:13:39.236853]Total energy: 16511401.327436525
[2022-04-10 07:14:43.160552]Total energy: 16517556.96998568
[2022-04-10 07:15:46.629156]Total energy: 16511210.815149045
[2022-04-10 07:16:51.051028]Total energy: 16508032.70798973
[2022-04-10 07:17:54.775401]Total energy: 16510200.719261993
[2022-04-10 07:18:58.914202]Total energy: 16519662.470611354
[2022-04-10 07:20:02.405993]Total energy: 16513101.267075984
[2022-04-10 07:21:06.739796]Total energy: 16506047.50200113
[2022-04-10 07:22:10.772482]Total energy: 16522766.002263114
[2022-04-10 07:23:14.735071]Total energy: 16520269.329145132
[2022-04-10 07:24:19.385013]Total energy: 16515248.658450428
[2022-04-10 07:25:23.910907]Total energy: 16508951.082765784
[2022-04-10 07:26:27.782316]Total energy: 16506071.373407206
[2022-04-10 07:27:31.994583]Total energy: 16518445.738764653
[2022-04-10 07:28:35.317018]Total energy: 16527809.059167588
[2022-04-10 07:29:39.516597]Total energy: 16510549.11532211
[2022-04-10 07:30:50.005951]Total energy: 16520649.314295897
[2022-04-10 07:31:55.632133]Total energy: 16514584.632232405
[2022-04-10 07:32:59.871501]Total energy: 16528179.2169947
[2022-04-10 07:34:05.017002]Total energy: 16525564.659265732
[2022-04-10 07:35:08.946564]Total energy: 16526959.757751694
[2022-04-10 07:36:11.717792]Total energy: 16529840.001248028
[2022-04-10 07:37:13.857454]Total energy: 16512827.428454876
[2022-04-10 07:38:15.605805]Total energy: 16526313.866012912
[2022-04-10 07:39:18.280292]Total energy: 16511401.597453963
[2022-04-10 07:40:30.040209]Total energy: 16504949.6660533
[2022-04-10 07:41:55.637704]Total energy: 16512410.444295539
[2022-04-10 07:43:09.771122]Total energy: 16512257.140568629
[2022-04-10 07:44:22.771088]Total energy: 16531567.40552204
[2022-04-10 07:45:34.857651]Total energy: 16536304.911531718
[2022-04-10 07:46:46.899795]Total energy: 16513960.746468423
[2022-04-10 07:47:59.695358]Total energy: 16537992.20699172
[2022-04-10 07:49:16.985191]Total energy: 16511260.504983716
[2022-04-10 07:50:35.694571]Total energy: 16519576.930736331
[2022-04-10 07:51:49.278221]Total energy: 16520334.186039997
[2022-04-10 07:53:02.893666]Total energy: 16525118.939564869
[2022-04-10 07:54:16.100015]Total energy: 16516261.389117686
[2022-04-10 07:55:32.714968]Total energy: 16522774.946975391
[2022-04-10 07:56:37.815724]Total energy: 16504941.822162386
[2022-04-10 07:57:41.050497]Total energy: 16516352.983038887
[2022-04-10 07:58:44.046356]Total energy: 16515546.929767666
[2022-04-10 07:59:47.593278]Total energy: 16519731.717257002
[2022-04-10 08:01:04.963791]Total energy: 16518980.968038214
[2022-04-10 08:02:19.166900]Total energy: 16531264.454531416
[2022-04-10 08:03:23.795892]Total energy: 16508512.643164596
[2022-04-10 08:04:27.157694]Total energy: 16504977.585153798
[2022-04-10 08:05:30.837061]Total energy: 16516410.195198102
[2022-04-10 08:06:34.495913]Total energy: 16532716.240276787
[2022-04-10 08:07:36.874135]Total energy: 16529271.47030092
[2022-04-10 08:08:39.545075]Total energy: 16526180.509705715
[2022-04-10 08:09:42.256834]Total energy: 16517227.124617664
[2022-04-10 08:11:04.095938]Total energy: 16522636.105869772
[2022-04-10 08:12:23.516639]Total energy: 16527598.365356542
[2022-04-10 08:13:29.490947]Total energy: 16508327.56751889
[2022-04-10 08:14:32.814108]Total energy: 16512021.357377455
[2022-04-10 08:15:36.810805]Total energy: 16522639.28078199
[2022-04-10 08:16:40.270232]Total energy: 16526907.674721785
[2022-04-10 08:17:43.858067]Total energy: 16512203.727567554
[2022-04-10 08:18:52.123201]Total energy: 16524073.548293222
[2022-04-10 08:19:55.412052]Total energy: 16511430.464127073
[2022-04-10 08:21:04.954306]Total energy: 16507310.686742969
[2022-04-10 08:22:16.485837]Total energy: 16518462.921167905
[2022-04-10 08:23:21.487818]Total energy: 16515271.368706916
[2022-04-10 08:24:24.303686]Total energy: 16524540.467813585
[2022-04-10 08:25:27.756081]Total energy: 16524623.765320363
[2022-04-10 08:26:30.857917]Total energy: 16530289.221468253
[2022-04-10 08:27:34.515919]Total energy: 16513010.303319843
[2022-04-10 08:28:38.721688]Total energy: 16516903.736238793
[2022-04-10 08:29:43.377598]Total energy: 16512533.726781406
[2022-04-10 08:31:09.852572]Total energy: 16518726.919980189
[2022-04-10 08:32:37.509735]Total energy: 16520672.4041387
[2022-04-10 08:33:50.584237]Total energy: 16515746.378826171
[2022-04-10 08:34:57.000071]Total energy: 16518774.320535518
[2022-04-10 08:36:00.706192]Total energy: 16522733.708776105
[2022-04-10 08:37:03.537449]Total energy: 16515717.53141037
[2022-04-10 08:38:06.378104]Total energy: 16524237.477237504
[2022-04-10 08:39:09.045013]Total energy: 16521669.08900608
[2022-04-10 08:40:14.968155]Total energy: 16519590.874628004
[2022-04-10 08:41:19.368388]Total energy: 16516046.510381132
[2022-04-10 08:42:24.557798]Total energy: 16514382.82307759
[2022-04-10 08:43:28.208057]Total energy: 16522554.919544978
[2022-04-10 08:44:32.326310]Total energy: 16514680.931803772
[2022-04-10 08:45:38.114372]Total energy: 16518009.904071001
[2022-04-10 08:46:41.127598]Total energy: 16517144.159243425
[2022-04-10 08:47:44.470121]Total energy: 16523493.273632994
[2022-04-10 08:48:49.632719]Total energy: 16508181.148962276
[2022-04-10 08:49:52.720803]Total energy: 16519144.303070948
[2022-04-10 08:50:56.470234]Total energy: 16519413.832160262
[2022-04-10 08:51:59.599761]Total energy: 16518768.828806357
[2022-04-10 08:53:03.430300]Total energy: 16507506.641469486
[2022-04-10 08:54:07.543734]Total energy: 16520642.35717487
[2022-04-10 08:55:10.119856]Total energy: 16532419.243196739
[2022-04-10 08:56:14.811292]Total energy: 16524677.172812644
[2022-04-10 08:57:16.280186]Total energy: 16516383.244527819
[2022-04-10 08:58:18.440280]Total energy: 16510756.19235605
[2022-04-10 08:59:20.494371]Total energy: 16504344.649453536
[2022-04-10 09:00:28.143263]Total energy: 16513035.828795671
[2022-04-10 09:01:36.217260]Total energy: 16524190.531893548
[2022-04-10 09:02:48.589607]Total energy: 16513367.09013789
[2022-04-10 09:03:58.508443]Total energy: 16515381.091225078
[2022-04-10 09:05:01.928445]Total energy: 16521258.553387988
[2022-04-10 09:06:04.719902]Total energy: 16510436.277931528
[2022-04-10 09:07:07.960016]Total energy: 16501406.759567142
[2022-04-10 09:08:11.095230]Total energy: 16506504.43820478
[2022-04-10 09:09:14.279747]Total energy: 16521012.994929248
[2022-04-10 09:10:17.396445]Total energy: 16504067.313294243
[2022-04-10 09:11:29.998467]Total energy: 16530792.377500532
[2022-04-10 09:12:42.981233]Total energy: 16520624.309931664
[2022-04-10 09:13:48.237392]Total energy: 16512474.444053017
[2022-04-10 09:14:50.254832]Total energy: 16523417.975799724
[2022-04-10 09:15:52.362550]Total energy: 16526625.02931347
[2022-04-10 09:16:55.024060]Total energy: 16511716.098343594
[2022-04-10 09:17:58.236101]Total energy: 16525485.156949535
[2022-04-10 09:19:01.468917]Total energy: 16523548.308994224
[2022-04-10 09:20:03.908362]Total energy: 16520110.959897105
[2022-04-10 09:21:09.182072]Total energy: 16523954.970138906
[2022-04-10 09:22:13.850154]Total energy: 16514224.612582406
[2022-04-10 09:23:16.316519]Total energy: 16507261.81353954
[2022-04-10 09:24:20.211836]Total energy: 16518709.433756087
[2022-04-10 09:25:22.708609]Total energy: 16531724.125330346
[2022-04-10 09:26:25.968035]Total energy: 16504891.352662839
[2022-04-10 09:27:28.394267]Total energy: 16522531.264450531
[2022-04-10 09:28:30.672873]Total energy: 16512413.209160656
[2022-04-10 09:29:33.287782]Total energy: 16531908.187439032
[2022-04-10 09:30:36.709885]Total energy: 16513869.081980068
[2022-04-10 09:31:39.431390]Total energy: 16515415.526988829
[2022-04-10 09:32:42.872372]Total energy: 16528382.621321997
[2022-04-10 09:33:46.119711]Total energy: 16525125.217023995
[2022-04-10 09:34:49.106664]Total energy: 16511607.640274288
[2022-04-10 09:35:51.769429]Total energy: 16524481.333270092
[2022-04-10 09:36:54.428273]Total energy: 16521301.232231177
[2022-04-10 09:37:56.698944]Total energy: 16515033.089743474
[2022-04-10 09:39:00.544592]Total energy: 16513270.904117187
[2022-04-10 09:40:03.392732]Total energy: 16520643.944718529
[2022-04-10 09:41:16.514302]Total energy: 16510144.104816109
[2022-04-10 09:42:33.350260]Total energy: 16530538.865775261
[2022-04-10 09:43:49.150279]Total energy: 16526440.602269275
[2022-04-10 09:45:00.814720]Total energy: 16513965.229653632
[2022-04-10 09:46:05.032709]Total energy: 16510267.986019267
[2022-04-10 09:47:08.136803]Total energy: 16525058.491891338
[2022-04-10 09:48:12.241795]Total energy: 16526936.140857074
[2022-04-10 09:49:16.060835]Total energy: 16518422.764464341
[2022-04-10 09:50:24.457888]Total energy: 16513549.17288522
[2022-04-10 09:51:49.590297]Total energy: 16515395.300418008
[2022-04-10 09:52:59.602649]Total energy: 16511582.680615101
[2022-04-10 09:54:08.970882]Total energy: 16527729.411870565
[2022-04-10 09:55:19.838722]Total energy: 16505823.434403092
[2022-04-10 09:56:31.885904]Total energy: 16511912.562492969
[2022-04-10 09:57:40.432176]Total energy: 16506445.102894174
[2022-04-10 09:58:43.763993]Total energy: 16515176.04613177
[2022-04-10 09:59:46.259252]Total energy: 16513662.138268
[2022-04-10 10:01:12.738710]Total energy: 16526867.517634159
[2022-04-10 10:02:41.742212]Total energy: 16517695.6338327
[2022-04-10 10:03:52.889349]Total energy: 16519129.843293192
[2022-04-10 10:04:57.282289]Total energy: 16513069.246967481
[2022-04-10 10:06:02.396622]Total energy: 16516403.285290755
[2022-04-10 10:07:05.493042]Total energy: 16513956.412501357
[2022-04-10 10:08:10.353030]Total energy: 16516872.657347571
[2022-04-10 10:09:12.667835]Total energy: 16512534.166830555
[2022-04-10 10:10:16.323279]Total energy: 16502449.4395947
[2022-04-10 10:11:25.502578]Total energy: 16527209.682559874
[2022-04-10 10:12:34.709931]Total energy: 16526607.419990541
[2022-04-10 10:13:43.250144]Total energy: 16524553.70285828
[2022-04-10 10:14:55.166621]Total energy: 16513594.540862676
[2022-04-10 10:15:57.928803]Total energy: 16509732.199848441
[2022-04-10 10:17:01.996786]Total energy: 16526766.841257496
[2022-04-10 10:18:04.784095]Total energy: 16516521.017232094
[2022-04-10 10:19:14.271622]Total energy: 16518097.024102755
[2022-04-10 10:20:16.969681]Total energy: 16525936.45166823
[2022-04-10 10:21:26.845367]Total energy: 16517334.978034435
[2022-04-10 10:22:40.430155]Total energy: 16515801.766574252
[2022-04-10 10:23:53.242121]Total energy: 16536090.084530257
[2022-04-10 10:25:09.487739]Total energy: 16515037.089343043
[2022-04-10 10:26:14.765532]Total energy: 16514087.19656654
[2022-04-10 10:27:17.368272]Total energy: 16521843.80822998
[2022-04-10 10:28:19.793133]Total energy: 16507616.896902075
[2022-04-10 10:29:22.358283]Total energy: 16521905.306461694
[2022-04-10 10:30:27.589018]Total energy: 16521557.780379118
[2022-04-10 10:31:31.917772]Total energy: 16502765.00176798
[2022-04-10 10:32:34.209583]Total energy: 16509195.415145112
[2022-04-10 10:33:35.718700]Total energy: 16511527.163018886
[2022-04-10 10:34:39.890631]Total energy: 16517694.595193403
[2022-04-10 10:35:42.587743]Total energy: 16504500.37015573
[2022-04-10 10:36:46.062645]Total energy: 16510140.54812115
[2022-04-10 10:37:50.201991]Total energy: 16514396.314816365
[2022-04-10 10:38:53.311240]Total energy: 16516650.418139588
[2022-04-10 10:39:56.173145]Total energy: 16516265.599725675
[2022-04-10 10:40:59.425301]Total energy: 16517625.439147731
[2022-04-10 10:42:02.277923]Total energy: 16509683.794361696
[2022-04-10 10:43:05.181400]Total energy: 16524731.089620909
[2022-04-10 10:44:07.978260]Total energy: 16521518.92347404
[2022-04-10 10:45:11.601544]Total energy: 16512275.241690923
[2022-04-10 10:46:13.693151]Total energy: 16522598.628467707
[2022-04-10 10:47:16.834885]Total energy: 16521320.945589619
[2022-04-10 10:48:19.430612]Total energy: 16518579.784137398
[2022-04-10 10:49:21.666535]Total energy: 16502112.441362157
[2022-04-10 10:50:44.167530]Total energy: 16509027.321615934
[2022-04-10 10:52:21.182578]Total energy: 16517339.373630954
[2022-04-10 10:54:00.566229]Total energy: 16516333.806373142
[2022-04-10 10:55:39.402453]Total energy: 16526200.55337267
[2022-04-10 10:57:04.862178]Total energy: 16526847.771228263
[2022-04-10 10:58:23.375739]Total energy: 16516832.357269328
[2022-04-10 10:59:38.851254]Total energy: 16523281.583203547
[2022-04-10 11:00:45.370427]Total energy: 16528623.124986239
[2022-04-10 11:01:47.345698]Total energy: 16515476.754562497
[2022-04-10 11:02:50.433123]Total energy: 16512150.309755793
[2022-04-10 11:03:52.631532]Total energy: 16535125.131989434
[2022-04-10 11:04:55.310882]Total energy: 16519604.383968791
[2022-04-10 11:05:58.109040]Total energy: 16530139.902339002
[2022-04-10 11:07:05.827857]Total energy: 16509541.48526593
[2022-04-10 11:08:09.763056]Total energy: 16517080.800895806
[2022-04-10 11:09:12.203327]Total energy: 16511867.596340042
[2022-04-10 11:10:15.008440]Total energy: 16515752.985613426
[2022-04-10 11:11:40.719222]Total energy: 16505080.459814942
[2022-04-10 11:12:52.925611]Total energy: 16508776.233024525
[2022-04-10 11:14:01.233835]Total energy: 16523707.688327195
[2022-04-10 11:15:11.828447]Total energy: 16523891.736849418
[2022-04-10 11:16:22.230275]Total energy: 16508849.967814382
[2022-04-10 11:17:31.795246]Total energy: 16522477.881387025
[2022-04-10 11:18:37.120277]Total energy: 16512153.820182644
[2022-04-10 11:19:39.154764]Total energy: 16521782.45432615
[2022-04-10 11:20:42.095634]Total energy: 16503781.098960318
[2022-04-10 11:21:44.134408]Total energy: 16518683.489424909
[2022-04-10 11:22:46.871635]Total energy: 16515433.900014363
