initial: all - optimal_only_all
[2022-04-09 10:20:16.386745]Total energy: 31028140.486718733
[2022-04-09 10:21:27.184706]Total energy: 31019977.12044284
[2022-04-09 10:22:43.116915]Total energy: 31007308.695370506
[2022-04-09 10:23:42.259271]Total energy: 31026085.884058923
[2022-04-09 10:24:43.408486]Total energy: 31061489.30247005
[2022-04-09 10:25:42.226780]Total energy: 31025937.75850646
[2022-04-09 10:26:27.392095]Total energy: 30994270.586463258
[2022-04-09 10:27:12.290427]Total energy: 30980671.767620165
[2022-04-09 10:27:57.423686]Total energy: 31029740.504212137
[2022-04-09 10:28:41.799754]Total energy: 31035261.74622833
[2022-04-09 10:29:25.428651]Total energy: 30992597.452755865
[2022-04-09 10:30:10.027219]Total energy: 31048059.239764236
[2022-04-09 10:31:23.583205]Total energy: 31008457.72003945
[2022-04-09 10:32:35.240771]Total energy: 30990571.402290467
[2022-04-09 10:33:19.601003]Total energy: 31002785.809585426
[2022-04-09 10:34:03.581860]Total energy: 30984645.00533149
[2022-04-09 10:34:47.539949]Total energy: 30985042.740295187
[2022-04-09 10:35:31.725131]Total energy: 30985711.084009152
[2022-04-09 10:36:16.408384]Total energy: 30980874.47967107
[2022-04-09 10:37:06.723625]Total energy: 30966033.42700408
[2022-04-09 10:37:50.634101]Total energy: 31000989.12890774
[2022-04-09 10:38:39.391641]Total energy: 31018567.10503715
[2022-04-09 10:39:23.001586]Total energy: 30993577.542283222
[2022-04-09 10:40:06.961343]Total energy: 31000859.732662033
[2022-04-09 10:41:24.207898]Total energy: 31000755.881821346
[2022-04-09 10:42:29.838476]Total energy: 31033569.038987733
[2022-04-09 10:43:24.795669]Total energy: 30981697.275053155
[2022-04-09 10:44:20.537837]Total energy: 31030915.193826854
[2022-04-09 10:45:09.722308]Total energy: 31041229.36414652
[2022-04-09 10:45:53.779327]Total energy: 31024555.075833656
[2022-04-09 10:46:38.431248]Total energy: 30988644.968401577
[2022-04-09 10:47:22.695350]Total energy: 31000858.43984988
[2022-04-09 10:48:06.410212]Total energy: 31022957.00262184
[2022-04-09 10:48:50.479989]Total energy: 31003435.896444008
[2022-04-09 10:49:36.435013]Total energy: 30969752.16030531
[2022-04-09 10:50:42.944531]Total energy: 31007060.74210016
[2022-04-09 10:52:05.407651]Total energy: 30977567.39676477
[2022-04-09 10:53:17.904136]Total energy: 31046690.674521584
[2022-04-09 10:54:20.882042]Total energy: 31038799.463329054
[2022-04-09 10:55:15.461150]Total energy: 31039229.38833668
[2022-04-09 10:56:04.919295]Total energy: 30989800.35355098
[2022-04-09 10:56:49.154801]Total energy: 31028263.7661375
[2022-04-09 10:57:33.389116]Total energy: 31001351.880028766
[2022-04-09 10:58:18.854576]Total energy: 31020099.640374724
[2022-04-09 10:59:03.263795]Total energy: 31044421.689359076
[2022-04-09 10:59:46.953508]Total energy: 31003192.495161362
[2022-04-09 11:01:08.094124]Total energy: 31014475.183538828
[2022-04-09 11:02:16.897171]Total energy: 31051159.233677562
[2022-04-09 11:03:05.247394]Total energy: 31031054.177830115
[2022-04-09 11:03:50.117425]Total energy: 31061525.038107708
[2022-04-09 11:04:34.981102]Total energy: 30989488.976918336
[2022-04-09 11:05:20.423561]Total energy: 31015204.716698438
[2022-04-09 11:06:05.387022]Total energy: 31050541.386067387
[2022-04-09 11:06:50.504215]Total energy: 30976345.10624644
[2022-04-09 11:07:36.313865]Total energy: 31040484.416705437
[2022-04-09 11:08:21.231216]Total energy: 31056811.523314733
[2022-04-09 11:09:06.632309]Total energy: 31025911.721756473
[2022-04-09 11:09:51.995777]Total energy: 31004029.295704298
[2022-04-09 11:10:56.333413]Total energy: 31021020.045295577
[2022-04-09 11:11:59.719061]Total energy: 30984553.300788384
[2022-04-09 11:12:53.885344]Total energy: 31018847.80004554
[2022-04-09 11:13:44.273115]Total energy: 31000122.81372152
[2022-04-09 11:14:29.502291]Total energy: 31021633.711508732
[2022-04-09 11:15:17.149999]Total energy: 30987322.941994324
[2022-04-09 11:16:03.701566]Total energy: 31017071.46091633
[2022-04-09 11:16:51.403835]Total energy: 31043099.417976893
[2022-04-09 11:17:36.933603]Total energy: 31008043.176158473
[2022-04-09 11:18:22.709713]Total energy: 30997201.838978298
[2022-04-09 11:19:10.533588]Total energy: 30970632.13741202
[2022-04-09 11:19:55.274777]Total energy: 30991611.605726317
[2022-04-09 11:21:05.378337]Total energy: 31019865.19521062
[2022-04-09 11:22:23.195687]Total energy: 30962873.008219775
[2022-04-09 11:23:25.483296]Total energy: 31019034.906653434
[2022-04-09 11:24:12.388615]Total energy: 31062282.52996483
[2022-04-09 11:24:56.509283]Total energy: 30992945.17204467
[2022-04-09 11:25:40.683205]Total energy: 31009234.61467486
[2022-04-09 11:26:25.053278]Total energy: 31020460.9409785
[2022-04-09 11:27:09.262562]Total energy: 31030444.0670024
[2022-04-09 11:27:56.180613]Total energy: 31010150.203181207
[2022-04-09 11:28:39.793332]Total energy: 30983058.686735954
[2022-04-09 11:29:23.657668]Total energy: 30997454.786622252
[2022-04-09 11:30:07.701208]Total energy: 31020048.462397218
[2022-04-09 11:31:09.290468]Total energy: 30965576.266956303
[2022-04-09 11:32:07.275005]Total energy: 30973502.70782976
[2022-04-09 11:32:54.290297]Total energy: 31023378.204273228
[2022-04-09 11:33:38.241103]Total energy: 30995454.627381496
[2022-04-09 11:34:22.102403]Total energy: 31036869.15863963
[2022-04-09 11:35:06.435570]Total energy: 31015766.85668382
[2022-04-09 11:35:50.246460]Total energy: 31023050.94776588
[2022-04-09 11:36:33.754734]Total energy: 31005683.15157156
[2022-04-09 11:37:17.267891]Total energy: 30956209.63965883
[2022-04-09 11:38:00.956768]Total energy: 31027340.874143686
[2022-04-09 11:38:44.726986]Total energy: 30955312.775865097
[2022-04-09 11:39:28.889699]Total energy: 31025389.28504473
[2022-04-09 11:40:13.715406]Total energy: 31009147.071617287
[2022-04-09 11:41:32.191253]Total energy: 31032287.139779508
[2022-04-09 11:42:36.706015]Total energy: 30979613.740572233
[2022-04-09 11:43:36.621402]Total energy: 31062732.60656596
[2022-04-09 11:44:33.446051]Total energy: 31024448.215486534
[2022-04-09 11:45:26.452712]Total energy: 31035423.25215541
[2022-04-09 11:46:13.087174]Total energy: 31077025.971065726
[2022-04-09 11:46:57.456470]Total energy: 31039016.10156197
[2022-04-09 11:47:41.185009]Total energy: 31019842.40769955
[2022-04-09 11:48:24.488204]Total energy: 30975353.020528153
[2022-04-09 11:49:08.251856]Total energy: 31000284.60759128
[2022-04-09 11:49:54.355348]Total energy: 31008753.957497954
[2022-04-09 11:51:12.536369]Total energy: 30970606.361084737
[2022-04-09 11:52:17.092430]Total energy: 31045709.300829984
[2022-04-09 11:53:10.666999]Total energy: 31014946.619890273
[2022-04-09 11:53:56.461182]Total energy: 30974557.97849465
[2022-04-09 11:54:41.260829]Total energy: 30992336.252657656
[2022-04-09 11:55:25.352954]Total energy: 31046218.49912205
[2022-04-09 11:56:10.299667]Total energy: 30996249.969430137
[2022-04-09 11:56:53.738654]Total energy: 31010477.41258349
[2022-04-09 11:57:40.663883]Total energy: 31014002.795593284
[2022-04-09 11:58:24.253090]Total energy: 31046249.8331741
[2022-04-09 11:59:08.085177]Total energy: 31022236.589494202
[2022-04-09 11:59:52.165448]Total energy: 31031225.14386789
[2022-04-09 12:01:02.047007]Total energy: 31030563.867954515
[2022-04-09 12:02:08.112386]Total energy: 30997528.500647448
[2022-04-09 12:03:04.635074]Total energy: 31039975.61861869
[2022-04-09 12:04:01.827829]Total energy: 30987143.843453996
[2022-04-09 12:04:54.189071]Total energy: 31000540.398722332
[2022-04-09 12:05:39.644290]Total energy: 31006382.961819515
[2022-04-09 12:06:23.908706]Total energy: 31004929.91027343
[2022-04-09 12:07:07.855256]Total energy: 30996360.401033722
[2022-04-09 12:07:51.424652]Total energy: 30961664.249673434
[2022-04-09 12:08:35.866688]Total energy: 31050210.629649386
[2022-04-09 12:09:20.006496]Total energy: 31006530.538493697
[2022-04-09 12:10:04.116465]Total energy: 30992309.796214435
[2022-04-09 12:10:54.976130]Total energy: 31004161.226430345
[2022-04-09 12:11:47.919578]Total energy: 31022821.69823053
[2022-04-09 12:12:35.019932]Total energy: 31000443.182344776
[2022-04-09 12:13:19.192427]Total energy: 31044880.670275778
[2022-04-09 12:14:03.773110]Total energy: 31040710.173911996
[2022-04-09 12:14:48.158432]Total energy: 31022212.101871803
[2022-04-09 12:15:32.638978]Total energy: 30998562.491973553
[2022-04-09 12:16:16.006010]Total energy: 30994822.992281754
[2022-04-09 12:16:59.871086]Total energy: 31028433.238365702
[2022-04-09 12:17:43.916775]Total energy: 31043894.102773618
[2022-04-09 12:18:27.572391]Total energy: 31016651.845108837
[2022-04-09 12:19:20.006416]Total energy: 31021510.059494708
[2022-04-09 12:20:03.613001]Total energy: 31025511.514235556
[2022-04-09 12:21:13.778559]Total energy: 31004095.027020272
[2022-04-09 12:22:14.810137]Total energy: 31047753.74139411
[2022-04-09 12:23:00.774447]Total energy: 31026698.43807323
[2022-04-09 12:23:49.502746]Total energy: 31026916.274865683
[2022-04-09 12:24:34.420967]Total energy: 30998480.53418342
[2022-04-09 12:25:19.137754]Total energy: 31020620.6661103
[2022-04-09 12:26:03.486563]Total energy: 31005298.932839386
[2022-04-09 12:26:53.900093]Total energy: 30965996.46970014
[2022-04-09 12:27:37.838762]Total energy: 31023580.257087957
[2022-04-09 12:28:21.870880]Total energy: 31007003.658896584
[2022-04-09 12:29:06.474079]Total energy: 31029995.637551617
[2022-04-09 12:29:50.001848]Total energy: 30994737.176608514
[2022-04-09 12:30:58.984142]Total energy: 31012876.484375834
[2022-04-09 12:32:03.453414]Total energy: 31001206.842149008
[2022-04-09 12:33:02.631906]Total energy: 31033719.29153563
[2022-04-09 12:34:00.381519]Total energy: 31038956.511751384
[2022-04-09 12:34:49.353197]Total energy: 31010885.610381585
[2022-04-09 12:35:34.715398]Total energy: 31016454.084548835
[2022-04-09 12:36:19.496982]Total energy: 30971799.53025994
[2022-04-09 12:37:02.945333]Total energy: 31046070.150739875
[2022-04-09 12:37:46.532928]Total energy: 31011341.9648386
[2022-04-09 12:38:30.258720]Total energy: 31026615.22460354
[2022-04-09 12:39:13.912670]Total energy: 31012378.523085456
[2022-04-09 12:39:57.413019]Total energy: 30999375.144218974
[2022-04-09 12:41:03.083929]Total energy: 30999023.441626523
[2022-04-09 12:42:04.422397]Total energy: 31040246.00517949
[2022-04-09 12:43:04.330153]Total energy: 31006799.206969567
[2022-04-09 12:43:56.926821]Total energy: 31015558.16812534
[2022-04-09 12:44:40.768681]Total energy: 30975971.10536985
[2022-04-09 12:45:24.776050]Total energy: 30983115.131319746
[2022-04-09 12:46:08.871113]Total energy: 31008644.7351357
[2022-04-09 12:46:53.033725]Total energy: 30954245.944005594
[2022-04-09 12:47:36.418357]Total energy: 31044714.66104163
[2022-04-09 12:48:20.060390]Total energy: 30981825.79369357
[2022-04-09 12:49:03.914830]Total energy: 31019315.730779666
[2022-04-09 12:49:48.092649]Total energy: 31010534.40163032
[2022-04-09 12:50:35.414438]Total energy: 30974309.26309906
[2022-04-09 12:51:30.547770]Total energy: 31052071.112907186
[2022-04-09 12:52:18.007565]Total energy: 31015336.861089565
[2022-04-09 12:53:02.661009]Total energy: 31020093.89934713
[2022-04-09 12:53:46.206718]Total energy: 30977871.662967723
[2022-04-09 12:54:29.613493]Total energy: 31049127.107723594
[2022-04-09 12:55:13.136232]Total energy: 31036281.71871739
[2022-04-09 12:55:58.700371]Total energy: 31046666.311387442
[2022-04-09 12:56:42.295479]Total energy: 31018484.259061344
[2022-04-09 12:57:25.993588]Total energy: 31011972.041296925
[2022-04-09 12:58:10.230581]Total energy: 30968904.28077859
[2022-04-09 12:58:53.585389]Total energy: 31024376.000993103
[2022-04-09 12:59:37.093859]Total energy: 31022032.642003525
[2022-04-09 13:00:27.550585]Total energy: 31029401.758030735
[2022-04-09 13:01:46.287628]Total energy: 30997283.369704206
[2022-04-09 13:02:40.698072]Total energy: 30993702.702193853
[2022-04-09 13:03:36.474926]Total energy: 31029212.03634165
[2022-04-09 13:04:33.725002]Total energy: 31011664.750668235
[2022-04-09 13:05:33.287082]Total energy: 31005462.532371853
[2022-04-09 13:06:25.138110]Total energy: 31014672.821134593
[2022-04-09 13:07:08.938910]Total energy: 30994147.703153647
[2022-04-09 13:07:52.793437]Total energy: 31018210.56415447
[2022-04-09 13:08:36.706518]Total energy: 30984112.226015165
[2022-04-09 13:09:20.731024]Total energy: 31006586.055295292
[2022-04-09 13:10:04.359027]Total energy: 31018728.83364939
[2022-04-09 13:11:08.404524]Total energy: 31005638.653569378
[2022-04-09 13:12:04.738558]Total energy: 30974255.562168136
[2022-04-09 13:12:59.089195]Total energy: 31019276.237539843
[2022-04-09 13:13:56.850964]Total energy: 31038790.093034927
[2022-04-09 13:14:49.395039]Total energy: 30996920.773730133
[2022-04-09 13:15:33.582800]Total energy: 31012884.334331848
[2022-04-09 13:16:18.745605]Total energy: 31031297.273355205
[2022-04-09 13:17:02.757032]Total energy: 30987173.880449414
[2022-04-09 13:17:47.473231]Total energy: 31000831.991060983
[2022-04-09 13:18:31.819389]Total energy: 30981854.895874318
[2022-04-09 13:19:15.375477]Total energy: 30932190.461700425
[2022-04-09 13:19:59.500732]Total energy: 31008359.855473142
[2022-04-09 13:20:47.097647]Total energy: 31059189.06619508
[2022-04-09 13:21:31.009363]Total energy: 30998150.68952124
[2022-04-09 13:22:15.425409]Total energy: 30984159.050535504
[2022-04-09 13:23:01.280588]Total energy: 31001033.874671582
[2022-04-09 13:23:45.470628]Total energy: 31013097.218274947
[2022-04-09 13:24:31.022809]Total energy: 30935219.331321854
[2022-04-09 13:25:17.370403]Total energy: 31019661.459070906
[2022-04-09 13:26:02.827763]Total energy: 30984710.228747983
[2022-04-09 13:26:49.873269]Total energy: 31042577.66921033
[2022-04-09 13:27:34.786682]Total energy: 31000423.967151523
[2022-04-09 13:28:20.445659]Total energy: 30988478.576233104
[2022-04-09 13:29:06.080189]Total energy: 30979725.24838884
[2022-04-09 13:29:53.281705]Total energy: 31028473.05676529
[2022-04-09 13:30:51.951457]Total energy: 31021759.260034934
[2022-04-09 13:31:48.708621]Total energy: 30989703.86745743
[2022-04-09 13:32:38.553264]Total energy: 30984767.39415922
[2022-04-09 13:33:27.410982]Total energy: 30986669.342424914
[2022-04-09 13:34:12.580902]Total energy: 30995668.943845574
[2022-04-09 13:34:57.868600]Total energy: 31001704.110255823
[2022-04-09 13:35:44.587846]Total energy: 31029300.014684327
[2022-04-09 13:36:29.615266]Total energy: 30976278.680262625
[2022-04-09 13:37:14.291266]Total energy: 31042609.690100875
[2022-04-09 13:38:01.690808]Total energy: 31023178.983696796
[2022-04-09 13:38:46.227767]Total energy: 31028035.25022442
[2022-04-09 13:39:30.556502]Total energy: 31022665.466582544
[2022-04-09 13:40:14.973091]Total energy: 30979061.505530205
[2022-04-09 13:41:13.615307]Total energy: 31045251.470635217
[2022-04-09 13:42:08.359704]Total energy: 31027419.86970752
[2022-04-09 13:43:00.812802]Total energy: 31042698.214361694
[2022-04-09 13:43:45.314237]Total energy: 31024614.051628623
[2022-04-09 13:44:29.882197]Total energy: 31033383.291383408
[2022-04-09 13:45:14.822957]Total energy: 31014450.808800273
[2022-04-09 13:46:00.784461]Total energy: 31009444.7447129
[2022-04-09 13:46:46.083586]Total energy: 31048659.757689614
[2022-04-09 13:47:29.980138]Total energy: 31028027.403172474
[2022-04-09 13:48:14.771971]Total energy: 30988661.172783244
[2022-04-09 13:48:59.923425]Total energy: 30988910.89393703
[2022-04-09 13:49:45.574404]Total energy: 30979770.51149295
[2022-04-09 13:50:45.968581]Total energy: 30991186.411840662
[2022-04-09 13:51:47.629451]Total energy: 30973890.065681834
[2022-04-09 13:52:56.279057]Total energy: 30999181.80662567
[2022-04-09 13:54:21.949966]Total energy: 30984947.254965786
[2022-04-09 13:55:45.067461]Total energy: 31050270.401965152
[2022-04-09 13:56:58.543397]Total energy: 30981882.550618824
[2022-04-09 13:58:22.216909]Total energy: 31002109.35833705
[2022-04-09 13:59:42.262785]Total energy: 30988370.290937863
[2022-04-09 14:01:03.241113]Total energy: 31020716.758172538
[2022-04-09 14:02:22.091473]Total energy: 31046398.541827142
[2022-04-09 14:03:37.751255]Total energy: 31034393.617255945
[2022-04-09 14:04:55.017164]Total energy: 31045116.247905985
[2022-04-09 14:06:12.426164]Total energy: 31051028.838564098
[2022-04-09 14:07:26.214397]Total energy: 31006816.33187199
[2022-04-09 14:08:47.728734]Total energy: 30956635.577044282
[2022-04-09 14:10:00.787694]Total energy: 30992412.045021094
[2022-04-09 14:11:18.768393]Total energy: 31014617.38498617
[2022-04-09 14:12:32.519156]Total energy: 31027248.991714213
[2022-04-09 14:13:50.170314]Total energy: 31024785.3147024
[2022-04-09 14:15:05.070805]Total energy: 31029566.245319977
[2022-04-09 14:16:16.033150]Total energy: 31028210.955658283
[2022-04-09 14:17:38.710312]Total energy: 31018084.760622367
[2022-04-09 14:19:00.243075]Total energy: 31019895.06497443
[2022-04-09 14:19:45.893567]Total energy: 30995747.36763417
[2022-04-09 14:20:30.253061]Total energy: 31009107.372418657
[2022-04-09 14:21:14.020128]Total energy: 30984758.74412435
[2022-04-09 14:22:01.491624]Total energy: 30999452.76578457
[2022-04-09 14:22:46.799710]Total energy: 30967680.730290245
[2022-04-09 14:23:31.383301]Total energy: 31027236.879779484
[2022-04-09 14:24:16.276924]Total energy: 31022155.584944412
[2022-04-09 14:25:00.666120]Total energy: 31037810.481011838
[2022-04-09 14:25:45.135888]Total energy: 31022834.53260285
[2022-04-09 14:26:29.407699]Total energy: 30997160.69795122
[2022-04-09 14:27:13.957017]Total energy: 30988553.455857854
[2022-04-09 14:27:59.894205]Total energy: 30981807.651742257
[2022-04-09 14:28:43.638741]Total energy: 31025331.076533
[2022-04-09 14:29:27.748636]Total energy: 31015378.705579676
[2022-04-09 14:30:14.869051]Total energy: 31074497.407670744
[2022-04-09 14:31:24.061816]Total energy: 30998487.032194152
[2022-04-09 14:32:24.197267]Total energy: 31029619.177940883
[2022-04-09 14:33:12.608396]Total energy: 30994446.210518066
[2022-04-09 14:33:58.776071]Total energy: 30999167.634320416
[2022-04-09 14:34:48.609155]Total energy: 31007265.9138447
[2022-04-09 14:35:34.766660]Total energy: 31010492.63177897
[2022-04-09 14:36:20.412512]Total energy: 31009235.547044553
[2022-04-09 14:37:06.989214]Total energy: 30959391.541704196
[2022-04-09 14:37:52.426998]Total energy: 30969800.219635103
[2022-04-09 14:38:40.152266]Total energy: 31002251.418591287
[2022-04-09 14:39:24.715403]Total energy: 31025164.72913259
[2022-04-09 14:40:10.889218]Total energy: 30990210.532790978
[2022-04-09 14:41:20.145792]Total energy: 31005163.608554255
[2022-04-09 14:42:19.451038]Total energy: 31031592.137138218
[2022-04-09 14:43:09.082177]Total energy: 30992840.396308716
[2022-04-09 14:44:07.921823]Total energy: 31023269.06439527
[2022-04-09 14:45:10.682481]Total energy: 30999340.503091894
[2022-04-09 14:45:59.106165]Total energy: 31038233.059691377
[2022-04-09 14:46:46.593278]Total energy: 30955174.603499014
[2022-04-09 14:47:33.054259]Total energy: 30965468.90061367
[2022-04-09 14:48:25.451637]Total energy: 31001832.076332193
[2022-04-09 14:49:11.904300]Total energy: 31015376.435706496
[2022-04-09 14:49:57.910465]Total energy: 30994343.080194946
[2022-04-09 14:51:08.072210]Total energy: 31014090.190165706
[2022-04-09 14:52:08.318358]Total energy: 30965854.168859955
[2022-04-09 14:52:57.941613]Total energy: 30992221.66035695
[2022-04-09 14:53:45.386141]Total energy: 30995682.888053294
[2022-04-09 14:54:31.071583]Total energy: 30965610.973808095
[2022-04-09 14:55:17.846608]Total energy: 31010317.79591668
[2022-04-09 14:56:01.827774]Total energy: 30997250.817597643
[2022-04-09 14:56:46.607374]Total energy: 31026359.4343896
[2022-04-09 14:57:34.648471]Total energy: 31014144.566047914
[2022-04-09 14:58:18.790189]Total energy: 30981812.024828803
[2022-04-09 14:59:04.137565]Total energy: 30980713.80500379
[2022-04-09 14:59:47.955078]Total energy: 30976863.430818588
[2022-04-09 15:00:54.308818]Total energy: 31033525.139835756
[2022-04-09 15:01:56.762639]Total energy: 31025304.375120617
[2022-04-09 15:02:41.402980]Total energy: 31037046.150793143
[2022-04-09 15:03:26.440651]Total energy: 30990118.34094851
[2022-04-09 15:04:10.462686]Total energy: 30994096.457187854
[2022-04-09 15:04:54.081205]Total energy: 31015896.72418242
[2022-04-09 15:05:42.512431]Total energy: 30993766.852374535
[2022-04-09 15:06:26.337602]Total energy: 31009358.90116623
[2022-04-09 15:07:10.099660]Total energy: 30991532.81485328
[2022-04-09 15:07:53.565412]Total energy: 31037413.822354723
[2022-04-09 15:08:39.723806]Total energy: 31031144.686590925
[2022-04-09 15:09:22.969627]Total energy: 31007615.02964017
[2022-04-09 15:10:07.238952]Total energy: 30993046.489426695
[2022-04-09 15:11:09.912707]Total energy: 30981916.275519006
[2022-04-09 15:12:07.650508]Total energy: 31015352.48376135
[2022-04-09 15:13:02.963538]Total energy: 31034660.428892612
[2022-04-09 15:13:59.234606]Total energy: 31002793.300295934
[2022-04-09 15:14:44.714159]Total energy: 31020762.979840856
[2022-04-09 15:15:28.077901]Total energy: 31017237.186229184
[2022-04-09 15:16:12.157796]Total energy: 31015693.721955765
[2022-04-09 15:16:55.776432]Total energy: 31001826.43494955
[2022-04-09 15:17:39.652774]Total energy: 30979223.568567723
[2022-04-09 15:18:22.928232]Total energy: 31025627.347177073
[2022-04-09 15:19:08.574201]Total energy: 31034496.06804023
[2022-04-09 15:19:52.424238]Total energy: 31024074.4547042
[2022-04-09 15:21:00.444700]Total energy: 31001090.875644147
[2022-04-09 15:21:58.036655]Total energy: 30986242.531326298
[2022-04-09 15:22:43.520115]Total energy: 31010852.478641294
[2022-04-09 15:23:27.278581]Total energy: 30982178.38888698
[2022-04-09 15:24:11.312596]Total energy: 31031137.22216134
[2022-04-09 15:24:54.582757]Total energy: 30975274.408228904
[2022-04-09 15:25:41.248088]Total energy: 30998247.68986878
[2022-04-09 15:26:24.963397]Total energy: 31043129.916254595
[2022-04-09 15:27:08.359114]Total energy: 31052087.902151532
[2022-04-09 15:27:52.480793]Total energy: 30996422.994691003
[2022-04-09 15:28:35.983160]Total energy: 30981454.422069635
[2022-04-09 15:29:19.675824]Total energy: 31011159.186829787
[2022-04-09 15:30:05.547009]Total energy: 31012239.743417636
[2022-04-09 15:31:06.159185]Total energy: 30989492.3090349
[2022-04-09 15:32:10.253817]Total energy: 31018363.969026025
[2022-04-09 15:33:07.177759]Total energy: 31068478.7234858
[2022-04-09 15:33:51.516537]Total energy: 31003435.293610282
[2022-04-09 15:34:35.934735]Total energy: 31008508.0199328
[2022-04-09 15:35:19.609013]Total energy: 31020937.425342694
[2022-04-09 15:36:03.186308]Total energy: 31018812.07075239
[2022-04-09 15:36:47.659602]Total energy: 30979517.740255695
[2022-04-09 15:37:31.402584]Total energy: 31000228.456211787
[2022-04-09 15:38:16.006176]Total energy: 31002006.312037524
[2022-04-09 15:38:59.600697]Total energy: 30988001.67907187
[2022-04-09 15:39:43.065447]Total energy: 30990863.008998144
[2022-04-09 15:40:52.665146]Total energy: 30984809.968552798
[2022-04-09 15:41:49.955162]Total energy: 31032569.729123827
[2022-04-09 15:42:33.616474]Total energy: 30996671.152598687
[2022-04-09 15:43:17.369906]Total energy: 31056639.341506515
[2022-04-09 15:44:01.879159]Total energy: 30984626.678245362
[2022-04-09 15:44:45.685207]Total energy: 31044073.491604965
[2022-04-09 15:45:29.481499]Total energy: 31002012.899968978
[2022-04-09 15:46:13.650535]Total energy: 31019453.023292374
[2022-04-09 15:46:58.414894]Total energy: 31008344.473554917
[2022-04-09 15:47:42.264104]Total energy: 30977036.293261513
[2022-04-09 15:48:25.936487]Total energy: 30975445.28968513
[2022-04-09 15:49:10.272319]Total energy: 31020520.81908289
[2022-04-09 15:49:55.348847]Total energy: 31045775.760117166
[2022-04-09 15:50:46.770160]Total energy: 30977515.154954333
[2022-04-09 15:51:40.323432]Total energy: 31029504.025661997
[2022-04-09 15:52:30.492775]Total energy: 30989078.43975492
[2022-04-09 15:53:16.391152]Total energy: 31067252.7601047
[2022-04-09 15:54:01.630510]Total energy: 30976842.569346502
[2022-04-09 15:54:47.339761]Total energy: 31007828.575320117
[2022-04-09 15:55:33.263478]Total energy: 31021068.00961064
[2022-04-09 15:56:18.734244]Total energy: 30987107.36723647
[2022-04-09 15:57:04.390793]Total energy: 30984598.263544954
[2022-04-09 15:57:49.948001]Total energy: 30977736.49170791
[2022-04-09 15:58:35.093706]Total energy: 31039330.73205567
[2022-04-09 15:59:20.249982]Total energy: 31001864.339639284
[2022-04-09 16:00:06.186573]Total energy: 31027741.476963148
[2022-04-09 16:01:09.223958]Total energy: 31021326.5659845
[2022-04-09 16:02:06.842361]Total energy: 30987292.049587592
[2022-04-09 16:02:59.370991]Total energy: 31046036.58763347
[2022-04-09 16:03:51.203056]Total energy: 30998874.366991933
[2022-04-09 16:04:36.005509]Total energy: 30973722.803642664
[2022-04-09 16:05:21.235949]Total energy: 30991063.61163898
[2022-04-09 16:06:06.957617]Total energy: 30990386.150730766
[2022-04-09 16:06:52.035340]Total energy: 31016833.28263507
[2022-04-09 16:07:36.682013]Total energy: 30992955.59900924
[2022-04-09 16:08:21.764678]Total energy: 31000610.254909918
[2022-04-09 16:09:06.721706]Total energy: 30964087.39664036
[2022-04-09 16:09:51.406994]Total energy: 31028003.606979787
[2022-04-09 16:11:04.338448]Total energy: 30998582.779156804
[2022-04-09 16:12:26.980360]Total energy: 31046469.383494362
[2022-04-09 16:13:15.007848]Total energy: 31016531.333415598
[2022-04-09 16:14:12.606280]Total energy: 30993116.876457326
[2022-04-09 16:15:03.670114]Total energy: 31023914.790525436
[2022-04-09 16:15:48.908020]Total energy: 31011044.585877575
[2022-04-09 16:16:34.415098]Total energy: 31038550.205248453
[2022-04-09 16:17:19.461471]Total energy: 31005429.28615916
[2022-04-09 16:18:04.654314]Total energy: 31015841.392726533
[2022-04-09 16:18:49.385978]Total energy: 31012146.67124245
[2022-04-09 16:19:34.005727]Total energy: 31028743.77281563
[2022-04-09 16:20:18.409823]Total energy: 30979364.455598235
[2022-04-09 16:21:19.683218]Total energy: 31025598.047400933
[2022-04-09 16:22:32.211657]Total energy: 30988668.749940414
[2022-04-09 16:23:33.007098]Total energy: 31029353.15879502
[2022-04-09 16:24:19.785513]Total energy: 30979908.42234796
[2022-04-09 16:25:04.030278]Total energy: 30990713.191452384
[2022-04-09 16:25:48.607901]Total energy: 31046801.521465585
[2022-04-09 16:26:32.198659]Total energy: 31037525.350318328
[2022-04-09 16:27:15.695194]Total energy: 31004116.935175724
[2022-04-09 16:28:00.896173]Total energy: 30973097.328211736
[2022-04-09 16:28:44.522690]Total energy: 30979266.18522878
[2022-04-09 16:29:28.599443]Total energy: 31010644.28808943
[2022-04-09 16:30:12.699517]Total energy: 31015898.040419266
[2022-04-09 16:31:10.204898]Total energy: 31005544.744740646
[2022-04-09 16:32:01.923401]Total energy: 31017156.336285703
[2022-04-09 16:33:01.465980]Total energy: 31018115.868951347
[2022-04-09 16:33:49.049170]Total energy: 30967681.332841508
[2022-04-09 16:34:32.581400]Total energy: 30990609.926487822
[2022-04-09 16:35:17.088756]Total energy: 30995971.666168634
[2022-04-09 16:36:02.438165]Total energy: 31049952.14473818
[2022-04-09 16:36:46.157717]Total energy: 31014922.826836616
[2022-04-09 16:37:30.626238]Total energy: 31008495.885542694
[2022-04-09 16:38:14.436713]Total energy: 30964917.143342093
[2022-04-09 16:38:58.349805]Total energy: 31016380.55841455
[2022-04-09 16:39:41.867927]Total energy: 31037254.230380353
