initial: 108 - optimal_only_seed
[2022-04-08 08:37:40.702295]Total energy: 50630130.801319845
[2022-04-08 08:38:42.233067]Total energy: 50581405.957338974
[2022-04-08 08:39:47.883045]Total energy: 50552933.26015913
[2022-04-08 08:41:02.919117]Total energy: 50565394.990417205
[2022-04-08 08:42:21.367346]Total energy: 50518758.936274916
[2022-04-08 08:43:35.090315]Total energy: 50802174.52382383
[2022-04-08 08:44:44.312472]Total energy: 50421555.340871036
[2022-04-08 08:45:48.879664]Total energy: 50671132.908980384
[2022-04-08 08:46:51.667798]Total energy: 50749032.857973345
[2022-04-08 08:47:57.958731]Total energy: 50630841.17088709
[2022-04-08 08:49:02.353782]Total energy: 50712975.98499269
[2022-04-08 08:50:05.551523]Total energy: 50502779.438509405
[2022-04-08 08:51:12.907065]Total energy: 50619546.75414366
[2022-04-08 08:52:22.294663]Total energy: 50642566.86110765
[2022-04-08 08:53:27.294196]Total energy: 50553205.9108443
[2022-04-08 08:54:25.580129]Total energy: 50554857.74525663
[2022-04-08 08:55:20.708906]Total energy: 50534021.18746368
[2022-04-08 08:56:19.106450]Total energy: 50662265.795406684
[2022-04-08 08:57:18.114649]Total energy: 50429921.67130076
[2022-04-08 08:58:19.798881]Total energy: 50611452.38717522
[2022-04-08 08:59:22.422021]Total energy: 50463394.600281216
[2022-04-08 09:00:39.175704]Total energy: 50599774.54256562
[2022-04-08 09:02:03.657226]Total energy: 50485901.080311544
[2022-04-08 09:03:10.407843]Total energy: 50568905.34885111
[2022-04-08 09:04:10.240316]Total energy: 50706275.99607234
[2022-04-08 09:05:13.612885]Total energy: 50566875.031169154
[2022-04-08 09:06:09.120079]Total energy: 50658887.3188441
[2022-04-08 09:07:01.974065]Total energy: 50628654.06249956
[2022-04-08 09:07:54.009547]Total energy: 50636760.90752279
[2022-04-08 09:08:46.278292]Total energy: 50640689.81169722
[2022-04-08 09:09:37.194968]Total energy: 50649562.096985675
[2022-04-08 09:10:35.772412]Total energy: 50756816.264802404
[2022-04-08 09:11:37.267859]Total energy: 50675513.75714736
[2022-04-08 09:12:36.685086]Total energy: 50703772.979122534
[2022-04-08 09:13:27.762384]Total energy: 50590027.48695417
[2022-04-08 09:14:31.504467]Total energy: 50578159.63886057
[2022-04-08 09:15:34.063528]Total energy: 50712477.04581069
[2022-04-08 09:16:37.559481]Total energy: 50481140.76954689
[2022-04-08 09:17:41.269147]Total energy: 50557412.49990075
[2022-04-08 09:18:46.538961]Total energy: 50609337.6986833
[2022-04-08 09:19:49.873022]Total energy: 50548383.27923733
[2022-04-08 09:21:11.358160]Total energy: 50525473.54807098
[2022-04-08 09:22:22.326087]Total energy: 50587616.556086324
[2022-04-08 09:23:25.827281]Total energy: 50694927.75219251
[2022-04-08 09:24:33.563179]Total energy: 50634325.25817092
[2022-04-08 09:25:42.782936]Total energy: 50563528.09976475
[2022-04-08 09:26:46.403935]Total energy: 50632790.43264097
[2022-04-08 09:27:52.211549]Total energy: 50490971.63856758
[2022-04-08 09:28:56.044730]Total energy: 50606686.79679426
[2022-04-08 09:30:00.267764]Total energy: 50464782.35056237
[2022-04-08 09:31:14.955842]Total energy: 50597228.62514542
[2022-04-08 09:32:20.596207]Total energy: 50501827.73663198
[2022-04-08 09:33:32.204625]Total energy: 50779239.37149322
[2022-04-08 09:34:44.645582]Total energy: 50612639.45250686
[2022-04-08 09:35:52.224393]Total energy: 50602070.98954452
[2022-04-08 09:36:58.097222]Total energy: 50681489.589735284
[2022-04-08 09:38:02.368300]Total energy: 50586250.71631201
[2022-04-08 09:39:11.328804]Total energy: 50513881.70984787
[2022-04-08 09:40:17.795847]Total energy: 50677431.31605157
[2022-04-08 09:41:32.787114]Total energy: 50595347.31597983
[2022-04-08 09:42:40.721869]Total energy: 50571515.702111326
[2022-04-08 09:43:45.204154]Total energy: 50656537.61817807
[2022-04-08 09:44:49.915587]Total energy: 50532994.24293341
[2022-04-08 09:45:55.469604]Total energy: 50642008.48958092
[2022-04-08 09:47:01.496552]Total energy: 50604332.34516254
[2022-04-08 09:48:06.668179]Total energy: 50697423.44405115
[2022-04-08 09:49:11.460830]Total energy: 50699651.98396943
[2022-04-08 09:50:15.671747]Total energy: 50646510.6346701
[2022-04-08 09:51:28.522031]Total energy: 50586829.78516747
[2022-04-08 09:52:39.911324]Total energy: 50655878.99656674
[2022-04-08 09:53:49.040826]Total energy: 50649313.344139226
[2022-04-08 09:55:00.349081]Total energy: 50507659.26031576
[2022-04-08 09:56:08.197907]Total energy: 50378471.654024825
[2022-04-08 09:57:17.799652]Total energy: 50691463.71266065
[2022-04-08 09:58:27.278798]Total energy: 50623711.40384072
[2022-04-08 09:59:35.042856]Total energy: 50574194.01915719
[2022-04-08 10:01:07.576049]Total energy: 50610405.442710124
[2022-04-08 10:02:38.230864]Total energy: 50521713.59590937
[2022-04-08 10:03:53.912933]Total energy: 50579151.00433168
[2022-04-08 10:05:08.431911]Total energy: 50642667.938983604
[2022-04-08 10:06:21.270265]Total energy: 50527564.12042999
[2022-04-08 10:07:35.089949]Total energy: 50592606.55220144
[2022-04-08 10:08:50.109471]Total energy: 50631175.01418551
[2022-04-08 10:10:09.855379]Total energy: 50533793.45371379
[2022-04-08 10:11:34.521687]Total energy: 50649097.24532582
[2022-04-08 10:12:46.323630]Total energy: 50554429.93753115
[2022-04-08 10:13:52.852945]Total energy: 50601134.16979446
[2022-04-08 10:14:56.331052]Total energy: 50652858.24664606
[2022-04-08 10:16:04.809001]Total energy: 50487218.56200723
[2022-04-08 10:17:12.714065]Total energy: 50628042.84122325
[2022-04-08 10:18:20.479413]Total energy: 50580685.14611346
[2022-04-08 10:19:30.080949]Total energy: 50511054.45081731
[2022-04-08 10:20:43.272344]Total energy: 50389325.04182293
[2022-04-08 10:22:01.561386]Total energy: 50513688.79758064
[2022-04-08 10:23:20.958779]Total energy: 50522982.39432457
[2022-04-08 10:24:34.278655]Total energy: 50685390.28999567
[2022-04-08 10:25:45.945915]Total energy: 50629150.507723674
[2022-04-08 10:26:58.781738]Total energy: 50567353.8172131
[2022-04-08 10:28:07.656470]Total energy: 50460940.27699374
[2022-04-08 10:29:19.442871]Total energy: 50669792.12604742
[2022-04-08 10:30:31.479982]Total energy: 50609767.77232731
[2022-04-08 10:31:46.699513]Total energy: 50683926.63114156
[2022-04-08 10:33:01.522198]Total energy: 50610051.7942793
[2022-04-08 10:34:14.342812]Total energy: 50626831.02455256
[2022-04-08 10:35:29.312865]Total energy: 50516927.03395916
[2022-04-08 10:36:45.503109]Total energy: 50648378.79917704
[2022-04-08 10:37:57.147644]Total energy: 50606819.04868226
[2022-04-08 10:39:06.274113]Total energy: 50595494.15712346
[2022-04-08 10:40:10.363304]Total energy: 50597384.09428675
[2022-04-08 10:41:28.662174]Total energy: 50622737.906468414
[2022-04-08 10:42:49.077595]Total energy: 50701257.92664105
[2022-04-08 10:44:00.724780]Total energy: 50576274.39020301
[2022-04-08 10:45:08.940916]Total energy: 50462142.45786879
[2022-04-08 10:46:16.875655]Total energy: 50635843.917032585
[2022-04-08 10:47:25.081962]Total energy: 50655697.890870124
[2022-04-08 10:48:35.536168]Total energy: 50563034.944894955
[2022-04-08 10:49:42.448345]Total energy: 50574411.9998504
[2022-04-08 10:51:15.836942]Total energy: 50677360.355664805
[2022-04-08 10:52:32.608992]Total energy: 50559308.41204815
[2022-04-08 10:53:53.035210]Total energy: 50630636.94292192
[2022-04-08 10:55:12.175663]Total energy: 50495447.31424038
[2022-04-08 10:56:32.824806]Total energy: 50600324.361371644
[2022-04-08 10:57:43.209594]Total energy: 50693467.13975774
[2022-04-08 10:59:01.097281]Total energy: 50590123.639193036
[2022-04-08 11:00:13.709514]Total energy: 50624508.749108605
[2022-04-08 11:01:50.790106]Total energy: 50664859.71549635
[2022-04-08 11:03:34.098497]Total energy: 50544111.461222164
[2022-04-08 11:05:02.615200]Total energy: 50363887.052268416
[2022-04-08 11:06:16.684538]Total energy: 50679287.15117031
[2022-04-08 11:07:31.841418]Total energy: 50591892.81095995
[2022-04-08 11:08:38.295753]Total energy: 50418564.81745932
[2022-04-08 11:09:43.978970]Total energy: 50576732.96917806
[2022-04-08 11:11:14.967712]Total energy: 50667267.806083456
[2022-04-08 11:12:49.355517]Total energy: 50669542.34304479
[2022-04-08 11:14:15.060859]Total energy: 50670992.64080134
[2022-04-08 11:15:28.178199]Total energy: 50517545.34184608
[2022-04-08 11:16:40.669464]Total energy: 50689047.25504198
[2022-04-08 11:17:51.568340]Total energy: 50514596.20513277
[2022-04-08 11:19:01.473669]Total energy: 50588466.773088336
[2022-04-08 11:20:14.172192]Total energy: 50622701.02636685
[2022-04-08 11:21:28.491573]Total energy: 50545591.56565757
[2022-04-08 11:22:38.906658]Total energy: 50550328.70910169
[2022-04-08 11:23:55.452808]Total energy: 50788624.80131299
[2022-04-08 11:25:10.817953]Total energy: 50620416.04311015
[2022-04-08 11:26:27.163580]Total energy: 50600861.300510086
[2022-04-08 11:27:41.590310]Total energy: 50620012.1681191
[2022-04-08 11:28:54.763690]Total energy: 50611835.49130826
[2022-04-08 11:29:59.409178]Total energy: 50662374.82788138
[2022-04-08 11:31:26.588354]Total energy: 50649437.06510423
[2022-04-08 11:33:07.143819]Total energy: 50746783.86866342
[2022-04-08 11:34:26.581383]Total energy: 50511117.78310907
[2022-04-08 11:35:45.238858]Total energy: 50588055.0236615
[2022-04-08 11:37:10.487222]Total energy: 50646358.31398992
[2022-04-08 11:38:22.869732]Total energy: 50581233.107419096
[2022-04-08 11:39:30.233776]Total energy: 50710538.74545969
[2022-04-08 11:40:39.983964]Total energy: 50613541.52726665
[2022-04-08 11:41:49.390298]Total energy: 50556541.925782464
[2022-04-08 11:42:59.714494]Total energy: 50580100.120224126
[2022-04-08 11:44:09.530251]Total energy: 50573857.07594329
[2022-04-08 11:45:29.681938]Total energy: 50640294.73486237
[2022-04-08 11:46:41.029932]Total energy: 50588417.566310845
[2022-04-08 11:47:52.205638]Total energy: 50570228.79918765
[2022-04-08 11:49:04.800244]Total energy: 50620743.14109064
[2022-04-08 11:50:18.979660]Total energy: 50639877.99740166
[2022-04-08 11:51:43.377010]Total energy: 50742294.62913482
[2022-04-08 11:53:07.305405]Total energy: 50518880.47004047
[2022-04-08 11:54:26.672729]Total energy: 50640981.92026495
[2022-04-08 11:55:49.742411]Total energy: 50670816.21117638
[2022-04-08 11:57:02.305108]Total energy: 50614223.428292654
[2022-04-08 11:58:10.112017]Total energy: 50690424.08237917
[2022-04-08 11:59:17.495475]Total energy: 50548396.08008486
[2022-04-08 12:00:44.937656]Total energy: 50527201.29604783
[2022-04-08 12:02:05.103114]Total energy: 50535352.49658316
[2022-04-08 12:03:12.645773]Total energy: 50746766.405883275
[2022-04-08 12:04:20.729130]Total energy: 50597592.75713185
[2022-04-08 12:05:30.753355]Total energy: 50600946.41169674
[2022-04-08 12:06:41.286559]Total energy: 50681490.680736095
[2022-04-08 12:07:48.038999]Total energy: 50817298.00199442
[2022-04-08 12:09:00.195654]Total energy: 50693222.999414325
[2022-04-08 12:10:11.821837]Total energy: 50703012.28630839
[2022-04-08 12:11:23.295659]Total energy: 50660411.00228779
[2022-04-08 12:12:39.118655]Total energy: 50532976.31442658
[2022-04-08 12:13:51.073935]Total energy: 50619388.65127893
[2022-04-08 12:15:05.901976]Total energy: 50651414.7664541
[2022-04-08 12:16:18.563971]Total energy: 50587196.14333999
[2022-04-08 12:17:27.119941]Total energy: 50677506.00291832
[2022-04-08 12:18:30.985073]Total energy: 50532794.1303475
[2022-04-08 12:19:36.215935]Total energy: 50606963.418833286
[2022-04-08 12:21:01.369905]Total energy: 50499795.25999102
[2022-04-08 12:22:12.550468]Total energy: 50588732.16586322
[2022-04-08 12:23:19.540584]Total energy: 50625544.24939678
[2022-04-08 12:24:26.624253]Total energy: 50679417.43389078
[2022-04-08 12:25:37.787575]Total energy: 50565082.33867192
[2022-04-08 12:26:45.661227]Total energy: 50680756.09785392
[2022-04-08 12:27:52.547720]Total energy: 50552288.93862289
[2022-04-08 12:29:01.724910]Total energy: 50591845.35364013
[2022-04-08 12:30:09.982814]Total energy: 50702516.02620509
[2022-04-08 12:31:26.401586]Total energy: 50501909.32646085
[2022-04-08 12:32:43.937436]Total energy: 50652036.18588332
[2022-04-08 12:34:08.891174]Total energy: 50647602.562176935
[2022-04-08 12:35:23.934370]Total energy: 50654545.68747656
[2022-04-08 12:36:36.662266]Total energy: 50634081.824610345
[2022-04-08 12:37:59.729241]Total energy: 50615872.68629181
[2022-04-08 12:39:12.358020]Total energy: 50597313.33131159
[2022-04-08 12:40:33.722333]Total energy: 50561345.72622638
[2022-04-08 12:41:59.215470]Total energy: 50666304.5554117
[2022-04-08 12:43:11.614716]Total energy: 50785608.01757107
[2022-04-08 12:44:29.291948]Total energy: 50700155.40037309
[2022-04-08 12:45:40.468066]Total energy: 50588536.168068014
[2022-04-08 12:46:47.673490]Total energy: 50684301.357296415
[2022-04-08 12:47:54.212413]Total energy: 50669433.685659185
[2022-04-08 12:49:00.208694]Total energy: 50624049.91274476
[2022-04-08 12:50:06.447767]Total energy: 50611024.3760201
[2022-04-08 12:51:38.233613]Total energy: 50579637.90079794
[2022-04-08 12:53:06.873274]Total energy: 50658976.68304204
[2022-04-08 12:54:22.869011]Total energy: 50630670.79366163
[2022-04-08 12:55:32.080852]Total energy: 50625982.13310922
[2022-04-08 12:56:42.033330]Total energy: 50610297.130358584
[2022-04-08 12:57:50.348798]Total energy: 50731231.696165465
[2022-04-08 12:58:55.318864]Total energy: 50632551.99107026
[2022-04-08 13:00:01.846180]Total energy: 50510918.13599514
[2022-04-08 13:01:21.383357]Total energy: 50727700.98523067
[2022-04-08 13:02:41.115464]Total energy: 50550525.03521345
[2022-04-08 13:03:50.492075]Total energy: 50637367.86458471
[2022-04-08 13:04:55.200469]Total energy: 50640310.57971949
[2022-04-08 13:06:02.513479]Total energy: 50629223.076919645
[2022-04-08 13:07:07.365750]Total energy: 50682787.273898855
[2022-04-08 13:08:09.526908]Total energy: 50725116.449116565
[2022-04-08 13:09:12.944409]Total energy: 50692522.11420437
[2022-04-08 13:10:42.013079]Total energy: 50595368.328096606
[2022-04-08 13:12:05.887696]Total energy: 50684707.654626176
[2022-04-08 13:13:24.106739]Total energy: 50670026.53628659
[2022-04-08 13:14:50.285309]Total energy: 50652918.3698951
[2022-04-08 13:16:09.809002]Total energy: 50630103.772636734
[2022-04-08 13:17:28.204975]Total energy: 50534492.720803864
[2022-04-08 13:18:40.769874]Total energy: 50534663.021291
[2022-04-08 13:19:48.691059]Total energy: 50607116.36762531
[2022-04-08 13:21:01.917721]Total energy: 50610858.03650415
[2022-04-08 13:22:09.375181]Total energy: 50623820.05710637
[2022-04-08 13:23:12.860203]Total energy: 50729966.05440269
[2022-04-08 13:24:16.151912]Total energy: 50610653.10761287
[2022-04-08 13:25:22.684197]Total energy: 50586125.36688835
[2022-04-08 13:26:26.087920]Total energy: 50563936.55976604
[2022-04-08 13:27:28.911122]Total energy: 50686196.76127131
[2022-04-08 13:28:32.882531]Total energy: 50556027.63235578
[2022-04-08 13:29:38.872365]Total energy: 50526556.42329111
[2022-04-08 13:31:07.949305]Total energy: 50574271.0223502
[2022-04-08 13:32:25.847094]Total energy: 50640750.96394939
[2022-04-08 13:33:29.985105]Total energy: 50644750.9453669
[2022-04-08 13:34:34.753083]Total energy: 50616232.39578144
[2022-04-08 13:35:38.810467]Total energy: 50666468.991335355
[2022-04-08 13:36:43.419546]Total energy: 50611136.41717543
[2022-04-08 13:37:47.208306]Total energy: 50590223.13984585
[2022-04-08 13:38:51.158527]Total energy: 50600402.71325048
[2022-04-08 13:39:54.792054]Total energy: 50655256.12516109
[2022-04-08 13:41:09.771950]Total energy: 50686424.25258985
[2022-04-08 13:42:27.305883]Total energy: 50620393.14036189
[2022-04-08 13:43:36.046142]Total energy: 50643884.178682774
[2022-04-08 13:44:41.510815]Total energy: 50595069.61165758
[2022-04-08 13:45:46.966886]Total energy: 50661447.541727215
[2022-04-08 13:46:50.268439]Total energy: 50719789.4513688
[2022-04-08 13:47:55.595757]Total energy: 50621706.3345752
[2022-04-08 13:48:58.319469]Total energy: 50673938.50012348
[2022-04-08 13:50:16.078744]Total energy: 50644143.78379831
[2022-04-08 13:51:35.182424]Total energy: 50511343.8837668
[2022-04-08 13:52:53.021404]Total energy: 50615140.27319067
[2022-04-08 13:54:12.315037]Total energy: 50633096.13986531
[2022-04-08 13:55:19.387378]Total energy: 50633610.21998169
[2022-04-08 13:56:22.822558]Total energy: 50612052.63497135
[2022-04-08 13:57:29.559452]Total energy: 50645466.89584485
[2022-04-08 13:58:34.119718]Total energy: 50719840.864573024
[2022-04-08 13:59:38.166645]Total energy: 50593408.16925663
[2022-04-08 14:00:52.107818]Total energy: 50603919.38303578
[2022-04-08 14:01:57.991042]Total energy: 50711072.16919203
[2022-04-08 14:03:01.532059]Total energy: 50704703.63202935
[2022-04-08 14:04:15.611009]Total energy: 50599270.86504417
[2022-04-08 14:05:18.943146]Total energy: 50666476.0877527
[2022-04-08 14:06:22.508897]Total energy: 50638799.87481558
[2022-04-08 14:07:31.305907]Total energy: 50681226.74555294
[2022-04-08 14:08:49.472964]Total energy: 50549435.858450375
[2022-04-08 14:09:55.353612]Total energy: 50682354.726794645
[2022-04-08 14:11:10.322320]Total energy: 50566593.66345114
[2022-04-08 14:12:16.083246]Total energy: 50593115.28825622
[2022-04-08 14:13:18.744571]Total energy: 50558427.89928879
[2022-04-08 14:14:22.739623]Total energy: 50635816.45434236
[2022-04-08 14:15:27.750498]Total energy: 50659092.525203735
[2022-04-08 14:16:31.647367]Total energy: 50606647.481443636
[2022-04-08 14:17:37.442348]Total energy: 50605309.80627931
[2022-04-08 14:18:40.670399]Total energy: 50612692.761111476
[2022-04-08 14:19:44.363622]Total energy: 50667117.687912576
[2022-04-08 14:20:53.428016]Total energy: 50664325.47791263
[2022-04-08 14:22:00.688583]Total energy: 50660512.66658886
[2022-04-08 14:23:03.937619]Total energy: 50580733.76246145
[2022-04-08 14:24:07.616004]Total energy: 50649027.85539182
[2022-04-08 14:25:10.813030]Total energy: 50707987.17160572
[2022-04-08 14:26:14.548913]Total energy: 50725489.720340125
[2022-04-08 14:27:18.046678]Total energy: 50656822.26744705
[2022-04-08 14:28:21.355373]Total energy: 50677726.83490429
[2022-04-08 14:29:27.987963]Total energy: 50631197.73054518
[2022-04-08 14:30:53.993534]Total energy: 50593049.07576359
[2022-04-08 14:32:10.810591]Total energy: 50759010.363665216
[2022-04-08 14:33:16.106337]Total energy: 50650515.532047205
[2022-04-08 14:34:20.435137]Total energy: 50593251.050357416
[2022-04-08 14:35:24.227875]Total energy: 50540629.25093497
[2022-04-08 14:36:26.841519]Total energy: 50686973.45285356
[2022-04-08 14:37:32.269802]Total energy: 50575530.61240129
[2022-04-08 14:38:36.788172]Total energy: 50744045.56580669
[2022-04-08 14:39:40.951785]Total energy: 50551104.470150344
[2022-04-08 14:40:51.180723]Total energy: 50629094.34302505
[2022-04-08 14:41:56.445072]Total energy: 50607230.070946634
[2022-04-08 14:43:00.146150]Total energy: 50677237.151836544
[2022-04-08 14:44:03.571172]Total energy: 50714487.012202755
[2022-04-08 14:45:07.886598]Total energy: 50587263.797964096
[2022-04-08 14:46:11.768209]Total energy: 50575942.83529985
[2022-04-08 14:47:16.991486]Total energy: 50672709.254781835
[2022-04-08 14:48:21.508209]Total energy: 50599382.872855715
[2022-04-08 14:49:26.844470]Total energy: 50736094.128849804
[2022-04-08 14:50:49.722135]Total energy: 50536020.83315527
[2022-04-08 14:52:03.834343]Total energy: 50529247.41284872
[2022-04-08 14:53:09.448841]Total energy: 50546430.461137526
[2022-04-08 14:54:11.749031]Total energy: 50544302.091332726
[2022-04-08 14:55:15.101740]Total energy: 50504583.793241136
[2022-04-08 14:56:18.362977]Total energy: 50587343.92330848
[2022-04-08 14:57:22.591511]Total energy: 50503614.34277513
[2022-04-08 14:58:26.234366]Total energy: 50572948.58783835
[2022-04-08 14:59:30.706584]Total energy: 50593909.78183455
[2022-04-08 15:00:37.098243]Total energy: 50726218.23497739
[2022-04-08 15:01:40.785583]Total energy: 50683784.87587744
[2022-04-08 15:02:46.091252]Total energy: 50699684.18657716
[2022-04-08 15:03:49.949201]Total energy: 50667376.55188022
[2022-04-08 15:04:53.929232]Total energy: 50636015.79152722
[2022-04-08 15:05:57.214688]Total energy: 50715006.569461666
[2022-04-08 15:07:02.728239]Total energy: 50656890.7654534
[2022-04-08 15:08:06.491279]Total energy: 50603260.20277552
[2022-04-08 15:09:09.235635]Total energy: 50626401.19170764
[2022-04-08 15:10:22.209624]Total energy: 50653739.71175014
[2022-04-08 15:11:38.898243]Total energy: 50592685.2202259
[2022-04-08 15:12:43.569525]Total energy: 50636799.282178886
[2022-04-08 15:13:46.746949]Total energy: 50762497.81251302
[2022-04-08 15:14:50.925123]Total energy: 50549210.69300723
[2022-04-08 15:16:42.352684]Total energy: 50603838.09582598
[2022-04-08 15:17:46.516743]Total energy: 50610599.70383339
[2022-04-08 15:18:50.439982]Total energy: 50572333.23680962
[2022-04-08 15:19:55.507225]Total energy: 50697187.331243925
[2022-04-08 15:21:10.907609]Total energy: 50690674.10721364
[2022-04-08 15:24:51.900436]Total energy: 50657050.86428386
[2022-04-08 15:25:57.111632]Total energy: 50685920.811465874
[2022-04-08 15:27:00.719427]Total energy: 50634072.869433686
[2022-04-08 15:28:04.727924]Total energy: 50612702.23870549
[2022-04-08 15:29:09.282703]Total energy: 50617334.018705435
[2022-04-08 15:30:16.923735]Total energy: 50647089.53738774
[2022-04-08 15:31:33.357243]Total energy: 50694133.054145046
[2022-04-08 15:32:39.018417]Total energy: 50651845.97080643
[2022-04-08 15:33:44.380341]Total energy: 50600916.804596946
[2022-04-08 15:34:58.966894]Total energy: 50678579.238928124
[2022-04-08 15:36:03.212187]Total energy: 50646270.70185792
[2022-04-08 15:37:06.519385]Total energy: 50534231.62770958
[2022-04-08 15:38:14.469687]Total energy: 50722765.815434
[2022-04-08 15:39:18.291719]Total energy: 50727261.89595006
[2022-04-08 15:40:35.703331]Total energy: 50649293.17993194
[2022-04-08 15:41:45.765230]Total energy: 50639866.71123159
[2022-04-08 15:42:49.474533]Total energy: 50624270.19734157
[2022-04-08 15:43:53.179499]Total energy: 50675311.52599816
[2022-04-08 15:44:58.026693]Total energy: 50707366.279789895
[2022-04-08 15:46:02.099414]Total energy: 50616516.45787024
[2022-04-08 15:47:05.379420]Total energy: 50579623.71080199
[2022-04-08 15:48:10.226488]Total energy: 50602866.53627199
[2022-04-08 15:49:13.936423]Total energy: 50605115.10863777
[2022-04-08 15:50:18.278999]Total energy: 50576833.00785796
[2022-04-08 15:51:34.195020]Total energy: 50648701.28465278
[2022-04-08 15:52:45.439260]Total energy: 50658287.44961485
[2022-04-08 15:53:50.767729]Total energy: 50619015.250363514
[2022-04-08 15:54:53.789064]Total energy: 50688600.372324504
[2022-04-08 15:55:57.410576]Total energy: 50679857.16989859
[2022-04-08 15:57:03.490661]Total energy: 50633610.40549424
[2022-04-08 15:58:08.566548]Total energy: 50657925.20065796
[2022-04-08 15:59:12.172569]Total energy: 50644157.284153536
[2022-04-08 16:00:17.408611]Total energy: 50661196.975793324
[2022-04-08 16:01:21.417226]Total energy: 50665874.48691042
[2022-04-08 16:02:25.789153]Total energy: 50682047.3223278
[2022-04-08 16:03:32.304563]Total energy: 50607318.59268304
[2022-04-08 16:04:39.243199]Total energy: 50683315.12028332
[2022-04-08 16:05:43.663600]Total energy: 50710496.80740007
[2022-04-08 16:06:49.711865]Total energy: 50523461.47559385
[2022-04-08 16:07:53.263727]Total energy: 50665859.46496603
[2022-04-08 16:08:57.350469]Total energy: 50644238.31173764
[2022-04-08 16:10:15.837179]Total energy: 50675455.15274851
[2022-04-08 16:11:27.991621]Total energy: 50659045.787417784
[2022-04-08 16:12:31.367194]Total energy: 50679575.45831841
[2022-04-08 16:13:34.339213]Total energy: 50643357.918369934
[2022-04-08 16:14:37.553882]Total energy: 50621657.53671122
[2022-04-08 16:15:40.142227]Total energy: 50563871.78835516
[2022-04-08 16:16:46.893932]Total energy: 50643718.36214079
[2022-04-08 16:17:50.796283]Total energy: 50703116.00089766
[2022-04-08 16:18:56.342753]Total energy: 50584981.926847234
[2022-04-08 16:20:01.424073]Total energy: 50721920.29124086
[2022-04-08 16:21:14.267986]Total energy: 50553343.95370053
[2022-04-08 16:22:21.847888]Total energy: 50750707.91097063
[2022-04-08 16:23:37.503387]Total energy: 50725777.59868419
[2022-04-08 16:24:46.869753]Total energy: 50605612.346402325
[2022-04-08 16:25:50.275201]Total energy: 50615413.4481362
[2022-04-08 16:27:06.930153]Total energy: 50676395.77504168
[2022-04-08 16:28:14.374629]Total energy: 50628136.94442984
[2022-04-08 16:29:18.177557]Total energy: 50509956.38699813
[2022-04-08 16:30:22.075774]Total energy: 50669303.79978687
[2022-04-08 16:31:32.557403]Total energy: 50726816.25512787
[2022-04-08 16:32:37.660537]Total energy: 50654602.34321348
[2022-04-08 16:33:45.390925]Total energy: 50643886.71151257
[2022-04-08 16:34:48.821179]Total energy: 50752795.93120497
[2022-04-08 16:35:53.149596]Total energy: 50669934.51854796
[2022-04-08 16:36:56.757768]Total energy: 50742947.64235763
[2022-04-08 16:38:01.295677]Total energy: 50668982.66204247
[2022-04-08 16:39:07.648085]Total energy: 50667955.016877934
[2022-04-08 16:40:11.048920]Total energy: 50718833.50184269
[2022-04-08 16:41:16.035531]Total energy: 50651985.421210565
[2022-04-08 16:42:24.580793]Total energy: 50683302.36592434
[2022-04-08 16:43:41.804887]Total energy: 50628190.348082684
[2022-04-08 16:44:50.431852]Total energy: 50527912.73993525
[2022-04-08 16:45:54.539089]Total energy: 50657220.88198685
[2022-04-08 16:46:56.658317]Total energy: 50720479.5127163
[2022-04-08 16:48:02.238016]Total energy: 50696937.36496744
[2022-04-08 16:49:06.557248]Total energy: 50580928.0601733
[2022-04-08 16:50:17.781745]Total energy: 50600996.87664664
[2022-04-08 16:51:28.439469]Total energy: 50624415.41483887
[2022-04-08 16:52:35.315052]Total energy: 50628122.53603736
[2022-04-08 16:53:41.670681]Total energy: 50544091.51720848
[2022-04-08 16:54:47.860729]Total energy: 50573067.12323327
[2022-04-08 16:55:53.681856]Total energy: 50637227.31964571
[2022-04-08 16:57:01.049928]Total energy: 50618172.15562752
[2022-04-08 16:58:12.517575]Total energy: 50706965.7340653
[2022-04-08 16:59:31.512930]Total energy: 50553909.66273563
[2022-04-08 17:00:47.228731]Total energy: 50719216.85126878
[2022-04-08 17:01:57.282587]Total energy: 50629355.09388133
[2022-04-08 17:03:03.104553]Total energy: 50692138.69978501
[2022-04-08 17:04:14.689182]Total energy: 50644381.46869353
[2022-04-08 17:05:19.366750]Total energy: 50670662.9174626
[2022-04-08 17:06:27.651962]Total energy: 50647239.44785412
[2022-04-08 17:07:34.471561]Total energy: 50662107.49251658
[2022-04-08 17:08:38.567355]Total energy: 50623910.982222654
[2022-04-08 17:09:42.191546]Total energy: 50699246.18399972
[2022-04-08 17:10:48.967169]Total energy: 50684830.702043094
[2022-04-08 17:11:53.968132]Total energy: 50656889.63066082
[2022-04-08 17:13:03.096401]Total energy: 50671710.46669816
[2022-04-08 17:14:18.403686]Total energy: 50655686.76557622
[2022-04-08 17:15:25.388430]Total energy: 50675198.01659812
[2022-04-08 17:16:28.848248]Total energy: 50639745.92680728
[2022-04-08 17:17:31.931959]Total energy: 50646445.188678235
[2022-04-08 17:18:35.025427]Total energy: 50660606.692164406
[2022-04-08 17:19:38.768675]Total energy: 50627837.49765987
[2022-04-08 17:20:48.314153]Total energy: 50602282.48592575
[2022-04-08 17:35:19.682724]Total energy: 50689223.157209195
