initial: all - diverse_no_blind_all
[2022-04-12 08:05:26.861623]Total energy: 16732534.349441122
[2022-04-12 08:06:37.636016]Total energy: 16724981.881526615
[2022-04-12 08:07:53.716380]Total energy: 16729520.430762589
[2022-04-12 08:09:09.975090]Total energy: 16749458.823947707
[2022-04-12 08:10:25.991004]Total energy: 16725578.00304089
[2022-04-12 08:11:49.199756]Total energy: 16744232.547154944
[2022-04-12 08:13:01.140054]Total energy: 16737946.843845787
[2022-04-12 08:14:16.943722]Total energy: 16736774.715419577
[2022-04-12 08:15:30.055361]Total energy: 16724672.933204353
[2022-04-12 08:16:43.186069]Total energy: 16746676.648346715
[2022-04-12 08:17:53.613893]Total energy: 16719419.194766512
[2022-04-12 08:19:06.814008]Total energy: 16745519.838949425
[2022-04-12 08:20:17.172061]Total energy: 16739477.423575697
[2022-04-12 08:21:53.775635]Total energy: 16724648.53851497
[2022-04-12 08:23:10.690732]Total energy: 16719039.44730413
[2022-04-12 08:24:21.545627]Total energy: 16712314.172144366
[2022-04-12 08:25:33.559860]Total energy: 16732112.66134245
[2022-04-12 08:26:46.812063]Total energy: 16727677.94841056
[2022-04-12 08:28:02.356085]Total energy: 16722960.55146614
[2022-04-12 08:29:15.437650]Total energy: 16746104.1432172
[2022-04-12 08:30:46.303502]Total energy: 16725757.8127356
[2022-04-12 08:32:11.639988]Total energy: 16741397.127663283
[2022-04-12 08:33:22.535889]Total energy: 16726805.498158656
[2022-04-12 08:34:38.011493]Total energy: 16734932.53930485
[2022-04-12 08:35:50.087988]Total energy: 16739573.975350361
[2022-04-12 08:37:00.967311]Total energy: 16747902.330956107
[2022-04-12 08:38:12.452489]Total energy: 16739185.398148188
[2022-04-12 08:39:21.822233]Total energy: 16734600.208708437
[2022-04-12 08:40:45.333582]Total energy: 16719819.163055943
[2022-04-12 08:42:07.300108]Total energy: 16731219.804726576
[2022-04-12 08:43:20.342955]Total energy: 16726819.337756898
[2022-04-12 08:44:30.474163]Total energy: 16717203.985012358
[2022-04-12 08:45:40.735563]Total energy: 16724859.632645784
[2022-04-12 08:46:50.667791]Total energy: 16727783.2834742
[2022-04-12 08:48:01.692278]Total energy: 16740564.52634611
[2022-04-12 08:49:17.338025]Total energy: 16732384.450786233
[2022-04-12 08:50:47.326490]Total energy: 16711455.786924422
[2022-04-12 08:52:04.627713]Total energy: 16737238.890228663
[2022-04-12 08:53:18.330235]Total energy: 16729454.704252684
[2022-04-12 08:54:28.432627]Total energy: 16732561.868901024
[2022-04-12 08:55:38.939408]Total energy: 16740548.522493374
[2022-04-12 08:56:52.432324]Total energy: 16727737.502920302
[2022-04-12 08:58:06.614627]Total energy: 16725692.178511435
[2022-04-12 08:59:21.961262]Total energy: 16722940.145215249
[2022-04-12 09:00:56.091163]Total energy: 16741517.71417806
[2022-04-12 09:02:13.249878]Total energy: 16724250.718402887
[2022-04-12 09:03:26.745310]Total energy: 16727215.441696765
[2022-04-12 09:04:42.114700]Total energy: 16738943.72838321
[2022-04-12 09:05:55.872368]Total energy: 16728688.54241455
[2022-04-12 09:07:08.748339]Total energy: 16722256.550940815
[2022-04-12 09:08:24.180653]Total energy: 16713740.213225408
[2022-04-12 09:09:38.594143]Total energy: 16736849.401305515
[2022-04-12 09:11:09.908592]Total energy: 16734098.488615725
[2022-04-12 09:12:28.432118]Total energy: 16733435.401872868
[2022-04-12 09:13:48.741143]Total energy: 16745462.089284567
[2022-04-12 09:15:03.359287]Total energy: 16727035.42537723
[2022-04-12 09:16:19.128267]Total energy: 16723740.942282416
[2022-04-12 09:17:31.569363]Total energy: 16739785.600706248
[2022-04-12 09:18:43.009654]Total energy: 16710706.832929388
[2022-04-12 09:19:55.006112]Total energy: 16722013.913104612
[2022-04-12 09:21:14.191624]Total energy: 16731859.50065319
[2022-04-12 09:22:36.182401]Total energy: 16727262.508614711
[2022-04-12 09:23:48.771806]Total energy: 16725896.03214441
[2022-04-12 09:25:03.463919]Total energy: 16731109.299482819
[2022-04-12 09:26:16.141944]Total energy: 16736579.751705443
[2022-04-12 09:27:27.437131]Total energy: 16730566.284340573
[2022-04-12 09:28:42.008851]Total energy: 16722799.889751524
[2022-04-12 09:29:52.779637]Total energy: 16744662.582031174
[2022-04-12 09:31:10.905235]Total energy: 16742122.862256963
[2022-04-12 09:32:25.356246]Total energy: 16730936.73050316
[2022-04-12 09:33:37.277941]Total energy: 16732498.125792246
[2022-04-12 09:34:47.963993]Total energy: 16739085.188426707
[2022-04-12 09:35:59.864881]Total energy: 16734166.261262633
[2022-04-12 09:37:13.277638]Total energy: 16721843.305689212
[2022-04-12 09:38:26.610066]Total energy: 16739458.072693579
[2022-04-12 09:39:40.992090]Total energy: 16734207.490536802
[2022-04-12 09:41:03.100958]Total energy: 16743278.16426499
[2022-04-12 09:42:16.104032]Total energy: 16729024.668404931
[2022-04-12 09:43:26.787891]Total energy: 16726017.772678029
[2022-04-12 09:44:44.139463]Total energy: 16743768.229639417
[2022-04-12 09:45:57.811695]Total energy: 16740014.666833509
[2022-04-12 09:47:11.014666]Total energy: 16728814.393133394
[2022-04-12 09:48:22.198468]Total energy: 16721431.352590753
[2022-04-12 09:49:32.578778]Total energy: 16738601.85184709
[2022-04-12 09:51:02.595681]Total energy: 16729918.559397915
[2022-04-12 09:52:32.285228]Total energy: 16719044.665201169
[2022-04-12 09:53:45.117058]Total energy: 16732068.333600713
[2022-04-12 09:54:59.197999]Total energy: 16747294.581831401
[2022-04-12 09:56:09.082684]Total energy: 16725231.642590174
[2022-04-12 09:57:19.688009]Total energy: 16730525.896926861
[2022-04-12 09:58:36.521278]Total energy: 16742433.08879776
[2022-04-12 09:59:49.079650]Total energy: 16735901.580578847
[2022-04-12 10:01:16.099184]Total energy: 16720377.507757867
[2022-04-12 10:02:31.409072]Total energy: 16743663.003161494
[2022-04-12 10:03:42.118879]Total energy: 16735938.444098648
[2022-04-12 10:04:59.121286]Total energy: 16713223.199141476
[2022-04-12 10:06:12.248074]Total energy: 16743472.602427788
[2022-04-12 10:07:22.388127]Total energy: 16714804.510299755
[2022-04-12 10:08:32.726837]Total energy: 16731201.577118417
[2022-04-12 10:09:43.406899]Total energy: 16737439.04055923
[2022-04-12 10:11:00.791615]Total energy: 16738264.675733007
[2022-04-12 10:12:16.863964]Total energy: 16724450.360018501
[2022-04-12 10:13:31.342517]Total energy: 16750941.351719199
[2022-04-12 10:14:43.319085]Total energy: 16726216.652129138
[2022-04-12 10:15:53.466888]Total energy: 16726457.95880444
[2022-04-12 10:17:04.603631]Total energy: 16734690.161648942
[2022-04-12 10:18:19.383762]Total energy: 16727290.861525612
[2022-04-12 10:19:31.594820]Total energy: 16742919.14941878
[2022-04-12 10:20:53.242281]Total energy: 16740485.415299583
[2022-04-12 10:22:07.024726]Total energy: 16733324.498542681
[2022-04-12 10:23:22.123038]Total energy: 16729470.190455895
[2022-04-12 10:24:38.278656]Total energy: 16726061.483290035
[2022-04-12 10:25:52.897483]Total energy: 16727122.7983932
[2022-04-12 10:27:04.204492]Total energy: 16727167.775508694
[2022-04-12 10:28:15.428914]Total energy: 16724536.378141845
[2022-04-12 10:29:26.466108]Total energy: 16751868.996729458
[2022-04-12 10:30:41.928239]Total energy: 16739440.437087337
[2022-04-12 10:32:00.345313]Total energy: 16726946.408189699
[2022-04-12 10:33:15.655219]Total energy: 16723908.13552436
[2022-04-12 10:34:29.482350]Total energy: 16727610.695237486
[2022-04-12 10:35:40.934498]Total energy: 16736345.792466186
[2022-04-12 10:36:54.328642]Total energy: 16729816.874652063
[2022-04-12 10:38:11.916404]Total energy: 16752698.601675078
[2022-04-12 10:39:26.210430]Total energy: 16745590.38053153
[2022-04-12 10:40:41.539871]Total energy: 16732550.37664613
[2022-04-12 10:41:52.911391]Total energy: 16720671.316655237
[2022-04-12 10:43:03.483150]Total energy: 16719692.814786268
[2022-04-12 10:44:22.027452]Total energy: 16747994.496281296
[2022-04-12 10:45:35.115966]Total energy: 16737600.611643318
[2022-04-12 10:46:46.257008]Total energy: 16739140.998794083
[2022-04-12 10:47:57.376575]Total energy: 16744993.385800466
[2022-04-12 10:49:10.837526]Total energy: 16732426.260721989
[2022-04-12 10:50:21.080864]Total energy: 16724191.575730463
[2022-04-12 10:51:47.890001]Total energy: 16723892.950800579
[2022-04-12 10:52:59.916935]Total energy: 16749334.418244956
[2022-04-12 10:54:14.954476]Total energy: 16730932.213667693
[2022-04-12 10:55:30.405760]Total energy: 16737321.333356775
[2022-04-12 10:56:43.036302]Total energy: 16711458.847759143
[2022-04-12 10:57:52.988179]Total energy: 16754686.230907083
[2022-04-12 10:59:02.910313]Total energy: 16729918.789028494
[2022-04-12 11:00:13.476744]Total energy: 16725782.299028186
[2022-04-12 11:01:25.826832]Total energy: 16753259.060906937
[2022-04-12 11:02:37.626510]Total energy: 16723006.839941842
[2022-04-12 11:03:50.035262]Total energy: 16719034.811424246
[2022-04-12 11:04:59.843513]Total energy: 16724652.029651372
[2022-04-12 11:06:16.172809]Total energy: 16737446.755435644
[2022-04-12 11:07:29.748161]Total energy: 16721088.578772487
[2022-04-12 11:08:42.283343]Total energy: 16737085.813535746
[2022-04-12 11:09:53.165983]Total energy: 16725913.713259187
[2022-04-12 11:11:09.792648]Total energy: 16738633.779689245
[2022-04-12 11:12:21.554158]Total energy: 16726249.024490299
[2022-04-12 11:13:31.298273]Total energy: 16730332.497619344
[2022-04-12 11:14:41.780872]Total energy: 16743524.063495366
[2022-04-12 11:15:54.871856]Total energy: 16718124.432566328
[2022-04-12 11:17:05.960940]Total energy: 16738906.624037798
[2022-04-12 11:18:20.218957]Total energy: 16735744.454405976
[2022-04-12 11:19:31.497771]Total energy: 16740488.146794917
[2022-04-12 11:20:58.007410]Total energy: 16740574.345059529
[2022-04-12 11:22:20.036741]Total energy: 16723586.897912702
[2022-04-12 11:23:34.041866]Total energy: 16725253.433580317
[2022-04-12 11:24:50.343385]Total energy: 16709074.514680183
[2022-04-12 11:26:04.686739]Total energy: 16727215.114983277
[2022-04-12 11:27:15.741959]Total energy: 16722066.582809703
[2022-04-12 11:28:27.254026]Total energy: 16721382.11499588
[2022-04-12 11:29:36.790918]Total energy: 16741003.196162194
[2022-04-12 11:30:56.905019]Total energy: 16730865.512217142
[2022-04-12 11:32:24.974049]Total energy: 16725710.5770101
[2022-04-12 11:33:37.517987]Total energy: 16716663.308829421
[2022-04-12 11:34:48.152750]Total energy: 16737741.941113574
[2022-04-12 11:35:59.469907]Total energy: 16755051.970957076
[2022-04-12 11:37:11.370816]Total energy: 16731553.416994432
[2022-04-12 11:38:23.747337]Total energy: 16724755.330413543
[2022-04-12 11:39:36.349783]Total energy: 16729076.10663186
[2022-04-12 11:40:53.549278]Total energy: 16736152.770452788
[2022-04-12 11:42:11.791194]Total energy: 16711780.098635139
[2022-04-12 11:43:24.177247]Total energy: 16723934.277089247
[2022-04-12 11:44:35.500133]Total energy: 16726785.679101963
[2022-04-12 11:45:49.556398]Total energy: 16751774.505514681
[2022-04-12 11:47:02.379477]Total energy: 16727674.261829022
[2022-04-12 11:48:16.094397]Total energy: 16732676.543941908
[2022-04-12 11:49:26.906909]Total energy: 16748913.906258998
[2022-04-12 11:50:55.533022]Total energy: 16737067.614006476
[2022-04-12 11:52:23.087114]Total energy: 16719548.575513044
[2022-04-12 11:53:37.604091]Total energy: 16733316.539987346
[2022-04-12 11:54:50.469841]Total energy: 16718125.866016278
[2022-04-12 11:56:04.348048]Total energy: 16747719.878227884
[2022-04-12 11:57:18.184932]Total energy: 16752941.168386526
[2022-04-12 11:58:31.104308]Total energy: 16722322.498587746
[2022-04-12 11:59:41.977631]Total energy: 16731996.420335134
[2022-04-12 12:01:04.259242]Total energy: 16728379.008622497
[2022-04-12 12:02:21.989972]Total energy: 16736926.032088932
[2022-04-12 12:03:33.931120]Total energy: 16741199.868603801
[2022-04-12 12:04:45.187902]Total energy: 16726853.225541377
[2022-04-12 12:05:56.083880]Total energy: 16730771.99180148
[2022-04-12 12:07:10.107757]Total energy: 16738314.179012796
[2022-04-12 12:08:23.575089]Total energy: 16744780.988841452
[2022-04-12 12:09:35.208886]Total energy: 16708369.195148116
[2022-04-12 12:10:51.727024]Total energy: 16732436.368018085
[2022-04-12 12:12:04.714881]Total energy: 16735686.831712166
[2022-04-12 12:13:16.477581]Total energy: 16720624.181361085
[2022-04-12 12:14:30.420449]Total energy: 16726722.529479902
[2022-04-12 12:15:43.449056]Total energy: 16718693.637340276
[2022-04-12 12:16:54.454862]Total energy: 16731484.433568776
[2022-04-12 12:18:04.156273]Total energy: 16742822.675230961
[2022-04-12 12:19:17.951569]Total energy: 16732170.197879609
[2022-04-12 12:20:37.109820]Total energy: 16727319.919644877
[2022-04-12 12:21:52.251473]Total energy: 16724465.67411055
[2022-04-12 12:23:05.132880]Total energy: 16735951.149329482
[2022-04-12 12:24:14.562475]Total energy: 16728321.878942486
[2022-04-12 12:25:24.953758]Total energy: 16727878.823804174
[2022-04-12 12:26:38.300386]Total energy: 16726200.662286935
[2022-04-12 12:27:47.778992]Total energy: 16741000.667434895
[2022-04-12 12:29:01.543925]Total energy: 16729628.620015055
[2022-04-12 12:30:14.207991]Total energy: 16721543.066560078
[2022-04-12 12:31:32.898740]Total energy: 16737814.711516652
[2022-04-12 12:32:50.719025]Total energy: 16732392.67807145
[2022-04-12 12:34:02.128322]Total energy: 16738658.752901988
[2022-04-12 12:35:16.418191]Total energy: 16726259.808647024
[2022-04-12 12:36:29.225602]Total energy: 16736373.160105458
[2022-04-12 12:37:39.974095]Total energy: 16744590.822697973
[2022-04-12 12:38:49.911627]Total energy: 16746837.35831051
[2022-04-12 12:39:59.840762]Total energy: 16731819.455669466
[2022-04-12 12:41:18.982452]Total energy: 16728424.00494294
[2022-04-12 12:42:33.501656]Total energy: 16729674.943647401
[2022-04-12 12:43:45.060663]Total energy: 16732119.339394066
[2022-04-12 12:44:55.749503]Total energy: 16741050.119484913
[2022-04-12 12:46:06.949741]Total energy: 16747417.889142245
[2022-04-12 12:47:17.129871]Total energy: 16717112.898294872
[2022-04-12 12:48:32.831684]Total energy: 16723778.773418296
[2022-04-12 12:49:47.300187]Total energy: 16724064.058986012
[2022-04-12 12:51:09.378200]Total energy: 16734888.098794537
[2022-04-12 12:52:25.149765]Total energy: 16727682.10111279
[2022-04-12 12:53:36.404961]Total energy: 16719143.601080738
[2022-04-12 12:54:46.680583]Total energy: 16746352.193800353
[2022-04-12 12:55:57.341932]Total energy: 16710953.845898904
[2022-04-12 12:57:08.889286]Total energy: 16738346.505279433
[2022-04-12 12:58:18.788765]Total energy: 16739288.273893781
[2022-04-12 12:59:32.372117]Total energy: 16708343.129033018
[2022-04-12 13:00:59.337306]Total energy: 16715487.56103365
[2022-04-12 13:02:19.748018]Total energy: 16744986.756374545
[2022-04-12 13:03:30.272924]Total energy: 16729239.809807602
[2022-04-12 13:04:40.069943]Total energy: 16718901.116031898
[2022-04-12 13:05:53.674113]Total energy: 16739994.02041808
[2022-04-12 13:07:04.197216]Total energy: 16728452.167579439
[2022-04-12 13:08:14.346422]Total energy: 16734304.733275052
[2022-04-12 13:09:25.671973]Total energy: 16726380.778620595
[2022-04-12 13:10:50.216609]Total energy: 16725663.018037645
[2022-04-12 13:12:05.461589]Total energy: 16722760.703926105
[2022-04-12 13:13:17.215016]Total energy: 16738566.094735738
[2022-04-12 13:14:28.210492]Total energy: 16729121.27024444
[2022-04-12 13:15:40.717752]Total energy: 16731572.719837673
[2022-04-12 13:16:52.468673]Total energy: 16740040.391270585
[2022-04-12 13:18:07.522901]Total energy: 16731276.823783098
[2022-04-12 13:19:22.391299]Total energy: 16716699.404776098
[2022-04-12 13:20:42.844311]Total energy: 16731154.476179969
[2022-04-12 13:21:59.916390]Total energy: 16726271.656128738
[2022-04-12 13:23:14.839989]Total energy: 16736814.75135115
[2022-04-12 13:24:25.992152]Total energy: 16742315.484061662
[2022-04-12 13:25:37.816359]Total energy: 16726674.155450627
[2022-04-12 13:26:49.078630]Total energy: 16710168.733080927
[2022-04-12 13:28:00.732259]Total energy: 16744751.163776536
[2022-04-12 13:29:11.830126]Total energy: 16725459.237756964
[2022-04-12 13:30:42.817848]Total energy: 16719693.468109345
[2022-04-12 13:31:58.747556]Total energy: 16743682.25516995
[2022-04-12 13:33:10.780292]Total energy: 16745659.362617103
[2022-04-12 13:34:22.016090]Total energy: 16731104.611312654
[2022-04-12 13:35:33.637168]Total energy: 16738019.144025423
[2022-04-12 13:39:15.984979]Total energy: 16718459.729025224
[2022-04-12 13:40:29.380070]Total energy: 16740374.446697187
[2022-04-12 13:41:45.410298]Total energy: 16730097.98692067
[2022-04-12 13:42:58.888747]Total energy: 16726942.982095446
[2022-04-12 13:44:11.302756]Total energy: 16745890.149461383
[2022-04-12 13:45:22.693577]Total energy: 16737123.614202645
[2022-04-12 13:46:35.284058]Total energy: 16727885.222675715
[2022-04-12 13:47:50.865031]Total energy: 16725512.789988434
[2022-04-12 13:49:00.675195]Total energy: 16729004.41221128
[2022-04-12 13:50:17.870363]Total energy: 16716615.66110913
[2022-04-12 13:51:37.922010]Total energy: 16731789.9249243
[2022-04-12 13:52:48.194179]Total energy: 16732692.481288917
[2022-04-12 13:53:59.058063]Total energy: 16730080.383459477
[2022-04-12 13:55:18.221900]Total energy: 16735894.27739592
[2022-04-12 13:56:32.483271]Total energy: 16725061.514610393
[2022-04-12 13:57:42.764820]Total energy: 16718842.998767931
[2022-04-12 13:58:54.237256]Total energy: 16721887.804832837
[2022-04-12 14:00:05.297802]Total energy: 16729363.14061653
[2022-04-12 14:01:18.398464]Total energy: 16735438.18026264
[2022-04-12 14:02:31.406581]Total energy: 16737851.561517797
[2022-04-12 14:03:43.203746]Total energy: 16733433.895799672
[2022-04-12 14:04:57.080003]Total energy: 16727282.21121466
[2022-04-12 14:06:10.670757]Total energy: 16726236.189268703
[2022-04-12 14:07:33.886845]Total energy: 16722698.381023716
[2022-04-12 14:08:56.568247]Total energy: 16731129.999396324
[2022-04-12 14:10:09.647202]Total energy: 16739241.933816718
[2022-04-12 14:11:28.761670]Total energy: 16731091.052387338
[2022-04-12 14:12:42.887494]Total energy: 16738113.78549323
[2022-04-12 14:13:54.078936]Total energy: 16735249.820552554
[2022-04-12 14:15:08.746177]Total energy: 16737864.558746086
[2022-04-12 14:16:19.668257]Total energy: 16717923.842692342
[2022-04-12 14:17:29.906872]Total energy: 16714438.93226158
[2022-04-12 14:18:44.591037]Total energy: 16712923.881257119
[2022-04-12 14:19:57.541146]Total energy: 16725485.438198073
[2022-04-12 14:21:08.564721]Total energy: 16726257.453119483
[2022-04-12 14:22:30.921164]Total energy: 16731508.958570246
[2022-04-12 14:23:45.494817]Total energy: 16745106.474387325
[2022-04-12 14:24:59.880772]Total energy: 16724441.757396279
[2022-04-12 14:26:16.160605]Total energy: 16715456.672490751
[2022-04-12 14:27:28.152370]Total energy: 16750055.936345253
[2022-04-12 14:28:39.410741]Total energy: 16727175.279679084
[2022-04-12 14:29:52.759847]Total energy: 16729015.934524484
[2022-04-12 14:31:12.236659]Total energy: 16725288.415126499
[2022-04-12 14:32:27.661630]Total energy: 16738846.003703026
[2022-04-12 14:33:40.695636]Total energy: 16707075.175610695
[2022-04-12 14:34:52.588379]Total energy: 16718021.43965189
[2022-04-12 14:36:05.833778]Total energy: 16744005.125724826
[2022-04-12 14:37:17.995116]Total energy: 16718123.098077102
[2022-04-12 14:38:30.946048]Total energy: 16734000.687848732
[2022-04-12 14:39:44.593505]Total energy: 16721350.842136677
[2022-04-12 14:41:05.973029]Total energy: 16749054.429824615
[2022-04-12 14:42:22.569152]Total energy: 16725129.478762424
[2022-04-12 14:43:33.957684]Total energy: 16725688.457313271
[2022-04-12 14:44:44.591278]Total energy: 16736818.675344225
[2022-04-12 14:45:58.254231]Total energy: 16729012.228084693
[2022-04-12 14:47:11.680479]Total energy: 16734106.14790583
[2022-04-12 14:48:22.480545]Total energy: 16721351.27125232
[2022-04-12 14:49:32.886357]Total energy: 16719171.774477078
[2022-04-12 14:50:57.137471]Total energy: 16737598.88492488
[2022-04-12 14:52:13.100760]Total energy: 16734121.61624656
[2022-04-12 14:53:25.552915]Total energy: 16713152.054412521
[2022-04-12 14:54:37.142812]Total energy: 16738895.398086
[2022-04-12 14:55:51.973736]Total energy: 16729267.881956546
[2022-04-12 14:57:02.798388]Total energy: 16739007.408039402
[2022-04-12 14:58:17.932636]Total energy: 16732515.616519373
[2022-04-12 14:59:31.917622]Total energy: 16736207.155116523
[2022-04-12 15:00:58.608027]Total energy: 16744484.633091897
[2022-04-12 15:02:14.672956]Total energy: 16745002.12101697
[2022-04-12 15:03:25.278919]Total energy: 16724964.390268376
[2022-04-12 15:04:40.494484]Total energy: 16729893.307287203
[2022-04-12 15:05:53.098863]Total energy: 16724059.13911221
[2022-04-12 15:07:03.681302]Total energy: 16721742.950864574
[2022-04-12 15:08:13.971468]Total energy: 16737040.015044851
[2022-04-12 15:09:23.975932]Total energy: 16735821.665856015
[2022-04-12 15:10:49.972809]Total energy: 16729264.545233516
[2022-04-12 15:12:04.965948]Total energy: 16756726.055323303
[2022-04-12 15:13:20.003659]Total energy: 16733459.51973594
[2022-04-12 15:14:31.836880]Total energy: 16742459.310046146
[2022-04-12 15:15:43.561551]Total energy: 16763198.877068428
[2022-04-12 15:16:53.717685]Total energy: 16734668.28094773
[2022-04-12 15:18:08.037920]Total energy: 16720946.559005091
[2022-04-12 15:19:20.671061]Total energy: 16717414.756705726
[2022-04-12 15:20:50.121123]Total energy: 16722037.236532116
[2022-04-12 15:22:07.560251]Total energy: 16737566.864789635
[2022-04-12 15:23:21.331777]Total energy: 16736393.778742434
[2022-04-12 15:24:34.708253]Total energy: 16741258.951318
[2022-04-12 15:25:46.210315]Total energy: 16711548.995931748
[2022-04-12 15:26:56.695089]Total energy: 16733634.42701384
[2022-04-12 15:28:10.498393]Total energy: 16729045.949646851
[2022-04-12 15:29:24.539570]Total energy: 16733734.58233423
[2022-04-12 15:30:40.738222]Total energy: 16738429.969458967
[2022-04-12 15:31:54.996348]Total energy: 16732547.933872908
[2022-04-12 15:33:11.480299]Total energy: 16728622.757707128
[2022-04-12 15:34:24.496139]Total energy: 16728252.150453748
[2022-04-12 15:35:34.924989]Total energy: 16728957.862106891
[2022-04-12 15:36:57.412751]Total energy: 16735748.055235608
[2022-04-12 15:38:11.224099]Total energy: 16743084.959849795
[2022-04-12 15:39:22.195073]Total energy: 16724607.825653533
[2022-04-12 15:40:36.685896]Total energy: 16742127.843272667
[2022-04-12 15:41:48.481891]Total energy: 16751703.739829527
[2022-04-12 15:42:59.643398]Total energy: 16723258.567191726
[2022-04-12 15:44:10.586353]Total energy: 16728499.055569421
[2022-04-12 15:45:25.366804]Total energy: 16731438.00598049
[2022-04-12 15:46:35.981205]Total energy: 16735655.502141487
[2022-04-12 15:47:47.021086]Total energy: 16728766.874067768
[2022-04-12 15:48:59.297899]Total energy: 16729080.017910933
[2022-04-12 15:50:12.277896]Total energy: 16713761.272597603
[2022-04-12 15:51:27.233978]Total energy: 16735191.34715594
[2022-04-12 15:52:38.783504]Total energy: 16729078.007817984
[2022-04-12 15:54:06.965773]Total energy: 16714122.338011112
[2022-04-12 15:55:23.460256]Total energy: 16738284.296698034
[2022-04-12 15:56:42.347933]Total energy: 16723818.122035408
[2022-04-12 15:57:53.484379]Total energy: 16735726.946958048
[2022-04-12 15:59:04.723548]Total energy: 16717705.937204398
[2022-04-12 16:00:15.934508]Total energy: 16707874.709656777
[2022-04-12 16:01:30.547648]Total energy: 16732375.234812964
[2022-04-12 16:03:14.812975]Total energy: 16752539.98158599
[2022-04-12 16:04:27.092189]Total energy: 16722626.789313812
[2022-04-12 16:05:38.610548]Total energy: 16718065.54712695
[2022-04-12 16:06:50.306645]Total energy: 16727880.990069987
[2022-04-12 16:08:08.224658]Total energy: 16719489.860235518
[2022-04-12 16:09:25.710490]Total energy: 16733509.057648553
[2022-04-12 16:10:50.317848]Total energy: 16737367.287673298
[2022-04-12 16:12:10.345868]Total energy: 16733382.831044747
[2022-04-12 16:13:23.617322]Total energy: 16730851.95595125
[2022-04-12 16:14:39.930061]Total energy: 16724042.345608646
[2022-04-12 16:15:55.222916]Total energy: 16718142.79026225
[2022-04-12 16:17:11.128434]Total energy: 16748216.794914605
[2022-04-12 16:18:22.343593]Total energy: 16717229.126342429
[2022-04-12 16:19:33.325918]Total energy: 16732295.803984754
[2022-04-12 16:20:55.541753]Total energy: 16721029.640592104
[2022-04-12 16:22:18.870887]Total energy: 16716748.621467847
[2022-04-12 16:23:32.163377]Total energy: 16737090.453227725
[2022-04-12 16:24:42.877717]Total energy: 16738960.736267323
[2022-04-12 16:25:54.241074]Total energy: 16726646.43471226
[2022-04-12 16:27:04.462077]Total energy: 16725403.736308666
[2022-04-12 16:28:19.539331]Total energy: 16729244.191557195
[2022-04-12 16:29:31.530761]Total energy: 16725531.437466044
[2022-04-12 16:30:48.809613]Total energy: 16731806.353751898
[2022-04-12 16:32:04.272218]Total energy: 16733749.625530994
[2022-04-12 16:33:15.898594]Total energy: 16736371.388029492
[2022-04-12 16:34:29.310005]Total energy: 16724191.406821653
[2022-04-12 16:35:40.527908]Total energy: 16729938.523772204
[2022-04-12 16:36:55.365467]Total energy: 16733321.260011079
[2022-04-12 16:38:06.980711]Total energy: 16725964.81357745
[2022-04-12 16:39:18.856798]Total energy: 16737041.94717779
[2022-04-12 16:40:52.970517]Total energy: 16734168.930999072
[2022-04-12 16:42:11.288670]Total energy: 16732966.76326457
[2022-04-12 16:43:33.485215]Total energy: 16749563.675490426
[2022-04-12 16:44:51.064381]Total energy: 16726598.204165218
[2022-04-12 16:46:02.315548]Total energy: 16726713.19417081
[2022-04-12 16:47:13.098892]Total energy: 16725448.584182672
[2022-04-12 16:48:24.952360]Total energy: 16734597.311008489
[2022-04-12 16:49:43.734915]Total energy: 16726035.05874318
[2022-04-12 16:51:05.588350]Total energy: 16743363.168111186
[2022-04-12 16:52:20.854816]Total energy: 16728224.484115813
[2022-04-12 16:53:35.483882]Total energy: 16729546.223151507
[2022-04-12 16:54:45.943823]Total energy: 16733258.31262584
[2022-04-12 16:55:56.868738]Total energy: 16723705.440580828
[2022-04-12 16:57:09.260923]Total energy: 16726205.193941273
[2022-04-12 16:58:22.048465]Total energy: 16727925.89722509
[2022-04-12 16:59:32.765677]Total energy: 16736450.49467497
[2022-04-12 17:00:49.680369]Total energy: 16752862.912417343
[2022-04-12 17:02:06.371483]Total energy: 16718026.639618896
[2022-04-12 17:03:24.292772]Total energy: 16730005.288939452
[2022-04-12 17:04:36.224639]Total energy: 16739064.485442882
[2022-04-12 17:05:47.155419]Total energy: 16732317.001526961
[2022-04-12 17:06:59.369837]Total energy: 16723004.19180197
[2022-04-12 17:08:10.893763]Total energy: 16714337.28371517
[2022-04-12 17:09:22.298776]Total energy: 16719752.465089189
[2022-04-12 17:11:40.169783]Total energy: 16736874.283078924
[2022-04-12 17:13:03.302810]Total energy: 16738676.031693866
[2022-04-12 17:14:20.135110]Total energy: 16725207.07250325
[2022-04-12 17:15:33.244922]Total energy: 16724237.707577297
[2022-04-12 17:16:47.225275]Total energy: 16726738.862505658
[2022-04-12 17:17:58.913667]Total energy: 16729706.599853666
[2022-04-12 17:19:09.830401]Total energy: 16736300.324562183
[2022-04-12 17:20:21.908327]Total energy: 16734713.110788014
[2022-04-12 17:21:42.768070]Total energy: 16735509.059250457
[2022-04-12 17:22:54.530103]Total energy: 16737098.584289912
[2022-04-12 17:24:05.951848]Total energy: 16723053.52943612
[2022-04-12 17:25:17.732307]Total energy: 16723367.293903423
[2022-04-12 17:26:28.605461]Total energy: 16719880.750003565
[2022-04-12 17:27:40.033947]Total energy: 16715619.853567297
