initial: all - diverse_no_blind_all
[2022-04-10 16:59:52.770155]Total energy: 16764269.75090725
[2022-04-10 17:01:19.030212]Total energy: 16755973.594391445
[2022-04-10 17:03:48.765905]Total energy: 16737385.20144951
[2022-04-10 17:05:08.283796]Total energy: 16722881.347553706
[2022-04-10 17:06:25.670230]Total energy: 16741727.165674457
[2022-04-10 17:07:42.185885]Total energy: 16763122.623024603
[2022-04-10 17:09:00.889422]Total energy: 16742448.424791235
[2022-04-10 17:10:19.553355]Total energy: 16756149.259591801
[2022-04-10 17:11:49.817672]Total energy: 16803114.159024294
[2022-04-10 17:13:18.915462]Total energy: 16738593.102234589
[2022-04-10 17:14:49.905339]Total energy: 16749593.724268453
[2022-04-10 17:16:20.606384]Total energy: 16736721.108586693
[2022-04-10 17:17:53.646113]Total energy: 16751500.150420573
[2022-04-10 17:19:14.873428]Total energy: 16724045.111546764
[2022-04-10 17:20:40.228771]Total energy: 16726780.033945346
[2022-04-10 17:22:12.218625]Total energy: 16729137.334422946
[2022-04-10 17:23:37.959860]Total energy: 16736895.843393104
[2022-04-10 17:24:55.477943]Total energy: 16716345.88656982
[2022-04-10 17:26:14.290458]Total energy: 16732235.203978056
[2022-04-10 17:27:32.154359]Total energy: 16734682.62125778
[2022-04-10 17:28:49.388856]Total energy: 16730603.07949
[2022-04-10 17:30:07.678361]Total energy: 16738868.727186663
[2022-04-10 17:31:37.659204]Total energy: 16713658.926767237
[2022-04-10 17:33:08.843604]Total energy: 16753715.728483649
[2022-04-10 17:34:42.531384]Total energy: 16720624.036394462
[2022-04-10 17:36:16.834329]Total energy: 16743726.111968126
[2022-04-10 17:37:47.784365]Total energy: 16760421.23102491
[2022-04-10 17:39:06.640815]Total energy: 16722967.935749866
[2022-04-10 17:40:26.177546]Total energy: 16730395.234971942
[2022-04-10 17:41:44.892599]Total energy: 16766203.657605967
[2022-04-10 17:43:04.501388]Total energy: 16743201.52802616
[2022-04-10 17:44:23.062026]Total energy: 16780844.24664735
[2022-04-10 17:45:41.689393]Total energy: 16723808.791254286
[2022-04-10 17:46:58.913839]Total energy: 16742583.025748437
[2022-04-10 17:48:15.759944]Total energy: 16734029.30306938
[2022-04-10 17:49:33.146414]Total energy: 16723450.76159206
[2022-04-10 17:51:03.355387]Total energy: 16727817.407870645
[2022-04-10 17:52:33.239092]Total energy: 16711218.924909662
[2022-04-10 17:53:53.723986]Total energy: 16743084.91212253
[2022-04-10 17:55:12.991525]Total energy: 16701177.562713128
[2022-04-10 17:56:30.171741]Total energy: 16763602.887830345
[2022-04-10 17:57:47.230829]Total energy: 16760478.552653598
[2022-04-10 17:59:05.592662]Total energy: 16744611.147977991
[2022-04-10 18:00:47.530687]Total energy: 16742668.49087247
[2022-04-10 18:02:50.687351]Total energy: 16757135.668042194
[2022-04-10 18:04:24.083439]Total energy: 16773080.699711246
[2022-04-10 18:05:43.109827]Total energy: 16762407.867765723
[2022-04-10 18:07:02.237125]Total energy: 16735096.2734881
[2022-04-10 18:08:20.686463]Total energy: 16740685.664316792
[2022-04-10 18:09:38.168078]Total energy: 16753045.062531315
[2022-04-10 18:11:21.594370]Total energy: 16725849.731506512
[2022-04-10 18:12:56.268264]Total energy: 16765221.85928741
[2022-04-10 18:14:36.058994]Total energy: 16723412.27439344
[2022-04-10 18:15:57.324386]Total energy: 16727567.343746409
[2022-04-10 18:17:16.568827]Total energy: 16746595.589184592
[2022-04-10 18:18:36.676553]Total energy: 16730178.784501312
[2022-04-10 18:19:54.846543]Total energy: 16711445.269781083
[2022-04-10 18:21:37.564734]Total energy: 16733981.316788461
[2022-04-10 18:23:09.451695]Total energy: 16724363.234957337
[2022-04-10 18:24:36.531978]Total energy: 16725258.449512478
[2022-04-10 18:25:58.353904]Total energy: 16752020.972855577
[2022-04-10 18:27:18.137495]Total energy: 16733473.001398986
[2022-04-10 18:28:38.338046]Total energy: 16729474.34747916
[2022-04-10 18:29:59.440284]Total energy: 16729884.420730695
[2022-04-10 18:31:37.156608]Total energy: 16746070.388952302
[2022-04-10 18:33:12.078137]Total energy: 16722422.5613013
[2022-04-10 18:34:33.741609]Total energy: 16716898.431930326
[2022-04-10 18:35:51.969598]Total energy: 16750673.944843924
[2022-04-10 18:37:10.679831]Total energy: 16743596.68785166
[2022-04-10 18:38:31.565824]Total energy: 16752113.470770631
[2022-04-10 18:39:50.858572]Total energy: 16734723.39571967
[2022-04-10 18:42:06.775936]Total energy: 16725335.523665661
[2022-04-10 18:43:45.521636]Total energy: 16740417.191085551
[2022-04-10 18:45:15.918778]Total energy: 16749267.948132437
[2022-04-10 18:46:43.525854]Total energy: 16752595.75663717
[2022-04-10 18:48:02.692220]Total energy: 16767505.838322883
[2022-04-10 18:49:20.343734]Total energy: 16742632.5656783
[2022-04-10 18:50:58.871177]Total energy: 16715618.778956734
[2022-04-10 18:52:38.251660]Total energy: 16731423.925885705
[2022-04-10 18:54:03.624073]Total energy: 16747467.004765056
[2022-04-10 18:55:24.026404]Total energy: 16741952.46589621
[2022-04-10 18:56:42.735979]Total energy: 16737492.082287088
[2022-04-10 18:57:59.882393]Total energy: 16745900.341211122
[2022-04-10 18:59:21.043362]Total energy: 16743232.778773317
[2022-04-10 19:01:10.464888]Total energy: 16733027.97725485
[2022-04-10 19:02:58.978050]Total energy: 16727770.252517935
[2022-04-10 19:04:31.090203]Total energy: 16760902.024558641
[2022-04-10 19:06:09.395979]Total energy: 16712822.654263882
[2022-04-10 19:07:45.101707]Total energy: 16742200.880313925
[2022-04-10 19:09:21.222151]Total energy: 16740004.396266608
[2022-04-10 19:11:00.048819]Total energy: 16757215.031781113
[2022-04-10 19:12:22.731147]Total energy: 16764515.705275904
[2022-04-10 19:13:41.744026]Total energy: 16746573.03700078
[2022-04-10 19:15:00.988271]Total energy: 16750507.04916387
[2022-04-10 19:16:20.964673]Total energy: 16758940.17847197
[2022-04-10 19:17:39.283571]Total energy: 16738352.346346773
[2022-04-10 19:18:57.553559]Total energy: 16726666.634313973
[2022-04-10 19:20:15.925057]Total energy: 16741373.13526741
[2022-04-10 19:21:54.146886]Total energy: 16753646.12680036
[2022-04-10 19:23:27.062648]Total energy: 16738134.39336082
[2022-04-10 19:24:58.114776]Total energy: 16774444.32396459
[2022-04-10 19:26:30.619992]Total energy: 16752418.286311626
[2022-04-10 19:27:52.516914]Total energy: 16778862.262147143
[2022-04-10 19:29:13.095585]Total energy: 16729707.03153024
[2022-04-10 19:30:30.843293]Total energy: 16732037.383379001
[2022-04-10 19:31:49.254746]Total energy: 16717276.085191146
[2022-04-10 19:33:07.533958]Total energy: 16724915.530748175
[2022-04-10 19:34:26.652240]Total energy: 16746212.903828658
[2022-04-10 19:35:44.095939]Total energy: 16747867.229770236
[2022-04-10 19:37:03.019895]Total energy: 16741668.58529472
[2022-04-10 19:38:20.790598]Total energy: 16742245.415059824
[2022-04-10 19:39:39.085358]Total energy: 16747114.208070789
[2022-04-10 19:41:15.252595]Total energy: 16732559.534815783
[2022-04-10 19:42:51.340910]Total energy: 16718696.235343263
[2022-04-10 19:44:20.886501]Total energy: 16725764.995089656
[2022-04-10 19:45:49.982896]Total energy: 16718195.932558961
[2022-04-10 19:47:24.253290]Total energy: 16741125.267092148
[2022-04-10 19:48:58.519393]Total energy: 16709379.062616492
[2022-04-10 19:50:33.974586]Total energy: 16712902.539644292
[2022-04-10 19:52:04.857094]Total energy: 16732052.461864278
[2022-04-10 19:53:24.337436]Total energy: 16727116.743552642
[2022-04-10 19:54:43.178062]Total energy: 16729743.10169124
[2022-04-10 19:56:00.816970]Total energy: 16726340.658146884
[2022-04-10 19:57:19.536374]Total energy: 16729935.015250167
[2022-04-10 19:58:36.459401]Total energy: 16729812.11845608
[2022-04-10 19:59:54.533380]Total energy: 16721257.05508605
[2022-04-10 20:01:23.225833]Total energy: 16722422.076760966
[2022-04-10 20:02:44.978674]Total energy: 16711293.752962679
[2022-04-10 20:04:03.246488]Total energy: 16742817.429571727
[2022-04-10 20:05:21.244887]Total energy: 16726743.720231922
[2022-04-10 20:06:39.360769]Total energy: 16705492.508862643
[2022-04-10 20:08:00.174329]Total energy: 16703967.213369733
[2022-04-10 20:09:17.667162]Total energy: 16715647.700612053
[2022-04-10 20:10:52.589781]Total energy: 16697471.997590737
[2022-04-10 20:12:33.876425]Total energy: 16718629.392392753
[2022-04-10 20:14:03.446913]Total energy: 16728518.286897527
[2022-04-10 20:15:32.369514]Total energy: 16736721.783686593
[2022-04-10 20:16:59.092290]Total energy: 16740896.982747437
[2022-04-10 20:18:20.211008]Total energy: 16743942.316398237
[2022-04-10 20:19:41.627981]Total energy: 16710302.169965627
[2022-04-10 20:21:30.242434]Total energy: 16723813.927744508
[2022-04-10 20:23:38.064619]Total energy: 16711011.045054406
[2022-04-10 20:25:27.739629]Total energy: 16749668.834077226
[2022-04-10 20:26:53.276792]Total energy: 16715854.392998232
[2022-04-10 20:28:13.856013]Total energy: 16716119.10318693
[2022-04-10 20:29:33.669847]Total energy: 16699473.86747251
[2022-04-10 20:31:14.199887]Total energy: 16720973.884898571
[2022-04-10 20:32:50.294572]Total energy: 16720416.163292605
[2022-04-10 20:34:23.616571]Total energy: 16744147.851390384
[2022-04-10 20:35:50.190871]Total energy: 16720335.842436329
[2022-04-10 20:37:09.289814]Total energy: 16717753.241526036
[2022-04-10 20:38:26.686212]Total energy: 16707946.847138593
[2022-04-10 20:39:43.341280]Total energy: 16706350.896001725
[2022-04-10 20:41:17.363320]Total energy: 16729063.602745244
[2022-04-10 20:42:41.359553]Total energy: 16704859.615856422
[2022-04-10 20:44:00.072262]Total energy: 16697056.333446939
[2022-04-10 20:45:21.453228]Total energy: 16733711.446034739
[2022-04-10 20:46:40.822440]Total energy: 16712765.239950087
[2022-04-10 20:47:57.510462]Total energy: 16741557.361227764
[2022-04-10 20:49:13.625241]Total energy: 16733792.322297424
[2022-04-10 20:50:59.431043]Total energy: 16722674.363621382
[2022-04-10 20:52:40.867945]Total energy: 16721446.404920079
[2022-04-10 20:54:21.429223]Total energy: 16761281.381693922
[2022-04-10 20:55:49.701332]Total energy: 16742695.42885086
[2022-04-10 20:57:22.177530]Total energy: 16718935.437509362
[2022-04-10 20:58:42.509453]Total energy: 16729493.08851367
[2022-04-10 21:00:04.307182]Total energy: 16721919.682972351
[2022-04-10 21:01:43.104616]Total energy: 16709005.995280199
[2022-04-10 21:03:11.782597]Total energy: 16720545.792438807
[2022-04-10 21:04:39.937409]Total energy: 16739310.369708885
[2022-04-10 21:06:06.697795]Total energy: 16726858.827479988
[2022-04-10 21:07:35.846206]Total energy: 16725286.197814928
[2022-04-10 21:08:57.233269]Total energy: 16728732.117116354
[2022-04-10 21:10:16.239883]Total energy: 16726778.728836764
[2022-04-10 21:11:51.249593]Total energy: 16719537.870414155
[2022-04-10 21:13:27.683810]Total energy: 16745562.960682912
[2022-04-10 21:14:53.329407]Total energy: 16724552.216357373
[2022-04-10 21:16:10.449906]Total energy: 16726572.510548146
[2022-04-10 21:17:30.569874]Total energy: 16724633.407895109
[2022-04-10 21:18:50.000200]Total energy: 16723558.825363182
[2022-04-10 21:20:10.148880]Total energy: 16714089.354801342
[2022-04-10 21:21:44.880439]Total energy: 16728528.042069111
[2022-04-10 21:23:19.274433]Total energy: 16712462.461020777
[2022-04-10 21:24:46.455553]Total energy: 16730189.981205372
[2022-04-10 21:26:14.487669]Total energy: 16741000.22917079
[2022-04-10 21:27:41.243611]Total energy: 16731964.449907213
[2022-04-10 21:29:03.959286]Total energy: 16722958.287982231
[2022-04-10 21:30:20.875184]Total energy: 16720070.955081446
[2022-04-10 21:31:38.528130]Total energy: 16739651.362519752
[2022-04-10 21:32:55.535927]Total energy: 16723888.427429356
[2022-04-10 21:34:12.561684]Total energy: 16751494.954691485
[2022-04-10 21:35:32.668595]Total energy: 16723721.52990486
[2022-04-10 21:36:50.290849]Total energy: 16734973.396382516
[2022-04-10 21:38:09.263074]Total energy: 16740791.632887412
[2022-04-10 21:39:26.942887]Total energy: 16722028.944710335
[2022-04-10 21:41:07.111906]Total energy: 16731233.341325074
[2022-04-10 21:42:48.880665]Total energy: 16709152.874313114
[2022-04-10 21:44:17.694641]Total energy: 16733084.222967792
[2022-04-10 21:45:46.501193]Total energy: 16724581.44309851
[2022-04-10 21:47:05.397532]Total energy: 16718327.578051835
[2022-04-10 21:48:25.543897]Total energy: 16708708.756080799
[2022-04-10 21:49:42.683197]Total energy: 16718824.462825084
[2022-04-10 21:51:20.640481]Total energy: 16737252.734171515
[2022-04-10 21:52:51.595364]Total energy: 16715890.254768865
[2022-04-10 21:54:13.573213]Total energy: 16733469.123727823
[2022-04-10 21:55:31.039827]Total energy: 16721315.921290016
[2022-04-10 21:56:49.805637]Total energy: 16759141.601702023
[2022-04-10 21:58:09.815279]Total energy: 16748512.557400987
[2022-04-10 21:59:27.649191]Total energy: 16725365.729946919
[2022-04-10 22:01:03.400166]Total energy: 16723660.57638199
[2022-04-10 22:02:43.089793]Total energy: 16744646.931778662
[2022-04-10 22:04:13.255360]Total energy: 16743074.330545416
[2022-04-10 22:05:41.621198]Total energy: 16717170.902956454
[2022-04-10 22:07:09.758553]Total energy: 16716995.878262894
[2022-04-10 22:08:29.895344]Total energy: 16693390.87424818
[2022-04-10 22:09:47.940294]Total energy: 16754705.924917432
[2022-04-10 22:11:18.515830]Total energy: 16742821.551052297
[2022-04-10 22:12:46.269976]Total energy: 16748678.687611409
[2022-04-10 22:14:15.764853]Total energy: 16757278.505386084
[2022-04-10 22:15:40.692669]Total energy: 16782631.26261256
[2022-04-10 22:17:03.325752]Total energy: 16756833.199164085
[2022-04-10 22:18:24.211667]Total energy: 16760244.919201592
[2022-04-10 22:19:44.148044]Total energy: 16751506.554216314
[2022-04-10 22:21:25.609659]Total energy: 16757122.538678564
[2022-04-10 22:22:52.026869]Total energy: 16742140.802905694
[2022-04-10 22:24:11.563290]Total energy: 16756560.548304392
[2022-04-10 22:25:32.731820]Total energy: 16735519.448012851
[2022-04-10 22:26:55.068468]Total energy: 16759755.331739591
[2022-04-10 22:28:15.246749]Total energy: 16755046.946663473
[2022-04-10 22:29:34.283111]Total energy: 16736195.823103124
[2022-04-10 22:31:03.771712]Total energy: 16751282.841034455
[2022-04-10 22:32:31.555594]Total energy: 16738393.09439483
[2022-04-10 22:33:51.739638]Total energy: 16745376.814604735
[2022-04-10 22:35:13.534568]Total energy: 16752014.04898236
[2022-04-10 22:36:32.982089]Total energy: 16760817.441752486
[2022-04-10 22:37:53.232198]Total energy: 16779936.69645555
[2022-04-10 22:39:11.648042]Total energy: 16769829.448169345
[2022-04-10 22:40:44.332515]Total energy: 16778007.916591354
[2022-04-10 22:42:17.352232]Total energy: 16757428.017640425
[2022-04-10 22:43:47.376893]Total energy: 16741736.37778388
[2022-04-10 22:45:15.867814]Total energy: 16744488.526547596
[2022-04-10 22:46:35.784010]Total energy: 16752508.187708475
[2022-04-10 22:47:54.157280]Total energy: 16760744.736392777
[2022-04-10 22:49:14.273477]Total energy: 16762794.314767461
[2022-04-10 22:51:04.726007]Total energy: 16744011.048513595
[2022-04-10 22:52:57.076141]Total energy: 16749949.914892118
[2022-04-10 22:54:24.712461]Total energy: 16747532.558305943
[2022-04-10 22:55:57.402275]Total energy: 16765172.331942398
[2022-04-10 22:57:17.730760]Total energy: 16780772.421029888
[2022-04-10 22:58:39.734762]Total energy: 16761469.570822764
[2022-04-10 23:00:00.487420]Total energy: 16740743.168238329
[2022-04-10 23:01:36.286217]Total energy: 16760910.93007529
[2022-04-10 23:02:58.664895]Total energy: 16773263.17473463
[2022-04-10 23:04:17.538862]Total energy: 16766663.044746269
[2022-04-10 23:05:34.640614]Total energy: 16764980.478818156
[2022-04-10 23:06:54.577898]Total energy: 16765249.968384739
[2022-04-10 23:08:12.758234]Total energy: 16754949.043330152
[2022-04-10 23:09:31.819032]Total energy: 16754281.467088465
[2022-04-10 23:11:04.090579]Total energy: 16755129.280841839
[2022-04-10 23:12:41.915061]Total energy: 16799586.406440593
[2022-04-10 23:14:09.406445]Total energy: 16764778.416113323
[2022-04-10 23:15:30.372949]Total energy: 16762466.547108373
[2022-04-10 23:16:49.803700]Total energy: 16766182.557575947
[2022-04-10 23:18:08.918317]Total energy: 16753048.340478454
[2022-04-10 23:19:26.235223]Total energy: 16749997.327809036
[2022-04-10 23:21:01.259643]Total energy: 16759173.67237171
[2022-04-10 23:22:27.328510]Total energy: 16764766.558176469
[2022-04-10 23:23:48.167091]Total energy: 16765518.506678687
[2022-04-10 23:25:07.985307]Total energy: 16765195.200257408
[2022-04-10 23:26:34.746593]Total energy: 16766051.940932931
[2022-04-10 23:27:54.378947]Total energy: 16741218.804971654
[2022-04-10 23:29:13.662973]Total energy: 16756792.673315767
[2022-04-10 23:30:37.369456]Total energy: 16745790.735812468
[2022-04-10 23:32:00.260049]Total energy: 16756597.821592348
[2022-04-10 23:33:21.152879]Total energy: 16758976.048630724
[2022-04-10 23:34:41.153575]Total energy: 16759531.312238924
[2022-04-10 23:36:01.623428]Total energy: 16776989.544497008
[2022-04-10 23:37:22.401066]Total energy: 16745346.287972338
[2022-04-10 23:38:41.366320]Total energy: 16755194.889564883
[2022-04-10 23:40:02.132952]Total energy: 16744770.525274703
[2022-04-10 23:41:30.850915]Total energy: 16761844.959012695
[2022-04-10 23:42:58.971509]Total energy: 16786544.365626134
[2022-04-10 23:44:23.002077]Total energy: 16783231.428258453
[2022-04-10 23:45:42.209118]Total energy: 16742481.073478995
[2022-04-10 23:47:02.012234]Total energy: 16740291.835401308
[2022-04-10 23:48:21.525149]Total energy: 16739546.088366838
[2022-04-10 23:49:40.528008]Total energy: 16752375.85608121
[2022-04-10 23:51:21.411223]Total energy: 16773216.666408943
[2022-04-10 23:53:11.583358]Total energy: 16752266.543583853
[2022-04-10 23:54:39.679419]Total energy: 16771693.949135337
[2022-04-10 23:56:08.395409]Total energy: 16746293.860699002
[2022-04-10 23:57:31.026271]Total energy: 16756448.2656251
[2022-04-10 23:58:46.398245]Total energy: 16768358.859131286
[2022-04-11 00:00:01.977679]Total energy: 16749196.041289108
[2022-04-11 00:01:24.346699]Total energy: 16760500.304149648
[2022-04-11 00:02:49.060486]Total energy: 16762351.291910542
[2022-04-11 00:04:05.785660]Total energy: 16747267.847380063
[2022-04-11 00:05:23.420362]Total energy: 16749912.972690452
[2022-04-11 00:06:39.382657]Total energy: 16741744.282640733
[2022-04-11 00:07:56.791352]Total energy: 16762261.587800842
[2022-04-11 00:09:16.361165]Total energy: 16765041.377105623
[2022-04-11 00:10:53.938806]Total energy: 16743620.848720506
[2022-04-11 00:12:23.633302]Total energy: 16759230.468553446
[2022-04-11 00:13:45.824758]Total energy: 16768869.45932594
[2022-04-11 00:15:04.133850]Total energy: 16757848.576883644
[2022-04-11 00:16:24.443687]Total energy: 16753532.809176626
[2022-04-11 00:17:43.819772]Total energy: 16756786.542140527
[2022-04-11 00:18:59.264166]Total energy: 16761445.866358943
[2022-04-11 00:20:14.447381]Total energy: 16759235.416429428
[2022-04-11 00:21:33.130264]Total energy: 16757149.93509538
[2022-04-11 00:22:48.700645]Total energy: 16749371.632534105
[2022-04-11 00:24:04.867732]Total energy: 16737799.655388245
[2022-04-11 00:25:23.559360]Total energy: 16739652.558904747
[2022-04-11 00:26:43.240807]Total energy: 16729230.362103118
[2022-04-11 00:28:01.552529]Total energy: 16737073.736855017
[2022-04-11 00:29:21.469906]Total energy: 16731846.195227193
[2022-04-11 00:30:55.889943]Total energy: 16740567.729454866
[2022-04-11 00:32:29.019335]Total energy: 16739221.156347165
[2022-04-11 00:33:47.715436]Total energy: 16731389.993328251
[2022-04-11 00:35:04.636796]Total energy: 16722894.180931045
[2022-04-11 00:36:19.826522]Total energy: 16727707.046718564
[2022-04-11 00:37:36.932802]Total energy: 16728059.256391985
[2022-04-11 00:38:56.054252]Total energy: 16759379.276011875
[2022-04-11 00:40:15.189880]Total energy: 16733620.940897355
[2022-04-11 00:41:34.455062]Total energy: 16753368.08540032
[2022-04-11 00:42:53.489828]Total energy: 16727036.43958665
[2022-04-11 00:44:18.829316]Total energy: 16733861.58780479
[2022-04-11 00:45:39.435481]Total energy: 16721023.378956411
[2022-04-11 00:47:02.604516]Total energy: 16743479.35524174
[2022-04-11 00:48:25.255286]Total energy: 16749544.368038842
[2022-04-11 00:49:47.374045]Total energy: 16754031.845458461
[2022-04-11 00:51:10.334467]Total energy: 16736598.053012567
[2022-04-11 00:52:32.531051]Total energy: 16759547.902524652
[2022-04-11 00:53:54.610125]Total energy: 16751750.309493281
[2022-04-11 00:55:16.060825]Total energy: 16767090.058130154
[2022-04-11 00:56:34.583254]Total energy: 16769395.670464335
[2022-04-11 00:57:55.714214]Total energy: 16737908.595352322
[2022-04-11 00:59:19.500023]Total energy: 16740636.977347752
[2022-04-11 01:00:44.876001]Total energy: 16725685.012442248
[2022-04-11 01:02:06.527048]Total energy: 16737280.195056193
[2022-04-11 01:03:24.790136]Total energy: 16740924.958209103
[2022-04-11 01:04:43.695396]Total energy: 16749347.467986422
[2022-04-11 01:06:01.525965]Total energy: 16718187.036184348
[2022-04-11 01:07:20.229384]Total energy: 16740142.245018004
[2022-04-11 01:08:39.967965]Total energy: 16734604.470715826
[2022-04-11 01:09:58.819403]Total energy: 16740548.97081544
[2022-04-11 01:11:20.098269]Total energy: 16740813.99384919
[2022-04-11 01:12:38.596211]Total energy: 16735600.888245672
[2022-04-11 01:13:57.962992]Total energy: 16749647.203677697
[2022-04-11 01:15:18.529356]Total energy: 16733232.4217588
[2022-04-11 01:16:38.179593]Total energy: 16731128.11328439
[2022-04-11 01:18:02.251020]Total energy: 16750736.872563135
[2022-04-11 01:19:23.818861]Total energy: 16739826.312384851
[2022-04-11 01:20:42.243931]Total energy: 16754218.927262407
[2022-04-11 01:22:05.357001]Total energy: 16739463.562470147
[2022-04-11 01:23:24.572137]Total energy: 16728462.160260467
[2022-04-11 01:24:43.265303]Total energy: 16749967.029226644
[2022-04-11 01:26:02.221365]Total energy: 16735487.843481572
[2022-04-11 01:27:22.711636]Total energy: 16730028.772080448
[2022-04-11 01:28:41.966107]Total energy: 16737951.633989528
[2022-04-11 01:30:00.821408]Total energy: 16734864.005440148
[2022-04-11 01:31:25.387728]Total energy: 16734019.577922598
[2022-04-11 01:32:51.530991]Total energy: 16732511.171730166
[2022-04-11 01:34:12.344488]Total energy: 16735376.332274197
[2022-04-11 01:35:30.285076]Total energy: 16719865.992197508
[2022-04-11 01:36:48.397896]Total energy: 16744403.226814356
[2022-04-11 01:38:07.495516]Total energy: 16749092.476312747
[2022-04-11 01:39:27.808189]Total energy: 16737531.976372862
[2022-04-11 01:41:12.412561]Total energy: 16734005.330225382
[2022-04-11 01:42:52.008238]Total energy: 16741966.071125265
[2022-04-11 01:44:28.139030]Total energy: 16732540.971077656
[2022-04-11 01:46:12.059981]Total energy: 16735480.635518966
[2022-04-11 01:48:00.379588]Total energy: 16730819.464705395
[2022-04-11 01:49:21.522321]Total energy: 16733054.22423806
[2022-04-11 01:50:59.277739]Total energy: 16731697.174971558
[2022-04-11 01:52:34.509874]Total energy: 16737583.32050431
[2022-04-11 01:53:52.687063]Total energy: 16740685.054877607
[2022-04-11 01:55:12.656422]Total energy: 16744213.248761337
[2022-04-11 01:56:32.383081]Total energy: 16744733.540192496
[2022-04-11 01:57:53.754804]Total energy: 16738178.808475835
[2022-04-11 01:59:18.247941]Total energy: 16738107.074000455
[2022-04-11 02:00:47.158343]Total energy: 16732263.59457274
[2022-04-11 02:02:09.575463]Total energy: 16760978.295301152
[2022-04-11 02:03:29.475202]Total energy: 16746464.101983517
[2022-04-11 02:04:50.563676]Total energy: 16737549.998323094
[2022-04-11 02:06:10.650067]Total energy: 16736839.96835966
[2022-04-11 02:07:32.800397]Total energy: 16752057.374559844
[2022-04-11 02:08:52.691863]Total energy: 16749481.351113616
[2022-04-11 02:10:13.910281]Total energy: 16730759.012565415
[2022-04-11 02:11:34.951189]Total energy: 16744131.615463803
[2022-04-11 02:13:05.505746]Total energy: 16746329.282211097
[2022-04-11 02:14:25.870795]Total energy: 16732089.200236632
[2022-04-11 02:15:47.212873]Total energy: 16733509.024359228
[2022-04-11 02:17:08.540827]Total energy: 16733472.478488347
[2022-04-11 02:18:29.307578]Total energy: 16742135.162400309
[2022-04-11 02:19:48.974453]Total energy: 16744085.235788744
[2022-04-11 02:21:13.437419]Total energy: 16730004.481924688
[2022-04-11 02:22:34.039787]Total energy: 16737130.703384148
[2022-04-11 02:23:54.623935]Total energy: 16754795.812990092
[2022-04-11 02:25:13.826613]Total energy: 16727027.104892418
[2022-04-11 02:26:34.356958]Total energy: 16741601.349411663
[2022-04-11 02:27:55.001456]Total energy: 16746580.735997006
[2022-04-11 02:29:12.635703]Total energy: 16737601.238148542
[2022-04-11 02:30:34.324975]Total energy: 16741244.875730433
[2022-04-11 02:31:53.178099]Total energy: 16755536.588553915
[2022-04-11 02:33:09.973869]Total energy: 16746408.021439353
[2022-04-11 02:34:27.214894]Total energy: 16759334.625184026
[2022-04-11 02:35:43.455971]Total energy: 16727869.23441671
[2022-04-11 02:37:01.373095]Total energy: 16737400.83567256
[2022-04-11 02:38:21.860577]Total energy: 16746036.558577163
[2022-04-11 02:39:38.373268]Total energy: 16725911.974207586
[2022-04-11 02:41:21.495186]Total energy: 16744837.11837641
[2022-04-11 02:42:46.907830]Total energy: 16741477.173578313
[2022-04-11 02:44:14.070170]Total energy: 16722789.22758714
[2022-04-11 02:45:42.448970]Total energy: 16733508.218519181
[2022-04-11 02:47:04.050077]Total energy: 16736843.082344547
[2022-04-11 02:48:22.072638]Total energy: 16729400.068445146
[2022-04-11 02:49:38.246175]Total energy: 16717043.408517307
[2022-04-11 02:51:00.227722]Total energy: 16730398.591146003
[2022-04-11 02:52:16.959666]Total energy: 16738520.261192415
[2022-04-11 02:53:32.381015]Total energy: 16728210.714369697
[2022-04-11 02:54:49.293435]Total energy: 16740284.561607882
[2022-04-11 02:56:05.594610]Total energy: 16732852.874792816
[2022-04-11 02:57:22.623277]Total energy: 16727335.673462855
[2022-04-11 02:58:40.304687]Total energy: 16725016.163146313
[2022-04-11 02:59:57.821568]Total energy: 16743908.660090148
[2022-04-11 03:01:18.867229]Total energy: 16731478.625368033
[2022-04-11 03:02:34.773052]Total energy: 16746314.306505373
[2022-04-11 03:03:53.888883]Total energy: 16729571.070199726
[2022-04-11 03:05:10.299560]Total energy: 16738200.033239543
[2022-04-11 03:06:27.683193]Total energy: 16732312.82435566
[2022-04-11 03:07:45.431152]Total energy: 16754298.814318893
[2022-04-11 03:09:01.411931]Total energy: 16735310.148537623
[2022-04-11 03:10:20.444270]Total energy: 16724951.515591353
[2022-04-11 03:11:43.731094]Total energy: 16734308.423762256
[2022-04-11 03:13:09.451380]Total energy: 16740756.283535453
[2022-04-11 03:14:30.369099]Total energy: 16737445.262108969
[2022-04-11 03:15:49.105415]Total energy: 16734307.618909191
[2022-04-11 03:17:08.645611]Total energy: 16721123.882230362
[2022-04-11 03:18:28.658494]Total energy: 16733905.788918199
[2022-04-11 03:19:48.445960]Total energy: 16736197.924457144
[2022-04-11 03:21:22.482982]Total energy: 16727217.733392041
[2022-04-11 03:22:52.972227]Total energy: 16738151.400236852
[2022-04-11 03:24:15.232858]Total energy: 16733772.715990618
[2022-04-11 03:25:33.436156]Total energy: 16740544.335688686
[2022-04-11 03:26:50.504392]Total energy: 16731310.279402956
[2022-04-11 03:28:07.797307]Total energy: 16731063.979708327
[2022-04-11 03:29:22.904624]Total energy: 16721706.958423084
[2022-04-11 03:30:46.882165]Total energy: 16739169.225796875
[2022-04-11 03:32:04.204597]Total energy: 16717225.22422709
[2022-04-11 03:33:21.828857]Total energy: 16734126.16775803
