initial: 114 - optimal_only_seed
[2022-04-07 22:53:12.850065]Total energy: 52079356.39828665
[2022-04-07 22:54:11.660622]Total energy: 52201739.57289366
[2022-04-07 22:55:10.627247]Total energy: 52263246.90667477
[2022-04-07 22:56:07.738011]Total energy: 52378109.242272414
[2022-04-07 22:57:01.107465]Total energy: 52306999.035887085
[2022-04-07 22:57:56.092675]Total energy: 52263605.98915047
[2022-04-07 22:58:51.346733]Total energy: 51829122.356525585
[2022-04-07 22:59:55.729024]Total energy: 52331738.01104018
[2022-04-07 23:01:07.076647]Total energy: 52069365.6576983
[2022-04-07 23:02:11.129163]Total energy: 52210512.85954227
[2022-04-07 23:03:03.912982]Total energy: 52127204.60636736
[2022-04-07 23:03:57.144849]Total energy: 52111364.76356554
[2022-04-07 23:04:50.357960]Total energy: 52365619.431160405
[2022-04-07 23:05:43.505533]Total energy: 52179086.56925455
[2022-04-07 23:06:37.947313]Total energy: 52093715.04759015
[2022-04-07 23:07:30.114025]Total energy: 52046453.445523836
[2022-04-07 23:08:22.338501]Total energy: 52201949.96705956
[2022-04-07 23:09:18.740586]Total energy: 52040824.77315917
[2022-04-07 23:10:15.701206]Total energy: 51914002.208337896
[2022-04-07 23:11:23.245388]Total energy: 52383334.82480787
[2022-04-07 23:12:22.091838]Total energy: 52131587.716871575
[2022-04-07 23:13:19.211853]Total energy: 52656244.465959966
[2022-04-07 23:14:16.679371]Total energy: 52083768.21419676
[2022-04-07 23:15:13.118872]Total energy: 52143272.587475896
[2022-04-07 23:16:19.833547]Total energy: 52483941.754589185
[2022-04-07 23:17:21.913005]Total energy: 52189392.58304357
[2022-04-07 23:18:18.821228]Total energy: 52092862.043682866
[2022-04-07 23:19:16.349221]Total energy: 52014871.712645344
[2022-04-07 23:20:15.924915]Total energy: 52268826.38044899
[2022-04-07 23:21:20.356439]Total energy: 51757646.0739015
[2022-04-07 23:22:26.605703]Total energy: 52792172.73509077
[2022-04-07 23:23:25.441744]Total energy: 52134320.96451053
[2022-04-07 23:24:22.315509]Total energy: 52214646.8543759
[2022-04-07 23:25:18.642533]Total energy: 52479912.93308273
[2022-04-07 23:26:18.040158]Total energy: 52351789.67416145
[2022-04-07 23:27:13.630171]Total energy: 52050687.91503222
[2022-04-07 23:28:09.739053]Total energy: 51939445.03438527
[2022-04-07 23:29:06.689911]Total energy: 52637317.195609786
[2022-04-07 23:30:08.585750]Total energy: 52220695.641583815
[2022-04-07 23:31:26.812576]Total energy: 52238214.95475722
[2022-04-07 23:32:28.240411]Total energy: 52209657.96102748
[2022-04-07 23:33:26.464309]Total energy: 52117915.10844043
[2022-04-07 23:34:23.048445]Total energy: 52008605.23629321
[2022-04-07 23:35:20.033765]Total energy: 52191040.20550274
[2022-04-07 23:36:18.061954]Total energy: 52536634.59137489
[2022-04-07 23:37:14.928533]Total energy: 51838356.86783821
[2022-04-07 23:38:11.567799]Total energy: 52370803.74612885
[2022-04-07 23:39:11.426742]Total energy: 51988781.319342
[2022-04-07 23:40:08.329154]Total energy: 52258791.382891566
[2022-04-07 23:41:14.609851]Total energy: 52013889.2685945
[2022-04-07 23:42:11.986909]Total energy: 52238850.40868063
[2022-04-07 23:43:10.338046]Total energy: 52295686.5210239
[2022-04-07 23:44:06.605585]Total energy: 52178232.56845552
[2022-04-07 23:45:03.099285]Total energy: 52175832.46548504
[2022-04-07 23:46:01.541983]Total energy: 52086809.0105573
[2022-04-07 23:46:54.965528]Total energy: 52139522.963861056
[2022-04-07 23:47:47.914625]Total energy: 52476024.149087206
[2022-04-07 23:48:43.787793]Total energy: 51917318.017172165
[2022-04-07 23:49:38.616453]Total energy: 51960473.87145658
[2022-04-07 23:50:59.456502]Total energy: 52181321.372658394
[2022-04-07 23:52:05.724720]Total energy: 51934989.35234868
[2022-04-07 23:53:08.825111]Total energy: 52179015.07458013
[2022-04-07 23:54:06.869123]Total energy: 52093373.38766756
[2022-04-07 23:55:00.230165]Total energy: 52487367.810288586
[2022-04-07 23:55:57.553886]Total energy: 51924688.40514756
[2022-04-07 23:56:52.533109]Total energy: 52037839.49656369
[2022-04-07 23:57:46.048673]Total energy: 52109939.66013311
[2022-04-07 23:58:39.246663]Total energy: 51830885.76601166
[2022-04-07 23:59:31.582525]Total energy: 51845743.31630765
[2022-04-08 00:00:29.973384]Total energy: 52020343.08822018
[2022-04-08 00:01:23.349832]Total energy: 52106495.13023102
[2022-04-08 00:02:16.895413]Total energy: 51894455.998781525
[2022-04-08 00:03:10.291001]Total energy: 52113955.66940449
[2022-04-08 00:04:02.579306]Total energy: 52347931.47876316
[2022-04-08 00:04:58.708096]Total energy: 52161127.0998762
[2022-04-08 00:06:07.212899]Total energy: 51853215.05153684
[2022-04-08 00:07:02.209093]Total energy: 51888972.41692153
[2022-04-08 00:07:57.402193]Total energy: 52213355.77616065
[2022-04-08 00:08:53.808109]Total energy: 52287874.22119204
[2022-04-08 00:09:48.692465]Total energy: 52403978.905118644
[2022-04-08 00:10:50.397772]Total energy: 52542551.49131225
[2022-04-08 00:11:48.924064]Total energy: 51873055.32485713
[2022-04-08 00:12:43.932590]Total energy: 51808753.35527012
[2022-04-08 00:13:39.389817]Total energy: 51842435.52253371
[2022-04-08 00:14:37.218704]Total energy: 52187167.44078759
[2022-04-08 00:15:33.333186]Total energy: 52086596.122580096
[2022-04-08 00:16:28.823720]Total energy: 52594487.894260444
[2022-04-08 00:17:25.513884]Total energy: 52238668.142544046
[2022-04-08 00:18:21.842362]Total energy: 52264822.00781714
[2022-04-08 00:19:18.377682]Total energy: 51691933.22717134
[2022-04-08 00:20:14.208253]Total energy: 52189790.59334924
[2022-04-08 00:21:24.348899]Total energy: 52006188.44829464
[2022-04-08 00:22:24.424717]Total energy: 51982861.692461275
[2022-04-08 00:23:20.904753]Total energy: 52130053.46745178
[2022-04-08 00:24:17.368783]Total energy: 52128913.158566825
[2022-04-08 00:25:14.325553]Total energy: 51982630.73223494
[2022-04-08 00:26:09.270695]Total energy: 51778839.24076062
[2022-04-08 00:27:06.004567]Total energy: 52065376.00995307
[2022-04-08 00:28:01.059832]Total energy: 51908223.14163286
[2022-04-08 00:28:56.621383]Total energy: 52014207.2135208
[2022-04-08 00:29:52.725759]Total energy: 52021569.16523764
[2022-04-08 00:31:05.457048]Total energy: 52291480.573567234
[2022-04-08 00:32:12.479314]Total energy: 52049596.40625379
[2022-04-08 00:33:06.164897]Total energy: 52008285.77354815
[2022-04-08 00:34:02.006921]Total energy: 51847955.66631348
[2022-04-08 00:34:54.283651]Total energy: 51868135.035316125
[2022-04-08 00:35:46.154241]Total energy: 52406420.810917795
[2022-04-08 00:36:37.524284]Total energy: 51740498.38292611
[2022-04-08 00:37:28.009929]Total energy: 51833212.605850026
[2022-04-08 00:38:19.390234]Total energy: 51533549.644554146
[2022-04-08 00:39:11.102428]Total energy: 52286890.24179716
[2022-04-08 00:40:03.365059]Total energy: 51982167.416273035
[2022-04-08 00:41:06.416827]Total energy: 52052225.16659463
[2022-04-08 00:42:00.747555]Total energy: 52077991.28737094
[2022-04-08 00:42:52.323573]Total energy: 51896932.25849031
[2022-04-08 00:43:43.596687]Total energy: 52093703.76159978
[2022-04-08 00:44:34.840948]Total energy: 51786199.7252285
[2022-04-08 00:45:25.719472]Total energy: 52311778.73291255
[2022-04-08 00:46:17.795112]Total energy: 51799197.714388944
[2022-04-08 00:47:09.897677]Total energy: 51700181.27494075
[2022-04-08 00:48:00.602334]Total energy: 52027983.49572
[2022-04-08 00:48:51.450021]Total energy: 51470037.0482939
[2022-04-08 00:49:43.125436]Total energy: 52350862.15467518
[2022-04-08 00:50:42.631085]Total energy: 52311572.426288724
[2022-04-08 00:51:36.923043]Total energy: 52127686.33415604
[2022-04-08 00:52:39.245563]Total energy: 52341898.93821563
[2022-04-08 00:53:37.902149]Total energy: 51662925.09635506
[2022-04-08 00:54:33.663688]Total energy: 52299723.216624476
[2022-04-08 00:55:29.037972]Total energy: 52065298.93903947
[2022-04-08 00:56:24.274735]Total energy: 51817962.52450632
[2022-04-08 00:57:19.076638]Total energy: 51988317.921444654
[2022-04-08 00:58:15.241705]Total energy: 52382178.23068656
[2022-04-08 00:59:11.544285]Total energy: 51726614.501400396
[2022-04-08 01:00:06.484004]Total energy: 52038531.281445384
[2022-04-08 01:01:16.178121]Total energy: 51831862.26217189
[2022-04-08 01:02:14.249662]Total energy: 52095874.2981402
[2022-04-08 01:03:09.717630]Total energy: 52024081.175471164
[2022-04-08 01:04:04.936153]Total energy: 52232386.67663968
[2022-04-08 01:05:00.800653]Total energy: 52207742.3926367
[2022-04-08 01:05:56.732879]Total energy: 51929358.89224174
[2022-04-08 01:06:52.125640]Total energy: 52023772.342782445
[2022-04-08 01:07:46.774028]Total energy: 51847271.28536122
[2022-04-08 01:08:41.448153]Total energy: 51981517.45479199
[2022-04-08 01:09:38.887457]Total energy: 52169199.52827027
[2022-04-08 01:10:46.141325]Total energy: 51974081.531689465
[2022-04-08 01:11:42.571117]Total energy: 51978441.61579792
[2022-04-08 01:12:38.716647]Total energy: 51887102.91515034
[2022-04-08 01:13:36.084569]Total energy: 52250592.785055295
[2022-04-08 01:14:32.562102]Total energy: 52125371.973057166
[2022-04-08 01:15:27.661406]Total energy: 52024986.74814504
[2022-04-08 01:16:22.457327]Total energy: 51865861.57246597
[2022-04-08 01:17:19.417393]Total energy: 51694756.77365752
[2022-04-08 01:18:16.362453]Total energy: 52544943.283682555
[2022-04-08 01:19:11.689244]Total energy: 52183343.012479745
[2022-04-08 01:20:08.295860]Total energy: 51715210.0548752
[2022-04-08 01:21:13.777402]Total energy: 52123380.86370158
[2022-04-08 01:22:11.334966]Total energy: 52005909.38289092
[2022-04-08 01:23:06.159198]Total energy: 52007944.66862774
[2022-04-08 01:24:02.972009]Total energy: 52339248.1498475
[2022-04-08 01:24:57.577150]Total energy: 52113795.29001788
[2022-04-08 01:25:51.584904]Total energy: 51945729.905006126
[2022-04-08 01:26:45.983391]Total energy: 52230711.880034156
[2022-04-08 01:27:39.876218]Total energy: 52332992.85362551
[2022-04-08 01:28:33.575769]Total energy: 51826009.08529647
[2022-04-08 01:29:29.595637]Total energy: 52007082.229424015
[2022-04-08 01:30:33.020806]Total energy: 51862439.011254326
[2022-04-08 01:31:34.576246]Total energy: 52095837.63728842
[2022-04-08 01:32:33.294590]Total energy: 51614048.292115904
[2022-04-08 01:33:27.639479]Total energy: 52294341.91368825
[2022-04-08 01:34:20.278718]Total energy: 51808636.91627615
[2022-04-08 01:35:16.340908]Total energy: 51776766.33454219
[2022-04-08 01:36:24.304028]Total energy: 51765715.031933516
[2022-04-08 01:37:17.111855]Total energy: 52019926.141852304
[2022-04-08 01:38:10.126399]Total energy: 51993846.92401996
[2022-04-08 01:39:01.767379]Total energy: 51920267.83110443
[2022-04-08 01:39:57.413336]Total energy: 51917238.523994334
[2022-04-08 01:41:07.072721]Total energy: 51967817.30506914
[2022-04-08 01:42:06.790870]Total energy: 51706182.529027075
[2022-04-08 01:43:01.157194]Total energy: 51720840.462763205
[2022-04-08 01:43:53.161728]Total energy: 52123567.68910561
[2022-04-08 01:44:46.162579]Total energy: 51839333.28365691
[2022-04-08 01:45:39.093321]Total energy: 51863668.15489593
[2022-04-08 01:46:33.600136]Total energy: 52028255.20737345
[2022-04-08 01:47:25.758290]Total energy: 51777787.60673389
[2022-04-08 01:48:21.771371]Total energy: 51818159.72855693
[2022-04-08 01:49:17.519885]Total energy: 52154001.150287256
[2022-04-08 01:50:10.407751]Total energy: 52093550.5061343
[2022-04-08 01:51:08.043160]Total energy: 51967375.76406551
[2022-04-08 01:52:05.216499]Total energy: 51753209.57269461
[2022-04-08 01:53:03.434062]Total energy: 51664428.97958076
[2022-04-08 01:53:56.766089]Total energy: 52061512.07420051
[2022-04-08 01:54:50.225834]Total energy: 52094033.54799943
[2022-04-08 01:55:45.655795]Total energy: 51590283.048758134
[2022-04-08 01:56:38.469790]Total energy: 52060882.833798245
[2022-04-08 01:57:30.652628]Total energy: 52175744.39917199
[2022-04-08 01:58:23.855822]Total energy: 51860334.34827875
[2022-04-08 01:59:20.077688]Total energy: 51835128.968234666
[2022-04-08 02:00:12.483843]Total energy: 51928078.4761682
[2022-04-08 02:01:10.391340]Total energy: 51744475.73262149
[2022-04-08 02:02:11.999075]Total energy: 52036853.56423971
[2022-04-08 02:03:05.778902]Total energy: 51590976.18567641
[2022-04-08 02:03:57.056141]Total energy: 51976168.37163559
[2022-04-08 02:04:49.439771]Total energy: 51635436.15210237
[2022-04-08 02:05:43.094711]Total energy: 51679983.26736482
[2022-04-08 02:06:34.382935]Total energy: 51492164.90514687
[2022-04-08 02:07:26.537985]Total energy: 51658411.055565275
[2022-04-08 02:08:18.534967]Total energy: 51810956.596212
[2022-04-08 02:09:13.524271]Total energy: 51760108.73870758
[2022-04-08 02:10:06.784716]Total energy: 51615147.25438386
[2022-04-08 02:11:09.630656]Total energy: 51849373.232374646
[2022-04-08 02:12:05.958459]Total energy: 52079906.12366845
[2022-04-08 02:12:54.220210]Total energy: 52126003.437964424
[2022-04-08 02:13:41.812243]Total energy: 51983425.22914
[2022-04-08 02:14:30.878005]Total energy: 52182939.086597174
[2022-04-08 02:15:19.482471]Total energy: 51783249.04001165
[2022-04-08 02:16:07.469396]Total energy: 52219170.05821129
[2022-04-08 02:16:56.253924]Total energy: 51846882.2571068
[2022-04-08 02:17:47.784900]Total energy: 51848495.42826602
[2022-04-08 02:18:47.777986]Total energy: 51537542.79131446
[2022-04-08 02:19:42.516200]Total energy: 51731696.746031895
[2022-04-08 02:20:52.873037]Total energy: 52023159.42241025
[2022-04-08 02:22:02.649115]Total energy: 51861435.10977135
[2022-04-08 02:23:02.795814]Total energy: 51799000.19302779
[2022-04-08 02:24:00.889001]Total energy: 51869961.66976044
[2022-04-08 02:25:01.717604]Total energy: 51620694.17138865
[2022-04-08 02:26:07.646696]Total energy: 52296377.86610861
[2022-04-08 02:27:05.886892]Total energy: 51946219.61029294
[2022-04-08 02:28:03.069925]Total energy: 52002743.514441244
[2022-04-08 02:28:58.452001]Total energy: 51707406.113939345
[2022-04-08 02:29:55.284962]Total energy: 52129993.34700908
[2022-04-08 02:30:59.878425]Total energy: 51793977.82917607
[2022-04-08 02:31:57.217679]Total energy: 51623002.16370285
[2022-04-08 02:32:52.237985]Total energy: 51788646.427183494
[2022-04-08 02:33:46.894455]Total energy: 51991577.219475836
[2022-04-08 02:34:41.912105]Total energy: 51825910.00058346
[2022-04-08 02:35:36.481429]Total energy: 51960706.590328865
[2022-04-08 02:36:30.379196]Total energy: 52119792.093002945
[2022-04-08 02:37:24.136725]Total energy: 52295434.732409835
[2022-04-08 02:38:17.956599]Total energy: 52134342.058320396
[2022-04-08 02:39:11.160659]Total energy: 52021442.25009417
[2022-04-08 02:40:05.770155]Total energy: 51753117.99487245
[2022-04-08 02:41:22.406096]Total energy: 51893563.359220795
[2022-04-08 02:42:24.076594]Total energy: 51693264.915997274
[2022-04-08 02:43:22.214061]Total energy: 51783532.18886322
[2022-04-08 02:44:13.164546]Total energy: 51997286.90533357
[2022-04-08 02:45:02.704789]Total energy: 51729794.78826919
[2022-04-08 02:45:53.073857]Total energy: 51842936.428637736
[2022-04-08 02:46:42.364501]Total energy: 51959489.35225098
[2022-04-08 02:47:31.526874]Total energy: 51930987.79296591
[2022-04-08 02:48:20.836820]Total energy: 51986017.42346548
[2022-04-08 02:49:09.994763]Total energy: 51728901.42386574
[2022-04-08 02:50:00.676259]Total energy: 51971176.57352762
[2022-04-08 02:50:56.821709]Total energy: 52300597.2154948
[2022-04-08 02:51:50.168623]Total energy: 51869891.47711593
[2022-04-08 02:52:47.158675]Total energy: 51831860.49985342
[2022-04-08 02:53:37.736202]Total energy: 51914227.13892875
[2022-04-08 02:54:25.665288]Total energy: 51819245.398306035
[2022-04-08 02:55:15.119940]Total energy: 51916750.01420594
[2022-04-08 02:56:04.730710]Total energy: 51916727.9532272
[2022-04-08 02:56:54.282737]Total energy: 51746141.35937503
[2022-04-08 02:57:42.970394]Total energy: 52246849.06239852
[2022-04-08 02:58:30.770166]Total energy: 52022566.64109135
[2022-04-08 02:59:19.225940]Total energy: 51782171.04890214
[2022-04-08 03:00:08.408405]Total energy: 51422933.01739578
[2022-04-08 03:01:14.111341]Total energy: 51926937.01654766
[2022-04-08 03:02:18.494862]Total energy: 51410712.21179055
[2022-04-08 03:03:10.394213]Total energy: 51562699.94548058
[2022-04-08 03:03:58.860512]Total energy: 51522021.64490874
[2022-04-08 03:04:48.542134]Total energy: 51632150.31578479
[2022-04-08 03:05:37.047183]Total energy: 51780352.85959348
[2022-04-08 03:06:27.254463]Total energy: 51832764.901265696
[2022-04-08 03:07:16.772659]Total energy: 51902210.82339698
[2022-04-08 03:08:06.016645]Total energy: 51795232.69742373
[2022-04-08 03:08:54.608661]Total energy: 51870073.04932052
[2022-04-08 03:09:44.585737]Total energy: 51893621.94481376
[2022-04-08 03:10:38.021249]Total energy: 51545913.40152405
[2022-04-08 03:11:28.253341]Total energy: 52022489.29389079
[2022-04-08 03:12:16.177776]Total energy: 52214356.49278137
[2022-04-08 03:13:04.282423]Total energy: 51711197.82739995
[2022-04-08 03:13:51.750560]Total energy: 51795863.36207774
[2022-04-08 03:14:42.548032]Total energy: 51698128.726876125
[2022-04-08 03:15:30.390174]Total energy: 51833367.74529111
[2022-04-08 03:16:18.426949]Total energy: 51821818.2810201
[2022-04-08 03:17:06.145569]Total energy: 51879581.355995975
[2022-04-08 03:17:54.557846]Total energy: 51259276.294883065
[2022-04-08 03:18:43.301059]Total energy: 51396734.936927214
[2022-04-08 03:19:31.560600]Total energy: 51796912.01361248
[2022-04-08 03:20:34.125173]Total energy: 51770495.49951094
[2022-04-08 03:21:41.932529]Total energy: 51868676.88317733
[2022-04-08 03:22:39.822205]Total energy: 51850708.892317854
[2022-04-08 03:23:37.499627]Total energy: 52089250.15159827
[2022-04-08 03:24:35.770470]Total energy: 51696299.54105081
[2022-04-08 03:25:26.027621]Total energy: 51885931.3347934
[2022-04-08 03:26:15.293715]Total energy: 51841406.82175398
[2022-04-08 03:27:09.270677]Total energy: 51594755.794390395
[2022-04-08 03:27:58.733634]Total energy: 51959597.146515414
[2022-04-08 03:28:47.454884]Total energy: 52031332.444011316
[2022-04-08 03:29:37.234845]Total energy: 51797498.615538895
[2022-04-08 03:30:46.607611]Total energy: 51858107.12667008
[2022-04-08 03:31:46.795057]Total energy: 51905500.08427698
[2022-04-08 03:32:42.732480]Total energy: 52038975.80022384
[2022-04-08 03:33:32.831767]Total energy: 51594236.648103595
[2022-04-08 03:34:20.338238]Total energy: 52178185.28971136
[2022-04-08 03:35:09.577374]Total energy: 51664955.49084379
[2022-04-08 03:35:57.451210]Total energy: 51819187.02973657
[2022-04-08 03:36:45.250210]Total energy: 51817688.33673568
[2022-04-08 03:37:33.253256]Total energy: 51898660.35765552
[2022-04-08 03:38:20.829174]Total energy: 51453160.16058406
[2022-04-08 03:39:08.463931]Total energy: 51716863.987774104
[2022-04-08 03:39:56.312646]Total energy: 51814008.27527368
[2022-04-08 03:40:58.039444]Total energy: 51979707.493122734
[2022-04-08 03:41:46.502043]Total energy: 52121035.426304534
[2022-04-08 03:42:34.942853]Total energy: 51971767.4118949
[2022-04-08 03:43:24.081491]Total energy: 51782121.66461791
[2022-04-08 03:44:12.477508]Total energy: 51529124.37389718
[2022-04-08 03:45:03.434232]Total energy: 51807027.99076636
[2022-04-08 03:45:51.244047]Total energy: 51830787.93099806
[2022-04-08 03:46:43.494294]Total energy: 51381804.102042116
[2022-04-08 03:47:31.228811]Total energy: 51776431.0829548
[2022-04-08 03:48:19.610937]Total energy: 51863765.436638944
[2022-04-08 03:49:07.478037]Total energy: 51817616.37830737
[2022-04-08 03:49:55.095569]Total energy: 52178553.85569658
[2022-04-08 03:51:00.039820]Total energy: 52105087.22394528
[2022-04-08 03:51:49.854512]Total energy: 51914997.98232841
[2022-04-08 03:52:39.042467]Total energy: 51761622.221896954
[2022-04-08 03:53:26.995265]Total energy: 51951094.5504262
[2022-04-08 03:54:15.158984]Total energy: 51992768.726592876
[2022-04-08 03:55:08.709453]Total energy: 51810473.49662852
[2022-04-08 03:56:09.262125]Total energy: 51776687.13788312
[2022-04-08 03:56:57.822743]Total energy: 51786655.40016958
[2022-04-08 03:57:45.833717]Total energy: 51825520.97373461
[2022-04-08 03:58:33.990072]Total energy: 51827931.088558614
[2022-04-08 03:59:26.948435]Total energy: 51953787.90499512
[2022-04-08 04:00:14.950304]Total energy: 51924541.01400225
[2022-04-08 04:01:23.598142]Total energy: 51805788.1619544
[2022-04-08 04:02:27.553006]Total energy: 51915441.67032746
[2022-04-08 04:03:16.164158]Total energy: 51813362.52510461
[2022-04-08 04:04:04.279375]Total energy: 51745239.40832304
[2022-04-08 04:04:52.645918]Total energy: 51896546.49204257
[2022-04-08 04:05:43.665706]Total energy: 51634976.43378521
[2022-04-08 04:06:31.202082]Total energy: 51958682.87773395
[2022-04-08 04:07:18.734550]Total energy: 51837210.65853436
[2022-04-08 04:08:07.346942]Total energy: 51804884.244947575
[2022-04-08 04:08:59.043416]Total energy: 51813119.42732259
[2022-04-08 04:09:46.646225]Total energy: 51770069.69054021
[2022-04-08 04:10:41.206069]Total energy: 51671396.744888164
[2022-04-08 04:11:39.672113]Total energy: 52051594.62364539
[2022-04-08 04:12:32.918510]Total energy: 51830168.9689795
[2022-04-08 04:13:21.136706]Total energy: 52003954.02686475
[2022-04-08 04:14:09.903156]Total energy: 51786047.30092145
[2022-04-08 04:14:57.508843]Total energy: 51373304.736891314
[2022-04-08 04:15:48.656086]Total energy: 51563978.94182599
[2022-04-08 04:16:36.557709]Total energy: 52300551.23622804
[2022-04-08 04:17:24.828909]Total energy: 51756599.583680406
[2022-04-08 04:18:12.424470]Total energy: 51989336.782702334
[2022-04-08 04:19:04.658373]Total energy: 52038530.2034917
[2022-04-08 04:19:52.335861]Total energy: 51970092.689011276
[2022-04-08 04:20:46.473972]Total energy: 51936749.874959834
[2022-04-08 04:21:43.144923]Total energy: 52231617.36337141
[2022-04-08 04:22:34.148454]Total energy: 52177564.787247546
[2022-04-08 04:23:22.819963]Total energy: 51666627.97831919
[2022-04-08 04:24:11.676215]Total energy: 51525587.86635744
[2022-04-08 04:25:04.932785]Total energy: 51723930.35333764
[2022-04-08 04:25:52.917790]Total energy: 51565570.67956686
[2022-04-08 04:26:40.371074]Total energy: 51825271.60578084
[2022-04-08 04:27:28.356218]Total energy: 51653968.09564889
[2022-04-08 04:28:18.947154]Total energy: 51726795.41085825
[2022-04-08 04:29:08.326617]Total energy: 51602997.21518439
[2022-04-08 04:29:56.682911]Total energy: 51910843.12387129
[2022-04-08 04:30:48.764065]Total energy: 51558286.03311625
[2022-04-08 04:31:51.023448]Total energy: 51604456.482934505
[2022-04-08 04:32:42.416049]Total energy: 51376336.51194304
[2022-04-08 04:33:30.864797]Total energy: 51673483.48517518
[2022-04-08 04:34:18.690755]Total energy: 51931203.06148119
[2022-04-08 04:35:08.781928]Total energy: 51719595.00363454
[2022-04-08 04:35:56.393377]Total energy: 51510355.94848512
[2022-04-08 04:36:44.207719]Total energy: 51741763.18175424
[2022-04-08 04:37:32.095336]Total energy: 51732346.32730474
[2022-04-08 04:38:21.797299]Total energy: 51587933.40059311
[2022-04-08 04:39:10.086734]Total energy: 51605802.82392782
[2022-04-08 04:39:57.803972]Total energy: 51633680.93588608
[2022-04-08 04:41:00.839912]Total energy: 51383867.10876286
[2022-04-08 04:42:00.078018]Total energy: 51808386.94704389
[2022-04-08 04:43:01.438775]Total energy: 51529562.576301195
[2022-04-08 04:44:04.258465]Total energy: 51612964.464872055
[2022-04-08 04:45:06.051349]Total energy: 51769808.880371764
[2022-04-08 04:45:54.627391]Total energy: 52241661.85326644
[2022-04-08 04:46:42.304542]Total energy: 51488251.31571141
[2022-04-08 04:47:30.077306]Total energy: 51938499.56997197
[2022-04-08 04:48:21.212850]Total energy: 51607915.76314648
[2022-04-08 04:49:09.769977]Total energy: 51692983.458534546
[2022-04-08 04:49:58.400958]Total energy: 51749152.72935018
[2022-04-08 04:51:06.231588]Total energy: 51810658.24537123
[2022-04-08 04:52:12.519042]Total energy: 51769547.47273166
[2022-04-08 04:53:11.252755]Total energy: 51671771.73254409
[2022-04-08 04:54:08.360278]Total energy: 51741887.53608216
[2022-04-08 04:55:00.181196]Total energy: 51285569.506431885
[2022-04-08 04:55:48.963287]Total energy: 51813691.04511555
[2022-04-08 04:56:37.046113]Total energy: 51817048.21390412
[2022-04-08 04:57:26.669026]Total energy: 51662671.42956362
[2022-04-08 04:58:15.408672]Total energy: 51636378.89514009
[2022-04-08 04:59:03.999942]Total energy: 51610307.490828894
[2022-04-08 04:59:52.000855]Total energy: 52151434.23249762
[2022-04-08 05:00:42.130705]Total energy: 51993791.24619467
[2022-04-08 05:01:30.871576]Total energy: 51607849.002825305
[2022-04-08 05:02:19.059428]Total energy: 51907476.92462744
[2022-04-08 05:03:06.834081]Total energy: 52100504.849581435
[2022-04-08 05:03:54.623002]Total energy: 51757849.78063674
[2022-04-08 05:04:43.543575]Total energy: 51751542.95655587
[2022-04-08 05:05:35.768590]Total energy: 51537202.845410526
[2022-04-08 05:06:23.147890]Total energy: 51764860.04990252
[2022-04-08 05:07:10.331957]Total energy: 51511213.05503641
[2022-04-08 05:07:59.096203]Total energy: 51899624.25520711
