initial: all - optimal_only_all
[2022-04-10 08:54:11.624055]Total energy: 31056739.294140827
[2022-04-10 08:55:41.781151]Total energy: 31002198.122962564
[2022-04-10 08:57:10.905587]Total energy: 31022595.93537629
[2022-04-10 08:58:38.014454]Total energy: 31033393.76633089
[2022-04-10 09:00:08.265318]Total energy: 31053953.23486502
[2022-04-10 09:01:39.660740]Total energy: 31047629.24721166
[2022-04-10 09:03:10.735033]Total energy: 31058765.978360824
[2022-04-10 09:04:42.920440]Total energy: 31042067.070742354
[2022-04-10 09:06:12.490882]Total energy: 31041322.824935216
[2022-04-10 09:07:40.850546]Total energy: 31028467.574766945
[2022-04-10 09:09:09.075972]Total energy: 31081454.016893517
[2022-04-10 09:10:48.689192]Total energy: 31007315.22918132
[2022-04-10 09:12:37.204010]Total energy: 31058937.89992381
[2022-04-10 09:14:14.092049]Total energy: 31082082.438507844
[2022-04-10 09:15:42.160663]Total energy: 31054732.19328371
[2022-04-10 09:17:14.418868]Total energy: 31044447.178907484
[2022-04-10 09:18:40.231308]Total energy: 31016461.173125423
[2022-04-10 09:20:09.194779]Total energy: 31056596.204010922
[2022-04-10 09:21:37.824345]Total energy: 31052031.02577904
[2022-04-10 09:23:06.755196]Total energy: 31046588.547888845
[2022-04-10 09:24:35.714798]Total energy: 31051365.598440263
[2022-04-10 09:26:06.140226]Total energy: 31093015.537505474
[2022-04-10 09:27:32.261651]Total energy: 31079681.430890903
[2022-04-10 09:29:03.171100]Total energy: 31094155.239571463
[2022-04-10 09:30:40.000425]Total energy: 31050572.745791133
[2022-04-10 09:32:23.102425]Total energy: 30989723.91543851
[2022-04-10 09:33:57.120039]Total energy: 31035689.572837245
[2022-04-10 09:35:22.280387]Total energy: 31088716.592365816
[2022-04-10 09:36:50.418005]Total energy: 31040256.039957937
[2022-04-10 09:38:19.488779]Total energy: 31052811.874093063
[2022-04-10 09:39:50.641679]Total energy: 31031845.181313556
[2022-04-10 09:41:18.515412]Total energy: 31058572.242304802
[2022-04-10 09:42:50.521376]Total energy: 31046487.738925356
[2022-04-10 09:44:18.181577]Total energy: 31043447.354721423
[2022-04-10 09:45:45.336197]Total energy: 31066931.294288184
[2022-04-10 09:47:13.646326]Total energy: 31067623.730570506
[2022-04-10 09:48:39.126134]Total energy: 31056689.32865794
[2022-04-10 09:50:05.567362]Total energy: 31038021.322453395
[2022-04-10 09:51:40.635063]Total energy: 31009094.66407583
[2022-04-10 09:53:17.315994]Total energy: 31078796.184306405
[2022-04-10 09:54:47.555598]Total energy: 31082382.70052991
[2022-04-10 09:56:33.198819]Total energy: 31055117.296739466
[2022-04-10 09:58:07.967597]Total energy: 31017140.966613084
[2022-04-10 09:59:37.180249]Total energy: 31050465.844365645
[2022-04-10 10:01:15.169882]Total energy: 31062689.985237915
[2022-04-10 10:03:09.543117]Total energy: 31091579.875067174
[2022-04-10 10:04:47.487331]Total energy: 31039152.43457181
[2022-04-10 10:06:20.261733]Total energy: 31042380.184362862
[2022-04-10 10:07:50.488010]Total energy: 31046703.026925232
[2022-04-10 10:09:23.883105]Total energy: 31025186.68417552
[2022-04-10 10:10:50.956909]Total energy: 31073922.361805093
[2022-04-10 10:12:22.587566]Total energy: 31074184.665880337
[2022-04-10 10:13:50.174543]Total energy: 31058063.667995203
[2022-04-10 10:15:23.349005]Total energy: 31074408.50247445
[2022-04-10 10:16:51.391411]Total energy: 31080922.074605852
[2022-04-10 10:18:18.821248]Total energy: 31021802.151543755
[2022-04-10 10:19:52.839366]Total energy: 31044902.4274435
[2022-04-10 10:21:36.068097]Total energy: 31093260.060406916
[2022-04-10 10:23:22.675145]Total energy: 31106415.97948059
[2022-04-10 10:25:15.892460]Total energy: 31096991.527791794
[2022-04-10 10:26:50.427656]Total energy: 31065846.159709968
[2022-04-10 10:28:21.897953]Total energy: 31049423.816813804
[2022-04-10 10:29:50.612525]Total energy: 31063798.397152822
[2022-04-10 10:31:25.043208]Total energy: 31063414.793050997
[2022-04-10 10:32:56.610594]Total energy: 31031120.191429395
[2022-04-10 10:34:23.624642]Total energy: 31046043.28548017
[2022-04-10 10:35:54.124154]Total energy: 31031725.428567722
[2022-04-10 10:37:23.985191]Total energy: 31068294.566065304
[2022-04-10 10:38:55.784841]Total energy: 31039813.355698727
[2022-04-10 10:40:26.307560]Total energy: 31067941.393294845
[2022-04-10 10:41:54.805090]Total energy: 31059397.199338254
[2022-04-10 10:43:22.140634]Total energy: 31088931.416436244
[2022-04-10 10:44:50.029224]Total energy: 31111403.96216443
[2022-04-10 10:46:24.302506]Total energy: 31070686.124583475
[2022-04-10 10:47:52.096082]Total energy: 31046915.05126317
[2022-04-10 10:49:22.010359]Total energy: 31056275.609626748
[2022-04-10 10:51:14.385533]Total energy: 31126373.462678496
[2022-04-10 10:53:09.984448]Total energy: 31038574.591035295
[2022-04-10 10:54:56.310643]Total energy: 31050890.715955365
[2022-04-10 10:56:41.111757]Total energy: 31027736.556607496
[2022-04-10 10:58:27.234545]Total energy: 31058813.5145064
[2022-04-10 11:00:08.882215]Total energy: 31079230.63950309
[2022-04-10 11:01:47.626707]Total energy: 31069588.324137893
[2022-04-10 11:03:26.291064]Total energy: 31031432.67575325
[2022-04-10 11:05:06.410941]Total energy: 31054061.596221793
[2022-04-10 11:06:49.393550]Total energy: 31039194.374841094
[2022-04-10 11:08:30.768655]Total energy: 31054062.480750002
[2022-04-10 11:10:11.936894]Total energy: 31078881.38407663
[2022-04-10 11:12:10.201274]Total energy: 31048789.53927759
[2022-04-10 11:14:05.758039]Total energy: 31041235.34022658
[2022-04-10 11:16:07.091882]Total energy: 31079783.559281338
[2022-04-10 11:18:00.390557]Total energy: 31073830.869952936
[2022-04-10 11:19:40.338674]Total energy: 31045296.097531535
[2022-04-10 11:21:16.466509]Total energy: 31085042.039252304
[2022-04-10 11:22:58.208607]Total energy: 31054663.676035542
[2022-04-10 11:24:37.241287]Total energy: 31072608.807787847
[2022-04-10 11:26:17.939836]Total energy: 31059504.982359353
[2022-04-10 11:27:58.042657]Total energy: 31084564.201665077
[2022-04-10 11:29:37.044559]Total energy: 31055659.85434014
[2022-04-10 11:31:15.097661]Total energy: 30987071.13454692
[2022-04-10 11:32:57.496547]Total energy: 31108675.2656514
[2022-04-10 11:34:36.082343]Total energy: 31043521.5775236
[2022-04-10 11:36:17.049583]Total energy: 31047816.542251736
[2022-04-10 11:37:52.789685]Total energy: 31050433.24385569
[2022-04-10 11:39:32.841335]Total energy: 31029414.080267534
[2022-04-10 11:41:20.156124]Total energy: 31053180.05803851
[2022-04-10 11:43:14.921298]Total energy: 31068626.242219817
[2022-04-10 11:45:05.031012]Total energy: 31095840.521026075
[2022-04-10 11:46:43.552768]Total energy: 31030357.029883906
[2022-04-10 11:48:24.123360]Total energy: 31076017.75116673
[2022-04-10 11:50:11.343036]Total energy: 31066234.008625355
[2022-04-10 11:52:03.950350]Total energy: 31026083.79028138
[2022-04-10 11:54:01.925003]Total energy: 31018781.629895404
[2022-04-10 11:55:57.935963]Total energy: 31039064.523687873
[2022-04-10 11:57:52.282682]Total energy: 31015222.216059785
[2022-04-10 11:59:39.523535]Total energy: 31057609.357565403
[2022-04-10 12:01:27.242190]Total energy: 31054798.164497968
[2022-04-10 12:03:12.827617]Total energy: 31042398.5148299
[2022-04-10 12:04:59.985763]Total energy: 31018305.79328178
[2022-04-10 12:06:35.572182]Total energy: 31027869.102456223
[2022-04-10 12:08:00.903109]Total energy: 31090468.03651852
[2022-04-10 12:09:28.449559]Total energy: 31041972.291698787
[2022-04-10 12:11:07.980702]Total energy: 31029749.504274417
[2022-04-10 12:13:01.437090]Total energy: 31050113.960599184
[2022-04-10 12:14:35.957333]Total energy: 31068582.716340348
[2022-04-10 12:16:04.222354]Total energy: 31051729.88836658
[2022-04-10 12:17:32.232229]Total energy: 31032312.822813787
[2022-04-10 12:19:02.557422]Total energy: 31040024.863688152
[2022-04-10 12:20:49.380621]Total energy: 31098972.85436519
[2022-04-10 12:22:35.971489]Total energy: 31078936.585135043
[2022-04-10 12:24:11.918198]Total energy: 31065456.127837513
[2022-04-10 12:25:40.126122]Total energy: 31064100.27805044
[2022-04-10 12:27:06.866236]Total energy: 31041989.83870883
[2022-04-10 12:28:34.715447]Total energy: 31082503.30662662
[2022-04-10 12:30:02.622848]Total energy: 31051915.915257275
[2022-04-10 12:31:35.653862]Total energy: 31040285.510042176
[2022-04-10 12:33:36.783427]Total energy: 31032333.159565687
[2022-04-10 12:35:05.432989]Total energy: 31043782.68790061
[2022-04-10 12:36:29.841270]Total energy: 31035883.71937564
[2022-04-10 12:37:57.031130]Total energy: 31073965.31269895
[2022-04-10 12:39:25.065983]Total energy: 31045905.12448539
[2022-04-10 12:41:12.043950]Total energy: 31026972.032854468
[2022-04-10 12:42:46.788222]Total energy: 31007236.527262453
[2022-04-10 12:44:14.249173]Total energy: 31049122.355059203
[2022-04-10 12:45:43.478058]Total energy: 31041686.66788911
[2022-04-10 12:47:10.120703]Total energy: 31004922.57727397
[2022-04-10 12:48:37.360396]Total energy: 31067686.81555953
[2022-04-10 12:50:03.122551]Total energy: 31027649.740483265
[2022-04-10 12:51:45.830589]Total energy: 31034283.234430972
[2022-04-10 12:53:22.123192]Total energy: 31058171.81771525
[2022-04-10 12:54:48.603613]Total energy: 31078969.121615835
[2022-04-10 12:56:18.462207]Total energy: 31043606.400981758
[2022-04-10 12:57:46.273338]Total energy: 31046315.416816913
[2022-04-10 12:59:18.236288]Total energy: 31067646.09538922
[2022-04-10 13:00:59.348551]Total energy: 31069722.677104577
[2022-04-10 13:02:47.377892]Total energy: 31013491.470481128
[2022-04-10 13:04:32.417153]Total energy: 31055711.702462893
[2022-04-10 13:06:17.808614]Total energy: 31047013.512029786
[2022-04-10 13:08:07.863433]Total energy: 31064495.17277667
[2022-04-10 13:09:59.623978]Total energy: 31089487.798763834
[2022-04-10 13:11:40.124780]Total energy: 31006308.696585767
[2022-04-10 13:13:12.335352]Total energy: 31082873.532993775
[2022-04-10 13:14:42.091880]Total energy: 31066403.83378335
[2022-04-10 13:16:09.839223]Total energy: 31034326.980880287
[2022-04-10 13:17:36.888384]Total energy: 31078941.635587268
[2022-04-10 13:19:03.818870]Total energy: 31064524.01890355
[2022-04-10 13:20:39.832055]Total energy: 31047637.96023907
[2022-04-10 13:22:18.644392]Total energy: 31077249.82684571
[2022-04-10 13:23:44.645007]Total energy: 31069157.1310251
[2022-04-10 13:25:11.979639]Total energy: 31034443.526008215
[2022-04-10 13:26:39.664682]Total energy: 31131198.945314415
[2022-04-10 13:28:07.696538]Total energy: 31056071.4851175
[2022-04-10 13:29:39.265805]Total energy: 31035925.581812296
[2022-04-10 13:31:12.337657]Total energy: 31020979.55644086
[2022-04-10 13:32:40.178868]Total energy: 31015309.81168714
[2022-04-10 13:34:06.649026]Total energy: 31042144.121961966
[2022-04-10 13:35:39.771396]Total energy: 31040012.35677735
[2022-04-10 13:37:05.752845]Total energy: 31062999.461177956
[2022-04-10 13:38:31.697591]Total energy: 31065939.24368686
[2022-04-10 13:39:58.070967]Total energy: 31059639.108595643
[2022-04-10 13:41:33.208605]Total energy: 31071480.007018637
[2022-04-10 13:43:17.502233]Total energy: 31067655.03232268
[2022-04-10 13:44:48.576525]Total energy: 31050464.092885368
[2022-04-10 13:46:18.205642]Total energy: 31032115.905104477
[2022-04-10 13:47:47.550258]Total energy: 31055888.533201266
[2022-04-10 13:49:15.334018]Total energy: 31028097.304727428
[2022-04-10 13:51:13.070377]Total energy: 31086999.506786626
[2022-04-10 13:52:55.918539]Total energy: 31031221.20458929
[2022-04-10 13:54:37.071654]Total energy: 31071895.6578544
[2022-04-10 13:56:04.411196]Total energy: 31094055.381555192
[2022-04-10 13:57:30.323128]Total energy: 31073516.6406329
[2022-04-10 13:58:56.952754]Total energy: 31066698.84600252
[2022-04-10 14:00:25.182490]Total energy: 31087567.33129171
[2022-04-10 14:01:51.152694]Total energy: 31119752.49839162
[2022-04-10 14:03:17.995078]Total energy: 31044598.45780243
[2022-04-10 14:04:48.601933]Total energy: 31073916.4744213
[2022-04-10 14:06:16.795666]Total energy: 31049833.349130724
[2022-04-10 14:07:47.248890]Total energy: 31040766.340358704
[2022-04-10 14:09:15.834554]Total energy: 31072934.490857434
[2022-04-10 14:10:42.125696]Total energy: 31066489.964000847
[2022-04-10 14:12:11.740044]Total energy: 31069986.482419197
[2022-04-10 14:13:40.355447]Total energy: 31042673.887013726
[2022-04-10 14:15:08.860108]Total energy: 31034658.465733927
[2022-04-10 14:16:37.375871]Total energy: 31122278.530280165
[2022-04-10 14:18:03.927511]Total energy: 31053843.772483803
[2022-04-10 14:19:34.465785]Total energy: 31029885.5129244
[2022-04-10 14:21:24.605816]Total energy: 31112998.83418146
[2022-04-10 14:22:54.602821]Total energy: 31046278.17992211
[2022-04-10 14:24:23.267787]Total energy: 31103617.44646731
[2022-04-10 14:25:49.950191]Total energy: 31011641.40027552
[2022-04-10 14:27:16.957654]Total energy: 31097025.648538534
[2022-04-10 14:28:44.979127]Total energy: 31038016.19434036
[2022-04-10 14:30:17.547097]Total energy: 31014732.965793498
[2022-04-10 14:31:48.178025]Total energy: 31024141.603504952
[2022-04-10 14:33:16.863022]Total energy: 31056257.25362394
[2022-04-10 14:34:46.221492]Total energy: 31033656.99265698
[2022-04-10 14:36:18.004572]Total energy: 31041331.309146944
[2022-04-10 14:37:49.366089]Total energy: 31077697.10432686
[2022-04-10 14:39:21.724572]Total energy: 31076069.16563571
[2022-04-10 14:41:30.778093]Total energy: 31044869.66357152
[2022-04-10 14:43:03.059304]Total energy: 31064376.69035655
[2022-04-10 14:44:20.846539]Total energy: 31050731.183804546
[2022-04-10 14:45:40.418028]Total energy: 31052103.53665973
[2022-04-10 14:46:59.332623]Total energy: 31058805.90712621
[2022-04-10 14:48:20.348736]Total energy: 31064460.88665567
[2022-04-10 14:49:37.570054]Total energy: 31025032.109659683
[2022-04-10 14:51:06.736695]Total energy: 31041519.707674608
[2022-04-10 14:52:41.130510]Total energy: 31050387.50761825
[2022-04-10 14:54:07.664690]Total energy: 31058202.00473526
[2022-04-10 14:55:27.868865]Total energy: 31028665.782842174
[2022-04-10 14:56:51.067363]Total energy: 31094219.33642662
[2022-04-10 14:58:11.248079]Total energy: 31052798.349959515
[2022-04-10 14:59:30.631307]Total energy: 31062817.28586466
[2022-04-10 15:00:59.442494]Total energy: 31061715.397964448
[2022-04-10 15:02:30.200464]Total energy: 31044681.684464928
[2022-04-10 15:03:58.348163]Total energy: 31090910.231242575
[2022-04-10 15:05:17.911402]Total energy: 31072818.11804851
[2022-04-10 15:06:35.896806]Total energy: 31076063.552687056
[2022-04-10 15:07:57.841358]Total energy: 31061142.07755295
[2022-04-10 15:09:15.854013]Total energy: 31026545.857252847
[2022-04-10 15:10:33.729512]Total energy: 31057703.327340774
[2022-04-10 15:11:53.270255]Total energy: 31053243.68904244
[2022-04-10 15:13:12.334932]Total energy: 31050849.82125998
[2022-04-10 15:14:31.275188]Total energy: 31030596.266198017
[2022-04-10 15:15:48.732442]Total energy: 31034056.203054834
[2022-04-10 15:17:05.706077]Total energy: 31065334.52889741
[2022-04-10 15:18:26.163376]Total energy: 31054944.287323855
[2022-04-10 15:19:45.085297]Total energy: 31087871.96949254
[2022-04-10 15:21:24.885388]Total energy: 31033903.691445936
[2022-04-10 15:22:57.061357]Total energy: 31047384.13671478
[2022-04-10 15:24:20.941581]Total energy: 31090120.442517117
[2022-04-10 15:25:39.703571]Total energy: 31065967.66827363
[2022-04-10 15:26:58.329489]Total energy: 31112245.690702308
[2022-04-10 15:28:18.075488]Total energy: 31023676.832988933
[2022-04-10 15:29:38.205471]Total energy: 31042360.69523179
[2022-04-10 15:30:57.781817]Total energy: 31042325.505810667
[2022-04-10 15:32:18.196134]Total energy: 31051018.22754772
[2022-04-10 15:33:37.816310]Total energy: 31052345.4380872
[2022-04-10 15:34:57.411458]Total energy: 31037251.700523235
[2022-04-10 15:36:16.564198]Total energy: 31030452.31470857
[2022-04-10 15:37:35.985701]Total energy: 31075948.96469237
[2022-04-10 15:38:59.795429]Total energy: 31068919.110685136
[2022-04-10 15:40:19.899977]Total energy: 31073214.598705024
[2022-04-10 15:41:59.407541]Total energy: 31082680.380923547
[2022-04-10 15:43:36.652838]Total energy: 31078496.09655437
[2022-04-10 15:45:03.270071]Total energy: 31065912.623803664
[2022-04-10 15:46:23.057420]Total energy: 31035094.809445586
[2022-04-10 15:47:45.033494]Total energy: 31043550.735568486
[2022-04-10 15:49:06.811898]Total energy: 31013809.93187946
[2022-04-10 15:50:53.848957]Total energy: 31049086.084745437
[2022-04-10 15:52:46.132336]Total energy: 31070716.64476676
[2022-04-10 15:54:25.191063]Total energy: 31028714.094167877
[2022-04-10 15:55:53.630071]Total energy: 31020160.92424806
[2022-04-10 15:57:15.808160]Total energy: 31106039.881661426
[2022-04-10 15:58:37.916854]Total energy: 31047217.766976885
[2022-04-10 15:59:56.915112]Total energy: 31025813.58395092
[2022-04-10 16:01:14.443949]Total energy: 31092268.02147948
[2022-04-10 16:02:32.456037]Total energy: 31034375.019512374
[2022-04-10 16:03:51.741549]Total energy: 31014608.553108778
[2022-04-10 16:05:12.636617]Total energy: 31005151.58306021
[2022-04-10 16:06:34.861969]Total energy: 31073200.517976545
[2022-04-10 16:07:52.473712]Total energy: 31053554.567072224
[2022-04-10 16:09:12.033153]Total energy: 31039330.313188076
[2022-04-10 16:10:40.546594]Total energy: 31071993.679062936
[2022-04-10 16:12:18.281058]Total energy: 31077540.426476233
[2022-04-10 16:14:01.754270]Total energy: 31077625.204948824
[2022-04-10 16:15:34.162474]Total energy: 31056659.535232726
[2022-04-10 16:16:54.397353]Total energy: 31083036.18392995
[2022-04-10 16:18:16.650072]Total energy: 31081148.1853664
[2022-04-10 16:19:35.926664]Total energy: 31039290.523661327
[2022-04-10 16:21:26.844945]Total energy: 31031742.391971767
[2022-04-10 16:22:46.141710]Total energy: 31097500.202744365
[2022-04-10 16:24:04.821621]Total energy: 31077284.43340778
[2022-04-10 16:25:27.487587]Total energy: 31002228.085321885
[2022-04-10 16:26:48.459600]Total energy: 31060259.727974035
[2022-04-10 16:28:08.704717]Total energy: 31039539.565935284
[2022-04-10 16:29:31.424027]Total energy: 31049925.84421098
[2022-04-10 16:31:18.042758]Total energy: 31038952.023791347
[2022-04-10 16:32:58.886186]Total energy: 31063364.75879874
[2022-04-10 16:34:19.567658]Total energy: 30999055.485268023
[2022-04-10 16:35:40.220952]Total energy: 31069302.409672093
[2022-04-10 16:37:00.077212]Total energy: 31033468.465516094
[2022-04-10 16:38:18.599730]Total energy: 31082482.02342952
[2022-04-10 16:39:40.308663]Total energy: 31087074.823970903
[2022-04-10 16:41:23.741092]Total energy: 31048405.183077626
[2022-04-10 16:43:08.604223]Total energy: 31024223.974679396
[2022-04-10 16:44:43.632087]Total energy: 31066828.155435905
[2022-04-10 16:46:23.533973]Total energy: 31064406.77277528
[2022-04-10 16:48:03.097994]Total energy: 31060637.10887403
[2022-04-10 16:49:31.768192]Total energy: 31024412.955016166
[2022-04-10 16:50:54.064849]Total energy: 31063913.728533376
[2022-04-10 16:52:14.955840]Total energy: 31080150.303106025
[2022-04-10 16:53:33.059186]Total energy: 31099161.252458815
[2022-04-10 16:54:49.855736]Total energy: 31118865.39253786
[2022-04-10 16:56:06.628327]Total energy: 31096504.721279796
[2022-04-10 16:57:21.934742]Total energy: 31046131.47130649
[2022-04-10 16:58:38.067119]Total energy: 31037745.068886053
[2022-04-10 16:59:57.390954]Total energy: 31085633.104764182
[2022-04-10 17:01:25.917130]Total energy: 31045022.46852095
[2022-04-10 17:04:03.561086]Total energy: 31049100.660001278
[2022-04-10 17:05:21.596477]Total energy: 31018484.88925852
[2022-04-10 17:06:40.280100]Total energy: 31021340.67419685
[2022-04-10 17:07:58.284153]Total energy: 31011445.112283237
[2022-04-10 17:09:15.470313]Total energy: 31066738.22856058
[2022-04-10 17:10:58.513461]Total energy: 31038717.071027104
[2022-04-10 17:12:43.065310]Total energy: 31065542.876301043
[2022-04-10 17:14:16.549273]Total energy: 31046484.173439458
[2022-04-10 17:15:56.890431]Total energy: 31087947.17340724
[2022-04-10 17:17:38.778502]Total energy: 31051118.929167356
[2022-04-10 17:19:08.205082]Total energy: 30997926.882797375
[2022-04-10 17:20:44.035691]Total energy: 31064631.897361264
[2022-04-10 17:22:15.370421]Total energy: 31067242.82958019
[2022-04-10 17:23:44.188748]Total energy: 31096574.398215566
[2022-04-10 17:25:02.120296]Total energy: 31027767.740058407
[2022-04-10 17:26:20.114447]Total energy: 31061111.451801043
[2022-04-10 17:27:44.336551]Total energy: 31088880.70810985
[2022-04-10 17:29:08.087275]Total energy: 31059637.874189712
[2022-04-10 17:30:56.592468]Total energy: 31091681.766249668
[2022-04-10 17:32:47.114749]Total energy: 31080237.25470563
[2022-04-10 17:34:26.832509]Total energy: 31026565.68429661
[2022-04-10 17:36:07.278872]Total energy: 31045240.874001466
[2022-04-10 17:37:47.554624]Total energy: 31020778.474062797
[2022-04-10 17:39:08.483726]Total energy: 31010521.0856877
[2022-04-10 17:40:27.598492]Total energy: 31084106.251214202
[2022-04-10 17:41:46.586392]Total energy: 31045088.29569259
[2022-04-10 17:43:02.568339]Total energy: 31054640.860297177
[2022-04-10 17:44:20.495998]Total energy: 31083325.871923603
[2022-04-10 17:45:36.997515]Total energy: 31056431.42168871
[2022-04-10 17:46:54.168808]Total energy: 31058076.22115211
[2022-04-10 17:48:12.451555]Total energy: 31063388.28533737
[2022-04-10 17:49:28.338643]Total energy: 31041684.37722188
[2022-04-10 17:50:46.251333]Total energy: 31029459.01946641
[2022-04-10 17:52:02.297557]Total energy: 31045549.074437324
[2022-04-10 17:53:20.157198]Total energy: 31050733.626777682
[2022-04-10 17:54:37.688107]Total energy: 31054522.848519716
[2022-04-10 17:55:53.619261]Total energy: 31073055.784738176
[2022-04-10 17:57:11.256845]Total energy: 31059788.977049783
[2022-04-10 17:58:27.127582]Total energy: 31060758.637568228
[2022-04-10 17:59:44.131462]Total energy: 31053980.06102321
[2022-04-10 18:01:31.316084]Total energy: 31061978.63474978
[2022-04-10 18:03:24.838878]Total energy: 31101674.67166985
[2022-04-10 18:04:50.394910]Total energy: 31056456.955155853
[2022-04-10 18:06:08.607651]Total energy: 31061370.13671225
[2022-04-10 18:07:24.959776]Total energy: 31062406.743005604
[2022-04-10 18:08:42.000117]Total energy: 31072759.7005572
[2022-04-10 18:09:57.951616]Total energy: 31097651.895997103
[2022-04-10 18:11:38.785828]Total energy: 31043813.048640154
[2022-04-10 18:13:15.048214]Total energy: 31051111.156200014
[2022-04-10 18:14:55.336450]Total energy: 31064391.378763862
[2022-04-10 18:16:23.813912]Total energy: 31014143.556684583
[2022-04-10 18:17:41.544696]Total energy: 31092980.94803771
[2022-04-10 18:18:58.932516]Total energy: 31072095.738924887
[2022-04-10 18:20:16.017963]Total energy: 31024288.642671786
[2022-04-10 18:21:55.154307]Total energy: 31085977.76723774
[2022-04-10 18:23:32.791322]Total energy: 31053381.109124206
[2022-04-10 18:25:00.086947]Total energy: 31058243.634975605
[2022-04-10 18:26:15.811134]Total energy: 31080621.682444375
[2022-04-10 18:27:31.973546]Total energy: 31038282.064527385
[2022-04-10 18:28:47.763087]Total energy: 31049127.765848886
[2022-04-10 18:30:05.685015]Total energy: 31030433.02551685
[2022-04-10 18:31:31.946293]Total energy: 31073549.15421565
[2022-04-10 18:33:09.749001]Total energy: 31075858.039524663
[2022-04-10 18:34:37.170808]Total energy: 31055231.981716976
[2022-04-10 18:35:56.610026]Total energy: 31053386.394696668
[2022-04-10 18:37:13.051557]Total energy: 31033793.563390262
[2022-04-10 18:38:29.188692]Total energy: 31043922.994628355
[2022-04-10 18:39:44.955615]Total energy: 31095589.753610037
[2022-04-10 18:41:27.838137]Total energy: 31063126.546627868
[2022-04-10 18:43:24.782012]Total energy: 31050935.01320608
[2022-04-10 18:45:02.852214]Total energy: 31071129.190777645
[2022-04-10 18:46:30.084278]Total energy: 31049184.736197606
[2022-04-10 18:47:47.717438]Total energy: 31031856.9084838
[2022-04-10 18:49:03.178520]Total energy: 31026749.543691665
[2022-04-10 18:50:24.469038]Total energy: 31028281.279307224
[2022-04-10 18:52:12.515860]Total energy: 31089556.2520689
[2022-04-10 18:53:39.642088]Total energy: 31045852.239809684
[2022-04-10 18:54:55.015096]Total energy: 31028496.36645655
[2022-04-10 18:56:12.164009]Total energy: 31050099.87154619
[2022-04-10 18:57:29.359082]Total energy: 31085925.250007223
[2022-04-10 18:58:46.298274]Total energy: 31063747.641805228
[2022-04-10 19:00:06.970375]Total energy: 31038997.391364265
[2022-04-10 19:01:47.585282]Total energy: 31042315.2870756
[2022-04-10 19:03:50.111816]Total energy: 31017568.37628139
[2022-04-10 19:05:23.671039]Total energy: 31073842.676859673
[2022-04-10 19:06:54.440710]Total energy: 31044262.186227493
[2022-04-10 19:08:29.518376]Total energy: 31032439.05333594
[2022-04-10 19:10:02.480525]Total energy: 31047008.370051257
[2022-04-10 19:11:44.587996]Total energy: 31108938.9749361
[2022-04-10 19:13:04.160599]Total energy: 31108118.70261989
[2022-04-10 19:14:21.242657]Total energy: 31051376.012770895
[2022-04-10 19:15:39.159992]Total energy: 31065554.528746683
[2022-04-10 19:16:58.476578]Total energy: 31019157.893082198
[2022-04-10 19:18:18.492608]Total energy: 31053150.07662994
[2022-04-10 19:19:37.173908]Total energy: 31061881.932266925
[2022-04-10 19:21:19.813738]Total energy: 31065167.899963178
[2022-04-10 19:23:02.328156]Total energy: 31084043.30790056
[2022-04-10 19:24:38.914967]Total energy: 31063890.104434825
[2022-04-10 19:26:17.647591]Total energy: 31079213.34866443
[2022-04-10 19:27:47.212042]Total energy: 31047109.789328404
[2022-04-10 19:29:05.246181]Total energy: 31049118.71939391
[2022-04-10 19:30:22.518730]Total energy: 31071869.08414764
[2022-04-10 19:31:40.290365]Total energy: 31069599.93120334
[2022-04-10 19:32:56.951536]Total energy: 31091147.49246954
[2022-04-10 19:34:12.157289]Total energy: 31087501.75946853
[2022-04-10 19:35:28.094373]Total energy: 31045726.3199922
[2022-04-10 19:36:48.652062]Total energy: 31082010.31434146
[2022-04-10 19:38:07.420855]Total energy: 31078461.298321873
[2022-04-10 19:39:23.216575]Total energy: 31075922.570348136
[2022-04-10 19:40:59.108450]Total energy: 31022711.672051247
[2022-04-10 19:42:28.507991]Total energy: 31068730.283223696
[2022-04-10 19:43:56.190716]Total energy: 31059402.025484025
[2022-04-10 19:45:19.941290]Total energy: 31078659.06269501
[2022-04-10 19:46:51.130942]Total energy: 31028206.242994573
[2022-04-10 19:48:24.242916]Total energy: 31060271.666653957
[2022-04-10 19:49:51.994455]Total energy: 31026045.285520885
[2022-04-10 19:51:24.997074]Total energy: 31077143.806936808
[2022-04-10 19:52:41.379040]Total energy: 31088868.016736746
[2022-04-10 19:53:57.535454]Total energy: 31062943.538745657
[2022-04-10 19:55:25.605605]Total energy: 31055709.521560166
[2022-04-10 19:56:55.006356]Total energy: 31061836.62359654
[2022-04-10 19:58:22.925421]Total energy: 31046351.186692838
[2022-04-10 19:59:51.926439]Total energy: 31061838.45559225
[2022-04-10 20:01:35.071425]Total energy: 31094810.119633492
[2022-04-10 20:03:11.467849]Total energy: 31056809.731484648
[2022-04-10 20:04:40.441337]Total energy: 31053699.713003688
[2022-04-10 20:06:05.716069]Total energy: 31086281.302561037
[2022-04-10 20:07:29.626004]Total energy: 31059635.571902085
[2022-04-10 20:08:47.279429]Total energy: 31058273.634642873
[2022-04-10 20:10:04.947012]Total energy: 31050263.24785326
[2022-04-10 20:11:51.363247]Total energy: 31054363.434016068
[2022-04-10 20:13:34.619164]Total energy: 31047745.23833541
